"objectid","addr_guid","rfidtag","containersize","cartlifts","res_vs_comm","yn_longterm_vacant","address","zipcode","neighborhood","oesstucttype","oesclassification","land_use_desc","route_day","latitude","longitude","date"
"9311023",,,,"0","COMM",,,,"WEST PRICE HILL","B","COMMERCIAL","COMMERCIAL","MON-U10-GREEN",,,"2018-01-01T00:00:00.000"
"9481311",,,,"0","RES","N","2976 HENSHAW AV","45225","CAMP WASHINGTON","THREE FAM","RESIDENTIAL","RESIDENTIAL - THREE FAMILY","THU-U14-GREEN","39.13708284","-84.5362813","2017-12-01T00:00:00.000"
"9408629",,"090510232105009610003799","96 GALLON RECYCLE","2","RES","N","6428 COPPERLEAF LN","45230","MT. WASHINGTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U5-GREEN","39.10226539","-84.38081347","2017-12-01T00:00:00.000"
"9415942",,"122010094848009610081329","96 GALLON RECYCLE","2","RES","N","4339 CONANT ST","45227","MADISONVILLE","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","WED-U1-GREEN","39.15344212","-84.3981944","2017-12-01T00:00:00.000"
"9302898",,"121710112501009610025005","96 GALLON RECYCLE","0","COMM","N","4330 ERIE AV","45227","MADISONVILLE","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","WED-U1-GREEN","39.15304652","-84.39905881","2018-01-01T00:00:00.000"
"9502845",,"101210191756009610045218","96 GALLON RECYCLE","1","RES","N","5505 KIRBY AV","45239","MT. AIRY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U9-GOLD","39.19305098","-84.56873613","2017-12-01T00:00:00.000"
"9385377",,"090910194054009610044071","96 GALLON RECYCLE","1","RES","N","1542 SUTTON AV","45230","MT. WASHINGTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U4-GREEN","39.08228543","-84.39062799","2018-01-01T00:00:00.000"
"9335391",,"151001131044006415021304","64 GALLON RECYCLE","0","RES","Y","3560 LARKSPUR AV","45208","HYDE PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U12-GREEN","39.14277686","-84.45546259","2018-01-01T00:00:00.000"
"9336548",,"090810134840009610103796","96 GALLON RECYCLE","3","RES","N","5008 LEONARD ST","45208","MT. LOOKOUT","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","WED-U2-GOLD","39.12638797","-84.4138384","2018-01-01T00:00:00.000"
"9279892",,"111510090637009610063223","96 GALLON RECYCLE","0","RES","N","1626 CARLL ST","45225","NORTH FAIRMOUNT","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","THU-U9-GREEN","39.13475893","-84.54862399","2018-01-01T00:00:00.000"
"9402801",,"112910010859009610067120","96 GALLON RECYCLE","3","RES","N","3316 WOODFORD RD","45213","PLEASANT RIDGE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U2-GOLD","39.18084264","-84.42363166","2018-01-01T00:00:00.000"
"9343527",,"112910140315009610022297","96 GALLON RECYCLE","0","RES","N","3150 MARKBREIT AV","45209","OAKLEY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U14-GREEN","39.15101265","-84.42809541","2018-01-01T00:00:00.000"
"9406644",,"082310181104000035100049","35 GALLON RECYCLE","0","RES","N","1607 MEARS AV","45230","MT. WASHINGTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U4-GREEN","39.08296736","-84.38717342","2017-12-01T00:00:00.000"
"9394589",,,,"0","RES","N","3218 WARSAW AV","45205","EAST PRICE HILL","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","MON-U6-GREEN","39.11019006","-84.56389419","2018-01-01T00:00:00.000"
"9392456",,,,"0","COMM","N","3543 VINECREST PL","45220","CLIFTON","SINGLE FAM","RESIDENTIAL","SINGLE FAMILY","TUE-UP-GREEN","39.1476727","-84.51332547","2018-01-01T00:00:00.000"
"9383507",,"093010035210009610009351","96 GALLON RECYCLE","1","RES","N","7787 STILLWELL RD","45237","ROSELAWN","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","TUE-U7-GOLD","39.20463621","-84.45697536","2018-01-01T00:00:00.000"
"9277701",,"010611014112006411017426","64 GALLON RECYCLE","0","RES","N","6719 BUCKINGHAM PL","45227","MADISONVILLE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U9-GREEN","39.15552196","-84.38152285","2018-01-01T00:00:00.000"
"9473728",,"100510221006009610013945","96 GALLON RECYCLE","0","RES","N","3111 PHILLIPS AV","45205","EAST PRICE HILL","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U2-GREEN","39.10356868","-84.56303796","2017-12-01T00:00:00.000"
"9526127",,,,"0","RES","N","3596 TACOMA AV","45220","AVONDALE","5+FAM","COMMERCIAL","COMMERCIAL - APARTMENTS 40+ UNITS","TUE-U3-GREEN","39.14901743","-84.50842471","2017-12-01T00:00:00.000"
"9445714",,,,"0","COMM","N","2024 BRANCH ST","45214","OVER-THE-RHINE","B","COMMERCIAL","LIGHT INDUSTRIA","MON-U14-GOLD","39.1180207","-84.52209982","2017-12-01T00:00:00.000"
"9536322",,"090210184657009610039845","96 GALLON RECYCLE","3","RES","N","1130 FORT VIEW PL","45202","MT. ADAMS","LTU","RESIDENTIAL","RESIDENTIAL - VACANT LAND","MON-UP-GOLD","39.10855676","-84.49433653","2017-12-01T00:00:00.000"
"9343061",,,,"0","COMM","N","3892 MARBURG AV","45209","OAKLEY","B","COMMERCIAL","NOT APPLICABLE","WED-U10-GREEN","39.14900087","-84.42143557","2018-01-01T00:00:00.000"
"9420573",,"121810224650009610026351","96 GALLON RECYCLE","2","RES","N","2716 HYDE PARK AV","45209","OAKLEY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U16-GREEN","39.15071026","-84.44151183","2017-12-01T00:00:00.000"
"9291477",,"100210053732009610010903","96 GALLON RECYCLE","0","RES","N","1135 CRYER AV","45208","HYDE PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U3-GOLD","39.13204036","-84.43879321","2018-01-01T00:00:00.000"
"9269276",,"120410060257009610069021","96 GALLON RECYCLE","0","RES","N","2270 BALTIMORE AV","45225","MILLVALE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U6-GREEN","39.14812321","-84.56204373","2018-01-01T00:00:00.000"
"9397995",,,,"0","COMM","N","2505 WESTWOOD NORTHERN BLVD","45211","WESTWOOD","LTU","COMMERCIAL","VACANT","THU-U6-GREEN",,,"2018-01-01T00:00:00.000"
"9330149",,,,"0","COMM","N","4400 KELLOGG AV","45226","EAST END","B","COMMERCIAL","COMMERCIAL","WED-U1-GOLD","39.09762486","-84.42991345","2018-01-01T00:00:00.000"
"9543131",,,,"0","COMM","N","1256 DEWEY AV","45205","WEST PRICE HILL","LTU","COMMERCIAL","VACANT","MON-U10-GREEN","39.1163719","-84.58167957","2017-12-01T00:00:00.000"
"9470340",,,,"0","RES","Y","1264 BEECH AV","45205","EAST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U13-GREEN","39.11631256","-84.57683813","2017-12-01T00:00:00.000"
"9304834",,"090110104004009610039294","96 GALLON RECYCLE","2","RES","N","3054 FAIRFIELD AV","45206","EVANSTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U10-GOLD","39.13362831","-84.47177793","2018-01-01T00:00:00.000"
"9394842",,"091110010821009610005834","96 GALLON RECYCLE","1","RES","N","1926 WASHBURN ST","45223","NORTHSIDE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U19-GOLD","39.16715352","-84.55088068","2018-01-01T00:00:00.000"
"9485479",,"121510010004009610076923","96 GALLON RECYCLE","2","RES","N","1607 ROBINSON CIR","45223","NORTHSIDE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U10-GOLD","39.17348197","-84.54331651","2017-12-01T00:00:00.000"
"9381917",,"082410023138006410000639","64 GALLON RECYCLE","0","RES","N","4064 ST WILLIAMS AV","45205","WEST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U4-GREEN","39.10868842","-84.58499919","2018-01-01T00:00:00.000"
"9493825",,"020511012041009611088271","96 GALLON RECYCLE","2","RES","N","3512 HAZELWOOD AV","45211","WESTWOOD","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","THU-U10-GREEN","39.15205859","-84.59621873","2017-12-01T00:00:00.000"
"9539814",,"112010100424006410011354","64 GALLON RECYCLE","0","RES","N","4414 RIDGEVIEW AV","45238","WEST PRICE HILL","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","MON-U14-GREEN","39.10994331","-84.59560798","2017-12-01T00:00:00.000"
"9534114",,"091010164625009610044792","96 GALLON RECYCLE","2","RES","N","3639 ARCHER AV","45208","MT. LOOKOUT","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","WED-U2-GOLD","39.12780793","-84.41294868","2017-12-01T00:00:00.000"
"9460956",,"120710150535009610071787","96 GALLON RECYCLE","2","RES","N","3635 AIKENSIDE AV","45213","KENNEDY HEIGHTS","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U9-GOLD","39.17824533","-84.41336304","2017-12-01T00:00:00.000"
"9260740",,"090910140928009610043857","96 GALLON RECYCLE","3","RES",,"110E 13TH ST","45202","OVER-THE-RHINE",,"COMMERCIAL",,"MON-U11-GOLD",,,"2018-01-01T00:00:00.000"
"9418545",,"090310094540009610040400","96 GALLON RECYCLE","1","RES","N","3399 OBSERVATORY AV","45208","MT. LOOKOUT","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U5-GOLD","39.13772081","-84.42114008","2017-12-01T00:00:00.000"
"9351222",,,,"0","RES","N","3018 MONTANA AV","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U7-GREEN","39.14872524","-84.60079415","2018-01-01T00:00:00.000"
"9511997",,"010511212441006411017252","64 GALLON RECYCLE","3","RES",,"2677 MONTANA AV","45211","WESTWOOD",,"COMMERCIAL","SINGLE FAMILY","THU-U12-GREEN","39.15201948","-84.58388728","2017-12-01T00:00:00.000"
"9349288",,,,"0","COMM","N","2034 MILLVALE CT","45225","MILLVALE","B","COMMERCIAL","PUBLIC SERVICE","THU-U9-GREEN","39.14867832","-84.55380809","2018-01-01T00:00:00.000"
"9498892",,"121410214501009610076832","96 GALLON RECYCLE","0","RES","N","256 LUDLOW AV","45220","CLIFTON","B","COMMERCIAL","COMMERCIAL - DWELLING USED AS AN OFFICE","TUE-U2-GREEN","39.1430375","-84.51757119","2017-12-01T00:00:00.000"
"9311451",,"112910055310009610022002","96 GALLON RECYCLE","1","RES","N","6509 GLEN AV","45213","KENNEDY HEIGHTS","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U2-GOLD","39.18936224","-84.41741851","2018-01-01T00:00:00.000"
"9532400",,"010161019057009610118984","96 GALLON RECYCLE","0","COMM","N","1530 TREMONT ST","45214","SOUTH FAIRMOUNT","B","COMMERCIAL",,"THU-U1-GREEN","39.12733391","-84.54680265","2017-12-01T00:00:00.000"
"9512548",,"083110063227006410001303","64 GALLON RECYCLE","0","RES",,"600 DELTA AV","45226","MT. LOOKOUT",,"COMMERCIAL","SINGLE FAMILY","WED-U16-GOLD","39.12213044","-84.43499297","2017-12-01T00:00:00.000"
"9260502",,"170511035210006417022003","64 GALLON RECYCLE","2","COMM","N","6726 DANIELS WALK","45233",,,,,,"39.11810695","-84.68864003","2018-01-01T00:00:00.000"
"9474565",,"100610161245009610014596","96 GALLON RECYCLE","0","RES","N","1133 GILSEY AV","45205","WEST PRICE HILL","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U9-GREEN","39.11328424","-84.58189813","2017-12-01T00:00:00.000"
"9398702",,"120910051722009610023748","96 GALLON RECYCLE","0","RES","N","419 WHITEMAN ST","45214","WEST END","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U5-GOLD","39.11885148","-84.52515127","2018-01-01T00:00:00.000"
"9454908",,"011411084139009611082716","96 GALLON RECYCLE","1","RES","N","7621 YORKSHIRE PL","45237","ROSELAWN","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U7-GOLD","39.19976594","-84.46200126","2017-12-01T00:00:00.000"
"9394289",,"160809071136009616089807","96 GALLON RECYCLE","2","RES","N","323 WARNER ST","45219","CUF","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U8-GOLD","39.12481776","-84.52435824","2018-01-01T00:00:00.000"
"9344999",,,,"0","RES","N","287 MCGREGOR AV","45219","MT. AUBURN","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U2-GOLD","39.1226755","-84.50470638","2018-01-01T00:00:00.000"
"9354655",,"161013024800009616089940","96 GALLON RECYCLE","0","RES","N","5009 NEWFIELD AV","45237","BOND HILL","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","TUE-U3-GOLD","39.17716545","-84.46384499","2018-01-01T00:00:00.000"
"9271340",,,,"0","COMM","N","2739 BEEKMAN ST","45225","NORTH FAIRMOUNT","LTU","COMMERCIAL","VACANT","THU-U9-GREEN","39.13501716","-84.54774162","2018-01-01T00:00:00.000"
"9285152",,"082510132135009610000898","96 GALLON RECYCLE","0","RES","N","3046 CLEINVIEW AV","45206","EVANSTON","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","TUE-U5-GREEN","39.13321397","-84.47304844","2018-01-01T00:00:00.000"
"9446838",,"112110045617006410012113","64 GALLON RECYCLE","2","RES","N","407 SOUTHVIEW AV","45219","CUF","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U15-GOLD","39.1272554","-84.52687331","2017-12-01T00:00:00.000"
"9474427",,"100610103237009610014406","96 GALLON RECYCLE","1","RES","N","1243 SLIKER AV","45205","WEST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U10-GREEN","39.11594575","-84.58359545","2017-12-01T00:00:00.000"
"9541320",,"091010081817009610044555","96 GALLON RECYCLE","0","RES","N","3388 GEROLD DR","45238","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U2-GREEN","39.13573321","-84.61805698","2017-12-01T00:00:00.000"
"9356420",,"170507072736009617090790","96 GALLON RECYCLE","1","RES","N","3405 OAK LN","45209","OAKLEY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U10-GREEN","39.14669933","-84.42123166","2018-01-01T00:00:00.000"
"9500012",,"090910094129009610043684","96 GALLON RECYCLE","1","RES","N","758 DERBY AV","45232","SPRING GROVE VILLAGE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U18-GOLD","39.17149677","-84.51881197","2017-12-01T00:00:00.000"
"9532573",,"091910095905009610006040","96 GALLON RECYCLE","0","RES","N","438 STANLEY AV","45226","COLUMBIA TUSCULUM","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","WED-U12-GOLD","39.11582366","-84.4344203","2017-12-01T00:00:00.000"
"9287871",,,,"0","COMM","N","2915 COLONIAL RIDGE CT","45212","PLEASANT RIDGE","TWO FAM","RESIDENTIAL","TWO FAMILY","TUE-U1-GOLD","39.17686379","-84.43565329","2018-01-01T00:00:00.000"
"9375459",,"100710143852006410008154","64 GALLON RECYCLE","0","RES","N","1241 ROSSMORE AV","45237","BOND HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U5-GOLD","39.17912739","-84.47534677","2018-01-01T00:00:00.000"
"9446038",,"120610125532009610070875","96 GALLON RECYCLE","0","RES","N","447 WARNER ST","45219","CUF","THREE FAM","RESIDENTIAL","RESIDENTIAL - THREE FAMILY","MON-U15-GOLD","39.12502901","-84.52793671","2017-12-01T00:00:00.000"
"9535331",,"082510121318009610000853","96 GALLON RECYCLE","0","RES","N","1333 EDWARDS RD","45208","HYDE PARK","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","WED-U6-GOLD","39.1366176","-84.44379409","2017-12-01T00:00:00.000"
"9543018",,,,"0","RES","N","502 GLENWOOD AV","45229","AVONDALE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U1-GREEN","39.15022214","-84.49690295","2017-12-01T00:00:00.000"
"9431553",,"0000583","9 GALLON RECYCLE","0","RES","N","2008 CRANE AV","45207","EVANSTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U12-GREEN","39.14045443","-84.46359621","2017-12-01T00:00:00.000"
"9463057",,,,"0","COMM","N","1781 LAWN AV","45237","BOND HILL","SINGLE FAM","RESIDENTIAL","SINGLE FAMILY","TUE-U6-GOLD","39.17015669","-84.46511513","2017-12-01T00:00:00.000"
"9315316",,"112310102740009610064465","96 GALLON RECYCLE","0","RES","N","2200 GRAND AV","45214","EAST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U15-GREEN","39.12362608","-84.55324462","2018-01-01T00:00:00.000"
"9298210",,"111510033836009610063018","96 GALLON RECYCLE","1","RES","Y","6503 EAST LEDGE ST","45227","MADISONVILLE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U9-GREEN","39.16071419","-84.38391229","2018-01-01T00:00:00.000"
"9441604",,,,"0","COMM","N","104 WELLINGTON PL","45219","MT. AUBURN","B","COMMERCIAL","PUBLIC SERVICE","MON-U13-GOLD","39.12467501","-84.51073701","2017-12-01T00:00:00.000"
"9333907",,"100310025715009610011679","96 GALLON RECYCLE","2","RES","N","1036 KREIS LN","45205","WEST PRICE HILL","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U4-GREEN","39.11187565","-84.5886387","2018-01-01T00:00:00.000"
"9541191",,"011511213550009611084060","96 GALLON RECYCLE","2","RES","N","3118 CORAL PARK DR","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U4-GREEN","39.1437145","-84.60497046","2017-12-01T00:00:00.000"
"9276738",,"140607093806000035113210","35 GALLON RECYCLE","2","RES","N","1326 BROADWAY","45202","PENDLETON","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","MON-U9-GOLD",,,"2018-01-01T00:00:00.000"
"9395368",,,,"0","COMM","N","650 WAYNE ST","45206","WALNUT HILLS","LTU","COMMERCIAL","VACANT","WED-U11-GOLD","39.12570701","-84.49564131","2018-01-01T00:00:00.000"
"9380752",,,,"0","COMM","N","4255 SPRING GROVE AV","45223","NORTHSIDE","LTU","COMMERCIAL","VACANT","THU-U14-GOLD",,,"2018-01-01T00:00:00.000"
"9323057",,"101110003405009610016551","96 GALLON RECYCLE","0","RES","N","1848 HEWITT AV","45207","EVANSTON","THREE FAM","RESIDENTIAL","RESIDENTIAL - THREE FAMILY","TUE-U5-GREEN","39.13747275","-84.46944192","2018-01-01T00:00:00.000"
"9418982",,"112010101700006410011363","64 GALLON RECYCLE","2","COMM","N","3332S STERLING WY","45209","OAKLEY","SINGLE FAM","RESIDENTIAL","SINGLE FAMILY","WED-U10-GREEN",,,"2017-12-01T00:00:00.000"
"9391095",,,,"0","COMM","N","1504 VINE ST","45202","OVER-THE-RHINE","B","COMMERCIAL","INSTITUTIONAL","MON-U11-GOLD","39.11228562","-84.51551906","2018-01-01T00:00:00.000"
"9507963",,"112710120557006410014988","64 GALLON RECYCLE","0","RES","N","6657 VINE ST","45216","CARTHAGE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U9-GREEN","39.19147686","-84.48344859","2017-12-01T00:00:00.000"
"9443656",,"090510185002009610003779","96 GALLON RECYCLE","1","RES","N","45 MULBERRY ST","45202","OVER-THE-RHINE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U14-GOLD","39.11831261","-84.51615292","2017-12-01T00:00:00.000"
"9421473",,"010511220314006411017279","64 GALLON RECYCLE","3","RES","N","2803 INVERNESS PL","45209","OAKLEY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U16-GREEN","39.1483878","-84.43884868","2017-12-01T00:00:00.000"
"9517299",,,,"0","COMM","N","5011 LACONIA AV","45237","BOND HILL","SINGLE FAM","RESIDENTIAL","SINGLE FAMILY","TUE-U3-GOLD","39.17716255","-84.46103073","2017-12-01T00:00:00.000"
"9370833",,"090110195538006410002679","64 GALLON RECYCLE","3","RES","N","1094 RICHWOOD AV","45208","MT. LOOKOUT","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U2-GOLD","39.12690844","-84.41752474","2018-01-01T00:00:00.000"
"9274496",,"090110042351006410002138","64 GALLON RECYCLE","0","RES","N","3327 BONAPARTE AV","45207","EVANSTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U5-GREEN","39.13806378","-84.46866432","2018-01-01T00:00:00.000"
"9333141",,"020711131529009611088321","96 GALLON RECYCLE","1","RES","N","2919 KLING AV","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U15-GREEN","39.1476441","-84.59473021","2018-01-01T00:00:00.000"
"9546733",,"110724094123006411019672","64 GALLON RECYCLE","0","COMM","N","3228 FAIRFIELD AV","45207","EVANSTON","SINGLE FAM","RESIDENTIAL","SINGLE FAMILY","TUE-U5-GREEN","39.13679446","-84.47187213","2017-12-01T00:00:00.000"
"9469148",,,,"0","COMM","N","2143 SELIM AV","45214","SOUTH FAIRMOUNT","LTU","COMMERCIAL","VACANT","MON-U1-GREEN","39.12152987","-84.55202501","2017-12-01T00:00:00.000"
"9447700",,"111910212250006410010822","64 GALLON RECYCLE","1","RES","N","2312 WHEELER ST","45219","CUF","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U12-GOLD","39.12527881","-84.52042677","2017-12-01T00:00:00.000"
"9362796",,,,"0","COMM","N","6311 PLAINFIELD RD","45213","KENNEDY HEIGHTS","LTU","COMMERCIAL","VACANT","TUE-U4-GOLD","39.18473835","-84.40161519","2018-01-01T00:00:00.000"
"9367146",,"101710031122009610119287","96 GALLON RECYCLE","1","RES","N","2533 RACK CT","45239","MT. AIRY","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","THU-U5-GOLD","39.20309864","-84.57586799","2018-01-01T00:00:00.000"
"9436233",,"090310223807006410004480","64 GALLON RECYCLE","1","RES","N","2640 HEMLOCK ST","45206","WALNUT HILLS","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","WED-U11-GOLD","39.12908758","-84.49326135","2017-12-01T00:00:00.000"
"9398850",,,,"0","COMM","N","3481 WHITFIELD AV","45220","CLIFTON","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","TUE-U10-GREEN","39.1470718","-84.52343945","2018-01-01T00:00:00.000"
"9330442",,"111410125720009610062516","96 GALLON RECYCLE","0","RES","N","2235 KEMPER LN","45206","WALNUT HILLS","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","WED-U18-GOLD","39.12172188","-84.48861189","2018-01-01T00:00:00.000"
"9490580",,"113010050308009610068098","96 GALLON RECYCLE","1","RES","N","2867 SHAFFER AV","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U15-GREEN","39.14499009","-84.59296175","2017-12-01T00:00:00.000"
"9543292",,,,"0","COMM","N","1530 GROESBECK RD","45224","COLLEGE HILL","B","COMMERCIAL","INSTITUTIONAL","THU-U12-GOLD","39.19611114","-84.54538295","2017-12-01T00:00:00.000"
"9489639",,,,"0","COMM","N","2825 ROBERT AV","45211","EAST WESTWOOD","LTU","COMMERCIAL","VACANT","THU-U1-GREEN","39.13700316","-84.57263379","2017-12-01T00:00:00.000"
"9508034",,"112710121950006410014998","64 GALLON RECYCLE","1","RES","N","109W 66TH ST","45216","CARTHAGE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U9-GREEN",,,"2017-12-01T00:00:00.000"
"9497289",,,,"0","COMM","N","403 MCALPIN AV","45220","CLIFTON","TWO FAM","RESIDENTIAL","TWO FAMILY","THU-U8-GREEN","39.1499763","-84.52209288","2017-12-01T00:00:00.000"
"9542407",,"121710043047009610078784","96 GALLON RECYCLE","1","RES","N","7514 ANTHONY WAYNE AV","45216","CARTHAGE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U9-GREEN","39.19874476","-84.47487766","2017-12-01T00:00:00.000"
"9484599",,"090510105421006410005897","64 GALLON RECYCLE","1","RES","N","4376 INNES AV","45223","NORTHSIDE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U19-GOLD","39.16793836","-84.54500543","2017-12-01T00:00:00.000"
"9379790",,"090910185834009610005001","96 GALLON RECYCLE","2","RES","N","530 SLACK ST","45202","MT. AUBURN","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U9-GOLD","39.11466866","-84.50535815","2018-01-01T00:00:00.000"
