"asset","assetnhood","distance_traveled","heading","id_ham_pvmnt_plygn","latitude","loadts","longitude","odometer","ppolylabel","reasons","reasons_text","speed","streetfrom","streetto","time"
"158","COLLEGE HILL","0","E","S-HAM00931","39.202774","20210104102713","-84.544059","138663.2","W NORTH BEND RD","10","Motion Start","5.7","LANTANA AV","GLADYS AV","20210104102710"
"301",,"2.4","NWW","S-HAM52869","39.185371","20210104112727","-84.604999","49616.2","I-74 WB EXWY","11","Standard Event","55.6","I-74 WB TO NORTH BEND RD RAMP","NORTH BEND RD TO I-74 WB EXWY RAMP","20210104112538"
"373","MOUNT LOOKOUT","1.2","NW","S-HAM19159","39.132536","20210104102833","-84.432958","46650.1","LINWOOD AV","11","Standard Event","34.2","PAXTON AV","PRISCILLA LN","20210104102727"
"194","AVONDALE","0.5","S","S-HAM05889","39.148995","20210104105623","-84.496184","85326.8","HARVEY AV","10","Motion Start","6.8","GLENWOOD AV","WASHINGTON AV","20210104105622"
"127","WEST PRICE HILL","0","S","S-HAM13524","39.113723","20210104083405","-84.607545","115886.4","SEIBEL LN","10","Motion Start","6.0","JUNIPER AV","COVEDALE AV","20210104083402"
"291","PADDOCK HILLS","1.1","SE","S-HAM53332","39.168849","20210104094722","-84.467048","18500.6","NORWOOD LATERAL EB","11","Standard Event","46.6","UNKNOWN","SR 562 EB","20210104094616"
"154","SOUTH FAIRMOUNT","0","W","S-HAM08083","39.126248","20210104064603","-84.550307","81755.6","QUEEN CITY AV","11","Standard Event","22.8","HARRISON AV","ENGEL AL","20210104064535"
"93","COLLEGE HILL","0.8","NNW","I-GJ11764148","39.196773","20210104005426","-84.547777","16736.8","LLANFAIR AV & DAVEY AV","10","Motion Start","7.3",,,"20210104005426"
"255",,"3.5","SWW","S-HAM52877","39.21446","20210104145055","-84.686333","197625.4","I-275 & I-74 WB EXWY","11","Standard Event","54.2","I-74 WB TO I-275 & I-74 WB RAMP","I-74 WB TO HAMILTON CLVS RAMP","20210104144856"
"262","CBD/RIVERFRONT","0.1","NEE","S-HAM26082","39.104631","20210104104708","-84.507524","62777.9","E 7TH ST","10","Motion Start","6.4","NORTH ST","E 7TH ST TO GILBERT AV RAMP","20210104104705"
"399","WEST PRICE HILL","0.1","N","S-HAM32380","39.120092","20210104085520","-84.57498","36028.5","WYOMING AV","9","Motion Stop","0.0","DAVORAN ST","LATHAM AV","20210104085519"
"200","CUF","1.1","S","I-GJ13443413","39.130328","20210104113036","-84.530634","36604.4","STRAIGHT ST & W MCMICKEN AV","11","Standard Event","12.2",,,"20210104112939"
"450",,"0.1","S",,"39.271539","20210104135655","-84.593254","20090.4",,"11","Standard Event","12.4",,,"20210104135452"
"367","NORTHSIDE","0","SWW","S-HAM29970","39.160913","20210104001515","-84.562555","31192.2","WEST FORK RD","9","Motion Stop","0.0","HAYS AV","TODD AV","20210104001511"
"261","WEST END","0.1","SEE","S-HAM08265","39.119441","20210104082142","-84.531323","55930.5","BANK ST","11","Standard Event","12.5","FREEMAN AV","KIMPEL AL","20210104082014"
"435","MILLVALE","0","N","S-HAM21951","39.140636","20210104130205","-84.550704","25547.7","MOOSEWOOD AV","11","Standard Event","11.2","YONKERS AV","BOWLING GREEN CT","20210104130058"
"210","WEST PRICE HILL","0.3","SWW","I-GJ07273217","39.114106","20210104093012","-84.602564","107385.2","BENZ AV & ZULA AV","10","Motion Start","3.1",,,"20210104093009"
"334",,"0.5","NWW",,"39.123092","20210104124644","-84.535909","24262.9",,"10","Motion Start","6.3",,,"20210104124644"
"445","WEST PRICE HILL","0.1","E","I-GJ06893308","39.122368","20210104134001","-84.606754","20181.1","SUMTER AV & COVEDALE AV","9","Motion Stop","0.0",,,"20210104134000"
"293","COLLEGE HILL","0.4","W","S-HAM29563","39.216164","20210104045101","-84.532202","19789","W GALBRAITH RD","11","Standard Event","22.6","DALY RD","FOUR WORLDS DR","20210104044732"
"456",,"0.6","SEE",,"39.107945","20210104110254","-84.548715","9385.8",,"9","Motion Stop","0.0",,,"20210104110253"
"302","WEST END","0.3","SEE","S-HAM10386","39.120539","20210104064906","-84.527785","50174.1","CENTRAL AV","11","Standard Event","18.3","LINN ST","BAYMILLER ST","20210104064829"
"299","LINWOOD","0.1","SSE","S-HAM14509","39.127192","20210104102126","-84.413222","32525.1","ARCHER AV","10","Motion Start","3.9","BOUCHAINE WY","LEONARD ST","20210104102125"
"363","HARTWELL","0","NWW","S-HAM29606","39.216032","20210104050810","-84.490881","29862.5","W GALBRAITH RD","11","Standard Event","48.5","HAMILTON COUNTY DR","RIDGEVIEW DR","20210104050708"
"336","EVANSTON","0.1","E","S-HAM12314","39.144307","20210104102324","-84.463994","22156","CLARION AV","9","Motion Stop","0.0","BEVIS AV","WABASH AV","20210104102322"
"399","SOUTH FAIRMOUNT","0","S","S-HAM08586","39.122035","20210104103253","-84.551644","36032.1","SELIM AV","10","Motion Start","7.5","LANE AV","NORTHSIDE AV","20210104103250"
"130",,"0.1","SE",,"39.109643","20210104115213","-84.589973","80045.5",,"10","Motion Start","5.9",,,"20210104115213"
"483","OVER-THE-RHINE","0","NWW","S-HAM08467","39.117303","20210104100440","-84.516181","8378.9","E CLIFTON AV","10","Motion Start","5.8","PEETE ST","FRINTZ ST","20210104100438"
"127","WEST PRICE HILL","0","NWW","S-HAM02417","39.112722","20210104071104","-84.595747","115877","HIGHRIDGE AV","11","Standard Event","8.5","LOCKMAN AV","OVERLOOK AV","20210104071017"
"438","MOUNT ADAMS","0.1","NEE","S-HAM27829","39.108731","20210104064249","-84.499854","24363.1","WAREHAM DR","9","Motion Stop","0.0","ELSINORE AV","HATCH ST","20210104064246"
"195","NORTH FAIRMOUNT","0.2","N","I-GJ11173453","39.134341","20210104123929","-84.55678","30426.6","BALTIMORE AV & ST LEO PL","10","Motion Start","4.6",,,"20210104123927"
"373","OVER-THE-RHINE","0","W","S-HAM21672","39.113029","20210104140823","-84.517353","46676.2","W LIBERTY ST","11","Standard Event","6.8","GOOSE AL","RACE ST","20210104140817"
"370","CORRYVILLE","0.1","W","S-HAM33122","39.132745","20210104094923","-84.506607","40565.8","E UNIVERSITY AV","10","Motion Start","7.0","VAUGHN ST","EDEN AV","20210104094921"
"481",,"0","SSE",,"39.26971","20210104115114","-84.596961","7933.3",,"10","Motion Start","5.6",,,"20210104115111"
"481",,"1.9","NNW","I-GJ07043914","39.176961","20210104110924","-84.603043","7919.5","NORTH BEND RD & KLEEMAN RD","11","Standard Event","41.1",,,"20210104110901"
"63","WESTWOOD","0.2","N","S-HAM32385","39.128541","20210104000635","-84.605368","99208.7","BOUDINOT AV","11","Standard Event","5.0","GLENWAY AV","GLENHILLS WY","20210104000630"
"305","SOUTH CUMMINSVILLE","0.6","NE","S-HAM21878","39.149041","20210104072950","-84.544886","44833.2","MILLCREEK RD","11","Standard Event","24.2","LLEWELLYN ST","GERINGER ST","20210104072715"
"206",,"0.3","SSE","S-HAM03071","39.130674","20210104102228","-84.561708","156591","HARRISON AV","10","Motion Start","6.6","FAIRMOUNT AV","KNORR AV","20210104102227"
"250","CAMP WASHINGTON","1.6","W","S-HAM25591","39.138086","20210104095954","-84.538372","106869.9","ELAM ST","7","Power Off","0.0","COLERAIN AV","GARRARD AV","20210104095953"
"475",,"1.1","NNW",,"39.149296","20210104135448","-84.548151","5276.4",,"10","Motion Start","3.4",,,"20210104135447"
"229","EAST WALNUT HILLS","0.7","W","S-HAM21534","39.129836","20210104093944","-84.474128","90240.1","MADISON RD","11","Standard Event","19.3","HACKBERRY ST","CLEINVIEW AV","20210104093933"
"458",,"0.6","NEE",,"39.167757","20210104113814","-84.517644","8320.2",,"11","Standard Event","11.2",,,"20210104113810"
"333","CARTHAGE","1.4","SSW","I-GJ17954180","39.197833","20210104120749","-84.476186","20025.7","PADDOCK RD & VINE ST & ANTHONY WAYNE AV","11","Standard Event","28.0",,,"20210104120719"
"334","WALNUT HILLS","0.1","NW","S-HAM38422","39.128351","20210104104928","-84.495049","24252.3","JUNE ST","9","Motion Stop","0.0","TERM W OF MAY ST","MAY ST","20210104104926"
"219","EAST PRICE HILL","0.3","N","S-HAM02019","39.111511","20210104084434","-84.56803","149587.8","FAIRBANKS AV","9","Motion Stop","0.0","WARSAW AV","GLENWAY AV","20210104084431"
"154",,"2","W","S-HAM52867","39.187781","20210104095114","-84.639135","81780.1","I-74 WB EXWY","11","Standard Event","62.6","NORTH BEND RD TO I-74 WB EXWY RAMP","I-74 WB EXWY TO HARRISON RD RAMP","20210104095021"
"484","WEST PRICE HILL","0","SW","S-HAM02421","39.111995","20210104082403","-84.59453","7462.3","RAPID RUN RD","10","Motion Start","7.3","CLEARVIEW AV","HERMOSA AV","20210104082400"
"481",,"2.3","N","S-HAM29861","39.181254","20210104110937","-84.604339","7919.8","NORTH BEND RD","9","Motion Stop","0.0","MERCY WEST BLVD","BOOMER RD","20210104110934"
"299",,"1.6","W","S-HAM26290","39.146707","20210104132547","-84.473855","32539.6","DANA AV","10","Motion Start","4.2","FRANCIS XAVIER WY","IDLEWILD AV","20210104132546"
"401","AVONDALE","0.6","W","S-HAM18245","39.155551","20210104091434","-84.503914","55501.5","GLENWOOD AV","9","Motion Stop","0.0","VINE ST","GLENRIDGE PL","20210104091430"
"334","MOUNT AUBURN","0","N","S-HAM07960","39.125918","20210104102129","-84.503509","24249.9","HIGHLAND AV","9","Motion Stop","0.0","KINSEY AV","E MCMILLAN ST","20210104102126"
"374","WEST PRICE HILL","0","S","S-HAM02412","39.115019","20210104145320","-84.596985","34106.4","OLIVIA LN","9","Motion Stop","0.0","LORETTA AV","GLENWAY AV","20210104145319"
"100",,"3.6","NWW","S-HAM33587","39.197122","20210104124907","-84.658587","79013.7","I","11","Standard Event","62.1","I-74 WB EXWY","HARRISON RD RAMP","20210104124734"
"311","CAMP WASHINGTON","1.2","E","S-HAM25573","39.136993","20210104143736","-84.539346","23876.8","HOPPLE ST","10","Motion Start","3.1","GARRARD AV","MEEKER ST","20210104143723"
"401","MADISONVILLE","0.6","W","S-HAM00483","39.161997","20210104110853","-84.412419","55519.5","MADISON RD","9","Motion Stop","0.0","OAKLAWN DR","COLLINWOOD PL","20210104110845"
"479",,"0.9","NNW","S-HAM52845","39.199637","20210104112814","-84.674186","8209.3","I-74 WB EXWY","11","Standard Event","62.2","HARRISON RD TO I-74 WB EXWY RAMP","I-74 WB TO I-275 EB RAMP","20210104112653"
"161","NORTH FAIRMOUNT","0.9","SSE","S-HAM21933","39.138497","20210104065446","-84.548735","117063.1","BEEKMAN ST","11","Standard Event","21.8","HOPPLE ST","YONKERS AV","20210104065402"
"458","SOUTH CUMMINSVILLE","0","S","S-HAM21898","39.156532","20210104122619","-84.549253","8325.1","LLEWELLYN AV","11","Standard Event","11.2","ELMORE ST","POWERS CT","20210104122558"
"401","AVONDALE","1.9","NNE","S-HAM24184","39.137131","20210104122549","-84.496227","55529.5","READING RD","11","Standard Event","34.8","UNION ST","WHITTIER ST","20210104122426"
"291","MADISONVILLE","0.4","SE","I-GJ24423813","39.16346","20210104130825","-84.402623","18507.4","RED BANK EXWY & DUCK CREEK RD","11","Standard Event","11.4",,,"20210104130656"
"48",,"1.4","W",,"39.142436","20210104062326","-84.534205","97539.1",,"11","Standard Event","7.5",,,"20210104062320"
"312","NORTHSIDE","0.6","NNE","I-GJ12383677","39.154139","20210104083401","-84.542186","29950.7","COLERAIN AV & SPRING GROVE AV","10","Motion Start","7.5",,,"20210104083400"
"448",,"0.8","S","S-HAM21651","39.172419","20210104123722","-84.60195","20867.2","NORTH BEND RD","10","Motion Start","4.7","REEMELIN RD","CRESTNOLL LN","20210104123719"
"318",,"2.9","SWW","S-HAM52813","39.216407","20210104131422","-84.672577","15197.8","I-275 WB EXWY","11","Standard Event","65.5","RRCC WB TO I-275 WB RAMP","I-275 WB TO I-74 EB RAMP","20210104131209"
"319",,"0.1","W",,"39.124541","20210104090714","-84.505212","33203.8",,"11","Standard Event","3.8",,,"20210104090629"
"370","CORRYVILLE","0.1","NNE","S-HAM08042","39.13025","20210104101218","-84.509547","40566.4","VINE ST","9","Motion Stop","0.0","E CORRY ST","W CHARLTON ST","20210104101217"
"451","SEDAMSVILLE","0.3","SSE","S-HAM16929","39.088597","20210104095620","-84.569295","156011.7","FAIRBANKS AV","12,10",,"6.6","RIVER RD","SEDAM ST","20210104095616"
"438",,"0.2","E",,"39.149002","20210104062523","-84.545329","24356.7",,"11","Standard Event","24.5",,,"20210104062441"
"298","EVANSTON","0.2","NNE","S-HAM05891","39.132478","20210104085847","-84.461167","26586.6","OBRYON ST","10","Motion Start","3.2","MADISON RD","UNNAMED AL","20210104085845"
"293","EAST WESTWOOD","3","SEE","S-HAM29964","39.155603","20210104041451","-84.570873","19780.5","MONTANA AV","11","Standard Event","38.5","BALTIMORE AV","FARRELL DR","20210104041431"
"446","CBD/RIVERFRONT","0","SSE","S-HAM08668","39.107247","20210104121636","-84.509493","23664.9","SYCAMORE ST","11","Standard Event","15.5","E COURT ST","E CENTRAL PKWY","20210104121624"
"130","WEST PRICE HILL","0","E","S-HAM03326","39.108655","20210104130609","-84.586551","80047","ST WILLIAMS AV","10","Motion Start","3.7","SUNSET AV","RUTLEDGE AV","20210104130606"
"301","CUF","0","W","S-HAM39271","39.138382","20210104075805","-84.525727","49601.3","RIDDLE CREST LN","9","Motion Stop","0.0","RIDDLE VIEW LN","TERM W OF RIDDLE VIEW LN","20210104075801"
"124",,"0.1","W",,"39.158244","20210104140502","-84.42352","36657",,"11","Standard Event","18.4",,,"20210104140436"
"451","SAYLER PARK","1.4","S","I-FJ99713165","39.111191","20210104101034","-84.690256","156019.9","IVANHOE AV & PARKLAND AV","12","Power On","11.5",,,"20210104101032"
"324","SPRING GROVE VILLAGE","0","NEE","S-HAM35382","39.178577","20210104082256","-84.519061","26262.3","WINTON RIDGE LN","9","Motion Stop","0.0","TERM SW OF KINGS RUN DR","KINGS RUN DR","20210104082253"
"484","WEST PRICE HILL","0","W","S-HAM02417","39.112844","20210104095939","-84.596746","7463.7","HIGHRIDGE AV","9","Motion Stop","0.0","LOCKMAN AV","OVERLOOK AV","20210104095938"
"487","WEST END","0.6","S","S-HAM08187","39.113795","20210104111453","-84.527497","4617.4","LINN ST","9","Motion Stop","0.0","W LIBERTY ST","OLIVER ST","20210104111453"
"276","BOND HILL","0.7","W","S-HAM37194","39.184475","20210104105249","-84.482248","80490.8","ELM PARK DR","9","Motion Stop","0.0","TERM W OF ELM VIEW PL","ELM VIEW PL","20210104105246"
"197","LOWER PRICE HILL","1.6","E","S-HAM08760","39.107697","20210104085954","-84.549128","82713.2","GEST ST","9","Motion Stop","0.0","WOODROW ST","SUMMER ST","20210104085949"
"320","WESTWOOD","3.1","NNW","I-GJ07543601","39.148421","20210104113048","-84.5981","77344.6","HARRISON AV & MONTANA AV","10","Motion Start","7.5",,,"20210104113044"
"300","SOUTH FAIRMOUNT","0","SW","S-HAM08124","39.123474","20210104092627","-84.544531","50822.6","HARRISON AV","10","Motion Start","4.0","STATE AV","STATE AV","20210104092626"
"440","CAMP WASHINGTON","1.9","NNE","S-HAM27287","39.141053","20210104054851","-84.532008","9512.9","CENTRAL PKWY","11","Standard Event","25.9","BATES AV","MONMOUTH AV","20210104054806"
"100","WEST PRICE HILL","0.4","NW","I-GJ08123233","39.115367","20210104123124","-84.59272","79004.9","GLENWAY AV & AMETHYST ST","11","Standard Event","33.8",,,"20210104123042"
"449",,"1.5","N","S-HAM23674","39.212963","20210104131743","-84.584576","18193.3","COLERAIN RD","11","Standard Event","4.3","CAMEO LN","JONROSE AV","20210104131738"
"487",,"0.6","N",,"39.147184","20210104102213","-84.548022","4605",,"9","Motion Stop","0.0",,,"20210104102213"
"388","EAST PRICE HILL","0","S","S-HAM02525","39.105174","20210104085641","-84.568947","31921.9","FAIRBANKS AV","10","Motion Start","5.2","BASSETT RD","PRICE AV","20210104085639"
"391","MOUNT AUBURN","0","E","S-HAM27864","39.112662","20210104111502","-84.504383","32956.3","CORPORATION AL","10","Motion Start","3.9","HIRAM ST","HIGHLAND AV","20210104111450"
"483","OVER-THE-RHINE","0.1","SSE","S-HAM32231","39.109972","20210104083757","-84.513509","8377.1","WALNUT ST","11","Standard Event","20.1","E 13TH ST","MERCER ST","20210104083720"
"210",,"1.2","NNE",,"39.146907","20210104114924","-84.548192","107413.6",,"9","Motion Stop","0.0",,,"20210104114921"
"479","CUF","0","E","S-HAM20065","39.124724","20210104093721","-84.518675","8196.4","WARNER ST","9","Motion Stop","0.0","MOERLEIN AV","SAUER AV","20210104093721"
"449","CUF","0.1","E","S-HAM20006","39.121558","20210104070920","-84.526845","18174.3","W MCMICKEN AV","9","Motion Stop","0.0","BYRON ST","BAYMILLER ST","20210104070917"
"399","SOUTH FAIRMOUNT","0","NW","S-HAM02563","39.122971","20210104101142","-84.563622","36031.1","JONTE AV","9","Motion Stop","0.0","SCHOEDINGER AV","QUEBEC RD","20210104101141"
"336","EVANSTON","0","SWW","I-GJ17643511","39.137984","20210104081130","-84.481726","22145.5","SULSAR AV & VICTORY PKWY & GILBERT AV","11","Standard Event","6.1",,,"20210104081030"
"478",,"0.8","NWW",,"39.142443","20210104014421","-84.533367","1280.6",,"11","Standard Event","13.2",,,"20210104014359"
"448","WEST PRICE HILL","0.3","NWW","S-HAM09888","39.114052","20210104141003","-84.577039","20874.7","GLENWAY AV","9","Motion Stop","0.0","SETON AV","BEECH AV","20210104141001"
"300","LOWER PRICE HILL","0.1","W","S-HAM08743","39.104722","20210104074813","-84.551797","50819","PARDEE AL","11","Standard Event","5.4","BURNS ST","DEPOT ST","20210104074744"
"475","CAMP WASHINGTON","0.4","NE","I-GJ12273645","39.151377","20210104130912","-84.543392","5274.8","MILLCREEK RD & RALSTON AV","11","Standard Event","21.2",,,"20210104130854"
"451","EAST PRICE HILL","0.4","NNW","S-HAM02330","39.107188","20210104095224","-84.567613","156010.2","PRICE AV","10","Motion Start","6.8","WOODLAWN AV","FAIRBANKS AV","20210104095223"
"328","MOUNT AIRY","0.8","E","S-HAM38016","39.190878","20210104000928","-84.56339","73696.4","SCARLETOAK DR","9","Motion Stop","0.0","TERM SE OF ELDERBERRY CT","ELDERBERRY CT","20210104000925"
"292","KENNEDY HEIGHTS","1.1","NEE","S-HAM07188","39.178894","20210104042007","-84.415349","21039","KENNEDY AV","9","Motion Stop","0.0","DICKENS AV","AIKENSIDE AV","20210104042004"
"483","OVER-THE-RHINE","0.1","NNW","S-HAM20229","39.113992","20210104111006","-84.513666","8381.4","E MCMICKEN AV","10","Motion Start","5.0","BACK ST","HUST AL","20210104111004"
"302",,"0","S",,"39.27308","20210104115606","-84.597273","50199.7",,"10","Motion Start","3.7",,,"20210104115605"
"370",,"4.7","NNW","S-HAM29429","39.212258","20210104111451","-84.676491","40579.6","I","11","Standard Event","58.7","I-74 WB TO I-275 & I-74 WB RAMP","I-275 EB EXWY","20210104111252"
"241",,"1.4","SW","S-HAM52806","39.253636","20210104123926","-84.606054","55649.1","I-275 WB EXWY","11","Standard Event","53.5","I-275 WB EXWY TO COLERAIN RD RAMP","COLERAIN RD TO I-275 WB RAMP","20210104123741"
"215",,"0.1","SEE",,"39.146974","20210104135927","-84.548195","94591.9",,"11","Standard Event","6.3",,,"20210104135911"
"448",,"0","NNE",,"39.14716","20210104165616","-84.547923","20915.2",,"9","Motion Stop","0.0",,,"20210104165613"
"154",,"0","N",,"39.270009","20210104102417","-84.597274","81838.9",,"10","Motion Start","3.1",,,"20210104102417"
"197",,"1","SW","I-GJ15783895","39.173222","20210104115816","-84.501983","82732","SPRING GROVE AV & BEECH AV","10","Motion Start","5.0",,,"20210104115813"
"474","HYDE PARK","1.2","W","I-GJ20733516","39.137722","20210104103924","-84.446096","3343.5","OBSERVATORY AV & MOONEY AV","11","Standard Event","33.2",,,"20210104103825"
"154","SOUTH FAIRMOUNT","0.4","N","I-GJ11653332","39.123288","20210104065818","-84.551543","81806.8","SELIM AV & NORTHSIDE AV","10","Motion Start","3.8",,,"20210104065818"
"449",,"0","N",,"39.147413","20210104143111","-84.547942","18209.7",,"9","Motion Stop","0.0",,,"20210104143108"
"418","OVER-THE-RHINE","1.1","SE","S-HAM19176","39.120014","20210104074816","-84.525259","40108.5","CENTRAL PKWY","10","Motion Start","6.2","CENTRAL AV","RAVINE ST","20210104074815"
"137","SOUTH CUMMINSVILLE","0.8","W","S-HAM28165","39.155724","20210104110847","-84.548212","137331.8","ELMORE ST","11","Standard Event","14.7","MILLER ST","BORDEN ST","20210104110808"
"461","MOUNT WASHINGTON","0","SWW","S-HAM19420","39.095339","20210104123701","-84.38704","9096.3","BEECHMONT AV","10","Motion Start","3.7","CORBLY ST","PLAZA AV","20210104123701"
"445",,"5.1","N","S-HAM52845","39.208377","20210104115943","-84.676046","20154.8","I-74 WB EXWY","11","Standard Event","61.7","HARRISON RD TO I-74 WB EXWY RAMP","I-74 WB TO I-275 EB RAMP","20210104115922"
"328","CLIFTON","0.6","W","I-GJ13593585","39.14576","20210104105808","-84.528313","73789.8","LUDLOW AV & MORRISON AV & MORRISON PL","10","Motion Start","8.1",,,"20210104105807"
"301","CUF","0","S","S-HAM25577","39.13556","20210104083628","-84.529348","49602.1","DECKEBACH AV","9","Motion Stop","0.0","PROBASCO ST","RIDDLE RD","20210104083625"
"317",,"3.4","E","S-HAM52868","39.18712","20210104135540","-84.63519","38252.1","I-74 EB EXWY","11","Standard Event","63.2","HARRISON RD TO I-74 EB EXWY RAMP","I-74 EB EXWY TO NORTH BEND RD RAMP","20210104135338"
"305","ENGLISH WOODS","3.1","W","S-HAM62405","39.145301","20210104113936","-84.5624","44871.1","WESTWOOD NORTHERN BLVD","9","Motion Stop","0.0","U TURN ACCS","BALTIMORE AV","20210104113932"
"255",,"0","NNE",,"39.104294","20210104073346","-84.519741","197556.5",,"9","Motion Stop","0.0",,,"20210104073344"
"480","EAST PRICE HILL","0","SSE","S-HAM36761","39.098","20210104142850","-84.574992","7707.9","ENRIGHT AV","10","Motion Start","3.9","TERM S OF WILDEY LN","WILDEY LN","20210104142847"
"435","NORTHSIDE","0","W","S-HAM07512","39.159235","20210104114724","-84.534854","25543.3","WILLIAM P DOOLEY BYPS","11","Standard Event","42.3","MAD ANTHONY ST","DANE AV","20210104114629"
"92","SOUTH CUMMINSVILLE","0","SW","S-HAM21878","39.148975","20210104142128","-84.545077","88022.9","MILLCREEK RD","10","Motion Start","3.7","LLEWELLYN ST","GERINGER ST","20210104142125"
"448","WEST PRICE HILL","0.1","N","S-HAM02127","39.118505","20210104084023","-84.578785","20831.9","1ST AV","10","Motion Start","8.7","W LIBERTY ST","TALBERT ST","20210104084020"
"315","CAMP WASHINGTON","0.6","W","I-GJ12733554","39.143217","20210104083351","-84.538403","51919.3","COLERAIN AV & MONMOUTH AV","11","Standard Event","3.7",,,"20210104083346"
"480","EAST PRICE HILL","0.7","S","I-GJ10933238","39.115182","20210104073609","-84.56023","7661","GRAND AV & LEHMAN RD","11","Standard Event","24.9",,,"20210104073546"
"448","WEST PRICE HILL","0.7","NW","I-GJ08243216","39.113773","20210104111150","-84.591198","20835.4","GLENWAY AV & RAPID RUN RD & RAPID RUN PIKE","11","Standard Event","33.0",,,"20210104111055"
"210","WEST PRICE HILL","0.5","W","S-HAM02500","39.122204","20210104065046","-84.579595","107372.1","HEYWARD ST","9","Motion Stop","0.0","ILIFF AV","GELLENBECK ST","20210104065043"
"484",,"0","NE",,"39.148118","20210104071936","-84.547858","7456.6",,"10","Motion Start","3.2",,,"20210104071933"
