"b","block","lot","e","init_year","qtr","ex_years","ab_pct","tax_year","exempt_amt","cost_of_alt","abate_grant","amt_remain","total_tax","abatement"
"1","39","1118",,"1978",,"12","90","1988","13534","9908","655",,"1376","655"
"1","39","1118",,"1978",,"12","90","1989","14094","9908",,,"1413",
"1","39","1119",,"1978",,"12","90","1984","7711","9908","825","3131","1097","825"
"1","39","1119",,"1978",,"12","90","1985","8541","9908","825","2306","1195","825"
"1","39","1119",,"1978",,"12","90","1986","9927","9908","825","1480","1271","825"
"1","39","1119",,"1978",,"12","90","1987","11952","9908","825","655","1326","825"
"1","39","1119",,"1978",,"12","90","1988","13534","9908","655",,"1376","655"
"1","39","1119",,"1978",,"12","90","1989","14094","9908",,,"1413",
"1","39","1120",,"1978",,"12","90","1984","20687","26582","2215","8417","2945","2215"
"1","39","1120",,"1978",,"12","90","1985","22914","26582","2215","6202","3207","2215"
"1","39","1120",,"1978",,"12","90","1986","26637","26582","2215","3987","3411","2215"
"1","39","1120",,"1978",,"12","90","1987","32077","26582","2215","1772","3559","2215"
"1","39","1120",,"1978",,"12","90","1988","36327","26582","1772",,"3693","1772"
"1","39","1120",,"1978",,"12","90","1989","37833","26582",,,"3792",
"1","39","1121",,"1978",,"12","90","1984","19746","25374","2114","8034","2811","2114"
"1","39","1121",,"1978",,"12","90","1985","21871","25374","2114","5920","3062","2114"
"1","39","1121",,"1978",,"12","90","1986","25424","25374","2114","3806","3256","2114"
"1","39","1121",,"1978",,"12","90","1987","30615","25374","2114","1691","3397","2114"
"1","39","1122",,"1978",,"12","90","1984","10625","13652","1137","4323","1512","1137"
"1","39","1122",,"1978",,"12","90","1985","11769","13652","1137","3185","1647","1137"
"1","39","1122",,"1978",,"12","90","1986","13680","13652","1137","2048","1751","1137"
"1","39","1122",,"1978",,"12","90","1987","16473","13652","1137","910","1827","1137"
"1","39","1122",,"1978",,"12","90","1988","18655","13652","910",,"1897","910"
"1","39","1122",,"1978",,"12","90","1989","19428","13652",,,"1947",
"1","39","1123",,"1978",,"12","90","1984","11424","14680","1223","4648","1626","1223"
"1","39","1123",,"1978",,"12","90","1985","12654","14680","1223","3425","1771","1223"
"1","39","1123",,"1978",,"12","90","1986","14709","14680","1223","2202","1883","1223"
"1","39","1123",,"1978",,"12","90","1987","17712","14680","1223","978","1964","1223"
"1","39","1123",,"1978",,"12","90","1988","20058","14680","978",,"2039","978"
"1","39","1123",,"1978",,"12","90","1989","20889","14680",,,"2094",
"1","52","21",,"1981","3","12","90","1981",,"216400","9016","185743","58175","9016"
"1","52","21",,"1981","3","12","90","1982",,"216400","18033","167710",,"18033"
"1","52","21",,"1982",,"12","90","1982","139000",,,,,
"1","52","21",,"9999",,"0","0","1982","139000","216400","18033","167710","46450","18033"
"1","52","21",,"1981","3","12","90","1983",,"216400","18033","149676",,"18033"
"1","52","21",,"1982",,"12","90","1983","146000",,,,,
"1","52","21",,"9999",,"0","0","1983","317000","216400","18033","149676","33601","18033"
"1","52","21",,"1981","3","12","90","1984",,"216400","18033","131643",,"18033"
"1","52","21",,"1982",,"12","90","1984","160000",,,,,
"1","52","21",,"9999",,"0","0","1984","354000","216400","18033","131643","36966","18033"
"1","52","21",,"1981","3","12","90","1985",,"216400","18033","113610",,"18033"
"1","52","21",,"1982",,"12","90","1985","217000",,,,,
"1","52","21",,"9999",,"0","0","1985","431000","216400","18033","113610","39985","18033"
"1","52","21",,"1981","3","12","90","1986",,"216400","18033","95576",,"18033"
"1","52","21",,"1982",,"12","90","1986","299750",,,,,
"1","52","21",,"9999",,"0","0","1986","608000","216400","18033","95576","46665","18033"
"1","52","21",,"1981","3","12","90","1987",,"216400","18033","77543",,"18033"
"1","52","21",,"1982",,"12","90","1987","426270",,,,,
"1","52","21",,"9999",,"0","0","1987","775000","216400","18033","77543","52155","18033"
"1","52","21",,"1981","3","12","90","1988",,"216400","18033","59510",,"18033"
"1","52","21",,"1982",,"12","90","1988","573790",,,,,
"1","52","21",,"9999",,"0","0","1988","980000","216400","18033","59510","57486","18033"
"1","52","21",,"1981",,"12","90","1989",,,,,,
"1","52","21",,"1981","3","12","90","1989",,,,,,
"1","52","21",,"1982",,"12","90","1989",,,,,,
"1","52","21",,"9999",,"0","0","1989","748790","432800","18033","41476","101630","36066"
"1","52","21",,"1981",,"12","90","1990",,,,,,
"1","52","21",,"1981","3","12","90","1990",,,,,,
"1","52","21",,"1982",,"12","90","1990",,,,,,
"1","52","21",,"9999",,"0","0","1990","835790","432800","18033","23443","111493","36066"
"1","52","21",,"1981","3","12","90","1991",,,,,,
"1","52","21",,"1982",,"12","90","1991",,,,,,
"1","52","21",,"9999",,"0","0","1991","578790","216400","18033","5410","142463","18033"
"1","52","21",,"1981","3","12","90","1992",,"216400","5410",,,"5410"
"1","52","21",,"1982",,"12","90","1992","887250",,,,,
"1","52","21",,"9999",,"0","0","1992","567250","216400","5410",,"143967","5410"
"1","52","21",,"1982",,"12","90","1993","574275",,,,"150635",
"1","53","33",,"1998",,"14","90","1999","1622619",,,,"103917",
"1","53","36",,"1998","3","14","90","1998",,"10500","437","9012","44266","437"
"1","53","36",,"1998","3","14","90","1999",,"10500","875","8137","44266","875"
"1","53","36",,"1998","3","14","90","2000",,"10500","875","7262","45743","875"
"1","53","36",,"1998","3","14","90","2001",,"10500","875","6387","46839","875"
"1","53","36",,"1998","3","14","90","2002",,"10500","875","5512","36374","875"
"1","53","36",,"1998","3","14","90","2003",,"10500","875","4637","43033","875"
"1","53","36",,"1998","3","14","90","2004",,"10500","875","3762","47078","875"
"1","53","36",,"1998","3","14","90","2005",,"10500","875","2887","47517","875"
"1","53","36",,"1998","3","14","90","2006",,"10500","875","2012","46801","875"
"1","53","36",,"1998","3","14","90","2007",,"10500","875","1137","47836","875"
"1","53","36",,"1998","3","14","90","2008",,"10500","875","262","52838","875"
"1","53","36",,"1998","3","14","90","2009",,"10500","262",,"68641","262"
"1","55","14",,"1998",,"14","90","1999","3600000",,,,"436019",
"1","64","8",,"1982",,"12","90","1982","2425000","834900","69575","681835","183475","69575"
"1","64","8",,"1982",,"12","90","1983","3430000","834900","69575","612260","133137","69575"
"1","64","8",,"1982",,"12","90","1985","4200000","834900","69575","473110","149145","69575"
"1","64","8",,"1982",,"12","90","1986","4665000","834900","69575","403535","150975","69575"
"1","64","8",,"1982",,"12","90","1987","5130000","834900","69575","333960","154635","69575"
"1","64","8",,"1982",,"12","90","1988","5270000","834900","69575","264385","160405","69575"
"1","64","8",,"1982",,"12","90","1989","5403770","804300","67025","169910","167435","67025"
"1","64","8",,"1982",,"12","90","1990","5632650","804300","67025","102885","168028","67025"
"1","64","8",,"1982",,"12","90","1991","5614480","804300","67025","35860","184851","67025"
"1","64","8",,"1982",,"12","90","1992","5636810","804300","35860",,"188655","35860"
"1","64","8",,"1982",,"12","90","1993","5640380","804300",,,"200668",
"1","65","10",,"1980","4","12","90","1980",,"648100","12865","570424","50887","12865"
"1","65","10",,"1980","4","12","90","1981",,"648100","54008","516416",,"54008"
"1","65","10",,"1981",,"12","90","1981","580000",,,,,
"1","65","10",,"9999",,"0","0","1981","580000","648100","54008","516416","73390","54008"
"1","65","10",,"1980","4","12","90","1982",,"648100","54008","462407",,"54008"
"1","65","10",,"1981",,"12","90","1982","580000",,,,,
"1","65","10",,"1982",,"12","90","1982","650000",,,,,
"1","65","10",,"9999",,"0","0","1982","1230000","648100","54008","462407","75180","54008"
"1","65","10",,"1980","4","12","90","1983",,"648100","54008","408399",,"54008"
"1","65","10",,"1981",,"12","90","1983","571400",,,,,
"1","65","10",,"1982",,"12","90","1983","641000",,,,,
"1","65","10",,"9999",,"0","0","1983","1212400","648100","54008","408399","79484","54008"
"1","65","10",,"1980","4","12","90","1984",,"648100","54008","354391",,"54008"
"1","65","10",,"1981",,"12","90","1984","571400",,,,,
"1","65","10",,"1982",,"12","90","1984","641000",,,,,
"1","65","10",,"9999",,"0","0","1984","1212400","648100","54008","354391","82130","54008"
"1","65","10",,"1980","4","12","90","1985",,"648100","54008","300382",,"54008"
"1","65","10",,"1981",,"12","90","1985","571400",,,,,
"1","65","10",,"1982",,"12","90","1985","641000",,,,,
"1","65","10",,"9999",,"0","0","1985","1212400","648100","54008","300382","85790","54008"
"1","65","10",,"1980","4","12","90","1986",,"648100","54008","246374",,"54008"
"1","65","10",,"1981",,"12","90","1986","570460",,,,,
"1","65","10",,"1982",,"12","90","1986","639940",,,,,
"1","65","10",,"9999",,"0","0","1986","1210400","648100","54008","246374","91463","54008"
"1","65","10",,"1980","4","12","90","1987",,"648100","54008","192366",,"54008"
"1","65","10",,"1981",,"12","90","1987","578885",,,,,
"1","65","10",,"1982",,"12","90","1987","649515",,,,,
"1","65","10",,"9999",,"0","0","1987","1228400","648100","54008","192366","95306","54008"
"1","65","10",,"1980","4","12","90","1988",,"648100","54008","138357",,"54008"
"1","65","10",,"1981",,"12","90","1988","593023",,,,,
"1","65","10",,"1982",,"12","90","1988","665377",,,,,
"1","65","10",,"9999",,"0","0","1988","1258400","648100","54008","138357","99358","54008"
"1","65","10",,"1980","4","12","90","1989",,"648100","54008","84349",,"54008"
"1","65","10",,"1981",,"12","90","1989","607161",,,,,
"1","65","10",,"1982",,"12","90","1989","681239",,,,,
"1","65","10",,"9999",,"0","0","1989","1288400","648100","54008","84349","102589","54008"
"1","65","10",,"1980","4","12","90","1991",,"648100","30341",,,"30341"
"1","65","10",,"1981",,"12","90","1991","1245500",,,,,
"1","65","10",,"9999",,"0","0","1991","1245500","648100","30341",,"117705","30341"
"1","65","10",,"1981",,"12","90","1992","1035750",,,,"121982",
"1","65","17",,"1980","2","12","90","1980",,"1197700","74856","1003073","336300","74856"
"1","65","17",,"1980","2","12","90","1981",,"1197700","99808","903265",,"99808"
"1","65","17",,"1981",,"12","90","1981","715000",,,,,
"1","65","17",,"9999",,"0","0","1981","715000","1197700","99808","903265","338757","99808"
"1","65","17",,"1980","2","12","90","1982",,"1194600","99550","800925",,"99550"
"1","65","17",,"1981",,"12","90","1982","845000",,,,,
"1","65","17",,"9999",,"0","0","1982","845000","1194600","99550","800925","336072","99550"
"1","65","17",,"1980","2","12","90","1983",,"1194600","99550","701375",,"99550"
"1","65","17",,"1981",,"12","90","1983","1595000",,,,,
"1","65","17",,"9999",,"0","0","1983","1595000","1194600","99550","701375","308390","99550"
"1","65","17",,"1980","2","12","90","1984",,"1194600","99550","601825",,"99550"
"1","65","17",,"1981",,"12","90","1984","2745000",,,,,
"1","65","17",,"9999",,"0","0","1984","2745000","1194600","99550","601825","320707","99550"
"1","65","17",,"1980","2","12","90","1985",,"1194600","99550","502275",,"99550"
"1","65","17",,"1981",,"12","90","1985","2745000",,,,,
"1","65","17",,"9999",,"0","0","1985","2745000","1194600","99550","502275","320707","99550"
"1","65","17",,"1980","2","12","90","1986",,"1194600","99550","402725",,"99550"
"1","65","17",,"1981",,"12","90","1986","2745000",,,,,
"1","65","17",,"9999",,"0","0","1986","2745000","1194600","99550","402725","339007","99550"
"1","65","17",,"1980","2","12","90","1987",,"1194600","99550","303175",,"99550"
"1","65","17",,"1981",,"12","90","1987","2845000",,,,,
"1","65","17",,"9999",,"0","0","1987","2845000","1194600","99550","303175","339007","99550"
"1","65","17",,"1980","2","12","90","1988",,"1194600","99550","203625",,"99550"
"1","65","17",,"1981",,"12","90","1988","2845000",,,,,
"1","65","17",,"9999",,"0","0","1988","2845000","1194600","99550","203625","343527","99550"
"1","65","17",,"1980","2","12","90","1989",,"1194600","99550","104075",,"99550"
"1","65","17",,"1981",,"12","90","1989","2595000",,,,,
"1","65","17",,"9999",,"0","0","1989","2595000","1194600","99550","104075","371190","99550"
"1","65","17",,"1980","2","12","90","1990",,"1194600","99550","4525",,"99550"
"1","65","17",,"1981",,"12","90","1990","2615950",,,,,
"1","65","17",,"9999",,"0","0","1990","2615950","1194600","99550","4525","388411","99550"
"1","65","17",,"1980","2","12","90","1991",,"1194600","4525",,,"4525"
"1","65","17",,"1981",,"12","90","1991","2578400",,,,,
"1","65","17",,"9999",,"0","0","1991","2578400","1194600","4525",,"430600","4525"
"1","65","17",,"1981",,"12","90","1992","2579750",,,,"440028",
"1","65","1001",,"1981",,"12","90","1981","260000","420100","35008","343081",,"35008"
"1","65","1001",,"1981","2","12","90","1981",,"30900","1931","25878",,"1931"
"1","65","1001",,"9999",,"0","0","1981","260000","451000","36939","368960","39380","36939"
"1","65","1001",,"1981",,"12","90","1982","260000","420100","35008","308073",,"35008"
"1","65","1001",,"1981","2","12","90","1982",,"30900","2575","23303",,"2575"
"1","65","1001",,"1982",,"12","90","1982","450000",,,,,
"1","65","1001",,"9999",,"0","0","1982","710000","451000","37583","331377","39380","37583"
"1","65","1001",,"1981",,"12","90","1983","200000","420100","35008","273065",,"35008"
"1","65","1001",,"1981","2","12","90","1983",,"30900","2575","20728",,"2575"
"1","65","1001",,"1982",,"12","90","1983","380300",,,,,
"1","65","1001",,"9999",,"0","0","1983","580300","451000","37583","293793","38012","37583"
"1","65","1001",,"1981",,"12","90","1984","230000","420100","35008","238056",,"35008"
"1","65","1001",,"1981","2","12","90","1984",,"30900","2575","18153",,"2575"
"1","65","1001",,"1982",,"12","90","1984","420300",,,,,
"1","65","1001",,"9999",,"0","0","1984","650300","451000","37583","256210","38402","37583"
"1","65","1001",,"1981",,"12","90","1985","254500","420100","35008","203048",,"35008"
"1","65","1001",,"1981","2","12","90","1985",,"30900","2575","15578",,"2575"
"1","65","1001",,"1982",,"12","90","1985","465800",,,,,
"1","65","1001",,"9999",,"0","0","1985","720300","451000","37583","218627","38402","37583"
"1","65","1001",,"1981",,"12","90","1986","279000","420100","35008","168040",,"35008"
"1","65","1001",,"1981","2","12","90","1986",,"30900","2575","13003",,"2575"
"1","65","1001",,"1982",,"12","90","1986","511300",,,,,
"1","65","1001",,"9999",,"0","0","1986","790300","451000","37583","181043","38402","37583"
"1","65","1001",,"1981",,"12","90","1987","303712","420100","35008","133031",,"35008"
"1","65","1001",,"1981","2","12","90","1987",,"30900","2575","10428",,"2575"
"1","65","1001",,"1982",,"12","90","1987","556588",,,,,
"1","65","1001",,"9999",,"0","0","1987","860300","451000","37583","143460","38402","37583"
"1","65","1001",,"1981",,"12","90","1988","317833","420100","35008","98023",,"35008"
"1","65","1001",,"1981","2","12","90","1988",,"30900","1124","9304",,"1124"
"1","65","1001",,"1982",,"12","90","1988","582467",,,,,
"1","65","1001",,"9999",,"0","0","1988","900300","451000","36132","107327","36132","36132"
"1","65","1001",,"1981",,"12","90","1989","307242","420100","35008","63015",,"35008"
"1","65","1001",,"1981","2","12","90","1989",,"30900","2575","6729",,"2575"
"1","65","1001",,"1982",,"12","90","1989","563058",,,,,
"1","65","1001",,"9999",,"0","0","1989","870300","451000","37583","69744","38918","37583"
"1","65","1001",,"1981",,"12","90","1990","304771","420100","35008","28006",,"35008"
"1","65","1001",,"1981","2","12","90","1990",,"30900","2575","4154",,"2575"
"1","65","1001",,"1982",,"12","90","1990","558529",,,,,
"1","65","1001",,"9999",,"0","0","1990","863300","451000","37583","32160","42051","37583"
"1","65","1001",,"1981",,"12","90","1991","291656","420100","28006",,,"28006"
"1","65","1001",,"1981","2","12","90","1991",,"30900","2575","1579",,"2575"
"1","65","1001",,"1982",,"12","90","1991","534494",,,,,
"1","65","1001",,"9999",,"0","0","1991","826150","451000","30581","1579","48406","30581"
"1","65","1001",,"1981",,"12","90","1992","284684","420100",,,,
"1","65","1001",,"1981","2","12","90","1992",,"30900","1579",,,"1579"
"1","65","1001",,"1982",,"12","90","1992","521716",,,,,
"1","65","1001",,"9999",,"0","0","1992","738150","451000","1579",,"51898","1579"
"1","65","1001",,"1999","2","14","90","1999",,"41300","2581","34588","98943","2581"
"1","65","1001",,"1999","2","14","90","2000",,"41300","3441","31147","100660","3441"
"1","65","1001",,"1999","2","14","90","2001",,"41300","3441","27705","97364","3441"
"1","65","1001",,"1999","2","14","90","2002",,"41300","3441","24263","98264","3441"
"1","65","1001",,"1999","2","14","90","2003",,"41300","3441","20822","115972","3441"
"1","65","1001",,"1999","2","14","90","2004",,"41300","3441","17380","101669","3441"
"1","65","1001",,"1999","2","14","90","2005",,"41300","3441","13938","116963","3441"
"1","65","1001",,"1999","2","14","90","2006",,"41300","3441","10497","135862","3441"
"1","65","1001",,"1999","2","14","90","2007",,"41300","3441","7055","143487","3441"
"1","65","1001",,"1999","2","14","90","2008",,"41300","3441","3614","150847","3441"
"1","65","1001",,"1999","2","14","90","2009",,"41300","3441","172","183418","3441"
"1","65","1001",,"1999","2","14","90","2010",,"41300","172",,"192749","172"
"1","69","1002",,"2001",,"12","90","2002","457553",,,,"36352",
"1","71","1",,"1979",,"12","90","1979","525000","960300","45937","818332","45937","45937"
"1","71","1",,"1979",,"12","90","1980","635000","960300","50002","768330","50002","50002"
"1","71","1",,"1979",,"12","90","1981","630000","960300","51015","717315","51015","51015"
"1","71","1",,"1979",,"12","90","1982","630000","960300","54147","663167","54147","54147"
"1","71","1",,"1979",,"12","90","1983","637000","960300","61768","601398","61768","61768"
"1","71","1",,"1979",,"12","90","1984","694000","960300","80025","521373","82716","80025"
"1","71","1",,"1979",,"12","90","1985","751000","960300","80025","441348","98454","80025"
"1","71","1",,"1979",,"12","90","1986","751000","960300","80025","361323","114375","80025"
"1","71","1",,"1979",,"12","90","1987","856000","960300","80025","281298","133956","80025"
"1","71","1",,"1979",,"12","90","1988","961000","960300","80025","201273","145941","80025"
"1","71","1",,"1979",,"12","90","1990","1321125","960300","80025","41223","156126","80025"
"1","71","1",,"1979",,"12","90","1991",,"960300","41223",,"290248","41223"
"1","71","1",,"1997",,"14","90","1997",,"8600","716","7023","218908","716"
"1","71","1",,"1997",,"14","90","1998",,"8600","716","6306","218710","716"
"1","71","1",,"1997",,"14","90","1999",,"8600","716","5590","212632","716"
"1","71","1",,"1997",,"14","90","2000",,"8600","716","4873","227545","716"
"1","71","1",,"1997",,"14","90","2001",,"8600","716","4156","243569","716"
"1","71","1",,"1997",,"14","90","2002",,"8600","716","3440","260011","716"
"1","71","1",,"1997",,"14","90","2003",,"8600","716","2723","316780","716"
"1","71","1",,"1997",,"14","90","2004",,"8600","716","2006","349258","716"
"1","71","1",,"1997",,"14","90","2005",,"8600","716","1290","353469","716"
"1","71","1",,"1997",,"14","90","2006",,"8600","716","573","383668","716"
"1","71","1",,"1997",,"14","90","2007",,"8600","573",,"393874","573"
"1","72","27",,"1999",,"14","50","1999",,"230600","19216","96083","68622","19216"
"1","72","27",,"1999",,"14","50","2000",,"230600","19216","76866","71681","19216"
"1","72","27",,"1999",,"14","50","2001",,"230600","19216","57650","74583","19216"
"1","72","27",,"1999",,"14","50","2002",,"230600","19216","38433","78576","19216"
"1","72","27",,"1999",,"14","50","2003",,"230600","19216","19216","92938","19216"
"1","72","27",,"1999",,"14","50","2004",,"230600","19216",,"81777","19216"
"1","72","27",,"1999",,"14","50","2005",,"230600",,,"93892",
"1","72","1002",,"1983",,"12","50","1983","28720","8950","745","3729","967","745"
"1","72","1002",,"1983",,"12","50","1984","23800","8950","745","2983","1041","745"
"1","72","1002",,"1983",,"12","50","1985","25769","8950","745","2237","1232","745"
"1","72","1002",,"1983",,"12","50","1986","27828","8950","745","1491","1415","745"
"1","72","1002",,"1983",,"12","50","1987","27828","8950","745","746","1552","745"
"1","72","1002",,"1983",,"12","50","1988","27828","8950","745",,"1629","745"
"1","72","1002",,"1983",,"12","50","1989","28106","8950",,,"1651",
"1","72","1002",,"1983",,"12","50","1990","28471","8950",,,"1658",
"1","72","1002",,"1983",,"12","50","1991","26836","8950",,,"1752",
"1","72","1002",,"1983",,"12","50","1992","24093","8950",,,"1706",
"1","72","1002",,"1983",,"14","50","1993","21291","8950",,,"2191",
"1","72","1002",,"1983",,"14","50","1994","13189","8950",,,"2375",
"1","72","1002",,"1983",,"14","50","1995","8792","8950",,,"2855",
"1","72","1002",,"1983",,"14","50","1996","4396","8950",,,"3330",
"1","72","1003",,"1983",,"12","50","1983","36075","11500","958","4791","1210","958"
"1","72","1003",,"1983",,"12","50","1984","29896","11500","958","3833","1299","958"
"1","72","1003",,"1983",,"12","50","1985","32368","11500","958","2875","1529","958"
"1","72","1003",,"1983",,"12","50","1986","34968","11500","958","1916","1746","958"
"1","72","1003",,"1983",,"12","50","1987","34968","11500","958","958","1906","958"
"1","72","1003",,"1983",,"12","50","1988","34968","11500","958",,"1987","958"
"1","72","1003",,"1983",,"12","50","1989","35303","11500",,,"2002",
"1","72","1003",,"1983",,"12","50","1990","35759","11500",,,"2011",
"1","72","1003",,"1983",,"12","50","1991","33704","11500",,,"2124",
