"b","block","lot","e","init_year","qtr","ex_years","ab_pct","tax_year","exempt_amt","cost_of_alt","abate_grant","amt_remain","total_tax","abatement"
"1","7","1002",,"1982","3","12","90","1992",,"130200","10850","20930",,"10850"
"1","7","1002",,"9999",,"0","0","1992","885000","812800","40744","20930","84433","40744"
"1","7","1002",,"1982",,"12","90","1993","641639",,,,,
"1","7","1002",,"1982","3","12","90","1993",,"130200","10850","10080",,"10850"
"1","7","1002",,"9999",,"0","0","1993","641639","130200","10850","10080","73449","10850"
"1","7","1002",,"1982","3","12","90","1994",,"130200","10080",,"133459","10080"
"1","11","14",,"1981",,"12","90","1981","425000","274500","22875","224175","73837","22875"
"1","11","14",,"1981",,"12","90","1982","449700","274500","22875","201300","76459","22875"
"1","11","14",,"1981",,"12","90","1983","539700","274500","22875","178425","77373","22875"
"1","11","14",,"1981",,"12","90","1985","759700","274500","22875","132675","78168","22875"
"1","11","14",,"1981",,"12","90","1986","869700","274500","22875","109800","79998","22875"
"1","11","14",,"1981",,"12","90","1987","925700","274500","22875","86925","80913","22875"
"1","11","14",,"1981",,"12","90","1988","945700","274500","22875","64050","83846","22875"
"1","11","14",,"1981",,"12","90","1989","970350","274500","22875","41175","85705","22875"
"1","11","14",,"1981",,"12","90","1990","999850","274500","22875","18300","87956","22875"
"1","11","14",,"1981",,"12","90","1991","994700","274500","18300",,"95652","18300"
"1","11","14",,"1981",,"12","90","1992","1003050","274500",,,"94645",
"1","15","1001",,"2000",,"14","90","2001","10247175",,,,"578138",
"1","24","1105",,"2010",,"14","90","2011","46723",,,,"6729",
"1","39","10",,"1978",,"12","90","1978","300000","1443300","120275","1178695","157500","120275"
"1","39","10",,"1978",,"12","90","1979","900000","1443300","120275","1058420","157500","120275"
"1","39","10",,"1978",,"12","90","1980","900000","1443300","120275","938145","159300","120275"
"1","39","10",,"1978",,"12","90","1981","900000","1443300","120275","817870","161100","120275"
"1","39","10",,"1978",,"12","90","1982","900000","1443300","120275","697595","166470","120275"
"1","39","10",,"1978",,"12","90","1983","914000","1443300","120275","577320","175343","120275"
"1","39","1002",,"1978",,"12","90","1984","6394","8217","684","2601","910","684"
"1","39","1002",,"1978",,"12","90","1985","7082","8217","684","1917","991","684"
"1","39","1002",,"1978",,"12","90","1986","8231","8217","684","1232","1053","684"
"1","39","1002",,"1978",,"12","90","1987","9910","8217","684","547","1099","684"
"1","39","1002",,"1978",,"12","90","1988","11222","8217","547",,"1141","547"
"1","39","1002",,"1978",,"12","90","1989","11687","8217",,,"1172",
"1","39","1003",,"1978",,"12","90","1984","9967","12807","1067","4055","1418","1067"
"1","39","1003",,"1978",,"12","90","1985","11040","12807","1067","2988","1545","1067"
"1","39","1003",,"1978",,"12","90","1986","12833","12807","1067","1921","1643","1067"
"1","39","1003",,"1978",,"12","90","1987","15452","12807","1067","853","1714","1067"
"1","39","1003",,"1978",,"12","90","1988","17498","12807","853",,"1779","853"
"1","39","1003",,"1978",,"12","90","1989","18222","12807",,,"1827",
"1","39","1004",,"1978",,"12","90","1984","6394","8217","684","2601","910","684"
"1","39","1004",,"1978",,"12","90","1985","7082","8217","684","1917","991","684"
"1","39","1004",,"1978",,"12","90","1986","8231","8217","684","1232","1053","684"
"1","39","1004",,"1978",,"12","90","1987","9910","8217","684","547","1099","684"
"1","39","1004",,"1978",,"12","90","1988","11222","8217","547",,"1141","547"
"1","39","1004",,"1978",,"12","90","1989","11687","8217",,,"1172",
"1","39","1005",,"1978",,"12","90","1984","6394","8217","684","2601","910","684"
"1","39","1006",,"1978",,"12","90","1984","6394","8217","684","2601","910","684"
"1","39","1006",,"1978",,"12","90","1985","7082","8217","684","1917","991","684"
"1","39","1006",,"1978",,"12","90","1986","8231","8217","684","1232","1053","684"
"1","39","1006",,"1978",,"12","90","1987","9910","8217","684","547","1099","684"
"1","39","1006",,"1978",,"12","90","1988","11222","8217","547",,"1141","547"
"1","39","1006",,"1978",,"12","90","1989","11687","8217",,,"1172",
"1","39","1007",,"1978",,"12","90","1984","15515","19937","1661","6313","2208","1661"
"1","39","1007",,"1978",,"12","90","1985","17185","19937","1661","4652","2405","1661"
"1","39","1007",,"1978",,"12","90","1986","19977","19937","1661","2990","2558","1661"
"1","39","1007",,"1978",,"12","90","1988","27242","19937","1329",,"2770","1329"
"1","39","1007",,"1978",,"12","90","1989","28371","19937",,,"2844",
"1","39","1008",,"1978",,"12","90","1984","10625","13653","1137","4323","1512","1137"
"1","39","1008",,"1978",,"12","90","1985","11769","13653","1137","3185","1647","1137"
"1","39","1008",,"1978",,"12","90","1986","13680","13653","1137","2048","1751","1137"
"1","39","1008",,"1978",,"12","90","1988","18657","13653","910",,"1896","910"
"1","39","1008",,"1978",,"12","90","1989","19430","13653",,,"1947",
"1","39","1009",,"1978",,"12","90","1984","10249","13170","1097","4170","1459","1097"
"1","39","1009",,"1978",,"12","90","1985","11352","13170","1097","3073","1588","1097"
"1","39","1009",,"1978",,"12","90","1986","13195","13170","1097","1975","1689","1097"
"1","39","1009",,"1978",,"12","90","1988","17995","13170","878",,"1829","878"
"1","39","1009",,"1978",,"12","90","1989","18740","13170",,,"1878",
"1","39","1010",,"1978",,"12","90","1984","6018","7733","644","2448","856","644"
"1","39","1010",,"1978",,"12","90","1985","6666","7733","644","1804","932","644"
"1","39","1010",,"1978",,"12","90","1986","7748","7733","644","1160","991","644"
"1","39","1010",,"1978",,"12","90","1987","9328","7733","644","515","1034","644"
"1","39","1010",,"1978",,"12","90","1988","10562","7733","515",,"1074","515"
"1","39","1010",,"1978",,"12","90","1989","10999","7733",,,"1103",
"1","39","1011",,"1978",,"12","90","1984","6018","7733","644","2448","856","644"
"1","39","1011",,"1978",,"12","90","1985","6666","7733","644","1804","932","644"
"1","39","1011",,"1978",,"12","90","1986","7748","7733","644","1160","991","644"
"1","39","1011",,"1978",,"12","90","1987","9328","7733","644","515","1034","644"
"1","39","1011",,"1978",,"12","90","1988","10562","7733","515",,"1074","515"
"1","39","1011",,"1978",,"12","90","1989","10999","7733",,,"1103",
"1","39","1012",,"1978",,"12","90","1984","6018","7733","644","2448","856","644"
"1","39","1012",,"1978",,"12","90","1985","6666","7733","644","1804","932","644"
"1","39","1012",,"1978",,"12","90","1986","7748","7733","644","1160","991","644"
"1","39","1013",,"1978",,"12","90","1984","6018","7733","644","2448","856","644"
"1","39","1013",,"1978",,"12","90","1985","6666","7733","644","1804","932","644"
"1","39","1013",,"1978",,"12","90","1986","7748","7733","644","1160","991","644"
"1","39","1013",,"1978",,"12","90","1987","9328","7733","644","515","1034","644"
"1","39","1013",,"1978",,"12","90","1988","10562","7733","515",,"1074","515"
"1","39","1013",,"1978",,"12","90","1989","10999","7733",,,"1103",
"1","39","1014",,"1978",,"12","90","1984","6018","7733","644","2448","856","644"
"1","39","1014",,"1978",,"12","90","1985","6666","7733","644","1804","932","644"
"1","39","1014",,"1978",,"12","90","1986","7748","7733","644","1160","991","644"
"1","39","1014",,"1978",,"12","90","1987","9328","7733","644","515","1034","644"
"1","39","1014",,"1978",,"12","90","1988","10562","7733","515",,"1074","515"
"1","39","1014",,"1978",,"12","90","1989","10999","7733",,,"1103",
"1","39","1015",,"1978",,"12","90","1984","6488","8337","694","2640","923","694"
"1","39","1015",,"1978",,"12","90","1985","7186","8337","694","1945","1006","694"
"1","39","1015",,"1978",,"12","90","1986","8353","8337","694","1250","1070","694"
"1","39","1015",,"1978",,"12","90","1987","10057","8337","694","555","1116","694"
"1","39","1015",,"1978",,"12","90","1988","11388","8337","555",,"1158","555"
"1","39","1015",,"1978",,"12","90","1989","11859","8337",,,"1189",
"1","39","1016",,"1978",,"12","90","1984","10062","12929","1077","4094","1432","1077"
"1","39","1016",,"1978",,"12","90","1985","11145","12929","1077","3016","1559","1077"
"1","39","1016",,"1978",,"12","90","1986","12953","12929","1077","1939","1658","1077"
"1","39","1016",,"1978",,"12","90","1987","15596","12929","1077","862","1730","1077"
"1","39","1016",,"1978",,"12","90","1988","17661","12929","862",,"1796","862"
"1","39","1016",,"1978",,"12","90","1989","18393","12929",,,"1844",
"1","39","1018",,"1978",,"12","90","1984","10155","13050","1087","4132","1445","1087"
"1","39","1018",,"1978",,"12","90","1985","11248","13050","1087","3044","1574","1087"
"1","39","1018",,"1978",,"12","90","1986","13074","13050","1087","1957","1674","1087"
"1","39","1018",,"1978",,"12","90","1987","15742","13050","1087","869","1746","1087"
"1","39","1018",,"1978",,"12","90","1988","17826","13050","869",,"1813","869"
"1","39","1018",,"1978",,"12","90","1989","18564","13050",,,"1861",
"1","39","1019",,"1978",,"12","90","1984","10814","13896","1158","4400","1539","1158"
"1","39","1019",,"1978",,"12","90","1985","11978","13896","1158","3242","1676","1158"
"1","39","1019",,"1978",,"12","90","1986","13923","13896","1158","2084","1782","1158"
"1","39","1019",,"1978",,"12","90","1987","16765","13896","1158","926","1860","1158"
"1","39","1019",,"1978",,"12","90","1988","18985","13896","926",,"1930","926"
"1","39","1019",,"1978",,"12","90","1989","19772","13896",,,"1982",
"1","39","1020",,"1978",,"12","90","1984","10766","13835","1152","4380","1532","1152"
"1","39","1020",,"1978",,"12","90","1985","11925","13835","1152","3228","1669","1152"
"1","39","1020",,"1978",,"12","90","1986","13861","13835","1152","2075","1775","1152"
"1","39","1020",,"1978",,"12","90","1987","16689","13835","1152","922","1852","1152"
"1","39","1020",,"1978",,"12","90","1988","18898","13835","922",,"1922","922"
"1","39","1020",,"1978",,"12","90","1989","19680","13835",,,"1974",
"1","39","1021",,"1978",,"12","90","1984","10344","13292","1107","4209","1472","1107"
"1","39","1021",,"1978",,"12","90","1985","11457","13292","1107","3101","1603","1107"
"1","39","1021",,"1978",,"12","90","1986","13319","13292","1107","1993","1705","1107"
"1","39","1021",,"1978",,"12","90","1987","16039","13292","1107","886","1779","1107"
"1","39","1022",,"1978",,"12","90","1984","6112","7854","654","2487","870","654"
"1","39","1022",,"1978",,"12","90","1985","6770","7854","654","1832","947","654"
"1","39","1022",,"1978",,"12","90","1986","7868","7854","654","1178","1007","654"
"1","39","1022",,"1978",,"12","90","1987","9473","7854","654","523","1050","654"
"1","39","1022",,"1978",,"12","90","1988","10727","7854","523",,"1091","523"
"1","39","1022",,"1978",,"12","90","1989","11171","7854",,,"1120",
"1","39","1023",,"1978",,"12","90","1984","6112","7854","654","2487","870","654"
"1","39","1023",,"1978",,"12","90","1985","6770","7854","654","1832","947","654"
"1","39","1023",,"1978",,"12","90","1986","7868","7854","654","1178","1007","654"
"1","39","1023",,"1978",,"12","90","1987","9473","7854","654","523","1050","654"
"1","39","1023",,"1978",,"12","90","1988","10727","7854","523",,"1091","523"
"1","39","1023",,"1978",,"12","90","1989","11171","7854",,,"1120",
"1","39","1024",,"1978",,"12","90","1984","6112","7854","654","2487","870","654"
"1","39","1024",,"1978",,"12","90","1985","6770","7854","654","1832","947","654"
"1","39","1024",,"1978",,"12","90","1986","7868","7854","654","1178","1007","654"
"1","39","1024",,"1978",,"12","90","1987","9473","7854","654","523","1050","654"
"1","39","1024",,"1978",,"12","90","1988","10727","7854","523",,"1091","523"
"1","39","1024",,"1978",,"12","90","1989","11171","7854",,,"1120",
"1","39","1025",,"1978",,"12","90","1984","6112","7854","654","2487","870","654"
"1","39","1025",,"1978",,"12","90","1985","6770","7854","654","1832","947","654"
"1","39","1025",,"1978",,"12","90","1986","7868","7854","654","1178","1007","654"
"1","39","1025",,"1978",,"12","90","1987","9473","7854","654","523","1050","654"
"1","39","1025",,"1978",,"12","90","1988","10727","7854","523",,"1091","523"
"1","39","1025",,"1978",,"12","90","1989","11171","7854",,,"1120",
"1","39","1026",,"1978",,"12","90","1984","6114","7854","654","2487","869","654"
"1","39","1026",,"1978",,"12","90","1985","6772","7854","654","1832","947","654"
"1","39","1026",,"1978",,"12","90","1986","7870","7854","654","1178","1007","654"
"1","39","1026",,"1978",,"12","90","1987","9475","7854","654","523","1050","654"
"1","39","1026",,"1978",,"12","90","1988","10729","7854","523",,"1091","523"
"1","39","1026",,"1978",,"12","90","1989","11173","7854",,,"1120",
"1","39","1027",,"1978",,"12","90","1984","6582","8457","704","2678","936","704"
"1","39","1027",,"1978",,"12","90","1985","7290","8457","704","1973","1020","704"
"1","39","1027",,"1978",,"12","90","1986","8473","8457","704","1268","1085","704"
"1","39","1027",,"1978",,"12","90","1987","10201","8457","704","564","1132","704"
"1","39","1027",,"1978",,"12","90","1988","11551","8457","564",,"1175","564"
"1","39","1027",,"1978",,"12","90","1989","12029","8457",,,"1206",
"1","39","1028",,"1978",,"12","90","1984","10155","13050","1087","4132","1445","1087"
"1","39","1028",,"1978",,"12","90","1985","11248","13050","1087","3044","1574","1087"
"1","39","1028",,"1978",,"12","90","1986","13074","13050","1087","1957","1674","1087"
"1","39","1028",,"1978",,"12","90","1987","15742","13050","1087","869","1746","1087"
"1","39","1028",,"1978",,"12","90","1988","17826","13050","869",,"1813","869"
"1","39","1028",,"1978",,"12","90","1989","18564","13050",,,"1861",
"1","39","1029",,"1978",,"12","90","1984","16925","21749","1812","6886","2409","1812"
"1","39","1029",,"1978",,"12","90","1985","18747","21749","1812","5074","2624","1812"
"1","39","1029",,"1978",,"12","90","1986","21792","21749","1812","3261","2790","1812"
"1","39","1029",,"1978",,"12","90","1987","26241","21749","1812","1449","2911","1812"
"1","39","1030",,"1978",,"12","90","1984","10249","13170","1097","4170","1459","1097"
"1","39","1030",,"1978",,"12","90","1985","11352","13170","1097","3073","1588","1097"
"1","39","1030",,"1978",,"12","90","1986","13195","13170","1097","1975","1689","1097"
"1","39","1030",,"1978",,"12","90","1987","15888","13170","1097","878","1762","1097"
"1","39","1030",,"1978",,"12","90","1988","17992","13170","878",,"1830","878"
"1","39","1030",,"1978",,"12","90","1989","18737","13170",,,"1879",
"1","39","1031",,"1978",,"12","90","1984","10955","14077","1173","4457","1559","1173"
"1","39","1031",,"1978",,"12","90","1985","12134","14077","1173","3284","1698","1173"
"1","39","1031",,"1978",,"12","90","1986","14105","14077","1173","2111","1806","1173"
"1","39","1031",,"1978",,"12","90","1987","16985","14077","1173","938","1884","1173"
"1","39","1031",,"1978",,"12","90","1988","19235","14077","938",,"1956","938"
"1","39","1031",,"1978",,"12","90","1989","20032","14077",,,"2008",
"1","39","1032",,"1978",,"12","90","1984","10907","14016","1168","4438","1552","1168"
"1","39","1032",,"1978",,"12","90","1985","12081","14016","1168","3270","1691","1168"
"1","39","1032",,"1978",,"12","90","1986","14043","14016","1168","2102","1798","1168"
"1","39","1032",,"1978",,"12","90","1987","16909","14016","1168","934","1876","1168"
"1","39","1032",,"1978",,"12","90","1988","19148","14016","934",,"1947","934"
"1","39","1032",,"1978",,"12","90","1989","19941","14016",,,"1999",
"1","39","1033",,"1978",,"12","90","1984","10438","13412","1117","4517","1485","1117"
"1","39","1033",,"1978",,"12","90","1985","11561","13412","1117","3399","1618","1117"
"1","39","1033",,"1978",,"12","90","1986","13439","13412","1117","2282","1721","1117"
"1","39","1033",,"1978",,"12","90","1987","16182","13412","1117","1164","1795","1117"
"1","39","1033",,"1978",,"12","90","1988","18325","13412","1117","46","1863","1117"
"1","39","1033",,"1978",,"12","90","1989","19085","13412","46",,"1913","46"
"1","39","1034",,"1978",,"12","90","1984","7851","7974","664","2525","1148","664"
"1","39","1034",,"1978",,"12","90","1985","6874","7974","664","1860","962","664"
"1","39","1034",,"1978",,"12","90","1986","7990","7974","664","1196","1023","664"
"1","39","1034",,"1978",,"12","90","1987","9621","7974","664","531","1067","664"
"1","39","1034",,"1978",,"12","90","1988","10895","7974","531",,"1107","531"
"1","39","1034",,"1978",,"12","90","1989","11346","7974",,,"1137",
"1","39","1035",,"1978",,"12","90","1984","7851","7974","664","2525","1148","664"
"1","39","1035",,"1978",,"12","90","1985","6874","7974","664","1860","962","664"
"1","39","1035",,"1978",,"12","90","1986","7990","7974","664","1196","1023","664"
"1","39","1035",,"1978",,"12","90","1987","9621","7974","664","531","1067","664"
"1","39","1035",,"1978",,"12","90","1988","10895","7974","531",,"1107","531"
"1","39","1035",,"1978",,"12","90","1989","11346","7974",,,"1137",
"1","39","1036",,"1978",,"12","90","1984","7851","7974","664","2525","1148","664"
"1","39","1036",,"1978",,"12","90","1985","6874","7974","664","1860","962","664"
"1","39","1036",,"1978",,"12","90","1986","7990","7974","664","1196","1023","664"
"1","39","1036",,"1978",,"12","90","1987","9621","7974","664","531","1067","664"
"1","39","1036",,"1978",,"12","90","1988","10895","7974","531",,"1107","531"
"1","39","1036",,"1978",,"12","90","1989","11346","7974",,,"1137",
"1","39","1037",,"1978",,"12","90","1984","7851","7974","664","2525","1148","664"
"1","39","1037",,"1978",,"12","90","1985","6874","7974","664","1860","962","664"
"1","39","1037",,"1978",,"12","90","1986","7990","7974","664","1196","1023","664"
"1","39","1037",,"1978",,"12","90","1987","9621","7974","664","531","1067","664"
"1","39","1037",,"1978",,"12","90","1988","10895","7974","531",,"1107","531"
"1","39","1037",,"1978",,"12","90","1989","11346","7974",,,"1137",
"1","39","1038",,"1978",,"12","90","1984","7851","7974","664","2525","1148","664"
"1","39","1038",,"1978",,"12","90","1985","6874","7974","664","1860","962","664"
"1","39","1038",,"1978",,"12","90","1986","7990","7974","664","1196","1023","664"
"1","39","1038",,"1978",,"12","90","1987","9621","7974","664","531","1067","664"
"1","39","1038",,"1978",,"12","90","1988","10895","7974","531",,"1107","531"
"1","39","1038",,"1978",,"12","90","1989","11346","7974",,,"1137",
"1","39","1039",,"1978",,"12","90","1984","8447","8579","714","2716","1235","714"
"1","39","1039",,"1978",,"12","90","1985","7396","8579","714","2001","1034","714"
"1","39","1039",,"1978",,"12","90","1986","8597","8579","714","1287","1100","714"
"1","39","1039",,"1978",,"12","90","1987","10351","8579","714","572","1148","714"
"1","39","1039",,"1978",,"12","90","1988","11721","8579","572",,"1192","572"
"1","39","1039",,"1978",,"12","90","1989","12206","8579",,,"1224",
"1","39","1040",,"1978",,"12","90","1984","12966","13170","1097","4170","1896","1097"
"1","39","1040",,"1978",,"12","90","1985","11352","13170","1097","3073","1588","1097"
"1","39","1040",,"1978",,"12","90","1986","13195","13170","1097","1975","1689","1097"
"1","39","1040",,"1978",,"12","90","1987","15888","13170","1097","878","1762","1097"
"1","39","1040",,"1978",,"12","90","1988","17992","13170","878",,"1830","878"
"1","39","1040",,"1978",,"12","90","1989","18737","13170",,,"1879",
"1","39","1041",,"1978",,"12","90","1984","21592","21931","1827","6944","3157","1827"
"1","39","1041",,"1978",,"12","90","1985","18904","21931","1827","5117","2645","1827"
"1","39","1041",,"1978",,"12","90","1986","21974","21931","1827","3289","2813","1827"
"1","39","1041",,"1978",,"12","90","1987","26460","21931","1827","1462","2935","1827"
"1","39","1041",,"1978",,"12","90","1988","29965","21931","1462",,"3047","1462"
"1","39","1041",,"1978",,"12","90","1989","31207","21931",,,"3128",
"1","39","1042",,"1978",,"12","90","1984","13087","13292","1107","4209","1913","1107"
"1","39","1042",,"1978",,"12","90","1985","11457","13292","1107","3101","1603","1107"
"1","39","1042",,"1978",,"12","90","1986","13319","13292","1107","1993","1705","1107"
"1","39","1042",,"1978",,"12","90","1987","16039","13292","1107","886","1779","1107"
"1","39","1042",,"1978",,"12","90","1988","18164","13292","886",,"1846","886"
"1","39","1042",,"1978",,"12","90","1989","18917","13292",,,"1896",
"1","39","1043",,"1978",,"12","90","1984","14038","14258","1188","4515","2053","1188"
"1","39","1043",,"1978",,"12","90","1985","12290","14258","1188","3326","1720","1188"
"1","39","1043",,"1978",,"12","90","1986","14286","14258","1188","2138","1829","1188"
"1","39","1043",,"1978",,"12","90","1988","19482","14258","950",,"1981","950"
"1","39","1043",,"1978",,"12","90","1989","20289","14258",,,"2034",
"1","39","1044",,"1978",,"12","90","1984","13978","14197","1183","4495","2044","1183"
"1","39","1044",,"1978",,"12","90","1985","12237","14197","1183","3312","1712","1183"
"1","39","1044",,"1978",,"12","90","1986","14225","14197","1183","2129","1821","1183"
"1","39","1044",,"1978",,"12","90","1987","17129","14197","1183","946","1900","1183"
"1","39","1044",,"1978",,"12","90","1988","19398","14197","946",,"1972","946"
"1","39","1044",,"1978",,"12","90","1989","20202","14197",,,"2025",
"1","39","1045",,"1978",,"12","90","1984","13324","13533","1127","4285","1948","1127"
"1","39","1045",,"1978",,"12","90","1985","11665","13533","1127","3157","1632","1127"
"1","39","1045",,"1978",,"12","90","1986","13559","13533","1127","2029","1736","1127"
"1","39","1045",,"1978",,"12","90","1987","16326","13533","1127","902","1811","1127"
"1","39","1045",,"1978",,"12","90","1988","18488","13533","902",,"1880","902"
"1","39","1045",,"1978",,"12","90","1989","19254","13533",,,"1930",
"1","39","1046",,"1978",,"12","90","1984","6301","8096","674","2563","896","674"
"1","39","1046",,"1978",,"12","90","1985","6979","8096","674","1889","976","674"
"1","39","1046",,"1978",,"12","90","1986","8111","8096","674","1214","1038","674"
"1","39","1046",,"1978",,"12","90","1987","9765","8096","674","539","1083","674"
"1","39","1046",,"1978",,"12","90","1988","11057","8096","539",,"1125","539"
"1","39","1046",,"1978",,"12","90","1989","11514","8096",,,"1155",
"1","39","1047",,"1978",,"12","90","1984","6301","8096","674","2563","896","674"
"1","39","1047",,"1978",,"12","90","1985","6979","8096","674","1889","976","674"
"1","39","1047",,"1978",,"12","90","1986","8111","8096","674","1214","1038","674"
"1","39","1047",,"1978",,"12","90","1987","9765","8096","674","539","1083","674"
"1","39","1047",,"1978",,"12","90","1988","11057","8096","539",,"1125","539"
"1","39","1047",,"1978",,"12","90","1989","11514","8096",,,"1155",
"1","39","1048",,"1978",,"12","90","1984","6301","8096","674","2563","896","674"
"1","39","1048",,"1978",,"12","90","1985","6979","8096","674","1889","976","674"
"1","39","1048",,"1978",,"12","90","1986","8111","8096","674","1214","1038","674"
"1","39","1048",,"1978",,"12","90","1987","9765","8096","674","539","1083","674"
"1","39","1048",,"1978",,"12","90","1988","11057","8096","539",,"1125","539"
"1","39","1048",,"1978",,"12","90","1989","11514","8096",,,"1155",
"1","39","1049",,"1978",,"12","90","1984","6300","8096","674","2563","897","674"
"1","39","1049",,"1978",,"12","90","1985","6978","8096","674","1889","976","674"
"1","39","1049",,"1978",,"12","90","1986","8110","8096","674","1214","1038","674"
"1","39","1049",,"1978",,"12","90","1987","9764","8096","674","539","1083","674"
"1","39","1049",,"1978",,"12","90","1988","11056","8096","539",,"1125","539"
"1","39","1049",,"1978",,"12","90","1989","11513","8096",,,"1155",
"1","39","1050",,"1978",,"12","90","1984","6300","8096","674","2563","897","674"
"1","39","1050",,"1978",,"12","90","1985","6978","8096","674","1889","976","674"
"1","39","1050",,"1978",,"12","90","1986","8110","8096","674","1214","1038","674"
"1","39","1050",,"1978",,"12","90","1987","9764","8096","674","539","1083","674"
"1","39","1050",,"1978",,"12","90","1988","11056","8096","539",,"1125","539"
"1","39","1050",,"1978",,"12","90","1989","11513","8096",,,"1155",
"1","39","1051",,"1978",,"12","90","1984","6770","8700","725","2754","963","725"
"1","39","1051",,"1978",,"12","90","1985","7499","8700","725","2029","1049","725"
"1","39","1051",,"1978",,"12","90","1986","8716","8700","725","1304","1116","725"
"1","39","1051",,"1978",,"12","90","1987","10494","8700","725","579","1164","725"
"1","39","1051",,"1978",,"12","90","1988","11883","8700","579",,"1208","579"
"1","39","1051",,"1978",,"12","90","1989","12375","8700",,,"1241",
"1","39","1052",,"1978",,"12","90","1984","10344","13292","1107","4209","1472","1107"
"1","39","1052",,"1978",,"12","90","1985","11457","13292","1107","3101","1603","1107"
"1","39","1052",,"1978",,"12","90","1986","13319","13292","1107","1993","1705","1107"
"1","39","1052",,"1978",,"12","90","1987","16039","13292","1107","886","1779","1107"
"1","39","1052",,"1978",,"12","90","1988","18164","13292","886",,"1846","886"
"1","39","1052",,"1978",,"12","90","1989","18917","13292",,,"1896",
"1","39","1053",,"1978",,"12","90","1984","17208","22112","1842","7002","2449","1842"
"1","39","1053",,"1978",,"12","90","1985","19060","22112","1842","5159","2667","1842"
"1","39","1053",,"1978",,"12","90","1986","22156","22112","1842","3316","2837","1842"
"1","39","1053",,"1978",,"12","90","1987","26679","22112","1842","1474","2960","1842"
"1","39","1053",,"1978",,"12","90","1988","30213","22112","1474",,"3072","1474"
"1","39","1053",,"1978",,"12","90","1989","31465","22112",,,"3154",
"1","39","1054",,"1978",,"12","90","1984","10438","13412","1117","4517","1485","1117"
"1","39","1054",,"1978",,"12","90","1985","11561","13412","1117","3399","1618","1117"
"1","39","1054",,"1978",,"12","90","1986","13439","13412","1117","2282","1721","1117"
"1","39","1054",,"1978",,"12","90","1987","16182","13412","1117","1164","1795","1117"
"1","39","1054",,"1978",,"12","90","1988","18325","13412","1117","46","1863","1117"
"1","39","1054",,"1978",,"12","90","1989","19085","13412","46",,"1913","46"
