"jur_dist","bldg_id","building_name","building_address","no_of_tcus","enrollment","council_dist","borough","postcode","latitude","longitude","community_board","census_tract","bin","bbl","nta","data_as_of"
"18","K922 **","P.S. 272 TRANSPORTABLE - K","10124 SEAVIEW AVENUE","3","0","46","BROOKLYN ","11236","40.635916","-73.886412","18","1034","3235262","3083290250","Canarsie                                                                   ","2015-02-26T00:00:00.000"
"18","K923 **","P.S. 276 TRANSPORTABLE - K","1070 EAST 83RD STREET","8","16","46","BROOKLYN ","11236","40.634085","-73.907925","18","996","3225637","3080340001","Canarsie                                                                   ","2015-02-26T00:00:00.000"
"18","K973 **","P.S. 219 TRANSPORTABLE - K","1060 CLARKSON AVENUE","1","0","41","BROOKLYN ","11212","40.659288","-73.922919","17","886","3101168","3046480001","Rugby-Remsen Village                                                       ","2015-02-26T00:00:00.000"
"18","K980 **","P.S. 235 TRANSPORTABLE - K","525 LENOX ROAD","4","0","41","BROOKLYN ","11203","40.654704","-73.941089","17","814","3107846","3048440001","East Flatbush-Farragut                                                     ","2015-02-26T00:00:00.000"
"18","K981 **","P.S. 268 TRANSPORTABLE - K","133 EAST 53 STREET","1","0","41","BROOKLYN ","11203","40.657131","-73.928018","17","866","3100292","3046230028","Rugby-Remsen Village                                                       ","2015-02-26T00:00:00.000"
"19","K948","P.S. 290 TRANSPORTABLE - K","135 SCHENCK AVENUE","1","45","37","BROOKLYN ","11207","40.67789","-73.889758","5","1198","3087821","3039490018","East New York                                                              ","2015-02-26T00:00:00.000"
"19","K949","P.S. 214 TRANSPORTABLE - K","2944 PITKIN AVENUE","7","108","37","BROOKLYN ","11208","40.676513","-73.863151","5","1202","3095254","3042430001","Cypress Hills-City Line                                                    ","2015-02-26T00:00:00.000"
"19","K958","P.S. 202 TRANSPORTABLE - K","982 HEGEMAN AVENUE","4","0","42","BROOKLYN ","11208","40.666417","-73.876563","5","1116","3098664","3044770001","East New York                                                              ","2015-02-26T00:00:00.000"
"19","K974","I.S. 302 TRANSPORTABLE - K","350 LINWOOD STREET","3","0","37","BROOKLYN ","11208","40.677104","-73.883433","5","1170","3088357","3039690001","East New York                                                              ","2015-02-26T00:00:00.000"
"19","K991","P.S. 7 TRANSPORTABLE - K","858 JAMAICA AVENUE","3","128","37","BROOKLYN ","11208","40.689697","-73.873109","5","118201","3090998","3041060039","Cypress Hills-City Line                                                    ","2015-02-26T00:00:00.000"
"19","K998","P.S. 159 TRANSPORTABLE - K","2781 PITKIN AVENUE","2","85","42","BROOKLYN ","11208","40.675766","-73.869469","5","1200","3094735","3042160001","East New York                                                              ","2015-02-26T00:00:00.000"
"20","K921","P.S. 179 TRANSPORTABLE - K","202 AVENUE C","3","100","39","BROOKLYN ","11218","40.640463","-73.977642","12","488","3126001","3053710001","Kensington-Ocean Parkway                                                   ","2015-02-26T00:00:00.000"
"20","K961","P.S. 112 TRANSPORTABLE - K","7115 15 AVENUE","1","50","43","BROOKLYN ","11228","40.61978","-74.000792","11","190","3157760","3061800001","Bensonhurst West                                                           ","2015-02-26T00:00:00.000"
"21","K937","P.S. 97 TRANSPORTABLE - K","1855 STILLWELL AVENUE","2","54","47","BROOKLYN ","11223","40.601433","-73.986139","11","404","3177680","3066670024","Bensonhurst East                                                           ","2015-02-26T00:00:00.000"
"21","K941","P.S. 209 TRANSPORTABLE - K","2609 EAST 7TH ST","2","82","48","BROOKLYN ","11235","40.586845","-73.96198","13","370","3196224","3072440001","Brighton Beach                                                             ","2015-02-26T00:00:00.000"
"21","K951","P.S. 95 TRANSPORTABLE - K","345 VAN SICKLEN STREET","3","161","47","BROOKLYN ","11223","40.595698","-73.97518","15","398","3192661","3071230066","Gravesend                                                                  ","2015-02-26T00:00:00.000"
"21","K964","P.S. 253 TRANSPORTABLE - K","601 OCEANVIEW AVE","1","36","48","BROOKLYN ","11235","40.579607","-73.962071","13","364","3244470","3086660610","Brighton Beach                                                             ","2015-02-26T00:00:00.000"
"22","K927","P.S. 152 TRANSPORTABLE - K","725 EAST 23RD STREET","2","96","45","BROOKLYN ","11210","40.632562","-73.954724","14","772","3205780","3075510026","Flatbush                                                                   ","2015-02-26T00:00:00.000"
"22","K952","P.S. 193 TRANSPORTABLE - K","2515 AVENUE L","2","80","45","BROOKLYN ","11210","40.621507","-73.950473","14","754","3208461","3076250001","Midwood                                                                    ","2015-02-26T00:00:00.000"
"22","K959 **","P.S. 194 TRANSPORTABLE - K","3117 AVENUE W","1","0","46","BROOKLYN ","11229","40.596757","-73.933499","15","570","3201629","3073930001","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ","2015-02-26T00:00:00.000"
"22","K975","P.S. 236 TRANSPORTABLE - K","6302 AVENUE U","2","50","46","BROOKLYN ","11234","40.615998","-73.912989","18","698","3326821","3084640001","Georgetown-Marine Park-Bergen Beach-Mill Basin                             ","2015-02-26T00:00:00.000"
"22","K983 **","P.S. 198 TRANSPORTABLE - K","4105 FARRAGUT ROAD","2","0","45","BROOKLYN ","11210","40.63694","-73.937339","17","836","3113388","3049880066","East Flatbush-Farragut                                                     ","2015-02-26T00:00:00.000"
"24","Q914","P.S. 19 TRANSPORTABLE - Q","98-02 ROOSEVELT AVE.","5","250","21","QUEENS   ","11368","40.749381","-73.867354","4","409","4437176","4016070001","North Corona                                                               ","2015-02-26T00:00:00.000"
"24","Q917","P.S. 81 TRANSPORTABLE - Q","559 CYPRESS AVENUE","3","62","34","QUEENS   ","11385","40.703765","-73.912344","5","545","4082076","4034370001","Ridgewood                                                                  ","2015-02-26T00:00:00.000"
"24","Q937","P.S. 143 TRANSPORTABLE - Q","34-74 113TH STREET","3","150","21","QUEENS   ","11368","40.755451","-73.855192","3","381","4043827","4017560025","North Corona                                                               ","2015-02-26T00:00:00.000"
"24","Q938","P.S. 199 TRANSPORTABLE - Q","39-20 48TH AVENUE","2","100","26","QUEENS   ","11104","40.740088","-73.926214","2","189","4002915","4002060003","Hunters Point-Sunnyside-West Maspeth                                       ","2015-02-26T00:00:00.000"
"24","Q947 **","I.S. 125 TRANSPORTABLE - Q","46-02 47TH AVENUE","4","210","26","QUEENS   ","11377","40.741131","-73.918945","2","235","4052874","4022840006","Hunters Point-Sunnyside-West Maspeth                                       ","2015-02-26T00:00:00.000"
"25","Q766","P.S. 79 TRANSPORTABLE - Q","147-27 15 DRIVE","2","60","19","QUEENS   ","11357","40.785909","-73.818058","7","1039","4105232","4046470001","Whitestone                                                                 ","2015-02-26T00:00:00.000"
"25","Q922","P.S. 32 TRANSPORTABLE - Q","171-11 35 AVENUE","1","36","19","QUEENS   ","11358","40.764763","-73.794683","7","1141","4118954","4052560001","Murray Hill                                                                ","2015-02-26T00:00:00.000"
"25","Q924","P.S. 129 TRANSPORTABLE - Q","128-02 7TH AVENUE","2","90","19","QUEENS   ","11356","40.790638","-73.839771","7","945","4096774","4039760001","Whitestone                                                                 ","2015-02-26T00:00:00.000"
"25","Q936","P.S. 24 TRANSPORTABLE - Q","141-11 HOLLY AVENUE","2","109","20","QUEENS   ","11355","40.75146","-73.817849","7","1205","4117403","4052010021","East Flushing                                                              ","2015-02-26T00:00:00.000"
"25","Q959","P.S. 22 TRANSPORTABLE - Q","153-33 SANFORD AVENUE","1","72","20","QUEENS   ","11355","40.761249","-73.811808","7","1167","4438184","4053280001","Murray Hill                                                                ","2015-02-26T00:00:00.000"
"25","Q967","P.S. 193 TRANSPORTABLE - Q","152-20 11 AVENUE","1","0","19","QUEENS   ","11357","40.792483","-73.809741","7","987","4103056","4045380001","Whitestone                                                                 ","2015-02-26T00:00:00.000"
"25","Q968 **","P.S. 163 TRANSPORTABLE - Q","159-01 59TH AVE","2","100","20","QUEENS   ","11365","40.740565","-73.809131","7","1215","4146042","4067260070","Queensboro Hill                                                            ","2015-02-26T00:00:00.000"
"26","Q728","P.S. 41 TRANSPORTABLE - Q","214-43 35 AVENUE","2","96","19","QUEENS   ","11361","40.769601","-73.770863","11","1097","4135975","4061210001","Bayside-Bayside Hills                                                      ","2015-02-26T00:00:00.000"
"27","Q727","P.S. 106 TRANSPORTABLE - Q","180 BEACH 35 STREET","1","45","31","QUEENS   ","11691","40.593779","-73.767199","14","992","4441244","4158610035","Hammels-Arverne-Edgemere                                                   ","2015-02-26T00:00:00.000"
"27","Q920","P.S. 43 TRANSPORTABLE - Q","160 BEACH 29TH STREET","5","150","31","QUEENS   ","11691","40.593834","-73.76174","14","99802","4467711","4158200001","Far Rockaway-Bayswater                                                     ","2015-02-26T00:00:00.000"
"27","Q923 **","I.S. 226 TRANSPORTABLE - Q","121-10 ROCKAWAY BOULEVARD","2","0","28","QUEENS   ","11420","40.675771","-73.816938","10","840","4253607","4117140100","South Ozone Park                                                           ","2015-02-26T00:00:00.000"
"27","Q965","P.S. 123 TRANSPORTABLE - Q","145-01 119TH AVENUE","2","0","28","QUEENS   ","11436","40.678296","-73.79562","12","18402","4260828","4120190010","Baisley Park                                                               ","2015-02-26T00:00:00.000"
"27","Q976","P.S. 155 TRANSPORTABLE - Q","130-02 115TH AVE","2","50","28","QUEENS   ","11420","40.67956","-73.8106","10","176","4252357","4116730001","South Ozone Park                                                           ","2015-02-26T00:00:00.000"
"27","Q983","P.S. 232 TRANSPORTABLE - Q","153-23 83RD STRET","2","100","32","QUEENS   ","11414","40.665909","-73.851216","10","6202","4247454","4114450001","Lindenwood-Howard Beach                                                    ","2015-02-26T00:00:00.000"
"27","Q986","P.S. 96 TRANSPORTABLE - Q","130-01 ROCKAWAY BLVD","1","36","28","QUEENS   ","11420","40.674991","-73.808371","10","180","4253028","4116940027","South Ozone Park                                                           ","2015-02-26T00:00:00.000"
"27","Q987","P.S. 146 TRANSPORTABLE - Q","98-01 159TH AVE","1","47","32","QUEENS   ","11414","40.659873","-73.835068","10","884","4295163","4141680016","Lindenwood-Howard Beach                                                    ","2015-02-26T00:00:00.000"
"27","Q989","P.S. 66 TRANSPORTABLE - Q","85-11 102ND STREET","1","36","32","QUEENS   ","11418","40.697836","-73.846558","9","24","4191497","4091830001","Richmond Hill                                                              ","2015-02-26T00:00:00.000"
"27","Q995","P.S. 56 TRANSPORTABLE - Q","86-10 114TH STREET","1","0","32","QUEENS   ","11418","40.69919","-73.835299","9","130","4192689","4092260057","Richmond Hill                                                              ","2015-02-26T00:00:00.000"
"28","Q915","P.S. 121 TRANSPORTABLE - Q","126-10 109TH AVENUE","3","0","28","QUEENS   ","11420","40.68405","-73.815834","10","170","4249769","4116070001","South Ozone Park                                                           ","2015-02-26T00:00:00.000"
"28","Q935","P.S. 174 TRANSPORTABLE - Q","65-10 DIETERLE CRESCENT","2","118","29","QUEENS   ","11374","40.720924","-73.86135","6","69702","4073904","4031340024","Rego Park                                                                  ","2015-02-26T00:00:00.000"
"28","Q953 **","P.S. 55 TRANSPORTABLE - Q","131-10 97TH AVENUE","3","36","28","QUEENS   ","11419","40.694004","-73.816617","9","154","4200233","4094770001","Richmond Hill                                                              ","2015-02-26T00:00:00.000"
"28","Q956","P.S. 206 TRANSPORTABLE - Q","61-02 98TH STREET","2","75","29","QUEENS   ","11374","40.734642","-73.860737","6","71702","4050414","4020830123","Rego Park                                                                  ","2015-02-26T00:00:00.000"
"28","Q958","P.S. 160 TRANSPORTABLE - Q","109-59 INWOOD STREET","4","24","28","QUEENS   ","11435","40.688103","-73.800415","12","196","4258143","4119420302","South Jamaica                                                              ","2015-02-26T00:00:00.000"
"28","Q962 **","P.S. 30 TRANSPORTABLE - Q","126-10 BEDELL STREET","2","0","28","QUEENS   ","11434","40.68031","-73.774432","12","33402","4270045","4124950065","Springfield Gardens North                                                  ","2015-02-26T00:00:00.000"
"28","Q988 **","P.S. 40 TRANSPORTABLE - Q","109-20 UNION HALL STREET","3","0","28","QUEENS   ","11433","40.694125","-73.790675","12","260","4263341","4121510001","South Jamaica                                                              ","2015-02-26T00:00:00.000"
"29","Q910","P.S. 95 TRANSPORTABLE - Q","179-01 90TH AVENUE","2","120","27","QUEENS   ","11432","40.710624","-73.783423","12","468","4446042","4099140001","Jamaica                                                                    ","2015-02-26T00:00:00.000"
"29","Q911","P.S. 131 TRANSPORTABLE - Q","170-45 84TH AVE.","3","150","24","QUEENS   ","11432","40.716617","-73.794637","8","456","4211112","4098750001","Briarwood-Jamaica Hills                                                    ","2015-02-26T00:00:00.000"
"29","Q930","P.S. 116 TRANSPORTABLE - Q","107-25 WREN PLACE","2","66","27","QUEENS   ","11433","40.700606","-73.782302","12","414","4218416","4102500001","South Jamaica                                                              ","2015-02-26T00:00:00.000"
"29","Q931","P.S. 33 TRANSPORTABLE - Q","91-37 222 STREET","1","60","23","QUEENS   ","11428","40.727134","-73.735077","13","560","4230589","4107560001","Queens Village                                                             ","2015-02-26T00:00:00.000"
"29","Q946 **","P.S. 38 TRANSPORTABLE - Q","135-21 241ST STREET","3","0","31","QUEENS   ","11422","40.671561","-73.734043","13","638","4284236","4132220001","Rosedale                                                                   ","2015-02-26T00:00:00.000"
"29","Q957","P.S. 156 TRANSPORTABLE - Q","229-02 137TH AVENUE","2","0","31","QUEENS   ","11413","40.673069","-73.743173","13","646","4283015","4131700012","Laurelton                                                                  ","2015-02-26T00:00:00.000"
"29","Q960","P.S. 52 TRANSPORTABLE - Q","178-37 146 TERRACE","2","0","31","QUEENS   ","11434","40.661122","-73.766733","13","320","4285972","4133530020","Springfield Gardens South-Brookville                                       ","2015-02-26T00:00:00.000"
"30","Q925","P.S. 151 TRANSPORTABLE - Q","50-05 31 AVENUE","11","105","22","QUEENS   ","11377","40.757499","-73.908898","1","163","4014094","4007520001","Astoria                                                                    ","2015-02-26T00:00:00.000"
"30","Q932 **","P.S. 11 TRANSPORTABLE - Q","54-25 SKILLMAN AVENUE","4","230","26","QUEENS   ","11377","40.745244","-73.90872","2","251","4552510","4012390001","Woodside                                                                   ","2015-02-26T00:00:00.000"
"30","Q970 **","P.S. 70 TRANSPORTABLE - Q","30-45 42ND STREET","2","115","22","QUEENS   ","11103","40.762103","-73.914227","1","149","4442503","4006960014","Astoria                                                                    ","2015-02-26T00:00:00.000"
"30","Q981","P.S. 85 TRANSPORTABLE - Q","23-70 31ST STREET","4","160","22","QUEENS   ","11105","40.772863","-73.914708","1","115","4017485","4008420031","Steinway                                                                   ","2015-02-26T00:00:00.000"
"30","Q997 **","P.S. 92 TRANSPORTABLE - Q","99-01 34TH AVENUE","2","88","21","QUEENS   ","11368","40.755418","-73.869017","3","377","4042496","4017140018","North Corona                                                               ","2015-02-26T00:00:00.000"
"31","R816","P.S. 38 TRANSPORTABLE - S.I.","421 LINCOLN AVENUE","1","10","50","STATEN IS","10306","40.575665","-74.101624","2","11202","5054213","5037320006","New Dorp-Midland Beach                                                     ","2015-02-26T00:00:00.000"
"31","R817","P.S. 19 TRANSPORTABLE - S.I.","780 POST AVENUE","2","100","49","STATEN IS","10310","40.631214","-74.127101","1","141","5006175","5002270024","West New Brighton-New Brighton-St. George                                  ","2015-02-26T00:00:00.000"
"75","R818","P.S 37 TRANSPORTABLE - S.I.","110 SHAFTER AVENUE","2",,"51","STATEN IS","10308","40.554532","-74.148018","3","14605","5062576","5046300013","Great Kills                                                                ","2015-02-26T00:00:00.000"
"75","R819","P.S. 37 TRANSPORTABLE - S.I.","15 FAIRFIELD STREET","2",,"51","STATEN IS","10308","40.56397","-74.150885","3","14605","5061911","5045860001","Great Kills                                                                ","2015-02-26T00:00:00.000"
"75","R910","P.S. 25 TRANSPORTABLE - S.I.","4210 ARTHUR KILL ROAD","2",,"51","STATEN IS","10309","40.539795","-74.237549","3","226","5086781","5073150007","Charleston-Richmond Valley-Tottenville                                     ","2015-02-26T00:00:00.000"
"78","K947","EAST NY FAMILY ACADEMY TRANS - K","2057 LINDEN BOULEVARD","6",,"42","BROOKLYN ","11207","40.661072","-73.886942","5","1104","3097444","3043280015","East New York                                                              ","2015-02-26T00:00:00.000"
"78","Q726","JOHN ADAMS HS TRANSPORTABLE-Q","101-01 ROCKAWAY BLVD","5",,"32","QUEENS   ","11417","40.679639","-73.837298","10","864","4202849","4095400002","South Ozone Park                                                           ","2015-02-26T00:00:00.000"
"78","Q761","BAYSIDE HS TRANSPORTABLE - QUEENS","32-24 CORP. KENNEDY STREET","3",,"19","QUEENS   ","11361","40.771755","-73.780296","11","1097","4134578","4060440001","Bayside-Bayside Hills                                                      ","2015-02-26T00:00:00.000"
"78","Q943","B. N. CARDOZO HS TRANSPORTABLE - Q","57-00 223 STREET","4",,"23","QUEENS   ","11364","40.752333","-73.75599","11","138501","4161735","4075290001","Oakland Gardens                                                            ","2015-02-26T00:00:00.000"
"78","Q944 **","RICHMOND HILL HS TRANSPORTABLE - Q","89-30 114TH STREET","11",,"28","QUEENS   ","11418","40.695888","-73.833681","9","124","4195688","4093210001","Richmond Hill                                                              ","2015-02-26T00:00:00.000"
"78","Q949","WILLIAM BRYANT HS TRANSPORTABLE-Q","48-10 31ST AVENUE","3",,"26","QUEENS   ","11103","40.75823","-73.910514","1","163","4013655","4007380002","Astoria                                                                    ","2015-02-26T00:00:00.000"
"78","Q951","JOHN BOWNE HS TRANSPORTABLE - Q","63-25 MAIN STREET","7",,"24","QUEENS   ","11367","40.738139","-73.824944","8","809","4439900","4065070001","Kew Gardens Hills                                                          ","2015-02-26T00:00:00.000"
"78","Q966","FRANCIS LEWIS HS TRANSPORTABLE - Q","58-20 UTOPIA PARKWAY","4",,"20","QUEENS   ","11365","40.740724","-73.79283","11","1417","4148763","4068820001","Auburndale                                                                 ","2015-02-26T00:00:00.000"
"78","Q969 **","AUX. SERV.- JAM. LEARN CT TR - Q","162-02 HILLSIDE AVENUE","1",,"24","QUEENS   ","11432","40.70848","-73.800065","12","44602","4209031","4097680022","Jamaica                                                                    ","2015-02-26T00:00:00.000"
"78","R814 **","CURTIS HS TRANSPORTABLE - R","105 HAMILTON AVE","2",,"49","STATEN IS","10301","40.644735","-74.081222","1","7","5106483","5000220001","West New Brighton-New Brighton-St. George                                  ","2015-02-26T00:00:00.000"
"78","R815","PORT RICHMOND HS TRANS. - R","85 ST. JOSEPHS AVENUE","2",,"49","STATEN IS","10302","40.634573","-74.141818","1","213","5026076","5011210001","Port Richmond                                                              ","2015-02-26T00:00:00.000"
"78","X920","SOUTH BRONX HS TRANSPORTABLE - X","701 ST. ANNS AVENUE","2",,"17","BRONX    ","10455","40.81825","-73.91103","1","71","2001153","2023590240","Melrose South-Mott Haven North                                             ","2015-02-26T00:00:00.000"
"78","X922","ADLAI E. STEVENSON HS TRANS-X","1980 LAFAYETTE AVENUE","2",,"18","BRONX    ","10473","40.82229","-73.856167","9","16","2022205","2036040039","Soundview-Castle Hill-Clason Point-Harding Park                            ","2015-02-26T00:00:00.000"
"78","X960 **","J.F. KENNEDY HS TRANSPORTABLE- X","99 TERRACE VIEW AVENUE","2",,"10","BRONX    ","10463","40.877105","-73.912256","8","309","1064532","1022150080","Marble Hill-Inwood                                                         ","2015-02-26T00:00:00.000"
"78","X961","MORRIS HS TRANPORTABLE - X","1110 BOSTON RD","4",,"16","BRONX    ","10456","40.827642","-73.904473","3","135","2004526","2026340001","Morrisania-Melrose                                                         ","2015-02-26T00:00:00.000"
"78","X962","JANE ADDAMS HS TRANSPORTABLE - X","900 TINTON AVENUE","3",,"17","BRONX    ","10456","40.821675","-73.903546","3","133","2004807","2026680001","Morrisania-Melrose                                                         ","2015-02-26T00:00:00.000"
"78","X963 **","CROTONA ACADEMY - BRONX","639-55 ST. ANNS AVENUE","8",,"17","BRONX    ","10455","40.816532","-73.911747","1","71","2115801","2023590100","Melrose South-Mott Haven North                                             ","2015-02-26T00:00:00.000"
"6","M965","I.S. 349 TRANSPORTABLE - MANHATTAN","549 AUDUBON AVENUE",,"475","10","1","10040","40.855954","-73.927051","12","277","1076751","1021600018","Washington Heights North                                                   ","2017-09-12T00:00:00.000"
"8","X915","P.S. 119 TRANSPORTABLE - X","1075 PUGSLEY AVENUE",,"100","18","2","10472","40.828518","-73.856569","9","4001","2025696","2037890021","Soundview-Bruckner                                                         ","2017-09-12T00:00:00.000"
"8","X938","P.S. 138 TRANSPORTABLE - X","2060 LAFAYETTE AVENUE",,"50","18","2","10473","40.822665","-73.853366","9","74","2022289","2036090016","Soundview-Castle Hill-Clason Point-Harding Park                            ","2017-09-12T00:00:00.000"
"8","X947","P.S. 14 TRANSPORTABLE - X","3041 BRUCKNER BLVD",,"100","13","2","10461","40.835779","-73.825735","10","184","2072754","2053130092","Schuylerville-Throgs Neck-Edgewater Park                                   ","2017-09-12T00:00:00.000"
"8","X948","P.S. 71 TRANSPORTABLE - X","3040 ROBERTS AVENUE",,"0","13","2","10461","40.845787","-73.829829","10","26602","2046140","2041710001","Pelham Bay-Country Club-City Island                                        ","2017-09-12T00:00:00.000"
"9","X924","P.S. 64 TRANSPORTABLE - X","1425 WALTON AVENUE",,"0","16","2","10452","40.840096","-73.915569","4","223","2008098","2028430040","West Concourse                                                             ","2017-09-12T00:00:00.000"
"9","X933","P.S. 163 TRANSPORTABLE - X","2075 WEBSTER AVENUE",,"200","15","2","10457","40.851741","-73.898493","5","379","2013297","2031420048","Mount Hope                                                                 ","2017-09-12T00:00:00.000"
"11","X906","P.S. 175 TRANSPORTABLE - X","200 CITY ISLAND AVENUE",,"38","13","2","10464","40.843873","-73.785219","10","516","2082444","2056410280","Pelham Bay-Country Club-City Island                                        ","2017-09-12T00:00:00.000"
"11","X916","P.S. 16 TRANSPORTABLE1 - X","4550 CARPENTER AVENUE",,"88","11","2","10470","40.902205","-73.854829","12","414","2070894","2050760031","Woodlawn-Wakefield                                                         ","2017-09-12T00:00:00.000"
"11","X942","P.S. 16 TRANSPORTABLE2 - X","4550 CARPENTER AVENUE",,"93","11","2","10470","40.902205","-73.854829","12","414","2070894","2050760031","Woodlawn-Wakefield                                                         ","2017-09-12T00:00:00.000"
"11","X945","P.S. 87 TRANSPORTABLE - X","1935 BUSSING AVENUE",,"175","12","2","10466","40.895104","-73.845968","12","428","2069061","2050180001","Woodlawn-Wakefield                                                         ","2017-09-12T00:00:00.000"
"11","X946","P.S. 108 TRANSPORTABLE - X","1166 NEILL AVENUE",,"175","13","2","10461","40.854726","-73.853227","11","288","2048608","2042750001","Pelham Parkway                                                             ","2017-09-12T00:00:00.000"
