"id","name","latitude","longitude","domain","asset_class","nta_code","responsible_agency","operated_by","owner","number","street","city","postcode","borough","bin","bbl","num_floors","connected_to_fiber","wireless_on_roof","fiber_pathways_in_building","landmarked","senior_center_flag","community_cornerstone_center_flag","franchise_agreement","community_board","council_district","census_tract","nta","target_neighborhood_id","target_neighborhood"
"NYPL-100011","Columbus","40.764932","-73.99121","LIBRARIES","PUBLIC LIBRARIES","MN15","New York Public Library","NYPL","City Owned","742","10 Avenue","New York","10019","Manhattan","1026706","1010600063","3","Y","N","N","N",,,,"104","3","13300","Clinton",,"N"
"NYPL-100012","Dongan Hills","40.590395","-74.101138","LIBRARIES","PUBLIC LIBRARIES","SI24","New York Public Library","NYPL","City Owned","1617","Richmond Road","Staten Island","10304","Staten Island","5022895","5008830008","1","Y","N","N","N",,,,"502","50","18100","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",,"N"
"NYPL-100013","Eastchester","40.870138","-73.845064","LIBRARIES","PUBLIC LIBRARIES","BX03","New York Public Library","NYPL","City Owned","1385","East Gun Hill Road","Bronx","10469","Bronx","2061767","2047620022","1","Y","N","N","N",,,,"212","12","35800","Eastchester-Edenwald-Baychester","BX-2","Y"
"NYPL-100014","Edenwald","40.8888929999999","-73.8408329999999","LIBRARIES","PUBLIC LIBRARIES","BX62","New York Public Library","NYPL","City Owned","1255","East  233 Street","Bronx","10466","Bronx","2066596","2049560001","1","Y","N","N","N",,,,"212","12","42600","Woodlawn-Wakefield","BX-2","Y"
"NYPL-100015","Epiphany","40.738079","-73.982053","LIBRARIES","PUBLIC LIBRARIES","MN21","New York Public Library","NYPL","City Owned","228","East   23 Street","New York","10010","Manhattan","1019661","1009030046","3","Y","N","N","N",,,,"106","2","6400","Gramercy",,"N"
"NYPL-100016","Francis Martin","40.857432","-73.90928","LIBRARIES","PUBLIC LIBRARIES","BX36","New York Public Library","NYPL","City Owned","2150","University Avenue","Bronx","10453","Bronx","2014579","2032110005","2","Y","N","N","N",,,,"205","14","25100","University Heights-Morris Heights","BX-1","Y"
"NYPL-100017","Great Kills","40.552424","-74.151111","LIBRARIES","PUBLIC LIBRARIES","SI54","New York Public Library","NYPL","City Owned","56","Giffords Lane","Staten Island","10308","Staten Island","5070285","5054360019","2","Y","N","N","N",,,,"503","51","14604","Great Kills",,"N"
"NYPL-100018","Hamilton Grange","40.825712","-73.947998","LIBRARIES","PUBLIC LIBRARIES","MN04","New York Public Library","NYPL","City Owned","503","West  145 Street","New York","10031","Manhattan","1061938","1020770026","4","Y","N","N","Y",,,,"109","7","22900","Hamilton Heights","MN-2","Y"
"NYPL-100019","Harlem","40.806191","-73.943301","LIBRARIES","PUBLIC LIBRARIES","MN11","New York Public Library","NYPL","City Owned","9","West  124 Street","New York","10027","Manhattan","1053460","1017220030","3","Y","N","N","N",,,,"110","9","20000","Central Harlem South","MN-2","Y"
"NYPL-100020","High Bridge","40.837959","-73.9235439999999","LIBRARIES","PUBLIC LIBRARIES","BX26","New York Public Library","NYPL","City Owned","78","West  168 Street","Bronx","10452","Bronx","2003163","2025100027","2","Y","N","N","N",,,,"204","16","19900","Highbridge","BX-1","Y"
"NYPL-100021","Hudson Park","40.729904","-74.00532","LIBRARIES","PUBLIC LIBRARIES","MN23","New York Public Library","NYPL","City Owned","66","Leroy Street","New York","10014","Manhattan","1009760","1005820018","2","Y","N","N","Y",,,,"102","3","6700","West Village",,"N"
"NYPL-100022","Jerome Park","40.869037","-73.901215","LIBRARIES","PUBLIC LIBRARIES","BX28","New York Public Library","NYPL","City Owned","118","Eames Place","Bronx","10468","Bronx","2015263","2032480070","1","Y","N","N","N",,,,"208","14","26701","Van Cortlandt Village","BX-3","Y"
"NYPL-100023","Kingsbridge","40.8807","-73.907706","LIBRARIES","PUBLIC LIBRARIES","BX29","New York Public Library","NYPL","City Owned","291","West 231 Street","Bronx","10463","Bronx","2119474","2057130123","1","Y","N","N","N",,,,"208","11","28900","Spuyten Duyvil-Kingsbridge","BX-3","Y"
"NYPL-100024","Kips Bay","40.743829","-73.979934","LIBRARIES","PUBLIC LIBRARIES","MN20","New York Public Library","NYPL","City Owned","446","3 Avenue","New York","10016","Manhattan","1018325","1008860051","2","Y","N","N","N",,,,"106","2","7200","Murray Hill-Kips Bay",,"N"
"NYPL-100025","Mariners Harbor","40.6346799999999","-74.166609","LIBRARIES","PUBLIC LIBRARIES","SI12","New York Public Library","NYPL","City Owned","206","South Avenue","Staten Island","10303","Staten Island","5109138","5012660064","1","Y","N","N","N",,,,"501","49","32300","Mariner's Harbor-Arlington-Port Ivory-Graniteville","SI-1","Y"
"NYPL-100026","Morrisania","40.831264","-73.901788","LIBRARIES","PUBLIC LIBRARIES","BX35","New York Public Library","NYPL","City Owned","610","East  169 Street","Bronx","10456","Bronx","2004303","2026150023","2","Y","N","N","Y",,,,"203","16","14900","Morrisania-Melrose","BX-1","Y"
"NYPL-100027","New Dorp","40.571932","-74.1119569999999","LIBRARIES","PUBLIC LIBRARIES","SI45","New York Public Library","NYPL","City Owned","309","New Dorp Lane","Staten Island","10306","Staten Island","5052750","5036430005","1","Y","N","N","N",,,,"502","50","12200","New Dorp-Midland Beach",,"N"
"NYPL-100028","Ottendorfer","40.728916","-73.987782","LIBRARIES","PUBLIC LIBRARIES","MN22","New York Public Library","NYPL","City Owned","135","2 Avenue","New York","10003","Manhattan","1079841","1004640039","0","Y","N","N","Y",,,,"103","2","3800","East Village","MN-1","Y"
"NYPL-100029","Parkchester","40.83376","-73.858355","LIBRARIES","PUBLIC LIBRARIES","BX46","New York Public Library","NYPL","City Owned","1985","Westchester Avenue","Bronx","10462","Bronx","2028890","2039300059","1","Y","N","N","N",,,,"209","18","22200","Parkchester","BX-1","Y"
"NYPL-100030","Pelham Bay","40.84429","-73.827884","LIBRARIES","PUBLIC LIBRARIES","BX52","New York Public Library","NYPL","City Owned","3060","Middletown Road","Bronx","10461","Bronx","2074963","2054040002","1","Y","N","N","N",,,,"210","13","26400","Schuylerville-Throgs Neck-Edgewater Park",,"N"
"NYPL-100031","Pelham Parkway-Van Nest","40.854876","-73.864145","LIBRARIES","PUBLIC LIBRARIES","BX49","New York Public Library","NYPL","City Owned","2147","Barnes Avenue","Bronx","10462","Bronx","2049427","2043210070","1","Y","N","N","N",,,,"211","13","22800","Pelham Parkway",,"N"
"NYPL-100032","Richmondtown","40.5665349999999","-74.138549","LIBRARIES","PUBLIC LIBRARIES","SI54","New York Public Library","NYPL","City Owned","200","Clarke Avenue","Staten Island","10306","Staten Island","5060744","5044700001","1","Y","N","N","N",,,,"503","51","14606","Great Kills",,"N"
"NYPL-100033","Riverdale","40.903709","-73.902742","LIBRARIES","PUBLIC LIBRARIES","BX22","New York Public Library","NYPL","City Owned","5540","Mosholu Avenue","Bronx","10471","Bronx","2084790","2058481729","1","Y","N","N","N",,,,"208","11","33700","North Riverdale-Fieldston-Riverdale","BX-3","Y"
"NYPL-100034","Schomburg Center For Research In Black Culture","40.814652","-73.940953","LIBRARIES","PUBLIC LIBRARIES","MN03","New York Public Library","NYPL","City Owned","515","Lenox Avenue","New York","10030","Manhattan","1058276","1019200029","4","Y","N","Y","Y",,,,"110","9","22800","Central Harlem North-Polo Grounds","MN-2","Y"
"NYPL-100035","Sedgwick","40.849494","-73.917581","LIBRARIES","PUBLIC LIBRARIES","BX36","New York Public Library","NYPL","City Owned","1701","University Avenue","Bronx","10453","Bronx","2100281","2028780224","2","Y","N","N","N",,,,"205","14","21501","University Heights-Morris Heights","BX-1","Y"
"NYPL-100036","Seward Park","40.7144539999999","-73.988528","LIBRARIES","PUBLIC LIBRARIES","MN28","New York Public Library","NYPL","City Owned","192","East Broadway","New York","10002","Manhattan","1004053","1003110031","4","Y","N","N","N",,,,"103","1","1401","Lower East Side","MN-1","Y"
"NYPL-100037","Soundview","40.818707","-73.862889","LIBRARIES","PUBLIC LIBRARIES","BX09","New York Public Library","NYPL","City Owned","660","Soundview Avenue","Bronx","10473","Bronx","2021838","2035580014","1","Y","N","N","N",,,,"209","18","2000","Soundview-Castle Hill-Clason Point-Harding Park","BX-1","Y"
"NYPL-100038","South Beach","40.595802","-74.063027","LIBRARIES","PUBLIC LIBRARIES","SI14","New York Public Library","NYPL","City Owned","21-25","Robin Road","Staten Island","10305","Staten Island","5129317","5031210001","1","Y","N","N","N",,,,"502","50","7400","Grasmere-Arrochar-Ft. Wadsworth",,"N"
"NYPL-100039","Spuyten Duyvil","40.886272","-73.914677","LIBRARIES","PUBLIC LIBRARIES","BX22","New York Public Library","NYPL","City Owned","650","West  235 Street","Bronx","10471","Bronx","2085867","2059150070","1","Y","N","N","N",,,,"208","11","30900","North Riverdale-Fieldston-Riverdale","BX-3","Y"
"NYPL-100040","St. Agnes","40.784847","-73.977478","LIBRARIES","PUBLIC LIBRARIES","MN12","New York Public Library","NYPL","City Owned","444","Amsterdam Avenue","New York","10024","Manhattan","1032683","1012290031","4","Y","N","N","Y",,,,"107","6","16700","Upper West Side",,"N"
"NYPL-100041","Stapleton","40.6260969999999","-74.077842","LIBRARIES","PUBLIC LIBRARIES","SI37","New York Public Library","NYPL","City Owned","132","Canal Street","Staten Island","10304","Staten Island","5013792","5005260063","1","Y","N","N","N",,,,"501","49","2700","Stapleton-Rosebank","SI-1","Y"
"NYPL-100042","Todt Hill-Westerleigh","40.609575","-74.148498","LIBRARIES","PUBLIC LIBRARIES","SI07","New York Public Library","NYPL","City Leased","2550","Victory Boulevard","Staten Island","10314","Staten Island","5035398","5020990005","2","Y","N","N","N",,,,"501","50","18901","Westerleigh","SI-1","Y"
"NYPL-100043","Tompkins Square","40.727302","-73.9804099999999","LIBRARIES","PUBLIC LIBRARIES","MN22","New York Public Library","NYPL","City Owned","331","East   10 Street","New York","10009","Manhattan","1005147","1004040039","3","Y","N","N","Y",,,,"103","2","3400","East Village","MN-1","Y"
"NYPL-100044","Tottenville","40.50953","-74.244105","LIBRARIES","PUBLIC LIBRARIES","SI11","New York Public Library","NYPL","City Owned","7430","Amboy Road","Staten Island","10307","Staten Island","5088113","5078990009","2","Y","N","N","Y",,,,"503","51","24401","Charleston-Richmond Valley-Tottenville",,"N"
"NYPL-100045","Tremont","40.846045","-73.8983459999999","LIBRARIES","PUBLIC LIBRARIES","BX01","New York Public Library","NYPL","City Owned","1866","Washington Avenue","Bronx","10457","Bronx","2009573","2029180001","2","Y","N","N","N",,,,"206","15","39500","Claremont-Bathgate","BX-1","Y"
"NYPL-100046","Van Cortlandt","40.8836136952043","-73.894467682381","LIBRARIES","PUBLIC LIBRARIES","BX28","New York Public Library","NYPL","City Leased","3882","Cannon Place","Bronx","10463","Bronx","2015233","2032460074","1","Y","N","N","N",,,,"208","11","27900","Van Cortlandt Village","BX-3","Y"
"NYPL-100047","Wakefield","40.891098","-73.859523","LIBRARIES","PUBLIC LIBRARIES","BX44","New York Public Library","NYPL","City Owned","4100","Lowerre Place","Bronx","10466","Bronx","2063175","2048320020","2","Y","N","N","N",,,,"212","12","42000","Williamsbridge-Olinville","BX-2","Y"
"NYPL-100048","Washington Heights","40.834521","-73.939662","LIBRARIES","PUBLIC LIBRARIES","MN36","New York Public Library","NYPL","City Owned","1000","St Nicholas Avenue","New York","10032","Manhattan","1062551","1021090055","3","Y","N","N","N",,,,"112","10","24301","Washington Heights South","MN-2","Y"
"NYPL-100049","Webster","40.770654","-73.95135","LIBRARIES","PUBLIC LIBRARIES","MN31","New York Public Library","NYPL","City Owned","1465","York Avenue","New York","10075","Manhattan","1045991","1014720028","4","Y","N","N","N",,,,"108","5","13200","Lenox Hill-Roosevelt Island",,"N"
"NYPL-100050","West Farms","40.844673","-73.883046","LIBRARIES","PUBLIC LIBRARIES","BX17","New York Public Library","NYPL","City Owned","2085","Honeywell Avenue","Bronx","10460","Bronx","2013151","2031230061","3","Y","N","N","N",,,,"206","17","36300","East Tremont","BX-1","Y"
"NYPL-100051","West New Brighton","40.634508","-74.114817","LIBRARIES","PUBLIC LIBRARIES","SI35","New York Public Library","NYPL","City Owned","976","Castleton Avenue","Staten Island","10310","Staten Island","5004936","5001780115","1","Y","N","N","N",,,,"501","49","10500","New Brighton-Silver Lake","SI-1","Y"
"NYPL-100052","Woodstock","40.82064","-73.904628","LIBRARIES","PUBLIC LIBRARIES","BX34","New York Public Library","NYPL","City Owned","761","East  160 Street","Bronx","10456","Bronx","2004700","2026570030","3","Y","N","N","Y",,,,"201","17","7700","Melrose South-Mott Haven North","BX-1","Y"
"NYPL-100053","Yorkville","40.7736049999999","-73.956407","LIBRARIES","PUBLIC LIBRARIES","MN31","New York Public Library","NYPL","City Owned","222","East   79 Street","New York","10075","Manhattan","1044180","1014330037","3","Y","N","N","Y",,,,"108","4","13400","Lenox Hill-Roosevelt Island",,"N"
"QPL-100001","Lefrak City","40.737432","-73.861572","LIBRARIES","PUBLIC LIBRARIES","QN25","Queens Public Library","QPL","City Leased","98-30","57 Avenue","Corona","11368","Queens","4047321","4019180070","16","Y","N","Y","N",,,,"404","21","45500","Corona","QN-1","Y"
"QPL-100002","Court Square","40.747108","-73.944569","LIBRARIES","PUBLIC LIBRARIES","QN31","Queens Public Library","QPL","City Leased","25-01","Jackson Avenue","Long Island City","11101","Queens","4539937","4000790030","49","Y","N","Y","N",,,,"402","26","1900","Hunters Point-Sunnyside-West Maspeth",,"N"
"QPL-100003","South Jamaica","40.69563","-73.790177","LIBRARIES","PUBLIC LIBRARIES","QN01","Queens Public Library","QPL","City Owned","108-41","Guy R Brewer Boulevard","Jamaica","11433","Queens","4539786","4101710008","1","Y","N","Y","N",,,,"412","27","25800","South Jamaica","QN-2","Y"
"QPL-100004","Rochdale Village","40.672876","-73.770587","LIBRARIES","PUBLIC LIBRARIES","QN02","Queens Public Library","QPL","City Owned","169-09","137 Avenue","Jamaica","11434","Queens","4270057","4124950175","1","Y","N","Y","N",,,,"412","28","33402","Springfield Gardens North","QN-2","Y"
"QPL-100005","Rosedale","40.659964","-73.7399069999999","LIBRARIES","PUBLIC LIBRARIES","QN05","Queens Public Library","QPL","City Leased","144-20","243 Street","Rosedale","11422","Queens","4287999","4135490007","1","Y","N","Y","N",,,,"413","31","65400","Rosedale","QN-2","Y"
"QPL-100006","Hollis","40.720171","-73.762303","LIBRARIES","PUBLIC LIBRARIES","QN06","Queens Public Library","QPL","City Owned","202-05","Hillside Avenue","Hollis","11423","Queens","4224387","4105320120","1","Y","N","Y","N",,,,"408","23","47800","Jamaica Estates-Holliswood","QN-2","Y"
"QPL-100007","South Hollis","40.707012","-73.753796","LIBRARIES","PUBLIC LIBRARIES","QN07","Queens Public Library","QPL","City Owned","204-01","Hollis Avenue","Saint Albans","11412","Queens","4442263","4109070030","1","Y","N","Y","N",,,,"412","27","50800","Hollis","QN-2","Y"
"QPL-100008","St. Albans","40.692526","-73.760108","LIBRARIES","PUBLIC LIBRARIES","QN08","Queens Public Library","QPL","City Owned","191-05","Linden Boulevard","Saint Albans","11412","Queens","4238275","4110620024","1","Y","N","Y","N",,,,"412","27","52800","St. Albans","QN-2","Y"
"QPL-100009","Seaside","40.579388","-73.837734","LIBRARIES","PUBLIC LIBRARIES","QN10","Queens Public Library","QPL","City Owned","116-15","Rockaway Beach Boulevard","Rockaway Park","11694","Queens","4304786","4162260001","1","Y","N","Y","N",,,,"414","32","93402","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","QN-3","Y"
"QPL-100010","Broad Channel","40.600732","-73.820052","LIBRARIES","PUBLIC LIBRARIES","QN10","Queens Public Library","NYCDPR;QPL","City Owned","16-26","Cross Bay Boulevard","Far Rockaway","11693","Queens","4297581","4154810530","1","Y","N","Y","N",,,,"414","32","107201","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","QN-3","Y"
"QPL-100011","Peninsula","40.585838","-73.816059","LIBRARIES","PUBLIC LIBRARIES","QN12","Queens Public Library","QPL","City Owned","92-25","Rockaway Beach Boulevard","Far Rockaway","11693","Queens","4303629","4161350013","1","Y","N","Y","N",,,,"414","32","94203","Hammels-Arverne-Edgemere","QN-3","Y"
"QPL-100012","Arverne","40.593145","-73.78404","LIBRARIES","PUBLIC LIBRARIES","QN12","Queens Public Library","QPL","City Owned","312","Beach   54 Street","Far Rockaway","11691","Queens","4301922","4158900018","1","Y","N","Y","N",,,,"414","31","97204","Hammels-Arverne-Edgemere","QN-3","Y"
"QPL-100013","Far Rockaway Teen Annex","40.602515","-73.753513","LIBRARIES","PUBLIC LIBRARIES","QN15","Queens Public Library","QPL","City Leased","1019","Beacon Place","Far Rockaway","11691","Queens",,"4157040001","1","Y","N","Y","N",,,,"414","31","100802","Far Rockaway-Bayswater","QN-3","Y"
"QPL-100014","Far Rockaway","40.604313","-73.752472","LIBRARIES","PUBLIC LIBRARIES","QN15","Queens Public Library","NYCDPR;NYCFDNY;QPL","City Owned","16-37","Central Avenue","Far Rockaway","11691","Queens","4298240;4529057","4155590025","3","Y","N","Y","N",,,,"414","31","103202","Far Rockaway-Bayswater","QN-3","Y"
"QPL-100015","Forest Hills Branch Library","40.722141","-73.843046","LIBRARIES","PUBLIC LIBRARIES","QN17","Queens Public Library","QPL","City Owned","108-19","71 Avenue","Forest Hills","11375","Queens","4052345","4022230054","2","Y","N","Y","N",,,,"406","29","73900","Forest Hills",,"N"
"QPL-100016","Forest Hills","40.722141","-73.843046","LIBRARIES","PUBLIC LIBRARIES","QN17","Queens Public Library","QPL","City Owned","108-19","71 Avenue","Forest Hills","11375","Queens","4052345","4022230054","2","Y","N","Y","N",,,,"406","29","73900","Forest Hills",,"N"
"QPL-100017","North Forest Park","40.711186","-73.853672","LIBRARIES","PUBLIC LIBRARIES","QN17","Queens Public Library","QPL","City Owned","98-27","Metropolitan Avenue","Forest Hills","11375","Queens","4076687","4032070022","1","Y","N","Y","N",,,,"406","29","72900","Forest Hills",,"N"
"QPL-100018","Rego Park","40.727315","-73.864505","LIBRARIES","PUBLIC LIBRARIES","QN18","Queens Public Library","QPL","City Owned","91-41","63 Drive","Rego Park","11374","Queens","4072812","4031030043","1","Y","N","Y","N",,,,"406","29","69500","Rego Park",,"N"
"QPL-100019","Glendale","40.7025719999999","-73.875798","LIBRARIES","PUBLIC LIBRARIES","QN19","Queens Public Library","QPL","City Owned","78-60","73 Place","Ridgewood","11385","Queens","4090100","4036960047","2","Y","N","Y","N",,,,"405","30","62300","Glendale",,"N"
"QPL-100020","Ridgewood","40.705171","-73.902571","LIBRARIES","PUBLIC LIBRARIES","QN20","Queens Public Library","QPL","City Owned","2012","Madison Street","Ridgewood","11385","Queens","4083512","4034910001","1","Y","N","Y","N",,,,"405","30","58900","Ridgewood",,"N"
"QPL-100021","Ridgewood Library Branch","40.705171","-73.902571","LIBRARIES","PUBLIC LIBRARIES","QN20","Queens Public Library","QPL","City Owned","2002","Madison Street","Ridgewood","11385","Queens","4083512","4034910001","1","Y","N","Y","N",,,,"405","30","58900","Ridgewood",,"N"
"QPL-100022","Middle Village","40.712942","-73.880865","LIBRARIES","PUBLIC LIBRARIES","QN21","Queens Public Library","QPL","City Owned","72-31","Metropolitan Avenue","Middle Village","11379","Queens","4312065","4030577501","5","Y","N","Y","N",,,,"405","30","65702","Middle Village",,"N"
"QPL-100023","International Resource Center","40.757782","-73.828877","LIBRARIES","PUBLIC LIBRARIES","QN22","Queens Public Library","QPL","City Owned","41-17","Main Street","Flushing","11355","Queens","4114282","4050430011","3","Y","N","Y","N",,,,"407","20","85300","Flushing",,"N"
"QPL-100024","Mitchell-Linden","40.771125","-73.826914","LIBRARIES","PUBLIC LIBRARIES","QN22","Queens Public Library","QPL","City Owned","29-42","Union Street","Flushing","11354","Queens","4445300","4043430110","1","Y","N","Y","N",,,,"407","20","88901","Flushing",,"N"
"QPL-100025","Flushing","40.757782","-73.828877","LIBRARIES","PUBLIC LIBRARIES","QN22","Queens Public Library","QPL","City Owned","41-17","Main Street","Flushing","11355","Queens","4114282","4050430011","3","Y","N","Y","N",,,,"407","20","85300","Flushing",,"N"
"QPL-100026","Poppenhusen Branch","40.786248","-73.846009","LIBRARIES","PUBLIC LIBRARIES","QN23","Queens Public Library","QPL","City Owned","121-23","14 Avenue","College Point","11356","Queens","4097863","4040420113","1","Y","N","Y","Y",,,,"407","19","92900","College Point",,"N"
"QPL-100027","Poppenhusen","40.786248","-73.846009","LIBRARIES","PUBLIC LIBRARIES","QN23","Queens Public Library","QPL","City Owned","121-23","14 Avenue","College Point","11356","Queens","4097863","4040420113","1","Y","N","Y","N",,,,"407","19","92900","College Point",,"N"
"QPL-100028","Corona","40.75089","-73.86198","LIBRARIES","PUBLIC LIBRARIES","QN26","Queens Public Library","QPL","City Owned","38-23","104 Street","Corona","11368","Queens","4044596","4017750077","1","Y","N","Y","N",,,,"403","21","40300","North Corona","QN-1","Y"
"QPL-100029","East Elmhurst","40.762418","-73.873871","LIBRARIES","PUBLIC LIBRARIES","QN27","Queens Public Library","QPL","City Owned","95-06","Astoria Boulevard","East Elmhurst","11369","Queens","4437122","4013750001","1","Y","N","Y","N",,,,"403","21","35300","East Elmhurst","QN-1","Y"
"QPL-100030","Langston Hughes","40.757632","-73.868138","LIBRARIES","PUBLIC LIBRARIES","QN27","Queens Public Library","QPL","City Owned","100-01","Northern Boulevard","East Elmhurst","11369","Queens","4437193","4016950039","2","Y","N","Y","N",,,,"403","21","36300","East Elmhurst","QN-1","Y"
"QPL-100031","Jackson Heights","40.750202","-73.885069","LIBRARIES","PUBLIC LIBRARIES","QN28","Queens Public Library","QPL","City Owned","35-51","81 Street","Jackson Heights","11372","Queens","4029693","4012810048","2","Y","N","Y","N",,,,"403","25","28300","Jackson Heights","QN-1","Y"
"QPL-100032","Elmhurst Branch Library","40.738556","-73.876816","LIBRARIES","PUBLIC LIBRARIES","QN29","Queens Public Library","QPL","City Owned","86-01","Broadway","Elmhurst","11373","Queens","4590789","4018370001","3","Y","N","Y","N",,,,"404","25","47300","Elmhurst","QN-1","Y"
"QPL-100033","Elmhurst","40.738556","-73.876816","LIBRARIES","PUBLIC LIBRARIES","QN29","Queens Public Library","QPL","City Owned","86-01","Broadway","Elmhurst","11373","Queens","4590789","4018370001","3","Y","N","Y","N",,,,"404","25","47300","Elmhurst","QN-1","Y"
"QPL-100034","Maspeth","40.726975","-73.893084","LIBRARIES","PUBLIC LIBRARIES","QN30","Queens Public Library","QPL","City Owned","69-70","Grand Avenue","Maspeth","11378","Queens","4308052","4027960008","1","Y","N","Y","N",,,,"405","30","49302","Maspeth",,"N"
"QPL-100035","Sunnyside","40.740804","-73.9216699999999","LIBRARIES","PUBLIC LIBRARIES","QN31","Queens Public Library","QPL","City Owned","43-06","Greenpoint Avenue","Woodside","11377","Queens","4002111","4001730016","1","Y","N","Y","N",,,,"402","26","18502","Hunters Point-Sunnyside-West Maspeth",,"N"
"QPL-100036","Cambria Heights","40.69478","-73.739639","LIBRARIES","PUBLIC LIBRARIES","QN33","Queens Public Library","QPL","City Owned","220-20","Linden Boulevard","Cambria Heights","11411","Queens","4274388","4127370061","1","Y","N","Y","N",,,,"413","27","60800","Cambria Heights","QN-2","Y"
"QPL-100037","Cambria Heights Branch Library","40.695736","-73.741135","LIBRARIES","PUBLIC LIBRARIES","QN33","Queens Public Library","QPL","City Owned","218-13","Linden Boulevard","Cambria Heights","11411","Queens","4536041","4113190001","1","Y","N","Y","N",,,,"413","27","59800","Cambria Heights","QN-2","Y"
"QPL-100038","Queens Village","40.719885","-73.7390449999999","LIBRARIES","PUBLIC LIBRARIES","QN34","Queens Public Library","QPL","City Owned","94-11","217 Street","Queens Village","11428","Queens","4226761","4106210012","1","Y","N","Y","N",,,,"413","23","56600","Queens Village","QN-2","Y"
"QPL-100039","Queens Village Branch Library","40.719885","-73.7390449999999","LIBRARIES","PUBLIC LIBRARIES","QN34","Queens Public Library","QPL","City Owned","94-11","217 Street","Queens Village","11428","Queens","4226761","4106210012","1","Y","N","Y","N",,,,"413","23","56600","Queens Village","QN-2","Y"
"QPL-100040","Briarwood","40.710034","-73.819457","LIBRARIES","PUBLIC LIBRARIES","QN35","Queens Public Library","QPL","City Owned","85-12","Main Street","Jamaica","11435","Queens","4206518","4096510025","1","Y","N","Y","N",,,,"408","24","22001","Briarwood-Jamaica Hills","QN-2","Y"
"QPL-100041","Kew Gardens Hills","40.7259169999999","-73.820722","LIBRARIES","PUBLIC LIBRARIES","QN37","Queens Public Library","QPL","City Owned","72-33","Vleigh Place","Flushing","11367","Queens","4144059","4066610005","1","Y","N","Y","N",,,,"408","24","77907","Kew Gardens Hills","QN-2","Y"
