project_id,project_name,project_description,current_phase,current_phase_type,regions,latlon,Location 1,latitude,longitude,project_url,project_image
700249,QACHS SOUND SYSTEM,Board of Education Project,Ongoing,default,County-Wide,"39.047677,-76.06675","Powell Street,
Centreville, MD 21617
(39.047677, -76.06675)",39.047677,-76.06675,,
700251,CHES COLL-NON CAP EQMT,Ches College Project,Ongoing,default,Wye Mills,"38.952185,-76.083655","100 College Cir
Wye Mills, MD 21658
(38.952185, -76.083655)",38.952185,-76.083655,,
700255,MODULAR COMPLEX,Board of Education Project,Ongoing,default,County-Wide,"39.047677,-76.06675","Powell Street,
Centreville, MD 21617
(39.047677, -76.06675)",39.047677,-76.06675,,
700257,KENNARD ELEM - ROOF,Board of Education Project,Ongoing,default,County-Wide,"39.047677,-76.06675","Powell Street,
Centreville, MD 21617
(39.047677, -76.06675)",39.047677,-76.06675,,
700259,COMP BUILDING ASSESSMENT,Board of Education Project,Ongoing,default,County-Wide,"39.047677,-76.06675","Powell Street,
Centreville, MD 21617
(39.047677, -76.06675)",39.047677,-76.06675,,
700261,TENNIS COURTS-QACHS &KIH,Board of Education Project,Ongoing,default,County-Wide,"39.047677,-76.06675","107 N Liberty St
Centreville, MD 21617
(39.047677, -76.06675)",39.047677,-76.06675,,
820005,ASPHALT OVERLAYS-UPGRADE,Roads Project,Ongoing,default,County-Wide,"39.045469,-76.066214","Powell Street,
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
820247,RDS EQMT STORAGE SHED,Roads Project,Ongoing,default,Centreville,"39.033723,-76.01832","Safety Drive,
Centreville, MD 21617
(39.033723, -76.01832)",39.033723,-76.01832,,
820251,TRF BAR INST CTY WD,Roads Project,Ongoing,default,County-Wide,"39.047677,-76.06675","Powell Street,
Centreville, MD 21617
(39.047677, -76.06675)",39.047677,-76.06675,,
820295,FOGWELL RD IMPROVMTS,Roads Project,Ongoing,default,Centreville,"39.03682,-75.935434","Fogwell Road,
Centreville, MD 21617
(39.03682, -75.935434)",39.03682,-75.935434,,
820297,RT 18-552 IMPROVEMTS,Roads Project,Ongoing,default,Chester,"38.97393,-76.280434","Dominion Road,
Chester, MD 21619
(38.97393, -76.280434)",38.97393,-76.280434,,
820303,ROADS - CAPITAL EQUIPMEN,Roads Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
300009,B HERON GOLF-DRIVNG RANG,Golf Course Project,Planning,default,Stevensville,"38.910712,-76.325715","Eareckson Lane,
Stevensville, MD 21666
(38.910712, -76.325715)",38.910712,-76.325715,,
320025,AIRPORT BLDGS - REPAIR,Airport Project,Planning,default,Stevensville,"38.976165,-76.328391","Wallman Way
Stevensville, MD 21666
(38.976165, -76.328391)",38.976165,-76.328391,,
400305,WHITE MARSH PARK,General Govt Project,Complete,default,Centreville,"39.069633,-76.039613","Bloomfield Farm Lane,
Centreville, MD 21617
(39.069633, -76.039613)",39.069633,-76.039613,,
700231,STEVENSVILLE MIDDLE,Board of Education Project,Complete,default,County-Wide,"39.047677,-76.06675","Powell Street,
Centreville, MD 21617
(39.047677, -76.06675)",39.047677,-76.06675,,
700241,FY15 RELOCATABLES,Board of Education Project,Complete,default,County-Wide,"39.047677,-76.06675","100 College Cir
Wye Mills, MD 21658
(39.047677, -76.06675)",39.047677,-76.06675,,
700253,FY16 RELOCATABLES,Board of Education Project,Complete,default,County-Wide,"39.047677,-76.06675","Powell Street,
Centreville, MD 21617
(39.047677, -76.06675)",39.047677,-76.06675,,
820221,TAYLOR MILL RD BRIDGE,Roads Project,Planning,default,Centreville,"39.023343,-76.075664","Taylors Mill Road,
Centreville, MD 21617
(39.023343, -76.075664)",39.023343,-76.075664,,
200073,SOUTHERN KENT ISLAND (SKI) SEWER PH I ,Sanitary District Project,Design,default,Stevensville,"38.98668,-76.325144","1705 Romancoke Rd
Stevensville, MD 21666
(38.936373, -76.355078)",38.936373,-76.355078,SKI Project Details (http://qac.org/732/Southern-Kent-Island-Sanitation-Sewer-Pr),https://data.qac.org/views/4d3t-but4/files/548de1b9-2805-47d8-9138-e31a936ecdc3
400559,NEW COUNTY COURTHOUSE,General Govt Project,Bid,default,Centreville,"39.045502,-76.064117","132 N Commerce St
Centreville, MD 21617
(39.045131, -76.064676)",39.045131,-76.064676,,
