"file_number","file_name","location_acres","decision_date","allocation_area","planning_area","location_description","use_type_1","number_of_houses_1","use_type_2","number_of_houses_2","use_type_3","number_of_houses_3","coordinates"
"SDP-11-031","Trotter Crest","1.945","2011-09-09T00:00:00.000","Columbia","Columbia","E SIDE TROTTER RD 500' N OF SOUTH WIND CIR","Single Family Detached","4",,,,,"(39.2109, -76.9178)"
"SDP-05-051","HEATHER GLEN PROPERTY","3","2005-04-22T00:00:00.000","Ellicott City","Ellicott City","S SIDE OF ELDEE DR","Single Family Detached","3",,,,,"(39.2572, -76.8577)"
"SDP-02-030","PINE TREE OVERLOOK","0.19","2001-11-20T00:00:00.000","Southeast","Southeast","N SIDE GLEN CT AT PINE TREE RD","Single Family Detached","1",,,,,"(39.1452, -76.8122)"
"SDP-17-007","VILLAGE CREST SENIOR TOWNS","1.72","2017-10-02T00:00:00.000","EC - Growth & Revitalization","Ellicott City","E SIDE VILLAGE CREST DR N OF HILLSBOROUGH RD","SFA-Age Restricted","12",,,,,"(39.2512, -76.7905)"
"SDP-04-028","ROCKBURN VIEW","1.82","2003-12-08T00:00:00.000","Elkridge","Elkridge","S SIDE OF MONTGOMERY RD 700' W OF BELLANCA DR","Single Family Detached","1",,,,,"(39.2138, -76.7682)"
"SDP-08-077","MANORDALE PROPERTY","0.46","2008-10-28T00:00:00.000","Ellicott City","Ellicott City","NW SIDE MANORDALE RD OPPOSITE FOX HILL DR_","Single Family Detached","1",,,,,"(39.2663, -76.8222)"
"SDP-15-008","HAGGBLOM PROPERTY","0.57","2014-12-15T00:00:00.000","Established Communities","Elkridge","S SIDE MONTGOMERY RD 200' E OF ROCKBURN RD","Single Family Detached","1",,,,,"(39.2139, -76.7771)"
"SDP-10-078","Marshalee Woods","1.41","2012-11-02T00:00:00.000","Elkridge","Elkridge","W SIDE MARSHALEE DR","Single Family Detached","3",,,,,"(39.2103, -76.7606)"
"SDP-00-138","VILLAGE OF RIVER HILL","2.42","2000-08-14T00:00:00.000","Columbia","Columbia","TERMINUS OF DISTANT THUNDER TRL/INDIAN SUMMER DR","Single Family Detached","7",,,,,"(39.2088, -76.9249)"
"SDP-10-070","SAINT CHARLES VIEW","1.11","2010-04-16T00:00:00.000","Ellicott City","Ellicott City","NE QUADRANT TERRA MARIA WAY & FREDERICK RD","Single Family Detached","4",,,,,"(39.2856, -76.889)"
"SDP-03-069","CHESTNUT CREST","0.45","2003-11-25T00:00:00.000","Ellicott City","Ellicott City","E OF CHESTNUT HILL DR 200' S OF FOREST HILL","Single Family Detached","1",,,,,"(39.2887, -76.793)"
"SDP-08-103","FULTON PROPERTY","1.06","2009-01-16T00:00:00.000","Ellicott City","Ellicott City","S SIDE OF OLD FREDERICK RD 200' E OF ST. JOHN'S LN","Single Family Detached","3",,,,,"(39.2971, -76.8402)"
"SDP-05-016","JONES ROAD","5.12","2006-05-16T00:00:00.000","Senior East","Southeast","E SIDE JONES RD 150' S OF MARY LN","SFA-Age Restricted-MIHU","3","SFA-Age Restricted","21",,,"(39.1515, -76.8104)"
"SDP-07-142","WOODLAND ROAD PROPERTY","0.44","2008-01-07T00:00:00.000","Ellicott City","Ellicott City","W SIDE WOODLAND RD 1100' S OF OLD ANNAPOLIS RD","Single Family Detached","1",,,,,"(39.2422, -76.8486)"
"SDP-06-089","EMERSON TOWNHOUSES","4.835","2007-01-09T00:00:00.000","Southeast","Southeast","SE SIDE OF PALACE HALL DR & SKYLARK BLVD","Single Family Attached","45",,,,,"(39.1395, -76.8547)"
"SDP-12-002","CYPRESS SPRINGS - PHASE 1","3.07","2012-06-26T00:00:00.000","Elkridge","Elkridge","S SIDE LAWYERS HILL RD S OF OLD LAWYERS HILL RD","Single Family Detached","13",,,,,"(39.2153, -76.7189)"
"SDP-06-049","OTTEN PROPERTY","0.468","2006-03-01T00:00:00.000","Ellicott City","Ellicott City","N SIDE RIDGE RD 400' W OF PATAPSCO RIVER RD","Single Family Detached","1",,,,,"(39.278, -76.8107)"
"SDP-13-071","MLF-Westside, Area 3","1.35","2013-08-01T00:00:00.000","SE - Growth & Revitalization","Southeast","WESTSIDE BLVD","Single Family Attached","19",,,,,"(39.1516, -76.9066)"
"SDP-04-152","ELKRIDGE TOWN CENTER - PH. 1-4","14.57","2007-02-20T00:00:00.000","Elkridge,MIHU","Elkridge","S SIDE GREENFIELD RD AT WASHINGTON BLVD","APT-MIHU","19","APT","167",,,"(39.2041, -76.7325)"
"SDP-02-070","THE HILLSIDE AT ROCKY GORGE","4.59","2002-04-01T00:00:00.000","Southeast","Southeast","TERMINUS OF TOWER DR","Single Family Detached","14",,,,,"(39.1314, -76.8787)"
"SDP-04-065","NORTH LAUREL PARK","0.485","2004-01-16T00:00:00.000","Southeast","Southeast","E SIDE MEREDITH AVE AT GROVER PL","Single Family Detached","2",,,,,"(39.1128, -76.8369)"
"SDP-00-041","R. BAKER PROPERTY II","2.2","2000-01-31T00:00:00.000","Elkridge","Elkridge","TERMINUS OF ADCOCK LANE","Single Family Detached","7",,,,,"(39.2043, -76.7205)"
"SDP-17-049","HOLIDAY HILLS","2.005","2017-08-09T00:00:00.000","Established Communities","Southeast","HUNTING LANE EAST OF LONGVIEW","Single Family Detached","2",,,,,"(39.1783, -76.8814)"
"SDP-01-138","NORDAU SUBDIVISION","0.94","2001-09-27T00:00:00.000","Southeast","Southeast","S SIDE OF MISSION RD 400' NE OF JONES RD","Single Family Detached","3",,,,,"(39.1569, -76.8148)"
"SDP-10-040","PRATT PROPERTY","0.47","2010-03-11T00:00:00.000","Ellicott City","Ellicott City","E SIDE CENTENNIAL LN 600' S OF MAXINE ST","Single Family Detached","1",,,,,"(39.2443, -76.8667)"
"SDP-10-055","Valley Mede, Section 14, Lots 71 and 72","4.2","2010-03-12T00:00:00.000","Ellicott City","Ellicott City","TERMINUS OF HICKORYMEDE COURT","Single Family Detached","2",,,,,"(39.2859, -76.8492)"
"SDP-16-047","MAPLE LAWN FARMS","2.9","2016-05-17T00:00:00.000","SE - Growth & Revitalization","Southeast","FEDERAL ST & BUTTER LN","Single Family Detached","15",,,,,"(39.1625, -76.9159)"
"SDP-01-003","VILLAGE OF RIVER HILL","4.48","2000-10-12T00:00:00.000","Columbia","Columbia","FLOWING WATER TRAIL W OF INDIAN SUMMER DR","Single Family Detached","27",,,,,"(39.2088, -76.9295)"
"SDP-07-135","COLUMBIA WOODLANDS","0.43","2007-09-25T00:00:00.000","Ellicott City","Ellicott City","W SIDE WOODLAND RD 650' N OF RT 108","Single Family Detached","1",,,,,"(39.2413, -76.8489)"
"SDP-07-073","STONE MANOR","0.85","2007-07-27T00:00:00.000","Ellicott City","Ellicott City","TERMINUS OF STONECREST DR","Single Family Detached","3",,,,,"(39.2513, -76.8005)"
"SDP-14-060","VILLAGE OF HARPERS CHOICE","1.14","2014-08-01T00:00:00.000","Established Communities","Columbia","WEST SIDE OF MANORSTONE LANE","Single Family Detached","1",,,,,"(39.2257, -76.9078)"
"SDP-07-143","HARWOOD PARK","0.14","2008-02-19T00:00:00.000","Elkridge","Elkridge","NW SIDE HIGHLAND AVE SW OF BEECHFIELD AVE","Single Family Detached","2",,,,,"(39.1951, -76.7397)"
"SDP-00-081","COURTNEY'S PAR","1.15","2000-04-12T00:00:00.000","Elkridge","Elkridge","TERMINUS OF MULLINEAUX ROAD","Single Family Detached","3",,,,,"(39.2127, -76.7762)"
"SDP-03-149","TAYLOR-GIFT PROPERTY  (4556 BONNIE BRANCH ROAD)","5.84","2004-09-21T00:00:00.000","Ellicott City","Ellicott City","W SIDE OF BONNIE BRANCH RD S OF COLLEGE AVE","Single Family Detached","1",,,,,"(39.2456, -76.7761)"
"SDP-05-126","VANBORINE PLACE","3.021","2005-09-15T00:00:00.000","Ellicott City","Ellicott City","N SIDE OF RT 144 1000' E OF MANOR LN","Single Family Detached","3",,,,,"(39.2858, -76.8848)"
"SDP-08-066","REED FARM AT TURF VALLEY","2.35","2008-06-18T00:00:00.000","Ellicott City","Ellicott City","E SIDE MULLINEAUX LN 600' NE OF BUNKER DR","Single Family Detached","4",,,,,"(39.2863, -76.8651)"
"SDP-04-090","FINCHAM PROPERTY","3.008","2004-07-06T00:00:00.000","Ellicott City","Ellicott City","W SIDE BONNIE BRANCH RD 150' S OF TWIN STREAM DR","Single Family Detached","3",,,,,"(39.2363, -76.7833)"
"SDP-05-128","HICKORY POINT","3.856","2005-11-08T00:00:00.000","Columbia","Columbia","JERRYS DRIVE 1500 FT NORTH OF OWEN BROWN RD","Single Family Detached","7",,,,,"(39.2046, -76.8787)"
"SDP-05-045","BONNIE RIDGE","2.12","2005-03-21T00:00:00.000","Elkridge","Elkridge","TERMINUS OF CLAIRE DR","Single Family Detached","9",,,,,"(39.2092, -76.7213)"
"SDP-03-144","KIM PROPERTY","0.7","2003-08-22T00:00:00.000","Southeast","Southeast","SOUTH SIDE HARDING RD EAST OF OLD COLUMBIA RD","Single Family Detached","1",,,,,"(39.1324, -76.9095)"
"SDP-03-071","THORNTON WOODS OVERLOOK","3.906","2003-04-01T00:00:00.000","Columbia","Columbia","TERMINUS OF ROMMEL DRIVE","Single Family Detached","10",,,,,"(39.1683, -76.835)"
"SDP-02-048","STONE MANOR","1.2","2002-01-07T00:00:00.000","Ellicott City","Ellicott City","WEST SIDE OF STONECREST DR NORTH OF BRITTANY DR","Single Family Detached","3",,,,,"(39.2487, -76.8039)"
"SDP-10-100","EAGLE VALLEY","1.807","2010-12-10T00:00:00.000","Elkridge","Elkridge","NW QUADRANT LOUDON AVE & SMITH AVE","Single Family Detached","9",,,,,"(39.1935, -76.7327)"
"SDP-07-089","DUNLOGGIN II","2.165","2007-09-18T00:00:00.000","Ellicott City","Ellicott City","SPRING MEADOW DR","Single Family Detached","1",,,,,"(39.2669, -76.8364)"
"SDP-14-048","MAPLE LAWN FARMS","2.53","2014-06-09T00:00:00.000","SE - Growth & Revitalization","Southeast","WESTSIDE BLVD","Single Family Attached","35",,,,,"(39.1519, -76.9069)"
"SDP-03-095","WORTHINGTON FIELDS","0.29","2003-05-08T00:00:00.000","Ellicott City","Ellicott City","GARDEN GATE CT EAST OF RIVIERA SUN DR","Single Family Detached","1",,,,,"(39.2499, -76.7914)"
"SDP-05-150","AUTUMN VIEW","2.978","2006-03-15T00:00:00.000","Ellicott City","Ellicott City","SW OF COLLEGE AVE AT FOUR QUARTER RD","Single Family Detached","13",,,,,"(39.2534, -76.7852)"
"SDP-04-061","WOODROW PROPERTY","0.9","2004-05-11T00:00:00.000","Ellicott City","Ellicott City","E SIDE MONTGOMERY RD 400' N OF WORTHINGTON WAY","Single Family Detached","2",,,,,"(39.2351, -76.7951)"
"SDP-14-008","HARRIS ACRES","2.487","2014-03-07T00:00:00.000","Established Communities","Elkridge","N SIDE OF OLD MONTGOMERY RD 490' W OF MONTGOMERY RD","Single Family Detached","3",,,,,"(39.2161, -76.7882)"
"SDP-01-101","GTW'S WAVERLY WOODS","2.95","2001-05-25T00:00:00.000","Ellicott City","Ellicott City","W OF DORCHESTER WAY 700' N OF BIRMINGHAM WAY","Single Family Attached","40",,,,,"(39.3103, -76.8868)"
"SDP-09-051","ROSE LANE","1.76","2009-11-13T00:00:00.000","Southeast","Southeast","N SIDE ROSE LN 500' SW OF JONES RD","Single Family Detached","6",,,,,"(39.1538, -76.8165)"
"SDP-04-014","EMERSON","1.683","2003-10-03T00:00:00.000","Southeast","Southeast","SE SIDE OF SKYLARK BLVD & THREE MOONS WAY","Single Family Detached","10",,,,,"(39.1359, -76.8631)"
"SDP-13-083","TROTTER POINT","7.66","2013-11-13T00:00:00.000","Established Communities","Columbia","W SIDE TROTTER RD N OF SOUTH WIND CIR","Single Family Detached","14",,,,,"(39.2125, -76.9201)"
"SDP-99-148","THE VILLAS AT CATTAIL CREEK","58","2002-09-27T00:00:00.000","Rural West","Rural West","W SIDE OF RT 97 900' S OF COUNTRYSIDE DR","SFA-Age Restricted","68",,,,,"(39.2752, -77.041)"
"SDP-01-052","GTW'S WAVERLY WOODS","0.402","2000-12-20T00:00:00.000","Ellicott City","Ellicott City","S OF DORCHESTER WAY E OF PETERSBORO RD","Single Family Detached","1",,,,,"(39.3079, -76.8789)"
"SDP-16-050","ESTATES AT PATAPSCO PARK","9.75","2016-08-26T00:00:00.000","Established Communities","Ellicott City","VALLEY VIEW WAY","Single Family Detached","55",,,,,"(39.3054, -76.8214)"
"SDP-04-060","WAVERLY GARDENS","2.322","2004-11-12T00:00:00.000","Ellicott City","Ellicott City","N SIDE OF BIRMINGHAM WAY AT WARWICK WAY","APT-Age Restricted-MIHU-Received","71","APT-Age Restricted-MIHU","102",,,"(39.309, -76.8895)"
"SDP-05-155","MAPLE LAWN FARMS","1.65","2005-09-29T00:00:00.000","Southeast","Southeast","N & S ELLINGTON ST, N SIDE ELMWOOD ST, E SIDE MULBERRY ST","Single Family Detached","14",,,,,"(39.1574, -76.9073)"
"SDP-03-131","THE HILLSIDE AT ROCKY GORGE II","1.5","2004-03-23T00:00:00.000","Southeast","Southeast","S SIDE OF SCAGGSVILLE RD 200' E OF TOWER DR","Single Family Detached","4",,,,,"(39.1325, -76.8775)"
"SDP-09-048","BALLEW PROPERTY","1","2009-08-26T00:00:00.000","Ellicott City","Ellicott City","W SIDE CHATHAM RD 600' S OF UNDEROAK DR","Single Family Detached","2",,,,,"(39.2697, -76.8338)"
"SDP-16-069","PINEHURST","1.8374","2017-03-22T00:00:00.000","Established Communities","Southeast","STANSFIELD RD W OF OLD SCAGGSVILLE RD","Single Family Detached","4",,,,,"(39.1212, -76.8653)"
"SDP-03-057","THE OVERLOOK AT CENTENNIAL PARK","0.4","2003-01-02T00:00:00.000","Ellicott City","Ellicott City","NE SIDE OF OLD ANNAPOLIS RD 200' S OF NATALIES WAY","Single Family Detached","1",,,,,"(39.2507, -76.8508)"
"SDP-03-091","WILLIAM KRATZ, SR.  PROPERTY","0.72","2003-11-14T00:00:00.000","Elkridge","Elkridge","N SIDE OF MONTGOMERY RD 150' E OF PARKVIEW CT","Single Family Detached","0",,,,,"(39.2127, -76.7596)"
"SDP-02-071","GTW'S WAVERLY WOODS","3.38","2002-03-22T00:00:00.000","Ellicott City","Ellicott City","WEST SIDE OF DORCHESTER WAY","Single Family Detached","18",,,,,"(39.3123, -76.886)"
"SDP-11-014","MAZIE'S PLACE","0.94","2012-02-06T00:00:00.000","Southeast","Southeast","E SIDE OLD BOND MILL RD 300' S OF STANSFIELD RD","Single Family Detached","2",,,,,"(39.1322, -76.8813)"
"SDP-11-034","Cascade Overlook, Section III, Lots 1-14","2.92","2011-10-26T00:00:00.000","Elkridge","Elkridge","E SIDE ILCHESTER RD N OF LANDING RD","Single Family Detached","14",,,,,"(39.2389, -76.7661)"
"SDP-11-028","Hawk's Watch","1.96","2011-06-21T00:00:00.000","Elkridge","Elkridge","N SIDE MONTGOMERY RD 1000' E OF PARKVIEW CT","Single Family Detached","4",,,,,"(39.2123, -76.7592)"
"SDP-06-036","DORSEY CROSSING","8.978","2007-06-11T00:00:00.000","Ellicott City","Ellicott City","SOUTHEAST CORNER OF OLD ANNAPOLIS ROAD AND COLUMBIA RD","Single Family Attached","95","SFA-MIHU-Offsite","10",,,"(39.2416, -76.8432)"
"SDP-07-123","SOUDER PROPERTY","1.86","2009-02-10T00:00:00.000","Southeast","Southeast","N SIDE OF MD RT 216 600' NW OF PINEWAY DR","Single Family Detached","1",,,,,"(39.1403, -76.8839)"
"SDP-16-076","CHURCH RIDGE LOT 7","0.7576","2016-10-19T00:00:00.000","Established Communities","Ellicott City","CHURCH LN AT DEERFIELD DR","Single Family Detached","1",,,,,"(39.2954, -76.7988)"
"SDP-16-068","COTTAGE GROVE","2.3344","2017-03-20T00:00:00.000","Established Communities","Southeast","GUILFORD RD N OF CARROLL HEIGHTS","Single Family Detached","4",,,,,"(39.1524, -76.8196)"
