"file_number","file_name","location_acres","decision_date","allocation_area","planning_area","location_description","use_type_1","number_of_houses_1","use_type_2","number_of_houses_2","use_type_3","number_of_houses_3","coordinates"
"SDP-16-052","OXFORD SQUARE - RIVER OVERLOOK","21.733","2017-10-10T00:00:00.000","ELK - Growth & Revitalization","Elkridge","BANBURY DR AT CROWLEY ST","Single Family Attached","107","SFA-MIHU","19",,,"(39.1862, -76.7388)"
"SDP-11-040","Dorset Gardens","14.7751","2012-07-03T00:00:00.000","Elkridge,MIHU,Route 1","Elkridge","E SIDE BLUE STREAM DR","Single Family Attached","101","SFA-MIHU","24",,,"(39.1788, -76.7744)"
"SDP-04-071","GTW'S WAVERLY WOODS","1.55","2004-02-20T00:00:00.000","Ellicott City","Ellicott City","N SIDE OF ENFIELD DR AT HARROW DR","Single Family Attached","28",,,,,"(39.3099, -76.888)"
"SDP-01-105","ROCKY GLEN","0.388","2001-05-04T00:00:00.000","Ellicott City","Ellicott City","S SIDE CHURCH LN 600' W OF CHESTNUT FARM LN","Single Family Detached","1",,,,,"(39.2954, -76.8051)"
"SDP-07-048","SHIPLEY'S GRANT - PH. II","3.91","2008-01-24T00:00:00.000","Elkridge","Elkridge","MD RT 108 AT SNOWDEN RIVER PKY","Single Family Attached","58","SFA-MIHU","8",,,"(39.215, -76.7999)"
"SDP-09-014","TALBOTS WOODS I PROPERTY","3.15","2009-01-20T00:00:00.000","Elkridge","Elkridge","N SIDE OF TALBOTS LANDING R","Single Family Detached","11",,,,,"(39.2296, -76.7739)"
"SDP-09-027","THE ENCLAVE AT DUNLOGGIN","2.801","2009-03-31T00:00:00.000","Ellicott City","Ellicott City","W SIDE CHATHAM RD 1000' S OF UNDEROAK RD","Single Family Detached","6",,,,,"(39.2686, -76.8337)"
"SDP-12-064","Horseshoe Heights, Lots 1 thru 4","2.12","2012-12-03T00:00:00.000","Ellicott City","Ellicott City","HORSESHOE RD OPPOSITE TIYANA CT","Single Family Detached","4",,,,,"(39.2292, -76.8038)"
"SDP-15-017","MORRIS PLACE","14.44","2015-10-07T00:00:00.000","ELK - Growth & Revitalization","Elkridge","WEST SIDE OF US RT 1 SOUTH SIDE OF CEMETERY LN","Single Family Attached","45","SFA-MIHU","8",,,"(39.1814, -76.7725)"
"SDP-06-103","HARWOOD PARK","0.29","2006-05-24T00:00:00.000","Elkridge","Elkridge","E SIDE LOUDON AVE OPPOSITE MELROSE AVE","Single Family Detached","2",,,,,"(39.1947, -76.736)"
"SDP-03-106","BONNIE BRANCH OVERLOOK II","1.66","2003-06-27T00:00:00.000","Ellicott City","Ellicott City","NORTH SIDE OF BONNIE VIEW CT","Single Family Detached","3",,,,,"(39.2369, -76.7853)"
"SDP-14-035","PATUXENT VIEW, LOT 7","0.934","2014-03-24T00:00:00.000","Established Communities","Ellicott City","S SIDE OLD FREDERICK RD W OF MARRIOTTSVILLE RD","Single Family Detached","1",,,,,"(39.3169, -76.9026)"
"SDP-16-066","MAPLE LAWN FARMS","6.52","2016-10-21T00:00:00.000","SE - Growth & Revitalization","Southeast","N SIDE FEDERAL ST","Single Family Detached","11",,,,,"(39.1637, -76.9142)"
"SDP-06-027","CASECARESAN, LLC PROPERTY","0.322","2006-04-26T00:00:00.000","Elkridge","Elkridge","S SIDE OLD WASHINGTON RD 50' W OF MONTGOMERY RD","Single Family Detached","1",,,,,"(39.2052, -76.7262)"
"SDP-08-052","FORNEY PROPERTY","1.369","2008-06-18T00:00:00.000","Columbia","Columbia","SW SIDE WATERLOO RD OPPOSITE MONTGOMERY RUN RD","Single Family Detached","2",,,,,"(39.2161, -76.8067)"
"SDP-01-146","AUTUMN VIEW","6.2","2001-11-09T00:00:00.000","Ellicott City","Ellicott City","HIDDEN HOLLOW,WHISPERING WILLOW,HUXLEY,DONCASTER","Single Family Detached","26",,,,,"(39.2489, -76.7784)"
"SDP-05-097","CHAPEL MANOR  (MCFARLAND PROPERTY)","2.37","2005-08-04T00:00:00.000","Elkridge","Elkridge","W SIDE MONTGOMERY RD 200' S OF LYNN LN","Single Family Detached","4",,,,,"(39.2224, -76.7907)"
"SDP-02-065","THE ENCLAVE AT ELLICOTT HILLS","26.5","2002-04-19T00:00:00.000","Ellicott City","Ellicott City","TERMINUS OF NORTH RIDGE RD","SFA-Age Restricted","116","APT-Age Restricted","170",,,"(39.2939, -76.8184)"
"SDP-07-066","OAKHURST III","2.239","2008-04-09T00:00:00.000","Columbia","Columbia","SOUTHEAST OF GUILFORD ROAD AND GLEN OAKS LANE","Single Family Attached","15","SFA-MIHU-Offsite","2",,,"(39.1628, -76.8295)"
"SDP-05-044","VILLAGE CREST - Phase 3","23.48","2006-03-09T00:00:00.000","Senior East","Ellicott City","W SIDE OF VILLAGE CREST DR","SFA-Age Restricted","60",,,,,"(39.2538, -76.7908)"
"SDP-09-038","HOLLIFIELD HILLS","6.374","2009-05-07T00:00:00.000","Ellicott City","Ellicott City","TERMINUS OF MILLERS WAY DRIVE & CHAPEL HILL WAY","Single Family Detached","19",,,,,"(39.3071, -76.8092)"
"SDP-00-064","WILLIAMS KNOLL","1.04","2000-04-05T00:00:00.000","Elkridge","Elkridge","N SIDE OF ABEL ST 500' S OF US RT 1","Single Family Detached","4",,,,,"(39.2035, -76.7277)"
"SDP-07-034","CRUTTENDEN PROPERTY","0.857","2007-03-09T00:00:00.000","Ellicott City","Ellicott City","E SIDE ROGERS AVE N OF FABER WAY","Single Family Detached","1",,,,,"(39.2948, -76.8102)"
"SDP-14-045","BONNIE ACRES","0.46","2014-05-12T00:00:00.000","Established Communities","Elkridge","BONNIE ACRES DRIVE","Single Family Detached","1",,,,,"(39.2295, -76.7869)"
"SDP-07-132","VILLAGE OF HARPERS CHOICE, 5/9","1.57","2007-10-16T00:00:00.000","Columbia","Columbia","TERMINUS OF MANORSTONE LN","Single Family Detached","1",,,,,"(39.2239, -76.908)"
"SDP-03-012","TALBOT'S LAST SHIFT","1.508","2003-04-02T00:00:00.000","Elkridge","Elkridge","TERMINUS OF TALBOT'S LANDING","Single Family Detached","1",,,,,"(39.2242, -76.767)"
"SDP-04-141","SEARLES PROPERTY","0.42","2004-09-24T00:00:00.000","Ellicott City","Ellicott City","E SIDE CENTENNIAL LN 850' N OF MAXINE ST","Single Family Detached","0",,,,,"(39.2482, -76.8671)"
"SDP-06-023","NORTH LAUREL PARK","0.34","2006-02-16T00:00:00.000","Southeast","Southeast","E SIDE OF NORTH LAUREL RD S OF MARYLAND AVE","Single Family Detached","2",,,,,"(39.1133, -76.8426)"
"SDP-05-140","MARGARET'S FANCY","10.491","2006-04-05T00:00:00.000","Ellicott City","Ellicott City","SE OF GREEN CLOVER DR & OLD FREDERICK RD","Single Family Detached","18",,,,,"(39.3067, -76.8673)"
"SDP-06-131","ROUTE ONE TEMPORARY MOBILE HOME PARK","7.38","2007-08-03T00:00:00.000","Southeast","Southeast","EAST SIDE OF US RT 1 SOUTH OF FLEMING ST","MH","39",,,,,"(39.1614, -76.7923)"
"SDP-03-113","LUTHER E. JUSTIS & SIN HWA JUSTIS","0.46","2003-05-20T00:00:00.000","Columbia","Columbia","S SIDE OF OWEN BROWN RD 100' W OF MARTIN RD","Single Family Detached","1",,,,,"(39.1998, -76.8701)"
"SDP-10-025","Baney Property","0.51","2010-04-28T00:00:00.000","Elkridge","Elkridge","E SIDE SERENA DYLAN WAY","Single Family Detached","1",,,,,"(39.227, -76.77)"
"SDP-12-051","MAPLE LAWN FARMS","3.66","2012-09-21T00:00:00.000","Southeast","Southeast","WEST SIDE OF MULBERRY ST","Single Family Detached","21",,,,,"(39.1597, -76.9082)"
"SDP-01-024","TERRA MARIA","0.15","2000-10-23T00:00:00.000","Ellicott City","Ellicott City","NORTH END OF GROTTO WALK","Single Family Detached","1",,,,,"(39.2872, -76.8917)"
"SDP-06-120","WODE PROPERTY","1.017","2006-06-28T00:00:00.000","Columbia","Columbia","NE SIDE OAKLAND MILLS RD 200' S OF SHADOW FALL TERR","Single Family Detached","3",,,,,"(39.216, -76.8367)"
"SDP-13-066","TAKIAR PROPERTY - LOT 2","0.749","2013-07-22T00:00:00.000","Established Communities","Southeast","S SIDE HARDING RD 300' E OF OLD COLUMBIA RD","Single Family Detached","1",,,,,"(39.1322, -76.9088)"
"SDP-06-159","EMERSON","6.882","2008-04-11T00:00:00.000","Southeast","Southeast","TERMINUS OF PALACE HALL DR","APT-Age Restricted-MIHU","80",,,,,"(39.1355, -76.857)"
"SDP-15-030","SCARBOROUGH ESTATES","2.25","2015-03-17T00:00:00.000","Established Communities","Elkridge","SE SIDE OLD MONTGOMERY RD N OF BRIGHTFIELD RD","Single Family Detached","3",,,,,"(39.2135, -76.79)"
"SDP-04-108","GIBSON PROPERTY","2.94","2004-07-15T00:00:00.000","Ellicott City","Ellicott City","TERMINUS OF DORADO DR","Single Family Detached","3",,,,,"(39.2508, -76.8034)"
"SDP-01-139","JAMESTOWN LANDING","13.925","2001-08-23T00:00:00.000","Southeast","Southeast","N SIDE OF HARDING RD W OF OLD COLUMBIA PIKE","Single Family Detached","28",,,,,"(39.1345, -76.9092)"
"SDP-03-154","THE OAKS AT WATERS EDGE","33.97","2005-03-18T00:00:00.000","Elkridge","Elkridge","NE OF PORT CAPITAL DR SOUTH OF I-95","Single Family Attached","75","SFA-MIHU-Offsite","12",,,"(39.1808, -76.7802)"
"SDP-06-034","BELMONT STATION","24.533","2006-12-18T00:00:00.000","Route 1","Elkridge","SW SIDE US RT 1 OPPOSITE TROY HILL DR","Single Family Attached","93","SFA-MIHU","17","APT-MIHU","32","(39.1923, -76.7464)"
"SDP-07-105","WAKE FOREST","0.946","2007-12-14T00:00:00.000","Columbia","Columbia","NE SIDE WAKE FOREST RD OPPOSITE THOMPSON DR","Single Family Detached","3",,,,,"(39.2043, -76.9396)"
"SDP-03-037","WESSEL PROPERTY","0.23","2003-04-22T00:00:00.000","Southeast","Southeast","NW QUADRANT OF WHISKEY BOTTOM RD & MANORWOOD RD","Single Family Detached","1",,,,,"(39.1211, -76.8384)"
"SDP-11-008","The Grove at Emerson","1.883","2010-12-09T00:00:00.000","Southeast","Southeast","N OF SKYLARK BLVD E OF WINTER SUN RD","Single Family Detached","12",,,,,"(39.1418, -76.8548)"
"SDP-14-084","NEWELL PROPERTY","1.14","2014-11-21T00:00:00.000","Established Communities","Southeast","OLD SCAGGSVILLE RD N OF ALL SAINTS DR","Single Family Detached","4",,,,,"(39.1144, -76.8585)"
"SDP-97-115","NEW COLONY VILLAGE-PHASE 4","13.16","2000-08-01T00:00:00.000","Elkridge","Elkridge","SE QUADRANT OF I-95 & MD RT 175","Single Family Detached","90",,,,,"(39.179, -76.7825)"
"SDP-02-134","EMERSON","1.211","2002-07-24T00:00:00.000","Southeast","Southeast","SW OF GORMAN RD WEST OF I-95","Single Family Detached","6",,,,,"(39.1429, -76.8573)"
"SDP-10-018","CLAREMONT OVERLOOK","43.613","2010-08-17T00:00:00.000","Elkridge","Elkridge","S SIDE LAWYERS HILL RD 800' S OF OLD LAWYERS HILL RD","Single Family Detached","25",,,,,"(39.2172, -76.7156)"
"SDP-05-068","VETICK PROPERTY","0.852","2005-03-15T00:00:00.000","Columbia","Columbia","SE SIDE OF MD RT 108 100' S OF MIDDLE PATUXENT CT_","Single Family Detached","1",,,,,"(39.2263, -76.9192)"
"SDP-07-095","TAGHVAEI PROPERTY","0.427","2007-07-16T00:00:00.000","Columbia","Columbia","W SIDE WATERLOO RD S OF WOODLOO DR","Single Family Detached","1",,,,,"(39.1999, -76.7955)"
"SDP-03-034","COLUMBIA HILLS","1.658","2003-01-24T00:00:00.000","Ellicott City","Ellicott City","N SIDE SYBERT DR 100' W OF MEADOWBROOK LN","Single Family Detached","1",,,,,"(39.2439, -76.8281)"
"SDP-08-087","MAPLE LAWN FARMS","2.58","2008-09-25T00:00:00.000","Southeast","Southeast","WATER ST AT TILGHMAN ST","Single Family Attached","37",,,,,"(39.154, -76.8999)"
"SDP-03-138","CENTRE 9500 - PARCEL C  PH. I","12.381","2004-06-01T00:00:00.000","Senior East","Elkridge","S OF MARSHALEE DR OPPOSITE GATEPOST WAY","APT-Age Restricted","54",,,,,"(39.2037, -76.7631)"
"SDP-03-163","KENDALL OVERLOOK","11.037","2004-04-15T00:00:00.000","Columbia","Columbia","E SIDE DRIED EARTH BLVD 1200' S OF APRIL BROOK CIR","SFA-Age Restricted","78",,,,,"(39.1915, -76.8051)"
"SDP-13-086","MLF Midtown West Area 2 (20 SFD)","4.1","2013-10-02T00:00:00.000","SE - Growth & Revitalization","Southeast","WEST SIDE OF US29 BETWEEN JOHNS HOPKINS ROAD & MD 216","Single Family Detached","20",,,,,"(39.1589, -76.9078)"
"SDP-14-076","MAPLE LAWN FARMS","1.9","2014-07-30T00:00:00.000","SE - Growth & Revitalization","Southeast","N & S SIDES OF MARKET ST","Single Family Attached","35",,,,,"(39.1513, -76.9054)"
"SDP-00-108","ORCHARD PARK CONDOMINIUM","1.81","2002-03-06T00:00:00.000","Ellicott City","Ellicott City","E SIDE OF PINE ORCHARD LN 300' N OF CORPORATE CT","APT","27",,,,,"(39.283, -76.8633)"
"SDP-05-031","EMERSON","1.683","2004-11-18T00:00:00.000","Southeast","Southeast","W SIDE STEPHENS RD S OF GORMAN RD","Single Family Detached","10",,,,,"(39.1339, -76.8471)"
"SDP-16-028","PINE GROVE ADDITION","1.83","2016-06-30T00:00:00.000","Established Communities","Southeast","PINE RD N OF GUILFORD RD","Single Family Detached","6",,,,,"(39.1487, -76.8133)"
"SDP-07-124","OCH'S PROPERTY","1.51","2007-11-15T00:00:00.000","Elkridge","Elkridge","W SIDE OF MONTGOMERY RD 100' S OF KERGER RD","Single Family Detached","3",,,,,"(39.2202, -76.7896)"
"SDP-05-075","JARED S. MILLER PROPERTY","0.212","2005-09-21T00:00:00.000","Southeast","Southeast","E SIDE OF RT 1 580' N OF GATEWOOD DR","Single Family Detached","1",,,,,"(39.1563, -76.7969)"
"SDP-07-058","CHESTNUT HILL","0.5","2007-07-06T00:00:00.000","Ellicott City","Ellicott City","SE QUADRANT FOREST HILL DR & CHESTNUT HILL DR","Single Family Detached","1",,,,,"(39.2891, -76.793)"
"SDP-03-005","EAST SIDE","0.54","2002-09-24T00:00:00.000","Ellicott City","Ellicott City","NE QUADRANT OF CENTENNIAL LN & MAXINE ST","Single Family Detached","1",,,,,"(39.2464, -76.8673)"
"SDP-07-029","JASON SUBDIVISION","0.471","2007-04-10T00:00:00.000","Ellicott City","Ellicott City","TERMINUS OF COUNTRY CT","Single Family Detached","1",,,,,"(39.2411, -76.8461)"
"SDP-04-081","AUTUMN VIEW","0.382","2004-02-18T00:00:00.000","Ellicott City","Ellicott City","W SIDE OF DONCASTER DR AT HURLEY DR","Single Family Detached","2",,,,,"(39.2477, -76.7772)"
"SDP-06-009","MONTGOMERY KNOLLS","0.858","2005-12-28T00:00:00.000","Ellicott City","Ellicott City","TERMINUS OF MARYBETH WAY","Single Family Detached","1",,,,,"(39.2329, -76.8047)"
"SDP-16-020","GRAY ROCK - LOT 23","0.58","2016-04-15T00:00:00.000","Established Communities","Ellicott City","TERMINUS OF BLUE HILL CT","Single Family Detached","1",,,,,"(39.2704, -76.8362)"
"SDP-06-028","HARWOOD PARK","0.551","2006-07-25T00:00:00.000","Elkridge","Elkridge","NW SIDE MELROSE AVE S OF EUCLID AVE","Single Family Detached","6",,,,,"(39.1942, -76.7375)"
"SDP-02-024","KAISER FARM","5.59","2002-06-24T00:00:00.000","Ellicott City","Ellicott City","NORTH OF KAISER DR","APT","98",,,,,"(39.2841, -76.8138)"
"SDP-11-035","HARWOOD PARK (Property of 6422 Harthorn LLC)","0.14","2011-11-23T00:00:00.000","Elkridge","Elkridge","HAWTHORNE RD NORTH OF ATHOL AVE.","Single Family Detached","2",,,,,"(39.1909, -76.7395)"
"SDP-17-038","ALLVIEW ESTATES","0.62","2017-06-14T00:00:00.000","Established Communities","Columbia","BEECHWOOD DRIVE","Single Family Detached","1",,,,,"(39.1914, -76.862)"
"SDP-01-109","WESLEY WOODS","6.09","2001-12-05T00:00:00.000","Elkridge","Elkridge","S SIDE OF OLD WASHINGTON BLVD 700' S OF US RT 1","Single Family Detached","26",,,,,"(39.211, -76.712)"
"SDP-04-001","GERMAN ROAD","0.375","2003-12-08T00:00:00.000","Ellicott City","Ellicott City","SOUTH SIDE OF GERMAN RD 750' W OF BETHANY LN","Single Family Detached","1",,,,,"(39.2887, -76.8599)"
"SDP-05-103","SCOTT O. MILLER & CAROLE M. MILLER PROP. (HAIDER)","0.459","2005-10-04T00:00:00.000","Ellicott City","Ellicott City","W SIDE OF ST. JOHN'S LN 600' S OF CRESTLEIGH RD","Single Family Detached","1",,,,,"(39.2591, -76.8257)"
"SDP-12-019","TROTTERS RUN","1.1","2012-03-19T00:00:00.000","Columbia","Columbia","S SIDE SWIMMER ROW WAY","Single Family Detached","3",,,,,"(39.1921, -76.9205)"
"SDP-00-055","GTW'S WAVERLY WOODS","3.14","2000-05-22T00:00:00.000","Ellicott City","Ellicott City","NW QUADRANT OF BIRMINGHAM WAY & DORCHESTER WAY","Single Family Attached","53",,,,,"(39.309, -76.8862)"
"SDP-13-055","Orchard Park Section 3","3","2014-06-19T00:00:00.000","EC - Growth & Revitalization","Ellicott City","TERMINUS OF PINE ORCHARD","APT-MIHU","4","APT","35",,,"(39.2831, -76.8645)"
"SDP-00-061","PATUXENT RIDGE","3.09","2000-04-05T00:00:00.000","Southeast","Southeast","TERMINUS OF HALSTEAD AVE","Single Family Detached","16",,,,,"(39.117, -76.8463)"
"SDP-03-127","BASFORD'S RETREAT","6.74","2003-10-30T00:00:00.000","Southeast","Southeast","TERMINUS OF LINCOLN ST","Single Family Attached","26",,,,,"(39.14, -76.8167)"
"SDP-09-056","WORTHINGTON FIELDS","12.924","2009-09-24T00:00:00.000","Ellicott City","Ellicott City","TERMINUS OF ACADEMY RD","Single Family Detached","59",,,,,"(39.2465, -76.792)"
"SDP-03-053","HOLIDAY HILLS","0.5","2003-01-08T00:00:00.000","Southeast","Southeast","S SIDE VISTA RD 800' E OF NEWBERRY DR","Single Family Detached","1",,,,,"(39.179, -76.8822)"
"SDP-15-049","MAPLE LAWN FARMS","2.78","2015-07-21T00:00:00.000","SE - Growth & Revitalization","Southeast","SOUTH OF IAGER BLVD, WEST OF PACA ST, NORTH OF HOLSTEIN ST","Single Family Detached","17",,,,,"(39.1617, -76.914)"
"SDP-11-007","Tabots Woods II","2.5191","2011-03-23T00:00:00.000","Elkridge","Elkridge","TALBOT'S LANDING AT SERENA DYLAN WAY","Single Family Detached","7",,,,,"(39.2274, -76.7724)"
"SDP-03-068","STONE MANOR","1.772","2003-02-28T00:00:00.000","Ellicott City","Ellicott City","TERMINUS OF ROBERTS RD","Single Family Detached","5",,,,,"(39.2523, -76.8014)"
"SDP-05-082","AUTUMN VIEW","5.568","2005-04-28T00:00:00.000","Ellicott City","Ellicott City","SW OF COLLEGE AVE 2400' NW OF BONNIE BRANCH RD","Single Family Detached","28",,,,,"(39.2501, -76.7857)"
"SDP-08-109","RIVERWATCH ","4.818","2009-10-22T00:00:00.000","ELK - Growth & Revitalization,MIHU,Route 1,Shared G&R & Est. Comm.","Elkridge","NE & SW OF FURNACE AVE N OF RAILROAD AVE","Single Family Attached","38","SFA-MIHU","42",,,"(39.2148, -76.7057)"
"SDP-12-027","MOUNT HEBRON OVERLOOK","4.07","2012-07-12T00:00:00.000","Ellicott City","Ellicott City","NORTH OF I-70 .113 MILES NE OF SULAND CIRCLE","Single Family Detached","25",,,,,"(39.298, -76.8347)"
"SDP-01-114","NORTH LAUREL PARK","1.78","2001-05-22T00:00:00.000","Southeast","Southeast","DURANT AVE S OF LAUREL AVE","Single Family Detached","9",,,,,"(39.1107, -76.8472)"
"SDP-11-027","Bonnie Orchard","4.241","2011-08-09T00:00:00.000","Elkridge","Elkridge","WEST SIDE OF MONTGOMERY RD 350' S OF KERGER RD","Single Family Detached","9",,,,,"(39.2197, -76.7908)"
"SDP-02-051","ROCKBURN WOODS","6.27","2002-10-18T00:00:00.000","Senior East","Elkridge","N SIDE OF MONTGOMERY RD 500' W OF RUXTON DR","SFA-Age Restricted","21",,,,,"(39.2123, -76.7557)"
"SDP-16-058","WOODBROOK","2.14","2016-06-28T00:00:00.000","Established Communities","Elkridge","N SIDE WOODCREST DR 600' E OF WATERLOO RD","Single Family Detached","8",,,,,"(39.2, -76.793)"
"SDP-01-121","NEW COLONY VILLAGE-PHASE 6","11.89","2002-02-26T00:00:00.000","Elkridge","Elkridge","SE QUADRANT OF I-95 & MD RT 175","Single Family Detached","111",,,,,"(39.1776, -76.7846)"
"SDP-15-023","DAY RESOURCE CENTER","3","2016-02-22T00:00:00.000","SE - Growth & Revitalization","Southeast","W SIDE GUILFORD RD E OF RT 1","APT","35",,,,,"(39.1406, -76.8076)"
"SDP-13-035","WINTER CREST","3.697","2013-09-06T00:00:00.000","Elkridge","Elkridge","N SIDE WINTERS LN 600' NW OF HANOVER RD","Single Family Detached","7",,,,,"(39.1972, -76.7234)"
"SDP-05-044","VILLAGE CREST - Phase 1","23.48","2006-03-09T00:00:00.000",,"Ellicott City","W SIDE OF VILLAGE CREST DR","SFA-Age Restricted","10",,,,,"(39.2538, -76.7908)"
"SDP-14-011","MISSION RIDGE","1.236","2014-02-12T00:00:00.000","Established Communities","Southeast","MISSION RD SOUTH OF REDONDO WAY","Single Family Detached","4",,,,,"(39.1584, -76.8166)"
"SDP-05-010","HECHT PROPERTY","0.63","2004-10-12T00:00:00.000","Ellicott City","Ellicott City","W SIDE BETHANY LN 1000' S OF PATUXENT OVERLOOK CT","Single Family Detached","1",,,,,"(39.2853, -76.8589)"
"SDP-14-018","NORMANDY OAKS","3.458","2014-01-02T00:00:00.000","Established Communities","Ellicott City","E SIDE ROSEMAR DR S OF HIGH RIDGE RD","Single Family Detached","6",,,,,"(39.2918, -76.8022)"
"SDP-09-020","ALBRIGHT PROPERTY, LOT 7","0.313","2011-01-28T00:00:00.000","Elkridge","Elkridge","NE SIDE AUGUSTINE AVE AT WASHINGTON BLVD","Single Family Detached","1",,,,,"(39.2131, -76.719)"
"SDP-08-074","ASHTON PROPERTY","0.83","2009-01-09T00:00:00.000","Elkridge","Elkridge","E SIDE KERGER RD 700' S OF ILCHESTER RD","Single Family Detached","1",,,,,"(39.2285, -76.7795)"
"SDP-16-079","SHIPLEY'S GRANT PAR D-80","1.864","2017-07-07T00:00:00.000","Established Communities","Elkridge","MD RT 108 AT SNOWDEN RIVER PKY","Single Family Attached","20",,,,,"(39.2171, -76.7994)"
"SDP-02-058","MARTIN MANOR","0.702","2002-04-11T00:00:00.000","Columbia","Columbia","NORTH SIDE OF MARTIN RD 300' SOUTH OF HALFCROWN CT","Single Family Detached","3",,,,,"(39.1845, -76.8743)"
"SDP-05-118","RIVERSIDE ESTATES","0.529","2007-03-23T00:00:00.000","Southeast","Southeast","SW QUADRANT NEWBERRY DR & JUDY LN","Single Family Detached","1",,,,,"(39.1762, -76.8859)"
"SDP-10-012","CARLTON PROPERTY","1.22","2010-05-13T00:00:00.000","Elkridge","Elkridge","N SIDE OLD WASHINGTON RD 200' S OF MONTGOMERY RD","Single Family Detached","4",,,,,"(39.2057, -76.7273)"
"SDP-05-037","SNOWDEN RIVER BUSINESS PARK","9.871","2005-09-06T00:00:00.000","Columbia","Columbia","TERMINUS OF DRIED EARTH BLVD","SFA-Age Restricted","54","APT-Age Restricted","56",,,"(39.1892, -76.807)"
"SDP-08-011","MAPLE LAWN FARMS","1.85","2008-02-06T00:00:00.000","Southeast","Southeast","N & S SIDE TILGHMAN ST","Single Family Attached","26",,,,,"(39.1538, -76.8991)"
"SDP-04-040","BELINDA  PROPERTY","0.804","2004-03-23T00:00:00.000","Southeast","Southeast","S SIDE OF HARDING RD 700' W OF BISHOPS GATE LN","Single Family Detached","2",,,,,"(39.133, -76.9066)"
"SDP-07-104","MISSION PLACE","16.31","2008-08-15T00:00:00.000","MIHU,Route 1","Southeast","W SIDE OF RT 1 N OF MISSION RD","Single Family Attached","104","APT-MIHU","61","APT","201","(39.1638, -76.794)"
"SDP-14-070","STELLA GLEN","3.6848","2014-10-31T00:00:00.000","Established Communities","Columbia","SHAKER DR N OF BEECHWOOD DR","Single Family Detached","7",,,,,"(39.1914, -76.8661)"
"SDP-10-092","SOUTH POINT PH 1 & 2","3.096","2010-12-13T00:00:00.000","Elkridge","Elkridge","N SIDE OF OLD WASHINGTON RD 1100' N OF BONNIE VIEW LN______________________","Single Family Detached","8",,,,,"(39.2099, -76.7195)"
"SDP-01-129","RUNKLES PROPERTY","0.422","2001-07-05T00:00:00.000","Ellicott City","Ellicott City","W SIDE OF BETHANY LN 200' S OF FOX DEN RD","Single Family Detached","1",,,,,"(39.2924, -76.8572)"
"SDP-08-047","HOFFMAN PROPERTY","0.52","2008-06-23T00:00:00.000","Ellicott City","Ellicott City","E SIDE HIGH RIDGE RD 600' S OF IVY DR_","Single Family Detached","1",,,,,"(39.2924, -76.8017)"
"SDP-07-039","PARTHEMOS PROPERTY III","0.277","2007-05-01T00:00:00.000","Ellicott City","Ellicott City","W SIDE CHATHAM RD 450' N OF WAYCROSS RD","Single Family Detached","1",,,,,"(39.2672, -76.8335)"
"SDP-03-059","STONE LAKE    (OAK HILL)","2.31","2003-03-14T00:00:00.000","Southeast","Southeast","SE SIDE OF WEATHERED STONE WAY","Single Family Detached","8",,,,,"(39.1379, -76.8367)"
"SDP-04-139","SANTILLO PROPERTY","1.06","2004-07-22T00:00:00.000","Elkridge","Elkridge","S SIDE MONTGOMERY RD 800' NW OF CRYSTAL SPRINGS DR","Single Family Detached","2",,,,,"(39.2327, -76.795)"
"SDP-10-080","EAST POINT","0.67","2010-07-26T00:00:00.000","Elkridge","Elkridge","W SIDE OF HANOVER RD 50' S OF FLOREY RD","Single Family Detached","3",,,,,"(39.1992, -76.7237)"
"SDP-01-043","VILLAGE OF RIVER HILL","0.505","2000-11-15T00:00:00.000","Columbia","Columbia","W SIDE OF INDIAN SUMMER DR S OF SUNLIT WATER WAY","Single Family Detached","3",,,,,"(39.2106, -76.9278)"
"SDP-06-104","FOREST CREEK","4.31","2006-07-19T00:00:00.000","Ellicott City","Ellicott City","W SIDE OF COLUMBIA RD 600' S OF TEMORA MANOR LN","Single Family Detached","13",,,,,"(39.2535, -76.8253)"
"SDP-07-025","GLENMAR PROPERTY","1.03","2007-08-09T00:00:00.000","Elkridge","Elkridge","S SIDE MITZY LN","Single Family Detached","2",,,,,"(39.2224, -76.8021)"
"SDP-03-142","ROUTE 175 COMMERCIAL","2.927","2003-09-08T00:00:00.000","Columbia","Columbia","W SIDE SNOWDEN RIVER PKY OPPOSITE APRIL BROOK CIR","APT-Age Restricted","100",,,,,"(39.1998, -76.8092)"
"SDP-17-015","THE CEDARS EXTENDED","1.62","2017-02-07T00:00:00.000","Established Communities","Southeast","LINCOLN DR W OF ROUTE 1","Single Family Detached","6",,,,,"(39.1686, -76.7935)"
"SDP-05-005","ALBRIGHT PROPERTY","2.21","2005-03-31T00:00:00.000","Elkridge","Elkridge","NE SIDE AUGUSTINE AVE AT WASHINGTON BLVD","Single Family Detached","4",,,,,"(39.2132, -76.7183)"
"SDP-10-059","4869 Avoca Avenue","7.28","2010-12-20T00:00:00.000","Ellicott City","Ellicott City","SE SIDE OF AVOCA AVE S OF KNOLL GLEN RD","Single Family Detached","2",,,,,"(39.2368, -76.8043)"
"SDP-05-130","AUTUMN VIEW","1.683","2005-10-05T00:00:00.000","Ellicott City","Ellicott City","TERMINUS OF SONGSMITH LN","Single Family Detached","6",,,,,"(39.2542, -76.7861)"
