"year","state","county","state_fips_code","county_fips_code","combined_fips_code","birth_rate","lower_confidence_limit","upper_confidence_limit"
"2003","Alabama","Madison","01","089","1089","35.672025","33.1","38.4"
"2004","Alabama","Madison","01","089","1089","35.580005","33.7","37.5"
"2005","Alabama","Madison","01","089","1089","35.167268","33.6","36.8"
"2006","Alabama","Madison","01","089","1089","36.681898","35.1","38.3"
"2007","Alabama","Madison","01","089","1089","37.305089","35.7","39.0"
"2008","Alabama","Madison","01","089","1089","36.206904","34.6","37.8"
"2009","Alabama","Madison","01","089","1089","33.891476","32.4","35.4"
"2010","Alabama","Madison","01","089","1089","30.242039","28.9","31.7"
"2011","Alabama","Madison","01","089","1089","27.470215","26.2","28.8"
"2012","Alabama","Madison","01","089","1089","25.611674","24.4","26.9"
"2013","Alabama","Madison","01","089","1089","23.048933","21.9","24.3"
"2014","Alabama","Madison","01","089","1089","21.134653","20.0","22.3"
"2015","Alabama","Madison","01","089","1089","19.628417","18.6","20.7"
"2016","Alabama","Madison","01","089","1089","18.2775","17.3","19.3"
"2017","Alabama","Madison","01","089","1089","17.49869","16.5","18.5"
"2018","Alabama","Madison","01","089","1089","16.887161","15.9","17.9"
"2019","Alabama","Madison","01","089","1089","16.936989","15.7","18.2"
"2020","Alabama","Madison","01","089","1089","16.464711","14.9","18.1"
"2003","Alabama","Marengo","01","091","1091","56.492539","47.3","66.9"
"2004","Alabama","Marengo","01","091","1091","54.545105","47.2","62.6"
"2005","Alabama","Marengo","01","091","1091","52.372214","46.4","58.9"
"2006","Alabama","Marengo","01","091","1091","53.229941","47.7","59.2"
"2007","Alabama","Marengo","01","091","1091","53.184783","47.8","59.0"
"2008","Alabama","Marengo","01","091","1091","51.410634","46.2","57.1"
"2009","Alabama","Marengo","01","091","1091","48.434131","43.4","53.9"
"2010","Alabama","Marengo","01","091","1091","43.823462","39.1","49.0"
"2011","Alabama","Marengo","01","091","1091","40.36305","35.8","45.3"
"2012","Alabama","Marengo","01","091","1091","38.070486","33.6","42.9"
"2013","Alabama","Marengo","01","091","1091","34.585267","30.4","39.2"
"2014","Alabama","Marengo","01","091","1091","31.998881","27.9","36.5"
"2015","Alabama","Marengo","01","091","1091","30.006451","26.0","34.5"
"2016","Alabama","Marengo","01","091","1091","28.11557","24.0","32.7"
"2017","Alabama","Marengo","01","091","1091","26.963399","22.6","31.9"
"2018","Alabama","Marengo","01","091","1091","25.948506","21.2","31.4"
"2019","Alabama","Marengo","01","091","1091","25.818295","20.4","32.2"
"2020","Alabama","Marengo","01","091","1091","24.866439","18.7","32.3"
"2003","Alabama","Marion","01","093","1093","63.711734","54.3","74.1"
"2004","Alabama","Marion","01","093","1093","63.676801","56.1","71.9"
"2005","Alabama","Marion","01","093","1093","63.101376","56.8","69.9"
"2006","Alabama","Marion","01","093","1093","65.658194","59.7","72.0"
"2007","Alabama","Marion","01","093","1093","66.551902","60.7","72.7"
"2008","Alabama","Marion","01","093","1093","64.876806","59.2","70.9"
"2009","Alabama","Marion","01","093","1093","61.589683","56.0","67.5"
"2010","Alabama","Marion","01","093","1093","56.188121","51.0","61.8"
"2011","Alabama","Marion","01","093","1093","52.369392","47.4","57.7"
"2012","Alabama","Marion","01","093","1093","50.108757","45.2","55.4"
"2013","Alabama","Marion","01","093","1093","46.267764","41.6","51.3"
"2014","Alabama","Marion","01","093","1093","43.493044","39.0","48.3"
"2015","Alabama","Marion","01","093","1093","41.237542","36.9","46.0"
"2016","Alabama","Marion","01","093","1093","38.796779","34.5","43.5"
"2017","Alabama","Marion","01","093","1093","37.019213","32.6","41.9"
"2018","Alabama","Marion","01","093","1093","35.235045","30.4","40.6"
"2019","Alabama","Marion","01","093","1093","34.541054","29.0","40.8"
"2020","Alabama","Marion","01","093","1093","32.705172","26.4","40.1"
"2003","Alabama","Marshall","01","095","1095","90.730693","83.2","98.7"
"2004","Alabama","Marshall","01","095","1095","86.231434","80.8","91.9"
"2005","Alabama","Marshall","01","095","1095","81.573884","77.1","86.2"
"2006","Alabama","Marshall","01","095","1095","81.484846","77.2","85.9"
"2007","Alabama","Marshall","01","095","1095","79.637065","75.5","84.0"
"2008","Alabama","Marshall","01","095","1095","75.270425","71.3","79.4"
"2009","Alabama","Marshall","01","095","1095","69.485015","65.7","73.4"
"2010","Alabama","Marshall","01","095","1095","61.823456","58.4","65.4"
"2011","Alabama","Marshall","01","095","1095","56.558018","53.3","60.0"
"2012","Alabama","Marshall","01","095","1095","53.523257","50.3","56.9"
"2013","Alabama","Marshall","01","095","1095","49.436192","46.4","52.6"
"2014","Alabama","Marshall","01","095","1095","47.07872","44.1","50.2"
"2015","Alabama","Marshall","01","095","1095","45.713054","42.8","48.8"
"2016","Alabama","Marshall","01","095","1095","44.364596","41.5","47.4"
"2017","Alabama","Marshall","01","095","1095","43.841469","40.9","46.9"
"2018","Alabama","Marshall","01","095","1095","43.235313","40.2","46.5"
"2019","Alabama","Marshall","01","095","1095","43.8756","40.2","47.8"
"2020","Alabama","Marshall","01","095","1095","43.099548","38.5","48.1"
"2003","Alabama","Mobile","01","097","1097","60.34881","57.4","63.4"
"2004","Alabama","Mobile","01","097","1097","59.753448","57.6","61.9"
"2005","Alabama","Mobile","01","097","1097","58.922821","57.0","60.9"
"2006","Alabama","Mobile","01","097","1097","61.511455","59.5","63.5"
"2007","Alabama","Mobile","01","097","1097","62.423798","60.4","64.5"
"2008","Alabama","Mobile","01","097","1097","61.026581","59.1","63.0"
"2009","Alabama","Mobile","01","097","1097","58.131458","56.2","60.1"
"2010","Alabama","Mobile","01","097","1097","52.886317","51.1","54.7"
"2011","Alabama","Mobile","01","097","1097","48.713608","47.0","50.5"
"2012","Alabama","Mobile","01","097","1097","45.713552","44.0","47.4"
"2013","Alabama","Mobile","01","097","1097","41.023619","39.5","42.6"
"2014","Alabama","Mobile","01","097","1097","37.330062","35.8","38.9"
"2015","Alabama","Mobile","01","097","1097","34.425266","33.0","35.9"
"2016","Alabama","Mobile","01","097","1097","31.802481","30.4","33.2"
"2017","Alabama","Mobile","01","097","1097","30.194869","28.9","31.6"
"2018","Alabama","Mobile","01","097","1097","28.924975","27.6","30.3"
"2019","Alabama","Mobile","01","097","1097","28.760041","27.2","30.4"
"2020","Alabama","Mobile","01","097","1097","27.723484","25.7","29.9"
"2003","Alabama","Monroe","01","099","1099","60.347873","51.2","70.6"
"2004","Alabama","Monroe","01","099","1099","59.55956","52.2","67.6"
"2005","Alabama","Monroe","01","099","1099","58.547849","52.4","65.1"
"2006","Alabama","Monroe","01","099","1099","60.911482","55.1","67.1"
"2007","Alabama","Monroe","01","099","1099","62.272553","56.6","68.4"
"2008","Alabama","Monroe","01","099","1099","61.438491","55.8","67.5"
"2009","Alabama","Monroe","01","099","1099","59.019953","53.4","65.0"
"2010","Alabama","Monroe","01","099","1099","54.262682","49.0","59.9"
"2011","Alabama","Monroe","01","099","1099","50.682905","45.6","56.2"
"2012","Alabama","Monroe","01","099","1099","48.325011","43.3","53.7"
"2013","Alabama","Monroe","01","099","1099","44.188456","39.5","49.3"
"2014","Alabama","Monroe","01","099","1099","41.000367","36.5","45.9"
"2015","Alabama","Monroe","01","099","1099","38.340819","33.9","43.2"
"2016","Alabama","Monroe","01","099","1099","35.580977","31.2","40.4"
"2017","Alabama","Monroe","01","099","1099","33.557969","29.0","38.7"
"2018","Alabama","Monroe","01","099","1099","31.650703","26.7","37.3"
"2019","Alabama","Monroe","01","099","1099","30.824418","25.1","37.4"
"2020","Alabama","Monroe","01","099","1099","28.994371","22.6","36.6"
"2003","Alabama","Montgomery","01","101","1101","59.160589","55.3","63.2"
"2004","Alabama","Montgomery","01","101","1101","59.036939","56.3","61.9"
"2005","Alabama","Montgomery","01","101","1101","58.424547","56.0","60.9"
"2006","Alabama","Montgomery","01","101","1101","60.812546","58.4","63.3"
"2007","Alabama","Montgomery","01","101","1101","61.522221","59.0","64.1"
"2008","Alabama","Montgomery","01","101","1101","59.502674","57.1","62.0"
"2009","Alabama","Montgomery","01","101","1101","55.379336","53.1","57.7"
"2010","Alabama","Montgomery","01","101","1101","49.237283","47.2","51.4"
"2011","Alabama","Montgomery","01","101","1101","44.777188","42.8","46.8"
"2012","Alabama","Montgomery","01","101","1101","42.428353","40.5","44.4"
"2013","Alabama","Montgomery","01","101","1101","39.273667","37.4","41.2"
"2014","Alabama","Montgomery","01","101","1101","37.36193","35.5","39.3"
"2015","Alabama","Montgomery","01","101","1101","36.161541","34.3","38.0"
"2016","Alabama","Montgomery","01","101","1101","34.999973","33.2","36.9"
"2017","Alabama","Montgomery","01","101","1101","34.543764","32.8","36.4"
"2018","Alabama","Montgomery","01","101","1101","34.159397","32.3","36.1"
"2019","Alabama","Montgomery","01","101","1101","34.97053","32.7","37.3"
"2020","Alabama","Montgomery","01","101","1101","34.658201","31.7","37.8"
"2003","Alabama","Morgan","01","103","1103","54.402242","49.4","59.7"
"2004","Alabama","Morgan","01","103","1103","53.302399","49.6","57.2"
"2005","Alabama","Morgan","01","103","1103","51.866724","48.8","55.1"
"2006","Alabama","Morgan","01","103","1103","53.368129","50.4","56.5"
"2007","Alabama","Morgan","01","103","1103","54.027254","51.0","57.1"
"2008","Alabama","Morgan","01","103","1103","53.006259","50.1","56.1"
"2009","Alabama","Morgan","01","103","1103","50.995499","48.1","54.0"
"2010","Alabama","Morgan","01","103","1103","47.366863","44.7","50.2"
"2011","Alabama","Morgan","01","103","1103","44.938104","42.3","47.7"
"2012","Alabama","Morgan","01","103","1103","43.624211","41.0","46.4"
"2013","Alabama","Morgan","01","103","1103","40.835813","38.3","43.5"
"2014","Alabama","Morgan","01","103","1103","38.943309","36.5","41.5"
"2015","Alabama","Morgan","01","103","1103","37.543033","35.1","40.1"
"2016","Alabama","Morgan","01","103","1103","35.868098","33.5","38.3"
"2017","Alabama","Morgan","01","103","1103","34.784957","32.4","37.3"
"2018","Alabama","Morgan","01","103","1103","33.632975","31.1","36.3"
"2019","Alabama","Morgan","01","103","1103","33.433562","30.5","36.6"
"2020","Alabama","Morgan","01","103","1103","32.073067","28.4","36.0"
"2003","Alabama","Perry","01","105","1105","59.782034","48.3","73.1"
"2004","Alabama","Perry","01","105","1105","58.149543","48.8","68.7"
"2005","Alabama","Perry","01","105","1105","56.222602","48.4","64.9"
"2006","Alabama","Perry","01","105","1105","57.331112","50.1","65.3"
"2007","Alabama","Perry","01","105","1105","57.098853","50.2","64.7"
"2008","Alabama","Perry","01","105","1105","54.676135","48.0","61.9"
"2009","Alabama","Perry","01","105","1105","50.786841","44.5","57.7"
"2010","Alabama","Perry","01","105","1105","45.078142","39.2","51.5"
"2011","Alabama","Perry","01","105","1105","40.655437","35.2","46.7"
"2012","Alabama","Perry","01","105","1105","37.449541","32.2","43.3"
"2013","Alabama","Perry","01","105","1105","33.133839","28.2","38.6"
"2014","Alabama","Perry","01","105","1105","29.746368","25.1","35.0"
"2015","Alabama","Perry","01","105","1105","26.901668","22.4","32.1"
"2016","Alabama","Perry","01","105","1105","24.137555","19.7","29.3"
"2017","Alabama","Perry","01","105","1105","22.03981","17.5","27.4"
"2018","Alabama","Perry","01","105","1105","20.137136","15.4","25.8"
"2019","Alabama","Perry","01","105","1105","19.003612","13.9","25.3"
"2020","Alabama","Perry","01","105","1105","17.33104","12.0","24.2"
"2003","Alabama","Pickens","01","107","1107","47.462367","39.0","57.2"
"2004","Alabama","Pickens","01","107","1107","46.320954","39.4","54.0"
"2005","Alabama","Pickens","01","107","1107","45.016434","39.2","51.4"
"2006","Alabama","Pickens","01","107","1107","46.413361","41.0","52.3"
"2007","Alabama","Pickens","01","107","1107","47.115391","41.8","52.9"
"2008","Alabama","Pickens","01","107","1107","46.42435","41.2","52.1"
"2009","Alabama","Pickens","01","107","1107","44.846292","39.7","50.4"
"2010","Alabama","Pickens","01","107","1107","41.793359","36.9","47.1"
"2011","Alabama","Pickens","01","107","1107","39.891143","35.1","45.1"
"2012","Alabama","Pickens","01","107","1107","39.123306","34.3","44.4"
"2013","Alabama","Pickens","01","107","1107","36.95532","32.3","42.0"
"2014","Alabama","Pickens","01","107","1107","35.466205","30.9","40.5"
"2015","Alabama","Pickens","01","107","1107","34.340957","29.8","39.4"
"2016","Alabama","Pickens","01","107","1107","33.091822","28.5","38.2"
"2017","Alabama","Pickens","01","107","1107","32.531877","27.6","38.1"
"2018","Alabama","Pickens","01","107","1107","32.063803","26.6","38.3"
"2019","Alabama","Pickens","01","107","1107","32.648495","26.2","40.2"
"2020","Alabama","Pickens","01","107","1107","32.177848","24.7","41.2"
"2003","Alabama","Pike","01","109","1109","43.882914","37.6","50.9"
"2004","Alabama","Pike","01","109","1109","41.152696","36.4","46.4"
"2005","Alabama","Pike","01","109","1109","38.416388","34.6","42.5"
"2006","Alabama","Pike","01","109","1109","38.087102","34.6","41.8"
"2007","Alabama","Pike","01","109","1109","37.084622","33.8","40.6"
"2008","Alabama","Pike","01","109","1109","34.935797","31.8","38.3"
"2009","Alabama","Pike","01","109","1109","32.134866","29.1","35.4"
"2010","Alabama","Pike","01","109","1109","28.442737","25.7","31.4"
"2011","Alabama","Pike","01","109","1109","25.747364","23.2","28.5"
"2012","Alabama","Pike","01","109","1109","23.988546","21.5","26.7"
"2013","Alabama","Pike","01","109","1109","21.572549","19.3","24.0"
"2014","Alabama","Pike","01","109","1109","19.824732","17.7","22.2"
"2015","Alabama","Pike","01","109","1109","18.466853","16.4","20.7"
"2016","Alabama","Pike","01","109","1109","17.148711","15.1","19.4"
"2017","Alabama","Pike","01","109","1109","16.274644","14.2","18.6"
"2018","Alabama","Pike","01","109","1109","15.490578","13.2","18.0"
"2019","Alabama","Pike","01","109","1109","15.231535","12.6","18.3"
"2020","Alabama","Pike","01","109","1109","14.470575","11.5","18.0"
"2003","Alabama","Randolph","01","111","1111","62.302805","52.3","73.5"
"2004","Alabama","Randolph","01","111","1111","60.410643","52.5","69.1"
"2005","Alabama","Randolph","01","111","1111","58.270377","51.8","65.3"
"2006","Alabama","Randolph","01","111","1111","59.406435","53.4","65.8"
"2007","Alabama","Randolph","01","111","1111","59.289812","53.6","65.4"
"2008","Alabama","Randolph","01","111","1111","57.223504","51.7","63.2"
"2009","Alabama","Randolph","01","111","1111","54.063578","48.7","59.8"
"2010","Alabama","Randolph","01","111","1111","49.449642","44.5","54.8"
"2011","Alabama","Randolph","01","111","1111","46.530028","41.7","51.7"
"2012","Alabama","Randolph","01","111","1111","45.17951","40.4","50.3"
