"year","state","county","state_fips_code","county_fips_code","combined_fips_code","birth_rate","lower_confidence_limit","upper_confidence_limit"
"2010","Alabama","Bullock","01","011","1011","77.750327","68.6","87.7"
"2011","Alabama","Bullock","01","011","1011","72.293935","63.4","82.0"
"2012","Alabama","Bullock","01","011","1011","68.321189","59.5","78.0"
"2013","Alabama","Bullock","01","011","1011","61.729523","53.4","70.9"
"2014","Alabama","Bullock","01","011","1011","56.267734","48.2","65.2"
"2015","Alabama","Bullock","01","011","1011","51.455291","43.6","60.2"
"2016","Alabama","Bullock","01","011","1011","46.603626","38.8","55.4"
"2017","Alabama","Bullock","01","011","1011","42.891798","34.9","52.1"
"2018","Alabama","Bullock","01","011","1011","39.501306","31.1","49.4"
"2019","Alabama","Bullock","01","011","1011","37.548092","28.4","48.6"
"2020","Alabama","Bullock","01","011","1011","34.510294","24.8","46.7"
"2003","Alabama","Butler","01","013","1013","67.577288","57.2","79.1"
"2004","Alabama","Butler","01","013","1013","65.929152","57.7","74.9"
"2005","Alabama","Butler","01","013","1013","64.079364","57.2","71.5"
"2006","Alabama","Butler","01","013","1013","65.961564","59.4","73.0"
"2007","Alabama","Butler","01","013","1013","66.556356","60.1","73.5"
"2008","Alabama","Butler","01","013","1013","64.928327","58.5","71.8"
"2009","Alabama","Butler","01","013","1013","61.734795","55.5","68.5"
"2010","Alabama","Butler","01","013","1013","56.35694","50.4","62.8"
"2011","Alabama","Butler","01","013","1013","52.494556","46.8","58.7"
"2012","Alabama","Butler","01","013","1013","50.143126","44.5","56.2"
"2013","Alabama","Butler","01","013","1013","46.156194","40.9","51.9"
"2014","Alabama","Butler","01","013","1013","43.284631","38.2","48.8"
"2015","Alabama","Butler","01","013","1013","41.028929","36.1","46.5"
"2016","Alabama","Butler","01","013","1013","38.845151","33.9","44.3"
"2017","Alabama","Butler","01","013","1013","37.672539","32.4","43.5"
"2018","Alabama","Butler","01","013","1013","36.717279","30.9","43.3"
"2019","Alabama","Butler","01","013","1013","37.057481","30.2","45.0"
"2020","Alabama","Butler","01","013","1013","36.212673","28.2","45.7"
"2003","Alabama","Calhoun","01","015","1015","54.50742","49.6","59.7"
"2004","Alabama","Calhoun","01","015","1015","53.412312","49.8","57.2"
"2005","Alabama","Calhoun","01","015","1015","52.055244","49.1","55.2"
"2006","Alabama","Calhoun","01","015","1015","53.666597","50.7","56.7"
"2007","Alabama","Calhoun","01","015","1015","54.303061","51.4","57.3"
"2008","Alabama","Calhoun","01","015","1015","53.161266","50.3","56.2"
"2009","Alabama","Calhoun","01","015","1015","50.835442","48.0","53.7"
"2010","Alabama","Calhoun","01","015","1015","46.820334","44.2","49.6"
"2011","Alabama","Calhoun","01","015","1015","43.969057","41.4","46.6"
"2012","Alabama","Calhoun","01","015","1015","42.139333","39.6","44.8"
"2013","Alabama","Calhoun","01","015","1015","38.744515","36.3","41.3"
"2014","Alabama","Calhoun","01","015","1015","36.113805","33.8","38.5"
"2015","Alabama","Calhoun","01","015","1015","33.863234","31.6","36.2"
"2016","Alabama","Calhoun","01","015","1015","31.479631","29.3","33.7"
"2017","Alabama","Calhoun","01","015","1015","29.804955","27.7","32.0"
"2018","Alabama","Calhoun","01","015","1015","28.264765","26.0","30.6"
"2019","Alabama","Calhoun","01","015","1015","27.694577","25.1","30.5"
"2020","Alabama","Calhoun","01","015","1015","26.17122","23.0","29.6"
"2003","Alabama","Chambers","01","017","1017","75.248231","65.6","85.9"
"2004","Alabama","Chambers","01","017","1017","72.34402","64.9","80.3"
"2005","Alabama","Chambers","01","017","1017","69.381404","63.3","75.8"
"2006","Alabama","Chambers","01","017","1017","70.500654","64.9","76.5"
"2007","Alabama","Chambers","01","017","1017","70.72058","65.2","76.6"
"2008","Alabama","Chambers","01","017","1017","68.929179","63.5","74.7"
"2009","Alabama","Chambers","01","017","1017","65.827504","60.5","71.5"
"2010","Alabama","Chambers","01","017","1017","60.672023","55.6","66.0"
"2011","Alabama","Chambers","01","017","1017","57.066935","52.2","62.3"
"2012","Alabama","Chambers","01","017","1017","54.873956","50.0","60.1"
"2013","Alabama","Chambers","01","017","1017","50.405039","45.8","55.4"
"2014","Alabama","Chambers","01","017","1017","46.452005","42.0","51.2"
"2015","Alabama","Chambers","01","017","1017","42.534024","38.2","47.2"
"2016","Alabama","Chambers","01","017","1017","38.292254","34.1","42.8"
"2017","Alabama","Chambers","01","017","1017","34.868389","30.6","39.5"
"2018","Alabama","Chambers","01","017","1017","31.731702","27.3","36.7"
"2019","Alabama","Chambers","01","017","1017","29.817191","24.8","35.5"
"2020","Alabama","Chambers","01","017","1017","27.078075","21.6","33.5"
"2003","Alabama","Cherokee","01","019","1019","56.690706","47.2","67.5"
"2004","Alabama","Cherokee","01","019","1019","55.771149","48.1","64.3"
"2005","Alabama","Cherokee","01","019","1019","54.607974","48.2","61.6"
"2006","Alabama","Cherokee","01","019","1019","56.570026","50.5","63.1"
"2007","Alabama","Cherokee","01","019","1019","57.585526","51.7","63.9"
"2008","Alabama","Cherokee","01","019","1019","56.798338","51.1","63.0"
"2009","Alabama","Cherokee","01","019","1019","54.695916","49.1","60.7"
"2010","Alabama","Cherokee","01","019","1019","50.584159","45.3","56.3"
"2011","Alabama","Cherokee","01","019","1019","47.639494","42.5","53.1"
"2012","Alabama","Cherokee","01","019","1019","45.827411","40.8","51.2"
"2013","Alabama","Cherokee","01","019","1019","42.225465","37.5","47.3"
"2014","Alabama","Cherokee","01","019","1019","39.377333","34.9","44.2"
"2015","Alabama","Cherokee","01","019","1019","36.880591","32.6","41.6"
"2016","Alabama","Cherokee","01","019","1019","34.214264","30.0","38.8"
"2017","Alabama","Cherokee","01","019","1019","32.27358","27.9","37.1"
"2018","Alabama","Cherokee","01","019","1019","30.508713","25.9","35.7"
"2019","Alabama","Cherokee","01","019","1019","29.829043","24.5","35.9"
"2020","Alabama","Cherokee","01","019","1019","28.237776","22.2","35.3"
"2003","Alabama","Chilton","01","021","1021","50.507776","43.5","58.2"
"2004","Alabama","Chilton","01","021","1021","51.973572","46.3","58.1"
"2005","Alabama","Chilton","01","021","1021","53.201713","48.4","58.4"
"2006","Alabama","Chilton","01","021","1021","57.512848","52.8","62.5"
"2007","Alabama","Chilton","01","021","1021","60.758129","56.1","65.7"
"2008","Alabama","Chilton","01","021","1021","61.736875","57.0","66.7"
"2009","Alabama","Chilton","01","021","1021","60.878644","56.2","65.8"
"2010","Alabama","Chilton","01","021","1021","57.508014","53.0","62.3"
"2011","Alabama","Chilton","01","021","1021","55.322353","50.9","60.0"
"2012","Alabama","Chilton","01","021","1021","54.383933","50.0","59.1"
"2013","Alabama","Chilton","01","021","1021","51.245496","47.0","55.7"
"2014","Alabama","Chilton","01","021","1021","48.768374","44.7","53.1"
"2015","Alabama","Chilton","01","021","1021","46.545877","42.6","50.8"
"2016","Alabama","Chilton","01","021","1021","44.034566","40.2","48.2"
"2017","Alabama","Chilton","01","021","1021","42.402501","38.5","46.6"
"2018","Alabama","Chilton","01","021","1021","40.935548","36.7","45.5"
"2019","Alabama","Chilton","01","021","1021","40.847985","35.9","46.3"
"2020","Alabama","Chilton","01","021","1021","39.475989","33.6","46.1"
"2003","Alabama","Choctaw","01","023","1023","51.493769","41.1","63.5"
"2004","Alabama","Choctaw","01","023","1023","50.20323","41.7","59.9"
"2005","Alabama","Choctaw","01","023","1023","48.689224","41.5","56.7"
"2006","Alabama","Choctaw","01","023","1023","49.931275","43.3","57.3"
"2007","Alabama","Choctaw","01","023","1023","50.208265","43.8","57.2"
"2008","Alabama","Choctaw","01","023","1023","48.779214","42.6","55.6"
"2009","Alabama","Choctaw","01","023","1023","46.210843","40.2","52.8"
"2010","Alabama","Choctaw","01","023","1023","42.104167","36.5","48.3"
"2011","Alabama","Choctaw","01","023","1023","39.22098","33.8","45.2"
"2012","Alabama","Choctaw","01","023","1023","37.575397","32.3","43.5"
"2013","Alabama","Choctaw","01","023","1023","34.734786","29.7","40.4"
"2014","Alabama","Choctaw","01","023","1023","32.686845","27.7","38.3"
"2015","Alabama","Choctaw","01","023","1023","31.042865","26.1","36.7"
"2016","Alabama","Choctaw","01","023","1023","29.314628","24.2","35.1"
"2017","Alabama","Choctaw","01","023","1023","28.198093","22.8","34.5"
"2018","Alabama","Choctaw","01","023","1023","27.153708","21.3","34.1"
"2019","Alabama","Choctaw","01","023","1023","26.984062","20.3","35.1"
"2020","Alabama","Choctaw","01","023","1023","25.91667","18.5","35.3"
"2003","Alabama","Clarke","01","025","1025","45.627151","38.2","54.1"
"2004","Alabama","Clarke","01","025","1025","44.805421","38.8","51.4"
"2005","Alabama","Clarke","01","025","1025","43.877118","38.9","49.3"
"2006","Alabama","Clarke","01","025","1025","45.684043","41.0","50.7"
"2007","Alabama","Clarke","01","025","1025","46.900461","42.3","51.8"
"2008","Alabama","Clarke","01","025","1025","46.761231","42.2","51.6"
"2009","Alabama","Clarke","01","025","1025","45.770657","41.3","50.6"
"2010","Alabama","Clarke","01","025","1025","43.212972","38.9","47.9"
"2011","Alabama","Clarke","01","025","1025","41.791419","37.6","46.4"
"2012","Alabama","Clarke","01","025","1025","41.541446","37.3","46.2"
"2013","Alabama","Clarke","01","025","1025","39.768143","35.6","44.3"
"2014","Alabama","Clarke","01","025","1025","38.617991","34.5","43.1"
"2015","Alabama","Clarke","01","025","1025","37.576573","33.5","42.0"
"2016","Alabama","Clarke","01","025","1025","36.069082","31.9","40.6"
"2017","Alabama","Clarke","01","025","1025","34.99096","30.6","39.8"
"2018","Alabama","Clarke","01","025","1025","33.770845","28.9","39.1"
"2019","Alabama","Clarke","01","025","1025","33.52009","27.9","39.9"
"2020","Alabama","Clarke","01","025","1025","32.111318","25.6","39.7"
"2003","Alabama","Clay","01","027","1027","49.251956","39.0","61.2"
"2004","Alabama","Clay","01","027","1027","49.801144","41.1","59.7"
"2005","Alabama","Clay","01","027","1027","50.082758","42.5","58.5"
"2006","Alabama","Clay","01","027","1027","53.170484","46.0","61.1"
"2007","Alabama","Clay","01","027","1027","55.190823","48.2","62.8"
"2008","Alabama","Clay","01","027","1027","55.239728","48.4","62.7"
"2009","Alabama","Clay","01","027","1027","53.805893","47.1","61.1"
"2010","Alabama","Clay","01","027","1027","50.247811","43.9","57.2"
"2011","Alabama","Clay","01","027","1027","47.776619","41.6","54.5"
"2012","Alabama","Clay","01","027","1027","46.435143","40.3","53.2"
"2013","Alabama","Clay","01","027","1027","43.272851","37.4","49.8"
"2014","Alabama","Clay","01","027","1027","40.847362","35.1","47.2"
"2015","Alabama","Clay","01","027","1027","38.806402","33.1","45.2"
"2016","Alabama","Clay","01","027","1027","36.562006","30.8","43.1"
"2017","Alabama","Clay","01","027","1027","35.036706","28.9","42.0"
"2018","Alabama","Clay","01","027","1027","33.579167","26.9","41.4"
"2019","Alabama","Clay","01","027","1027","33.199287","25.6","42.3"
"2020","Alabama","Clay","01","027","1027","31.738994","23.3","42.2"
"2003","Alabama","Cleburne","01","029","1029","66.474096","53.4","81.5"
"2004","Alabama","Cleburne","01","029","1029","64.394623","53.8","76.3"
"2005","Alabama","Cleburne","01","029","1029","62.071781","53.4","71.7"
"2006","Alabama","Cleburne","01","029","1029","63.400658","55.5","72.0"
"2007","Alabama","Cleburne","01","029","1029","63.752929","56.3","71.8"
"2008","Alabama","Cleburne","01","029","1029","62.126796","55.0","69.8"
"2009","Alabama","Cleburne","01","029","1029","59.119321","52.3","66.5"
"2010","Alabama","Cleburne","01","029","1029","54.016701","47.6","61.0"
"2011","Alabama","Cleburne","01","029","1029","50.246853","44.1","57.0"
"2012","Alabama","Cleburne","01","029","1029","47.771138","41.8","54.4"
"2013","Alabama","Cleburne","01","029","1029","43.501493","37.8","49.8"
"2014","Alabama","Cleburne","01","029","1029","40.143677","34.7","46.2"
"2015","Alabama","Cleburne","01","029","1029","37.309411","31.9","43.3"
"2016","Alabama","Cleburne","01","029","1029","34.487507","29.1","40.5"
"2017","Alabama","Cleburne","01","029","1029","32.491529","26.9","38.9"
"2018","Alabama","Cleburne","01","029","1029","30.652391","24.6","37.7"
"2019","Alabama","Cleburne","01","029","1029","29.860033","23.1","37.9"
"2020","Alabama","Cleburne","01","029","1029","28.133756","20.7","37.3"
"2003","Alabama","Coffee","01","031","1031","49.351356","42.7","56.7"
"2004","Alabama","Coffee","01","031","1031","49.029379","43.8","54.7"
"2005","Alabama","Coffee","01","031","1031","48.324974","43.9","53.0"
"2006","Alabama","Coffee","01","031","1031","50.03729","45.9","54.4"
"2007","Alabama","Coffee","01","031","1031","50.424372","46.4","54.7"
"2008","Alabama","Coffee","01","031","1031","48.783759","44.9","52.9"
"2009","Alabama","Coffee","01","031","1031","45.764891","42.0","49.7"
"2010","Alabama","Coffee","01","031","1031","41.008332","37.6","44.7"
"2011","Alabama","Coffee","01","031","1031","37.460113","34.2","40.9"
"2012","Alabama","Coffee","01","031","1031","35.119432","32.0","38.4"
"2013","Alabama","Coffee","01","031","1031","31.863569","29.0","35.0"
"2014","Alabama","Coffee","01","031","1031","29.611066","26.8","32.6"
"2015","Alabama","Coffee","01","031","1031","27.988764","25.3","30.9"
"2016","Alabama","Coffee","01","031","1031","26.479527","23.8","29.3"
"2017","Alabama","Coffee","01","031","1031","25.610771","22.9","28.6"
"2018","Alabama","Coffee","01","031","1031","24.849017","21.9","28.1"
"2019","Alabama","Coffee","01","031","1031","24.949326","21.4","28.9"
"2020","Alabama","Coffee","01","031","1031","24.225715","20.1","29.0"
"2003","Alabama","Colbert","01","033","1033","47.591326","41.5","54.3"
"2004","Alabama","Colbert","01","033","1033","48.864583","43.9","54.2"
"2005","Alabama","Colbert","01","033","1033","49.773567","45.6","54.3"
"2006","Alabama","Colbert","01","033","1033","53.39785","49.3","57.7"
"2007","Alabama","Colbert","01","033","1033","55.873043","51.7","60.2"
"2008","Alabama","Colbert","01","033","1033","55.956194","51.8","60.3"
"2009","Alabama","Colbert","01","033","1033","54.102059","50.0","58.4"
"2010","Alabama","Colbert","01","033","1033","49.625043","45.8","53.7"
"2011","Alabama","Colbert","01","033","1033","45.948109","42.3","49.8"
"2012","Alabama","Colbert","01","033","1033","43.414966","39.9","47.2"
"2013","Alabama","Colbert","01","033","1033","39.370623","36.0","42.9"
"2014","Alabama","Colbert","01","033","1033","36.253337","33.1","39.6"
"2015","Alabama","Colbert","01","033","1033","33.75247","30.7","37.0"
"2016","Alabama","Colbert","01","033","1033","31.382094","28.4","34.5"
"2017","Alabama","Colbert","01","033","1033","29.853316","26.8","33.1"
"2018","Alabama","Colbert","01","033","1033","28.522835","25.2","32.1"
"2019","Alabama","Colbert","01","033","1033","28.163095","24.3","32.4"
"2020","Alabama","Colbert","01","033","1033","26.888056","22.4","32.0"
"2003","Alabama","Conecuh","01","035","1035","47.222699","37.3","58.8"
"2004","Alabama","Conecuh","01","035","1035","48.53613","40.0","58.3"
"2005","Alabama","Conecuh","01","035","1035","49.612418","42.1","58.0"
"2006","Alabama","Conecuh","01","035","1035","53.474342","46.3","61.4"
"2007","Alabama","Conecuh","01","035","1035","56.227427","49.1","64.0"
"2008","Alabama","Conecuh","01","035","1035","56.836208","49.8","64.5"
"2009","Alabama","Conecuh","01","035","1035","55.699335","48.8","63.2"
"2010","Alabama","Conecuh","01","035","1035","52.110739","45.5","59.4"
"2011","Alabama","Conecuh","01","035","1035","49.340159","42.9","56.4"
"2012","Alabama","Conecuh","01","035","1035","47.553205","41.2","54.6"
"2013","Alabama","Conecuh","01","035","1035","43.763654","37.7","50.5"
"2014","Alabama","Conecuh","01","035","1035","40.601277","34.7","47.2"
"2015","Alabama","Conecuh","01","035","1035","37.721291","31.9","44.3"
"2016","Alabama","Conecuh","01","035","1035","34.623931","28.8","41.3"
"2017","Alabama","Conecuh","01","035","1035","32.257732","26.2","39.2"
"2018","Alabama","Conecuh","01","035","1035","29.997969","23.6","37.5"
"2019","Alabama","Conecuh","01","035","1035","28.775843","21.7","37.3"
"2020","Alabama","Conecuh","01","035","1035","26.669395","19.1","36.1"
"2003","Alabama","Coosa","01","037","1037","46.114997","35.4","58.9"
"2004","Alabama","Coosa","01","037","1037","46.897583","37.6","57.7"
"2005","Alabama","Coosa","01","037","1037","47.415989","39.2","56.7"
"2006","Alabama","Coosa","01","037","1037","50.652269","42.8","59.4"
"2007","Alabama","Coosa","01","037","1037","52.960856","45.3","61.5"
"2008","Alabama","Coosa","01","037","1037","53.416381","45.9","61.8"
"2009","Alabama","Coosa","01","037","1037","52.374828","45.0","60.6"
"2010","Alabama","Coosa","01","037","1037","49.180747","42.1","57.0"
"2011","Alabama","Coosa","01","037","1037","46.937613","40.1","54.6"
"2012","Alabama","Coosa","01","037","1037","45.693136","38.8","53.4"
"2013","Alabama","Coosa","01","037","1037","42.563178","35.9","50.1"
"2014","Alabama","Coosa","01","037","1037","40.039622","33.5","47.5"
"2015","Alabama","Coosa","01","037","1037","37.759757","31.2","45.3"
"2016","Alabama","Coosa","01","037","1037","35.222862","28.5","43.0"
"2017","Alabama","Coosa","01","037","1037","33.316994","26.3","41.6"
"2018","Alabama","Coosa","01","037","1037","31.428964","23.9","40.5"
"2019","Alabama","Coosa","01","037","1037","30.554667","22.3","40.8"
"2020","Alabama","Coosa","01","037","1037","28.704425","19.8","40.1"
"2003","Alabama","Covington","01","039","1039","68.692456","59.9","78.3"
"2004","Alabama","Covington","01","039","1039","68.748596","61.8","76.2"
"2005","Alabama","Covington","01","039","1039","68.376854","62.6","74.5"
"2006","Alabama","Covington","01","039","1039","71.705282","66.2","77.6"
"2007","Alabama","Covington","01","039","1039","73.715759","68.2","79.6"
"2008","Alabama","Covington","01","039","1039","73.285487","67.7","79.1"
"2009","Alabama","Covington","01","039","1039","71.055597","65.6","76.9"
"2010","Alabama","Covington","01","039","1039","65.891764","60.7","71.4"
"2011","Alabama","Covington","01","039","1039","61.932579","56.9","67.3"
"2012","Alabama","Covington","01","039","1039","59.214694","54.2","64.5"
"2013","Alabama","Covington","01","039","1039","54.061197","49.4","59.1"
"2014","Alabama","Covington","01","039","1039","49.848166","45.4","54.6"
"2015","Alabama","Covington","01","039","1039","46.073453","41.8","50.7"
"2016","Alabama","Covington","01","039","1039","42.149341","38.0","46.6"
"2017","Alabama","Covington","01","039","1039","39.134104","34.9","43.7"
"2018","Alabama","Covington","01","039","1039","36.321388","31.9","41.2"
"2019","Alabama","Covington","01","039","1039","34.751174","29.7","40.4"
"2020","Alabama","Covington","01","039","1039","32.138857","26.4","38.7"
"2003","Alabama","Crenshaw","01","041","1041","52.951291","42.0","65.7"
"2004","Alabama","Crenshaw","01","041","1041","53.387973","44.2","63.9"
"2005","Alabama","Crenshaw","01","041","1041","53.475637","45.5","62.3"
"2006","Alabama","Crenshaw","01","041","1041","56.498602","49.0","64.7"
"2007","Alabama","Crenshaw","01","041","1041","58.384904","51.2","66.3"
"2008","Alabama","Crenshaw","01","041","1041","58.219521","51.2","65.9"
"2009","Alabama","Crenshaw","01","041","1041","56.445945","49.6","64.0"
"2010","Alabama","Crenshaw","01","041","1041","52.357958","45.8","59.5"
"2011","Alabama","Crenshaw","01","041","1041","49.229352","42.9","56.2"
"2012","Alabama","Crenshaw","01","041","1041","47.11528","40.9","54.0"
"2013","Alabama","Crenshaw","01","041","1041","43.024954","37.2","49.5"
"2014","Alabama","Crenshaw","01","041","1041","39.595223","34.0","45.9"
"2015","Alabama","Crenshaw","01","041","1041","36.41308","30.9","42.6"
"2016","Alabama","Crenshaw","01","041","1041","33.026079","27.6","39.1"
"2017","Alabama","Crenshaw","01","041","1041","30.360838","24.9","36.7"
"2018","Alabama","Crenshaw","01","041","1041","27.891292","22.2","34.6"
"2019","Alabama","Crenshaw","01","041","1041","26.430573","20.2","34.0"
"2020","Alabama","Crenshaw","01","041","1041","24.20339","17.6","32.5"
"2003","Alabama","Cullman","01","043","1043","48.249223","42.9","54.0"
"2004","Alabama","Cullman","01","043","1043","50.159315","45.9","54.7"
"2005","Alabama","Cullman","01","043","1043","51.699526","48.1","55.5"
"2006","Alabama","Cullman","01","043","1043","56.068475","52.5","59.8"
"2007","Alabama","Cullman","01","043","1043","59.300013","55.6","63.1"
"2008","Alabama","Cullman","01","043","1043","60.050705","56.4","63.9"
"2009","Alabama","Cullman","01","043","1043","58.787737","55.1","62.6"
"2010","Alabama","Cullman","01","043","1043","54.897582","51.4","58.5"
"2011","Alabama","Cullman","01","043","1043","52.065842","48.7","55.6"
"2012","Alabama","Cullman","01","043","1043","50.478929","47.1","54.0"
"2013","Alabama","Cullman","01","043","1043","46.842955","43.6","50.2"
"2014","Alabama","Cullman","01","043","1043","43.925596","40.8","47.2"
"2015","Alabama","Cullman","01","043","1043","41.193163","38.2","44.3"
"2016","Alabama","Cullman","01","043","1043","38.092709","35.3","41.1"
"2017","Alabama","Cullman","01","043","1043","35.71317","32.9","38.7"
"2018","Alabama","Cullman","01","043","1043","33.408782","30.5","36.5"
