"year","age_group","percentage_of_birth"
"1946","Less than 15 Years","0.001055558926378881"
"1946","15-19 Years","0.09829351306902082"
"1946","20-24 Years","0.32053653615075894"
"1946","25-29 Years","0.28552716509252607"
"1946","30-34 Years","0.17962246846510085"
"1946","35-39 Years","0.09037529662821794"
"1946","40-44 Years","0.022879285464051085"
"1946","45+ Years","0.0017101762039454487"
"1947","Less than 15 Years","0.0012065261851939137"
"1947","15-19 Years","0.11535544304757571"
"1947","20-24 Years","0.32952305104304647"
"1947","25-29 Years","0.28182517560184095"
"1947","30-34 Years","0.16695705644451306"
"1947","35-39 Years","0.08264758545775669"
"1947","40-44 Years","0.020985537397164907"
"1947","45+ Years","0.0014996248229082862"
"1948","Less than 15 Years","0.0013845582071502056"
"1948","15-19 Years","0.12244807127129602"
"1948","20-24 Years","0.32881187953209645"
"1948","25-29 Years","0.27807507854759733"
"1948","30-34 Years","0.16455973231874663"
"1948","35-39 Years","0.08204754727101139"
"1948","40-44 Years","0.021194739926162564"
"1948","45+ Years","0.00147839292593946"
"1949","Less than 15 Years","0.001412086628249052"
"1949","15-19 Years","0.12190451524270943"
"1949","20-24 Years","0.3251019793423212"
"1949","25-29 Years","0.2835538076510547"
"1949","30-34 Years","0.1636596015415842"
"1949","35-39 Years","0.08198716847916356"
"1949","40-44 Years","0.02091667393917555"
"1949","45+ Years","0.0014641671757422885"
"1950","Less than 15 Years","0.0014149293789330795"
"1950","15-19 Years","0.11822593049007957"
"1950","20-24 Years","0.3187843499398493"
"1950","25-29 Years","0.2879743402092157"
"1950","30-34 Years","0.168467336435601"
"1950","35-39 Years","0.08269206870227502"
"1950","40-44 Years","0.021079939705578588"
"1950","45+ Years","0.0013611051384677902"
"1951","Less than 15 Years","0.001357863514159318"
"1951","15-19 Years","0.118505228815754"
"1951","20-24 Years","0.3201007050958594"
"1951","25-29 Years","0.28630309243670554"
"1951","30-34 Years","0.17013020645612573"
"1951","35-39 Years","0.08140186192295473"
"1951","40-44 Years","0.020884293262209693"
"1951","45+ Years","0.0013167484962315684"
"1952","Less than 15 Years","0.0013096247529488679"
"1952","15-19 Years","0.11400554144082667"
"1952","20-24 Years","0.3154368634383063"
"1952","25-29 Years","0.2873293805152197"
"1952","30-34 Years","0.1767733157189845"
"1952","35-39 Years","0.082850422218648"
"1952","40-44 Years","0.020949311379941608"
"1952","45+ Years","0.0013455405351243336"
"1953","Less than 15 Years","0.0013637832928850328"
"1953","15-19 Years","0.11695237020200207"
"1953","20-24 Years","0.3131191027147394"
"1953","25-29 Years","0.2849599023083751"
"1953","30-34 Years","0.17729439350638024"
"1953","35-39 Years","0.0836592286261089"
"1953","40-44 Years","0.021367477513994426"
"1953","45+ Years","0.001283741835514805"
"1954","Less than 15 Years","0.0015096382101442306"
"1954","15-19 Years","0.11908648198476805"
"1954","20-24 Years","0.31326712322963896"
"1954","25-29 Years","0.2796120095233301"
"1954","30-34 Years","0.17962651281547776"
"1954","35-39 Years","0.08400396522997686"
"1954","40-44 Years","0.02162186677804132"
"1954","45+ Years","0.0012724022286227205"
"1955","Less than 15 Years","0.0014549467323301134"
"1955","15-19 Years","0.11972383958538346"
"1955","20-24 Years","0.3150549518764559"
"1955","25-29 Years","0.2768130755763585"
"1955","30-34 Years","0.1786290261749443"
"1955","35-39 Years","0.08539867098542407"
"1955","40-44 Years","0.021661468544041756"
"1955","45+ Years","0.001264020525061909"
"1956","Less than 15 Years","0.0015280352150091716"
"1956","15-19 Years","0.125113773232458"
"1956","20-24 Years","0.31864775134087736"
"1956","25-29 Years","0.27198497928882415"
"1956","30-34 Years","0.17453402859416434"
"1956","35-39 Years","0.08538293437574376"
"1956","40-44 Years","0.021572799242233008"
"1956","45+ Years","0.0012356987106902364"
"1957","Less than 15 Years","0.0016370423161326285"
"1957","15-19 Years","0.1294138400637882"
"1957","20-24 Years","0.32021018118012873"
"1957","25-29 Years","0.26832581846235626"
"1957","30-34 Years","0.17189367692405394"
"1957","35-39 Years","0.08592073045957141"
"1957","40-44 Years","0.021358698080944215"
"1957","45+ Years","0.0012400125130246004"
"1958","Less than 15 Years","0.001582412560280683"
"1958","15-19 Years","0.1319115105756002"
"1958","20-24 Years","0.3255813842777505"
"1958","25-29 Years","0.2639177564398574"
"1958","30-34 Years","0.1693690820198135"
"1958","35-39 Years","0.08530650912362717"
"1958","40-44 Years","0.02111359189561028"
"1958","45+ Years","0.001217753107460285"
"1959","Less than 15 Years","0.0015971616909360132"
"1959","15-19 Years","0.13460094292881175"
"1959","20-24 Years","0.3314534784229961"
"1959","25-29 Years","0.2592050113540848"
"1959","30-34 Years","0.16519073778216092"
"1959","35-39 Years","0.08559051847884963"
"1959","40-44 Years","0.021125621858298572"
"1959","45+ Years","0.0012365274838622084"
"1960","Less than 15 Years","0.001592352948084127"
"1960","15-19 Years","0.13785502072642297"
"1960","20-24 Years","0.33512500440363097"
"1960","25-29 Years","0.25665911199314206"
"1960","30-34 Years","0.16151860680860058"
"1960","35-39 Years","0.08452810690841622"
"1960","40-44 Years","0.021504750049907817"
"1960","45+ Years","0.0012170461617952723"
"1961","Less than 15 Years","0.001748226353844575"
"1961","15-19 Years","0.14097329960270139"
"1961","20-24 Years","0.3385528659244866"
"1961","25-29 Years","0.2534262846839721"
"1961","30-34 Years","0.1586720414513793"
"1961","35-39 Years","0.08334649227823741"
"1961","40-44 Years","0.022049393603019076"
"1961","45+ Years","0.0012313961023595666"
"1962","Less than 15 Years","0.0017613060732424974"
"1962","15-19 Years","0.14404748135631126"
"1962","20-24 Years","0.3467368565533784"
"1962","25-29 Years","0.2507787900355189"
"1962","30-34 Years","0.1531861163009117"
"1962","35-39 Years","0.08031651677967981"
"1962","40-44 Years","0.02195393632710573"
"1962","45+ Years","0.0012189965738517556"
"1963","Less than 15 Years","0.0018530900288431975"
"1963","15-19 Years","0.1431066710264957"
"1963","20-24 Years","0.3547420461588767"
"1963","25-29 Years","0.2498626165806902"
"1963","30-34 Years","0.1489002005846726"
"1963","35-39 Years","0.07861894280652608"
"1963","40-44 Years","0.021713412818873505"
"1963","45+ Years","0.0012030199950219863"
"1964","Less than 15 Years","0.0019406627949417627"
"1964","15-19 Years","0.14542804575554502"
"1964","20-24 Years","0.35741516428346193"
"1964","25-29 Years","0.2501215397182861"
"1964","30-34 Years","0.145253247059583"
"1964","35-39 Years","0.07692483407780032"
"1964","40-44 Years","0.02175697518802033"
"1964","45+ Years","0.0011595311223615702"
"1965","Less than 15 Years","0.0020657607600127435"
"1965","15-19 Years","0.15713769805959965"
"1965","20-24 Years","0.3556443296090425"
"1965","25-29 Years","0.2461818794912612"
"1965","30-34 Years","0.14077808549079635"
"1965","35-39 Years","0.07523432609341983"
"1965","40-44 Years","0.021730909663388434"
"1965","45+ Years","0.001227010832479248"
"1966","Less than 15 Years","0.002253849818399822"
"1966","15-19 Years","0.1723180213150748"
"1966","20-24 Years","0.3599255076014745"
"1966","25-29 Years","0.24201877062031338"
"1966","30-34 Years","0.13158789376514374"
"1966","35-39 Years","0.07002407470979742"
"1966","40-44 Years","0.020641803700994433"
"1966","45+ Years","0.0012300784688018714"
"1967","Less than 15 Years","0.002440528276529207"
"1967","15-19 Years","0.16939845081979085"
"1967","20-24 Years","0.37222472627485864"
"1967","25-29 Years","0.2463607216102204"
"1967","30-34 Years","0.12478787739363054"
"1967","35-39 Years","0.0645628080304258"
"1967","40-44 Years","0.019043959330398336"
"1967","45+ Years","0.001180928264146217"
"1968","Less than 15 Years","0.0027142157047536472"
"1968","15-19 Years","0.1688708245801019"
"1968","20-24 Years","0.373225221643814"
"1968","25-29 Years","0.2581389344875604"
"1968","30-34 Years","0.11985958274645273"
"1968","35-39 Years","0.05884856024336554"
"1968","40-44 Years","0.017260287117413817"
"1968","45+ Years","0.0010823734765379128"
"1969","Less than 15 Years","0.0029076113977922376"
"1969","15-19 Years","0.16794983398172217"
"1969","20-24 Years","0.37676955152010744"
"1969","25-29 Years","0.2659053398611079"
"1969","30-34 Years","0.11767993275940321"
"1969","35-39 Years","0.05270531741794775"
"1969","40-44 Years","0.015138578181359622"
"1969","45+ Years","0.0009438348805596124"
"1970","Less than 15 Years","0.003149499944524635"
"1970","15-19 Years","0.17277976601723863"
"1970","20-24 Years","0.3802538788535949"
"1970","25-29 Years","0.26663121960579794"
"1970","30-34 Years","0.11465069547883816"
"1970","35-39 Years","0.048304839006203054"
"1970","40-44 Years","0.013386982745821526"
"1970","45+ Years","0.0008431183479811523"
"1971","Less than 15 Years","0.003255932980311982"
"1971","15-19 Years","0.17658810394913343"
"1971","20-24 Years","0.3810437095926006"
"1971","25-29 Years","0.26628233646515576"
"1971","30-34 Years","0.11427936681130606"
"1971","35-39 Years","0.045715796252499316"
"1971","40-44 Years","0.012088403445473387"
"1971","45+ Years","0.0007463505035194335"
"1972","Less than 15 Years","0.003707942306848338"
"1972","15-19 Years","0.18913513365870666"
"1972","20-24 Years","0.3603544795300531"
"1972","25-29 Years","0.27632855400991463"
"1972","30-34 Years","0.11508707771978427"
"1972","35-39 Years","0.04337328839118208"
"1972","40-44 Years","0.01131256922469265"
"1972","45+ Years","0.0007009551588182092"
"1973","Less than 15 Years","0.00409982259923206"
"1973","15-19 Years","0.19257339498528037"
"1973","20-24 Years","0.35101220447151943"
"1973","25-29 Years","0.2831800801092776"
"1973","30-34 Years","0.1179407484622876"
"1973","35-39 Years","0.04041772860073351"
"1973","40-44 Years","0.01015695106575942"
"1973","45+ Years","0.0006190697059100117"
"1974","Less than 15 Years","0.003964926116106607"
"1974","15-19 Years","0.18843573237365813"
"1974","20-24 Years","0.35065371122021244"
"1974","25-29 Years","0.2921931240858265"
"1974","30-34 Years","0.11801011279263839"
"1974","35-39 Years","0.037378661361954814"
"1974","40-44 Years","0.008822269156741957"
"1974","45+ Years","0.0005414628928612342"
"1975","Less than 15 Years","0.004020739151923638"
"1975","15-19 Years","0.18517854155495297"
"1975","20-24 Years","0.3478394172377185"
"1975","25-29 Years","0.29794116019410993"
"1975","30-34 Years","0.11942632111590937"
"1975","35-39 Years","0.03670538560230622"
"1975","40-44 Years","0.008370656046470356"
"1975","45+ Years","0.0005177790966090558"
"1976","Less than 15 Years","0.0037654034929105102"
"1976","15-19 Years","0.17638301553007965"
"1976","20-24 Years","0.3445943983625167"
"1976","25-29 Years","0.3068797533168255"
"1976","30-34 Years","0.12371282421677209"
"1976","35-39 Years","0.036511913044686074"
"1976","40-44 Years","0.007697169128742201"
"1976","45+ Years","0.00045552290746729264"
"1977","Less than 15 Years","0.0034434226569094507"
"1977","15-19 Years","0.16808411630742445"
"1977","20-24 Years","0.34464016458688546"
"1977","25-29 Years","0.305483443915648"
"1977","30-34 Years","0.13435180086044984"
"1977","35-39 Years","0.03634306409605872"
"1977","40-44 Years","0.007249674746109579"
"1977","45+ Years","0.00040431283051446627"
"1978","Less than 15 Years","0.003231652675938618"
"1978","15-19 Years","0.16302475730354404"
"1978","20-24 Years","0.3418627723631895"
"1978","25-29 Years","0.3045598643257885"
"1978","30-34 Years","0.14229771945282707"
"1978","35-39 Years","0.03785941710849887"
"1978","40-44 Years","0.00678821064783356"
"1978","45+ Years","0.0003756061223797948"
"1979","Less than 15 Years","0.003061757704760591"
"1979","15-19 Years","0.15724367974111708"
"1979","20-24 Years","0.340162454305434"
"1979","25-29 Years","0.30598861377553443"
"1979","30-34 Years","0.14795080583264986"
"1979","35-39 Years","0.03866073641296727"
"1979","40-44 Years","0.006587114575958434"
"1979","45+ Years","0.0003448376515783262"
"1980","Less than 15 Years","0.002815136681820623"
"1980","15-19 Years","0.1528575755109408"
"1980","20-24 Years","0.33945526593061737"
"1980","25-29 Years","0.30681390974841777"
"1980","30-34 Years","0.1523573343875216"
"1980","35-39 Years","0.0389764518481238"
"1980","40-44 Years","0.006392123707664292"
"1980","45+ Years","0.00033220218489377003"
"1981","Less than 15 Years","0.0026540006469677655"
"1981","15-19 Years","0.1453175570188563"
"1981","20-24 Years","0.3339544003451964"
"1981","25-29 Years","0.3108608473734707"
"1981","30-34 Years","0.16021379694580515"
"1981","35-39 Years","0.04024426064093895"
"1981","40-44 Years","0.0064272445069736405"
"1981","45+ Years","0.0003278925217910757"
"1982","Less than 15 Years","0.0026553190471933852"
"1982","15-19 Years","0.13958778297840777"
"1982","20-24 Years","0.3276638707884203"
"1982","25-29 Years","0.31297987223060114"
"1982","30-34 Years","0.16445236116360193"
"1982","35-39 Years","0.0456237771825144"
"1982","40-44 Years","0.006701196048294039"
"1982","45+ Years","0.0003358205609670545"
"1983","Less than 15 Years","0.002679906445103551"
"1983","15-19 Years","0.1344586448829918"
"1983","20-24 Years","0.3188500585199013"
"1983","25-29 Years","0.3154001461417399"
"1983","30-34 Years","0.17162063714830694"
"1983","35-39 Years","0.049562055690500484"
"1983","40-44 Years","0.007112524468024006"
"1983","45+ Years","0.0003160267034320225"
"1984","Less than 15 Years","0.002715894537713323"
"1984","15-19 Years","0.12800870830529543"
"1984","20-24 Years","0.3111294987028299"
"1984","25-29 Years","0.3177067875014888"
"1984","30-34 Years","0.17946870943362492"
"1984","35-39 Years","0.05335172455896353"
"1984","40-44 Years","0.007316698922172792"
"1984","45+ Years","0.0003019780379113258"
"1985","Less than 15 Years","0.00271767962280096"
"1985","15-19 Years","0.12431256932143901"
"1985","20-24 Years","0.30349727075295413"
"1985","25-29 Years","0.3194603145647684"
"1985","30-34 Years","0.18517290372367315"
"1985","35-39 Years","0.05699575143176776"
"1985","40-44 Years","0.007534514132332915"
"1985","45+ Years","0.00030899645026367077"
"1986","Less than 15 Years","0.0027088706729877197"
"1986","15-19 Years","0.12295999491021942"
"1986","20-24 Years","0.2933861868359427"
"1986","25-29 Years","0.3193142532224407"
"1986","30-34 Years","0.1920367294752335"
"1986","35-39 Years","0.061315617773449925"
"1986","40-44 Years","0.007945328515788568"
"1986","45+ Years","0.0003330185939374644"
"1987","Less than 15 Years","0.0027067297318156117"
"1987","15-19 Years","0.12136103537728048"
"1987","20-24 Years","0.2824218235236366"
"1987","25-29 Years","0.3192318778262369"
"1987","30-34 Years","0.1996892419109181"
"1987","35-39 Years","0.06509801821497067"
"1987","40-44 Years","0.009130323615777208"
"1987","45+ Years","0.00036094979936441337"
"1988","Less than 15 Years","0.002708267788034818"
"1988","15-19 Years","0.12235625436435768"
"1988","20-24 Years","0.27304495959851743"
"1988","25-29 Years","0.3169849930042384"
"1988","30-34 Years","0.20553649945901148"
"1988","35-39 Years","0.06893907420623045"
"1988","40-44 Years","0.010064944200168308"
"1988","45+ Years","0.0003650073794414134"
"1989","Less than 15 Years","0.0028423952933932994"
"1989","15-19 Years","0.12534230744293803"
"1989","20-24 Years","0.2666689433545214"
"1989","25-29 Years","0.31257389955550147"
"1989","30-34 Years","0.20846418101846145"
"1989","35-39 Years","0.07272483406162598"
"1989","40-44 Years","0.010987741025766662"
"1989","45+ Years","0.0003956982477917365"
"1990","Less than 15 Years","0.0028033683708286157"
"1990","15-19 Years","0.12549288011289467"
"1990","20-24 Years","0.26302891723654304"
"1990","25-29 Years","0.30712912184371555"
"1990","30-34 Years","0.21308750010821959"
"1990","35-39 Years","0.07637489382455728"
"1990","40-44 Years","0.011689399193691904"
"1990","45+ Years","0.00039391930954939285"
"1991","Less than 15 Years","0.0029224694209817933"
"1991","15-19 Years","0.12638986968082713"
"1991","20-24 Years","0.26507337675116466"
"1991","25-29 Years","0.2967629771240264"
"1991","30-34 Years","0.21524738944471378"
"1991","35-39 Years","0.08051580831188836"
"1991","40-44 Years","0.012672385923593018"
"1991","45+ Years","0.0004157233428048847"
"1992","Less than 15 Years","0.0030061397082519273"
"1992","15-19 Years","0.124332905126526"
"1992","20-24 Years","0.263342266471899"
"1992","25-29 Years","0.2901008459011457"
"1992","30-34 Years","0.2202381098810484"
"1992","35-39 Years","0.08478297983721582"
"1992","40-44 Years","0.013702781835437713"
"1992","45+ Years","0.0004939712384754394"
"1993","Less than 15 Years","0.003138311701297922"
"1993","15-19 Years","0.12526573405595665"
"1993","20-24 Years","0.2595161790292582"
"1993","25-29 Years","0.28219856808591487"
"1993","30-34 Years","0.22527423354598725"
"1993","35-39 Years","0.08925789452632842"
"1993","40-44 Years","0.014766863988160711"
"1993","45+ Years","0.0005822150670959743"
"1994","Less than 15 Years","0.003263789644064525"
"1994","15-19 Years","0.12788206337484603"
"1994","20-24 Years","0.25334607377566143"
"1994","25-29 Years","0.27546399775144853"
"1994","30-34 Years","0.2293325156782578"
"1994","35-39 Years","0.09401211859945198"
"1994","40-44 Years","0.016065201920578673"
"1994","45+ Years","0.0006342392556910134"
"1995","Less than 15 Years","0.0031393051934447453"
"1995","15-19 Years","0.12818607294255882"
"1995","20-24 Years","0.24760224731375538"
"1995","25-29 Years","0.2727310493490468"
"1995","30-34 Years","0.23199008921196568"
"1995","35-39 Years","0.09840652437987696"
"1995","40-44 Years","0.017245407144188787"
"1995","45+ Years","0.0006993044651628672"
"1996","Less than 15 Years","0.0028647095434298497"
"1996","15-19 Years","0.12632089372359304"
"1996","20-24 Years","0.24289129059430645"
"1996","25-29 Years","0.2752893875719711"
"1996","30-34 Years","0.23073734663345236"
"1996","35-39 Years","0.10266237080154819"
"1996","40-44 Years","0.01845152530107974"
"1996","45+ Years","0.0007824758306192943"
"1997","Less than 15 Years","0.0026079042612346536"
"1997","15-19 Years","0.12451254788200863"
"1997","20-24 Years","0.2427399460021325"
"1997","25-29 Years","0.27556434161819415"
"1997","30-34 Years","0.22850353552557737"
"1997","35-39 Years","0.1055710359520255"
"1997","40-44 Years","0.019604761171008536"
"1997","45+ Years","0.000895927587818683"
"1998","Less than 15 Years","0.002400576625507763"
"1998","15-19 Years","0.12302130657636723"
"1998","20-24 Years","0.24485830838758227"
"1998","25-29 Years","0.27476733155687616"
"1998","30-34 Years","0.22563821925012806"
"1998","35-39 Years","0.10779761175353979"
"1998","40-44 Years","0.02055712557968902"
"1998","45+ Years","0.0009595202703096977"
"1999","Less than 15 Years","0.002286700289461807"
"1999","15-19 Years","0.12023234733800456"
"1999","20-24 Years","0.24799837955941492"
"1999","25-29 Years","0.27232595101753615"
"1999","30-34 Years","0.2253867172869137"
"1999","35-39 Years","0.10968635028843893"
"1999","40-44 Years","0.02098541275142275"
"1999","45+ Years","0.0010981414688071502"
"2000","Less than 15 Years","0.002098888985797329"
"2000","15-19 Years","0.11554853215742332"
"2000","20-24 Years","0.25076438585261607"
"2000","25-29 Years","0.2679469914117769"
"2000","30-34 Years","0.228953088266671"
"2000","35-39 Years","0.11137662381178344"
"2000","40-44 Years","0.022177168010162576"
"2000","45+ Years","0.0011343215037693277"
"2001","Less than 15 Years","0.0019327196950371503"
"2001","15-19 Years","0.11076786424413919"
"2001","20-24 Years","0.25376155042818643"
"2001","25-29 Years","0.26286204961682175"
"2001","30-34 Years","0.23415615709451698"
"2001","35-39 Years","0.11220330790403119"
"2001","40-44 Years","0.02305378653842476"
"2001","45+ Years","0.001262564478842544"
"2002","Less than 15 Years","0.0018188708032322442"
"2002","15-19 Years","0.10579860487760728"
"2002","20-24 Years","0.25414610542836585"
"2002","25-29 Years","0.263665650021906"
"2002","30-34 Years","0.23652009112505426"
"2002","35-39 Years","0.11286870363619998"
"2002","40-44 Years","0.02381763451811486"
"2002","45+ Years","0.0013643395895195248"
"2003","Less than 15 Years","0.0016286262668247778"
"2003","15-19 Years","0.1013655423660436"
"2003","20-24 Years","0.25240039609286175"
"2003","25-29 Years","0.26561840609298404"
"2003","30-34 Years","0.23852272032665436"
"2003","35-39 Years","0.11433929510140711"
"2003","40-44 Years","0.024695900927884203"
"2003","45+ Years","0.0014291128253401631"
"2004","Less than 15 Years","0.0016490550216777414"
"2004","15-19 Years","0.10098656339949008"
"2004","20-24 Years","0.251566371242387"
"2004","25-29 Years","0.2685970410880018"
"2004","30-34 Years","0.23483725400359723"
"2004","35-39 Years","0.11566147509807756"
"2004","40-44 Years","0.025213445744363155"
"2004","45+ Years","0.001488794402405417"
"2005","Less than 15 Years","0.0016243192635517207"
"2005","15-19 Years","0.10018318899638479"
"2005","20-24 Years","0.2514017063326462"
"2005","25-29 Years","0.2734414134718942"
"2005","30-34 Years","0.22972712064642203"
"2005","35-39 Years","0.11675090718545005"
"2005","40-44 Years","0.02529197030023326"
"2005","45+ Years","0.0015793738034177397"
"2006","Less than 15 Years","0.001499453177839695"
"2006","15-19 Years","0.1020819096225462"
"2006","20-24 Years","0.2532934166831749"
"2006","25-29 Years","0.27707977039330167"
"2006","30-34 Years","0.22277476201807267"
"2006","35-39 Years","0.11689358125730415"
"2006","40-44 Years","0.02474214961476291"
"2006","45+ Years","0.0016349572329978162"
"2007","Less than 15 Years","0.0014352793280622245"
"2007","15-19 Years","0.10307576073858848"
"2007","20-24 Years","0.2507635709193642"
"2007","25-29 Years","0.2799682037554506"
"2007","30-34 Years","0.2228635479131919"
"2007","35-39 Years","0.11582182889570605"
"2007","40-44 Years","0.02436823962005758"
"2007","45+ Years","0.0017035688295789406"
"2008","Less than 15 Years","0.001356971570927661"
"2008","15-19 Years","0.10235153473861347"
"2008","20-24 Years","0.24770710884541117"
"2008","25-29 Years","0.28151133297266706"
"2008","30-34 Years","0.22523185521367595"
"2008","35-39 Years","0.11509185925351496"
"2008","40-44 Years","0.02494836021615493"
"2008","45+ Years","0.0018009771890348033"
"2009","Less than 15 Years","0.0012174795099578397"
"2009","15-19 Years","0.09920969141772572"
"2009","20-24 Years","0.2435399626936583"
"2009","25-29 Years","0.28246952972463274"
"2009","30-34 Years","0.2312571946647816"
"2009","35-39 Years","0.11477643430295122"
"2009","40-44 Years","0.025619845714915154"
"2009","45+ Years","0.00190986197137749"
"2010","Less than 15 Years","0.0011244225988689264"
"2010","15-19 Years","0.09193361180941274"
"2010","20-24 Years","0.2379585266338383"
"2010","25-29 Years","0.28347176291560755"
"2010","30-34 Years","0.24057942894234266"
"2010","35-39 Years","0.11623534212501618"
"2010","40-44 Years","0.026765358482527066"
"2010","45+ Years","0.0019315464923865813"
"2011","Less than 15 Years","0.0010051623967078022"
"2011","15-19 Years","0.08341077349952827"
"2011","20-24 Years","0.23401516090439323"
"2011","25-29 Years","0.2852048391461937"
"2011","30-34 Years","0.24956609056578957"
"2011","35-39 Years","0.11732349586072405"
"2011","40-44 Years","0.02754964475324958"
"2011","45+ Years","0.0019248328734137834"
"2012","Less than 15 Years","0.0009290931398161195"
"2012","15-19 Years","0.07726957946137394"
"2012","20-24 Years","0.23197244297602296"
"2012","25-29 Years","0.2843703104137627"
"2012","30-34 Years","0.2564155374128248"
"2012","35-39 Years","0.1195063762559014"
"2012","40-44 Years","0.027725788989082397"
"2012","45+ Years","0.0018108713512156773"
"2013","Less than 15 Years","0.0007878579343117726"
"2013","15-19 Years","0.06945382219180653"
"2013","20-24 Years","0.22805282869735652"
"2013","25-29 Years","0.2850268082776454"
"2013","30-34 Years","0.263702764445482"
"2013","35-39 Years","0.12305461015146556"
"2013","40-44 Years","0.027843072330597192"
"2013","45+ Years","0.002078235971334992"
"2014","Less than 15 Years","0.0006951965705308407"
"2014","15-19 Years","0.062486656164707645"
"2014","20-24 Years","0.22137858659085988"
"2014","25-29 Years","0.2872200491579993"
"2014","30-34 Years","0.27101577225651374"
"2014","35-39 Years","0.12751450542321063"
"2014","40-44 Years","0.027565509920788735"
"2014","45+ Years","0.0021237239153892337"
