"year","age","race","birth_rate"
"1982","15-19","All Races","28.7"
"1982","15-19","Black","85.1"
"1982","15-19","White","18.0"
"1982","15-44","All Races","30.0"
"1982","15-44","Black","77.9"
"1982","15-44","White","19.3"
"1982","18-19","All Races","39.6"
"1982","18-19","Black","112.7"
"1982","18-19","White","25.3"
"1982","20-24","All Races","41.5"
"1982","20-24","Black","109.3"
"1982","20-24","White","26.5"
"1982","25-29","All Races","35.1"
"1982","25-29","Black","82.7"
"1982","25-29","White","23.1"
"1982","30-34","All Races","21.9"
"1982","30-34","Black","44.1"
"1982","30-34","White","15.3"
"1982","35-39","All Races","10.0"
"1982","35-39","Black","19.5"
"1982","35-39","White","7.4"
"1982","40-44","All Races","2.7"
"1982","40-44","Black","5.2"
"1982","40-44","White","2.1"
"1983","15-17","All Races","22.0"
"1983","15-17","Black","66.8"
"1983","15-17","White","13.6"
"1983","15-19","All Races","29.5"
"1983","15-19","Black","85.5"
"1983","15-19","White","18.7"
"1983","15-44","All Races","30.3"
"1983","15-44","Black","76.2"
"1983","15-44","White","19.8"
"1983","18-19","All Races","40.7"
"1983","18-19","Black","111.9"
"1983","18-19","White","26.4"
"1983","20-24","All Races","41.8"
"1983","20-24","Black","107.2"
"1983","20-24","White","27.1"
"1983","25-29","All Races","35.5"
"1983","25-29","Black","79.7"
"1983","25-29","White","23.8"
"1983","30-34","All Races","22.4"
"1983","30-34","Black","43.8"
"1983","30-34","White","15.9"
"1983","35-39","All Races","10.2"
"1983","35-39","Black","19.4"
"1983","35-39","White","7.8"
"1983","40-44","All Races","2.6"
"1983","40-44","Black","4.8"
"1983","40-44","White","2.0"
"1984","15-17","All Races","21.9"
"1984","15-17","Black","66.5"
"1984","15-17","White","13.7"
"1984","15-19","All Races","30.0"
"1984","15-19","Black","86.1"
"1984","15-19","White","19.3"
"1984","15-44","All Races","31.0"
"1984","15-44","Black","75.2"
"1984","15-44","White","20.6"
"1984","18-19","All Races","42.5"
"1984","18-19","Black","113.6"
"1984","18-19","White","27.9"
"1984","20-24","All Races","43.0"
"1984","20-24","Black","107.9"
"1984","20-24","White","28.5"
"1984","25-29","All Races","37.1"
"1984","25-29","Black","77.8"
"1984","25-29","White","25.5"
"1984","30-34","All Races","23.3"
"1984","30-34","Black","43.8"
"1984","30-34","White","16.8"
"1984","35-39","All Races","10.9"
"1984","35-39","Black","19.4"
"1984","35-39","White","8.4"
"1984","40-44","All Races","2.5"
"1984","40-44","Black","4.3"
"1984","40-44","White","2.0"
"1985","15-17","All Races","22.4"
"1985","15-17","Black","66.8"
"1985","15-17","White","14.5"
"1985","15-19","All Races","31.4"
"1985","15-19","Black","87.6"
"1985","15-19","White","20.8"
"1985","15-44","All Races","32.8"
"1985","15-44","Black","77.0"
"1985","15-44","White","22.5"
"1985","18-19","All Races","45.9"
"1985","18-19","Black","117.9"
"1985","18-19","White","31.2"
"1985","20-24","All Races","46.5"
"1985","20-24","Black","113.1"
"1985","20-24","White","31.7"
"1985","25-29","All Races","39.9"
"1985","25-29","Black","79.3"
"1985","25-29","White","28.5"
"1985","30-34","All Races","25.2"
"1985","30-34","Black","47.5"
"1985","30-34","White","18.4"
"1985","35-39","All Races","11.6"
"1985","35-39","Black","20.4"
"1985","35-39","White","9.0"
"1985","40-44","All Races","2.5"
"1985","40-44","Black","4.3"
"1985","40-44","White","2.0"
"1986","15-17","All Races","22.8"
"1986","15-17","Black","67.0"
"1986","15-17","White","14.9"
"1986","15-19","All Races","32.3"
"1986","15-19","Black","88.5"
"1986","15-19","White","21.8"
"1986","15-44","All Races","34.2"
"1986","15-44","Black","79.0"
"1986","15-44","White","23.9"
"1986","18-19","All Races","48.0"
"1986","18-19","Black","121.1"
"1986","18-19","White","33.5"
"1986","20-24","All Races","49.3"
"1986","20-24","Black","118.0"
"1986","20-24","White","34.2"
"1986","25-29","All Races","42.2"
"1986","25-29","Black","84.6"
"1986","25-29","White","30.5"
"1986","30-34","All Races","27.2"
"1986","30-34","Black","50.0"
"1986","30-34","White","20.1"
"1986","35-39","All Races","12.2"
"1986","35-39","Black","20.6"
"1986","35-39","White","9.7"
"1986","40-44","All Races","2.7"
"1986","40-44","Black","4.4"
"1986","40-44","White","2.2"
"1987","15-17","All Races","24.5"
"1987","15-17","Black","69.9"
"1987","15-17","White","16.2"
"1987","15-19","All Races","33.8"
"1987","15-19","Black","90.9"
"1987","15-19","White","23.2"
"1987","15-44","All Races","36.0"
"1987","15-44","Black","82.6"
"1987","15-44","White","25.3"
"1987","18-19","All Races","48.9"
"1987","18-19","Black","123.0"
"1987","18-19","White","34.5"
"1987","20-24","All Races","52.6"
"1987","20-24","Black","126.1"
"1987","20-24","White","36.6"
"1987","25-29","All Races","44.5"
"1987","25-29","Black","91.6"
"1987","25-29","White","32.0"
"1987","30-34","All Races","29.6"
"1987","30-34","Black","53.1"
"1987","30-34","White","22.3"
"1987","35-39","All Races","13.5"
"1987","35-39","Black","22.4"
"1987","35-39","White","10.7"
"1987","40-44","All Races","2.9"
"1987","40-44","Black","4.7"
"1987","40-44","White","2.4"
"1988","15-17","All Races","26.4"
"1988","15-17","Black","73.5"
"1988","15-17","White","17.6"
"1988","15-19","All Races","36.4"
"1988","15-19","Black","96.1"
"1988","15-19","White","25.3"
"1988","15-44","All Races","38.5"
"1988","15-44","Black","86.5"
"1988","15-44","White","27.4"
"1988","18-19","All Races","51.5"
"1988","18-19","Black","130.5"
"1988","18-19","White","36.8"
"1988","20-24","All Races","56.0"
"1988","20-24","Black","133.6"
"1988","20-24","White","39.2"
"1988","25-29","All Races","48.5"
"1988","25-29","Black","97.2"
"1988","25-29","White","35.4"
"1988","30-34","All Races","32.0"
"1988","30-34","Black","57.4"
"1988","30-34","White","24.2"
"1988","35-39","All Races","15.0"
"1988","35-39","Black","24.1"
"1988","35-39","White","12.1"
"1988","40-44","All Races","3.2"
"1988","40-44","Black","5.0"
"1988","40-44","White","2.7"
"1989","15-17","All Races","28.7"
"1989","15-17","Black","78.9"
"1989","15-17","White","19.3"
"1989","15-19","All Races","40.1"
"1989","15-19","Black","104.5"
"1989","15-19","White","28.0"
"1989","15-44","All Races","41.6"
"1989","15-44","Black","90.7"
"1989","15-44","White","30.2"
"1989","18-19","All Races","56.0"
"1989","18-19","Black","140.9"
"1989","18-19","White","40.2"
"1989","20-24","All Races","61.2"
"1989","20-24","Black","142.4"
"1989","20-24","White","43.8"
"1989","25-29","All Races","52.8"
"1989","25-29","Black","102.9"
"1989","25-29","White","39.1"
"1989","30-34","All Races","34.9"
"1989","30-34","Black","60.5"
"1989","30-34","White","26.8"
"1989","35-39","All Races","16.0"
"1989","35-39","Black","24.9"
"1989","35-39","White","13.1"
"1989","40-44","All Races","3.4"
"1989","40-44","Black","5.0"
"1989","40-44","White","2.9"
"1990","15-17","All Races","29.6"
"1990","15-17","Black","78.8"
"1990","15-17","Hispanic","45.9"
"1990","15-17","Non-Hispanic white","16.2"
"1990","15-17","White","20.4"
"1990","15-19","All Races","42.5"
"1990","15-19","Black","106.0"
"1990","15-19","Hispanic","65.9"
"1990","15-19","Non-Hispanic white","25.0"
"1990","15-19","White","30.6"
"1990","15-44","All Races","43.8"
"1990","15-44","Black","90.5"
"1990","15-44","Hispanic","89.6"
"1990","15-44","Non-Hispanic white","24.4"
"1990","15-44","White","32.9"
"1990","18-19","All Races","60.7"
"1990","18-19","Black","143.7"
"1990","18-19","Hispanic","98.9"
"1990","18-19","Non-Hispanic white","37.0"
"1990","18-19","White","44.9"
"1990","20-24","All Races","65.1"
"1990","20-24","Black","144.8"
"1990","20-24","Hispanic","129.8"
"1990","20-24","Non-Hispanic white","36.4"
"1990","20-24","White","48.2"
"1990","25-29","All Races","56.0"
"1990","25-29","Black","105.3"
"1990","25-29","Hispanic","131.7"
"1990","25-29","Non-Hispanic white","30.3"
"1990","25-29","White","43.0"
"1990","30-34","All Races","37.6"
"1990","30-34","Black","61.5"
"1990","30-34","Hispanic","88.1"
"1990","30-34","Non-Hispanic white","20.5"
"1990","30-34","White","29.9"
"1990","35-39","All Races","17.3"
"1990","35-39","Black","25.5"
"1990","35-39","Hispanic","50.8"
"1990","35-39","Non-Hispanic white","6.1"
"1990","35-39","White","14.5"
"1990","40-44","All Races","3.6"
"1990","40-44","Black","5.1"
"1990","40-44","Hispanic","13.7"
"1990","40-44","Non-Hispanic white",
"1990","40-44","White","3.2"
"1991","15-17","All Races","30.8"
"1991","15-17","Black","79.9"
"1991","15-17","Hispanic","49.5"
"1991","15-17","Non-Hispanic white",
"1991","15-17","White","21.7"
"1991","15-19","All Races","44.6"
"1991","15-19","Black","107.8"
"1991","15-19","Hispanic","71.0"
"1991","15-19","Non-Hispanic white",
"1991","15-19","White","32.7"
"1991","15-44","All Races","45.0"
"1991","15-44","Black","89.0"
"1991","15-44","Hispanic","92.5"
"1991","15-44","Non-Hispanic white",
"1991","15-44","White","34.5"
"1991","18-19","All Races","65.4"
"1991","18-19","Black","147.7"
"1991","18-19","Hispanic","107.5"
"1991","18-19","Non-Hispanic white",
"1991","18-19","White","49.4"
"1991","20-24","All Races","67.8"
"1991","20-24","Black","146.4"
"1991","20-24","Hispanic","134.2"
"1991","20-24","Non-Hispanic white",
"1991","20-24","White","51.4"
"1991","25-29","All Races","56.0"
"1991","25-29","Black","100.0"
"1991","25-29","Hispanic","135.1"
"1991","25-29","Non-Hispanic white",
"1991","25-29","White","44.3"
"1991","30-34","All Races","37.9"
"1991","30-34","Black","59.8"
"1991","30-34","Hispanic","88.2"
"1991","30-34","Non-Hispanic white",
"1991","30-34","White","30.9"
"1991","35-39","All Races","17.9"
"1991","35-39","Black","25.5"
"1991","35-39","Hispanic","47.6"
"1991","35-39","Non-Hispanic white",
"1991","35-39","White","15.2"
"1991","40-44","All Races","3.8"
"1991","40-44","Black","5.4"
"1991","40-44","Hispanic","14.1"
"1991","40-44","Non-Hispanic white",
"1991","40-44","White","3.2"
"1992","15-17","All Races","30.2"
"1992","15-17","Black","77.2"
"1992","15-17","Hispanic","49.2"
"1992","15-17","Non-Hispanic white",
"1992","15-17","White","21.4"
"1992","15-19","All Races","44.2"
"1992","15-19","Black","104.8"
"1992","15-19","Hispanic","70.3"
"1992","15-19","Non-Hispanic white",
"1992","15-19","White","32.7"
"1992","15-44","All Races","44.9"
"1992","15-44","Black","85.7"
"1992","15-44","Hispanic","92.8"
"1992","15-44","Non-Hispanic white",
"1992","15-44","White","35.0"
"1992","18-19","All Races","66.7"
"1992","18-19","Black","146.4"
"1992","18-19","Hispanic","106.6"
"1992","18-19","Non-Hispanic white",
"1992","18-19","White","51.2"
"1992","20-24","All Races","67.9"
"1992","20-24","Black","142.6"
"1992","20-24","Hispanic","138.2"
"1992","20-24","Non-Hispanic white",
"1992","20-24","White","52.4"
"1992","25-29","All Races","55.6"
"1992","25-29","Black","96.8"
"1992","25-29","Hispanic","133.4"
"1992","25-29","Non-Hispanic white",
"1992","25-29","White","44.8"
"1992","30-34","All Races","37.6"
"1992","30-34","Black","57.3"
"1992","30-34","Hispanic","89.9"
"1992","30-34","Non-Hispanic white",
"1992","30-34","White","31.3"
"1992","35-39","All Races","18.8"
"1992","35-39","Black","25.6"
"1992","35-39","Hispanic","47.8"
"1992","35-39","Non-Hispanic white",
"1992","35-39","White","16.1"
"1992","40-44","All Races","4.1"
"1992","40-44","Black","5.4"
"1992","40-44","Hispanic","14.6"
"1992","40-44","Non-Hispanic white",
"1992","40-44","White","3.6"
"1993","15-17","All Races","30.3"
"1993","15-17","Black","75.9"
"1993","15-17","Hispanic","49.6"
"1993","15-17","Non-Hispanic white",
"1993","15-17","White","21.9"
"1993","15-19","All Races","44.0"
"1993","15-19","Black","101.2"
"1993","15-19","Hispanic","71.1"
"1993","15-19","Non-Hispanic white",
"1993","15-19","White","33.3"
"1993","15-44","All Races","44.8"
"1993","15-44","Black","83.0"
"1993","15-44","Hispanic","91.4"
"1993","15-44","Non-Hispanic white",
"1993","15-44","White","35.6"
"1993","18-19","All Races","66.2"
"1993","18-19","Black","140.0"
"1993","18-19","Hispanic","108.8"
"1993","18-19","Non-Hispanic white",
"1993","18-19","White","52.0"
"1993","20-24","All Races","68.5"
"1993","20-24","Black","139.9"
"1993","20-24","Hispanic","134.3"
"1993","20-24","Non-Hispanic white",
"1993","20-24","White","53.8"
"1993","25-29","All Races","55.9"
"1993","25-29","Black","92.8"
"1993","25-29","Hispanic","130.4"
"1993","25-29","Non-Hispanic white",
"1993","25-29","White","46.0"
"1993","30-34","All Races","38.0"
"1993","30-34","Black","56.7"
"1993","30-34","Hispanic","87.8"
"1993","30-34","Non-Hispanic white",
"1993","30-34","White","31.9"
"1993","35-39","All Races","18.9"
"1993","35-39","Black","25.7"
"1993","35-39","Hispanic","47.1"
"1993","35-39","Non-Hispanic white",
"1993","35-39","White","16.3"
"1993","40-44","All Races","4.4"
"1993","40-44","Black","5.8"
"1993","40-44","Hispanic","14.1"
"1993","40-44","Non-Hispanic white",
"1993","40-44","White","3.9"
"1994","15-17","All Races","31.7"
"1994","15-17","Black","73.9"
"1994","15-17","Hispanic","55.7"
"1994","15-17","Non-Hispanic white","17.9"
"1994","15-17","White","23.9"
"1994","15-19","All Races","45.8"
"1994","15-19","Black","99.3"
"1994","15-19","Hispanic","77.7"
"1994","15-19","Non-Hispanic white","28.1"
"1994","15-19","White","35.8"
"1994","15-44","All Races","46.2"
"1994","15-44","Black","80.8"
"1994","15-44","Hispanic","95.8"
"1994","15-44","Non-Hispanic white","28.4"
"1994","15-44","White","37.8"
"1994","18-19","All Races","69.1"
"1994","18-19","Black","139.6"
"1994","18-19","Hispanic","115.4"
"1994","18-19","Non-Hispanic white","45.0"
"1994","18-19","White","55.8"
"1994","20-24","All Races","70.9"
"1994","20-24","Black","135.2"
"1994","20-24","Hispanic","144.5"
"1994","20-24","Non-Hispanic white","43.8"
"1994","20-24","White","57.5"
"1994","25-29","All Races","57.4"
"1994","25-29","Black","91.3"
"1994","25-29","Hispanic","131.7"
"1994","25-29","Non-Hispanic white","34.7"
"1994","25-29","White","48.6"
"1994","30-34","All Races","39.6"
"1994","30-34","Black","56.5"
"1994","30-34","Hispanic","91.2"
"1994","30-34","Non-Hispanic white","24.6"
"1994","30-34","White","33.8"
"1994","35-39","All Races","19.7"
"1994","35-39","Black","26.0"
"1994","35-39","Hispanic","47.4"
"1994","35-39","Non-Hispanic white","12.8"
"1994","35-39","White","17.2"
"1994","40-44","All Races","4.7"
"1994","40-44","Black","5.9"
"1994","40-44","Hispanic","13.9"
"1994","40-44","Non-Hispanic white","3.1"
"1994","40-44","White","4.3"
"1995","15-17","All Races","30.1"
"1995","15-17","Black","67.4"
"1995","15-17","Hispanic","52.8"
"1995","15-17","Non-Hispanic white","17.6"
"1995","15-17","White","23.3"
"1995","15-19","All Races","43.8"
"1995","15-19","Black","91.2"
"1995","15-19","Hispanic","73.2"
"1995","15-19","Non-Hispanic white","27.7"
"1995","15-19","White","35.0"
"1995","15-44","All Races","44.3"
"1995","15-44","Black","74.5"
"1995","15-44","Hispanic","88.8"
"1995","15-44","Non-Hispanic white","28.1"
"1995","15-44","White","37.0"
"1995","18-19","All Races","66.5"
"1995","18-19","Black","129.2"
"1995","18-19","Hispanic","108.6"
"1995","18-19","Non-Hispanic white","44.6"
"1995","18-19","White","54.7"
"1995","20-24","All Races","68.7"
"1995","20-24","Black","124.6"
"1995","20-24","Hispanic","135.8"
"1995","20-24","Non-Hispanic white","43.9"
"1995","20-24","White","57.2"
"1995","25-29","All Races","54.3"
"1995","25-29","Black","82.3"
"1995","25-29","Hispanic","122.3"
"1995","25-29","Non-Hispanic white","34.4"
"1995","25-29","White","47.4"
"1995","30-34","All Races","38.9"
"1995","30-34","Black","53.3"
"1995","30-34","Hispanic","84.1"
"1995","30-34","Non-Hispanic white","25.1"
"1995","30-34","White","33.7"
"1995","35-39","All Races","19.3"
"1995","35-39","Black","25.3"
"1995","35-39","Hispanic","42.2"
"1995","35-39","Non-Hispanic white","12.9"
"1995","35-39","White","16.8"
"1995","40-44","All Races","4.7"
"1995","40-44","Black","6.0"
"1995","40-44","Hispanic","12.1"
"1995","40-44","Non-Hispanic white","3.2"
"1995","40-44","White","4.2"
"1996","15-17","All Races","28.5"
"1996","15-17","Black","62.6"
"1996","15-17","Hispanic","49.7"
"1996","15-17","Non-Hispanic white","16.9"
"1996","15-17","White","22.3"
"1996","15-19","All Races","42.2"
"1996","15-19","Black","87.5"
"1996","15-19","Hispanic","69.3"
"1996","15-19","Non-Hispanic white","27.0"
"1996","15-19","White","34.0"
"1996","15-44","All Races","43.8"
"1996","15-44","Black","72.8"
"1996","15-44","Hispanic","86.2"
"1996","15-44","Non-Hispanic white","28.2"
"1996","15-44","White","37.0"
"1996","18-19","All Races","64.9"
"1996","18-19","Black","127.2"
"1996","18-19","Hispanic","102.3"
"1996","18-19","Non-Hispanic white","43.9"
"1996","18-19","White","53.5"
"1996","20-24","All Races","68.9"
"1996","20-24","Black","122.6"
"1996","20-24","Hispanic","131.6"
"1996","20-24","Non-Hispanic white","44.5"
"1996","20-24","White","57.9"
"1996","25-29","All Races","54.5"
"1996","25-29","Black","81.2"
"1996","25-29","Hispanic","122.0"
"1996","25-29","Non-Hispanic white","35.0"
"1996","25-29","White","48.1"
"1996","30-34","All Races","40.2"
"1996","30-34","Black","53.4"
"1996","30-34","Hispanic","84.6"
"1996","30-34","Non-Hispanic white","26.4"
"1996","30-34","White","35.4"
"1996","35-39","All Races","19.9"
"1996","35-39","Black","25.2"
"1996","35-39","Hispanic","41.2"
"1996","35-39","Non-Hispanic white","13.8"
"1996","35-39","White","17.7"
"1996","40-44","All Races","4.8"
"1996","40-44","Black","6.1"
"1996","40-44","Hispanic","12.3"
"1996","40-44","Non-Hispanic white","3.3"
"1996","40-44","White","4.3"
"1997","15-17","All Races","27.7"
"1997","15-17","Black","59.0"
"1997","15-17","Hispanic","50.7"
"1997","15-17","Non-Hispanic white","16.2"
"1997","15-17","White","22.0"
"1997","15-19","All Races","41.4"
"1997","15-19","Black","84.5"
"1997","15-19","Hispanic","69.2"
"1997","15-19","Non-Hispanic white","26.4"
"1997","15-19","White","33.6"
"1997","15-44","All Races","42.9"
"1997","15-44","Black","71.5"
"1997","15-44","Hispanic","83.2"
"1997","15-44","Non-Hispanic white","27.5"
"1997","15-44","White","36.3"
"1997","18-19","All Races","63.9"
"1997","18-19","Black","124.8"
"1997","18-19","Hispanic","100.6"
"1997","18-19","Non-Hispanic white","43.3"
"1997","18-19","White","52.9"
"1997","20-24","All Races","68.9"
"1997","20-24","Black","124.2"
"1997","20-24","Hispanic","122.8"
"1997","20-24","Non-Hispanic white","44.8"
"1997","20-24","White","57.9"
"1997","25-29","All Races","53.4"
"1997","25-29","Black","81.4"
"1997","25-29","Hispanic","114.8"
"1997","25-29","Non-Hispanic white","34.4"
"1997","25-29","White","47.0"
"1997","30-34","All Races","37.9"
"1997","30-34","Black","51.0"
"1997","30-34","Hispanic","78.8"
"1997","30-34","Non-Hispanic white","24.9"
"1997","30-34","White","33.6"
"1997","35-39","All Races","18.7"
"1997","35-39","Black","24.3"
"1997","35-39","Hispanic","40.5"
"1997","35-39","Non-Hispanic white","12.7"
"1997","35-39","White","16.6"
"1997","40-44","All Races","4.6"
"1997","40-44","Black","6.5"
"1997","40-44","Hispanic","12.1"
"1997","40-44","Non-Hispanic white","2.9"
"1997","40-44","White","3.9"
"1998","15-17","All Races","26.5"
"1998","15-17","Black","55.0"
"1998","15-17","Hispanic","49.8"
"1998","15-17","Non-Hispanic white","15.5"
"1998","15-17","White","21.5"
"1998","15-19","All Races","40.9"
"1998","15-19","Black","81.5"
"1998","15-19","Hispanic","69.3"
"1998","15-19","Non-Hispanic white","26.2"
"1998","15-19","White","33.6"
"1998","15-44","All Races","43.3"
"1998","15-44","Black","71.6"
"1998","15-44","Hispanic","82.8"
"1998","15-44","Non-Hispanic white","27.9"
"1998","15-44","White","36.9"
"1998","18-19","All Races","63.6"
"1998","18-19","Black","121.5"
"1998","18-19","Hispanic","101.2"
"1998","18-19","Non-Hispanic white","43.1"
"1998","18-19","White","53.1"
"1998","20-24","All Races","70.4"
"1998","20-24","Black","127.8"
"1998","20-24","Hispanic","120.6"
"1998","20-24","Non-Hispanic white","46.3"
"1998","20-24","White","59.5"
"1998","25-29","All Races","55.4"
"1998","25-29","Black","86.5"
"1998","25-29","Hispanic","115.9"
"1998","25-29","Non-Hispanic white","35.4"
"1998","25-29","White","48.6"
"1998","30-34","All Races","38.1"
"1998","30-34","Black","50.5"
"1998","30-34","Hispanic","78.2"
"1998","30-34","Non-Hispanic white","25.0"
"1998","30-34","White","34.1"
"1998","35-39","All Races","18.7"
"1998","35-39","Black","24.3"
"1998","35-39","Hispanic","38.8"
"1998","35-39","Non-Hispanic white","13.1"
"1998","35-39","White","16.9"
"1998","40-44","All Races","4.6"
"1998","40-44","Black","6.0"
"1998","40-44","Hispanic","12.0"
"1998","40-44","Non-Hispanic white","3.1"
"1998","40-44","White","4.1"
"1999","15-17","All Races","25.0"
"1999","15-17","Black","50.0"
"1999","15-17","Hispanic","48.7"
"1999","15-17","Non-Hispanic white","14.6"
"1999","15-17","White","20.6"
"1999","15-19","All Races","39.7"
"1999","15-19","Black","76.5"
"1999","15-19","Hispanic","68.6"
"1999","15-19","Non-Hispanic white","25.6"
"1999","15-19","White","33.2"
"1999","15-44","All Races","43.3"
"1999","15-44","Black","69.7"
"1999","15-44","Hispanic","84.9"
"1999","15-44","Non-Hispanic white","27.9"
"1999","15-44","White","37.4"
"1999","18-19","All Races","62.3"
"1999","18-19","Black","115.8"
"1999","18-19","Hispanic","99.9"
"1999","18-19","Non-Hispanic white","42.7"
"1999","18-19","White","52.9"
"1999","20-24","All Races","70.8"
"1999","20-24","Black","126.8"
"1999","20-24","Hispanic","126.1"
"1999","20-24","Non-Hispanic white","46.3"
"1999","20-24","White","60.2"
"1999","25-29","All Races","56.9"
"1999","25-29","Black","85.5"
"1999","25-29","Hispanic","119.6"
"1999","25-29","Non-Hispanic white","36.2"
"1999","25-29","White","50.8"
"1999","30-34","All Races","38.1"
"1999","30-34","Black","49.0"
"1999","30-34","Hispanic","84.2"
"1999","30-34","Non-Hispanic white","24.8"
"1999","30-34","White","34.9"
"1999","35-39","All Races","19.0"
"1999","35-39","Black","24.2"
"1999","35-39","Hispanic","42.4"
"1999","35-39","Non-Hispanic white","13.0"
"1999","35-39","White","17.4"
"1999","40-44","All Races","4.6"
"1999","40-44","Black","5.8"
"1999","40-44","Hispanic","11.2"
"1999","40-44","Non-Hispanic white","3.1"
"1999","40-44","White","4.1"
"2000","15-17","All Races","23.9"
"2000","15-17","Asian or Pacific Islander","9.6"
"2000","15-17","Black","48.3"
"2000","15-17","Hispanic","47.0"
"2000","15-17","Non-Hispanic white","13.6"
"2000","15-17","White","19.7"
"2000","15-19","All Races","39.0"
"2000","15-19","Asian or Pacific Islander","15.2"
"2000","15-19","Black","75.0"
"2000","15-19","Hispanic","68.5"
"2000","15-19","Non-Hispanic white","24.7"
"2000","15-19","White","32.7"
"2000","15-44","All Races","44.1"
"2000","15-44","Asian or Pacific Islander","20.9"
"2000","15-44","Black","70.5"
"2000","15-44","Hispanic","87.2"
"2000","15-44","Non-Hispanic white","28.0"
"2000","15-44","White","38.2"
"2000","18-19","All Races","62.2"
"2000","18-19","Asian or Pacific Islander","23.2"
"2000","18-19","Black","115.0"
"2000","18-19","Hispanic","102.2"
"2000","18-19","Non-Hispanic white","42.1"
"2000","18-19","White","53.1"
"2000","20-24","All Races","72.2"
"2000","20-24","Asian or Pacific Islander","24.2"
"2000","20-24","Black","129.0"
"2000","20-24","Hispanic","130.5"
"2000","20-24","Non-Hispanic white","47.0"
"2000","20-24","White","61.7"
"2000","25-29","All Races","58.5"
"2000","25-29","Asian or Pacific Islander","25.4"
"2000","25-29","Black","85.9"
"2000","25-29","Hispanic","121.6"
"2000","25-29","Non-Hispanic white","36.9"
"2000","25-29","White","52.9"
"2000","30-34","All Races","39.3"
"2000","30-34","Asian or Pacific Islander","29.7"
"2000","30-34","Black","50.2"
"2000","30-34","Hispanic","89.4"
"2000","30-34","Non-Hispanic white","24.8"
"2000","30-34","White","35.9"
"2000","35-39","All Races","19.7"
"2000","35-39","Asian or Pacific Islander","18.4"
"2000","35-39","Black","25.4"
"2000","35-39","Hispanic","46.1"
"2000","35-39","Non-Hispanic white","12.9"
"2000","35-39","White","17.9"
"2000","40-44","All Races","5.0"
"2000","40-44","Asian or Pacific Islander","6.9"
"2000","40-44","Black","6.3"
"2000","40-44","Hispanic","12.2"
"2000","40-44","Non-Hispanic white","3.3"
"2000","40-44","White","4.5"
"2001","15-17","All Races","21.8"
"2001","15-17","Asian or Pacific Islander","8.5"
"2001","15-17","Black","43.5"
"2001","15-17","Hispanic","43.4"
"2001","15-17","Non-Hispanic white","12.1"
"2001","15-17","White","18.1"
"2001","15-19","All Races","36.8"
"2001","15-19","Asian or Pacific Islander","14.2"
"2001","15-19","Black","69.4"
"2001","15-19","Hispanic","65.5"
"2001","15-19","Non-Hispanic white","23.1"
"2001","15-19","White","31.2"
"2001","15-44","All Races","43.7"
"2001","15-44","Asian or Pacific Islander","20.5"
"2001","15-44","Black","68.0"
"2001","15-44","Hispanic","86.8"
