"location","month","pinfectedtravelerave","infectedtravelermin","infectedtravelermax","localcases"
"Tel Aviv","2014-01-01T00:00:00.000","0.02","0.01","0.04","0"
"Antananarivo","2014-01-01T00:00:00.000","0","0","0","0"
"Tampa","2014-01-01T00:00:00.000","0.32","0.14","0.53","0"
"Trondheim","2014-01-01T00:00:00.000","0","0","0","0"
"Turin","2014-01-01T00:00:00.000","0.04","0.01","0.07","0"
"Venice","2014-01-01T00:00:00.000","0.1","0.04","0.18","0"
"Tulsa","2014-01-01T00:00:00.000","0","0","0","0"
"Tunis","2014-01-01T00:00:00.000","0.08","0.03","0.14","0"
"Tucson","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Knoxville","2014-01-01T00:00:00.000","0.04","0.01","0.07","0"
"Uberlandia","2014-01-01T00:00:00.000","0","0","0","0"
"Quito","2014-01-01T00:00:00.000","0.04","0.01","0.07","0"
"Quimper","2014-01-01T00:00:00.000","0.08","0.03","0.14","0"
"Yuzhno-Sakhalinsk","2014-01-01T00:00:00.000","0","0","0","0"
"Varna","2014-01-01T00:00:00.000","0","0","0","0"
"Vigo","2014-01-01T00:00:00.000","0.07","0.03","0.12","0"
"Vienna","2014-01-01T00:00:00.000","0.2","0.08","0.35","0"
"Vitoria","2014-01-01T00:00:00.000","0.01","0","0.01","0"
"Valencia","2014-01-01T00:00:00.000","0.06","0.02","0.12","0"
"Valencia, VE","2014-01-01T00:00:00.000","0.07","0.03","0.13","0"
"Verona","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Santa Cruz","2014-01-01T00:00:00.000","0","0","0","0"
"Vladivostok","2014-01-01T00:00:00.000","0","0","0","0"
"Warsaw","2014-01-01T00:00:00.000","0.1","0.04","0.18","0"
"Lalle","2014-01-01T00:00:00.000","0","0","0.01","0"
"Springdale","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Edmonton","2014-01-01T00:00:00.000","0.06","0.02","0.12","0"
"Hamilton","2014-01-01T00:00:00.000","0","0","0","0"
"Halifax","2014-01-01T00:00:00.000","0.06","0.02","0.11","0"
"Stephenville","2014-01-01T00:00:00.000","0","0","0","0"
"Yakutsk","2014-01-01T00:00:00.000","0","0","0","0"
"Ottawa","2014-01-01T00:00:00.000","0.24","0.1","0.4","0"
"Quebec City","2014-01-01T00:00:00.000","0.08","0.03","0.14","0"
"Moncton","2014-01-01T00:00:00.000","0.02","0.01","0.03","0"
"Regina","2014-01-01T00:00:00.000","0.01","0.01","0.03","0"
"Toronto","2014-01-01T00:00:00.000","0.95","0.78","1","0"
"Montreal","2014-01-01T00:00:00.000","0.85","0.56","0.98","0"
"Vancouver","2014-01-01T00:00:00.000","0.09","0.03","0.16","0"
"Winnipeg","2014-01-01T00:00:00.000","0.07","0.03","0.13","0"
"Saskatoon","2014-01-01T00:00:00.000","0.01","0","0.01","0"
"Calgary","2014-01-01T00:00:00.000","0.07","0.03","0.13","0"
"St. Johns","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Zagreb","2014-01-01T00:00:00.000","0","0","0","0"
"Zurich","2014-01-01T00:00:00.000","0.23","0.1","0.4","0"
"Zakinthos","2014-01-01T00:00:00.000","0","0","0","0"
"Casablanca","2014-01-01T00:00:00.000","0","0","0","0"
"Cochabamba","2014-01-01T00:00:00.000","0","0","0","0"
"Victoria, CA","2014-01-01T00:00:00.000","0.01","0.01","0.03","0"
"Toluca","2014-01-01T00:00:00.000","0","0","0","0"
"Arica","2014-01-01T00:00:00.000","0","0","0","0"
"Bozeman","2014-01-01T00:00:00.000","0.01","0","0.01","0"
"Villahermosa","2014-01-01T00:00:00.000","0","0","0","0"
"Cuiaba","2014-01-01T00:00:00.000","0","0","0","0"
"Maceio","2014-01-01T00:00:00.000","0","0","0","0"
"Boise","2014-01-01T00:00:00.000","0","0","0","0"
"Leon, MX","2014-01-01T00:00:00.000","0","0","0","0"
"Cuzco","2014-01-01T00:00:00.000","0","0","0","0"
"Distrito Federal, BR","2014-01-01T00:00:00.000","0.06","0.02","0.11","0"
"Tijuana","2014-01-01T00:00:00.000","0","0","0","0"
"Huntington","2014-01-01T00:00:00.000","0.02","0.01","0.03","0"
"Tampico","2014-01-01T00:00:00.000","0","0","0","0"
"Ciudad Juarez","2014-01-01T00:00:00.000","0","0","0","0"
"Puerto Vallarta","2014-01-01T00:00:00.000","0","0","0","0"
"San Jose del Cabo","2014-01-01T00:00:00.000","0","0","0","0"
"Gulfport","2014-01-01T00:00:00.000","0.01","0","0.01","0"
"Petrolina","2014-01-01T00:00:00.000","0","0","0","0"
"Aracaju","2014-01-01T00:00:00.000","0","0","0","0"
"Natal","2014-01-01T00:00:00.000","0","0","0","0"
"Chengdu","2014-01-01T00:00:00.000","0","0","0","0"
"Nassau","2014-02-01T00:00:00.000","0.14","0.06","0.25","0"
"Annaba","2014-02-01T00:00:00.000","0.03","0.01","0.05","0"
"Anapa","2014-02-01T00:00:00.000","0","0","0","0"
"Allentown","2014-02-01T00:00:00.000","0","0","0","0"
"Albuquerque","2014-02-01T00:00:00.000","0.02","0.01","0.04","0"
"Aberdeen","2014-02-01T00:00:00.000","0.01","0","0.01","0"
"Atlantic City","2014-02-01T00:00:00.000","0.04","0.02","0.08","0"
"Izmir","2014-02-01T00:00:00.000","0","0","0","0"
"Buenos Aires","2014-02-01T00:00:00.000","0.18","0.07","0.32","0"
"Sochi","2014-02-01T00:00:00.000","0","0","0","0"
"Agen","2014-02-01T00:00:00.000","0.02","0.01","0.04","0"
"Malaga","2014-02-01T00:00:00.000","0","0","0","0"
"Ajaccio","2014-02-01T00:00:00.000","0.52","0.26","0.77","0"
"Albany","2014-02-01T00:00:00.000","0.2","0.08","0.34","0"
"Alicante","2014-02-01T00:00:00.000","0.06","0.02","0.11","0"
"Algiers","2014-02-01T00:00:00.000","0.18","0.07","0.32","0"
"Amarillo","2014-02-01T00:00:00.000","0","0","0","0"
"Amsterdam","2014-02-01T00:00:00.000","0.85","0.58","0.99","0"
"Anchorage","2014-02-01T00:00:00.000","0.01","0","0.01","0"
"Antigua","2014-02-01T00:00:00.000","0.97","0.79","1","0"
"Stockholm","2014-02-01T00:00:00.000","0.3","0.13","0.49","0"
"Aspen","2014-02-01T00:00:00.000","0","0","0","0"
"Asuncion","2014-02-01T00:00:00.000","0.01","0","0.01","0"
"Athens","2014-02-01T00:00:00.000","0.06","0.02","0.11","0"
"Atlanta","2014-02-01T00:00:00.000","0.89","0.64","0.99","0"
"Aruba","2014-02-01T00:00:00.000","0.64","0.35","0.88","0"
"Abu Dhabi","2014-02-01T00:00:00.000","0","0","0","0"
"Aurillac","2014-02-01T00:00:00.000","0.01","0","0.02","0"
"Austin","2014-02-01T00:00:00.000","0.06","0.02","0.11","0"
"Asheville","2014-02-01T00:00:00.000","0.05","0.02","0.09","0"
"Scranton","2014-02-01T00:00:00.000","0.05","0.02","0.1","0"
"Anguilla","2014-02-01T00:00:00.000","1","1","1","1"
"Antalya","2014-02-01T00:00:00.000","0","0","0","0"
"Phoenix","2014-02-01T00:00:00.000","0.41","0.19","0.64","0"
"Barranquilla","2014-02-01T00:00:00.000","0","0","0","0"
"Barcelona","2014-02-01T00:00:00.000","0.39","0.18","0.62","0"
"Bermuda","2014-02-01T00:00:00.000","0.01","0","0.01","0"
"Hartford","2014-02-01T00:00:00.000","0.68","0.38","0.9","0"
"Belem","2014-02-01T00:00:00.000","0.01","0","0.01","0"
"Berlin","2014-02-01T00:00:00.000","0.13","0.05","0.24","0"
"Brest","2014-02-01T00:00:00.000","0.54","0.27","0.78","0"
"Beirut","2014-02-01T00:00:00.000","0.02","0.01","0.03","0"
"Bucaramanga","2014-02-01T00:00:00.000","0.02","0.01","0.04","0"
"Barbados","2014-02-01T00:00:00.000","0.82","0.5","0.97","0"
"Bergen","2014-02-01T00:00:00.000","0","0","0","0"
"Milan","2014-02-01T00:00:00.000","0.32","0.14","0.53","0"
"Birmingham, US","2014-02-01T00:00:00.000","0.16","0.06","0.28","0"
"Birmingham, UK","2014-02-01T00:00:00.000","0.04","0.02","0.08","0"
"Bastia","2014-02-01T00:00:00.000","0.49","0.24","0.74","0"
"Bilbao","2014-02-01T00:00:00.000","0.03","0.01","0.05","0"
"Biarritz","2014-02-01T00:00:00.000","0.54","0.27","0.78","0"
"Bejaia","2014-02-01T00:00:00.000","0.04","0.02","0.08","0"
"Bodrum","2014-02-01T00:00:00.000","0","0","0","0"
"Badajoz","2014-02-01T00:00:00.000","0","0","0","0"
"Bangkok","2014-02-01T00:00:00.000","0.02","0.01","0.04","0"
"Batna","2014-02-01T00:00:00.000","0.01","0","0.02","0"
"Billund","2014-02-01T00:00:00.000","0.03","0.01","0.06","0"
"Bologna","2014-02-01T00:00:00.000","0.07","0.03","0.13","0"
"Nashville","2014-02-01T00:00:00.000","0.18","0.07","0.31","0"
"Bordeaux","2014-02-01T00:00:00.000","0.95","0.71","1","0"
"Bogota","2014-02-01T00:00:00.000","0.12","0.05","0.21","0"
"Mumbai","2014-02-01T00:00:00.000","0.11","0.04","0.19","0"
"Bonaire","2014-02-01T00:00:00.000","0.65","0.35","0.88","0"
"Boston","2014-02-01T00:00:00.000","0.99","0.93","1","0"
"Porto Seguro","2014-02-01T00:00:00.000","0","0","0","0"
"Blagoveshchensk","2014-02-01T00:00:00.000","0","0","0","0"
"Bremen","2014-02-01T00:00:00.000","0.01","0","0.02","0"
"Bari","2014-02-01T00:00:00.000","0","0","0","0"
"Berne","2014-02-01T00:00:00.000","0.02","0.01","0.05","0"
"Bristol","2014-02-01T00:00:00.000","0.09","0.04","0.16","0"
"Brussels","2014-02-01T00:00:00.000","0.1","0.04","0.19","0"
"Biskra","2014-02-01T00:00:00.000","0.01","0","0.02","0"
"Basel","2014-02-01T00:00:00.000","0.61","0.31","0.84","0"
"Baton Rouge","2014-02-01T00:00:00.000","0","0","0","0"
"Burlington, VT, US","2014-02-01T00:00:00.000","0.18","0.07","0.31","0"
"Budapest","2014-02-01T00:00:00.000","0.2","0.08","0.35","0"
"Buffalo","2014-02-01T00:00:00.000","0.57","0.29","0.82","0"
"Brive-La-Gaillarde","2014-02-01T00:00:00.000","0.02","0.01","0.04","0"
"Baltimore","2014-02-01T00:00:00.000","0.65","0.35","0.88","0"
"Belize","2014-02-01T00:00:00.000","0","0","0","0"
"Columbia, SC< US","2014-02-01T00:00:00.000","0.01","0","0.02","0"
"Akron","2014-02-01T00:00:00.000","0.06","0.02","0.11","0"
"Guangzhou","2014-02-01T00:00:00.000","0.04","0.02","0.08","0"
"Haiti","2014-02-01T00:00:00.000","0.83","0.52","0.97","0"
"Caracas","2014-02-01T00:00:00.000","0.36","0.16","0.58","0"
"Paris","2014-02-01T00:00:00.000","1","1","1","0"
"Clermont-Ferrand","2014-02-01T00:00:00.000","0.45","0.21","0.68","0"
"Sao Paulo","2014-02-01T00:00:00.000","0.38","0.17","0.61","0"
"Jakarta","2014-02-01T00:00:00.000","0.01","0","0.01","0"
"Cologne","2014-02-01T00:00:00.000","0","0","0","0"
"Campo Grande","2014-02-01T00:00:00.000","0","0","0","0"
"Charlottesville","2014-02-01T00:00:00.000","0.04","0.02","0.08","0"
"Chania","2014-02-01T00:00:00.000","0","0","0","0"
"Charleston, SC, US","2014-02-01T00:00:00.000","0.12","0.05","0.22","0"
"Cedar Rapids","2014-02-01T00:00:00.000","0.08","0.03","0.15","0"
"St. Vincent & Grenadines","2014-02-01T00:00:00.000","0.13","0.05","0.23","0"
"Cleveland","2014-02-01T00:00:00.000","0.35","0.15","0.56","0"
"Cali","2014-02-01T00:00:00.000","0.08","0.03","0.15","0"
"Charlotte","2014-02-01T00:00:00.000","0.81","0.51","0.97","0"
"Calvi","2014-02-01T00:00:00.000","0.2","0.08","0.35","0"
"Columbus, OH, US","2014-02-01T00:00:00.000","0.35","0.16","0.57","0"
"Belo Horizonte","2014-02-01T00:00:00.000","0.03","0.01","0.05","0"
"Cordoba, AR","2014-02-01T00:00:00.000","0.05","0.02","0.09","0"
"Colorado Springs","2014-02-01T00:00:00.000","0.01","0","0.02","0"
"Copenhagen","2014-02-01T00:00:00.000","0.2","0.08","0.35","0"
"Campinas","2014-02-01T00:00:00.000","0","0","0","0"
"Corpus Christi","2014-02-01T00:00:00.000","0.02","0.01","0.04","0"
"Charleston, WV, US","2014-02-01T00:00:00.000","0.03","0.01","0.05","0"
"Catania","2014-02-01T00:00:00.000","0.01","0","0.01","0"
"Cartagena","2014-02-01T00:00:00.000","0.01","0.01","0.03","0"
