"location","month","pinfectedtravelerave","infectedtravelermin","infectedtravelermax","localcases"
"Frankfurt","2013-12-01T00:00:00.000","0.01","0","0.02","0"
"Figari","2013-12-01T00:00:00.000","0","0","0","0"
"Sioux Falls","2013-12-01T00:00:00.000","0","0","0","0"
"Guadalajara","2013-12-01T00:00:00.000","0","0","0","0"
"Turks & Caicos","2013-12-01T00:00:00.000","0","0","0","0"
"Spokane","2013-12-01T00:00:00.000","0","0","0","0"
"Georgetown","2013-12-01T00:00:00.000","0.04","0.02","0.08","0"
"Rio de Janeiro","2013-12-01T00:00:00.000","0","0","0.01","0"
"Glasgow","2013-12-01T00:00:00.000","0","0","0","0"
"Seoul","2013-12-01T00:00:00.000","0","0","0","0"
"Grenada","2013-12-01T00:00:00.000","0","0","0.01","0"
"Goteborg","2013-12-01T00:00:00.000","0.01","0","0.02","0"
"Killeen","2013-12-01T00:00:00.000","0","0","0","0"
"Grand Rapids","2013-12-01T00:00:00.000","0","0","0","0"
"Graz","2013-12-01T00:00:00.000","0","0","0","0"
"Greensboro","2013-12-01T00:00:00.000","0.01","0","0.01","0"
"Greenville, SC, US","2013-12-01T00:00:00.000","0","0","0","0"
"Guatemala City","2013-12-01T00:00:00.000","0","0","0","0"
"Geneva","2013-12-01T00:00:00.000","0.01","0","0.01","0"
"Westerland","2013-12-01T00:00:00.000","0","0","0","0"
"Guayaquil","2013-12-01T00:00:00.000","0.01","0","0.01","0"
"Goiania","2013-12-01T00:00:00.000","0","0","0","0"
"Hanover","2013-12-01T00:00:00.000","0.01","0","0.01","0"
"Hamburg","2013-12-01T00:00:00.000","0.02","0.01","0.03","0"
"Helsinki","2013-12-01T00:00:00.000","0.01","0","0.01","0"
"Heraklion","2013-12-01T00:00:00.000","0","0","0","0"
"Hong Kong","2013-12-01T00:00:00.000","0.01","0","0.02","0"
"Tokyo","2013-12-01T00:00:00.000","0","0","0","0"
"Honolulu","2013-12-01T00:00:00.000","0","0","0","0"
"Houston","2013-12-01T00:00:00.000","0.12","0.05","0.22","0"
"Hurghada","2013-12-01T00:00:00.000","0","0","0","0"
"Huntsville","2013-12-01T00:00:00.000","0","0","0.01","0"
"Niagara Falls","2013-12-01T00:00:00.000","0","0","0","0"
"Ibiza","2013-12-01T00:00:00.000","0","0","0","0"
"Wichita","2013-12-01T00:00:00.000","0","0","0.01","0"
"Kiev","2013-12-01T00:00:00.000","0.01","0","0.02","0"
"Foz do Iguacu","2013-12-01T00:00:00.000","0","0","0","0"
"Tehran","2013-12-01T00:00:00.000","0","0","0","0"
"Wilmington, NC, US","2013-12-01T00:00:00.000","0","0","0.01","0"
"Indianapolis","2013-12-01T00:00:00.000","0.03","0.01","0.05","0"
"Istanbul","2013-12-01T00:00:00.000","0","0","0","0"
"Osaka","2013-12-01T00:00:00.000","0","0","0","0"
"Jackson","2013-12-01T00:00:00.000","0","0","0","0"
"Jacksonville, FL, US","2013-12-01T00:00:00.000","0.01","0","0.02","0"
"Jersey","2013-12-01T00:00:00.000","0","0","0","0"
"Mikonos","2013-12-01T00:00:00.000","0","0","0","0"
"Santorini","2013-12-01T00:00:00.000","0","0","0","0"
"Kemerovo","2013-12-01T00:00:00.000","0","0","0","0"
"Kaliningrad","2013-12-01T00:00:00.000","0","0","0","0"
"Kos","2013-12-01T00:00:00.000","0","0","0","0"
"Khabarovsk","2013-12-01T00:00:00.000","0","0","0","0"
"Jamaica","2013-12-01T00:00:00.000","0.22","0.09","0.38","0"
"Krasnodar","2013-12-01T00:00:00.000","0","0","0","0"
"Samara","2013-12-01T00:00:00.000","0","0","0","0"
"Lannion","2013-12-01T00:00:00.000","0","0","0","0"
"Las Vegas","2013-12-01T00:00:00.000","0.03","0.01","0.06","0"
"Los Angeles","2013-12-01T00:00:00.000","0.16","0.06","0.28","0"
"Leeds","2013-12-01T00:00:00.000","0","0","0","0"
"Lubbock","2013-12-01T00:00:00.000","0","0","0","0"
"Larnaca","2013-12-01T00:00:00.000","0","0","0","0"
"A Coruna","2013-12-01T00:00:00.000","0","0","0","0"
"London","2013-12-01T00:00:00.000","0.22","0.09","0.37","0"
"Londrina","2013-12-01T00:00:00.000","0","0","0","0"
"Lourdes","2013-12-01T00:00:00.000","0","0","0","0"
"St. Petersburg","2013-12-01T00:00:00.000","0","0","0","0"
"Lexington","2013-12-01T00:00:00.000","0","0","0.01","0"
"Lafayette","2013-12-01T00:00:00.000","0","0","0","0"
"Limoges","2013-12-01T00:00:00.000","0","0","0","0"
"Lille","2013-12-01T00:00:00.000","0","0","0","0"
"Lima","2013-12-01T00:00:00.000","0.01","0","0.01","0"
"Lisbon","2013-12-01T00:00:00.000","0.01","0","0.02","0"
"Little Rock","2013-12-01T00:00:00.000","0.01","0","0.01","0"
"Ljubljana","2013-12-01T00:00:00.000","0","0","0","0"
"Las Palmas","2013-12-01T00:00:00.000","0","0","0","0"
"La Paz, BO","2013-12-01T00:00:00.000","0","0","0","0"
"La Rochelle","2013-12-01T00:00:00.000","0","0","0","0"
"Dominican Rep.","2013-12-01T00:00:00.000","0.3","0.13","0.5","0"
"Lorient","2013-12-01T00:00:00.000","0","0","0","0"
"Luxembourg","2013-12-01T00:00:00.000","0","0","0","0"
"Lyon","2013-12-01T00:00:00.000","0.06","0.02","0.11","0"
"Madrid","2013-12-01T00:00:00.000","0.01","0","0.02","0"
"Odessa","2013-12-01T00:00:00.000","0","0","0","0"
"Menorca","2013-12-01T00:00:00.000","0","0","0","0"
"Manchester","2013-12-01T00:00:00.000","0.02","0.01","0.03","0"
"Manaus","2013-12-01T00:00:00.000","0","0","0","0"
"Maracaibo","2013-12-01T00:00:00.000","0","0","0","0"
"Puerto Rico","2013-12-01T00:00:00.000","0.73","0.41","0.93","0"
"Mombasa","2013-12-01T00:00:00.000","0","0","0","0"
"Kansas City","2013-12-01T00:00:00.000","0.03","0.01","0.05","0"
"Orlando","2013-12-01T00:00:00.000","0.11","0.04","0.19","0"
"Harrisburg","2013-12-01T00:00:00.000","0","0","0","0"
"Chicago","2013-12-01T00:00:00.000","0.19","0.08","0.34","0"
"Mendoza","2013-12-01T00:00:00.000","0","0","0","0"
"Memphis","2013-12-01T00:00:00.000","0.01","0","0.02","0"
"Mexico City","2013-12-01T00:00:00.000","0","0","0.01","0"
"McAllen","2013-12-01T00:00:00.000","0","0","0","0"
"Managua","2013-12-01T00:00:00.000","0.01","0","0.01","0"
"Maringa","2013-12-01T00:00:00.000","0","0","0","0"
"Manchester, US","2013-12-01T00:00:00.000","0","0","0","0"
"Miami","2013-12-01T00:00:00.000","0.49","0.24","0.74","0"
"Merida","2013-12-01T00:00:00.000","0","0","0","0"
"Monastir","2013-12-01T00:00:00.000","0","0","0","0"
"Milwaukee","2013-12-01T00:00:00.000","0.01","0","0.02","0"
"Malta","2013-12-01T00:00:00.000","0","0","0","0"
"Male","2013-12-01T00:00:00.000","0","0","0","0"
"Moline","2013-12-01T00:00:00.000","0","0","0","0"
"Monroe","2013-12-01T00:00:00.000","0","0","0","0"
"Montserrat","2013-12-01T00:00:00.000","0","0","0","0"
"Manila","2013-12-01T00:00:00.000","0.01","0","0.02","0"
"Mobile","2013-12-01T00:00:00.000","0","0","0","0"
"Montpellier","2013-12-01T00:00:00.000","0.02","0.01","0.04","0"
"Marseille","2013-12-01T00:00:00.000","0.07","0.03","0.13","0"
"Mauritius","2013-12-01T00:00:00.000","0","0","0.01","0"
"Madison","2013-12-01T00:00:00.000","0","0","0","0"
"Minneapolis","2013-12-01T00:00:00.000","0.04","0.02","0.08","0"
"New Orleans","2013-12-01T00:00:00.000","0.02","0.01","0.04","0"
"Monterrey","2013-12-01T00:00:00.000","0","0","0","0"
"Munich","2013-12-01T00:00:00.000","0.01","0","0.02","0"
"Maturin","2013-12-01T00:00:00.000","0","0","0","0"
"Montevideo","2013-12-01T00:00:00.000","0","0","0","0"
"Myrtle Beach","2013-12-01T00:00:00.000","0","0","0.01","0"
"Naples","2013-12-01T00:00:00.000","0","0","0","0"
"Nairobi","2013-12-01T00:00:00.000","0","0","0","0"
"Nice","2013-12-01T00:00:00.000","0.04","0.01","0.07","0"
"Newcastle","2013-12-01T00:00:00.000","0","0","0","0"
"St. Kitts & Nevis","2013-12-01T00:00:00.000","0.6","0.32","0.85","0"
"Nantes","2013-12-01T00:00:00.000","0.02","0.01","0.04","0"
"Nuremberg","2013-12-01T00:00:00.000","0","0","0","0"
"Navegantes","2013-12-01T00:00:00.000","0","0","0","0"
"Oakland","2013-12-01T00:00:00.000","0","0","0","0"
"Oklahoma City","2013-12-01T00:00:00.000","0.01","0","0.01","0"
"Olbia","2013-12-01T00:00:00.000","0","0","0","0"
"Omaha","2013-12-01T00:00:00.000","0","0","0.01","0"
"Ontario","2013-12-01T00:00:00.000","0","0","0","0"
"Porto","2013-12-01T00:00:00.000","0","0","0","0"
"Norfolk","2013-12-01T00:00:00.000","0.01","0","0.02","0"
"Oran","2013-12-01T00:00:00.000","0","0","0","0"
"Oslo","2013-12-01T00:00:00.000","0.01","0","0.02","0"
"Bucharest","2013-12-01T00:00:00.000","0.01","0.01","0.03","0"
"Asturias","2013-12-01T00:00:00.000","0","0","0","0"
"Plattsburgh","2013-12-01T00:00:00.000","0","0","0.01","0"
"Paramaribo","2013-12-01T00:00:00.000","0.02","0.01","0.04","0"
"Portland, OR, US","2013-12-01T00:00:00.000","0","0","0.01","0"
"Pereira","2013-12-01T00:00:00.000","0","0","0","0"
"Beijing","2013-12-01T00:00:00.000","0.01","0","0.02","0"
"Paphos","2013-12-01T00:00:00.000","0","0","0","0"
"Perpignan","2013-12-01T00:00:00.000","0","0","0.01","0"
"Newport News","2013-12-01T00:00:00.000","0.01","0","0.01","0"
"Philadelphia","2013-12-01T00:00:00.000","0.2","0.08","0.35","0"
"Peoria","2013-12-01T00:00:00.000","0","0","0","0"
"Pittsburgh","2013-12-01T00:00:00.000","0.05","0.02","0.09","0"
"Palma de Mallorca","2013-12-01T00:00:00.000","0","0","0.01","0"
"Palermo","2013-12-01T00:00:00.000","0","0","0","0"
"Porlamar","2013-12-01T00:00:00.000","0","0","0","0"
"Pensacola","2013-12-01T00:00:00.000","0","0","0.01","0"
"Porto Alegre","2013-12-01T00:00:00.000","0","0","0.01","0"
"Trinidad & Tobago","2013-12-01T00:00:00.000","0.2","0.08","0.34","0"
"Prague","2013-12-01T00:00:00.000","0.01","0.01","0.03","0"
"Pisa","2013-12-01T00:00:00.000","0","0","0.01","0"
"Pasco","2013-12-01T00:00:00.000","0","0","0","0"
"Guadeloupe","2013-12-01T00:00:00.000","1","1","1","1"
"Panama City","2013-12-01T00:00:00.000","0.1","0.04","0.18","0"
"Pau","2013-12-01T00:00:00.000","0","0","0.01","0"
"Providence","2013-12-01T00:00:00.000","0.01","0","0.02","0"
"Shanghai","2013-12-01T00:00:00.000","0.01","0","0.01","0"
"Portland, ME, US","2013-12-01T00:00:00.000","0.01","0.01","0.03","0"
"Setif","2013-12-01T00:00:00.000","0","0","0","0"
"Raleigh","2013-12-01T00:00:00.000","0.03","0.01","0.06","0"
"Rodez","2013-12-01T00:00:00.000","0","0","0","0"
"Recife","2013-12-01T00:00:00.000","0","0","0","0"
"Rockford","2013-12-01T00:00:00.000","0","0","0","0"
"Riverton","2013-12-01T00:00:00.000","0","0","0","0"
"Richmond","2013-12-01T00:00:00.000","0.02","0.01","0.03","0"
"Reno","2013-12-01T00:00:00.000","0","0","0","0"
"Rennes","2013-12-01T00:00:00.000","0.01","0","0.01","0"
"Roanoke","2013-12-01T00:00:00.000","0.01","0","0.02","0"
"Rochester, NY, US","2013-12-01T00:00:00.000","0.01","0","0.02","0"
"Fort Myers","2013-12-01T00:00:00.000","0","0","0","0"
"Reunion","2013-12-01T00:00:00.000","0","0","0.01","0"
"Saba","2013-12-01T00:00:00.000","0.28","0.12","0.47","0"
"San Salvador","2013-12-01T00:00:00.000","0.01","0","0.01","0"
"San Diego","2013-12-01T00:00:00.000","0.01","0","0.02","0"
"San Pedro Sula","2013-12-01T00:00:00.000","0","0","0.01","0"
"San Antonio, US","2013-12-01T00:00:00.000","0","0","0.01","0"
"Savannah","2013-12-01T00:00:00.000","0.01","0","0.02","0"
"St. Barthelemy","2013-12-01T00:00:00.000","1","1","1","1"
"Santiago","2013-12-01T00:00:00.000","0.01","0","0.02","0"
"Louisville","2013-12-01T00:00:00.000","0.01","0","0.02","0"
"Rio De Janeiro","2013-12-01T00:00:00.000","0","0","0","0"
"Seattle","2013-12-01T00:00:00.000","0.04","0.01","0.07","0"
"St. Martin","2013-12-01T00:00:00.000","1","1","1","1"
"San Francisco","2013-12-01T00:00:00.000","0.07","0.03","0.14","0"
"Springfield, MO, US","2013-12-01T00:00:00.000","0","0","0","0"
"Shreveport","2013-12-01T00:00:00.000","0","0","0.01","0"
"Singapore","2013-12-01T00:00:00.000","0","0","0","0"
"San Jose, US","2013-12-01T00:00:00.000","0","0","0","0"
"San Jose, CR","2013-12-01T00:00:00.000","0.01","0","0.02","0"
"Thessaloniki","2013-12-01T00:00:00.000","0","0","0","0"
"Salt Lake City","2013-12-01T00:00:00.000","0.02","0.01","0.04","0"
"St. Lucia","2013-12-01T00:00:00.000","0.03","0.01","0.05","0"
"Sacramento","2013-12-01T00:00:00.000","0.01","0","0.02","0"
"Orange County","2013-12-01T00:00:00.000","0","0","0","0"
"Salvador","2013-12-01T00:00:00.000","0","0","0","0"
"Sharm el-Sheikh","2013-12-01T00:00:00.000","0","0","0","0"
"St. Louis","2013-12-01T00:00:00.000","0.03","0.01","0.06","0"
"Stuttgart","2013-12-01T00:00:00.000","0.02","0.01","0.04","0"
"USVI","2013-12-01T00:00:00.000","0.62","0.33","0.86","0"
"Lamezia Terme","2013-12-01T00:00:00.000","0","0","0","0"
"Sevilla","2013-12-01T00:00:00.000","0","0","0","0"
"Strasbourg","2013-12-01T00:00:00.000","0","0","0.01","0"
"Sydney","2013-12-01T00:00:00.000","0","0","0","0"
"Syracuse","2013-12-01T00:00:00.000","0.03","0.01","0.05","0"
"Salzburg","2013-12-01T00:00:00.000","0","0","0","0"
"Tenerife","2013-12-01T00:00:00.000","0","0","0","0"
"Podgorica","2013-12-01T00:00:00.000","0","0","0","0"
"Tegucigalpa","2013-12-01T00:00:00.000","0","0","0","0"
"Tallahassee","2013-12-01T00:00:00.000","0.01","0","0.02","0"
"Tallinn","2013-12-01T00:00:00.000","0","0","0","0"
"Toulon","2013-12-01T00:00:00.000","0.01","0","0.01","0"
"Toulouse","2013-12-01T00:00:00.000","0.02","0.01","0.04","0"
"Tel Aviv","2013-12-01T00:00:00.000","0","0","0","0"
"Antananarivo","2013-12-01T00:00:00.000","0","0","0","0"
"Tampa","2013-12-01T00:00:00.000","0.06","0.02","0.1","0"
"Trondheim","2013-12-01T00:00:00.000","0","0","0","0"
"Turin","2013-12-01T00:00:00.000","0","0","0","0"
"Venice","2013-12-01T00:00:00.000","0","0","0.01","0"
"Tulsa","2013-12-01T00:00:00.000","0","0","0","0"
"Tunis","2013-12-01T00:00:00.000","0","0","0","0"
"Tucson","2013-12-01T00:00:00.000","0","0","0","0"
"Knoxville","2013-12-01T00:00:00.000","0.01","0","0.01","0"
"Uberlandia","2013-12-01T00:00:00.000","0","0","0","0"
"Quito","2013-12-01T00:00:00.000","0","0","0","0"
"Quimper","2013-12-01T00:00:00.000","0","0","0","0"
"Yuzhno-Sakhalinsk","2013-12-01T00:00:00.000","0","0","0","0"
"Varna","2013-12-01T00:00:00.000","0","0","0","0"
"Vigo","2013-12-01T00:00:00.000","0.02","0.01","0.04","0"
"Vienna","2013-12-01T00:00:00.000","0.01","0","0.02","0"
"Vitoria","2013-12-01T00:00:00.000","0","0","0","0"
"Valencia","2013-12-01T00:00:00.000","0","0","0","0"
"Valencia, VE","2013-12-01T00:00:00.000","0.01","0","0.01","0"
"Verona","2013-12-01T00:00:00.000","0","0","0","0"
"Santa Cruz","2013-12-01T00:00:00.000","0","0","0","0"
"Vladivostok","2013-12-01T00:00:00.000","0","0","0","0"
"Warsaw","2013-12-01T00:00:00.000","0.01","0","0.02","0"
"Lalle","2013-12-01T00:00:00.000","0","0","0","0"
"Springdale","2013-12-01T00:00:00.000","0","0","0","0"
"Edmonton","2013-12-01T00:00:00.000","0.01","0","0.01","0"
"Hamilton","2013-12-01T00:00:00.000","0","0","0","0"
"Halifax","2013-12-01T00:00:00.000","0.01","0","0.02","0"
"Stephenville","2013-12-01T00:00:00.000","0","0","0","0"
"Yakutsk","2013-12-01T00:00:00.000","0","0","0","0"
"Ottawa","2013-12-01T00:00:00.000","0.02","0.01","0.03","0"
"Quebec City","2013-12-01T00:00:00.000","0","0","0","0"
"Moncton","2013-12-01T00:00:00.000","0","0","0","0"
"Regina","2013-12-01T00:00:00.000","0","0","0","0"
"Toronto","2013-12-01T00:00:00.000","0.32","0.14","0.53","0"
"Montreal","2013-12-01T00:00:00.000","0.15","0.06","0.26","0"
"Vancouver","2013-12-01T00:00:00.000","0.01","0","0.01","0"
"Winnipeg","2013-12-01T00:00:00.000","0.01","0","0.01","0"
"Saskatoon","2013-12-01T00:00:00.000","0","0","0","0"
"Calgary","2013-12-01T00:00:00.000","0.01","0","0.01","0"
"St. Johns","2013-12-01T00:00:00.000","0","0","0","0"
"Zagreb","2013-12-01T00:00:00.000","0.01","0","0.02","0"
