"operator_id","operator_name","op_strcity","op_strzip","url","op_country","ticket_revenue","private_contract_revenue","advertising_revenue","public_contract_revenue","federal_funding_revenue","state_funding_revenue","local_funding_revenue","federal_state_local","pub_fund_type_1","pub_fund_source_1","pub_fund_prog_1","pub_fund_type_2","pub_fund_source_2","pub_fund_prog_2","pub_fund_type_3","pub_fund_source_3","pub_fund_prog_3","pub_fund_type_4","pub_fund_source_4","pub_fund_prog_4","pub_fund_type_5","pub_fund_source_5","pub_fund_prog_5","pub_fund_type_6","pub_fund_source_6","pub_fund_prog_6","pub_fund_type_7","pub_fund_source_7","pub_fund_prog_7","pub_fund_type_8","pub_fund_source_8","pub_fund_prog_8","vessel_id","vessel_name","uscg_number","in_service","carries_passengers","carries_vehicles","carries_freight","passenger_capacity","vehicle_capacity","fuel_type","fuel_other","typical_speed","year_built","mainhorsepowerahead","mainhorsepowerastern","hullmaterial","hullshape","propulsiontype","selfpropindicator","registered_breadth","registered_depth","registered_length","registered_net_tons","registered_gross_tons","vessel_ownership","vessel_owned_by","vessel_operation","vessel_operated_by","fuel_mileage","ada_accessible","engine_lifespan","census_year_miles","terminal_id","terminal_name","term_city","term_state","term_country","terminal_coordinates","terminal_coordinates_address","terminal_coordinates_city","terminal_coordinates_state","terminal_coordinates_zip","parking","local_bus","intercity_bus","local_rail","intercity_rail","terminal_ownership","terminal_owned_by","terminal_operation","terminal_operated_by","segment_id","seg_length","average_trip_time","season_start_month","season_start_day","season_end_month","season_end_day","route_rates_regulated","route_rate_regulator","passengers","vehicles","avg_daily_brd_pax","avg_daily_brd_veh","vessel1_id","vessel1_name","vessel2_id","vessel2_name","vessel3_id","vessel3_name","segment_name","seg_terminal1_id","seg_terminal2_id","seg_type","serves_nps","terminal_name1","term_city1","term_state1","term_country1","terminal_coordinates1","terminal_coordinates1_address","terminal_coordinates1_city","terminal_coordinates1_state","terminal_coordinates1_zip","parking1","local_bus1","intercity_bus1","local_rail1","intercity_rail1","terminal_ownership1","terminal_owned_by1","terminal_operation1","terminal_operated_by1","terminal_name2","term_city2","term_state2","term_country2","terminal_coordinates2","terminal_coordinates2_address","terminal_coordinates2_city","terminal_coordinates2_state","terminal_coordinates2_zip","parking2","local_bus2","intercity_bus2","local_rail2","intercity_rail2","terminal_ownership2","terminal_owned_by2","terminal_operation2","terminal_operated_by2","uscg_number1","in_service1","carries_passengers1","carries_vehicles1","carries_freight1","passenger_capacity1","vehicle_capacity1","fuel_type1","fuel_other1","typical_speed1","year_built1","mainhorsepowerahead1","mainhorsepowerastern1","hullmaterial1","hullshape1","propulsiontype1","selfpropindicator1","registered_breadth1","registered_depth1","registered_length1","registered_gross_tons1","registered_net_tons1","vessel_ownership1","vessel_owned_by1","vessel_operation1","vessel_operated_by1","fuel_mileage1","ada_accessible1","engine_lifespan1","census_year_miles1","uscg_number2","in_service2","carries_passengers2","carries_vehicles2","carries_freight2","passenger_capacity2","vehicle_capacity2","fuel_type2","fuel_other2","typical_speed2","year_built2","mainhorsepowerahead2","mainhorsepowerastern2","hullmaterial2","hullshape2","propulsiontype2","selfpropindicator2","registered_breadth2","registered_depth2","registered_length2","registered_gross_tons2","registered_net_tons2","vessel_ownership2","vessel_owned_by2","vessel_operation2","vessel_operated_by2","fuel_mileage2","ada_accessible2","engine_lifespan2","census_year_miles2","uscg_number3","in_service3","carries_passengers3","carries_vehicles3","carries_freight3","passenger_capacity3","vehicle_capacity3","fuel_type3","fuel_other3","typical_speed3","year_built3","mainhorsepowerahead3","mainhorsepowerastern3","hullmaterial3","hullshape3","propulsiontype3","selfpropindicator3","registered_breadth3","registered_depth3","registered_length3","registered_gross_tons3","registered_net_tons3","vessel_ownership3","vessel_owned_by3","vessel_operation3","vessel_operated_by3","fuel_mileage3","ada_accessible3","engine_lifespan3","census_year_miles3","surveyyear"
"311","Wendella Sightseeing Boats","Chicago","60611","http://www.chicagowatertaxi.com","United States","90",,,,,,"10","0","2","Illinois Environmental Protection Agency","Illinois Clean Diesel Grant Program",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"944","Riverwalk","Chicago","IL","United States","POINT (-87.631338 41.887158)",,,"IL",,"1","1","1","1","1","2",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2016"
"311","Wendella Sightseeing Boats","Chicago","60611","http://www.chicagowatertaxi.com","United States","90",,,,,,"10","0","2","Illinois Environmental Protection Agency","Illinois Clean Diesel Grant Program",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"945","Chicago Ave","Chicago","IL","United States","POINT (-87.622341 41.888491)",,,"IL",,"1","1","1","1","1","2",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2016"
"333","Seldovia Village Tribe","Seldovia","99663","http://www.svt.org","United States","99",,,,"1",,,"1","0","Federal Transit Administration","Formula Funds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"946","Seldovia Bay Ferry","Homer","AK","United States","POINT (-151.41471 59.606495)",,,"AK",,"1","0","0","0","0","0","City of Homer","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2016"
"333","Seldovia Village Tribe","Seldovia","99663","http://www.svt.org","United States","99",,,,"1",,,"1","0","Federal Transit Administration","Formula Funds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"947","Seldovia City Harbor","Seldovia","AK","United States","POINT (-151.720607 59.440483)",,,"AK",,"2","2","2","2","2","2",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2016"
"354","Island Ferry Adventures","Beaufort","28516","http://www.islandferryadventures.com","United States","100",,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"411","Harkers Island","Harkers Island","NC","United States","POINT (-76.531275 34.685746)",,,"NC",,"1","0","0","0","0","0","Town","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2016"
"268","Island Packers Corp.","Ventura","93001","http://www.islandpackers.com","United States","99.98",,,"0.02",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-121.002435 37.640735)",,,"CA",,,,,,,,,,,"1855",,"0",,,,,"1","National Park Service",,,,,,,,,,,"Prisoners Harbor Santa Cruz Island - Channel Islands Harbor","896","835","1","1","Prisoners Harbor Santa Cruz Island","Channel Islands NP","CA","United States","POINT (-119.684284 34.020488)",,,,,"0","0","0","0","0","0","National Park Service","2",,"Channel Islands Harbor","Oxnard","CA","United States","POINT (-119.227818 34.168395)",,,,,"1","0","0","0","0","1",,"2",,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2016"
"18","Cross Sound Ferry Services Inc.","New London","06320","http://www.longislandferry.com","United States","100",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,"53","Caribean Ferry","537026","1","1","1","1","103","22","1",,"12","1975","1340","1340","8","5","11","1","37.5","5.8","116","64","94","1",,"1",,"60","0",,"8640",,,,,,"POINT (-72.651713 41.544654)",,,"CT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2016"
"179","Sheplers Mackinac Island Ferry Service","Mackinaw City","49701","http://sheplersferry.com","United States","99","1",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-84.711206 44.66399)",,,"MI",,,,,,,,,,,"1456","6.9","15","4","21","11","1","0",,,,,,,,,,,,"Mackinaw City - Mackinaw Island Dock","294","293","1","0","Mackinaw City","Mackinaw City","MI","United States","POINT (-84.723647 45.781347)",,,,,"1","0","0","0","0","1",,"1",,"Mackinaw Island Dock","Mackinaw City","MI","United States","POINT (-84.615148 45.848471)",,,,,"1","0","0","0","0","1",,"1",,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2016"
"440","Billy Bey Ferry","Wehawken","07086","www.nywaterway.com","United States","85","4","1","10",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"869","Newport","Jersey City","NJ","United States","POINT (-74.029842 40.727525)",,,"NJ",,"0","1","0","1","1","1",,"1","New York Waterway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2016"
"440","Billy Bey Ferry","Wehawken","07086","www.nywaterway.com","United States","85","4","1","10",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"873","Brooklyn Slip 6","Brooklyn","NY","United States","POINT (-74.002013 40.692441)",,,"NJ",,"0","0","0","0","0","0","Brooklyn Bridle Park","0","Brooklyn Bridle Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2016"
"34","Fire Island Ferries Inc.","Bay Shore","11706","http://www.fireislandferries.com","United States","97","1","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-75.544286 42.826892)",,,"NY",,,,,,,,,,,"446","6","30",,,,,"1","Suffolk County",,"0",,"0",,,,,,,"Fire Island Ferry Terminal - Seaview","353","388","1","0","Fire Island Ferry Terminal Bay Shore","Fire Island","NY","United States","POINT (-73.242442 40.715584)",,,,,"1","0","0","0","0","1",,"1",,"Seaview Bay Shore","Seaview, Fire Island","NY","United States","POINT (-73.150845 40.648713)",,,,,"1","0","0","0","0","1",,"1",,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2016"
"137","CALTRANS","Walnut Creek","94596","http://www.dot.ca.gov/d4","United States","0","0","0","0","0","0","0","1","1","California Department of Transportation","State Transportation Fund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-121.002435 37.640735)",,,"CA",,,,,,,,,,,"2060","0.2","2","1","1","12","31","0",,,"56030",,"183","1288","Real McCoy II",,,,,"Ryer Island - Rio Vista","99","98","1","0","Ryer Island","Walnut Grove","CA","United States","POINT (-121.659218 38.186722)",,,,,"0","0","0","0","0","0","State of California","0","State of California","Rio Vista","Isleton","CA","United States","POINT (-121.662175 38.186767)",,,,,"0","0","0","0","0","0","State of California","0","State of California","1225660","1","0","1","0","98","10","1",,"7.5",,"770",,"8","5","6","1","38","6","84.5","98","98","0","State of California","0","State of California",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2016"
"34","Fire Island Ferries Inc.","Bay Shore","11706","http://www.fireislandferries.com","United States","97","1","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-75.544286 42.826892)",,,"NY",,,,,,,,,,,"1885","6.5","30","4","9","10","15","1","Suffolk County",,"0",,"0",,,,,,,"Kismet Ferry Island - Fire Island Ferry Terminal","370","353","1","0","Kismet Bay Shore","Kismet, Fire Island","NY","United States","POINT (-73.204683 40.638259)",,,,,"1","0","0","0","0","1",,"1",,"Fire Island Ferry Terminal Bay Shore","Fire Island","NY","United States","POINT (-73.242442 40.715584)",,,,,"1","0","0","0","0","1",,"1",,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2016"
"87","State of Maine","Rockland","04841-0645","http://www.maine.gov/mdot/msfs/index.htm","United States","51","0","0","0","49","0","0","1","0",,"Highway Fund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-68.986647 45.252223)",,,"ME",,,,,,,,,,,"1837","8.25","50","1","1","12","31","1","Maine State Department of Transportation","1957","751",,,"721","M/V Captain Henry Lee","118","M/V Gov Curtis","731","M/V Everett Libby","Frenchboro - Bass Harbor","220","212","1","0","Frenchboro","Frenchboro","ME","United States","POINT (-68.362203 44.121431)",,,,,"0","0","0","0","0","0",,"0",,"Bass Harbor","Bass Harbor","ME","United States","POINT (-68.348631 44.234855)",,,,,"1","0","0","0","0","0",,"0",,"982982","1","1","1","1","221","17","1",,"11","1992","924","924","8","5","11","1","36","12","127","288","86","1","Maine State Ferry Service","1","Maine State Ferry Service","26.6","1","30","24024","515310","1","1","1","1","221","17","1",,"11","1968","804",,"8","5","11","1","36","10.8","123.2","303","206","1","Maine State Ferry Service","1","Maine State Ferry Service","26.6","1","30",,"280585","1","1","1","1","175","12","1",,"11","1960","364",,"8","5","11","1","28","9.3","104.8","198","134","1","Maine State Ferry Service","1","Maine State Ferry Service","20","1","30","1472","2016"
"297","Caladesi Island Adventure","Palm Harbor","34682","http://www.caladesiferry.org","United States","100",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-81.922409 28.915325)",,,"FL",,,,,,,,,,,"477","2.4","14","1","1","12","31","1","State of Florida","38430",,"114",,"763","Caladesi Connection I","764","Caladesi Connection II",,,"Honeymoon Island State Park - Caladesi Island State Park","132","125","1","0","Honeymoon Island State Park","Dunedin","FL","United States","POINT (-82.817049 28.058855)",,,,,"1","0","0","0","0","0","State of Florida","0","State of Florida","Caladesi Island State Park","Dunedin","FL","United States","POINT (-82.819424 28.031881)",,,,,"1","0","0","0","0","0","State of Florida","0","State of Florida","940680","1","1","0","0","49",,"2",,"16","1986","285","285","3","5","14","1","12","3","40","6","6","1",,"1",,"3.4","1","50","9400","940679","1","1","0","0","49",,"2",,"16","1986","300","160","3","5","14","1","12","3","40","6","6","1",,"1",,"3.4","1","50","9400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2016"
