"the_geom","id","fac_id","bike_id","system_id","system_name","year","asofdate","fac_name","address","city","state","zipcode","cbsa_code","longitude","latitude","station_type"
"POINT (-77.059817 38.80704)","11867","VA2230105","31098","56","Capital Bikeshare","2017","201712","King St Metro North / Cameron St","King St Metro North / Cameron St","Alexandria","VA","22301","47900","-77.059817","38.80704","-"
"POINT (-87.727736 41.945636)","12929","IL60602449","488","60","Divvy","2017","201712","Pulaksi Rd & Eddy St","Pulaksi Rd & Eddy St","Chicago","IL","60602","16980","-87.727736","41.945636","-"
"POINT (-71.053927 42.310599)","21606","MA0212203","C32033","1","Hubway (03/2018 re-launched as Blue Bikes)","2019","201912","-","Savin Hill MBTA Station","Dorchester","MA","2122","14460","-71.053927","42.310599","-"
"POINT (-75.18012 39.93775)","17672","PA1914610","bcycle_indego_3114","43","Inde'go","2018","201812","22nd & Federal","22nd & Federal St.","Philadelphia","PA","19146","37980","-75.18012","39.93775","-"
"POINT (-87.90739 43.03519)","2200","WI5320205","-","50","Bublr Bikes","2015","201512","Public Market","E St Paul and N Broadway","Milwaukee","WI","53202","33340","-87.90739","43.03519","-"
"POINT (-81.6870591 41.49491142)","8063","OH4411507","2056","79","UH Bikes","2016","201612","Stadiums on Ontario","2400-2494 Ontario Street","Cleveland","OH","44115","17460","-81.6870591","41.49491142","-"
"POINT (-87.668507 41.92883)","3022","IL60602153","-","60","Divvy","2015","201512","Ashland Ave & Wrightwood Ave","Ashland Ave & Wrightwood Ave","Chicago","IL","60602","16980","-87.668507","41.92883","-"
"POINT (-84.38431934 33.77900639)","13651","GA3030812","hub_3938","77","Relay Bike Share","2017","201712","VIRTUAL HUB - VORTEX MIDTOWN","886-892 Peachtree Street Northeast","Atlanta","GA","30309","12060","-84.38431934","33.77900639","-"
"POINT (-74.027112 40.739495)","8537","NJ0703024","1904","2","Hudson Bike Share","2017","201712","Pier C Park","-","Hoboken","NJ","7030","35620","-74.027112","40.739495","-"
"POINT (-95.623059 39.003436)","5438","KS6660501","hub_639","34","Topeka Metro Bikes","2016","201612","Lake Shawnee Campground","3435 Southeast East Edge Road","Topeka","KS","66605","45820","-95.623059","39.003436","-"
"POINT (-157.864418 21.306248)","20201","HI9681321","-","111","Hawaii Bikibike","2018","201812","109 Downtown/CT - Bishop & Aloha Tower","-","Honolulu","HI","96813","46520","-157.864418","21.306248","-"
"POINT (-93.297143 44.955473)","1323","MN5540812","-","25","Nice Ride Minnesota (became partially dockless in 2018)","2015","201512","26th Street & Hennepin","2600 Hennepin Ave.","Minneapolis","MN","55408","33460","-93.297143","44.955473","-"
"POINT (-95.7560843 39.04063556)","1666","KN6660412","-","34","Topeka Metro Bikes","2015","201512","KS Corp Commission","1500 Southwest Arrowhead Road","Topeka","KS","66604","45820","-95.7560843","39.04063556","-"
"POINT (-97.36115 32.71164)","15768","TX7610901","bcycle_fortworth_2265","10","Fort Worth B-cycle","2018","201812","TCU","3055 West Cantey Street","Ft Worth","TX","76109","19100","-97.36115","32.71164","-"
"POINT (-71.059367 42.351356)","21625","MA0211411","D32015","1","Hubway (03/2018 re-launched as Blue Bikes)","2019","201912","-","Chinatown Gate Plaza - Surface Rd. at Beach St.","Boston","MA","2114","14460","-71.059367","42.351356","-"
"POINT (-95.763109 39.031345)","5510","KS6660429","hub_892","34","Topeka Metro Bikes","2016","201612","Olive Garden - Employee bike parking","Southwest Westridge Mall","Topeka","KS","66604","45820","-95.763109","39.031345","-"
"POINT (-112.072969 33.418601)","5687","AZ8504001","hub_377","37","Grid","2016","201612","3131 S. Central Ave Audubon Center","South Central Avenue","Phoenix","AZ","85040","38060","-112.072969","33.418601","-"
"POINT (-93.62457 41.58388)","1037","IA5030904","-","14","Des Moines B-cycle","2015","201512","DART Central Station","620 Cherry St.","Des Moines","IA","50309","19780","-93.62457","41.58388","-"
"POINT (-89.33593 43.09199)","9983","WI5370626","bcycle_madison_1903","20","Madison B-cycle","2017","201712","-","3330 Atwood Avenue","Madison","WI","53706","31540","-89.33593","43.09199","-"
"POINT (-87.629791 41.879356)","2823","IL6060237","-","60","Divvy","2015","201512","Dearborn St & Adams St","Dearborn St & Adams St","Chicago","IL","60602","16980","-87.629791","41.879356","-"
"POINT (-87.71591 41.844566)","7305","IL60602408","443","60","Divvy","2016","201612","Millard Ave & 26th St","Millard Ave & 26th St","Chicago","IL","60602","16980","-87.71591","41.844566","-"
"POINT (-73.9333 40.702831)","14853","NY1120633","4947.04","3","Citi Bike","2018","201812","-","Central Ave & Flushing Ave","New York","NY","11206","35620","-73.9333","40.702831","-"
"POINT (-122.630751 45.516496)","19371","OR9721418","hub_1613","74","BikeTown Portland","2018","201812","SE Belmont at 33rd","3301-3333 Southeast Belmont Street","Portland","OR","97214","38900","-122.630751","45.516496","-"
"POINT (-89.33017 43.08809)","10008","WI5370641","bcycle_madison_3725","20","Madison B-cycle","2017","201712","Olbrich Biergarten","3527 Atwood Ave","Madison","WI","53714","31540","-89.33017","43.08809","-"
"POINT (-73.981923 40.765265)","9132","NY10007246","6847.02","3","Citi Bike","2017","201712","Broadway & W 55 St","Broadway & W 55 St","New York","NY","10007","35620","-73.981923","40.765265","-"
"POINT (-77.053096 38.820932)","2631","VA2083201","-","56","Capital Bikeshare","2015","201512","Monroe Ave & Leslie Ave","Monroe Ave & Leslie Ave","Arlington","VA","20832","47900","-77.053096","38.820932","-"
"POINT (-74.042508 40.73758)","21730","NJ0703034","1918","2","Hudson Bike Share","2019","201912","Southwest Park","Harrison St & Observer Hwy","Hoboken","NJ","7030","35620","-74.042508","40.73758","-"
"POINT (-81.79356158 24.56014016)","13053","FL3301901","hub_3744","61","Instabike","2017","201712","Peary Court-White Street Entrance","1122 Southard Street","Key West","FL","33040","28580","-81.79356158","24.56014016","-"
"POINT (-105.28038 40.03206)","15807","CO8030222","bcycle_boulder_2141","11","Boulder B-cycle","2018","201812","North Boulder Recreation Center","3170 Broadway","Boulder","CO","80302","14500","-105.28038","40.03206","-"
"POINT (-82.64663815 27.78475168)","23856","FL3370125","hub_5364","33","Coast Bike Share","2019","201912","-","870 13th Avenue North","St. Petersburg","FL","33701","45300","-82.64663815","27.78475168","-"
"POINT (-87.89787 43.05839)","6086","WI5321203","bcycle_bublr_3329","50","Bublr Bikes","2016","201612","Humboldt/Commerce","2160 N. Humboldt Ave.","Milwaukee","WI","53212","33340","-87.89787","43.05839","-"
"POINT (-118.25283 34.0492)","13267","CA9001310","bcycle_lametro_3063","73","Metro Bike Share Los Angeles","2017","201712","Olive & 5th","532 W Olive Street","Los Angeles","CA","90013","31080","-118.25283","34.0492","-"
"POINT (-73.989978 40.720196)","3874","NY10007185","5414.06","3","Citi Bike","2016","201612","Allen St & Rivington St","Allen St & Rivington St","New York","NY","10007","35620","-73.989978","40.720196","-"
"POINT (-111.822639 33.43008771)","10918","AZ8520302","hub_3500","37","Grid","2017","201712","M120 8th St. and Mesa Dr. (Porter Park)","400-456 East 8th Street","Mesa","AZ","85203","38060","-111.822639","33.43008771","-"
"POINT (-73.9771834 40.79025417)","4189","NY1002425","7484.07","3","Citi Bike","2016","201612","-","W 88 St & West End Ave","New York","NY","10024","35620","-73.9771834","40.79025417","-"
"POINT (-104.972979 39.730698)","15644","CO8021807","bcycle_denver_1647","7","Denver B-cycle","2018","201812","-","9th and Downing","Denver","CO","80218","19740","-104.972979","39.730698","-"
"POINT (-157.8373819 21.2879493)","20257","HI9681525","-","111","Hawaii Bikibike","2018","201812","300 Waikiki - Ala Wai & Lipeepee","-","Honolulu","HI","96815","46520","-157.8373819","21.2879493","-"
"POINT (-81.37894437 28.53817019)","1587","FL3280109","-","32","Juice","2015","201512","City Hall Station sponsored by VHB","400-416 South Orange Avenue","Orlando","FL","32801","36740","-81.37894437","28.53817019","-"
"POINT (-73.969024 40.6767)","8619","NY1123820","4083.13","3","Citi Bike","2017","201712","-","Park Pl & Vanderbilt Ave","Brooklyn","NY","11238","35620","-73.969024","40.6767","-"
"POINT (-95.67541212 39.04465689)","23883","KS6661215","hub_1682","34","Topeka Metro Bikes","2019","201912","Hanover Pancake House","1034 South Kansas Avenue","Topeka","KS","66612","45820","-95.67541212","39.04465689","-"
"POINT (-95.38619 29.72002)","16055","TX7702402","bcycle_houston_3775","17","Houston B-cycle","2018","201812","Centennial Gardens","1500 Hermann Dr.","Houston","TX","77030","26420","-95.38619","29.72002","-"
"POINT (-106.827259 39.199756)","1502","CO8161401","-","27","WE-cycle","2015","201512","-","1000 N 3rd St","Aspen","CO","81614","-","-106.827259","39.199756","-"
"POINT (-84.34897587 33.73444541)","19598","GA3031604","hub_3924","77","Relay Bike Share","2018","201812","VIRTUAL HUB - HODGEPODGE COFFEE","726 Moreland Avenue Southeast","Atlanta","GA","30316","12060","-84.34897587","33.73444541","-"
"POINT (-87.658404 41.925562)","18769","IL6060279","87","60","Divvy","2018","201812","Racine Ave & Fullerton Ave","Racine Ave & Fullerton Ave","Chicago","IL","60602","16980","-87.658404","41.925562","-"
"POINT (-73.953559 40.787801)","4202","NY1012811","7577.24","3","Citi Bike","2016","201612","-","Central Park West & W 102 St","New York","NY","10128","35620","-73.953559","40.787801","-"
"POINT (-77.0325 38.9059)","2453","DC2063001","-","56","Capital Bikeshare","2015","201512","Thomas Circle","Thomas Circle","Washington","DC","20630","47900","-77.0325","38.9059","-"
"POINT (-72.927903 41.306154)","21322","CT0651007","-","137","Bike New Haven","2018","201812","Temple Plaza","-","New Haven","CT","6510","35300","-72.927903","41.306154","-"
"POINT (-83.079713 42.35428)","19905","MI4820208","-","101","Mo Go","2018","201812","Trumbull Ave & Merrick St","-","Detroit","MI","48202","19820","-83.079713","42.35428","-"
"POINT (-73.95866 40.73564)","8961","NY1122220","5944.01","3","Citi Bike","2017","201712","-","-","Brooklyn","NY","11222","35620","-73.95866","40.73564","-"
"POINT (-74.002116 40.755941)","15171","NY10007302","6578.01","3","Citi Bike","2018","201812","W 34 St & 11 Ave","W 34 St & 11 Ave","New York","NY","10007","35620","-74.002116","40.755941","-"
"POINT (-80.142166 25.780853)","9406","FL3319401","139","5","Citi Bike Miami","2017","201712","West Ave 10th Street (Whole Foods)","West Ave 10th Street (Whole Foods)","Miami Beach","FL","33194","33100","-80.142166","25.780853","-"
"POINT (-80.120628 25.85069)","810","FL3324501","-","5","Citi Bike Miami","2015","201512","67th Street Collins Ave","67th Street Collins Ave","Miami","FL","33245","33100","-80.120628","25.85069","-"
"POINT (-87.673573 42.019159)","7374","IL6062607","515","60","Divvy","2016","201612","-","Paulina St & Howard St","Chicago","IL","60626","16980","-87.673573","42.019159","-"
"POINT (-93.256551 44.984892)","23429","MN5541402","30000","25","Nice Ride Minnesota (became partially dockless in 2018)","2019","201912","100 Main Street SE","140 Main Street SE","Minneapolis","MN","55414","33460","-93.256551","44.984892","-"
"POINT (-98.48901 29.42335)","16262","TX7820541","bcycle_sanantonio_2413","22","San Antonio B-cycle","2018","201812","-","278 W Market","San Antonio","TX","78205","41700","-98.48901","29.42335","-"
"POINT (-76.990955 38.928644)","18280","DC2072801","31511","56","Capital Bikeshare","2018","201812","12th & Irving St NE","12th & Irving St NE","Washington","DC","20728","47900","-76.990955","38.928644","-"
"POINT (-93.211264 44.973371)","16341","MN5541419","30055","25","Nice Ride Minnesota (became partially dockless in 2018)","2018","201812","-","Malcolm Ave SE & 5th Street SE","Minneapolis","MN","55414","33460","-93.211264","44.973371","-"
"POINT (-74.07106072 40.72755147)","15468","NJ0730609","JC094","3","Citi Bike","2018","201812","-","Glenwood Ave","Jersey City","NJ","7306","35620","-74.07106072","40.72755147","-"
"POINT (-73.994046 40.729039)","8931","NY10007126","5755.01","3","Citi Bike","2017","201712","Washington Pl & Broadway","Washington Pl & Broadway","New York","NY","10007","35620","-73.994046","40.729039","-"
"POINT (-85.312762 35.043367)","17960","TN3740220","1315","54","Bike Chattanooga","2018","201812","-","Carter St & W 12th St","Chattanooga","TN","37402","16860","-85.312762","35.043367","-"
"POINT (-97.33598 32.7566)","4561","TX7610206","bcycle_fortworth_2292","10","Fort Worth B-cycle","2016","201612","Belknap & Taylor","420 West Belknap Street","Ft Worth","TX","76102","19100","-97.33598","32.7566","-"
"POINT (-122.3928961 37.729279)","17508","CA9412411","358","42","Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)","2018","201812","Williams Ave at 3rd St","-","San Jose","CA","94124","41860","-122.3928961","37.729279","-"
"POINT (-122.694942 45.534091)","7767","OR9721002","hub_1547","74","BikeTown Portland","2016","201612","NW Raleigh at 21st","2100-2112 Northwest Raleigh Street","Portland","OR","97210","38900","-122.694942","45.534091","-"
"POINT (-86.17543 39.77338)","17760","IN4620204","bcycle_pacersbikeshare_2611","48","Indiana Pacers Bikeshare","2018","201812","IUPUI Campus Center","-","Indianapolis","IN","46202","26900","-86.17543","39.77338","-"
"POINT (-87.575225 41.743921)","13025","IL6061707","588","60","Divvy","2017","201712","-","South Chicago Ave & 83rd St","Chicago","IL","60617","16980","-87.575225","41.743921","-"
"POINT (-104.998234 39.750151)","4448","CO8020209","bcycle_denver_1686","7","Denver B-cycle","2016","201612","-","1600 Market Street","Denver","CO","80202","19740","-104.998234","39.750151","-"
"POINT (-90.00043 35.13229)","20504","TN3810409","bcycle_memphis_3966","118","Explore","2018","201812","Peabody and McLean","S McLean Blvd","Memphis","TN","38104","32820","-90.00043","35.13229","-"
"POINT (-73.984738 40.736245)","3963","NY10007117","5938.01","3","Citi Bike","2016","201612","E 19 St & 3 Ave","E 19 St & 3 Ave","New York","NY","10007","35620","-73.984738","40.736245","-"
"POINT (-111.8342462 33.41665975)","1880","AZ8520104","-","37","Grid","2015","201512","Macdonald / 1st Street  Museum of Natural History","52-80 North Macdonald","Mesa","AZ","85201","38060","-111.8342462","33.41665975","-"
"POINT (-122.4222851 37.76918818)","17506","CA9410331","356","42","Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)","2018","201812","Valencia St at Clinton Park","Valencia St at Clinton Park","San Francisco","CA","94103","41860","-122.4222851","37.76918818","-"
"POINT (-95.69338828 39.05691101)","5423","KS6660613","hub_2149","34","Topeka Metro Bikes","2016","201612","Bus stop - 6th & Washburn - TACO CASA","1501 Southwest 6th Avenue","Topeka","KS","66606","45820","-95.69338828","39.05691101","-"
"POINT (-75.15821 39.95924)","11473","PA1912311","bcycle_indego_3154","43","Inde'go","2017","201712","12th & Callowhill","403 N. 12th Street","Philadelphia","PA","19123","37980","-75.15821","39.95924","-"
"POINT (-93.277939 44.96342)","1338","MN5540407","-","25","Nice Ride Minnesota (became partially dockless in 2018)","2015","201512","Nicollet & Franklin","1925 Nicollet Ave","Minneapolis","MN","55404","33460","-93.277939","44.96342","-"
"POINT (-74.00167 40.707873)","14886","NY1000778","5098.1","3","Citi Bike","2018","201812","Peck Slip & Front St","Peck Slip & Front St","New York","NY","10007","35620","-74.00167","40.707873","-"
"POINT (-95.70176348 39.02977753)","10610","KS6660447","hub_3588","34","Topeka Metro Bikes","2017","201712","Bus Stops - 21st & Potomac - Mt Vernon Apartments near Washburn","2101 Southwest College Avenue","Topeka","KS","66604","45820","-95.70176348","39.02977753","-"
"POINT (-95.68902768 39.02967458)","1719","KN6661103","-","34","Topeka Metro Bikes","2015","201512","Bus Shelter - 21st & Fillmore","1000-1098 Southwest 21st Street","Topeka","KS","66611","45820","-95.68902768","39.02967458","-"
"POINT (-75.17327 39.9384)","17640","PA1914606","bcycle_indego_3064","43","Inde'go","2018","201812","18th & Washington Chew Playground","1800 Washington Ave.","Philadelphia","PA","19146","37980","-75.17327","39.9384","-"
"POINT (-94.58444 39.10871)","23273","MO6410503","bcycle_kc_3704","18","Kansas City B-cycle","2019","201912","4th & Delaware","408 Delaware Street","Kansas City","MO","64105","28140","-94.58444","39.10871","-"
"POINT (-80.247358 36.099487)","14039","NC2710103","a2872d2d-ed0a-48ad-8939-7d632ad78657","105","Winston-Salem","2017","201712","Convention Center","-","Winston Salem","NC","27101","49180","-80.247358","36.099487","-"
