"state","month","year","tax_type","value","fips_state","numeric_month","note","id"
"Illinois","April","2022","motor fuel","213857870.0","17","4",,"17_2022_4"
"Illinois","March","2022","motor fuel","183444370.0","17","3",,"17_2022_3"
"Indiana","April","2022","motor fuel",,"18","4",,"18_2022_4"
"Indiana","March","2022","motor fuel","113733730.0","18","3",,"18_2022_3"
"Iowa","April","2022","motor fuel","55613390.0","19","4",,"19_2022_4"
"Iowa","March","2022","motor fuel","48722190.0","19","3",,"19_2022_3"
"Kansas","April","2022","motor fuel",,"20","4",,"20_2022_4"
"Kansas","March","2022","motor fuel",,"20","3",,"20_2022_3"
"Kentucky","April","2022","motor fuel","65905184.0","21","4",,"21_2022_4"
"Kentucky","March","2022","motor fuel","59220920.0","21","3",,"21_2022_3"
"Louisiana","April","2022","motor fuel","55380148.0","22","4",,"22_2022_4"
"Louisiana","March","2022","motor fuel","49198880.0","22","3",,"22_2022_3"
"Maine","April","2022","motor fuel","16955980.0","23","4",,"23_2022_4"
"Maine","March","2022","motor fuel","16100639.0","23","3",,"23_2022_3"
"Maryland","April","2022","motor fuel","44948684.0","24","4",,"24_2022_4"
"Maryland","March","2022","motor fuel","81232080.0","24","3",,"24_2022_3"
"Massachusetts","April","2022","motor fuel","58881910.0","25","4",,"25_2022_4"
"Massachusetts","March","2022","motor fuel","54098150.0","25","3",,"25_2022_3"
"Alabama","April","2019","motor fuel","52036704.0","1","4",,"1_2019_4"
"Michigan","April","2022","motor fuel","120819304.0","26","4",,"26_2022_4"
"Michigan","March","2022","motor fuel","102190660.0","26","3",,"26_2022_3"
"Minnesota","April","2022","motor fuel","75034180.0","27","4",,"27_2022_4"
"Minnesota","March","2022","motor fuel","71591620.0","27","3",,"27_2022_3"
"Mississippi","April","2022","motor fuel","40630076.0","28","4",,"28_2022_4"
"Mississippi","March","2022","motor fuel","32284080.0","28","3",,"28_2022_3"
"Missouri","April","2022","motor fuel","74319380.0","29","4",,"29_2022_4"
"Missouri","March","2022","motor fuel","55387332.0","29","3",,"29_2022_3"
"Montana","April","2022","motor fuel",,"30","4",,"30_2022_4"
"Montana","March","2022","motor fuel",,"30","3",,"30_2022_3"
"Nebraska","April","2022","motor fuel",,"31","4",,"31_2022_4"
"Nebraska","March","2022","motor fuel","26365152.0","31","3",,"31_2022_3"
"Nevada","April","2022","motor fuel",,"32","4",,"32_2022_4"
"Nevada","March","2022","motor fuel",,"32","3",,"32_2022_3"
"New Hampshire","April","2022","motor fuel","10300000.0","33","4",,"33_2022_4"
"New Hampshire","March","2022","motor fuel","9600000.0","33","3",,"33_2022_3"
"New Jersey","April","2022","motor fuel","40101000.0","34","4",,"34_2022_4"
"New Jersey","March","2022","motor fuel","35094000.0","34","3",,"34_2022_3"
"New Mexico","April","2022","motor fuel",,"35","4",,"35_2022_4"
"New Mexico","March","2022","motor fuel",,"35","3",,"35_2022_3"
"New York","April","2022","motor fuel","112190000.0","36","4",,"36_2022_4"
"New York","March","2022","motor fuel","114201000.0","36","3",,"36_2022_3"
"North Carolina","April","2022","motor fuel","191809420.0","37","4",,"37_2022_4"
"North Carolina","March","2022","motor fuel","176003250.0","37","3",,"37_2022_3"
"North Dakota","April","2022","motor fuel",,"38","4",,"38_2022_4"
"North Dakota","March","2022","motor fuel",,"38","3",,"38_2022_3"
"Ohio","April","2022","motor fuel",,"39","4",,"39_2022_4"
"Ohio","March","2022","motor fuel","220232860.0","39","3",,"39_2022_3"
"Oklahoma","April","2022","motor fuel",,"40","4",,"40_2022_4"
"Oklahoma","March","2022","motor fuel","40519760.0","40","3",,"40_2022_3"
"Oregon","April","2022","motor fuel","56989780.0","41","4",,"41_2022_4"
"Oregon","March","2022","motor fuel","52100690.0","41","3",,"41_2022_3"
"Pennsylvania","April","2022","motor fuel","148778000.0","42","4",,"42_2022_4"
"Pennsylvania","March","2022","motor fuel","123099000.0","42","3",,"42_2022_3"
"Rhode Island","April","2022","motor fuel",,"44","4",,"44_2022_4"
"Rhode Island","March","2022","motor fuel",,"44","3",,"44_2022_3"
"South Carolina","April","2022","motor fuel","83700000.0","45","4",,"45_2022_4"
"South Carolina","March","2022","motor fuel","73500000.0","45","3",,"45_2022_3"
"South Dakota","April","2022","motor fuel",,"46","4",,"46_2022_4"
"South Dakota","March","2022","motor fuel",,"46","3",,"46_2022_3"
"Tennessee","April","2022","motor fuel","117361736.0","47","4",,"47_2022_4"
"Tennessee","March","2022","motor fuel","83275850.0","47","3",,"47_2022_3"
"Texas","April","2022","motor fuel","335001000.0","48","4",,"48_2022_4"
"Texas","March","2022","motor fuel","276216000.0","48","3",,"48_2022_3"
"Utah","April","2022","motor fuel","40300000.0","49","4",,"49_2022_4"
"Utah","March","2022","motor fuel","46000000.0","49","3",,"49_2022_3"
"Vermont","April","2022","motor fuel","7407558.0","50","4",,"50_2022_4"
"Vermont","March","2022","motor fuel","9267190.0","50","3",,"50_2022_3"
"Virginia","April","2022","motor fuel","96474000.0","51","4",,"51_2022_4"
"Virginia","March","2022","motor fuel","113387000.0","51","3",,"51_2022_3"
"Washington","April","2022","motor fuel","112947400.0","53","4",,"53_2022_4"
"Washington","March","2022","motor fuel","105382536.0","53","3",,"53_2022_3"
"West Virginia","April","2022","motor fuel","32089000.0","54","4",,"54_2022_4"
"West Virginia","March","2022","motor fuel","30077000.0","54","3",,"54_2022_3"
"Wisconsin","April","2022","motor fuel","88090584.0","55","4",,"55_2022_4"
"Wisconsin","March","2022","motor fuel","88956700.0","55","3",,"55_2022_3"
"Wyoming","April","2022","motor fuel",,"56","4",,"56_2022_4"
"Wyoming","March","2022","motor fuel",,"56","3",,"56_2022_3"
"Alabama","May","2022","motor fuel","79128780.0","1","5",,"1_2022_5"
"Alaska","May","2022","motor fuel","3656125.0","2","5",,"2_2022_5"
"Arizona","May","2022","motor fuel","64160380.0","4","5",,"4_2022_5"
"Arkansas","May","2022","motor fuel","44856590.0","5","5",,"5_2022_5"
"California","May","2022","motor fuel","706968000.0","6","5",,"6_2022_5"
"Colorado","May","2022","motor fuel","49103000.0","8","5",,"8_2022_5"
"Connecticut","May","2022","motor fuel","10863464.0","9","5",,"9_2022_5"
"Delaware","May","2022","motor fuel",,"10","5",,"10_2022_5"
"District of Columbia","May","2022","motor fuel",,"11","5",,"11_2022_5"
"Florida","May","2022","motor fuel",,"12","5",,"12_2022_5"
"Georgia","May","2022","motor fuel","1198000.0","13","5",,"13_2022_5"
"Hawaii","May","2022","motor fuel","9080005.0","15","5",,"15_2022_5"
"Idaho","May","2022","motor fuel","31616292.0","16","5",,"16_2022_5"
"Illinois","May","2022","motor fuel","204774320.0","17","5",,"17_2022_5"
"Indiana","May","2022","motor fuel",,"18","5",,"18_2022_5"
"Iowa","May","2022","motor fuel","59502504.0","19","5",,"19_2022_5"
"Kansas","May","2022","motor fuel",,"20","5",,"20_2022_5"
"Kentucky","May","2022","motor fuel","62736012.0","21","5",,"21_2022_5"
"Louisiana","May","2022","motor fuel","55545590.0","22","5",,"22_2022_5"
"Maine","May","2022","motor fuel","16809080.0","23","5",,"23_2022_5"
"Maryland","May","2022","motor fuel",,"24","5",,"24_2022_5"
"Massachusetts","May","2022","motor fuel","56613570.0","25","5",,"25_2022_5"
"Michigan","May","2022","motor fuel",,"26","5",,"26_2022_5"
"Minnesota","May","2022","motor fuel","72196340.0","27","5",,"27_2022_5"
"Mississippi","May","2022","motor fuel","34853264.0","28","5",,"28_2022_5"
"Missouri","May","2022","motor fuel","65489740.0","29","5",,"29_2022_5"
"Montana","May","2022","motor fuel",,"30","5",,"30_2022_5"
"Nebraska","May","2022","motor fuel",,"31","5",,"31_2022_5"
"Nevada","May","2022","motor fuel",,"32","5",,"32_2022_5"
"New Hampshire","May","2022","motor fuel","9600000.0","33","5",,"33_2022_5"
"New Jersey","May","2022","motor fuel","34614000.0","34","5",,"34_2022_5"
"New Mexico","May","2022","motor fuel",,"35","5",,"35_2022_5"
"New York","May","2022","motor fuel","112190000.0","36","5",,"36_2022_5"
"North Carolina","May","2022","motor fuel","165032600.0","37","5",,"37_2022_5"
"North Dakota","May","2022","motor fuel",,"38","5",,"38_2022_5"
"Ohio","May","2022","motor fuel",,"39","5",,"39_2022_5"
"Oklahoma","May","2022","motor fuel",,"40","5",,"40_2022_5"
"Oregon","May","2022","motor fuel","56578164.0","41","5",,"41_2022_5"
"Pennsylvania","May","2022","motor fuel","166935000.0","42","5",,"42_2022_5"
"Rhode Island","May","2022","motor fuel",,"44","5",,"44_2022_5"
"South Carolina","May","2022","motor fuel","80600000.0","45","5",,"45_2022_5"
"South Dakota","May","2022","motor fuel",,"46","5",,"46_2022_5"
"Tennessee","May","2022","motor fuel","101065176.0","47","5",,"47_2022_5"
"Texas","May","2022","motor fuel","319148000.0","48","5",,"48_2022_5"
"Utah","May","2022","motor fuel","54400000.0","49","5",,"49_2022_5"
"Vermont","May","2022","motor fuel","6541519.0","50","5",,"50_2022_5"
"Virginia","May","2022","motor fuel","116862000.0","51","5",,"51_2022_5"
"Washington","May","2022","motor fuel","134012530.0","53","5",,"53_2022_5"
"West Virginia","May","2022","motor fuel","37200000.0","54","5",,"54_2022_5"
"Wisconsin","May","2022","motor fuel","80361750.0","55","5",,"55_2022_5"
"Wyoming","May","2022","motor fuel",,"56","5",,"56_2022_5"
"Alabama","April","2020","motor fuel","65662370.0","1","4",,"1_2020_4"
"Alabama","April","2021","motor fuel","76906210.0","1","4",,"1_2021_4"
"Alabama","August","2019","motor fuel","52798056.0","1","8",,"1_2019_8"
"Alabama","August","2020","motor fuel","68727300.0","1","8",,"1_2020_8"
"Alabama","August","2021","motor fuel","77552700.0","1","8",,"1_2021_8"
"Alabama","December","2019","motor fuel","66672056.0","1","12",,"1_2019_12"
"Alabama","December","2020","motor fuel","69345740.0","1","12",,"1_2020_12"
"Alabama","December","2021","motor fuel","79305650.0","1","12",,"1_2021_12"
"Alabama","February","2020","motor fuel","64761384.0","1","2",,"1_2020_2"
"Alabama","February","2021","motor fuel","67832590.0","1","2",,"1_2021_2"
"Alabama","February","2022","motor fuel","73338410.0","1","2",,"1_2022_2"
"Alabama","January","2020","motor fuel","65383744.0","1","1",,"1_2020_1"
"Alabama","January","2021","motor fuel","71431280.0","1","1",,"1_2021_1"
"Alabama","January","2022","motor fuel","79709100.0","1","1",,"1_2022_1"
"Alabama","July","2019","motor fuel","50579292.0","1","7",,"1_2019_7"
"Alabama","July","2020","motor fuel","65992176.0","1","7",,"1_2020_7"
"Alabama","July","2021","motor fuel","76892344.0","1","7",,"1_2021_7"
"Alabama","June","2019","motor fuel","53790644.0","1","6",,"1_2019_6"
"Alabama","June","2020","motor fuel","61272300.0","1","6",,"1_2020_6"
"Alabama","June","2021","motor fuel","78332376.0","1","6",,"1_2021_6"
"Alabama","March","2020","motor fuel","62069130.0","1","3",,"1_2020_3"
"Alabama","March","2021","motor fuel","62969976.0","1","3",,"1_2021_3"
"Alabama","May","2019","motor fuel","51555630.0","1","5",,"1_2019_5"
"Alabama","May","2020","motor fuel","50664880.0","1","5",,"1_2020_5"
"Alabama","May","2021","motor fuel","77483310.0","1","5",,"1_2021_5"
"Alabama","November","2019","motor fuel","69467810.0","1","11",,"1_2019_11"
"Alabama","November","2020","motor fuel","74631180.0","1","11",,"1_2020_11"
"Alabama","November","2021","motor fuel","82310160.0","1","11",,"1_2021_11"
"Alabama","October","2019","motor fuel","66916910.0","1","10",,"1_2019_10"
"Alabama","October","2020","motor fuel","66714252.0","1","10",,"1_2020_10"
"Alabama","October","2021","motor fuel","74235610.0","1","10",,"1_2021_10"
"Alabama","September","2019","motor fuel","53936440.0","1","9",,"1_2019_9"
"Alabama","September","2020","motor fuel","67849256.0","1","9",,"1_2020_9"
"Alabama","September","2021","motor fuel","78220860.0","1","9",,"1_2021_9"
"Alaska","April","2019","motor fuel","3770030.0","2","4",,"2_2019_4"
"Alaska","April","2020","motor fuel","2706976.0","2","4",,"2_2020_4"
"Alaska","April","2021","motor fuel","3380717.0","2","4",,"2_2021_4"
"Alaska","August","2019","motor fuel","5175240.0","2","8",,"2_2019_8"
"Alaska","August","2020","motor fuel","5450925.0","2","8",,"2_2020_8"
"Alaska","August","2021","motor fuel","5790478.0","2","8",,"2_2021_8"
"Alaska","December","2019","motor fuel","3077290.0","2","12",,"2_2019_12"
"Alaska","December","2020","motor fuel","2975466.0","2","12",,"2_2020_12"
"Alaska","December","2021","motor fuel","3132670.0","2","12",,"2_2021_12"
"Alaska","February","2020","motor fuel","3593386.0","2","2",,"2_2020_2"
"Alaska","February","2021","motor fuel","3135529.0","2","2",,"2_2021_2"
"Alaska","February","2022","motor fuel","3244081.0","2","2",,"2_2022_2"
"Alaska","January","2020","motor fuel","3407252.0","2","1",,"2_2020_1"
"Alaska","January","2021","motor fuel","2904902.0","2","1",,"2_2021_1"
"Alaska","January","2022","motor fuel","3036054.0","2","1",,"2_2022_1"
"Alaska","July","2019","motor fuel","6275608.0","2","7",,"2_2019_7"
"Alaska","July","2020","motor fuel","4245909.0","2","7",,"2_2020_7"
"Alaska","July","2021","motor fuel","5690988.0","2","7",,"2_2021_7"
"Alaska","June","2019","motor fuel","3643629.0","2","6",,"2_2019_6"
"Alaska","June","2020","motor fuel","4372440.0","2","6",,"2_2020_6"
"Alaska","June","2021","motor fuel","4193122.0","2","6",,"2_2021_6"
"Alaska","March","2020","motor fuel","3533122.0","2","3",,"2_2020_3"
"Alaska","March","2021","motor fuel","3622718.0","2","3",,"2_2021_3"
"Alaska","May","2019","motor fuel","4379707.0","2","5",,"2_2019_5"
"Alaska","May","2020","motor fuel","3214186.0","2","5",,"2_2020_5"
"Alaska","May","2021","motor fuel","3735531.0","2","5",,"2_2021_5"
"Alaska","November","2019","motor fuel","3014739.0","2","11",,"2_2019_11"
"Alaska","November","2020","motor fuel","2780141.0","2","11",,"2_2020_11"
"Alaska","November","2021","motor fuel","3307966.0","2","11",,"2_2021_11"
"Alaska","October","2019","motor fuel","4028544.0","2","10",,"2_2019_10"
"Alaska","October","2020","motor fuel","3699622.0","2","10",,"2_2020_10"
"Alaska","October","2021","motor fuel","3329627.0","2","10",,"2_2021_10"
"Alaska","September","2019","motor fuel","4059407.0","2","9",,"2_2019_9"
"Alaska","September","2020","motor fuel","4142529.0","2","9",,"2_2020_9"
"Alaska","September","2021","motor fuel","4037472.0","2","9",,"2_2021_9"
"Arizona","April","2019","motor fuel","66740950.0","4","4",,"4_2019_4"
"Arizona","April","2020","motor fuel","61570084.0","4","4",,"4_2020_4"
"Arizona","April","2021","motor fuel","72153656.0","4","4",,"4_2021_4"
"Arizona","August","2019","motor fuel","60102220.0","4","8",,"4_2019_8"
"Arizona","August","2020","motor fuel","56671360.0","4","8",,"4_2020_8"
"Arizona","August","2021","motor fuel","67666460.0","4","8",,"4_2021_8"
"Arizona","December","2019","motor fuel","62440816.0","4","12",,"4_2019_12"
"Arizona","December","2020","motor fuel","60385132.0","4","12",,"4_2020_12"
"Arizona","December","2021","motor fuel","66822330.0","4","12",,"4_2021_12"
"Arizona","February","2020","motor fuel","62784424.0","4","2",,"4_2020_2"
"Arizona","February","2021","motor fuel","59511250.0","4","2",,"4_2021_2"
"Arizona","February","2022","motor fuel","60122670.0","4","2",,"4_2022_2"
"Arizona","January","2020","motor fuel","62440816.0","4","1",,"4_2020_1"
"Arizona","January","2021","motor fuel","62354396.0","4","1",,"4_2021_1"
"Arizona","January","2022","motor fuel","65159850.0","4","1",,"4_2022_1"
"Arizona","July","2019","motor fuel","62477830.0","4","7",,"4_2019_7"
"Arizona","July","2020","motor fuel","57702010.0","4","7",,"4_2020_7"
"Arizona","July","2021","motor fuel","68606100.0","4","7",,"4_2021_7"
"Arizona","June","2019","motor fuel","67228040.0","4","6",,"4_2019_6"
"Arizona","June","2020","motor fuel","56205864.0","4","6",,"4_2020_6"
"Arizona","June","2021","motor fuel","72132230.0","4","6",,"4_2021_6"
"Arizona","March","2020","motor fuel","63069230.0","4","3",,"4_2020_3"
"Arizona","March","2021","motor fuel","58759492.0","4","3",,"4_2021_3"
"Arizona","May","2019","motor fuel","60501720.0","4","5",,"4_2019_5"
"Arizona","May","2020","motor fuel","42603816.0","4","5",,"4_2020_5"
"Arizona","May","2021","motor fuel","65366772.0","4","5",,"4_2021_5"
"Arizona","November","2019","motor fuel","64375732.0","4","11",,"4_2019_11"
"Arizona","November","2020","motor fuel","63324170.0","4","11",,"4_2020_11"
"Arizona","November","2021","motor fuel","64658240.0","4","11",,"4_2021_11"
"Arizona","October","2019","motor fuel","64776744.0","4","10",,"4_2019_10"
"Arizona","October","2020","motor fuel","62652924.0","4","10",,"4_2020_10"
"Arizona","October","2021","motor fuel","66941030.0","4","10",,"4_2021_10"
"Arizona","September","2019","motor fuel","68722040.0","4","9",,"4_2019_9"
"Arizona","September","2020","motor fuel","64034110.0","4","9",,"4_2020_9"
"Arizona","September","2021","motor fuel","65460530.0","4","9",,"4_2021_9"
"Arkansas","April","2019","motor fuel","40116040.0","5","4",,"5_2019_4"
"Arkansas","April","2020","motor fuel","44652840.0","5","4",,"5_2020_4"
"Arkansas","April","2021","motor fuel","49320710.0","5","4",,"5_2021_4"
"Arkansas","August","2019","motor fuel","42437636.0","5","8",,"5_2019_8"
"Arkansas","August","2020","motor fuel","46880470.0","5","8",,"5_2020_8"
"Arkansas","August","2021","motor fuel","49959680.0","5","8",,"5_2021_8"
"Arkansas","December","2019","motor fuel","38969364.0","5","12",,"5_2019_12"
"Arkansas","December","2020","motor fuel","47091980.0","5","12",,"5_2020_12"
"Arkansas","December","2021","motor fuel","50606668.0","5","12",,"5_2021_12"
"Arkansas","February","2020","motor fuel","44722864.0","5","2",,"5_2020_2"
"Arkansas","February","2021","motor fuel","42175290.0","5","2",,"5_2021_2"
"Arkansas","February","2022","motor fuel","43564470.0","5","2",,"5_2022_2"
"Arkansas","January","2020","motor fuel","45180656.0","5","1",,"5_2020_1"
"Arkansas","January","2021","motor fuel","46087916.0","5","1",,"5_2021_1"
"Arkansas","January","2022","motor fuel","46157224.0","5","1",,"5_2022_1"
"Arkansas","July","2019","motor fuel","40024844.0","5","7",,"5_2019_7"
"Arkansas","July","2020","motor fuel","45767052.0","5","7",,"5_2020_7"
"Arkansas","July","2021","motor fuel","47893680.0","5","7",,"5_2021_7"
"Arkansas","June","2019","motor fuel","40638508.0","5","6",,"5_2019_6"
"Arkansas","June","2020","motor fuel","40663630.0","5","6",,"5_2020_6"
"Arkansas","June","2021","motor fuel","49556216.0","5","6",,"5_2021_6"
"Arkansas","March","2020","motor fuel","42844348.0","5","3",,"5_2020_3"
"Arkansas","March","2021","motor fuel","39690016.0","5","3",,"5_2021_3"
"Arkansas","May","2019","motor fuel","40127412.0","5","5",,"5_2019_5"
"Arkansas","May","2020","motor fuel","37350996.0","5","5",,"5_2020_5"
"Arkansas","May","2021","motor fuel","51079730.0","5","5",,"5_2021_5"
"Arkansas","November","2019","motor fuel","44055652.0","5","11",,"5_2019_11"
"Arkansas","November","2020","motor fuel","46173616.0","5","11",,"5_2020_11"
"Arkansas","November","2021","motor fuel","47512680.0","5","11",,"5_2021_11"
"Arkansas","October","2019","motor fuel","41512852.0","5","10",,"5_2019_10"
"Arkansas","October","2020","motor fuel","46068330.0","5","10",,"5_2020_10"
"Arkansas","October","2021","motor fuel","49205864.0","5","10",,"5_2021_10"
"Arkansas","September","2019","motor fuel","40889536.0","5","9",,"5_2019_9"
"Arkansas","September","2020","motor fuel","46665464.0","5","9",,"5_2020_9"
"Arkansas","September","2021","motor fuel","49236372.0","5","9",,"5_2021_9"
"California","April","2019","motor fuel","496996000.0","6","4",,"6_2019_4"
"California","April","2020","motor fuel","548318000.0","6","4",,"6_2020_4"
"California","April","2021","motor fuel","615441000.0","6","4",,"6_2021_4"
"California","August","2019","motor fuel","681565000.0","6","8",,"6_2019_8"
"California","August","2020","motor fuel","615856000.0","6","8",,"6_2020_8"
"California","August","2021","motor fuel","729539000.0","6","8",,"6_2021_8"
"California","December","2019","motor fuel","757435000.0","6","12",,"6_2019_12"
"California","December","2020","motor fuel","692180000.0","6","12",,"6_2020_12"
"California","December","2021","motor fuel","752487000.0","6","12",,"6_2021_12"
"California","February","2020","motor fuel","679586000.0","6","2",,"6_2020_2"
"California","February","2021","motor fuel","600408000.0","6","2",,"6_2021_2"
"California","February","2022","motor fuel","643496000.0","6","2",,"6_2022_2"
"California","January","2020","motor fuel","667682000.0","6","1",,"6_2020_1"
"California","January","2021","motor fuel","593481000.0","6","1",,"6_2021_1"
"California","January","2022","motor fuel","679057000.0","6","1",,"6_2022_1"
"California","July","2019","motor fuel","621765000.0","6","7",,"6_2019_7"
"California","July","2020","motor fuel","620863000.0","6","7",,"6_2020_7"
"California","July","2021","motor fuel","720253000.0","6","7",,"6_2021_7"
"California","June","2019","motor fuel","729818000.0","6","6",,"6_2019_6"
"California","June","2020","motor fuel","427800000.0","6","6",,"6_2020_6"
"California","June","2021","motor fuel","731415000.0","6","6",,"6_2021_6"
"California","March","2020","motor fuel","683085000.0","6","3",,"6_2020_3"
"California","March","2021","motor fuel","599015000.0","6","3",,"6_2021_3"
"California","May","2019","motor fuel","633248000.0","6","5",,"6_2019_5"
"California","May","2020","motor fuel","489838000.0","6","5",,"6_2020_5"
"California","May","2021","motor fuel","716685000.0","6","5",,"6_2021_5"
"California","November","2019","motor fuel","694096000.0","6","11",,"6_2019_11"
"California","November","2020","motor fuel","642095000.0","6","11",,"6_2020_11"
"California","November","2021","motor fuel","691949000.0","6","11",,"6_2021_11"
"California","October","2019","motor fuel","740081000.0","6","10",,"6_2019_10"
"California","October","2020","motor fuel","689449000.0","6","10",,"6_2020_10"
"California","October","2021","motor fuel","718204000.0","6","10",,"6_2021_10"
"California","September","2019","motor fuel","796672000.0","6","9",,"6_2019_9"
"California","September","2020","motor fuel","700186000.0","6","9",,"6_2020_9"
"California","September","2021","motor fuel","780371000.0","6","9",,"6_2021_9"
"Colorado","April","2019","motor fuel","53089000.0","8","4",,"8_2019_4"
"Colorado","April","2020","motor fuel","52261000.0","8","4",,"8_2020_4"
"Colorado","April","2021","motor fuel","48716000.0","8","4",,"8_2021_4"
"Colorado","August","2019","motor fuel","64185000.0","8","8",,"8_2019_8"
"Colorado","August","2020","motor fuel","57705000.0","8","8",,"8_2020_8"
"Colorado","August","2021","motor fuel","65969000.0","8","8",,"8_2021_8"
"Colorado","December","2019","motor fuel","44076000.0","8","12",,"8_2019_12"
"Colorado","December","2020","motor fuel","44916000.0","8","12",,"8_2020_12"
"Colorado","December","2021","motor fuel","52585000.0","8","12",,"8_2021_12"
"Colorado","February","2020","motor fuel","47960000.0","8","2",,"8_2020_2"
"Colorado","February","2021","motor fuel","44695000.0","8","2",,"8_2021_2"
"Colorado","February","2022","motor fuel","29885000.0","8","2",,"8_2022_2"
"Colorado","January","2020","motor fuel","53722000.0","8","1",,"8_2020_1"
"Colorado","January","2021","motor fuel","45373000.0","8","1",,"8_2021_1"
"Colorado","January","2022","motor fuel","54258000.0","8","1",,"8_2022_1"
"Colorado","July","2019","motor fuel","62930000.0","8","7",,"8_2019_7"
"Colorado","July","2020","motor fuel","47880000.0","8","7",,"8_2020_7"
"Colorado","July","2021","motor fuel","56149000.0","8","7",,"8_2021_7"
"Colorado","June","2019","motor fuel","54263000.0","8","6",,"8_2019_6"
"Colorado","June","2020","motor fuel","46889000.0","8","6",,"8_2020_6"
"Colorado","June","2021","motor fuel","55503000.0","8","6",,"8_2021_6"
"Colorado","March","2020","motor fuel","48857000.0","8","3",,"8_2020_3"
"Colorado","March","2021","motor fuel","44445000.0","8","3",,"8_2021_3"
"Colorado","May","2019","motor fuel","50264000.0","8","5",,"8_2019_5"
"Colorado","May","2020","motor fuel","35254000.0","8","5",,"8_2020_5"
"Colorado","May","2021","motor fuel","57552000.0","8","5",,"8_2021_5"
"Colorado","November","2019","motor fuel","58398000.0","8","11",,"8_2019_11"
"Colorado","November","2020","motor fuel","54696000.0","8","11",,"8_2020_11"
"Colorado","November","2021","motor fuel","56294000.0","8","11",,"8_2021_11"
"Colorado","October","2019","motor fuel","54793000.0","8","10",,"8_2019_10"
"Colorado","October","2020","motor fuel","51989000.0","8","10",,"8_2020_10"
"Colorado","October","2021","motor fuel","60323000.0","8","10",,"8_2021_10"
"Colorado","September","2019","motor fuel","61110000.0","8","9",,"8_2019_9"
"Colorado","September","2020","motor fuel","56182000.0","8","9",,"8_2020_9"
"Colorado","September","2021","motor fuel","59757000.0","8","9",,"8_2021_9"
"Connecticut","April","2019","motor fuel","41344084.0","9","4",,"9_2019_4"
"Connecticut","April","2020","motor fuel","34966616.0","9","4",,"9_2020_4"
"Connecticut","April","2021","motor fuel","38693560.0","9","4",,"9_2021_4"
"Connecticut","August","2019","motor fuel","43822076.0","9","8",,"9_2019_8"
"Connecticut","August","2020","motor fuel","39157540.0","9","8",,"9_2020_8"
"Connecticut","August","2021","motor fuel","40793390.0","9","8",,"9_2021_8"
"Connecticut","December","2019","motor fuel","44405736.0","9","12",,"9_2019_12"
"Connecticut","December","2020","motor fuel","38301040.0","9","12",,"9_2020_12"
"Connecticut","December","2021","motor fuel","42174130.0","9","12",,"9_2021_12"
"Connecticut","February","2020","motor fuel","38902970.0","9","2",,"9_2020_2"
"Connecticut","February","2021","motor fuel","35108304.0","9","2",,"9_2021_2"
"Connecticut","February","2022","motor fuel","34805324.0","9","2",,"9_2022_2"
"Connecticut","January","2020","motor fuel","41031150.0","9","1",,"9_2020_1"
"Connecticut","January","2021","motor fuel","37432756.0","9","1",,"9_2021_1"
"Connecticut","January","2022","motor fuel","40179496.0","9","1",,"9_2022_1"
"Connecticut","July","2019","motor fuel","41224880.0","9","7",,"9_2019_7"
"Connecticut","July","2020","motor fuel","37118388.0","9","7",,"9_2020_7"
