"id","address","latitude","longitude","status","submit_date","issue_date","owner_occupied","construction_type","building_use","roofing_material","dwelling_units","condo_association","firm_name","roof_work_description","proposed_work_description","demolition_description","dumpster_license_number","licensed_class","debris_removal_date","debris_removal_location","roof_deck_insulation_removal","layers_of_roof_covering","temporary_dumpster_count","deck_insulation_tapered","roof_structure_slope","license_expiration_date","license_number","method_of_removal","description_other","roof_covering_classification","above_deck_insulation","type_of_demolition","photovoltaic_products","flashing_installation","temporary_dumpster_permit","building_cost","geocoded_column"
"105981","32 Lee St, Cambridge, MA 02139","42.3691","-71.1063","Complete","2021-01-19T00:00:00.000","2021-01-21T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","BOSTON HOME SOLUTION","Strip and re-roof<br> ice&amp;water shieldin all roof area request by home owner.<br><br>","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","MA CSL","2021-01-22T00:00:00.000","Wood wast of Boston","false",,,,"false","2022-06-07T00:00:00.000","100141","Daily Removal","","","","No demolition required","false","false",,"29435","(42.369102, -71.106296)"
"106102","13 Bellis Cir, Cambridge, MA 02140","42.3899","-71.1334","Complete","2021-01-20T00:00:00.000","2021-01-21T00:00:00.000","true","Masonry / Wood (Type III)","Multi Family (3 or more dwelling units)","Membrane","3","false","GBR","strip and re-roof 6SQ","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2021-01-30T00:00:00.000","Greater Boston Roofing Truck brought to dumpster at the office 346 western ave Lowell,ma 01851","false",,,,"true","2022-10-06T00:00:00.000","CS-113557","Minimal","","Class A","","No demolition required","false","false",,"6000","(42.389893, -71.133407)"
"105319","58-B Garden St, Cambridge, MA 02138","42.3811","-71.1262","Complete","2021-01-12T00:00:00.000","2021-01-13T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Membrane",,"false","RB Farina Roofinf Co","Roof Replacement - Rubber Roof Installation on the very top of the house. 9.5 squares","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","Dumpster Truck R57405","Home Improvement Contractor","2021-01-29T00:00:00.000","Wood Waste of Boston - 85 Boston St, Everett, MA 02149","false",,,,"true","2021-06-06T00:00:00.000","174723","Dumpster","","","","No demolition required","false","false","false","10000","(42.381066, -71.126216)"
"105143","4 Carlisle St, Cambridge, MA 02139","42.3722","-71.0978","Active","2021-01-11T00:00:00.000","2021-01-13T00:00:00.000","true","Masonry / Wood (Type III)","One or Two Family Dwelling","Asphalt Shingle",,"false","Marco","new shingles installation (edit: Partial [mg])","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Shingles strip","","Cssl","2021-01-31T00:00:00.000","Power demo","false",,,,"false","2021-09-12T00:00:00.000","CssL 099508","Daily Removal","","","","Exterior demolition in work area only.","false","false",,"7300","(42.372223, -71.097843)"
"104703","122 Hamilton St, Cambridge, MA 02139","42.3588","-71.1072","Active","2021-01-07T00:00:00.000","2021-01-13T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Membrane",,"false","Cambridge Restoration Associates LLC","Remove existing EPDM Roofing and install new Firestone EPDM Membrane Roofing","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Remove existing EPDM rubber roofing","","Construction Supervisor","2021-01-15T00:00:00.000","Peabody Transfer Station 300 Forest Street Peabody, MA 01960","false",,,,"false","2021-10-26T00:00:00.000","CS-080145","Daily Removal","","","","Exterior demolition in work area only.","false","false",,"8545","(42.358833, -71.107199)"
"104662","195 Third St, Cambridge, MA 02141","42.3678","-71.0811","Complete","2021-01-06T00:00:00.000","2021-01-11T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","claudio araujo","strip and re roof -","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2021-01-31T00:00:00.000","bay state disposal","false",,"1",,"false","2021-07-13T00:00:00.000","CS-105185","Dumpster","","","","No demolition required","false","false","true","7915","(42.367784, -71.081148)"
"104395","20 Bellevue Ave, Cambridge, MA 02138","42.386","-71.1258","Complete","2021-01-04T00:00:00.000","2021-01-11T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","John F OBrien Inc.","Strip and reroof 6 feet of ice and water under layment Landmark certainteed shingles","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Stripping of roof shingles","","unrestricted","2021-01-31T00:00:00.000","Graham Waste disposal","false",,,,"false","2022-04-07T00:00:00.000","cs-105517","Daily Removal","","","","Exterior demolition in work area only.","false","false",,"10200","(42.386014, -71.125824)"
"104807","9 Oak St, Cambridge, MA 02139","42.3739","-71.0995","Complete","2021-01-07T00:00:00.000","2021-01-11T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","innovative contracting services","Replacement of current roof shingles with certainteed roof shingles.&nbsp;","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2021-01-27T00:00:00.000","EZ disposal","false",,"1",,"false","2022-03-30T00:00:00.000","CS-080815","Dumpster","","","","No demolition required","false","false","true","9800","(42.373942, -71.099499)"
"102158","2579 Massachusetts Ave, Cambridge, MA 02140","42.4006","-71.1348","Complete","2020-12-09T00:00:00.000","2020-12-28T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"true","Andressa Teixeira","Strip and re- roof 8 Sq of garage's roof","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2020-12-23T00:00:00.000","James Grant Waste by our dump truck","false",,,,"false","2021-12-09T00:00:00.000","CS-105019","Daily Removal","","","","No demolition required","false","true",,"3200","(42.400587, -71.134818)"
"102940","6 Notre Dame Ave, Cambridge, MA 02140","42.3917","-71.131","Complete","2020-12-18T00:00:00.000","2020-12-23T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","NH Exteriors","Strip existing home of all layers of shingles and roof with new architectural asphalt shingles.&nbsp;","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","",,"Construction Supervisor Specialty","2021-01-15T00:00:00.000","Casella Waste","false",,"1",,"true","2021-05-04T00:00:00.000","CSSL-105997","Dumpster","","","","No demolition required","false","false","true","12474.17","(42.391709, -71.131007)"
"102901","125-A Magazine St, Cambridge, MA 02139","42.3595","-71.111","Complete","2020-12-18T00:00:00.000","2020-12-23T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Other / Mixed",,"false","FRS Roofing Inc.","Rubber roofing replacement on the lower left front side of the house with (2) stationary skylight only. ","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2021-04-04T00:00:00.000","Wood Waste of Boston","false",,,,"false","2021-05-25T00:00:00.000","CS-107602","Daily Removal","rubber","","","Exterior demolition in work area only.","false","false",,"9930","(42.359458, -71.110969)"
"102322","45 Flagg St, Cambridge, MA 02138","42.3679","-71.1152","Complete","2020-12-11T00:00:00.000","2020-12-17T00:00:00.000",,"Steel/Concrete, Non-Combustible (Type I/II)","Commercial / Mixed Use","Membrane",,"false","WS Aiken LLC","Remove existing roof assembly down to the concrete deck, install new vapor barrier, R30 insulation fully adhered, coverboard fully adhered, PVC membrane fully adhered. Install all flashings and metal edging&nbsp;","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","removal of existing roof components","","Construction Supervisor","2021-01-25T00:00:00.000","EZ Disposal 20 Railroad St, Revere, MA 02151","true",,,"false","true","2021-10-09T00:00:00.000","CS-031406","Daily Removal","","Class A","R30","Exterior demolition in work area only.","false","true",,"339305","(42.367927, -71.115201)"
"102118","1683 Cambridge St, Cambridge, MA 02138","42.3752","-71.1113","Complete","2020-12-09T00:00:00.000","2020-12-17T00:00:00.000","true","Wood (Type (IV/V)","Multi Family (3 or more dwelling units)","Asphalt Shingle","3","true","H&R Roofing","strip and re roof&nbsp;","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor Specialty","2021-01-02T00:00:00.000","E.L Harvey & Sons","false",,,,"false","2021-12-09T00:00:00.000","CSSL-101027","Daily Removal","","Class A","","No demolition required","false","false",,"9600","(42.375234, -71.111344)"
"102059","10 Fayerweather St, Cambridge, MA 02138","42.3775","-71.1373","Complete","2020-12-08T00:00:00.000","2020-12-10T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Wood Shingle or Shake",,"false","albertone venancio","replace wood roofing shingles at pool house","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","remove wood shingles&nbsp;","","Construction Supervisor","2020-12-20T00:00:00.000","thompson brother  ","false",,,,"false","2022-06-06T00:00:00.000","CS-110498","Daily Removal","","","","Exterior demolition in work area only.","false","false",,"43500","(42.377544, -71.137315)"
"102129","30 Montgomery St, Cambridge, MA 02140","42.3943","-71.1333","Complete","2020-12-09T00:00:00.000","2020-12-10T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","Ranch Roofing Inc.","Remove existing roofing materials and install premium Owens Corning roofing materials. Remove and replace lead from base of chimney. Remove all debris.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2021-01-16T00:00:00.000","Rooftop Recycling, Boxborough MA.","false",,"1",,"true","2021-04-05T00:00:00.000","CS-098135","Dumpster","","","","No demolition required","false","false","true","7181","(42.394338, -71.133257)"
"100953","68 Sparks St, Cambridge, MA 02138","42.3795","-71.1309","Complete","2020-11-27T00:00:00.000","2020-12-10T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","HELADIO SALGADO","Full Roof Replacement of of 28square(s) shingles","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","Dumpster Truck R57405","Construction Supervisor Specialty","2020-12-18T00:00:00.000","Wood Waste of Boston - 85 Boston St, Everett, MA 02149","false",,,,"false","2024-02-11T00:00:00.000","114674","Dumpster","","","","No demolition required","false","false","false","22375","(42.379475, -71.13092)"
"102141","453 Franklin St, Cambridge, MA 02139","42.3672","-71.1096","Complete","2020-12-09T00:00:00.000","2020-12-10T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Membrane",,"false","RB Farina Roofing ","Full Roof Replacement - Rubber Roof Installation &nbsp;of (14) square(s)","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","Dumpster Truck R57405","Construction Supervisor Specialty","2020-12-23T00:00:00.000","Wood Waste of Boston - 85 Boston St, Everett, MA 02149","false",,,,"true","2024-02-11T00:00:00.000","114674","Dumpster","","","","No demolition required","false","false","false","14750","(42.367157, -71.109583)"
"101158","298 Windsor St, Cambridge, MA 02139","42.3685","-71.0948","Complete","2020-11-18T00:00:00.000","2020-12-10T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Membrane",,"false","Delano Construction","Remove existing layer of rubber roof and install new rubber roof","Roof Recover - Installation of new roof covering over existing roof covering","Remove existing rubber membrane, install one inch of insulation over the existing roof then add new rubber membrane","","unrestricted","2020-12-30T00:00:00.000","Skinner dumpster removal",,"1","1",,,"2021-08-08T00:00:00.000","085802","Dumpster","","","","Exterior demolition in work area only.","false","false","true","20000","(42.368517, -71.094783)"
"101806","65 Museum St, Cambridge, MA 02138","42.381","-71.1131","Active","2020-12-07T00:00:00.000","2020-12-10T00:00:00.000","false","Wood (Type (IV/V)","Multi Family (3 or more dwelling units)","Asphalt Shingle","3","false","Aspen Consulting, Inc","Strip roof to bare wood. Install ice and water. Install new limited lifetime asphalt shingles.&nbsp;","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Stip existing asphalt shingles.&nbsp;","","Construction Supervisor","2020-12-14T00:00:00.000","Disposed by General Contractor Aspen Consulting, Inc at James C Grant Co Inc Dump. ","false",,"1",,"false","2021-01-05T00:00:00.000","CS-075589","Dumpster","","Class A","","Exterior demolition in work area only.","false","true","true","6500","(42.381004, -71.113144)"
"102077","214 Putnam Ave, Cambridge, MA 02139","42.3642","-71.1137","Complete","2020-12-09T00:00:00.000","2020-12-10T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","Capital Construction","Replace roof on home","Roof Recover - Installation of new roof covering over existing roof covering","","","Construction Supervisor","2021-01-02T00:00:00.000","James Grant / 28 Wolcott st, Hyde Park Mass 02136",,"1","1",,,"2022-04-21T00:00:00.000","CS-090743","Dumpster","","","","No demolition required","false","false","true","19500","(42.36422, -71.113733)"
"100958","14 Union St, Cambridge, MA 02139","42.3691","-71.0956","Complete","2020-11-18T00:00:00.000","2020-12-08T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Membrane",,"false","HELADIO SALGADO","Full Roof Replacement - EPDM Rubber Membrane - 12 squares","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","Dumpster Truck R57405","Construction Supervisor Specialty","2020-12-11T00:00:00.000","Wood Waste of Boston - 85 Boston St, Everett, MA 02149","false",,,,"true","2024-02-11T00:00:00.000","114674","Dumpster","","","","No demolition required","false","true","false","13200","(42.369103, -71.095612)"
"101415","2 Hancock Pl, Cambridge, MA 02139","42.3696","-71.1069","Complete","2020-12-02T00:00:00.000","2020-12-08T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","Lawrence Hildebrand LLC","6 feet ice and water, Shinglemate underlayment, ridge vent,&nbsp; 6 nails per/shingle","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Removal of old roofing shingles only","","Construction Supervisor","2020-12-10T00:00:00.000","Boston Wood Waste 85 Boston St Everett","false",,,,"false","2022-05-24T00:00:00.000","CS-090389","Daily Removal","","","","Exterior demolition in work area only.","false","false",,"6064","(42.369647, -71.106878)"
"101466","309 Columbia St, Cambridge, MA 02139","42.3707","-71.0959","Active","2020-11-25T00:00:00.000","2020-12-08T00:00:00.000","false","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","AR HOME RENOVATION CORP","REMOVE EXISTING LAYERS OF ROOF AND INSTALL NEW SHINGLES WITH 6' ICE WATER SHIELD AND NEW CHIMNEY FLASHINGS","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","ROOF LAYERS REMOVAL","","Construction Supervisor","2020-12-10T00:00:00.000","BARRY BROTHERS DISPOSAL","false",,"1",,"false","2022-10-21T00:00:00.000","CS-107018","Dumpster","","","","Exterior demolition in work area only.","false","false","true","9780","(42.370686, -71.095887)"
"100369","6 Van Norden St, Cambridge, MA 02140","42.3915","-71.13","Complete","2020-11-20T00:00:00.000","2020-12-08T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","d.s. roofing","strip and reroof","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor Specialty","2020-12-20T00:00:00.000","rooftop recycling.69 codman hill rd boxboro ma","false",,,,"false","2021-01-13T00:00:00.000","CSSL-102129","Daily Removal","","","","No demolition required","false","true",,"8500","(42.391461, -71.129954)"
"101910","251 Elm St, Cambridge, MA 02139","42.3725","-71.096","Complete","2020-12-07T00:00:00.000","2020-12-08T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","C & F Brothers Services Inc","Strip roof to boards. Install 6' ice &amp; water at eaves and around all penetrations. Apply builders paper everywhere else. Apply asphalt shingles. Apply continuous ridge vent.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","u","2021-01-14T00:00:00.000","BFI Holliston, washington street","false",,,,"false","2021-08-26T00:00:00.000","cs-065952","Daily Removal","","","","No demolition required","false","true",,"9235","(42.372546, -71.095997)"
"100159","359 Cambridge St, Cambridge, MA 02141","42.3714","-71.082","Complete","2020-11-18T00:00:00.000","2020-12-08T00:00:00.000",,"Masonry / Wood (Type III)","Commercial / Mixed Use","Membrane",,"true","Roof Repairs Corp","fully adhered (060 membrane) over 1/2"" polyiso insulation with appropriate rubber flashing and new edge metal&nbsp;","Roof Recover - Installation of new roof covering over existing roof covering","","","Construction Supervisor","2020-11-23T00:00:00.000","ez disposal (shop dumpster)",,"1",,,,"2020-12-07T00:00:00.000","CS-102209","Daily Removal","","Class A","","No demolition required","false","false",,"18000","(42.371404, -71.082022)"
"101722","12 Porter Rd, Cambridge, MA 02140","42.389","-71.1204","Complete","2020-12-05T00:00:00.000","2020-12-07T00:00:00.000","false","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","Dion Gaines ","Remove existing asphalt shingles, install new asphalt shingles per manufacture specifications 19 squares.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2020-12-09T00:00:00.000","C carney Environmental 1958 Broadway st Raynham MA 02767","false",,,,"false","2021-08-11T00:00:00.000","CS-105539","Daily Removal","","","","No demolition required","false","true",,"10600","(42.389017, -71.120354)"
"100960","23 William St, Unit 23, Cambridge, MA 02139","42.3635","-71.1059","Complete","2020-11-27T00:00:00.000","2020-12-02T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Membrane",,"false","HELADIO SALGADO","Full Roof Replacement of 15 squares of EPDM Membrane","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","Dumpster Truck R57405","Construction Supervisor Specialty","2020-12-18T00:00:00.000","Wood Waste of Boston - 85 Boston St, Everett, MA 02149","false",,,,"true","2024-02-11T00:00:00.000","114674","Dumpster","","","","No demolition required","false","false","false","13500","(42.363515, -71.105943)"
"101263","171 Chilton St, Unit 171, Cambridge, MA 02138","42.3858","-71.136","Complete","2020-11-30T00:00:00.000","2020-12-02T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","Feltonville Buildong Co","Synthetic underlayment and mechanically attached 1 &nbsp;1/4"" galvanived roofing nails. &nbsp;","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Removal of existing asphalt shingle roof","","Construction Supervisor","2020-12-22T00:00:00.000","roof top recycling, Boxborough ma    by Tom Danehy","false",,,,"false","2022-09-22T00:00:00.000","CS-049843","Daily Removal","","","","Exterior demolition in work area only.","false","false",,"9000","(42.385813, -71.135957)"
"100814","204 Banks St, Unit 1, Cambridge, MA 02138","42.366","-71.1147","Complete","2020-11-13T00:00:00.000","2020-12-02T00:00:00.000","false","Wood (Type (IV/V)","Multi Family (3 or more dwelling units)","Membrane","3","false","C & F Brothers Services Inc","Strip existig roofing to boards. Repair substrate as needed. Install 1/2"" insulation. Apply .060 commercial grade EPDM membrane, with all accessories for a professional installation.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2020-12-29T00:00:00.000","BFI Holliston, Washington Street","false",,,,"true","2021-08-26T00:00:00.000","CS-065952","Daily Removal","","Class B","","No demolition required","false","true",,"15500","(42.365978, -71.114658)"
"99357","395 Concord Ave, Cambridge, MA 02138","42.3856","-71.1377","Complete","2020-11-05T00:00:00.000","2020-11-25T00:00:00.000","true","Masonry / Wood (Type III)","One or Two Family Dwelling","Asphalt Shingle",,"false","Bortell Stroud Associates, Inc.","Removal of existing failing asphalt roof. Installation of new ice and water shield, roof wrap, flashing along sidewall and chimney base, new asphalt shingles installed with full head roof nails.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Remove old asphalt roof to roof deck","","Construction Supervisor 1 & 2 Family","2020-12-04T00:00:00.000","Willard Roofing","false",,,,"true","2023-02-19T00:00:00.000","CSFA-106438","Daily Removal","","","","Exterior demolition in work area only.","false","true",,"18450","(42.385583, -71.137742)"
"100416","16 Washburn Ave, Cambridge, MA 02140","42.3992","-71.1314","Complete","2020-11-20T00:00:00.000","2020-11-23T00:00:00.000","true","Wood (Type (IV/V)","Multi Family (3 or more dwelling units)","Membrane","3","true","John Duffy","strip and install a new roof with EPDM","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","removal of existing rubber membrane and substrate board","","unrestricted","2020-12-31T00:00:00.000","Duffy Roofing","true",,,"false","false","2022-05-31T00:00:00.000","030782","Minimal","","Class A","2.5","Exterior demolition in work area only.","false","true",,"15709","(42.399178, -71.131439)"
"99622","29 Inman St, Cambridge, MA 02139","42.3682","-71.1044","Complete","2020-11-13T00:00:00.000","2020-11-19T00:00:00.000","true","Masonry / Wood (Type III)","One or Two Family Dwelling","Asphalt Shingle",,"false","m. jordan and daughters construction inc","strip and re roof . remove existing roofing to the sheathing and re nail and repair as needed . install gaf shakewood timberline hd shingles to manufacturer specs and warrant information . grace ice and water shield 6 feet from eves and around all penetra","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","strip existing roof materials","","Construction Supervisor 1 & 2 Family","2021-01-09T00:00:00.000","grant waste hydepark","false",,"2",,"false","2021-02-23T00:00:00.000","CSFA-106048","Dumpster","","","","Exterior demolition in work area only.","false","true","true","27638","(42.368153, -71.104367)"
"96923","58 Howard St, Cambridge, MA 02139","42.366","-71.1109","Active","2020-10-21T00:00:00.000","2020-11-19T00:00:00.000","false","Wood (Type (IV/V)","One or Two Family Dwelling","Membrane",,"false","copro construction","Install new 1/2 inch high-density insulation board. Install and glue new rubber roof (0.060 epdm) and new aluminum drip edge as necessary.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","rubber roof","","Construction Supervisor","2020-11-21T00:00:00.000","Graham waste service Co.","false",,"1",,"true","2021-10-28T00:00:00.000","CS-107831","Dumpster","","","","Exterior demolition in work area only.","false","true","true","10000","(42.365976, -71.11086)"
"100307","33 Howard St, Unit 33, Cambridge, MA 02139","42.3651","-71.1109","Active","2020-11-19T00:00:00.000","2020-11-19T00:00:00.000","true","Masonry / Wood (Type III)","One or Two Family Dwelling","Membrane",,"false","Cambridge Restoration Associates LLC","Remove existing EPDM membrane and install new Gen Flex TPO Roof membrane system","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Removal of existing EPDM roofing","","Construction Supervisor","2020-12-08T00:00:00.000","Peabody Transfer Station 300 Forest Street Peabody, MA 01960","false",,,,"false","2021-10-26T00:00:00.000","CS-080145","Daily Removal","","","","Exterior demolition in work area only.","false","false",,"14145","(42.365069, -71.110906)"
"99842","53 Shepard St, Cambridge, MA 02138","42.3807","-71.1241","Complete","2020-11-16T00:00:00.000","2020-11-18T00:00:00.000",,"Masonry / Wood (Type III)","Commercial / Mixed Use","Membrane",,"false","WS Aiken LLC","Remove existing roof system down to deck, vb, two layers of 2.6"" polyiso, 1 layer of 5/8"" gypsum based coverboard mechanically attached, fully adhered PVC Membrane, flash all penetrations, install new copper edging","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","remove and dispose of existing roof system","","Construction Supervisor","2021-01-22T00:00:00.000","EZ Dispoal 20 Railroad St, Revere MA","true",,,"false","true","2021-10-09T00:00:00.000","CS-031406","Daily Removal","","Class C","30","Exterior demolition in work area only.","false","true",,"128750","(42.380717, -71.124057)"
"100060","47 Sacramento St, Cambridge, MA 02138","42.3827","-71.1151","Complete","2020-11-17T00:00:00.000","2020-11-18T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Membrane",,"false","Quinn's Construction, LLC","Remove existing rubber membrane. Install TPO white 60 mil reinforced membrane and fully adhere with TPO bonding cement to insulation board.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","",,"Construction Supervisor","2020-12-21T00:00:00.000","UMM Leominster MA by Quinn's Construction Trailer","true",,,"false","false","2022-03-25T00:00:00.000","CS-039732","Dumpster","","","1 inch Poly ISO on roof deck. R -38 batten under roof deck between roof joists","No demolition required","false","false","false","26900","(42.382653, -71.115071)"
"99924","281 Broadway, Unit 3, Cambridge, MA 02139","42.3683","-71.098","Complete","2020-11-13T00:00:00.000","2020-11-18T00:00:00.000","true","Wood (Type (IV/V)","Multi Family (3 or more dwelling units)","Membrane","3","true","C & F Brothers Services Inc","Strip roof to boards. Repair any damage, if any. Apply tapered insulation system by genflex. Attach with 3"" screws and plates. Apply .060 Commercial grade EPDM, fully adhered,( glued down ),system with all accessories.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Strip existing roofing","","Construction Supervisor","2020-12-18T00:00:00.000","Dump trailer  BFI  Holliston","false",,,,"true","2021-08-26T00:00:00.000","CS-065952","Daily Removal","","Class B","","Exterior demolition in work area only.","false","true",,"15000","(42.368257, -71.09799)"
"99840","51 Shepard St, Cambridge, MA 02138","42.381","-71.1234","Complete","2020-11-16T00:00:00.000","2020-11-18T00:00:00.000",,"Masonry / Wood (Type III)","Commercial / Mixed Use","Membrane",,"false","WS Aiken LLC","Remove existing roof system down to deck, vb, two layers of 2.6"" polyiso, 1 layer of 5/8"" gypsum based coverboard mechanically attached, fully adhered PVC Membrane, flash all penetrations, install new copper edging","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","removing and disposing of existing roof system","","Construction Supervisor","2020-12-31T00:00:00.000","EZ Disposal 20 Railroad St, Revere, MA 02151","true",,,"false","true","2021-10-09T00:00:00.000","CS-031406","Daily Removal","","Class A","30","Exterior demolition in work area only.","false","true",,"118750","(42.381011, -71.123414)"
"99458","134 Magazine St, Cambridge, MA 02139","42.3586","-71.1111","Active","2020-11-11T00:00:00.000","2020-11-18T00:00:00.000",,"Masonry / Wood (Type III)","Commercial / Mixed Use","Membrane",,"false","ARP CONSTRUCTION","Remove and replace rubber roof on rear section of building.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Remove &nbsp;rubber membrane and insulation only.","","unrestricted","2020-12-31T00:00:00.000","Grants disposal","true",,"1","true","true","2022-09-25T00:00:00.000","CS-085262","Dumpster","","Class A","4.8","Exterior demolition in work area only.","false","true","true","21000","(42.358631, -71.111143)"
"99030","83 Winter St, Cambridge, MA 02141","42.3728","-71.082","Complete","2020-11-08T00:00:00.000","2020-11-17T00:00:00.000","false","Wood (Type (IV/V)","Multi Family (3 or more dwelling units)","Asphalt Shingle","3","false","MIK Construction & Remodeling","Remove, dispose and replace existing roofing system","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Strip existing shingles","aa","Construction Supervisor","2020-11-20T00:00:00.000","Peabody Transfer Station","false",,,,"false","2021-05-13T00:00:00.000","CS-084795","Dumpster","","Class A","","Exterior demolition in work area only.","false","false","false","7500","(42.372793, -71.081995)"
"99130","59 Henry St, Unit 3, Cambridge, MA 02139","42.3556","-71.1088","Complete","2020-11-09T00:00:00.000","2020-11-16T00:00:00.000","true","Wood (Type (IV/V)","Multi Family (3 or more dwelling units)","Membrane","3","true","Stella Construction","Strip (1) layer of roofing. Install 2"" ISO insulation and PVC single ply membrane mechanically attached.","Roof Recover - Installation of new roof covering over existing roof covering","Strip epdm rubber roofing.","","Construction Supervisor Specialty","2020-12-08T00:00:00.000","Wood Waste",,"1",,,,"2023-02-04T00:00:00.000","CSSL-106168","Daily Removal","","Class A","","Exterior demolition in work area only.","false","false",,"18790","(42.355565, -71.108799)"
"99202","20 Notre Dame Ave, Cambridge, MA 02140","42.3917","-71.1316","Complete","2020-11-09T00:00:00.000","2020-11-13T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","Shawn Fargher","Removing existing roof . Installing new asphalt roof","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor 1 & 2 Family","2020-11-19T00:00:00.000","EZ Disposal","false",,,,"false","2022-03-28T00:00:00.000","CSFA-105991","Container","","","","No demolition required","false","false",,"11900","(42.39171, -71.131579)"
