"id","address","latitude","longitude","status","submit_date","issue_date","owner_occupied","construction_type","building_use","roofing_material","dwelling_units","condo_association","firm_name","roof_work_description","proposed_work_description","demolition_description","dumpster_license_number","licensed_class","debris_removal_date","debris_removal_location","roof_deck_insulation_removal","layers_of_roof_covering","temporary_dumpster_count","deck_insulation_tapered","roof_structure_slope","license_expiration_date","license_number","method_of_removal","description_other","roof_covering_classification","above_deck_insulation","type_of_demolition","photovoltaic_products","flashing_installation","temporary_dumpster_permit","building_cost","geocoded_column"
"184899","45 River St, Cambridge, MA 02139","42.3647","-71.1065","Complete","2022-07-13T00:00:00.000","2022-08-19T00:00:00.000",,"Masonry / Wood (Type III)","Multi Family (3 or more dwelling units)","Membrane","12","false","IMA Construction corp","Strip and Reroof","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Strip Roof","","Construction Supervisor","2022-09-30T00:00:00.000","Rooftop Recycling, Boxborough MA","false",,,,"true","2023-04-15T00:00:00.000","CS-109147","Daily Removal","","Class A","","Exterior demolition in work area only.","false","false",,"48000","(42.364711, -71.106535)"
"186297","41 Creighton St, Cambridge, MA 02140","42.3899","-71.1233","Active","2022-07-22T00:00:00.000","2022-08-16T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","Boston home solution","Strip and re roof","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","CS","2022-09-30T00:00:00.000","Resource waste facility in Salen Nh","false",,,,"false","2024-06-07T00:00:00.000","100141","Daily Removal","","","","No demolition required","false","false",,"19475","(42.38995, -71.123303)"
"186200","26 Upton St, Cambridge, MA 02139","42.3629","-71.1088","Complete","2022-07-21T00:00:00.000","2022-08-16T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Other / Mixed",,"false","RB Farina Roofing & Construction","Installation of 6 sqs of Architectural Shinglesat the Main House and in the front roof porch.<br>Installation of 0.5 sqs of new 60 mil EPDM Membrane installation at the roofing on Dormers.<br>Fascia board replacement in front of the house.<br>Corner Crown","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-08-23T00:00:00.000","ReSource waste, 101 Gerard Street, Roxbury, MA 02119","false",,,,"false","2024-02-11T00:00:00.000","CS-114674","Daily Removal","Architectural Shingles / EPDM Membrane","","","No demolition required","false","false",,"9502","(42.362911, -71.108817)"
"188656","89 Aberdeen Ave, Unit 89, Cambridge, MA 02138","42.3777","-71.1467","Complete","2022-08-05T00:00:00.000","2022-08-15T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Other / Mixed",,"false","RB Farina Roofing & Construction","Full Roof Replacement - Installation of 22 square(s) of new CertainTeed Integrity Roofing System.<br>EPDM Rubber Membrane Replacement - completion of 2 square(s) of new 60 mil EPDM Rubber Roof Membrane installation.<br>Front Dormer - Flashing Replacement ","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-09-09T00:00:00.000","ReSource waste, 101 Gerard Street, Roxbury, MA 02119","false",,,,"false","2024-02-11T00:00:00.000","CS-114674","Daily Removal","Architectural Shingles / EPDM Rubber Membrane","","","No demolition required","false","false",,"21925","(42.37771, -71.146672)"
"188889","107 Seventh St, Cambridge, MA 02141","42.3701","-71.086","Complete","2022-08-08T00:00:00.000","2022-08-15T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","RB Farina Roofing & Construction","Roof Replacement - Installation of 8 sqs of Architectural Shingles CertainTeed (Landmark PRO)<br>Gutter - Gutter cleaning","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Home Improvement Contractor","2022-09-08T00:00:00.000","ReSource waste, 101 Gerard Street, Roxbury, MA 02119","false",,,,"false","2023-06-06T00:00:00.000","174723","Daily Removal","","","","No demolition required","false","false",,"6120","(42.370141, -71.086011)"
"188590","79 Putnam Ave, Cambridge, MA 02138","42.3676","-71.1137","Complete","2022-08-04T00:00:00.000","2022-08-15T00:00:00.000","true","Steel/Concrete, Non-Combustible (Type I/II)","Multi Family (3 or more dwelling units)","Membrane","0","true","O'Hanlon Construction","Replace roofing on the garage only not the main house.","Roof Recover - Installation of new roof covering over existing roof covering","Remove cracked concrete front decorative parapet that is above the roof line of the garage.","","Construction Supervisor","2022-09-15T00:00:00.000","Joe O'Hanlon",,"1",,,,"2024-02-18T00:00:00.000","CS-080627","Daily Removal","","Class C","","Exterior demolition in work area only.","false","false",,"2100","(42.367607, -71.113652)"
"189428","5 Gracewood Pk, Cambridge, MA 02138","42.3781","-71.1398","Complete","2022-08-10T00:00:00.000","2022-08-12T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Membrane",,"true","Willard Co","Broom off loose debris from existing garage roof install EPDM membrane roof in accordance with state and local codes","Roof Recover - Installation of new roof covering over existing roof covering","","","Unrestricted","2022-08-31T00:00:00.000","Grants Hyde Park MA",,"1",,,,"2023-04-23T00:00:00.000","046311","Daily Removal","","","","No demolition required","false","true",,"9460","(42.378112, -71.139811)"
"189001","93 Normandy Ave, Cambridge, MA 02138","42.3939","-71.155","Complete","2022-08-09T00:00:00.000","2022-08-11T00:00:00.000","true","Steel/Concrete, Non-Combustible (Type I/II)","One or Two Family Dwelling","Asphalt Shingle",,"false","O'LYN Contractors","Strip and re-shingle existing asphalt shingle roof on garage.&nbsp;","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-08-31T00:00:00.000","CL Noonan- West Bridgewater ","false",,,,"false","2023-08-27T00:00:00.000","CS-103929","Daily Removal","","","","No demolition required","false","false",,"6325","(42.393931, -71.155009)"
"188906","28 Seven Pines Ave, Cambridge, MA 02140","42.3992","-71.1296","Complete","2022-08-04T00:00:00.000","2022-08-11T00:00:00.000","false","Wood (Type (IV/V)","Multi Family (3 or more dwelling units)","Asphalt Shingle","3","false","Long Roofing","Strip 13 square of existing roofing, check for any rot and replace with 13 square of new roofing to code","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","0","Construction Supervisor","2022-09-10T00:00:00.000","GJ carting","false",,,,"false","2023-05-14T00:00:00.000","CS-050928","Dumpster","","Class A","","No demolition required","false","true","false","28210","(42.399242, -71.129574)"
"186314","46 Sargent St, Unit 1, Cambridge, MA 02140","42.3913","-71.1318","Complete","2022-07-22T00:00:00.000","2022-08-10T00:00:00.000","true","Steel/Concrete, Non-Combustible (Type I/II)","Multi Family (3 or more dwelling units)","Asphalt Shingle","3","false","Momentum Solar LLC","Removing &amp; replacing old shingles with 34 sqs of Owens Corning Shingles. &nbsp;Color - Slatestone gray. &nbsp;Dumpster to go in driveway. &nbsp;9ft of ice/water barrier to be placed behind all gutters on all roofs.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-08-23T00:00:00.000","E&L Harvey and Sons ","false",,"1",,"false","2023-01-22T00:00:00.000","CS-080034","Dumpster","","Class A","","No demolition required","false","true","true","18888","(42.391318, -71.1318)"
"185476","82 Dana St, Cambridge, MA","42.3742","-71.1071","Complete","2022-07-15T00:00:00.000","2022-08-09T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","Luongo contracting, llc","strip exsisting asphalt roof and replace with new asphalt shingles&nbsp;","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-08-31T00:00:00.000","Luongo contracting ","false",,"1",,"true","2024-03-07T00:00:00.000","CS-109569","Dumpster","","","","No demolition required","true","true","true","10500","(42.374214, -71.10714)"
"186620","16 Bellevue Ave, Cambridge, MA 02138","42.3859","-71.1261","Complete","2022-07-25T00:00:00.000","2022-08-08T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","GN Exteriors Corp.","Remove old shingle roof, install new Owens Corning Duration shingle, Caps, and starter; 6&#39; Ice &amp; Water at eaves, 18&quot; rakes, 3&#39; at valleys, synthetic underlayment, drip edge, and rolled ridge vent. Nails will be 1-1/4&quot; coil galvanized","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-08-27T00:00:00.000","Cam's Disposal in Wilmington MA","false",,,,"false","2024-05-10T00:00:00.000","CS-093783","Daily Removal","","","","No demolition required","false","false",,"16500","(42.38593, -71.126087)"
"186937","305 Broadway, Cambridge, MA 02139","42.3691","-71.1","Complete","2022-07-26T00:00:00.000","2022-08-08T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","Egama Roofing","Strip and reroof, 1inch and quater nails","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor Specialty","2022-08-05T00:00:00.000","E.L Harvey and Sons 68 Hopkinton Rd Westborough MA ","false",,,,"false","2023-06-02T00:00:00.000","CSSL-106176","None","","",,"No demolition required","true","false",,"26550","(42.369081, -71.10004)"
"184010","151 Hamilton St, Cambridge, MA 02139","42.3595","-71.1075","Active","2022-07-08T00:00:00.000","2022-08-04T00:00:00.000","true","Masonry / Wood (Type III)","One or Two Family Dwelling","Asphalt Shingle",,"false","Ltl enterprises ","Ripping entire roof , applying new ice and water shield , synthetic paper and new drip edge&nbsp;","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Ripping existing shingles and chimney lead&nbsp;","","Construction Supervisor","2022-07-16T00:00:00.000","G Mello transfer station ","false",,,,"false","2023-06-05T00:00:00.000","CS-114596","Daily Removal","","","","Exterior demolition in work area only.","false","false",,"7300","(42.359465, -71.107542)"
"187677","334 Hurley St, Cambridge, MA 02141","42.3688","-71.085","Complete","2022-08-01T00:00:00.000","2022-08-02T00:00:00.000","true","Wood (Type (IV/V)","Multi Family (3 or more dwelling units)","Other / Mixed","3","false","Joseph S. Savini Inc.","STRIP RE ROOF","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Home Improvement Contractor","2022-08-08T00:00:00.000","40 Canal st Medford Ma, 02155","false",,,,"false","2024-05-02T00:00:00.000","135743","Daily Removal","rubber roof","Class A","","No demolition required","false","false",,"15995","(42.368798, -71.085008)"
"187342","41 Clay St, Cambridge, MA 02140","42.3948","-71.134","Complete","2022-07-28T00:00:00.000","2022-08-01T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","RB Farina Roofing & Construction","Roof Replacement - Installation of 24 square(s) of Architectural Shingles CertainTeed","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-08-30T00:00:00.000","ReSource waste, 101 Gerard Street, Roxbury, MA 02119","false",,,,"false","2024-02-11T00:00:00.000","CS-114674","Daily Removal","","","","No demolition required","false","false",,"18360","(42.394761, -71.134043)"
"186954","33 Jefferson St, Cambridge, MA 02141","42.3732","-71.0896","Complete","2022-07-26T00:00:00.000","2022-08-01T00:00:00.000","true","Masonry / Wood (Type III)","Multi Family (3 or more dwelling units)","Membrane","0","false","ID Construction company ","<ul style=""margin-bottom: 0px; list-style-position: inside; caret-color: rgb(0, 0, 0); color: rgb(0, 0, 0); -webkit-tap-highlight-color: rgba(26, 26, 26, 0.3); -webkit-text-size-adjust: auto; padding-inline-start: 48px;""><li aria-level=""1"" dir=""ltr"" style","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","A","2022-08-14T00:00:00.000","20 Railroad St., Revere, MA 02151","false",,,,"true","2022-08-22T00:00:00.000","101150","Container","","Class A","","No demolition required","false","false",,"12000","(42.373174, -71.089598)"
"187375","345 Cambridge St, Cambridge, MA 02141","42.3714","-71.0818","Complete","2022-07-28T00:00:00.000","2022-08-01T00:00:00.000",,"Masonry / Wood (Type III)","Commercial / Mixed Use","Membrane",,"false","Marques Group LLC","Strip and re-roof rubber roof, replace gutters.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","strip old membrane and gutters.","","Construction Supervisor","2022-08-04T00:00:00.000","dump truck","false",,,,"true","2023-03-03T00:00:00.000","CS-114415","Daily Removal","","Class A","","Exterior demolition in work area only.","false","false",,"14176","(42.371375, -71.081793)"
"187483","63 Sparks St, Cambridge, MA 02138","42.379","-71.1311","Complete","2022-07-29T00:00:00.000","2022-08-01T00:00:00.000","true","Steel/Concrete, Non-Combustible (Type I/II)","Multi Family (3 or more dwelling units)","Membrane","3","true","Associate Roofing Inc","Replacing existing flat and slate roofing because of leaking","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Removal of existing roof materials","","Construction Supervisor Specialty","2022-09-16T00:00:00.000","Dump Truck","false",,,,"true","2023-10-28T00:00:00.000","CSSL-098770","Daily Removal","","Class B","","Exterior demolition in work area only.","false","false",,"169910","(42.37902, -71.131103)"
"187011","61 Cedar St, Cambridge, MA 02140","42.394","-71.131","Complete","2022-07-27T00:00:00.000","2022-07-29T00:00:00.000","true","Masonry / Wood (Type III)","One or Two Family Dwelling","Asphalt Shingle",,"false","Weihua xiong ","Remove the old shingles and install the new ones&nbsp;","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Remove the old shingles&nbsp;","1234","Construction Supervisor","2022-07-28T00:00:00.000","Driveway ","false",,,,"false","2025-01-30T00:00:00.000","CS-116229","Dumpster","","","","Exterior demolition in work area only.","false","true","false","6800","(42.394011, -71.130992)"
"175998","204 Auburn St, Cambridge, MA 02139","42.3643","-71.1064","Complete","2022-05-18T00:00:00.000","2022-07-27T00:00:00.000","false","Wood (Type (IV/V)","Multi Family (3 or more dwelling units)","Asphalt Shingle","4","false","Pride Exteriors Corp.","Asphalt shingles, IWS to code and felt paper above. All 2 1/4&quot; naills","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-05-26T00:00:00.000","Karbowski Container","false",,,,"false","2023-07-09T00:00:00.000","CS-085746","Daily Removal","","Class A","","No demolition required","false","false",,"10800","(42.364335, -71.106434)"
"185818","11 Montgomery St, Cambridge, MA 02140","42.3939","-71.133","Complete","2022-07-19T00:00:00.000","2022-07-26T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","Ranch Roofing Inc","Remove all roofing materials and install premium Owens Corning roofing materials. Remove and replace 2 existing skylights. Remove all debris.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-08-31T00:00:00.000","Rooftop Recycling by Ranch Roofing ","false",,"1",,"true","2023-04-05T00:00:00.000","CS-098135","Dumpster","","","","No demolition required","false","false","true","17473","(42.393851, -71.132964)"
"185056","316 Western Ave, Cambridge, MA 02139","42.3644","-71.1133","Complete","2022-07-14T00:00:00.000","2022-07-25T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Membrane",,"false","LCT Construction","Strip and replace rubber roof&nbsp; 17 sq total","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor Specialty","2022-08-05T00:00:00.000","roof top recycling and boxborough","false",,"1",,"false","2022-08-15T00:00:00.000","CSSL-106099","Dumpster","","","","No demolition required","false","true","true","20000","(42.364431, -71.113261)"
"185754","14 Clinton St, Cambridge, MA 02139","42.3684","-71.1059","Complete","2022-07-19T00:00:00.000","2022-07-25T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Membrane",,"false","LCT Construction","Strip and replce rubber roof 12 sq total, replce one skylight 12 sheets of plywood","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor Specialty","2022-07-28T00:00:00.000","Roof top recycling","false",,"1",,"false","2022-08-15T00:00:00.000","CSSL-106099","Dumpster","","","","No demolition required","false","false","true","26050","(42.368444, -71.105879)"
"185767","17 Clinton St, Cambridge, MA 02139","42.3687","-71.1059","Complete","2022-07-19T00:00:00.000","2022-07-25T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Membrane",,"false","LCT Construction","Strip and replace rubber roof 250 sq feet total","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor Specialty","2022-07-28T00:00:00.000","Roof top recycling","false",,"1",,"false","2022-08-15T00:00:00.000","CSSL-106099","Dumpster","","","","No demolition required","false","true","true","3900","(42.368699, -71.105929)"
"185746","8 Appleton Ter, Cambridge, MA 02138","42.3824","-71.133","Complete","2022-07-19T00:00:00.000","2022-07-25T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","Empire 1 Home Improvements Inc ","Strip and re-roof (13 sq)","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-08-15T00:00:00.000","87 Lowell St Salem NH - Resource Salem ","false",,"1",,"false","2024-07-01T00:00:00.000","CS-104865","Dumpster","","","","No demolition required","false","true","true","18333.34","(42.38238, -71.133029)"
"173350","24 Quincy St, Cambridge, MA 02138","42.3735","-71.1143","Complete","2022-05-03T00:00:00.000","2022-07-25T00:00:00.000",,"Steel/Concrete, Non-Combustible (Type I/II)","Commercial / Mixed Use","Membrane",,"false","WS Aiken LLC","At the elevator Penthouse Roof complete the following:<br><ol><li>Provide all safety, access, materials, equipment, labor, notifications and permits to complete the work below</li><li>Remove existing roof system down to concrete deck and dispose of proper","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Roof system on the existing struture- Built Up Roof Plys and Insulation","","Construction Supervisor","2022-07-01T00:00:00.000","20 Railroad Street Revere, MA","true",,,"true","true","2024-12-01T00:00:00.000","CS-116084","Daily Removal","","Class A","30","Minor interior demolition in work area only","false","true",,"27000","(42.373481, -71.114343)"
"185745","36 Raymond St, Cambridge, MA 02138","42.384","-71.1257","Complete","2022-07-19T00:00:00.000","2022-07-25T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Membrane",,"false","RB Farina Roofing & Construction","EPDM Rubber Membrane Replacement - Full Roof Replacement - 6 square(s) of new 60 mil EPDM Rubber Roof Membrane installation<br>Gutters - Seamless Aluminium Gutter","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-08-23T00:00:00.000","ReSource waste, 101 Gerard Street, Roxbury, MA 02119","false",,,,"false","2024-02-11T00:00:00.000","CS-114674","Daily Removal","","","","No demolition required","false","false",,"8850","(42.384044, -71.125736)"
"184901","1 Marcella St, Unit 3, Cambridge, MA 02141","42.3713","-71.0891","Complete","2022-07-13T00:00:00.000","2022-07-18T00:00:00.000",,"Masonry / Wood (Type III)","Multi Family (3 or more dwelling units)","Membrane","10","false","IMA Construction corp","Strip existing roof and install new roofing","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Strip Roof","","Construction Supervisor","2022-09-30T00:00:00.000","Rooftop Recycling, Boxborough MA","false",,,,"true","2023-04-15T00:00:00.000","CS-109147","Daily Removal","","Class A","","Exterior demolition in work area only.","false","false",,"24500","(42.371336, -71.089071)"
"184278","64 Dana St, Unit 1, Cambridge, MA 02138","42.3734","-71.1077","Complete","2022-07-11T00:00:00.000","2022-07-15T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","star construction","to strip top main roof and install new architectural shingles","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","removal of shingles","","Construction Supervisor","2022-07-31T00:00:00.000","james g grant hyde park","false",,,,"false","2023-07-07T00:00:00.000","CS-111227","Daily Removal","","","","Exterior demolition in work area only.","false","false",,"4500","(42.373379, -71.107721)"
"184041","80 Kirkland St, Unit 2, Cambridge, MA 02138","42.3777","-71.1086","Complete","2022-06-23T00:00:00.000","2022-07-14T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Membrane",,"false","RK Construction Company Inc.","Replace rubber roofing, details and spec sheets are uploaded. Repair garage masonry as needed.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Remove existing roofing","","Home Improvement Contractor","2022-10-01T00:00:00.000","Troupe Waste Abington, MA ","true",,"1","false","false","2023-01-02T00:00:00.000","194102","Dumpster","","","2.5","Exterior demolition in work area only.","false","true","true","100454","(42.377662, -71.10858)"
"182173","75 Winter St, Cambridge, MA 02141","42.3728","-71.0817","Complete","2022-06-26T00:00:00.000","2022-07-13T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","M&M Skylights","Replace existing skylights with new Velux Solar powered skylights","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-07-12T00:00:00.000","ERRCO Epping NH","false",,,,"false","2023-02-13T00:00:00.000","CS-113602","Minimal","","","","No demolition required","false","true",,"6346","(42.372798, -71.081739)"
