"permitnumber","permittype","companycompany","address","cross_street","start_date","end_date"
"CBP11314","Crane, Boom, Pump Truck"," Shaugnessy AmQuip, LLC","125 Harvard St
Cambridge, MA 
(42.365226, -71.09343)",,"2009-03-06T00:00:00.000","2009-03-06T00:00:00.000"
"CBP13801","Crane, Boom, Pump Truck"," Causeway Contracting","1030 Massachusetts Ave
Cambridge, MA 
(42.369733, -71.11239)",,"2014-03-20T00:00:00.000","2014-03-20T00:00:00.000"
"CBP13495","Crane, Boom, Pump Truck"," W. S. Aiken  Consigli Construction Company  Shaughnessy AmQuip, LLC","32 Vassar St
Cambridge, MA 
(42.3622, -71.090702)",,"2013-09-06T00:00:00.000","2013-09-06T00:00:00.000"
"CBP13402","Crane, Boom, Pump Truck"," G&M Trucking","625 Massachusetts Ave
Cambridge, MA 
(42.365318, -71.103498)",,"2013-07-15T00:00:00.000","2013-07-15T00:00:00.000"
"CBP13101","Crane, Boom, Pump Truck"," Hartney Greymont","75 Binney St
Cambridge, MA 
(42.365381, -71.079476)",,"2012-11-26T00:00:00.000","2012-12-01T00:00:00.000"
"CBP10939","Crane, Boom, Pump Truck"," Pureview","7 Cambridge Ctr
Cambridge, MA 
(42.364294, -71.088412)",,"2008-05-03T00:00:00.000","2008-05-03T00:00:00.000"
"CBP11521","Crane, Boom, Pump Truck"," General Safety Services Corp","1 Hampshire St
Cambridge, MA 
(42.369424, -71.095572)",,"2009-08-20T00:00:00.000","2009-08-20T00:00:00.000"
"CBP13509","Crane, Boom, Pump Truck"," Brownstone Masonry & Restoration","282 Massachusetts Ave
Cambridge, MA 
(42.362015, -71.098056)",,"2013-09-05T00:00:00.000","2013-09-06T00:00:00.000"
"CBP12858","Crane, Boom, Pump Truck"," Glancy Crane","Athenaeum St
Cambridge, MA 
(42.364161, -71.080832)","First St","2012-07-16T00:00:00.000","2012-07-16T00:00:00.000"
"CBP11319","Crane, Boom, Pump Truck"," Crane & Rigging Services","1131 Massachusetts Ave
Cambridge, MA 
(42.370913, -71.113972)",,"2009-03-06T00:00:00.000","2009-03-06T00:00:00.000"
"CBP11295","Crane, Boom, Pump Truck"," Aetna Corporation","Harvard Sq
Cambridge, MA 
(42.373794, -71.119033)",,"2009-02-07T00:00:00.000","2009-02-07T00:00:00.000"
"CBP12901","Crane, Boom, Pump Truck"," Matt Gunn Trucking","53 Putnam Ave
Cambridge, MA 
(42.36843, -71.113548)",,"2012-08-23T00:00:00.000","2012-08-23T00:00:00.000"
"CBP13566","Crane, Boom, Pump Truck"," Ashmont Welding  Co.","364 Binney St
Cambridge, MA 
(42.367272, -71.089804)",,"2013-10-12T00:00:00.000","2013-10-12T00:00:00.000"
"CBP11767","Crane, Boom, Pump Truck"," Contractor Specialists","1000 Massachusetts Ave
Cambridge, MA 
(42.369133, -71.11074)",,"2010-03-18T00:00:00.000","2010-03-18T00:00:00.000"
"CBP11774","Crane, Boom, Pump Truck"," Acme Waterproofing","440 Massachusetts Ave
Cambridge, MA 
(42.363709, -71.100898)",,"2010-03-22T00:00:00.000","2010-03-26T00:00:00.000"
"CBP13679","Crane, Boom, Pump Truck"," Plumb House Inc.","80 Fawcett St
Cambridge, MA 
(42.392142, -71.146124)",,"2014-01-06T00:00:00.000","2014-01-11T00:00:00.000"
"CBP13228","Crane, Boom, Pump Truck"," Streamline Waterproofing","20 Sidney St
Cambridge, MA 
(42.362305, -71.100242)",,"2013-03-05T00:00:00.000","2013-03-05T00:00:00.000"
"CBP11138","Crane, Boom, Pump Truck"," Acme Waterproofing","730 Main St
Cambridge, MA 
(42.363112, -71.095713)",,"2008-09-08T00:00:00.000","2008-09-12T00:00:00.000"
"CBP11458","Crane, Boom, Pump Truck"," Consigli Construction Company","180 Massachusetts Ave
Cambridge, MA 
(42.360904, -71.096155)",,"2009-06-18T00:00:00.000","2009-06-18T00:00:00.000"
"CBP11169","Crane, Boom, Pump Truck"," Spartan Management","9 Columbia St
Cambridge, MA 
(42.363638, -71.099866)",,"2008-09-30T00:00:00.000","2008-09-30T00:00:00.000"
"CBP11218","Crane, Boom, Pump Truck"," New England Finish","Main St
Cambridge, MA 
(42.363083, -71.094933)","Memorial Dr","2008-11-08T00:00:00.000","2008-11-08T00:00:00.000"
"CBP11786","Crane, Boom, Pump Truck"," Marr Equipment","215 First St
Cambridge, MA 
(42.364179, -71.078505)",,"2010-04-01T00:00:00.000","2010-04-01T00:00:00.000"
"CBP13763","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC","181 Massachusetts Ave
Cambridge, MA 
(42.360967, -71.096143)",,"2014-02-28T00:00:00.000","2014-03-02T00:00:00.000"
"CBP13264","Crane, Boom, Pump Truck"," HALLAMORE CORPORATION","1430 Massachusetts Ave
Cambridge, MA 
(42.374181, -71.118875)",,"2013-04-13T00:00:00.000","2013-04-13T00:00:00.000"
"CBP13752","Crane, Boom, Pump Truck"," JOHN MORIARTY & ASSOC","610 Main St
Cambridge, MA 
(42.362922, -71.093153)",,"2014-02-11T00:00:00.000","2014-02-11T00:00:00.000"
"CBP11282","Crane, Boom, Pump Truck"," Shaugnessy  & Ahearn","150 Cambridge St
Cambridge, MA 
(42.370822, -71.078404)",,"2009-01-17T00:00:00.000","2009-01-17T00:00:00.000"
"CBP11175","Crane, Boom, Pump Truck"," Bond Brothers","75 Amherst St
Cambridge, MA 
(42.360086, -71.087419)",,"2008-09-29T00:00:00.000","2008-09-29T00:00:00.000"
"CBP11190","Crane, Boom, Pump Truck"," Shaugnessy AmQuip, LLC","141 Portland St
Cambridge, MA 
(42.365566, -71.09224)",,"2008-10-09T00:00:00.000","2008-10-09T00:00:00.000"
"CBP12868","Crane, Boom, Pump Truck"," Batten Brothers","36 Jfk St
Cambridge, MA 
(42.372759, -71.119946)",,"2012-07-20T00:00:00.000","2012-07-20T00:00:00.000"
"CBP10955","Crane, Boom, Pump Truck"," Astro Crane","25 First St
Cambridge, MA 
(42.369737, -71.077177)",,"2008-05-10T00:00:00.000","2008-05-10T00:00:00.000"
"CBP13096","Crane, Boom, Pump Truck"," Shaughnessy & Ahern","300 Binney St
Cambridge, MA 
(42.366252, -71.087524)",,"2012-11-24T00:00:00.000","2012-11-24T00:00:00.000"
"CBP12986","Crane, Boom, Pump Truck"," JOHN MORIARTY & ASSOC","610 Main St
Cambridge, MA 
(42.362922, -71.093153)",,"2012-09-17T00:00:00.000","2012-10-12T00:00:00.000"
"CBP11463","Crane, Boom, Pump Truck"," Marr Equipment","75 Amherst St
Cambridge, MA 
(42.360086, -71.087419)",,"2009-06-19T00:00:00.000","2009-06-19T00:00:00.000"
"CBP11728","Crane, Boom, Pump Truck"," Crane & Rigging Services","Albany St
Cambridge, MA 
(42.360079, -71.09771)","Portland St","2010-01-22T00:00:00.000","2010-01-22T00:00:00.000"
"CBP11255","Crane, Boom, Pump Truck"," Colantonio Inc","688 Huron Ave
Cambridge, MA 
(42.380732, -71.153948)",,"2008-12-17T00:00:00.000","2008-12-19T00:00:00.000"
"CBP11649","Crane, Boom, Pump Truck"," E.C. Hathaway","10 Appleton St
Cambridge, MA 
(42.378128, -71.133525)",,"2009-11-16T00:00:00.000","2009-11-16T00:00:00.000"
"CBP13013","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC","610 Main St
Cambridge, MA 
(42.362922, -71.093153)",,"2012-10-09T00:00:00.000","2012-10-13T00:00:00.000"
"CBP13602","Crane, Boom, Pump Truck"," Marr Equipment","32 Quincy St
Cambridge, MA 
(42.374191, -71.114586)",,"2013-11-04T00:00:00.000","2013-11-04T00:00:00.000"
"CBP11493","Crane, Boom, Pump Truck"," S&F Concrete Contractors","Remington St
Cambridge, MA 
(42.371223, -71.113366)","Massachusetts Ave","2009-07-27T00:00:00.000","2009-07-27T00:00:00.000"
"CBP10903","Crane, Boom, Pump Truck"," Bond Brothers","10 Akron St
Cambridge, MA 
(42.365722, -71.115482)",,"2008-04-14T00:00:00.000","2008-04-14T00:00:00.000"
"CBP11833","Crane, Boom, Pump Truck"," Marina Bay Management","1131 Massachusetts Ave
Cambridge, MA 
(42.370913, -71.113972)",,"2010-04-29T00:00:00.000","2010-04-30T00:00:00.000"
"CBP11301","Crane, Boom, Pump Truck"," Crane & Rigging Services","1131 Massachusetts Ave
Cambridge, MA 
(42.370913, -71.113972)",,"2009-02-18T00:00:00.000","2009-02-18T00:00:00.000"
"CBP10905","Crane, Boom, Pump Truck"," Five Star Remodeling & Construction","1384 Cambridge St
Cambridge, MA 
(42.373692, -71.100805)",,"2008-04-09T00:00:00.000","2008-04-11T00:00:00.000"
"CBP13146","Crane, Boom, Pump Truck"," Shaughnessy & Ahern","4 Cambridge Ctr
Cambridge, MA 
(42.363654, -71.086891)",,"2012-12-26T00:00:00.000","2012-12-26T00:00:00.000"
"CBP11381","Crane, Boom, Pump Truck"," NES Rentals","Fulkerson St
Cambridge, MA 
(42.369176, -71.087574)","Binney St","2009-04-30T00:00:00.000","2009-04-30T00:00:00.000"
"CBP13731","Crane, Boom, Pump Truck"," J.L. Marshall & Sons","75 Binney St
Cambridge, MA 
(42.365381, -71.079476)",,"2014-02-03T00:00:00.000","2014-02-04T00:00:00.000"
"CBP11305","Crane, Boom, Pump Truck"," Glancy Crane","38 Sidney St
Cambridge, MA 
(42.361856, -71.10081)",,"2009-02-28T00:00:00.000","2009-02-28T00:00:00.000"
"CBP13242","Crane, Boom, Pump Truck"," Batten Brothers","36 Jfk St
Cambridge, MA 
(42.372759, -71.119946)",,"2013-03-21T00:00:00.000","2013-03-21T00:00:00.000"
"CBP13118","Crane, Boom, Pump Truck"," Acme Waterproofing","710 Main St
Cambridge, MA 
(42.363042, -71.094722)",,"2012-11-29T00:00:00.000","2012-11-29T00:00:00.000"
"CBP13094","Crane, Boom, Pump Truck"," Walsh Brothers  Walsh Brothers, Inc","130 Brookline St
Cambridge, MA 
(42.360537, -71.104639)",,"2012-11-16T00:00:00.000","2012-11-30T00:00:00.000"
"CBP13488","Crane, Boom, Pump Truck"," Batten Brothers","36 Jfk St
Cambridge, MA 
(42.372759, -71.119946)",,"2013-09-04T00:00:00.000","2013-09-04T00:00:00.000"
"CBP12973","Crane, Boom, Pump Truck"," Walsh Brothers  Walsh Brothers, Inc","130 Brookline St
Cambridge, MA 
(42.360537, -71.104639)",,"2012-09-07T00:00:00.000","2012-09-07T00:00:00.000"
"CBP13516","Crane, Boom, Pump Truck"," Plumb House Inc.","80 Fawcett St
Cambridge, MA 
(42.392142, -71.146124)",,"2013-09-16T00:00:00.000","2013-09-21T00:00:00.000"
"CBP10946","Crane, Boom, Pump Truck"," Cambridge Landscaping","55 Otis St
Cambridge, MA 
(42.370367, -71.080137)",,"2008-05-08T00:00:00.000","2008-05-08T00:00:00.000"
"CBP13105","Crane, Boom, Pump Truck"," NES Rentals","640 Memorial Dr
Cambridge, MA 
(42.353576, -71.108771)",,"2012-11-27T00:00:00.000","2012-11-27T00:00:00.000"
"CBP10897","Crane, Boom, Pump Truck"," Hickey Tree Service","335 Harvard St
Cambridge, MA 
(42.370647, -71.108933)",,"2008-04-05T00:00:00.000","2008-04-05T00:00:00.000"
"CBP13286","Crane, Boom, Pump Truck"," Glancy Crane","75 Ames St
Cambridge, MA 
(42.361917, -71.088274)",,"2013-05-01T00:00:00.000","2013-05-02T00:00:00.000"
"CBP11618","Crane, Boom, Pump Truck"," EnviroVantage Inc.","45 River St
Cambridge, MA 
(42.364686, -71.10651)",,"2009-10-26T00:00:00.000","2009-10-29T00:00:00.000"
"CBP11424","Crane, Boom, Pump Truck"," William A. Berry & Son, Inc.","600 East Kendall St
Cambridge, MA 
(42.364547, -71.081142)",,"2009-05-28T00:00:00.000","2009-05-28T00:00:00.000"
"CBP11411","Crane, Boom, Pump Truck"," Consigli Construction Company","50 Rogers St
Cambridge, MA 
(42.365942, -71.078884)",,"2009-05-21T00:00:00.000","2009-05-21T00:00:00.000"
"CBP13815","Crane, Boom, Pump Truck"," Glancy Crane","1 Main St
Cambridge, MA 
(42.361976, -71.080099)",,"2014-05-09T00:00:00.000","2014-05-11T00:00:00.000"
"CBP11718","Crane, Boom, Pump Truck"," Marina Bay Management","Remington St
Cambridge, MA 
(42.371223, -71.113366)","Massachusetts Ave","2010-01-12T00:00:00.000","2010-01-13T00:00:00.000"
"CBP13022","Crane, Boom, Pump Truck"," Skanska","150 Second St
Cambridge, MA 
(42.367021, -71.079455)",,"2012-10-01T00:00:00.000","2012-10-05T00:00:00.000"
"CBP13347","Crane, Boom, Pump Truck"," Gilbane Company","1201 Massachusetts Ave
Cambridge, MA 
(42.371874, -71.115091)",,"2013-06-25T00:00:00.000","2013-06-26T00:00:00.000"
"CBP10956","Crane, Boom, Pump Truck"," Copley Design & Development","150 Vassal Ln
Cambridge, MA 
(42.383553, -71.138606)",,"2008-05-06T00:00:00.000","2008-05-06T00:00:00.000"
"CBP12888","Crane, Boom, Pump Truck"," Glancy Crane","1030 Massachusetts Ave
Cambridge, MA 
(42.369733, -71.11239)",,"2012-08-02T00:00:00.000","2012-08-02T00:00:00.000"
"CBP11148","Crane, Boom, Pump Truck"," NES Rentals","Ames St
Cambridge, MA 
(42.361465, -71.088295)",,"2008-09-08T00:00:00.000","2008-09-12T00:00:00.000"
"CBP12955","Crane, Boom, Pump Truck"," SHAWMUT DESIGN & CONSTRUCTION","190 Albany St
Cambridge, MA 
(42.359304, -71.099388)",,"2012-08-28T00:00:00.000","2012-08-31T00:00:00.000"
"CBP11765","Crane, Boom, Pump Truck"," NES Rentals","225 Monsignor Obrien Hwy
Cambridge, MA 
(42.373175, -71.080658)",,"2010-03-17T00:00:00.000","2010-03-17T00:00:00.000"
"CBP12961","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC","1 Cambridge Ctr
Cambridge, MA 
(42.362894, -71.085122)",,"2012-09-06T00:00:00.000","2012-09-06T00:00:00.000"
"CBP11057","Crane, Boom, Pump Truck"," Pureview","38 Sidney St
Cambridge, MA 
(42.361856, -71.10081)",,"2008-07-07T00:00:00.000","2008-07-07T00:00:00.000"
"CBP11449","Crane, Boom, Pump Truck"," Progressive Roofing, Inc.","Bay St
Cambridge, MA 
(42.368126, -71.11085)","Massachusetts Ave","2009-06-11T00:00:00.000","2009-06-11T00:00:00.000"
"CBP11412","Crane, Boom, Pump Truck"," METRO SIGN & AWNING","30 Jfk St
Cambridge, MA 
(42.372839, -71.119885)",,"2009-05-20T00:00:00.000","2009-05-20T00:00:00.000"
"CBP11324","Crane, Boom, Pump Truck"," Shaugnessy & Ahern","Rogers St
Cambridge, MA 
(42.366444, -71.082407)",,"2009-03-11T00:00:00.000","2009-03-11T00:00:00.000"
"CBP10918","Crane, Boom, Pump Truck"," J. Moriarity & Assoc.","45 Sidney St
Cambridge, MA 
(42.361687, -71.101089)",,"2008-04-16T00:00:00.000","2008-04-16T00:00:00.000"
"CBP12958","Crane, Boom, Pump Truck"," Bay Crane","75 Ames St
Cambridge, MA 
(42.361917, -71.088274)",,"2012-09-01T00:00:00.000","2012-09-02T00:00:00.000"
"CBP13229","Crane, Boom, Pump Truck"," Metropolitan Masonry Waterproofing","60 Brattle St
Cambridge, MA 
(42.374557, -71.122082)",,"2013-03-06T00:00:00.000","2013-03-07T00:00:00.000"
"CBP13098","Crane, Boom, Pump Truck"," NES Rentals","250 Main St
Cambridge, MA 
(42.362212, -71.084486)",,"2012-11-24T00:00:00.000","2012-11-24T00:00:00.000"
"CBP11004","Crane, Boom, Pump Truck"," NES Rentals","21 Osborn St
Cambridge, MA 
(42.362345, -71.095407)",,"2008-06-25T00:00:00.000","2008-06-26T00:00:00.000"
"CBP11021","Crane, Boom, Pump Truck"," Maverick Construction","Magazine Ct
Cambridge, MA 
(42.360023, -71.110919)",,"2008-06-05T00:00:00.000","2008-06-05T00:00:00.000"
"CBP13030","Crane, Boom, Pump Truck"," Intergrated Builders","22 Cottage Park Ave
Cambridge, MA 
(42.399256, -71.13315)",,"2012-10-15T00:00:00.000","2012-10-19T00:00:00.000"
"CBP13216","Crane, Boom, Pump Truck"," Bosco Crane","1030 Massachusetts Ave
Cambridge, MA 
(42.369733, -71.11239)",,"2013-02-21T00:00:00.000","2013-02-21T00:00:00.000"
"CBP13288","Crane, Boom, Pump Truck"," HALLAMORE CORPORATION","20 University Rd
Cambridge, MA 
(42.372376, -71.123831)",,"2013-05-06T00:00:00.000","2013-05-06T00:00:00.000"
"CBP12891","Crane, Boom, Pump Truck"," JOHN MORIARTY & ASSOC","610 Main St
Cambridge, MA 
(42.362922, -71.093153)",,"2012-08-07T00:00:00.000","2012-08-10T00:00:00.000"
"CBP11280","Crane, Boom, Pump Truck"," NES Rentals","Amherst St
Cambridge, MA 
(42.360537, -71.086008)","Ames St","2009-01-02T00:00:00.000","2009-01-02T00:00:00.000"
"CBP13822","Crane, Boom, Pump Truck"," Maltby & Company","25 Maple Ave
Cambridge, MA 
(42.3729, -71.104375)",,"2014-04-03T00:00:00.000","2014-04-03T00:00:00.000"
"CBP11474","Crane, Boom, Pump Truck"," United Rentals","Broadway
Cambridge, MA 
(42.373791, -71.11232)",,"2009-07-10T00:00:00.000","2009-07-10T00:00:00.000"
"CBP11770","Crane, Boom, Pump Truck"," Contractor Specialists","1000 Massachusetts Ave
Cambridge, MA 
(42.369133, -71.11074)",,"2010-03-22T00:00:00.000","2010-03-26T00:00:00.000"
"CBP13444","Crane, Boom, Pump Truck"," Plumb House Inc.","80 Fawcett St
Cambridge, MA 
(42.392142, -71.146124)",,"2013-08-05T00:00:00.000","2013-08-10T00:00:00.000"
"CBP11445","Crane, Boom, Pump Truck"," United Rentals","5 Vassar St
Cambridge, MA 
(42.36252, -71.090173)",,"2009-06-08T00:00:00.000","2009-06-10T00:00:00.000"
"CBP10841","Crane, Boom, Pump Truck"," Bond Brothers","Ames St
Cambridge, MA 
(42.361465, -71.088295)","Amherst St","2008-01-21T00:00:00.000","2008-01-21T00:00:00.000"
"CBP11573","Crane, Boom, Pump Truck"," Glancy Crane","Linsky Way
Cambridge, MA 
(42.364666, -71.079371)","Third St","2009-09-29T00:00:00.000","2009-09-29T00:00:00.000"
"CBP12902","Crane, Boom, Pump Truck"," CE Floyd Company","40 Bow St
Cambridge, MA 
(42.371533, -71.116818)",,"2012-08-13T00:00:00.000","2012-08-14T00:00:00.000"
"CBP13068","Crane, Boom, Pump Truck"," G&M Trucking","5 Western Ave
Cambridge, MA 
(42.365217, -71.105433)",,"2012-11-01T00:00:00.000","2012-11-08T00:00:00.000"
"CBP13067","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC","181 Massachusetts Ave
Cambridge, MA 
(42.360967, -71.096143)",,"2012-11-03T00:00:00.000","2012-11-03T00:00:00.000"
"CBP13333","Crane, Boom, Pump Truck"," J.A. Miara","60 Oxford St
Cambridge, MA 
(42.380789, -71.116352)",,"2013-06-19T00:00:00.000","2013-06-19T00:00:00.000"
"CBP11184","Crane, Boom, Pump Truck"," G&m Trucking","Hampshire St
Cambridge, MA 
(42.369424, -71.095572)","Clark St","2008-10-03T00:00:00.000","2008-10-03T00:00:00.000"
"CBP11487","Crane, Boom, Pump Truck"," Pj Spillane Company, Inc.","Thorndike St
Cambridge, MA 
(42.369943, -71.082555)","Second St","2009-07-22T00:00:00.000","2009-07-22T00:00:00.000"
"CBP11265","Crane, Boom, Pump Truck"," Marr Equipment","5 Cambridge Ctr
Cambridge, MA 
(42.363563, -71.086692)",,"2009-01-03T00:00:00.000","2009-01-03T00:00:00.000"
"CBP11447","Crane, Boom, Pump Truck"," William A. Berry & Son, Inc.","Linsky Way
Cambridge, MA 
(42.364666, -71.079371)","Second St","2009-06-09T00:00:00.000","2009-06-09T00:00:00.000"
"CBP11130","Crane, Boom, Pump Truck"," NES Rentals","Amherst St
Cambridge, MA 
(42.360537, -71.086008)",,"2008-09-02T00:00:00.000","2008-09-05T00:00:00.000"
"CBP10866","Crane, Boom, Pump Truck"," Crane & Rigging Services","39 Jfk St
Cambridge, MA 
(42.37276, -71.120036)",,"2008-03-10T00:00:00.000","2008-03-10T00:00:00.000"
"CBP13000","Crane, Boom, Pump Truck"," Pick Crane","1164 Cambridge St
Cambridge, MA 
(42.373182, -71.096834)",,"2012-10-01T00:00:00.000","2012-10-01T00:00:00.000"
"CBP10915","Crane, Boom, Pump Truck"," Batten Brothers","2067 Massachusetts Ave
Cambridge, MA 
(42.391425, -71.123217)",,"2008-04-22T00:00:00.000","2008-04-22T00:00:00.000"
"CBP12939","Crane, Boom, Pump Truck"," Stabilt Construction","18 Brattle St
Cambridge, MA 
(42.373312, -71.120186)",,"2012-08-27T00:00:00.000","2012-08-27T00:00:00.000"
"CBP11710","Crane, Boom, Pump Truck"," Nstar Electric","Hovey Ave
Cambridge, MA 
(42.375742, -71.107608)","Cambridge St","2010-01-25T00:00:00.000","2010-01-29T00:00:00.000"
"CBP10984","Crane, Boom, Pump Truck"," Harpy Eagle","3 Brattle St
Cambridge, MA 
(42.373428, -71.119691)",,"2008-05-30T00:00:00.000","2008-05-30T00:00:00.000"
"CBP11766","Crane, Boom, Pump Truck"," Crane & Rigging Services","215 First St
Cambridge, MA 
(42.364179, -71.078505)",,"2010-03-16T00:00:00.000","2010-03-17T00:00:00.000"
"CBP11539","Crane, Boom, Pump Truck"," City Crane","1131 Massachusetts Ave
Cambridge, MA 
(42.370913, -71.113972)",,"2009-08-25T00:00:00.000","2009-08-28T00:00:00.000"
"CBP11083","Crane, Boom, Pump Truck"," Acme Waterproofing","250 Massachusetts Ave
Cambridge, MA 
(42.361474, -71.097146)",,"2008-07-28T00:00:00.000","2008-07-31T00:00:00.000"
"CBP11602","Crane, Boom, Pump Truck"," Pureview","88 Landsdowne St
Cambridge, MA 
(42.360183, -71.101045)",,"2009-10-23T00:00:00.000","2009-10-23T00:00:00.000"
"CBP13254","Crane, Boom, Pump Truck"," JOHN MORIARTY & ASSOC","610 Main St
Cambridge, MA 
(42.362922, -71.093153)",,"2013-02-17T00:00:00.000","2013-03-08T00:00:00.000"
"CBP11575","Crane, Boom, Pump Truck"," Shaugnessy & Ahern","14 Appian Way
Cambridge, MA 
(42.375436, -71.121581)",,"2009-10-10T00:00:00.000","2009-10-10T00:00:00.000"
"CBP12867","Crane, Boom, Pump Truck"," Jaynes Industrial","627 Massachusetts Ave
Cambridge, MA 
(42.365318, -71.103498)",,"2012-07-20T00:00:00.000","2012-07-20T00:00:00.000"
"CBP13133","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC","225 Binney St
Cambridge, MA 
(42.366093, -71.085003)",,"2012-12-11T00:00:00.000","2012-12-11T00:00:00.000"
"CBP11462","Crane, Boom, Pump Truck"," Crane & Rigging Services","1131 Massachusetts Ave
Cambridge, MA 
(42.370913, -71.113972)",,"2009-06-19T00:00:00.000","2009-06-19T00:00:00.000"
"CBP10871","Crane, Boom, Pump Truck"," Cambridge Landscaping","5 Lee St
Cambridge, MA 
(42.368051, -71.107473)",,"2008-03-18T00:00:00.000","2008-03-18T00:00:00.000"
"CBP11383","Crane, Boom, Pump Truck"," Crane & Rigging Services","1 Memorial Dr
Cambridge, MA 
(42.361247, -71.081188)",,"2009-05-01T00:00:00.000","2009-05-01T00:00:00.000"
"CBP13453","Crane, Boom, Pump Truck"," J.L. Marshall & Sons","75 Binney St
Cambridge, MA 
(42.365381, -71.079476)",,"2013-08-08T00:00:00.000","2013-08-08T00:00:00.000"
"CBP12906","Crane, Boom, Pump Truck"," Glancy Crane","1030 Massachusetts Ave
Cambridge, MA 
(42.369733, -71.11239)",,"2012-08-15T00:00:00.000","2012-08-15T00:00:00.000"
"CBP11637","Crane, Boom, Pump Truck"," Glancy Crane","Dunster St
Cambridge, MA 
(42.372014, -71.119474)","Massachusetts Ave","2009-12-05T00:00:00.000","2009-12-05T00:00:00.000"
"CBP13230","Crane, Boom, Pump Truck"," Shaughnessy & Ahern","5 Cambridge Ctr
Cambridge, MA 
(42.363563, -71.086692)",,"2013-03-16T00:00:00.000","2013-03-17T00:00:00.000"
"CBP11787","Crane, Boom, Pump Truck"," Batten Brothers","853 Main St
Cambridge, MA 
(42.363377, -71.098669)",,"2010-04-02T00:00:00.000","2010-04-02T00:00:00.000"
"CBP11627","Crane, Boom, Pump Truck"," Glancy Crane","Dunster St
Cambridge, MA 
(42.372014, -71.119474)","Massachusetts Ave","2009-11-07T00:00:00.000","2009-11-07T00:00:00.000"
"CBP13292","Crane, Boom, Pump Truck"," Marguerite Concrete","5 Cambridge Ctr
Cambridge, MA 
(42.363563, -71.086692)",,"2013-05-06T00:00:00.000","2013-05-06T00:00:00.000"
"CBP13273","Crane, Boom, Pump Truck"," Glancy Crane","3 Cambridge Ctr
Cambridge, MA 
(42.363344, -71.086183)",,"2013-04-27T00:00:00.000","2013-04-27T00:00:00.000"
"CBP11413","Crane, Boom, Pump Truck"," Jamar Crane","42 Church St
Cambridge, MA 
(42.374313, -71.120566)",,"2009-05-21T00:00:00.000","2009-05-21T00:00:00.000"
"CBP11221","Crane, Boom, Pump Truck"," William A. Berry & Son, Inc.","Second St
Cambridge, MA 
(42.36551, -71.079815)","Athenaeum St","2008-11-08T00:00:00.000","2008-11-08T00:00:00.000"
"CBP13519","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC","32 Vassar St
Cambridge, MA 
(42.3622, -71.090702)",,"2013-09-20T00:00:00.000","2013-09-20T00:00:00.000"
"CBP13497","Crane, Boom, Pump Truck"," Valleycrest","225 Binney St
Cambridge, MA 
(42.366093, -71.085003)",,"2013-09-09T00:00:00.000","2013-09-12T00:00:00.000"
"CBP11825","Crane, Boom, Pump Truck"," Cci Inc.","44 Brattle St
Cambridge, MA 
(42.373918, -71.121504)",,"2010-04-26T00:00:00.000","2010-04-27T00:00:00.000"
"CBP11721","Crane, Boom, Pump Truck"," NES Rentals","Ames St
Cambridge, MA 
(42.361465, -71.088295)","Amherst St","2010-01-15T00:00:00.000","2010-01-15T00:00:00.000"
"CBP13646","Crane, Boom, Pump Truck"," J.L. Marshall & Sons","75 Binney St
Cambridge, MA 
(42.365381, -71.079476)",,"2013-12-03T00:00:00.000","2013-12-06T00:00:00.000"
"CBP13387","Crane, Boom, Pump Truck"," Brownstone Masonry & Restoration","15 Vassar St
Cambridge, MA 
(42.362244, -71.090744)",,"2013-07-12T00:00:00.000","2013-07-13T00:00:00.000"
"CBP13384","Crane, Boom, Pump Truck"," Maltby & Company","63 Francis Ave
Cambridge, MA 
(42.381204, -71.111655)",,"2013-07-08T00:00:00.000","2013-07-08T00:00:00.000"
"CBP11229","Crane, Boom, Pump Truck"," NES Rentals","Ames St
Cambridge, MA 
(42.361465, -71.088295)",,"2008-11-10T00:00:00.000","2008-11-14T00:00:00.000"
"CBP10966","Crane, Boom, Pump Truck"," Phoenix Mechanical","20 Pearl St
Cambridge, MA 
(42.364339, -71.102925)",,"2008-05-19T00:00:00.000","2008-05-19T00:00:00.000"
"CBP11553","Crane, Boom, Pump Truck"," Glancy Crane","Sidney St
Cambridge, MA 
(42.35896, -71.104146)","Massachusetts Ave","2009-09-14T00:00:00.000","2009-09-14T00:00:00.000"
"CBP11263","Crane, Boom, Pump Truck"," NES Rentals","Amherst St
Cambridge, MA 
(42.360537, -71.086008)","Ames St","2008-12-15T00:00:00.000","2009-01-02T00:00:00.000"
"CBP11290","Crane, Boom, Pump Truck"," Independant Concrete Pumping","29 Irving St
Cambridge, MA 
(42.375979, -71.110935)",,"2009-01-30T00:00:00.000","2009-02-05T00:00:00.000"
"CBP13270","Crane, Boom, Pump Truck"," Batten Brothers","One Kendall Square Complex
Cambridge, MA 
(42.365487, -71.091014)",,"2013-04-18T00:00:00.000","2013-04-18T00:00:00.000"
