"permitnumber","permittype","companycompany","address","cross_street","start_date","end_date"
"CBP14606","Crane, Boom, Pump Truck"," Statewide R M Corp.",,,"2015-06-08T07:00:00.000","2015-06-12T16:00:00.000"
"CBP14672","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-07-10T07:00:00.000","2015-07-10T16:00:00.000"
"CBP14619","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,"Holyoke St","2015-06-17T07:00:00.000","2015-06-17T16:00:00.000"
"CBP14656","Crane, Boom, Pump Truck"," Shaughnessy & Ahern",,,"2015-07-08T07:00:00.000","2015-07-08T16:00:00.000"
"CBP14670","Crane, Boom, Pump Truck"," Us Roofing",,,"2015-07-07T07:00:00.000","2015-07-07T16:00:00.000"
"CBP14612","Crane, Boom, Pump Truck"," Rob L",,,"2015-06-08T07:00:00.000","2015-06-08T16:00:00.000"
"CBP14658","Crane, Boom, Pump Truck"," MF Keane Contracting",,,"2015-07-08T07:00:00.000","2015-07-08T16:00:00.000"
"CBP14609","Crane, Boom, Pump Truck"," Acme Waterproofing",,,"2015-06-06T09:00:00.000","2015-06-06T16:00:00.000"
"CBP14655","Crane, Boom, Pump Truck"," NES Rentals",,,"2015-06-29T07:00:00.000","2015-06-29T16:00:00.000"
"CBP14635","Crane, Boom, Pump Truck"," Lee Kennedy Co.",,,"2015-06-20T09:00:00.000","2015-06-20T16:00:00.000"
"CBP14610","Crane, Boom, Pump Truck"," NES Rentals",,,"2015-06-10T07:00:00.000","2015-06-11T16:00:00.000"
"CBP14653","Crane, Boom, Pump Truck"," HALLAMORE CORPORATION",,,"2015-06-30T07:00:00.000","2015-06-30T15:00:00.000"
"CBP14665","Crane, Boom, Pump Truck"," CJ Shaughnessy",,"Brattle St","2015-07-06T07:00:00.000","2015-07-06T16:00:00.000"
"CBP14628","Crane, Boom, Pump Truck"," Pierce Property Services",,,"2015-06-16T07:00:00.000","2015-06-16T16:00:00.000"
"CBP14650","Crane, Boom, Pump Truck"," Maltby & Company",,,"2015-06-25T07:00:00.000","2015-06-25T16:00:00.000"
"CBP14630","Crane, Boom, Pump Truck"," Turner Construction",,,"2015-06-16T07:00:00.000","2015-06-16T16:00:00.000"
"CBP14668","Crane, Boom, Pump Truck"," Turner Construction",,,"2015-07-06T07:00:00.000","2015-07-10T16:00:00.000"
"CBP14648","Crane, Boom, Pump Truck"," Marr Rigging",,,"2015-06-29T08:00:00.000","2015-06-29T16:00:00.000"
"CBP14647","Crane, Boom, Pump Truck"," Ipswich Bay Glass",,,"2015-06-23T07:00:00.000","2015-06-27T16:00:00.000"
"CBP14633","Crane, Boom, Pump Truck"," Astro Crane",,,"2015-07-09T09:00:00.000","2015-07-09T16:00:00.000"
"CBP14671","Crane, Boom, Pump Truck"," Lee Kennedy Co.",,,"2015-07-11T07:00:00.000","2015-07-11T16:00:00.000"
"CBP14645","Crane, Boom, Pump Truck"," Pick Crane",,,"2015-06-26T07:00:00.000","2015-06-26T16:00:00.000"
"CBP14657","Crane, Boom, Pump Truck"," Barrett Tree Service East, Inc.",,,"2015-07-06T07:00:00.000","2015-07-06T16:00:00.000"
"CBP14616","Crane, Boom, Pump Truck"," Arch Painting",,"Peabody St","2015-06-22T07:00:00.000","2015-07-03T16:00:00.000"
"CBP14660","Crane, Boom, Pump Truck"," Building Restoration Services",,,"2015-07-06T07:00:00.000","2015-08-06T16:00:00.000"
"CBP14649","Crane, Boom, Pump Truck"," NES Rentals",,,"2015-06-29T07:00:00.000","2015-07-02T16:00:00.000"
"CBP14667","Crane, Boom, Pump Truck"," Knollmeyer Building",,,"2015-07-07T07:00:00.000","2015-07-07T16:00:00.000"
"CBP14666","Crane, Boom, Pump Truck"," NES Rentals",,"Binney St","2015-07-07T07:00:00.000","2015-07-10T16:00:00.000"
"CBP14663","Crane, Boom, Pump Truck"," Shaughnessy & Ahern",,,"2015-07-11T09:00:00.000","2015-07-11T16:00:00.000"
"CBP14620","Crane, Boom, Pump Truck"," G&M Trucking",,,"2015-06-20T09:00:00.000","2015-06-20T16:00:00.000"
"CBP14659","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-07-01T07:00:00.000","2015-07-01T16:00:00.000"
"CBP14614","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-05-26T07:00:00.000","2015-05-29T16:00:00.000"
"CBP14673","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-07-09T07:00:00.000","2015-07-09T16:00:00.000"
"CBP14624","Crane, Boom, Pump Truck"," New England Finish",,,"2015-06-11T07:00:00.000","2015-06-12T16:00:00.000"
"CBP14639","Crane, Boom, Pump Truck"," Bay Crane",,,"2015-06-22T07:00:00.000","2015-07-02T16:00:00.000"
"CBP14618","Crane, Boom, Pump Truck"," Glancy Crane",,,"2015-06-11T07:00:00.000","2015-06-11T16:00:00.000"
"CBP14641","Crane, Boom, Pump Truck"," Bay Crane",,,"2015-06-22T07:00:00.000","2015-07-02T16:00:00.000"
"CBP14642","Crane, Boom, Pump Truck"," Us Roofing",,,"2015-07-02T07:00:00.000","2015-07-02T16:00:00.000"
"CBP14637","Crane, Boom, Pump Truck"," THE WATERPROOFING COMPANY",,,"2015-06-23T07:00:00.000","2015-07-02T16:00:00.000"
"CBP14615","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,"Portland St","2015-06-09T07:00:00.000","2015-06-09T16:00:00.000"
"CBP14669","Crane, Boom, Pump Truck"," THE WATERPROOFING COMPANY",,,"2015-07-07T07:00:00.000","2015-07-20T16:00:00.000"
"CBP12071","Crane, Boom, Pump Truck"," Purdy Construction","77 Hurley St
Cambridge, MA 
(42.368287, -71.080347)",,"2010-10-08T00:00:00.000","2010-10-08T00:00:00.000"
"CBP12366","Crane, Boom, Pump Truck"," Shaughnessy & Ahern","345 Vassar St
Cambridge, MA 
(42.354825, -71.105694)",,"2011-08-18T00:00:00.000","2011-08-18T00:00:00.000"
"CBP14188","Crane, Boom, Pump Truck"," Stabilt Construction","620 Massachusetts Ave
Cambridge, MA 
(42.365125, -71.103286)",,"2014-10-07T00:00:00.000","2014-10-07T00:00:00.000"
"CBP14332","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC","300 Massachusetts Ave
Cambridge, MA 
(42.362135, -71.098255)",,"2015-01-09T00:00:00.000","2015-01-09T00:00:00.000"
"CBP12473","Crane, Boom, Pump Truck"," NES Rentals","Third St
Cambridge, MA 
(42.364943, -71.082818)","Broadway","2011-11-12T00:00:00.000","2011-11-12T00:00:00.000"
"CBP13984","Crane, Boom, Pump Truck"," Callahan","159 First St
Cambridge, MA 
(42.365928, -71.078066)",,"2014-06-24T00:00:00.000","2014-06-26T00:00:00.000"
"CBP12467","Crane, Boom, Pump Truck"," Consigli Construction Company","50 Memorial Dr
Cambridge, MA 
(42.360476, -71.0835)",,"2011-11-15T00:00:00.000","2011-11-16T00:00:00.000"
"CBP12302","Crane, Boom, Pump Truck"," Titan Moving","18 Brattle St
Cambridge, MA 
(42.373312, -71.120186)",,"2011-07-01T00:00:00.000","2011-07-01T00:00:00.000"
"CBP12613","Crane, Boom, Pump Truck"," JOHN MORIARTY & ASSOC","610 Main St
Cambridge, MA 
(42.362922, -71.093153)",,"2012-03-09T00:00:00.000","2012-03-09T00:00:00.000"
"CBP11995","Crane, Boom, Pump Truck"," Lee Kennedy Co.","9 Oxford St
Cambridge, MA 
(42.377417, -71.116144)",,"2010-08-23T00:00:00.000","2010-08-27T00:00:00.000"
"CBP14745","Crane, Boom, Pump Truck"," Allstar Waterproofing",,,"2015-08-14T07:00:00.000","2015-08-14T16:00:00.000"
"CBP14747","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,"Mt Auburn St","2015-08-10T07:00:00.000","2015-08-10T16:00:00.000"
"CBP14760","Crane, Boom, Pump Truck"," Ardon Vinyl Graphics & Signage",,,"2015-08-12T09:00:00.000","2015-08-12T16:00:00.000"
"CBP14680","Crane, Boom, Pump Truck"," Gilbane Company",,,"2015-07-11T09:00:00.000","2015-07-11T16:00:00.000"
"CBP14748","Crane, Boom, Pump Truck"," Baldwin Crane",,,"2015-08-15T07:00:00.000","2015-08-15T16:00:00.000"
"CBP14749","Crane, Boom, Pump Truck"," Valleycrest",,,"2015-08-14T07:00:00.000","2015-08-14T16:00:00.000"
"CBP14696","Crane, Boom, Pump Truck"," Aerial Crane",,,"2015-07-27T07:00:00.000","2015-07-28T16:00:00.000"
"CBP14723","Crane, Boom, Pump Truck"," Jeff Painting",,,"2015-08-10T08:30:00.000","2015-08-15T16:30:00.000"
"CBP14739","Crane, Boom, Pump Truck"," Back Bay Sign",,,"2015-08-08T09:00:00.000","2015-08-08T16:00:00.000"
"CBP14681","Crane, Boom, Pump Truck"," Skanska",,"Museum Way","2015-07-16T07:00:00.000","2015-07-16T16:00:00.000"
"CBP14719","Crane, Boom, Pump Truck"," Lee Kennedy Co.",,,"2015-08-08T09:00:00.000","2015-08-08T16:00:00.000"
"CBP14756","Crane, Boom, Pump Truck"," Marr Equipment",,,"2015-08-11T07:00:00.000","2015-08-17T16:00:00.000"
"CBP14743","Crane, Boom, Pump Truck"," Gilbane Company",,,"2015-08-10T07:00:00.000","2015-08-15T16:00:00.000"
"CBP14707","Crane, Boom, Pump Truck"," Young Construction",,,"2015-07-24T07:00:00.000","2015-07-24T12:00:00.000"
"CBP14706","Crane, Boom, Pump Truck"," Brownstone Masonry & Restoration",,,"2015-08-03T07:00:00.000","2015-08-07T16:00:00.000"
"CBP14694","Crane, Boom, Pump Truck"," Harnum Industries, Ltd.",,,"2015-07-21T11:00:00.000","2015-07-21T14:00:00.000"
"CBP14742","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,"Brattle St","2015-08-07T07:00:00.000","2015-08-07T16:00:00.000"
"CBP14718","Crane, Boom, Pump Truck"," Bosco Crane",,,"2015-07-30T07:00:00.000","2015-07-30T16:00:00.000"
"CBP14725","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC  Gilbane Company",,,"2015-08-01T07:00:00.000","2015-08-01T16:00:00.000"
"CBP14713","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-08-03T07:00:00.000","2015-08-07T16:00:00.000"
"CBP14734","Crane, Boom, Pump Truck"," Follett Co.",,,"2015-08-10T07:00:00.000","2015-08-10T16:00:00.000"
"CBP14690","Crane, Boom, Pump Truck"," Accent Banner",,,"2015-07-25T08:00:00.000","2015-07-25T22:00:00.000"
"CBP14705","Crane, Boom, Pump Truck"," Brownstone Masonry & Restoration",,,"2015-07-27T07:00:00.000","2015-07-31T16:00:00.000"
"CBP14728","Crane, Boom, Pump Truck"," Bosco Crane",,,"2015-07-30T07:00:00.000","2015-07-30T16:00:00.000"
"CBP14722","Crane, Boom, Pump Truck"," Pick Crane",,,"2015-07-31T07:00:00.000","2015-07-31T16:00:00.000"
"CBP14740","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-08-08T07:00:00.000","2015-08-08T16:00:00.000"
"CBP14679","Crane, Boom, Pump Truck"," D'allessandro Corp",,"Western Ave","2015-07-13T07:00:00.000","2015-07-13T16:00:00.000"
"CBP14699","Crane, Boom, Pump Truck"," Turner Construction",,,"2015-07-20T07:00:00.000","2015-07-20T15:30:00.000"
"CBP14752","Crane, Boom, Pump Truck"," Valleycrest",,,"2015-08-10T07:00:00.000","2015-08-10T16:00:00.000"
"CBP14700","Crane, Boom, Pump Truck"," Turner Construction",,,"2015-07-20T07:00:00.000","2015-07-20T16:00:00.000"
"CBP14702","Crane, Boom, Pump Truck"," Gilbane Company",,,"2015-07-27T07:00:00.000","2015-07-31T16:00:00.000"
"CBP14741","Crane, Boom, Pump Truck"," Scotia Cranes",,,"2015-08-07T07:00:00.000","2015-08-07T11:00:00.000"
"CBP14759","Crane, Boom, Pump Truck"," Ardon Vinyl Graphics & Signage",,,"2015-08-07T07:00:00.000","2015-08-07T16:00:00.000"
"CBP14677","Crane, Boom, Pump Truck"," General Safety Services",,,"2015-07-09T07:00:00.000","2015-07-10T16:00:00.000"
"CBP14726","Crane, Boom, Pump Truck"," Gilbane Company",,,"2015-08-03T07:00:00.000","2015-08-07T16:00:00.000"
"CBP14724","Crane, Boom, Pump Truck"," Turner Construction",,,"2015-07-30T07:00:00.000","2015-07-31T16:00:00.000"
"CBP14685","Crane, Boom, Pump Truck"," Shaughnessy & Ahern",,,"2015-08-01T09:00:00.000","2015-08-01T16:00:00.000"
"CBP14708","Crane, Boom, Pump Truck"," Turner Construction",,,"2015-07-27T07:00:00.000","2015-07-27T16:00:00.000"
"CBP14758","Crane, Boom, Pump Truck"," Grande Masonry",,,"2015-08-13T07:00:00.000","2015-08-19T16:00:00.000"
"CBP14703","Crane, Boom, Pump Truck"," Shaughnessy & Ahern",,,"2015-07-23T07:00:00.000","2015-07-23T16:00:00.000"
"CBP14695","Crane, Boom, Pump Truck"," Glancy Crane",,,"2015-07-18T09:00:00.000","2015-07-18T12:00:00.000"
"CBP14727","Crane, Boom, Pump Truck"," United Rentals",,,"2015-08-01T09:00:00.000","2015-08-01T16:00:00.000"
"CBP14697","Crane, Boom, Pump Truck"," Valleycrest",,"Third St","2015-07-21T07:00:00.000","2015-07-21T16:00:00.000"
"CBP14761","Crane, Boom, Pump Truck"," Turner Construction",,,"2015-08-13T07:00:00.000","2015-08-13T16:00:00.000"
"CBP14732","Crane, Boom, Pump Truck"," Barrett Tree Service East, Inc.",,,"2015-08-10T08:00:00.000","2015-08-10T17:00:00.000"
"CBP14757","Crane, Boom, Pump Truck"," Tremont Interiors",,,"2015-08-12T07:00:00.000","2015-08-12T16:00:00.000"
"CBP14711","Crane, Boom, Pump Truck"," Birdmaster",,,"2015-08-01T09:00:00.000","2015-08-01T16:00:00.000"
"CBP14701","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,"Holyoke St","2015-07-21T07:00:00.000","2015-07-21T16:00:00.000"
"CBP14717","Crane, Boom, Pump Truck"," Valleycrest",,,"2015-07-30T07:00:00.000","2015-07-30T16:00:00.000"
"CBP14704","Crane, Boom, Pump Truck"," McNally Roofing",,,"2015-07-24T07:00:00.000","2015-07-24T16:00:00.000"
"CBP14678","Crane, Boom, Pump Truck"," General Safety Services",,,"2015-07-11T09:00:00.000","2015-07-11T16:00:00.000"
"CBP14712","Crane, Boom, Pump Truck"," Shaughnessy & Ahern",,,"2015-07-28T07:00:00.000","2015-07-28T16:00:00.000"
"CBP14715","Crane, Boom, Pump Truck"," Soep Painting Corp",,,"2015-08-03T07:00:00.000","2015-08-05T16:00:00.000"
"CBP14686","Crane, Boom, Pump Truck"," Glancy Crane",,,"2015-07-21T07:00:00.000","2015-07-22T16:00:00.000"
"CBP14683","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,"Brattle St","2015-07-16T07:00:00.000","2015-07-16T16:00:00.000"
"CBP14737","Crane, Boom, Pump Truck"," Shaughnessy & Ahern",,,"2015-08-12T07:00:00.000","2015-08-12T16:00:00.000"
"CBP14684","Crane, Boom, Pump Truck"," Valleycrest",,"Third St","2015-07-16T07:00:00.000","2015-07-16T16:00:00.000"
"CBP14735","Crane, Boom, Pump Truck"," New England Finish",,,"2015-08-05T07:00:00.000","2015-08-05T16:00:00.000"
"CBP14716","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-07-31T07:00:00.000","2015-07-31T16:00:00.000"
"CBP14692","Crane, Boom, Pump Truck"," Gilbane Company",,,"2015-07-16T07:00:00.000","2015-07-17T16:00:00.000"
"CBP14689","Crane, Boom, Pump Truck"," Harnum Industries, Ltd.",,,"2015-07-18T06:00:00.000","2015-07-18T16:00:00.000"
"CBP14691","Crane, Boom, Pump Truck"," Glancy Crane",,,"2015-07-21T07:00:00.000","2015-07-21T11:00:00.000"
"CBP14698","Crane, Boom, Pump Truck"," Jamer Crane",,,"2015-07-23T07:00:00.000","2015-07-23T12:00:00.000"
"CBP14721","Crane, Boom, Pump Truck"," Curtis Construction",,,"2015-07-31T07:00:00.000","2015-07-31T16:00:00.000"
"CBP14714","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-08-01T09:00:00.000","2015-08-01T16:00:00.000"
"CBP14733","Crane, Boom, Pump Truck"," Follett Co.",,,"2015-08-05T07:00:00.000","2015-08-05T16:00:00.000"
"CBP14746","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-08-13T07:00:00.000","2015-08-13T16:00:00.000"
"CBP14744","Crane, Boom, Pump Truck"," Glancy Crane",,,"2015-08-13T07:00:00.000","2015-08-13T15:00:00.000"
"CBP14693","Crane, Boom, Pump Truck"," Gilbane Company",,"Third St","2015-07-20T07:00:00.000","2015-07-24T16:00:00.000"
"CBP14688","Crane, Boom, Pump Truck"," Maltby & Company",,,"2015-07-22T07:00:00.000","2015-07-22T16:00:00.000"
"CBP14736","Crane, Boom, Pump Truck"," Valleycrest",,,"2015-08-05T07:00:00.000","2015-08-05T15:30:00.000"
"CBP14720","Crane, Boom, Pump Truck"," Lee Kennedy Co.",,,"2015-08-03T07:00:00.000","2015-08-03T16:00:00.000"
"CBP14738","Crane, Boom, Pump Truck"," Valleycrest",,,"2015-08-07T07:00:00.000","2015-08-07T15:30:00.000"
"CBP14755","Crane, Boom, Pump Truck"," HALLAMORE CORPORATION",,,"2015-08-12T07:00:00.000","2015-08-12T16:00:00.000"
"CBP14687","Crane, Boom, Pump Truck"," Glancy Crane",,,"2015-07-16T07:00:00.000","2015-07-16T16:00:00.000"
"CBP14750","Crane, Boom, Pump Truck"," NES Rentals",,,"2015-08-12T07:00:00.000","2015-08-12T16:00:00.000"
"CBP14682","Crane, Boom, Pump Truck"," Bay Crane",,"Museum Way","2015-07-16T07:00:00.000","2015-07-16T16:00:00.000"
"CBP14710","Crane, Boom, Pump Truck"," Astro Crane",,,"2015-07-31T09:00:00.000","2015-07-31T14:00:00.000"
"CBP14751","Crane, Boom, Pump Truck"," Knollmeyer Building",,,"2015-08-11T07:00:00.000","2015-08-11T16:00:00.000"
"CBP14729","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-08-04T07:00:00.000","2015-08-04T16:00:00.000"
"CBP14754","Crane, Boom, Pump Truck"," Turner Construction",,,"2015-08-07T07:00:00.000","2015-08-07T16:00:00.000"
"CBP14709","Crane, Boom, Pump Truck"," Gilbane Company",,,"2015-07-25T07:00:00.000","2015-07-25T16:00:00.000"
"CBP14753","Crane, Boom, Pump Truck"," Gilbane Company",,,"2015-08-10T07:00:00.000","2015-08-15T16:00:00.000"
"CBP13994","Crane, Boom, Pump Truck"," Kpr Inc.","65 Mt Auburn St
Cambridge, MA 
(42.371836, -71.11818)",,"2014-07-07T00:00:00.000","2014-07-24T00:00:00.000"
"CBP14208","Crane, Boom, Pump Truck"," Gilbane Company","270 Third St
Cambridge, MA 
(42.366043, -71.082162)",,"2014-10-17T00:00:00.000","2014-10-17T00:00:00.000"
"CBP12222","Crane, Boom, Pump Truck"," Tree Specialist Inc","160 Brattle St
Cambridge, MA 
(42.377363, -71.133706)",,"2011-04-25T00:00:00.000","2011-04-25T00:00:00.000"
"CBP12229","Crane, Boom, Pump Truck"," Marr Equipment","303 Third St
Cambridge, MA 
(42.364457, -71.08313)",,"2011-05-02T00:00:00.000","2011-05-05T00:00:00.000"
"CBP14336","Crane, Boom, Pump Truck"," Gilbane Company","270 Third St
Cambridge, MA 
(42.366043, -71.082162)",,"2015-01-03T00:00:00.000","2015-01-03T00:00:00.000"
"CBP12747","Crane, Boom, Pump Truck"," Glancy Crane","50 Ames St
Cambridge, MA 
(42.361196, -71.088264)",,"2012-05-29T00:00:00.000","2012-05-29T00:00:00.000"
"CBP14538","Crane, Boom, Pump Truck"," Hub Glass Services","1033 Massachusetts Ave
Cambridge, MA 
(42.369716, -71.112152)",,"2015-05-08T09:00:00.000","2015-05-08T16:00:00.000"
"CBP12268","Crane, Boom, Pump Truck"," City Crane","64 Sidney St
Cambridge, MA 
(42.361337, -71.10138)",,"2011-06-06T00:00:00.000","2011-06-06T00:00:00.000"
"CBP14794","Crane, Boom, Pump Truck"," METRO SIGN & AWNING",,,"2015-08-25T07:00:00.000","2015-08-25T16:00:00.000"
"CBP14794","Crane, Boom, Pump Truck"," METRO SIGN & AWNING",,,"2015-08-25T07:00:00.000","2015-08-25T16:00:00.000"
"CBP14811","Crane, Boom, Pump Truck"," JOHN MORIARTY & ASSOC",,,"2015-09-02T07:00:00.000","2015-09-11T16:00:00.000"
"CBP14811","Crane, Boom, Pump Truck"," JOHN MORIARTY & ASSOC",,,"2015-09-02T07:00:00.000","2015-09-11T16:00:00.000"
"CBP14814","Crane, Boom, Pump Truck"," Cj Doherty",,,"2015-09-02T07:00:00.000","2015-09-02T16:00:00.000"
"CBP14814","Crane, Boom, Pump Truck"," Cj Doherty",,,"2015-09-02T07:00:00.000","2015-09-02T16:00:00.000"
"CBP14829","Crane, Boom, Pump Truck"," W.L. French Excavating",,,"2015-09-10T07:00:00.000","2015-09-10T16:00:00.000"
"CBP14829","Crane, Boom, Pump Truck"," W.L. French Excavating",,,"2015-09-10T07:00:00.000","2015-09-10T16:00:00.000"
"CBP14790","Crane, Boom, Pump Truck"," HALLAMORE CORPORATION",,,"2015-08-26T07:00:00.000","2015-08-26T16:00:00.000"
"CBP14790","Crane, Boom, Pump Truck"," HALLAMORE CORPORATION",,,"2015-08-26T07:00:00.000","2015-08-26T16:00:00.000"
"CBP14801","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-08-31T07:00:00.000","2015-09-03T19:00:00.000"
"CBP14801","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-08-31T07:00:00.000","2015-09-03T19:00:00.000"
"CBP14830","Crane, Boom, Pump Truck"," Barrett Tree Service East, Inc.",,,"2015-09-23T07:00:00.000","2015-09-25T16:00:00.000"
"CBP14830","Crane, Boom, Pump Truck"," Barrett Tree Service East, Inc.",,,"2015-09-23T07:00:00.000","2015-09-25T16:00:00.000"
"CBP14818","Crane, Boom, Pump Truck"," Brownstone Masonry & Restoration",,,"2015-09-10T07:00:00.000","2015-09-10T16:00:00.000"
"CBP14818","Crane, Boom, Pump Truck"," Brownstone Masonry & Restoration",,,"2015-09-10T07:00:00.000","2015-09-10T16:00:00.000"
"CBP14778","Crane, Boom, Pump Truck"," Shaughnessy & Ahern",,,"2015-08-22T09:00:00.000","2015-08-22T16:00:00.000"
"CBP14778","Crane, Boom, Pump Truck"," Shaughnessy & Ahern",,,"2015-08-22T09:00:00.000","2015-08-22T16:00:00.000"
"Page -1 of 1",,,,,,
"CBP14782","Crane, Boom, Pump Truck"," Pick Crane",,,"2015-08-19T07:00:00.000","2015-08-19T16:00:00.000"
"CBP14782","Crane, Boom, Pump Truck"," Pick Crane",,,"2015-08-19T07:00:00.000","2015-08-19T16:00:00.000"
"CBP14850","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-09-22T07:00:00.000","2015-09-22T16:00:00.000"
"CBP14850","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-09-22T07:00:00.000","2015-09-22T16:00:00.000"
"CBP14832","Crane, Boom, Pump Truck"," Barrett Tree Service East, Inc.",,,"2015-09-30T07:00:00.000","2015-09-30T16:00:00.000"
