"the_geom","id","street","street_nam","street_typ","street_id","alias","l_from","l_to","r_from","r_to","zip_left","zip_right","fromnode","tonode","direction","restrictio","label","roadways","majorroad"
"MULTILINESTRING ((-71.128212123004 42.37559957649305, -71.12839091277567 42.37564381233621, -71.1289284573961 42.37577830562744, -71.12900406687285 42.37579726404851))","Foster_St_1","Foster St","Foster","St","295.0",,"14","30","1","21","02138","02138","949.0","929.0","0","F","Foster St","F","0"
"MULTILINESTRING ((-71.12806726780961 42.37591453908315, -71.12810134874239 42.375839791041045, -71.128168299801 42.375694763843846, -71.128212123004 42.37559957649305))","Willard_St_3","Willard St","Willard","St","816.0",,"18","20","17","17","02138","02138","923.0","949.0","0","F","Willard St","F","0"
"MULTILINESTRING ((-71.12764860026506 42.376810413150636, -71.1276887143025 42.37672945573279, -71.12778721736584 42.37653107641796, -71.12803681874894 42.375982136835304, -71.12806726780961 42.37591453908315))","Willard_St_4","Willard St","Willard","St","816.0",,"4","8","3","15","02138","02138","860.0","923.0","0","F","Willard St","F","0"
"MULTILINESTRING ((-71.12728927179464 42.38027703839184, -71.12738032115779 42.38032722046668, -71.12740787920112 42.38034245697111, -71.12750369785475 42.380393559934966))","Concord_Ave_5","Concord Ave","Concord","Ave","175.0",,"-1","-1","-1","-1","02138","02138","682.0","679.0","0","F","Concord Ave","F","2"
"MULTILINESTRING ((-71.12571286214958 42.37941478356156, -71.12589971985385 42.37951694928886, -71.12722459634011 42.380242061514934, -71.12728927179464 42.38027703839184))","Concord_Ave_4","Concord Ave","Concord","Ave","175.0",,"34","40","29","41","02138","02138","713.0","682.0","0","F","Concord Ave","F","2"
"MULTILINESTRING ((-71.12449697807003 42.37875235471901, -71.12463115568764 42.37882496160104, -71.12557986653755 42.37934215436537, -71.12571286214958 42.37941478356156))","Concord_Ave_3","Concord Ave","Concord","Ave","175.0",,"14","26","15","27","02138","02138","743.0","713.0","0","F","Concord Ave","F","2"
"MULTILINESTRING ((-71.12469350156601 42.37965735857526, -71.1247650855754 42.3797502592523, -71.12498692917688 42.380031645862395, -71.12505733497916 42.38011740793046))","Garden_St_9","Garden St","Garden","St","315.0",,"44","48","45","47","02138","02138","705.0","688.0","0","F","Garden St","F","2"
"MULTILINESTRING ((-71.12286283155905 42.377307141215624, -71.12295713355559 42.37741260307595, -71.12308960738737 42.377565387920356, -71.1231647978526 42.37765473417869))","Garden_St_5","Garden St","Garden","St","315.0",,"16","16","19","23","02138","02138","830.0","808.0","0","F","Garden St","F","2"
"MULTILINESTRING ((-71.12370878468765 42.37832477796438, -71.12393998404222 42.37845027933099, -71.12439279481244 42.37869587097239, -71.12449697807003 42.37875235471901))","Concord_Ave_2","Concord Ave","Concord","Ave","175.0",,"10","12","-1","-1","02138","02138","763.0","743.0","0","F","Concord Ave","F","2"
"MULTILINESTRING ((-71.12417602924423 42.37896871923653, -71.12431100621127 42.37890678742409, -71.12443287602666 42.378827003660234, -71.12449697807003 42.37875235471901))","Chauncy_St_1","Chauncy St","Chauncy","St","150.0",,"-1","-1","-1","-1","02138","02138","726.0","743.0","1","F","Chauncy St","F","2"
"MULTILINESTRING ((-71.12564875596357 42.37623279957369, -71.12569628943211 42.376124234191465, -71.12598007466882 42.375480081183476, -71.12601662648915 42.37539466734393))","Hawthor_St_3","Hawthorn St","Hawthorn","St","378.0",,"4","18","11","15","02138","02138","902.0","966.0","1","F","Hawthorn St","F","0"
"MULTILINESTRING ((-71.12645758624656 42.37642251945627, -71.12653918583395 42.37644240448778, -71.12668556735846 42.37647852507123, -71.12672156667618 42.37648665457093))","Brattle_St_17","Brattle St","Brattle","St","102.0",,"104","104","105","105","02138","02138","888.0","884.0","0","F","Brattle St","F","2"
"MULTILINESTRING ((-71.12207463346394 42.379696916280984, -71.1222686792504 42.380007605825526))","Chauncy_Ln_1","Chauncy Ln","Chauncy","Ln","149.0",,"10","6","1","5","02138","02138","702.0","689.0","0","F","Chauncy Ln","F","0"
"MULTILINESTRING ((-71.12560021849038 42.37752992794273, -71.1256806560483 42.3775462425027, -71.12572744149786 42.37755797469518, -71.12575504015606 42.37756607716282, -71.12584853206349 42.37760916130485, -71.12591433058492 42.377653911525385, -71.12597666050986 42.37768440871226, -71.1260678261362 42.37771412149469, -71.1261710515643 42.37773226598202, -71.12622874948889 42.37773245345826, -71.12627566149932 42.37772280954066, -71.12634920378184 42.37768474122523, -71.12644212248793 42.37761819746556, -71.12648564963625 42.37757380255775))","St-J_Rd_4","St Johns Rd","St Johns","Rd","720.0",,"8","10","9","15","02138","02138","815.0","814.0","0","F","St Johns Rd","F","0"
"MULTILINESTRING ((-71.12928630134496 42.377671961518, -71.12939702685323 42.37743352942133, -71.12946023012843 42.377315216685396, -71.12950770510419 42.37720933877274, -71.12954539088011 42.37713819666791, -71.12957571845948 42.377084839864, -71.12962423181129 42.377010137865405, -71.12970545750346 42.37689191044933, -71.12974548028048 42.376826099291435, -71.12977220776911 42.376780743527604, -71.12979482593568 42.376735594058715, -71.12982756323376 42.376700438117524, -71.12988257390172 42.37670431961047, -71.12995252335945 42.37672309454531, -71.13031436072266 42.376749503334544))","Mercer_Cir_4","Mercer Cir","Mercer","Cir","531.0",,"1","5","8","6","02138","02138","809.0","868.0","0","F","Mercer Cir","F","0"
"MULTILINESTRING ((-71.12273251962912 42.380216744009246, -71.12261249001214 42.37998735786421))","Walker_Ter_1","Walker Ter","Walker","Ter","783.0",,"1","3","-1","-1","02138","02138","685.0","692.0","0","F","Walker Ter","F","0"
"MULTILINESTRING ((-71.12835654180083 42.37719761295795, -71.12862917379965 42.37660865572871, -71.12895900251571 42.37589601498072, -71.12900406687285 42.37579726404851))","Brown_St_1","Brown St","Brown","St","112.0",,"10","20","7","19","02138","02138","838.0","929.0","1","F","Brown St","F","0"
"MULTILINESTRING ((-71.12341636328463 42.37556526259094, -71.12333653970022 42.3756514394807, -71.12332561117753 42.37567190190499, -71.12332780442271 42.375707554563995, -71.1235234858659 42.376146560381365, -71.12355533262001 42.376242899144124))","James_St_1","James St","James","St","434.0",,"-1","-1","3","5","02138","02138","951.0","899.0","1","F","James St","F","0"
"MULTILINESTRING ((-71.12672156667618 42.37648665457093, -71.12677150924675 42.37637721847076, -71.12710867932225 42.37564679772944, -71.12711358489338 42.37563078826112, -71.12711362178138 42.37562453190077, -71.1271161638729 42.37560138018876, -71.12711617438914 42.37559959657724, -71.1271138160904 42.375591576248134, -71.12711146830857 42.37558177230744, -71.12710793108421 42.37557284261356, -71.12710673084295 42.37556927143175, -71.12710077756353 42.37556211755157, -71.12709361336661 42.37555320354083, -71.12708643881649 42.375546045700965, -71.12708047502433 42.37554067543121, -71.12707089493837 42.37553350979227, -71.1270589091543 42.37552636379411, -71.12703494871081 42.375516462342404, -71.12702176297189 42.37551197419802, -71.12700856671553 42.375509269663674, -71.12699413882955 42.37550831733923, -71.12697971612306 42.37550648692733, -71.12696531456406 42.375507345770956, -71.12695087081687 42.375509082578446, -71.12693764834198 42.37551082334474, -71.12692919475407 42.37551345767776, -71.12690871357535 42.375522309482754, -71.12689909702534 42.37552760178998, -71.12689185402259 42.37553205113296, -71.12687493122972 42.37554623796927, -71.1268700937625 42.37555069511322, -71.12685801904782 42.375564897671914, -71.1268458914527 42.375581789246624, -71.12683007932476 42.37561472167838, -71.12678747505812 42.375703683424526, -71.12650506023127 42.37631754828686, -71.12645758624656 42.37642251945627))","Longfel_Pk_1","Longfellow Pk","Longfellow","Pk","492.0",,"2","16","5","7","02138","02138","884.0","888.0","1","F","Longfellow Pk","F","0"
"MULTILINESTRING ((-71.12469350156601 42.37965735857526, -71.12449972926011 42.379710180719165, -71.12415544930741 42.37980350731163, -71.1239736834341 42.3798537060483))","Walker_St_1","Walker St","Walker","St","781.0",,"12","14","1","15","02138","02138","705.0","698.0","1","F","Walker St","F","0"
"MULTILINESTRING ((-71.12064706826187 42.377870101085215, -71.12057147968807 42.37785382643769, -71.12040477116916 42.377794471066416, -71.12022014058189 42.37772435441565, -71.12016620871825 42.37770101641109))","Waterho_St_4","Waterhouse St","Waterhouse","St","796.0",,"-1","-1","-1","-1","02138","02138","793.0","804.0","0","F","Waterhouse St","F","2"
"MULTILINESTRING ((-71.1239736834341 42.3798537060483, -71.12275912621227 42.380186536747296, -71.12274100625399 42.38020250268602, -71.12273251962912 42.380216744009246))","Walker_St_2","Walker St","Walker","St","781.0",,"18","60","21","51","02138","02138","698.0","685.0","1","F","Walker St","F","0"
"MULTILINESTRING ((-71.1283814700016 42.37499601663259, -71.12838656884388 42.374947051447975, -71.12841448488896 42.3746994343846, -71.12842846616125 42.37456850505728))","Willard_St_1","Willard St","Willard","St","816.0",,"40","40","35","37","02138","02138","1000","1042.0","0","F","Willard St","F","0"
"MULTILINESTRING ((-71.1283814700016 42.37499601663259, -71.12847400067486 42.375000788345744, -71.12910826175978 42.37503757496479))","Dinsmor_Ct_1","Dinsmore Ct","Dinsmore","Ct","217.0",,"4","14","7","11","02138","02138","1000","996.0","0","F","Dinsmore Ct","F","0"
"MULTILINESTRING ((-71.1205355499032 42.37042007176047, -71.12002485304816 42.37102603368242, -71.11999208865925 42.3710775963605, -71.11993009509567 42.37119590809704, -71.11990457338072 42.37124304927948))","Dunster_St_1","Dunster St","Dunster","St","231.0",,"101","85","-1","-1","02138","02138","1384.0","1311.0","0","F","Dunster St","F","0"
"MULTILINESTRING ((-71.11962151151491 42.37175978311713, -71.11969938542856 42.371794780573765, -71.12035487495488 42.37209275692788, -71.12048910317323 42.37215378899128))","Winthro_St_2","Winthrop St","Winthrop","St","826.0",,"66","74","65","75","02138","02138","1264.0","1225.0","1","F","Winthrop St","F","0"
"MULTILINESTRING ((-71.12533990702245 42.37339749817486, -71.12537260491484 42.37335037919087, -71.12551081825055 42.37314590194032, -71.12551445016268 42.373138779177, -71.12551570827198 42.37313255422945, -71.12551817708452 42.37312186038607, -71.12551700849981 42.373112965788714, -71.12551347163866 42.37310403604079))","Brewer_St_1","Brewer St","Brewer","St","103.0",,"-1","-1","-1","-1","02138","02138","1111.0","1146.0","1","F","Brewer St","F","0"
"MULTILINESTRING ((-71.12551347163866 42.37310403604079, -71.12550036044038 42.37308706243287, -71.12549200213108 42.37307990063423, -71.12548358033096 42.37307721146554, -71.12506389017794 42.372931506106525, -71.12504108872898 42.372926080844636, -71.12502666129917 42.37292515571303, -71.12500741785978 42.37293132202689, -71.12499292713794 42.37294107112529))","Ross_St_1","Ross St","Ross","St","671.0",,"-1","-1","-1","-1","02138","02138","1146.0","1158.0","1","F","Ross St","F","0"
"MULTILINESTRING ((-71.1123334819882 42.37963599302404, -71.11219172696288 42.37963016432804, -71.11144076406578 42.37960625412358, -71.1112484664599 42.37961004987744))","Bryant_St_2","Bryant St","Bryant","St","113.0",,"1","5","4","4","02138","02138","703.0","706.0","0","F","Bryant St","F","0"
"MULTILINESTRING ((-71.10950226456818 42.37961659404644, -71.10927175563147 42.3797726350045, -71.10882868703351 42.380096356536704, -71.10871644391432 42.38017794020862))","Scott_St_3","Scott St","Scott","St","685.0",,"-1","-1","-1","-1","02138","02138","704.0","684.0","1","T","Scott St","F","0"
"MULTILINESTRING ((-71.11266246695146 42.37693646923286, -71.11269669109109 42.37704083173071, -71.11300578133834 42.37798097533631, -71.11306587551931 42.378176308335654, -71.11310572038818 42.37834218420141))","Kirklan_Pl_1","Kirkland Pl","Kirkland","Pl","454.0",,"9","13","4","14","02138","02138","850.0","762.0","0","F","Kirkland Pl","F","0"
"MULTILINESTRING ((-71.1115807437901 42.37716535461149, -71.11226619904929 42.37943616264255, -71.1123334819882 42.37963599302404))","Francis_Ave_1","Francis Ave","Francis","Ave","300.0",,"1","29","4","30","02138","02138","836.0","703.0","1","F","Francis Ave","F","0"
"MULTILINESTRING ((-71.11272917305939 42.37526604795716, -71.1132815381107 42.375337413520626, -71.11341481198149 42.375354792395584))","Cambrid_St_47","Cambridge St","Cambridge","St","122.0",,"1730","1730","1727","1737","02138","02138","971.0","964.0","0","F","Cambridge St","F","2"
"MULTILINESTRING ((-71.10864325280116 42.375498143953806, -71.10878133680735 42.375515544563285, -71.10934569026674 42.37558696979835))","Adams_Ter_1","Adams Ter","Adams","Ter","7.0",,"6","12","5","11","02138","02138","953.0","944.0","0","F","Adams Ter","F","0"
"MULTILINESTRING ((-71.11084342552557 42.37610167531664, -71.11102715812665 42.37612279492846, -71.11160954831209 42.376193364462104))","Ashton_Pl_1","Ashton Pl","Ashton","Pl","45.0",,"6","12","5","9","02138","02138","907.0","901.0","0","F","Ashton Pl","F","0"
"MULTILINESTRING ((-71.11149528558055 42.377183780607226, -71.11064339852972 42.37736266781933))","Kirklan_St_8","Kirkland St","Kirkland","St","456.0",,"49","49","48","60","02138","02138","833.0","826.0","0","F","Kirkland St","F","2"
"MULTILINESTRING ((-71.1142352437746 42.37205724974741, -71.11420453707655 42.37216496144047, -71.11357848889523 42.37433336737601))","Prescot_St_1","Prescott St","Prescott","St","629.0",,"11","25","2","24","02138","02138","1235.0","1059.0","1","F","Prescott St","F","0"
"MULTILINESTRING ((-71.11143151208516 42.37231157347911, -71.11154299365441 42.37235113538626, -71.11211132419902 42.372554413388))","Trowbri_Pl_1","Trowbridge Pl","Trowbridge","Pl","753.0",,"7","11","4","4","02138","02138","1205.0","1188.0","0","F","Trowbridge Pl","F","0"
"MULTILINESTRING ((-71.10962270789015 42.37080765065681, -71.10974148260996 42.37084013193119, -71.11067478008337 42.371092785892685, -71.11081391308143 42.371130685903324))","Harvard_St_20","Harvard St","Harvard","St","370.0",,"346","356","341","353","02138","02138","1347.0","1318.0","0","F","Harvard St","F","2"
"MULTILINESTRING ((-71.11081391308143 42.371130685903324, -71.11095186763372 42.37116767621427, -71.11187796957954 42.37141851237678, -71.11200513060881 42.37145368135019))","Harvard_St_21","Harvard St","Harvard","St","370.0",,"358","364","357","369","02138","02138","1318.0","1290.0","0","F","Harvard St","F","2"
"MULTILINESTRING ((-71.11200513060881 42.37145368135019, -71.11214308656233 42.37149067022979, -71.1129696248554 42.37171531261999, -71.11306800839644 42.37174237088587))","Harvard_St_22","Harvard St","Harvard","St","370.0",,"370","380","371","381","02138","02138","1290.0","1261.0","0","F","Harvard St","F","2"
"MULTILINESTRING ((-71.11306800839644 42.37174237088587, -71.11315675509107 42.371765856803, -71.11330431770561 42.371805538341555, -71.11343030147779 42.37183982366969))","Harvard_St_23","Harvard St","Harvard","St","370.0",,"382","392","383","383","02138","02138","1261.0","1253.0","0","F","Harvard St","F","2"
"MULTILINESTRING ((-71.11343030147779 42.37183982366969, -71.11351424318222 42.371862387617306, -71.11414047497169 42.3720319882587, -71.1142352437746 42.37205724974741))","Harvard_St_24","Harvard St","Harvard","St","370.0",,"396","400","387","391","02138","02138","1253.0","1235.0","0","F","Harvard St","F","2"
"MULTILINESTRING ((-71.1142352437746 42.37205724974741, -71.11432520719595 42.37208161694257, -71.11514695547609 42.372305349442136))","Harvard_St_25","Harvard St","Harvard","St","370.0",,"-1","-1","-1","-1","02138","02138","1235.0","1207.0","0","F","Harvard St","F","2"
"MULTILINESTRING ((-71.11641834912518 42.372693601706274, -71.1165011033262 42.372717065046984, -71.11704213820657 42.37286586751188, -71.11711890873931 42.37288749939674))","Massach_Ave_39","Massachusetts Ave","Massachusetts","Ave","520.0","Mass Ave","1270","1290","-1","-1","02138","02138","1176.0","1163.0","1","F","Massachusetts Ave","F","1"
"MULTILINESTRING ((-71.13705538693326 42.39862275041485, -71.1372332524078 42.39863401304969, -71.1378893508304 42.39867529193355, -71.1380191457846 42.39868280737319))","Whittem_Ave_3","Whittemore Ave","Whittemore","Ave","814.0",,"62","100","75","75","02140","02140","62.0","59.0","0","F","Whittemore Ave","F","0"
"MULTILINESTRING ((-71.13609164523439 42.39856002370033, -71.13625145414679 42.398569419677635, -71.13690638813712 42.39861338966282, -71.13705538693326 42.39862275041485))","Whittem_Ave_2","Whittemore Ave","Whittemore","Ave","814.0",,"-1","-1","45","53","02140","02140","63.0","62.0","0","F","Whittemore Ave","F","0"
"MULTILINESTRING ((-71.13637399183985 42.397540704140425, -71.13650256242741 42.39754824487226, -71.13666480183427 42.39755945903911, -71.1370325115152 42.39758377924383, -71.13704571265038 42.39758651005453, -71.13705890890324 42.397590091505315, -71.13706851898257 42.39759281098755, -71.13718148223488 42.397597612563175, -71.1373040862931 42.397599782680494, -71.1375469851197 42.397587184432076, -71.13766246187656 42.39757330643941, -71.13791638508313 42.397523313216624))","Harvey_St_8","Harvey St","Harvey","St","372.0",,"216","218","-1","-1","02140","02140","83.0","84.0","0","F","Harvey St","F","0"
"MULTILINESTRING ((-71.13221140666276 42.39727889180676, -71.13220636659561 42.39732431726015, -71.1321630018861 42.39775274524515))","Westley_Ave_1","Westley Ave","Westley","Ave","808.0",,"5","9","6","10","02140","02140","91.0","82.0","0","F","Westley Ave","F","0"
"MULTILINESTRING ((-71.13455152643209 42.40129851080657, -71.13462945514668 42.40133174175446, -71.13523280573617 42.40158734334484))","Foch_St_2","Foch St","Foch","St","288.0",,"26","28","17","29","02140","02140","10.0","2131.0","0","F","Foch St","F","0"
"MULTILINESTRING ((-71.13878460413451 42.398731559625865, -71.13878522004879 42.39883759179765, -71.13878944613583 42.39914765568526, -71.13879063729388 42.39915301032844, -71.13879509381208 42.39921539665303, -71.13880550215869 42.39928581429329))","Kassul_Pk_1","Kassul Pk","Kassul","Pk","442.0",,"9","15","4","20","02140","02140","58.0","43.0","0","T","Kassul Pk","F","0"
"MULTILINESTRING ((-71.13212356086511 42.39895103030362, -71.13218271176949 42.39890843956428, -71.13241689747791 42.398739907094594, -71.13245194310947 42.39871060276392, -71.13245699412923 42.39866965015901, -71.13245386557726 42.39816978312667))","Edmunds_St_1","Edmunds St","Edmunds","St","235.0",,"16","18","7","25","02140","02140","49.0","71.0","0","T","Edmunds St","F","0"
"MULTILINESTRING ((-71.13391222056038 42.40000899658635, -71.1339485437148 42.39996367059905, -71.13401514582839 42.39988101200438, -71.13423068269762 42.399614398974094, -71.13425007766612 42.399583288164216, -71.13425252031634 42.39957703948447, -71.13426107901675 42.399550339599955, -71.13426481023475 42.39953254254809, -71.1342649700926 42.39950491043293, -71.13425921013793 42.39862547762708))","Brookfo_St_1","Brookford St","Brookford","St","109.0",,"16","44","9","43","02140","02140","2206.0","60.0","0","F","Brookford St","F","0"
"MULTILINESTRING ((-71.13523011886686 42.40057719411427, -71.1352292622196 42.40051391353357, -71.13519966406454 42.398559861327094, -71.1351997359502 42.39854740354783, -71.13520463111584 42.39853314998221, -71.13520949540414 42.39852424722464))","Magoun_St_1","Magoun St","Magoun","St","505.0",,"20","62","3","57","02140","02140","23.0","65.0","1","T","Magoun St","F","0"
"MULTILINESTRING ((-71.13520949540414 42.39852424722464, -71.13522395845901 42.39851361869832, -71.13523841245924 42.398510975339946, -71.13525404070553 42.39851014677745, -71.13527810484541 42.398510223046486, -71.13599912679595 42.398553474654754, -71.13609164523439 42.39856002370033))","Whittem_Ave_1","Whittemore Ave","Whittemore","Ave","814.0",,"18","32","1","1","02140","02140","65.0","63.0","0","F","Whittemore Ave","F","0"
"MULTILINESTRING ((-71.13548907773227 42.400696502832886, -71.13555179962498 42.40066374540173, -71.13565788260468 42.40061059970447, -71.13601235560745 42.400429077211626, -71.136116068186 42.40037595103484))","Columbu_Ave_3","Columbus Ave","Columbus","Ave","174.0",,"8","10","-1","-1","02140","02140","2143.0","24.0","0","T","Columbus Ave","F","0"
"MULTILINESTRING ((-71.136116068186 42.40037595103484, -71.13626675291435 42.400298907888974, -71.13697447964269 42.399940299574915, -71.1370757688641 42.39988982661943))","Columbu_Ave_2","Columbus Ave","Columbus","Ave","174.0",,"12","26","-1","-1","02140","02140","24.0","30.0","0","T","Columbus Ave","F","0"
"MULTILINESTRING ((-71.13065200798576 42.398978394795755, -71.13077420807511 42.39904382102676, -71.13104027326432 42.39918634990719))","Morriso_Ct_1","Morrison Ct","Morrison","Ct","546.0",,"2","4","1","3","02140","02140","48.0","45.0","0","F","Morrison Ct","F","0"
"MULTILINESTRING ((-71.1404068760059 42.39883910317007, -71.14098017093886 42.39885870203349))","Whittem_Ave_6","Whittemore Ave","Whittemore","Ave","814.0",,"-1","-1","-1","-1","02140","02140","53.0","52.0","0","F","Whittemore Ave","F","0"
"MULTILINESTRING ((-71.13221140666276 42.39727889180676, -71.13229434477026 42.39728362965891, -71.133166746993 42.39733717895915, -71.13325327119817 42.39734280564873))","Harvey_St_3","Harvey St","Harvey","St","372.0",,"66","88","61","91","02140","02140","91.0","90.0","1","F","Harvey St","F","0"
"MULTILINESTRING ((-71.1380229226007 42.39949097050861, -71.13803316306766 42.39959703294209, -71.1380473863081 42.39962825012379, -71.13808094275723 42.399645286469095, -71.13809894204634 42.39965069397743, -71.13811336555639 42.39965340106632, -71.13815662938362 42.39965622627813, -71.1384932425021 42.39965637863726, -71.13868680454361 42.39964897387636, -71.13898390242109 42.39961873382373, -71.13925951124628 42.39956523839643, -71.13944372294118 42.39951592880087, -71.1396063171182 42.39945938923556, -71.13976177918556 42.399393963823194, -71.13992457717282 42.399308035635705, -71.14003073529184 42.39924064450764, -71.14018769047361 42.399120863492854, -71.14029645724268 42.399017835020764, -71.14035699161465 42.39894585560941, -71.14038371425704 42.39889514668836, -71.1404068760059 42.39883910317007))","Seagrav_Rd_1","Seagrave Rd","Seagrave","Rd","687.0",,"1","30","-1","-1","02140","02140","38.0","53.0","1","T","Seagrave Rd","F","0"
"MULTILINESTRING ((-71.09987748067223 42.37294198538624, -71.09953481682457 42.373159989743215))","Hampshi_Ct_1","Hampshire Ct","Hampshire","Ct","357.0",,"-1","-1","1","2","02139","02139","1154.0","1126.0","0","F","Hampshire Ct","F","0"
"MULTILINESTRING ((-71.09987748067223 42.37294198538624, -71.10043575403203 42.37339656116571, -71.10053140301416 42.37347529159361))","Hampshi_St_16","Hampshire St","Hampshire","St","359.0",,"196","208","215","221","02139","02139","1154.0","1103.0","0","F","Hampshire St","F","2"
"MULTILINESTRING ((-71.11041762563512 42.366802621510054, -71.11034868823465 42.36687455724651, -71.1100584273872 42.367180965189284, -71.10998345062163 42.367260014831295))","Hancock_St_1","Hancock St","Hancock","St","362.0",,"1","3","2","2","02139","02139","1637.0","1603.0","-1","F","Hancock St","F","0"
"MULTILINESTRING ((-71.10998345062163 42.367260014831295, -71.1099193610928 42.367325737687906, -71.10973678425178 42.367511331475555, -71.10953618555261 42.36769686379242, -71.10944073741871 42.36778297818212))","Hancock_St_2","Hancock St","Hancock","St","362.0",,"27","33","22","34","02139","02139","1603.0","1567.0","-1","F","Hancock St","F","0"
"MULTILINESTRING ((-71.10944073741871 42.36778297818212, -71.1093645876979 42.367853983285066, -71.10888848785714 42.36829075920835, -71.10878340042512 42.36837950202549))","Hancock_St_3","Hancock St","Hancock","St","362.0",,"43","57","50","56","02139","02139","1567.0","1528.0","-1","F","Hancock St","F","0"
"MULTILINESTRING ((-71.10648381286316 42.37066866964632, -71.10637590491596 42.37063265488744, -71.10615886821414 42.37056062088394, -71.1059717544076 42.370502958170256))","Hancock_Pk_1","Hancock Pk","Hancock","Pk","360.0",,"2","4","1","3","02139","02139","1359.0","1371.0","0","F","Hancock Pk","F","0"
"MULTILINESTRING ((-71.10689017506763 42.37004989785767, -71.10685399911813 42.370071178016005, -71.10683347271416 42.37008713326475, -71.10680558990671 42.370131601759475, -71.10652387259275 42.370600177338964, -71.10648381286316 42.37066866964632))","Hancock_St_7","Hancock St","Hancock","St","362.0",,"149","161","148","166","02139","02139","1407.0","1359.0","1","F","Hancock St","F","0"
"MULTILINESTRING ((-71.10648381286316 42.37066866964632, -71.10644253767252 42.37073622479448, -71.10614748544587 42.37122972487272, -71.10609404371526 42.37131954756847))","Hancock_St_8","Hancock St","Hancock","St","362.0",,"171","185","172","186","02139","02139","1359.0","1302.0","1","F","Hancock St","F","0"
"MULTILINESTRING ((-71.09035284261687 42.37374866995449, -71.09033803127049 42.37381277372244, -71.09028337583817 42.37408613606735, -71.09024135949039 42.37426506484197, -71.09022407895041 42.374338956145884))","Harding_St_3","Harding St","Harding","St","363.0",,"43","47","48","48","02141","02141","1086.0","1045.0","1","F","Harding St","F","0"
"MULTILINESTRING ((-71.08986022931745 42.3696625465036, -71.09003889454019 42.369719327280215, -71.09046697751869 42.36985627250721, -71.0909178424191 42.370001337305744, -71.0910329449277 42.37003917583658))","Hardwic_St_1","Hardwick St","Hardwick","St","364.0",,"2","26","1","27","02141","02141","1441.0","1402.0","-1","F","Hardwick St","F","0"
"MULTILINESTRING ((-71.11477923727789 42.384344247989574, -71.11472907130013 42.384291503700446, -71.11446381076354 42.3840393409592, -71.11441483409908 42.38399195144302))","Harris_St_2","Harris St","Harris","St","368.0",,"3","15","8","8","02140","02140","504.0","517.0","0","F","Harris St","F","0"
"MULTILINESTRING ((-71.11441483409908 42.38399195144302, -71.11436702017555 42.383948133089206, -71.11378933931626 42.383488238036776, -71.11365058125622 42.38337817412214))","Harris_St_1","Harris St","Harris","St","368.0",,"19","45","20","30","02140","02140","517.0","552.0","0","F","Harris St","F","0"
"MULTILINESTRING ((-71.09260802309035 42.36484574821589, -71.09272067454147 42.36489515647539, -71.09319270603585 42.36510441676495, -71.09329693902849 42.36515113291916))","Harvard_St_1","Harvard St","Harvard","St","370.0",,"100","110","111","119","02139","02139","1765.0","1739.0","-1","F","Harvard St","F","2"
"MULTILINESTRING ((-71.09329693902849 42.36515113291916, -71.09339757471348 42.365193363408004, -71.09402309177138 42.36545573934435, -71.09413209943591 42.36550244414588))","Harvard_St_2","Harvard St","Harvard","St","370.0",,"120","130","125","131","02139","02139","1739.0","1709.0","-1","F","Harvard St","F","2"
"MULTILINESTRING ((-71.09413209943591 42.36550244414588, -71.09422440221687 42.36554019908767, -71.09472046374798 42.36574865970959, -71.09487863413794 42.36581515719455, -71.09576536814873 42.366188041916935))","Harvard_St_3","Harvard St","Harvard","St","370.0",,"140","160","163","169","02139","02139","1709.0","1673.0","-1","F","Harvard St","F","2"
"MULTILINESTRING ((-71.09576536814873 42.366188041916935, -71.09590918644133 42.36624825846659, -71.09637410828711 42.366444116914145, -71.09652748892469 42.36650790610217))","Harvard_St_5","Harvard St","Harvard","St","370.0",,"168","176","-1","-1","02139","02139","1673.0","1650.0","-1","F","Harvard St","F","2"
"MULTILINESTRING ((-71.09652748892469 42.36650790610217, -71.09659819896693 42.366537570660164, -71.09674198761715 42.366596880507764, -71.09685941880666 42.366646301429384))","Harvard_St_6","Harvard St","Harvard","St","370.0",,"178","182","177","183","02139","02139","1650.0","1642.0","-1","F","Harvard St","F","2"
"MULTILINESTRING ((-71.09685941880666 42.366646301429384, -71.09698286471887 42.366698405062564, -71.09727647525172 42.36681704472945, -71.09729327760846 42.3668224545144))","Harvard_St_7","Harvard St","Harvard","St","370.0",,"184","188","185","189","02139","02139","1642.0","1632.0","-1","F","Harvard St","F","2"
"MULTILINESTRING ((-71.09729327760846 42.3668224545144, -71.09738198900956 42.366849492411774, -71.09762183971044 42.36692071738125, -71.09768299796181 42.366939645939354, -71.09786050109092 42.3669928432357))","Harvard_St_8","Harvard St","Harvard","St","370.0",,"190","194","191","197","02139","02139","1632.0","1622.0","-1","F","Harvard St","F","2"
"MULTILINESTRING ((-71.09139268684321 42.369407834310316, -71.09133923398214 42.369502095624675, -71.09124685269303 42.36966482056354, -71.09114474021717 42.36984444180306, -71.09108036603672 42.36995647324345, -71.0910329449277 42.37003917583658))","Berkshi_St_5","Berkshire St","Berkshire","St","81.0",,"-1","-1","46","66","02141","02141","1464.0","1402.0","1","F","Berkshire St","F","0"
