"the_geom","id","street","street_nam","street_typ","street_id","alias","l_from","l_to","r_from","r_to","zip_left","zip_right","fromnode","tonode","direction","restrictio","label","roadways","majorroad"
"MULTILINESTRING ((-71.10134125704664 42.37062599067433, -71.10131217698358 42.37066600829201, -71.10111455993626 42.37094242006915, -71.1010454501068 42.37103929327456))","Amory_St_3","Amory St","Amory","St","27.0",,"51","51","48","64","02139","02139","1360.0","1322.0","1","F","Amory St","F","0"
"MULTILINESTRING ((-71.1010454501068 42.37103929327456, -71.10098966914991 42.37111749806936, -71.09983308283941 42.37274134876442, -71.09975911306694 42.37284533886173))","Amory_St_4","Amory St","Amory","St","27.0",,"77","165","74","154","02139","02139","1322.0","1160.0","1","F","Amory St","F","0"
"MULTILINESTRING ((-71.10474075647379 42.37078562799001, -71.10465843573793 42.37088336349909, -71.1043679114512 42.37122452350118, -71.10432917823141 42.37126983217673))","Fayette_St_1","Fayette St","Fayette","St","275.0",,"1","5","-1","-1","02139","02139","1348.0","1308.0","1","F","Fayette St","F","0"
"MULTILINESTRING ((-71.1068467898778 42.37161793416373, -71.1056019173809 42.37316133111068, -71.10553901629795 42.373230622846584))","Highlan_Ave_1","Highland Ave","Highland","Ave","389.0",,"15","43","14","50","02139","02139","1274.0","1125.0","1","F","Highland Ave","F","0"
"MULTILINESTRING ((-71.10550752878343 42.373265254854225, -71.10546269438886 42.37332747390946, -71.1050715110234 42.373815290313935, -71.10502306571975 42.373874835043814))","Highlan_Ave_2","Highland Ave","Highland","Ave","389.0",,"63","73","56","74","02139","02139","1120.0","1081.0","1","F","Highland Ave","F","0"
"MULTILINESTRING ((-71.10661163854587 42.365378305277574, -71.10667685269637 42.36532238443984, -71.10676988275537 42.36524430418177, -71.1068604871544 42.36516352635883, -71.10694992924941 42.3650792046292))","Pleasan_St_15","Pleasant St","Pleasant","St","615.0",,"20","20","19","19","02139","02139","1718.0","1752.0","1","F","Pleasant St","F","0"
"MULTILINESTRING ((-71.10602824594551 42.36587169712069, -71.10610435823568 42.36580692312196, -71.10633625767669 42.36561080192205, -71.10653192696853 42.36544485095354, -71.10661163854587 42.365378305277574))","Pleasan_St_16","Pleasant St","Pleasant","St","615.0",,"10","14","9","17","02139","02139","1690.0","1718.0","1","F","Pleasant St","F","0"
"MULTILINESTRING ((-71.10539170024256 42.366407683829095, -71.10552699103248 42.36629410397695, -71.10571540455383 42.36613526412955, -71.10594008908804 42.36594534806168, -71.10602824594551 42.36587169712069))","Pleasan_St_17","Pleasant St","Pleasant","St","615.0",,"-1","-1","-1","-1","02139","02139","1660.0","1690.0","1","F","Pleasant St","F","0"
"MULTILINESTRING ((-71.10458582389231 42.3650122958439, -71.10465952244505 42.36494304163867, -71.10488187312191 42.364741539550536, -71.10507638364152 42.36456579067475, -71.105151328064 42.364498324081055))","Magazin_St_23","Magazine St","Magazine","St","502.0",,"10","10","5","5","02139","02139","1760.0","1786.0","0","F","Magazine St","F","2"
"MULTILINESTRING ((-71.09856453493364 42.36757090065385, -71.09864128140077 42.36759432850776, -71.09903104601115 42.36771151547397, -71.09923011756246 42.36777189298629, -71.09939317028272 42.36782860484752, -71.09946148051687 42.36785200276826))","Richard_St_1","Richardson St","Richardson","St","651.0",,"-1","-1","6","8","02139","02139","1583.0","1563.0","0","F","Richardson St","F","0"
"MULTILINESTRING ((-71.09839079827618 42.367874118625636, -71.09845909686564 42.367899300753336, -71.09886426388856 42.368050403974124, -71.0991639610788 42.368161925374075, -71.09922989759875 42.36818622070364))","Norfolk_Ct_1","Norfolk Ct","Norfolk","Ct","569.0",,"12","16","11","15","02139","02139","1560.0","1539.0","0","F","Norfolk Ct","F","0"
"MULTILINESTRING ((-71.10190136808396 42.366401007285404, -71.10179587742458 42.36635876746695, -71.10160651848075 42.36628415879669, -71.10136083969698 42.3661861945976))","Ashburt_Pl_1","Ashburton Pl","Ashburton","Pl","44.0",,"2","6","1","7","02139","02139","1659.0","1674.0","0","F","Ashburton Pl","F","0"
"MULTILINESTRING ((-71.10130616858531 42.36723383183934, -71.10122582897336 42.36720504235198, -71.10108919985275 42.36715377567903, -71.10086503853859 42.367070126844254))","Lamson_Pl_1","Lamson Pl","Lamson","Pl","460.0",,"1","7","-1","-1","02139","02139","1602.0","1618.0","0","F","Lamson Pl","F","0"
"MULTILINESTRING ((-71.1014855192396 42.36698852899836, -71.10140521686075 42.366959739762905, -71.1012409714957 42.36689858119799, -71.10094489739528 42.366787955845375))","Percy_Pl_1","Percy Pl","Percy","Pl","608.0",,"2","4","1","3","02139","02139","1623.0","1635.0","0","F","Percy Pl","F","0"
"MULTILINESTRING ((-71.09966274664559 42.36567151685297, -71.0997039075133 42.36562265083619, -71.09986367217483 42.36543789900036, -71.10002101410129 42.365255772830366))","Fiske_Pl_1","Fiske Pl","Fiske","Pl","283.0",,"12","30","11","23","02139","02139","1703.0","1732.0","0","F","Fiske Pl","F","0"
"MULTILINESTRING ((-71.10233131966923 42.365852745678595, -71.10242470552105 42.36590742873467, -71.10278381624745 42.36612073195064, -71.10302923209319 42.366266795910725, -71.10315970991766 42.3663429827495))","Bishop-A_Dr_8","Bishop Allen Dr","Bishop Allen","Dr","85.0",,"112","116","-1","-1","02139","02139","1691.0","1667.0","0","F","Bishop Allen Dr","F","0"
"MULTILINESTRING ((-71.10315970991766 42.3663429827495, -71.1032853776783 42.36641915284764, -71.10358226766422 42.36659480966553, -71.10373666124933 42.36668713112524, -71.10383243807829 42.36674448301355))","Bishop-A_Dr_9","Bishop Allen Dr","Bishop Allen","Dr","85.0",,"130","130","-1","-1","02139","02139","1667.0","1638.0","1","F","Bishop Allen Dr","F","0"
"MULTILINESTRING ((-71.1039784663513 42.36683139693524, -71.10415324590052 42.36693624613269, -71.10422628159155 42.366979277652, -71.10432084369181 42.36703574684189))","Bishop-A_Dr_11","Bishop Allen Dr","Bishop Allen","Dr","85.0",,"-1","-1","145","145","02139","02139","1633.0","1620.0","1","F","Bishop Allen Dr","F","0"
"MULTILINESTRING ((-71.10339047041481 42.36939903558722, -71.1034707767942 42.36942782342081, -71.10375490250193 42.369528604632166, -71.1040294617102 42.369626663008916, -71.10408462404993 42.36964647304073))","West_St_1","West St","West","St","805.0",,"4","6","1","9","02139","02139","1465.0","1450.0","0","F","West St","F","0"
"MULTILINESTRING ((-71.0973035049557 42.36446044052858, -71.09738385346952 42.36448119266441, -71.09771981436529 42.36455456498621, -71.09802097714594 42.36461886900528, -71.09812894364593 42.364643311885075))","Eaton_St_1","Eaton St","Eaton","St","234.0",,"4","6","-1","-1","02139","02139","1788.0","1779.0","0","F","Eaton St","F","0"
"MULTILINESTRING ((-71.09820681172505 42.36638280968881, -71.09829795934026 42.36641076093993, -71.09912300288798 42.366660441946976, -71.09998524192862 42.366921826377485, -71.10008840032191 42.36695247972786))","Worcest_St_1","Worcester St","Worcester","St","830.0",,"2","22","1","31","02139","02139","1661.0","1625.0","1","F","Worcester St","F","0"
"MULTILINESTRING ((-71.09966274664559 42.36567151685297, -71.09974909484293 42.36569766660266, -71.10025755074575 42.36585090806583, -71.10064368134884 42.36596807701065, -71.1007516375932 42.36600053008747))","Washing_St_7","Washington St","Washington","St","794.0",,"372","400","373","413","02139","02139","1703.0","1684.0","1","F","Washington St","F","0"
"MULTILINESTRING ((-71.09876453655764 42.36540199167429, -71.09890244337987 42.3654434417958, -71.0993113711319 42.365565167589445, -71.09958119737325 42.36564719483783, -71.09966274664559 42.36567151685297))","Washing_St_6","Washington St","Washington","St","794.0",,"346","368","335","363","02139","02139","1716.0","1703.0","1","F","Washington St","F","0"
"MULTILINESTRING ((-71.09838544036828 42.3660662453147, -71.09831110102411 42.36604282568174, -71.09818520798906 42.36600317304167, -71.09803649264964 42.365956333338744, -71.0979274273981 42.365912293811874))","Marvin_Pl_1","Marvin Pl","Marvin","Pl","518.0",,"-1","-1","7","8","02139","02139","1680.0","1688.0","0","F","Marvin Pl","F","0"
"MULTILINESTRING ((-71.10487068725365 42.3651816515537, -71.10502273340144 42.36527039595384))","Green_St_8","Green St","Green","St","345.0",,"-1","-1","-1","-1","02139","02139","1742.0","1733.0","1","F","Green St","F","0"
"MULTILINESTRING ((-71.10602824594551 42.36587169712069, -71.10612280253078 42.36592904292982, -71.1066710406534 42.36625705282554, -71.10720375629187 42.36657693946485, -71.10728995397962 42.36662802669372))","Green_St_10","Green St","Green","St","345.0",,"-1","-1","-1","-1","02139","02139","1690.0","1648.0","1","F","Green St","F","0"
"MULTILINESTRING ((-71.09965915713634 42.36756579749105, -71.09977305948435 42.367606284873474, -71.10027299013923 42.36778177840559, -71.1006913936154 42.367929353877976, -71.10078491620517 42.367962634894546))","Harvard_St_11","Harvard St","Harvard","St","370.0",,"-1","-1","227","239","02139","02139","1584.0","1552.0","-1","F","Harvard St","F","2"
"MULTILINESTRING ((-71.10078491620517 42.367962634894546, -71.1008640409936 42.367990542361646, -71.10114095729202 42.36808861588495, -71.10122968109162 42.36812009624548))","Harvard_St_12","Harvard St","Harvard","St","370.0",,"-1","-1","243","243","02139","02139","1552.0","1545.0","-1","F","Harvard St","F","2"
"MULTILINESTRING ((-71.10122968109162 42.36812009624548, -71.10131239011835 42.36814889393291, -71.10160614221097 42.36825328118079, -71.10174279658666 42.36830098000284))","Harvard_St_13","Harvard St","Harvard","St","370.0",,"252","252","-1","-1","02139","02139","1545.0","1531.0","-1","F","Harvard St","F","2"
"MULTILINESTRING ((-71.10174279658666 42.36830098000284, -71.101892664934 42.368354075349544, -71.10267794864588 42.36863032031233, -71.10353157226915 42.36893264466015, -71.10367062934893 42.36898122756094))","Harvard_St_14","Harvard St","Harvard","St","370.0",,"258","276","259","277","02139","02139","1531.0","1501.0","0","F","Harvard St","F","2"
"MULTILINESTRING ((-71.10367062934893 42.36898122756094, -71.1037965409086 42.36902531960763, -71.10400874240545 42.36910000323022, -71.10410703638398 42.369134203496614, -71.10422814912478 42.369176494900245))","Harvard_St_15","Harvard St","Harvard","St","370.0",,"278","280","279","281","02139","02139","1501.0","1483.0","0","F","Harvard St","F","2"
"MULTILINESTRING ((-71.10208320510749 42.36442449932781, -71.10216460793218 42.364472006553186, -71.10231663753639 42.364562510718116, -71.10243513004971 42.36463154981338, -71.10256680812466 42.36471040327375))","Massach_Ave_16","Massachusetts Ave","Massachusetts","Ave","520.0","Mass Ave","546","564","539","565","02139","02139","1791.0","1777.0","0","F","Massachusetts Ave","F","1"
"MULTILINESTRING ((-71.10467473153032 42.36597308423507, -71.10475373860709 42.36601970325826, -71.1050553930178 42.36619715630548, -71.1051775014162 42.36626883926115, -71.10531270881965 42.36635840354852, -71.10539170024256 42.366407683829095))","Massach_Ave_20","Massachusetts Ave","Massachusetts","Ave","520.0","Mass Ave","704","750","727","751","02139","02139","1686.0","1660.0","0","F","Massachusetts Ave","F","1"
"MULTILINESTRING ((-71.10539170024256 42.366407683829095, -71.1054790896064 42.36646322191908, -71.10559036807568 42.36653311107099, -71.1056801518639 42.366590440867235))","Massach_Ave_21","Massachusetts Ave","Massachusetts","Ave","520.0","Mass Ave","-1","-1","757","765","02139","02139","1660.0","1649.0","0","F","Massachusetts Ave","F","1"
"MULTILINESTRING ((-71.1056801518639 42.366590440867235, -71.10578425400493 42.366654076166675, -71.10605240433667 42.36681714250975, -71.10626307860724 42.3669461769928, -71.10634326124433 42.366994555140096))","Massach_Ave_22","Massachusetts Ave","Massachusetts","Ave","520.0","Mass Ave","770","806","795","795","02139","02139","1649.0","1624.0","0","F","Massachusetts Ave","F","1"
"MULTILINESTRING ((-71.10634326124433 42.366994555140096, -71.10641388781562 42.367038455124394, -71.10657064762707 42.36713788801279, -71.10666161709939 42.3671952485255))","Massach_Ave_23","Massachusetts Ave","Massachusetts","Ave","520.0","Mass Ave","820","830","831","831","02139","02139","1624.0","1610.0","0","F","Massachusetts Ave","F","1"
"MULTILINESTRING ((-71.10666161709939 42.3671952485255, -71.1067453990522 42.36724808410297, -71.10683275922045 42.36730274294106, -71.10692133519714 42.36735828397152, -71.1070099113294 42.36741382493309))","Massach_Ave_24","Massachusetts Ave","Massachusetts","Ave","520.0","Mass Ave","838","838","843","847","02139","02139","1610.0","1592.0","0","F","Massachusetts Ave","F","1"
"MULTILINESTRING ((-71.10721919519648 42.365056058898304, -71.10732378154717 42.36504749775023, -71.10771208079517 42.365013177174745, -71.10802462355208 42.36498663729234, -71.10812439940915 42.36497805902282))","Western_Ave_10","Western Ave","Western","Ave","807.0",,"90","114","101","111","02139","02139","1757.0","1761.0","1","F","Western Ave","F","2"
"MULTILINESTRING ((-71.10502273340144 42.36527039595384, -71.10509130797968 42.36525726775303, -71.10512860811336 42.365251166754, -71.10525244374817 42.36523553896391, -71.10567919603528 42.36520047910589, -71.10598695814761 42.365169455515854, -71.10620580744408 42.365143477676256))","Western_Ave_13","Western Ave","Western","Ave","807.0",,"-1","-1","5","27","02139","02139","1733.0","1746.0","1","F","Western Ave","F","2"
"MULTILINESTRING ((-71.10719627634015 42.3648795637489, -71.1072019884847 42.364925025216216, -71.10721919519648 42.365056058898304))","Auburn_St_6","Auburn St","Auburn","St","51.0",,"-1","-1","-1","-1","02139","02139","1767.0","1757.0","-1","F","Auburn St","F","0"
"MULTILINESTRING ((-71.09909017302844 42.36482843434494, -71.09967878168958 42.365038074233375))","Columbi_Ter_1","Columbia Ter","Columbia","Ter","173.0",,"2","10","-1","-1","02139","02139","1769.0","1756.0","0","F","Columbia Ter","F","0"
"MULTILINESTRING ((-71.0982012430886 42.36820313028815, -71.0980032551529 42.368542786616054, -71.09797286785891 42.368596162507465, -71.09780278860477 42.368887812311876, -71.097616899153 42.36920970117093, -71.09754888217253 42.369326196309224))","Elm_St_4","Elm St","Elm","St","244.0",,"55","89","56","90","02139","02139","1537.0","1470.0","-1","F","Elm St","F","0"
"MULTILINESTRING ((-71.10256680812466 42.36471040327375, -71.10266495453988 42.364766886255886, -71.10287208755146 42.36488609101565, -71.10307195757116 42.36500708142492, -71.10317962491509 42.365079622245744))","Massach_Ave_17","Massachusetts Ave","Massachusetts","Ave","520.0","Mass Ave","576","614","567","605","02139","02139","1777.0","1751.0","0","F","Massachusetts Ave","F","1"
"MULTILINESTRING ((-71.10432084369181 42.36703574684189, -71.10424468912323 42.367106748567124, -71.10400422177423 42.36732777970292, -71.1037866584999 42.36753108016008))","Austin_Pk_1","Austin Pk","Austin","Pk","53.0",,"4","10","3","9","02139","02139","1620.0","1586.0","0","F","Austin Pk","F","0"
"MULTILINESTRING ((-71.1024035004101 42.367367699569705, -71.10347384996375 42.36778660099724))","St-P_St_1","St Paul St","St Paul","St","722.0",,"2","8","3","7","02139","02139","1593.0","1565.0","0","F","St Paul St","F","0"
"MULTILINESTRING ((-71.10347384996375 42.36778660099724, -71.10322773406125 42.36814036952989))","St-P_St_3","St Paul St","St Paul","St","722.0",,"14","20","9","15","02139","02139","1565.0","1544.0","0","F","St Paul St","F","0"
"MULTILINESTRING ((-71.09829062970574 42.36529252256619, -71.09834222262724 42.36530249911507, -71.0986277915276 42.36536408530478, -71.09876453655764 42.36540199167429))","Washing_St_5","Washington St","Washington","St","794.0",,"-1","-1","319","319","02139","02139","1727.0","1716.0","1","F","Washington St","F","0"
"MULTILINESTRING ((-71.09829062970574 42.36529252256619, -71.09813503706667 42.36557708902798))","Washing_Ct_1","Washington Ct","Washington","Ct","792.0",,"1","2","-1","-1","02139","02139","1727.0","1705.0","0","F","Washington Ct","F","0"
"MULTILINESTRING ((-71.09791147075872 42.3652092320051, -71.09800506721162 42.36523003001184, -71.09829062970574 42.36529252256619))","Washing_St_4","Washington St","Washington","St","794.0",,"304","304","305","305","02139","02139","1737.0","1727.0","1","F","Washington St","F","0"
"MULTILINESTRING ((-71.10620580744408 42.365143477676256, -71.106404139048 42.36512632002827, -71.10664215886123 42.36510575791532, -71.10675278218044 42.36509633982663, -71.10694992924941 42.3650792046292))","Western_Ave_12","Western Ave","Western","Ave","807.0",,"44","66","-1","-1","02139","02139","1746.0","1752.0","1","F","Western Ave","F","2"
"MULTILINESTRING ((-71.10694992924941 42.3650792046292, -71.10702323234075 42.36507319860291, -71.10711701395559 42.36506462816686, -71.10721919519648 42.365056058898304))","Western_Ave_11","Western Ave","Western","Ave","807.0",,"-1","-1","-1","-1","02139","02139","1752.0","1757.0","1","F","Western Ave","F","2"
"MULTILINESTRING ((-71.10487068725365 42.3651816515537, -71.10514137554127 42.36512646471729, -71.10539521078499 42.36507388118375, -71.10552764916689 42.36503155527459, -71.10554694022622 42.36502360872172, -71.10570366488706 42.36493770758671, -71.10580725778733 42.36489262070844))","River_St_15","River St","River","St","657.0",,"-1","-1","-1","-1","02139","02139","1764.0","1742.0","-1","F","River St","F","2"
"MULTILINESTRING ((-71.10130616858531 42.36723383183934, -71.10126856921495 42.3672871561655, -71.10105159464192 42.36758935012791, -71.10083704021096 42.367888862868966, -71.10078491620517 42.367962634894546))","Essex_St_6","Essex St","Essex","St","256.0",,"55","55","50","54","02139","02139","1602.0","1552.0","1","F","Essex St","F","0"
"MULTILINESTRING ((-71.10634326124433 42.366994555140096, -71.10623928246876 42.36710113596811, -71.10606997234974 42.36727606748964, -71.10589221140013 42.36745900995236, -71.10583537757296 42.367517620802595))","Bigelow_St_1","Bigelow St","Bigelow","St","82.0",,"3","5","-1","-1","02139","02139","1624.0","1589.0","1","F","Bigelow St","F","0"
"MULTILINESTRING ((-71.10510750672216 42.36709012131226, -71.10504708506647 42.367142490402934, -71.1049999773467 42.36718420327776, -71.10490814656475 42.36726497540386, -71.1048272244206 42.36733508302828))","Inman_St_2","Inman St","Inman","St","426.0",,"11","11","12","12","02139","02139","1617.0","1597.0","-1","F","Inman St","F","0"
"MULTILINESTRING ((-71.1014855192396 42.36698852899836, -71.10146734150263 42.36701340969673, -71.10144557443438 42.36703827795505, -71.10134373106192 42.36718047993184, -71.10130616858531 42.36723383183934))","Essex_St_5","Essex St","Essex","St","256.0",,"37","43","40","42","02139","02139","1623.0","1602.0","1","F","Essex St","F","0"
"MULTILINESTRING ((-71.10583537757296 42.367517620802595, -71.1057491798478 42.367466532493914, -71.10547981006006 42.36730881224486, -71.10519130933241 42.36713941823743, -71.10510750672216 42.36709012131226))","Doyle_Way_1","Doyle Way","Doyle","Way","226.0",,"-1","-1","-1","-1","02139","02139","1589.0","1617.0","1","F","Doyle Way","F","0"
"MULTILINESTRING ((-71.10583537757296 42.367517620802595, -71.10577004576469 42.367585998857784, -71.10503959099576 42.368342642172315, -71.1042825360038 42.36912501103927, -71.10422814912478 42.369176494900245))","Bigelow_St_2","Bigelow St","Bigelow","St","82.0",,"7","37","6","46","02139","02139","1589.0","1483.0","1","F","Bigelow St","F","0"
"MULTILINESTRING ((-71.10190136808396 42.366401007285404, -71.10171708916444 42.366659657397726, -71.10159830724848 42.3668240828777, -71.10151224606525 42.3669458414002, -71.1014855192396 42.36698852899836))","Essex_St_4","Essex St","Essex","St","256.0",,"29","35","28","38","02139","02139","1659.0","1623.0","1","F","Essex St","F","0"
"MULTILINESTRING ((-71.10467473153032 42.36597308423507, -71.10453334509351 42.36610269500183, -71.10389891620277 42.36668233904883, -71.10383243807829 42.36674448301355))","Temple_St_1","Temple St","Temple","St","739.0",,"5","7","-1","-1","02139","02139","1686.0","1638.0","1","F","Temple St","F","0"
"MULTILINESTRING ((-71.10580725778733 42.36489262070844, -71.10592216005826 42.3649625219919, -71.10604178415763 42.365046681105845, -71.10620580744408 42.365143477676256))","Frankli_St_7","Franklin St","Franklin","St","302.0",,"-1","-1","-1","-1","02139","02139","1764.0","1746.0","-1","F","Franklin St","F","0"
"MULTILINESTRING ((-71.1039784663513 42.36683139693524, -71.10392163681325 42.36688912876182, -71.10388538365561 42.366922865851414, -71.10372464935345 42.36707466345633, -71.10343339692078 42.3673391767222))","Vail_Ct_1","Vail Ct","Vail","Ct","766.0",,"-1","-1","1","15","02139","02139","1633.0","1596.0","0","F","Vail Ct","F","0"
"MULTILINESTRING ((-71.09182055512943 42.37255993942014, -71.09157098255312 42.37361936490005, -71.09138676141744 42.37442061211974, -71.09137573966751 42.37444820581592, -71.09135144550926 42.374490872222424, -71.09134902263902 42.37449355281, -71.09130288321414 42.374566436200745))","Willow_St_4","Willow St","Willow","St","819.0",,"120","200","113","169","02141","02141","1185.0","1033.0","1","F","Willow St","F","0"
"MULTILINESTRING ((-71.09534561272346 42.37301701649775, -71.09527756463753 42.37313707741122, -71.09504113574906 42.37364944247194, -71.094796287841 42.37416981748715, -71.09474744436253 42.3742899457092))","Elm_St_8","Elm St","Elm","St","244.0",,"289","333","318","318","02139","02139","1145.0","1056.0","1","F","Elm St","F","0"
"MULTILINESTRING ((-71.08864315040869 42.37352606117273, -71.08876080831035 42.3735416291607, -71.08951121632111 42.37363876051908, -71.09024842663513 42.373734056312365, -71.09035284261687 42.37374866995449))","Porter_St_2","Porter St","Porter","St","623.0",,"24","72","33","81","02141","02141","1098.0","1086.0","0","F","Porter St","F","0"
"MULTILINESTRING ((-71.09619212033327 42.36991663188062, -71.09632958032454 42.37002937459801, -71.09655550926146 42.37021371862217, -71.09677424623882 42.370394469678054, -71.09687946202045 42.37048037136593))","Hampshi_St_9","Hampshire St","Hampshire","St","359.0",,"118","126","121","129","02139","02139","1417.0","1370.0","0","F","Hampshire St","F","2"
"MULTILINESTRING ((-71.09534561272346 42.37301701649775, -71.09550531379448 42.373038076425004, -71.09581987976442 42.373078394971024, -71.09611280871462 42.373116825597755, -71.09623889946775 42.37313332108784))","Cambrid_St_23","Cambridge St","Cambridge","St","122.0",,"1092","1132","1093","1127","02139","02139","1145.0","1130.0","0","F","Cambridge St","F","2"
"MULTILINESTRING ((-71.09451235950644 42.37291161848853, -71.09466843918038 42.37293176126933, -71.0949674042955 42.37296936542424, -71.09520513243227 42.37299959128653, -71.09534561272346 42.37301701649775))","Cambrid_St_22","Cambridge St","Cambridge","St","122.0",,"1046","1076","1055","1075","02139","02139","1155.0","1145.0","0","F","Cambridge St","F","2"
"MULTILINESTRING ((-71.09232002916389 42.37168942333783, -71.09242435848014 42.371722776860224, -71.0929807784069 42.37189759647294, -71.0934376644464 42.37204176701493, -71.0935372014096 42.37207241338728))","Palermo_St_1","Palermo St","Palermo","St","596.0",,"10","24","1","23","02141","02141","1257.0","1224.0","0","F","Palermo St","F","0"
"MULTILINESTRING ((-71.09120223954783 42.37247934542778, -71.09131868059363 42.37249402837873, -71.09149035775005 42.37251689264919, -71.09170049288045 42.37254436602028, -71.09182055512943 42.37255993942014))","Cambrid_St_18","Cambridge St","Cambridge","St","122.0",,"-1","-1","850","889","02141","02141","1189.0","1185.0","0","F","Cambridge St","F","2"
