Crash Number,Date Time,Day Of Week,Object 1,Object 2,Street Number,Steet Name,Cross Street,Location,Latitude,Longitude,Coordinates,cambridge_cdd_zoning,cambridge_zipcodes,cambridge_neighborhoods
1500001689,12/14/2015 06:17:00 PM,Monday,SINGLE UNIT TRUCK (3 0R MORE AXLES),"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",361,HURON AVE,,361 HURON AVE,42.381198900000001,-71.138801599999894,,,,
30583,04/01/2012 12:49:00 PM,Sunday,Auto,Parked Vehicle,6,ESSEX ST,,"6 ESSEX ST Cambridge, MA",42.365344,-71.102669000000006,,,,
1500001242,09/08/2015 01:35:00 PM,Tuesday,PASSENGER CAR,,906,MASS AVE,,906 MASS AVE,42.3683014,-71.108596800000001,,,,
1600000139,02/04/2016 10:05:00 AM,Thursday,PASSENGER CAR,,55,FRANKLIN ST,,55 FRANKLIN ST,42.361301400000002,-71.099700900000002,,,,
30844,06/01/2012 08:00:00 AM,Friday,Auto,Auto,5,Cedar St,,"5 Cedar St Cambridge, MA",42.397508999999999,-71.131022999999999,,,,
33167,12/11/2014 08:00:00 AM,Thursday,Auto,Bicycle,,Broadway,Portland St,"Broadway & Portland St Cambridge, MA",42.365791299999998,-71.092071500000003,,,,
29597,09/06/2013 07:50:00 AM,Friday,Auto,Parked Vehicle,,Massachusetts Ave,Churchill Ave," Massachusetts Ave & Churchill Ave Cambridge, MA",42.399821000000003,-71.133488999999997,,,,
28960,04/06/2013 08:29:00 AM,Saturday,Auto,Auto,,Third St,Monsignor OBrien Hwy," Third St & Monsignor OBrien Hwy Cambridge, MA",42.372425,-71.079453999999998,,,,
31667,12/10/2012 03:53:00 AM,Monday,Auto,Auto,,Cambridge St,PROSPECT ST," Cambridge St & PROSPECT ST Cambridge, MA",42.373379999999997,-71.098140000000001,,,,
31312,09/20/2012 12:59:00 AM,Thursday,Auto,Auto,,Cambridge St,LINE ST," Cambridge St & LINE ST Cambridge, MA",42.374028000000003,-71.103097000000005,,,,
29381,07/14/2013 09:59:00 AM,Sunday,Auto,Parked Vehicle,256,Western Ave,,"256 Western Ave Cambridge, MA",42.364567000000001,-71.111697000000007,,,,
32512,08/05/2014 07:51:00 PM,Tuesday,Auto,Auto,250,Massachusetts Ave,,"250 Massachusetts Ave Cambridge, MA",42.361568499999997,-71.097251900000003,,,,
1500000135,01/31/2015 09:48:00 PM,Saturday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,,HAMPSHIRE ST,PROSPECT,HAMPSHIRE ST & PROSPECT,42.3721999999999,-71.098999000000006,,,,
28695,02/02/2013 08:51:00 AM,Saturday,Auto,Auto,2175,Massachusetts Ave,,"2175 Massachusetts Ave Cambridge, MA",42.392738999999999,-71.124607999999995,,,,
28674,01/23/2013 05:48:00 PM,Wednesday,Auto,Auto,,Massachusetts Ave,Bigelow St," Massachusetts Ave & Bigelow St Cambridge, MA",42.366995000000003,-71.106342999999995,,,,
26987,12/28/2011 02:19:00 PM,Wednesday,Auto,Bicycle,240,Albany St,,"240 Albany St Cambridge, MA",42.358381999999999,-71.100964000000005,,,,
1500000411,03/05/2015 02:56:00 PM,Thursday,PASSENGER CAR,PASSENGER CAR,,HAMPSHIRE ST,CAMBRIDGE ST,HAMPSHIRE ST & CAMBRIDGE ST,42.373699199999898,-71.100799600000002,,,,
25961,05/15/2011 12:59:00 AM,Sunday,Auto,Auto,,MONTGOMERY ST,DUDLEY ST," MONTGOMERY ST & DUDLEY ST Cambridge, MA",42.395744999999998,-71.133191999999994,,,,
1500000311,02/20/2015 09:33:00 AM,Friday,PASSENGER CAR,,,PLEASANT ST.,PRINCE ST.,PLEASANT ST. & PRINCE ST.,42.361301400000002,-71.111503600000006,,,,
1600000339,03/28/2016 06:36:00 PM,Monday,PASSENGER CAR,PASSENGER CAR,,MASSACHUSETTS AVE,BLAKE STREET,MASSACHUSETTS AVE & BLAKE STREET,42.390899699999899,-71.1222992,,,,
1600000547,05/11/2016 08:18:00 PM,Wednesday,PASSENGER CAR,PASSENGER CAR,10,APPIAN WAY,,10 APPIAN WAY,42.375400499999898,-71.121696499999899,,,,
1500000442,03/12/2015 05:50:00 AM,Thursday,PASSENGER CAR,,95,HAMPSHIRE STREET,,95 HAMPSHIRE STREET,42.368999500000001,-71.095100400000007,,,,
25697,03/07/2011 06:46:00 AM,Monday,Auto,Auto,50,Broadway,,"50 Broadway Cambridge, MA",42.363134000000002,-71.085887999999997,,,,
26414,08/29/2011 02:28:00 PM,Monday,Van,Auto,1369,Cambridge St,SPRINGFIELD ST,"1369 Cambridge St Cambridge, MA",42.373772000000002,-71.100389000000007,,,,
31909,03/06/2014 07:54:00 AM,Thursday,Auto,Truck,,MOUNT AUBURN ST,JFK St,"MOUNT AUBURN ST & JFK St Cambridge, MA",42.372566200000001,-71.120147700000004,,,,
30257,01/12/2012 06:00:00 PM,Thursday,Auto,Parked Vehicle,,Second St,Gore St," Second St & Gore St Cambridge, MA",42.371560000000002,-71.078442999999993,,,,
32797,10/07/2014 07:22:00 PM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Windsor St,"Massachusetts Ave & Windsor St Cambridge, MA",42.361389199999998,-71.096954299999993,,,,
29692,08/28/2013 02:00:00 PM,Saturday,Auto,Bicycle,,HURLEY ST,Third St," HURLEY ST & Third St Cambridge, MA",42.368299999999998,-71.080573999999999,,,,
31302,09/18/2012 06:30:00 PM,Tuesday,Auto,Auto,,JFK St,Brattle St," JFK St & Brattle St Cambridge, MA",42.372774,-71.120658000000006,,,,
31236,09/03/2012 05:00:00 PM,Monday,School Bus,Parked Vehicle,55,HARVEY ST,,"55 HARVEY ST Cambridge, MA",42.397314999999999,-71.132053999999997,,,,
25553,02/10/2011 06:30:00 AM,Thursday,Auto,Parked Vehicle,187,Webster Ave,,"187 Webster Ave Cambridge, MA",42.370941999999999,-71.093563000000003,,,,
1500001468,10/25/2015 07:15:00 AM,Sunday,PASSENGER CAR,,1001,CAMBRIDGE ST,,1001 CAMBRIDGE ST,42.3727988999999,-71.093299900000005,,,,
29557,08/27/2013 07:40:00 AM,Friday,Auto,Parked Vehicle,23,ST SAUVEUR CT,,"23 ST SAUVEUR CT Cambridge, MA",42.377172999999999,-71.152805000000001,,,,
24848,09/01/2010 11:00:00 AM,Wednesday,Auto,Auto,246,Blanchard Rd,,"246 Blanchard Rd Cambridge, MA",42.39237,-71.157898000000003,,,,
1500001381,10/05/2015 09:00:00 AM,Monday,PASSENGER CAR,,,CAMBRIDGE STREET,COLUMBIA STREET,CAMBRIDGE STREET & COLUMBIA STREET,42.3728981,-71.094497700000005,,,,
29472,08/05/2013 08:29:00 AM,Monday,Auto,Fixed Object,,PEMBERTON ST,Haskell St," PEMBERTON ST & Haskell St Cambridge, MA",42.390377999999998,-71.127658999999994,,,,
1500001043,07/21/2015 03:54:00 PM,Tuesday,PASSENGER CAR,PASSENGER CAR,,CAMBRIDGE ST,PROSPECT ST,CAMBRIDGE ST & PROSPECT ST,42.373401600000001,-71.098098800000002,,,,
25746,03/20/2011 03:59:00 PM,Sunday,Auto,Auto,,Massachusetts Ave,Church St," Massachusetts Ave & Church St Cambridge, MA",42.374437,-71.118865999999997,,,,
1500001694,12/16/2015 10:12:00 AM,Wednesday,PASSENGER CAR,,,HAMPSHIRE ST.,WINDSOR ST.,HAMPSHIRE ST. & WINDSOR ST.,42.368801099999899,-71.094802900000005,,,,
1500001114,08/08/2015 12:03:00 PM,Saturday,PASSENGER CAR,PASSENGER CAR,119,FIRST ST,,119 FIRST ST,42.367198899999899,-71.077697799999896,,,,
32004,04/07/2014 11:15:00 AM,Monday,Auto,Auto,,JFK St,Brattle St,"JFK St & Brattle St Cambridge, MA",42.373466499999999,-71.119392399999995,,,,
29628,09/11/2013 07:05:00 AM,Wednesday,Auto,Auto,,Massachusetts Ave,Cameron Ave," Massachusetts Ave & Cameron Ave Cambridge, MA",42.397440000000003,-71.130266000000006,,,,
30980,07/03/2012 03:00:00 PM,,Auto,Bicycle,5,Dewolfe St,,"5 Dewolfe St Cambridge, MA",42.371034999999999,-71.116168999999999,,,,
1500000236,02/12/2015 02:30:00 PM,Thursday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",1691,CAMBRIDGE ST,,1691 CAMBRIDGE ST,42.375099200000001,-71.111503600000006,,,,
1600000231,02/27/2016 10:00:00 AM,Saturday,,,,170 GORE ST (LAMBERT ST SIDE),,,,,,,,
32647,09/07/2014 12:26:00 AM,Sunday,Auto,Auto,11,MARIE AVE,,"11 MARIE AVE Cambridge, MA",42.3735237,-71.104232800000005,,,,
30842,05/31/2012 09:50:00 PM,Thursday,Taxi,Bicycle,581,Massachusetts Ave,,"581 Massachusetts Ave Cambridge, MA",42.365006999999999,-71.102734999999996,,,,
1500000566,04/11/2015 11:11:00 AM,Saturday,PASSENGER CAR,,220,ALEWIFE BROOK PKWY,,220 ALEWIFE BROOK PKWY,42.388599399999897,-71.143302899999895,,,,
1600000178,02/14/2016 09:15:00 AM,Sunday,PASSENGER CAR,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,SIDNEY ST,FRANKLIN ST,SIDNEY ST & FRANKLIN ST,42.361900300000002,-71.100700399999894,,,,
1500001269,09/13/2015 01:33:00 PM,Sunday,PASSENGER CAR,,61,ELLEREY ST.,,61 ELLEREY ST.,42.372398400000002,-71.109901399999899,,,,
33096,12/01/2014 05:15:00 PM,Monday,Auto,Pedestrian,,Third St,Thorndike St,"Third St & Thorndike St Cambridge, MA",42.369647999999998,-71.080162000000001,,,,
29233,06/03/2013 12:23:00 PM,Monday,Auto,Auto,,Hampshire St,Bristol St," Hampshire St & Bristol St Cambridge, MA",42.367952000000002,-71.093802999999994,,,,
26199,07/12/2011 11:29:00 AM,Tuesday,Auto,Auto,,Concord Ave,MOULTON ST," Concord Ave & MOULTON ST Cambridge, MA",42.389614999999999,-71.148118999999994,,,,
28831,03/04/2013 09:49:00 AM,Sunday,Taxi,Auto,77,Massachusetts Ave,,"77 Massachusetts Ave Cambridge, MA",42.359127999999998,-71.093339,,,,
1500000687,05/07/2015 05:12:00 PM,Thursday,PASSENGER CAR,,743,MASSACHUSETTS,,743 MASSACHUSETTS,42.366298700000002,-71.105102500000001,,,,
24995,10/27/2010 06:30:00 AM,Wednesday,Auto,Auto,,Cambridge St,Windsor St," Cambridge St & Windsor St Cambridge, MA",42.372750000000003,-71.093288000000001,,,,
32310,06/16/2014 12:06:00 PM,Monday,Auto,Auto,8,Inman St,,"8 Inman St Cambridge, MA",42.367076900000001,-71.105125400000006,,,,
29021,04/23/2013 12:49:00 PM,Tuesday,Auto,Auto,,Magee St,Putnam Ave," Magee St & Putnam Ave Cambridge, MA",42.366393000000002,-71.113560000000007,,,,
24872,10/01/2010 03:30:00 PM,Friday,Auto,Auto,,Third St,SPRING ST," Third St & SPRING ST Cambridge, MA",42.368965000000003,-71.080324000000005,,,,
31331,09/24/2012 04:19:00 PM,Monday,Auto,Bicycle,1967,Massachusetts Ave,,"1967 Massachusetts Ave Cambridge, MA",42.390065999999997,-71.120465999999993,,,,
29105,05/10/2013 11:45:00 AM,Friday,Auto,Parked Vehicle,1001,Cambridge St,,"1001 Cambridge St Cambridge, MA",42.373038999999999,-71.093564999999998,,,,
1500001505,11/02/2015 11:16:00 AM,Monday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,415,BROADWAY,,415 BROADWAY,42.372501399999898,-71.109100299999895,,,,
32541,08/13/2014 02:20:00 PM,Wednesday,Auto,Auto,2222,Massachusetts Ave,,"2222 Massachusetts Ave Cambridge, MA",42.393646199999999,-71.12603,,,,
29400,07/19/2013 03:30:00 PM,Friday,Auto,Auto,,Land Blvd,Cambridgeside Pl," Land Blvd & Cambridgeside Pl Cambridge, MA",42.366982,-71.075411000000003,,,,
31089,08/02/2012 03:14:00 PM,Wednesday,Auto,Auto,,PLEASANT ST,Fairmont Ave," PLEASANT ST & Fairmont Ave Cambridge, MA",42.361733000000001,-71.110910000000004,,,,
1500001175,08/21/2015 09:12:00 PM,Friday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,2284,MASSACHUSETTS AVE.,,2284 MASSACHUSETTS AVE.,42.394798299999898,-71.127296400000006,,,,
25314,01/10/2011 08:45:00 AM,Monday,Auto,Auto,799,Concord Ave,,"799 Concord Ave Cambridge, MA",42.391447999999997,-71.155467000000002,,,,
31982,03/08/2014 06:00:00 PM,Monday,Auto,Parked Vehicle,184,Raymond St,,"184 Raymond St Cambridge, MA",42.388793900000003,-71.128349299999996,,,,
29817,10/23/2013 06:59:00 PM,Wednesday,Auto,Parked Vehicle,,GARDEN ST,MASON ST," GARDEN ST & MASON ST Cambridge, MA",42.376564000000002,-71.122185000000002,,,,
1600000551,05/12/2016 04:44:00 PM,Thursday,SINGLE UNIT TRUCK (3 0R MORE AXLES),,25,BAY STREET,,25 BAY STREET,42.367698699999899,-71.111099199999899,,,,
28564,01/02/2013 12:34:00 PM,Wednesday,Auto,Auto,,Massachusetts Ave,Beech St," Massachusetts Ave & Beech St Cambridge, MA",42.390293999999997,-71.120996000000005,,,,
1500000545,04/04/2015 07:58:00 PM,Saturday,PASSENGER CAR,PASSENGER CAR,,MAIN,CHERRY,MAIN & CHERRY,42.363300299999899,-71.097503700000004,,,,
30076,12/17/2013 02:10:00 PM,Tuesday,Truck,Parked Vehicle,,Webster Ave,Columbia St," Webster Ave & Columbia St Cambridge, MA",42.373213999999997,-71.094425999999999,,,,
25990,05/24/2011 10:40:00 AM,Tuesday,Auto,Auto,40,Thorndike St,,"40 Thorndike St Cambridge, MA",42.369478999999998,-71.079561999999996,,,,
32870,11/01/2014 07:00:00 PM,Saturday,Auto,Pedestrian,,IRVING ST,KIRKLAND ST,"IRVING ST & KIRKLAND ST Cambridge, MA",42.377361299999997,-71.1106415,,,,
26407,08/27/2011 09:59:00 AM,Saturday,Truck,Parked Vehicle,,Tremont St,Cambridge St," Tremont St & Cambridge St Cambridge, MA",42.373249999999999,-71.097130000000007,,,,
29246,06/07/2013 09:30:00 AM,Friday,Truck,Parked Vehicle,,Second St,Bent St," Second St & Bent St Cambridge, MA",42.366768999999998,-71.079538999999997,,,,
1600000761,06/21/2016 09:12:00 PM,Tuesday,,,77,MASSACHUSETTS AVE,,77 MASSACHUSETTS AVE,42.359199500000003,-71.093696600000001,,,,
29795,10/20/2013 01:44:00 AM,Sunday,Auto,Parked Vehicle,21,Belmont St,,"21 Belmont St Cambridge, MA",42.374937000000003,-71.150957000000005,,,,
25363,01/18/2011 03:58:00 PM,Tuesday,Auto,Auto,1001,Cambridge St,Windsor St,"1001 Cambridge St Cambridge, MA",42.373038999999999,-71.093564999999998,,,,
28666,01/30/2013 06:45:00 PM,Wednesday,Auto,Pedestrian,,GARDEN ST,Appian Way," GARDEN ST & Appian Way Cambridge, MA",42.375973999999999,-71.120982999999995,,,,
31274,09/12/2012 09:33:00 PM,Wednesday,Auto,Parked Vehicle,227,Alewife Brook Pky,,"227 Alewife Brook Pky Cambridge, MA",42.388869999999997,-71.143229000000005,,,,
29165,05/21/2013 09:59:00 PM,Tuesday,Auto,Parked Vehicle,21,STEARNS ST,,"21 STEARNS ST Cambridge, MA",42.385556999999999,-71.130994999999999,,,,
31040,06/27/2012 07:54:00 AM,Wednesday,Auto,Parked Vehicle,,FOREST ST,Massachusetts Ave," FOREST ST & Massachusetts Ave Cambridge, MA",42.385379999999998,-71.119336000000004,,,,
25449,02/01/2011 08:32:00 AM,Tuesday,School Bus,Parked Vehicle,17,Yerxa Rd,,"17 Yerxa Rd Cambridge, MA",42.392012999999999,-71.129306,,,,
1600000764,06/22/2016 08:35:00 AM,Wednesday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,320,BINNEY ST,,320 BINNEY ST,,,,,,
1500000452,02/24/2015 03:00:00 PM,Tuesday,PASSENGER CAR,,,FRANKLIN ST,,FRANKLIN ST,,,,,,
1500000042,01/13/2015 09:32:00 AM,Tuesday,PASSENGER CAR,PASSENGER CAR,,WHITTERMORE,,WHITTERMORE,,,,,,
25863,04/17/2011 04:15:00 PM,,Auto,Parked Vehicle,,Alewife Brook Pky,," Alewife Brook Pky &  Cambridge, MA",,,,,,
1500000306,02/19/2015 05:48:00 PM,Thursday,PASSENGER CAR,PASSENGER CAR,,CONCORD AVE,,CONCORD AVE,,,,,,
1500000187,02/08/2015 07:58:00 PM,Sunday,PASSENGER CAR,,,PEMBERTON ST,,PEMBERTON ST,,,,,,
1500001063,07/26/2015 03:55:00 PM,Sunday,PASSENGER CAR,,0,INMAN STREET,,0 INMAN STREET,,,,,,
1600000017,01/06/2016 04:37:00 PM,Wednesday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,22,WINDSOR ST,,22 WINDSOR ST,,,,,,
24458,07/12/2010 08:39:00 AM,,Auto,Parked Vehicle,167,Putnam Ave,,"167 Putnam Ave Cambridge, MA",42.365358999999998,-71.113876000000005,,,,
24392,06/26/2010 05:29:00 AM,Saturday,Auto,Parked Vehicle,44,Second St,,"44 Second St Cambridge, MA",42.369804999999999,-71.078715000000003,,,,
24243,05/25/2010 07:19:00 AM,Tuesday,Auto,Bicycle,,Cambridge St,SUMNER RD," Cambridge St & SUMNER RD Cambridge, MA",42.375266000000003,-71.112729000000002,,,,
23832,02/23/2010 07:32:00 AM,Tuesday,Auto,Auto,,Broadway,ELLERY ST," Broadway & ELLERY ST Cambridge, MA",42.372751999999998,-71.109728000000004,,,,
24304,06/05/2010 09:00:00 PM,Saturday,Auto,Auto,,Sidney St,Tudor St," Sidney St & Tudor St Cambridge, MA",42.359861000000002,-71.103060999999997,,,,
24149,05/05/2010 08:00:00 PM,Wednesday,Auto,Auto,,GREEN ST,Sellers St," GREEN ST & Sellers St Cambridge, MA",42.366627999999999,-71.107290000000006,,,,
24499,07/19/2010 09:20:00 PM,Monday,Auto,Taxi,,Third St,Gore St," Third St & Gore St Cambridge, MA",42.371716999999997,-71.079684999999998,,,,
23798,02/14/2010 12:00:00 AM,Sunday,Auto,Auto,48,STEARNS ST,,"48 STEARNS ST Cambridge, MA",42.38579,-71.129914999999997,,,,
24143,05/03/2010 03:11:00 PM,Monday,Auto,Auto,,PLEASANT ST,GREEN ST," PLEASANT ST & GREEN ST Cambridge, MA",42.365872000000003,-71.106027999999995,,,,
23864,02/26/2010 10:34:00 AM,Friday,Auto,Auto,,Cambridge St,Sixth St," Cambridge St & Sixth St Cambridge, MA",42.371654999999997,-71.084789999999998,,,,
24626,08/17/2010 09:00:00 AM,Tuesday,Auto,Auto,355,Binney St,,"355 Binney St Cambridge, MA",42.367297000000001,-71.089676999999995,,,,
24516,07/23/2010 05:10:00 PM,Friday,Auto,Auto,,Second St,Otis St," Second St & Otis St Cambridge, MA",42.370144000000003,-71.078750999999997,,,,
23642,01/02/2010 07:31:00 AM,Saturday,Truck,Fixed Object,,MAGAZINE ST,PRINCE ST," MAGAZINE ST & PRINCE ST Cambridge, MA",42.36027,-71.109808999999998,,,,
24377,06/22/2010 05:00:00 PM,Tuesday,Auto,Parked Vehicle,28,Camp St,,"28 Camp St Cambridge, MA",42.398788000000003,-71.129772000000003,,,,
24337,06/12/2010 03:17:00 PM,Saturday,Auto,Parked Vehicle,,MAGAZINE ST,Lawrence St," MAGAZINE ST & Lawrence St Cambridge, MA",42.361939,-71.107973000000001,,,,
24564,08/04/2010 11:39:00 PM,Wednesday,Auto,Parked Vehicle,101,Western Ave,,"101 Western Ave Cambridge, MA",42.365237,-71.107583000000005,,,,
23909,03/11/2010 10:30:00 AM,Thursday,Auto,Auto,730,MEMORIAL DR,,"730 MEMORIAL DR Cambridge, MA",42.357376000000002,-71.114491999999998,,,,
23831,02/22/2010 09:14:00 PM,Monday,Auto,Parked Vehicle,,Cambridge St,FIRST ST," Cambridge St & FIRST ST Cambridge, MA",42.370635999999998,-71.076933999999994,,,,
24483,07/15/2010 10:56:00 PM,Thursday,Auto,Auto,,Cambridge St,Third St," Cambridge St & Third St Cambridge, MA",42.371020000000001,-71.079847999999998,,,,
