"company_name","company_name_additional","doing_business_as_dba","street_address","zip_code","first_issue_date","permit_start_date","permit_end_date","licensed_capacity","monday_opening","monday_close","tuesday_opening","tuesday_close","wednesday_opening","wednesday_close","thursday_opening","thursday_close","friday_opening","friday_close","saturday_opening","saturday_close","sunday_opening","sunday_close"
"Kirie, Inc.","Kirie, Inc.","Shay's Pub & Wine Bar","62 Marlborough Street","02116","1993-08-30T14:48:16.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","72","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","06:00:00","20:00:00"
"Lotus Kuai Harvard, Inc.",,"Changsho Restaurant","95 Hancock St","02178","1993-09-09T14:06:33.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","258","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","18:00:00","20:00:00"
"Riverside Pizza and Seafood, Inc.",,"Riverside Pizza & Seafood Restaurant","297-307 River Street","02139","1992-11-05T20:24:22.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","89","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","07:00:00","20:00:00"
"Mass. Breakfast, Inc.",,"Andy's Diner","2030 Mass Ave","02140","1993-09-20T13:56:08.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","94","01:00:00","15:00:00","01:00:00","15:00:00","01:00:00","15:00:00","01:00:00","15:00:00","01:00:00","15:00:00","01:00:00","15:00:00","01:00:00","15:00:00"
"Angelo's Pizza LLC",,"Angelo's Pizza","444 Broadway","02138","1993-09-20T14:22:30.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","25","06:00:00","19:00:00","06:00:00","19:00:00","06:00:00","19:00:00","06:00:00","19:00:00","06:00:00","19:00:00","06:00:00","19:00:00","07:00:00","19:00:00"
"#2 Aram's Sub",,"#2 Aram's Sub","345 Cambridge St","02141","1993-09-20T14:31:25.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","20","05:00:00","17:00:00","05:00:00","17:00:00","05:00:00","17:00:00","05:00:00","17:00:00","05:00:00","17:00:00","05:00:00","17:00:00","05:00:00","17:00:00"
"Rina M. Bonativa",,"Armando's Pizza & Sub","163 Huron Avenue","02138","1993-09-20T14:50:12.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","24","03:00:00","18:00:00","03:00:00","18:00:00","03:00:00","18:00:00","03:00:00","18:00:00","03:00:00","18:00:00","03:00:00","18:00:00","03:00:00","18:00:00"
"Marie C. Deravil",,"Camie's Bakery Plus","152A Columbia St","02139","1993-09-20T14:54:19.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","48","02:00:00","16:00:00","02:00:00","16:00:00","02:00:00","16:00:00","02:00:00","16:00:00","02:00:00","16:00:00","02:00:00","16:00:00","02:00:00","16:00:00"
"ABP Corporation",,"Au Bon Pain","1100 Massachusetts Avenue","02138","1993-09-20T15:13:00.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","64","01:00:00","17:00:00","01:00:00","17:00:00","01:00:00","17:00:00","01:00:00","17:00:00","01:00:00","17:00:00","01:00:00","17:00:00","01:00:00","17:00:00"
"Brookline Lunch",,"Brookline Lunch","9 Brookline St","02139","1993-09-20T17:15:17.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","49","01:00:00","18:00:00","01:00:00","18:00:00","01:00:00","18:00:00","01:00:00","18:00:00","01:00:00","18:00:00","01:00:00","18:00:00","01:00:00","18:00:00"
"Bruegger's Enterprises, Inc.",,"Bruegger's Bagel Bakery","1876 Massachusetts Avenue","02140","1993-09-20T17:19:30.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","54","01:00:00","12:00:00","01:00:00","12:00:00","01:00:00","12:00:00","01:00:00","12:00:00","01:00:00","12:00:00","01:00:00","12:00:00","01:00:00","12:00:00"
"Burger Cottage, Inc.",,"Bartley's Burger Cottage","1246 Mass Ave","02138","1993-09-20T19:55:35.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","78","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00"
"Raffi And Nina Hovagimian",,"Cafe Pamplona","12 Bow St","02138","1993-09-21T13:19:51.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","64","06:30:00","19:00:00","06:30:00","19:00:00","06:30:00","19:00:00","06:30:00","19:00:00","06:30:00","19:00:00","06:30:00","19:00:00","06:30:00","19:00:00"
"Cambridge House of Pizza",,"Cambridge House Of Pizza","2420 Mass Ave","02140","1993-09-21T13:57:34.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","44","06:00:00","19:00:00","06:00:00","19:00:00","06:00:00","19:00:00","06:00:00","19:00:00","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","19:00:00"
"Chicago Pizza, Inc.",,"Chicago Pizza","239 Mass Ave","02139","1993-09-21T14:04:33.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","44","01:00:00","23:00:00","01:00:00","23:00:00","01:00:00","23:00:00","01:00:00","23:00:00","01:00:00","23:00:00","01:00:00","23:00:00","01:00:00","23:00:00"
"Mariposa Bakery, Inc.",,"Mariposa Bakery","424 Mass Ave","02139","1993-09-21T17:10:31.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","30","02:00:00","19:00:00","02:00:00","19:00:00","02:00:00","19:00:00","02:00:00","19:00:00","02:00:00","19:00:00","02:00:00","19:00:00","02:00:00","19:00:00"
"Israel Maldonado",,"Izzy Restaurant/Sub Shop","169 Harvard Street","02139","1993-09-28T20:33:13.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","30","03:00:00","16:00:00","03:00:00","16:00:00","03:00:00","16:00:00","03:00:00","16:00:00","03:00:00","16:00:00","03:00:00","16:00:00",,
"RLF Trading Co, Inc.",,"Christina's Homemade Ice Cream","1255 Cambridge St","02139","1993-09-21T17:55:04.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","42","06:30:00","19:00:00","06:30:00","19:00:00","06:30:00","19:00:00","06:30:00","19:00:00","06:30:00","19:00:00","06:30:00","19:00:00","06:30:00","19:00:00"
"The Coffee Connection, Inc.",,"Starbucks Coffee Co.","36 J.F.K. St","02138","1993-09-21T18:00:22.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","36","01:30:00","18:00:00","01:30:00","18:00:00","01:30:00","18:00:00","01:30:00","18:00:00","01:30:00","18:00:00","01:30:00","18:00:00","01:30:00","18:00:00"
"Court House Seafood, Inc.",,"Court House Seafood","498 Cambridge St","02141","1993-09-21T20:13:21.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","49","05:30:00","14:00:00","05:30:00","14:00:00","05:30:00","14:00:00","05:30:00","14:00:00","05:30:00","14:00:00","05:30:00","14:00:00",,
"Petsi Pies, Inc.",,"Petsi Pies Cafe","31 Putnam Avenue","02139","1993-09-21T20:23:59.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","24","02:00:00","14:00:00","02:00:00","14:00:00","02:00:00","14:00:00","02:00:00","14:00:00","02:00:00","14:00:00","02:00:00","14:00:00","02:00:00","14:00:00"
"Courtyard Donuts, Inc.",,"Dunkin' Donuts","5 Third St","02141","1993-09-22T17:16:24.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","12","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00"
"Mass. Refreshment Corp.","Mass. Refreshment Corp.","Dunkin Donuts","1 White St","02140","1993-09-22T17:25:48.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","22","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00"
"Mass Ave Donuts LLC",,"Dunkin Donuts/Baskin Robbins","616 Mass Ave","02139","1993-09-22T17:37:45.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","18","00:00:00","19:00:00","00:00:00","19:00:00","00:00:00","19:00:00","00:00:00","19:00:00","00:00:00","19:00:00","00:00:00","19:00:00","00:00:00","19:00:00"
"Ankang Corporation",,"Qing Dao Garden","2382 Mass Ave","02140","1993-09-23T17:17:12.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","34","05:00:00","18:00:00","05:00:00","18:00:00","05:00:00","18:00:00","05:00:00","18:00:00","05:00:00","18:00:00","05:00:00","18:00:00","05:00:00","18:00:00"
"Gourmet Caterers, Inc.",,"Gourmet Caterers","810 Main St","02139","1993-09-27T13:58:35.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","80","01:30:00","10:00:00","01:30:00","10:00:00","01:30:00","10:00:00","01:30:00","10:00:00","01:30:00","10:00:00",,,,
"Half Shell, Inc.",,"Half Shell","1760 Mass Ave","02140","1993-09-28T18:03:44.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","24","01:00:00","19:00:00","01:00:00","19:00:00","01:00:00","19:00:00","01:00:00","19:00:00","01:00:00","19:00:00","01:00:00","19:00:00","01:00:00","19:00:00"
"Corporate Chefs, Inc.",,"Corporate Chefs","840 Memorial Dr","02139","1993-09-28T20:06:07.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","40","02:00:00","10:00:00","02:00:00","10:00:00","02:00:00","10:00:00","02:00:00","10:00:00","02:00:00","10:00:00","02:00:00","10:00:00","02:00:00","10:00:00"
"Harvard House of Pizza",,"Harvard House of Pizza","1706 Mass Ave","02138","1993-09-28T18:13:41.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","12","05:00:00","20:00:00","05:00:00","20:00:00","05:00:00","20:00:00","05:00:00","20:00:00","05:00:00","20:00:00","05:00:00","20:00:00","05:00:00","20:00:00"
"Arigato, LLC",,"I Love Sushi","1815 Massachusetts Avenue","02140","1993-09-29T14:25:23.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","15","07:00:00","16:00:00","07:00:00","16:00:00","07:00:00","16:00:00","07:00:00","16:00:00","07:00:00","16:00:00","07:00:00","16:00:00","07:00:00","16:00:00"
"Cambridgeside Partners, LLC",,"Cambridgeside Galleria Mall Food Court","100 Cambridgeside Pl","02141","1993-09-29T14:37:30.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","672","03:00:00","18:00:00","03:00:00","18:00:00","03:00:00","18:00:00","03:00:00","18:00:00","03:00:00","18:00:00","03:00:00","18:00:00","07:00:00","13:00:00"
"Ma Magoo's, Inc.",,"Ma Ma Goo's","6 Concord Lane","02138","1993-09-29T19:51:55.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","24","01:00:00","19:00:00","01:00:00","19:00:00","01:00:00","19:00:00","01:00:00","19:00:00","01:00:00","19:00:00","01:00:00","19:00:00","01:00:00","19:00:00"
"Sang. C. Cho",,"Chocho's","1815 Mass Ave","02140","1993-09-29T20:35:20.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","28","06:30:00","16:30:00","06:30:00","16:30:00","06:30:00","16:30:00","06:30:00","16:30:00","06:30:00","16:30:00","06:30:00","16:30:00","06:30:00","16:30:00"
"Falafel Palace, LLC",,"Falafel Palace","25 Central Square","02139","1993-09-30T15:29:40.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","18","02:00:00","22:00:00","02:00:00","22:00:00","02:00:00","22:00:00","02:00:00","22:00:00","02:00:00","22:00:00","02:00:00","22:00:00","02:00:00","22:00:00"
"Peri, Inc.",,"Pinocchio's Pizza","74 Winthrop St","02138","1993-09-30T18:50:54.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","24","06:00:00","21:00:00","06:00:00","21:00:00","06:00:00","21:00:00","06:00:00","21:00:00","06:00:00","21:00:00","06:00:00","21:00:00","06:00:00","21:00:00"
"A.W. Chen, Inc.",,"Patty Chen's Dumpling Room","907 Main St","02139","1993-09-30T19:06:52.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","30","06:30:00","19:00:00","06:30:00","19:00:00","06:30:00","19:00:00","06:30:00","19:00:00","06:30:00","19:00:00","06:30:00","19:00:00","06:30:00","19:00:00"
"SJ Burlington Food Inc.","SJ Burlington Food, Inc.","Sarku Japan","100 Cambridgeside Pl","02141","1993-09-30T20:29:42.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","0","04:30:00","16:30:00","04:30:00","16:30:00","04:30:00","16:30:00","04:30:00","16:30:00","04:30:00","16:30:00","04:30:00","16:30:00","07:00:00","13:00:00"
"James F. Nally Jr.",,"Salt Creek Catering","9 Cambridge Center","02142","1993-10-01T13:23:19.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","95","02:30:00","10:30:00","02:30:00","10:30:00","02:30:00","10:30:00","02:30:00","10:30:00","02:30:00","10:30:00",,,,
"Sapporo Ramen",,"Sapporo Ramen","1815 Mass Ave","02140","1993-10-01T13:28:27.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","18","03:00:00","17:00:00","03:00:00","17:00:00","03:00:00","17:00:00","03:00:00","17:00:00","03:00:00","17:00:00","03:00:00","17:00:00","03:00:00","17:00:00"
"GCP Applied Technologies",,,"62 Whittemore Ave","02140","1993-10-01T14:13:41.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","200","01:00:00","08:30:00","01:00:00","08:30:00","01:00:00","08:30:00","01:00:00","08:30:00","01:00:00","08:30:00",,,,
"Sweet Touch, Inc.",,"Sweet Touch Cafe & Grill","241 Cambridge St","02141","1993-10-04T13:02:12.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","24","01:00:00","12:00:00","01:00:00","12:00:00","01:00:00","12:00:00","01:00:00","12:00:00","01:00:00","12:00:00","01:00:00","12:00:00","01:00:00","00:00:00"
"1369 LLC","1369 LLC","1369 Coffeehouse","1369 Cambridge St","02138","1993-10-04T13:34:04.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","32","02:00:00","19:00:00","02:00:00","19:00:00","02:00:00","19:00:00","02:00:00","19:00:00","02:00:00","19:00:00","02:00:00","19:00:00","02:00:00","19:00:00"
"Golden Mountain, LLC",,"Squeaky Beaker Cafe","675 W Kendall","02142",,"2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","16","02:30:00","12:30:00","02:30:00","12:30:00","02:30:00","12:30:00","02:30:00","12:30:00","02:30:00","12:30:00",,,,
"Chin Management",,"McDonald's","463 Mass Ave","02139","1993-09-30T15:15:57.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","117","02:00:00","21:00:00","02:00:00","21:00:00","02:00:00","21:00:00","02:00:00","21:00:00","02:00:00","21:00:00","02:00:00","21:00:00","02:00:00","21:00:00"
"Toscanini's Ice Cream Co., Inc.","Toscanini's Ice Cream Co., Inc.","Toscanini's Ice Cream","899 Main St","02139","1993-10-04T13:49:45.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","45","06:30:00","19:00:00","06:30:00","19:00:00","06:30:00","19:00:00","06:30:00","19:00:00","06:30:00","19:00:00","06:30:00","19:00:00","06:30:00","19:00:00"
"ABP Corporation",,"Au Bon Pain","684 Massachusetts Avenue","02139","1993-10-12T18:58:58.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","84","01:00:00","19:00:00","01:00:00","19:00:00","01:00:00","19:00:00","01:00:00","19:00:00","01:00:00","19:00:00","01:00:00","19:00:00","01:00:00","19:00:00"
"New Inman Associates, Inc","New Inman Associates, Inc.","Ryles","212 Hampshire Street","02139","1993-11-15T13:20:24.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","313","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","21:00:00","05:00:00","20:00:00"
"Thomas Kapourelakos",,"Dimitrios Cuisine","272 Brookline St","02139","1993-11-30T14:38:28.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","36","05:00:00","17:00:00","05:00:00","17:00:00","05:00:00","17:00:00","05:00:00","17:00:00","05:00:00","17:00:00","05:00:00","17:00:00","05:00:00","17:00:00"
"President And Fellows Of Harvard At","President & Fellows of Harvard College","Loeb Drama Center","64 Brattle Street","02138","1993-12-07T15:20:12.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","100","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","07:00:00","20:00:00"
"Boston Foodservice Corporation",,"Beantowne Coffee House","One Kendall Sq","02142","1994-02-28T13:59:06.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","24","02:30:00","15:00:00","02:30:00","15:00:00","02:30:00","15:00:00","02:30:00","18:00:00","02:30:00","18:00:00","05:00:00","18:00:00","07:00:00","16:00:00"
"Epicurean Feast Food Service, Inc.",,"Epicurean Feast Food Service","55 Wheeler St","02138","1994-03-08T15:04:32.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","60","03:00:00","09:30:00","03:00:00","09:30:00","03:00:00","09:30:00","03:00:00","21:30:00","03:00:00","09:30:00","03:00:00","09:30:00","03:00:00","09:30:00"
"Harvest 2000, L.L.C.",,"The Harvest","44 Brattle Street","02138","1994-03-10T16:00:51.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","215","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","06:00:00","20:00:00"
"Whitney's Café, Inc.",,"Whitney's Cafe","37 John F Kennedy Street","02138","1994-03-23T17:33:16.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","40","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","06:00:00","20:00:00"
"1369, LLC","1369, LLC","1369 Coffeehouse","757 Mass Ave","02139","1994-04-08T18:36:04.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","49","01:00:00","18:00:00","01:00:00","18:00:00","01:00:00","18:00:00","01:00:00","18:00:00","01:00:00","18:00:00","01:00:00","18:00:00","01:00:00","18:00:00"
"Grafton, Inc.",,"Park Restaurant & Bar","59 John F Kennedy Street","02138","1994-04-25T18:16:41.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","236","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","21:00:00","06:00:00","20:00:00"
"Compass Group USA, Inc.",,"Bon Appetit Management Co.","31 Everett St","02138","1994-08-24T19:52:40.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","250","02:00:00","14:30:00","02:00:00","14:30:00","02:00:00","14:30:00","02:00:00","14:30:00","02:00:00","14:30:00","02:00:00","14:30:00","02:00:00","14:30:00"
"Cross-Eyed Bear Corp.",,"Kendall Kitchen","201 Broadway","02139","1994-08-24T20:00:41.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","86","02:00:00","12:00:00","02:00:00","12:00:00","02:00:00","12:00:00","02:00:00","12:00:00","02:00:00","12:00:00","02:00:00","12:00:00","02:00:00","12:00:00"
"Starbucks Corporation",,"Starbucks Coffee #827","1662 Mass Ave","02140","1994-10-04T19:00:33.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","29","01:00:00","18:00:00","01:00:00","18:00:00","01:00:00","18:00:00","01:00:00","18:00:00","01:00:00","18:00:00","01:00:00","18:00:00","01:00:00","18:00:00"
"Starbucks Corporation",,"Starbucks Coffee #810","468-470 Broadway","02138","1994-10-04T19:06:18.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","45","01:00:00","18:00:00","01:00:00","18:00:00","01:00:00","18:00:00","01:00:00","18:00:00","01:00:00","18:00:00","01:00:00","18:00:00","01:00:00","18:00:00"
"New Mary Chung Restaurant, Inc","New Mary Chung Restaurant, Inc","Mary Chung Restaurant","460 Massachusetts Avenue","02139","1994-10-05T14:13:16.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","70","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","06:00:00","20:00:00"
"Hi-End Food, Inc.",,"Pacific St. Cafe","70 Pacific St","02139","1994-11-04T17:53:29.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","89","02:00:00","19:00:00","02:00:00","19:00:00","02:00:00","19:00:00","02:00:00","19:00:00","02:00:00","19:00:00","02:00:00","19:00:00","02:00:00","19:00:00"
"City Of Cambridge",,"Cambridge Hospital","1493 Cambridge St","02139","1995-01-11T15:08:22.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","150","01:30:00","13:00:00","01:30:00","13:00:00","01:30:00","13:00:00","01:30:00","13:00:00","01:30:00","13:00:00","01:30:00","13:00:00","01:30:00","13:00:00"
"Starbucks Corporation",,"Starbucks Coffee #8873","220 Alewife Brook Pkwy","02138","1995-01-18T21:45:40.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","29","00:00:00","19:00:00","00:00:00","19:00:00","00:00:00","19:00:00","00:00:00","19:00:00","00:00:00","19:00:00","00:00:00","19:00:00","00:00:00","19:00:00"
"Corporate Chefs, Inc.",,"Corporate Chefs","10 Moulton Street","02138","1995-01-20T16:18:02.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","174","02:30:00","09:30:00","02:30:00","09:30:00","02:30:00","09:30:00","02:30:00","09:30:00","02:30:00","09:30:00",,,,
"Montrose Spa, Inc.",,"Montrose Spa","1646 Mass Ave","02138","1995-06-06T15:34:01.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","16","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00"
"Soun E. Chheou",,"Souper Roll Up Cafe","726 Cambridge St","02141","1995-06-06T16:04:04.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","18","01:30:00","18:00:00","01:30:00","18:00:00","01:30:00","18:00:00","01:30:00","18:00:00","01:30:00","18:00:00","01:30:00","20:00:00","01:30:00","18:00:00"
"Spaulding Hospital-Cambridge, Inc.",,"Spaulding Hospital-Cambridge","1575 Cambridge St","02138","1995-06-06T16:06:10.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","150","01:30:00","13:30:00","01:30:00","13:30:00","01:30:00","13:30:00","01:30:00","13:30:00","01:30:00","13:30:00","01:30:00","13:30:00","01:30:00","13:30:00"
