"year","zone","sex","age_group","population","prevalence","crude_prevalence_rate"
"2002-01-01T00:00:00.000","Zone 3 - Eastern","M","10 to 19","9103","1463","16.07"
"2002-01-01T00:00:00.000","Zone 3 - Eastern","M","20 to 29","8603","460","5.35"
"2002-01-01T00:00:00.000","Zone 3 - Eastern","M","30 to 39","10523","312","2.96"
"2002-01-01T00:00:00.000","Zone 3 - Eastern","M","40 to 49","14086","447","3.17"
"2002-01-01T00:00:00.000","Zone 3 - Eastern","M","50 to 59","12932","408","3.15"
"2002-01-01T00:00:00.000","Zone 3 - Eastern","M","60 to 69","8327","316","3.79"
"2002-01-01T00:00:00.000","Zone 3 - Eastern","M","70 to 79","5325","232","4.36"
"2002-01-01T00:00:00.000","Zone 3 - Eastern","M","80 +","2803","120","4.28"
"2002-01-01T00:00:00.000","Zone 2 - Northern","F","0 to 9","6651","711","10.69"
"2002-01-01T00:00:00.000","Zone 2 - Northern","F","10 to 19","7906","1058","13.38"
"2002-01-01T00:00:00.000","Zone 2 - Northern","F","20 to 29","8378","782","9.33"
"2002-01-01T00:00:00.000","Zone 2 - Northern","F","30 to 39","10642","770","7.24"
"2002-01-01T00:00:00.000","Zone 2 - Northern","F","40 to 49","12711","912","7.17"
"2002-01-01T00:00:00.000","Zone 2 - Northern","F","50 to 59","10463","781","7.46"
"2002-01-01T00:00:00.000","Zone 2 - Northern","F","60 to 69","6956","495","7.12"
"2002-01-01T00:00:00.000","Zone 2 - Northern","F","70 to 79","5537","359","6.48"
"2002-01-01T00:00:00.000","Zone 2 - Northern","F","80 +","4617","236","5.11"
"2002-01-01T00:00:00.000","Zone 2 - Northern","M","0 to 9","7285","1125","15.44"
"2002-01-01T00:00:00.000","Zone 2 - Northern","M","10 to 19","8454","1291","15.27"
"2002-01-01T00:00:00.000","Zone 2 - Northern","M","20 to 29","8210","466","5.68"
"2002-01-01T00:00:00.000","Zone 2 - Northern","M","30 to 39","10448","372","3.56"
"2002-01-01T00:00:00.000","Zone 2 - Northern","M","40 to 49","12356","472","3.82"
"2002-01-01T00:00:00.000","Zone 2 - Northern","M","50 to 59","10719","356","3.32"
"2002-01-01T00:00:00.000","Zone 2 - Northern","M","60 to 69","6903","247","3.58"
"2002-01-01T00:00:00.000","Zone 2 - Northern","M","70 to 79","4464","197","4.41"
"2002-01-01T00:00:00.000","Zone 2 - Northern","M","80 +","2385","111","4.65"
"2002-01-01T00:00:00.000","Zone 1 - Western","F","0 to 9","7992","775","9.70"
"2002-01-01T00:00:00.000","Zone 1 - Western","F","10 to 19","9651","1249","12.94"
"2002-01-01T00:00:00.000","Zone 1 - Western","F","20 to 29","9963","930","9.33"
"2002-01-01T00:00:00.000","Zone 1 - Western","F","30 to 39","13456","950","7.06"
"2002-01-01T00:00:00.000","Zone 1 - Western","F","40 to 49","17050","1177","6.90"
"2002-01-01T00:00:00.000","Zone 1 - Western","F","50 to 59","14581","1090","7.48"
"2002-01-01T00:00:00.000","Zone 1 - Western","F","60 to 69","9801","672","6.86"
"2002-01-01T00:00:00.000","Zone 1 - Western","F","70 to 79","7475","506","6.77"
"2002-01-01T00:00:00.000","Zone 1 - Western","F","80 +","6195","329","5.31"
"2002-01-01T00:00:00.000","Zone 1 - Western","M","0 to 9","8649","1243","14.37"
"2002-01-01T00:00:00.000","Zone 1 - Western","M","10 to 19","10206","1584","15.52"
"2002-01-01T00:00:00.000","Zone 1 - Western","M","20 to 29","9872","508","5.15"
"2002-01-01T00:00:00.000","Zone 1 - Western","M","30 to 39","13010","541","4.16"
"2002-01-01T00:00:00.000","Zone 1 - Western","M","40 to 49","16448","584","3.55"
"2002-01-01T00:00:00.000","Zone 1 - Western","M","50 to 59","14558","550","3.78"
"2002-01-01T00:00:00.000","Zone 1 - Western","M","60 to 69","9788","432","4.41"
"2002-01-01T00:00:00.000","Zone 1 - Western","M","70 to 79","6378","295","4.63"
"2002-01-01T00:00:00.000","Zone 1 - Western","M","80 +","3574","195","5.46"
"2003-01-01T00:00:00.000","Zone 4 - Central","F","0 to 9","18293","2062","11.27"
"2003-01-01T00:00:00.000","Zone 4 - Central","F","10 to 19","24536","3986","16.25"
"2003-01-01T00:00:00.000","Zone 4 - Central","F","20 to 29","24380","2801","11.49"
"2003-01-01T00:00:00.000","Zone 4 - Central","F","30 to 39","28805","2470","8.57"
"2003-01-01T00:00:00.000","Zone 4 - Central","F","40 to 49","32346","3055","9.44"
"2003-01-01T00:00:00.000","Zone 4 - Central","F","50 to 59","25028","2456","9.81"
"2003-01-01T00:00:00.000","Zone 4 - Central","F","60 to 69","15371","1462","9.51"
"2003-01-01T00:00:00.000","Zone 4 - Central","F","70 to 79","11522","927","8.05"
"2003-01-01T00:00:00.000","Zone 4 - Central","F","80 +","8862","589","6.65"
"2003-01-01T00:00:00.000","Zone 4 - Central","M","0 to 9","18835","3099","16.45"
"2003-01-01T00:00:00.000","Zone 4 - Central","M","10 to 19","25536","5025","19.68"
"2003-01-01T00:00:00.000","Zone 4 - Central","M","20 to 29","23395","1839","7.86"
"2003-01-01T00:00:00.000","Zone 4 - Central","M","30 to 39","26179","1296","4.95"
"2003-01-01T00:00:00.000","Zone 4 - Central","M","40 to 49","30462","1424","4.67"
"2003-01-01T00:00:00.000","Zone 4 - Central","M","50 to 59","23674","1115","4.71"
"2003-01-01T00:00:00.000","Zone 4 - Central","M","60 to 69","14436","765","5.30"
"2003-01-01T00:00:00.000","Zone 4 - Central","M","70 to 79","9042","485","5.36"
"2003-01-01T00:00:00.000","Zone 4 - Central","M","80 +","4456","241","5.41"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","F","0 to 9","7114","781","10.98"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","F","10 to 19","8442","1190","14.10"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","F","20 to 29","8604","684","7.95"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","F","30 to 39","10512","658","6.26"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","F","40 to 49","14414","863","5.99"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","F","50 to 59","12845","891","6.94"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","F","60 to 69","8691","586","6.74"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","F","70 to 79","6493","397","6.11"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","F","80 +","5606","304","5.42"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","M","0 to 9","7533","1195","15.86"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","M","10 to 19","9074","1590","17.52"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","M","20 to 29","8680","527","6.07"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","M","30 to 39","10186","346","3.40"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","M","40 to 49","13912","462","3.32"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","M","50 to 59","13324","467","3.50"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","M","60 to 69","8650","341","3.94"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","M","70 to 79","5316","224","4.21"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","M","80 +","2862","123","4.30"
"2003-01-01T00:00:00.000","Zone 2 - Northern","F","0 to 9","6664","701","10.52"
"2003-01-01T00:00:00.000","Zone 2 - Northern","F","10 to 19","7893","1134","14.37"
"2003-01-01T00:00:00.000","Zone 2 - Northern","F","20 to 29","8272","859","10.38"
"2003-01-01T00:00:00.000","Zone 2 - Northern","F","30 to 39","10468","840","8.02"
"2003-01-01T00:00:00.000","Zone 2 - Northern","F","40 to 49","12747","981","7.70"
"2003-01-01T00:00:00.000","Zone 2 - Northern","F","50 to 59","10885","883","8.11"
"2003-01-01T00:00:00.000","Zone 2 - Northern","F","60 to 69","7189","546","7.59"
"2003-01-01T00:00:00.000","Zone 2 - Northern","F","70 to 79","5545","390","7.03"
"2003-01-01T00:00:00.000","Zone 2 - Northern","F","80 +","4643","252","5.43"
"2003-01-01T00:00:00.000","Zone 2 - Northern","M","0 to 9","7224","1180","16.33"
"2003-01-01T00:00:00.000","Zone 2 - Northern","M","10 to 19","8430","1423","16.88"
"2003-01-01T00:00:00.000","Zone 2 - Northern","M","20 to 29","8173","520","6.36"
"2003-01-01T00:00:00.000","Zone 2 - Northern","M","30 to 39","10153","399","3.93"
"2003-01-01T00:00:00.000","Zone 2 - Northern","M","40 to 49","12478","501","4.02"
"2003-01-01T00:00:00.000","Zone 2 - Northern","M","50 to 59","11064","402","3.63"
"2003-01-01T00:00:00.000","Zone 2 - Northern","M","60 to 69","7183","264","3.68"
"2003-01-01T00:00:00.000","Zone 2 - Northern","M","70 to 79","4535","203","4.48"
"2003-01-01T00:00:00.000","Zone 2 - Northern","M","80 +","2412","123","5.10"
"2003-01-01T00:00:00.000","Zone 1 - Western","F","0 to 9","7944","788","9.92"
"2003-01-01T00:00:00.000","Zone 1 - Western","F","10 to 19","9648","1372","14.22"
"2003-01-01T00:00:00.000","Zone 1 - Western","F","20 to 29","9942","1007","10.13"
"2003-01-01T00:00:00.000","Zone 1 - Western","F","30 to 39","12877","989","7.68"
"2003-01-01T00:00:00.000","Zone 1 - Western","F","40 to 49","17279","1262","7.30"
"2003-01-01T00:00:00.000","Zone 1 - Western","F","50 to 59","15009","1205","8.03"
"2003-01-01T00:00:00.000","Zone 1 - Western","F","60 to 69","10164","742","7.30"
"2003-01-01T00:00:00.000","Zone 1 - Western","F","70 to 79","7531","530","7.04"
"2003-01-01T00:00:00.000","Zone 1 - Western","F","80 +","6311","355","5.63"
"2003-01-01T00:00:00.000","Zone 1 - Western","M","0 to 9","8555","1268","14.82"
"2003-01-01T00:00:00.000","Zone 1 - Western","M","10 to 19","10253","1747","17.04"
"2003-01-01T00:00:00.000","Zone 1 - Western","M","20 to 29","9867","600","6.08"
"2003-01-01T00:00:00.000","Zone 1 - Western","M","30 to 39","12541","554","4.42"
"2003-01-01T00:00:00.000","Zone 1 - Western","M","40 to 49","16612","663","3.99"
"2003-01-01T00:00:00.000","Zone 1 - Western","M","50 to 59","14958","583","3.90"
"2003-01-01T00:00:00.000","Zone 1 - Western","M","60 to 69","10125","475","4.69"
"2003-01-01T00:00:00.000","Zone 1 - Western","M","70 to 79","6508","319","4.90"
"2003-01-01T00:00:00.000","Zone 1 - Western","M","80 +","3655","202","5.53"
"2004-01-01T00:00:00.000","Zone 4 - Central","F","0 to 9","18017","2020","11.21"
"2004-01-01T00:00:00.000","Zone 4 - Central","F","10 to 19","24594","4297","17.47"
"2004-01-01T00:00:00.000","Zone 4 - Central","F","20 to 29","24790","3012","12.15"
"2004-01-01T00:00:00.000","Zone 4 - Central","F","30 to 39","28395","2641","9.30"
"2004-01-01T00:00:00.000","Zone 4 - Central","F","40 to 49","32963","3250","9.86"
"2004-01-01T00:00:00.000","Zone 4 - Central","F","50 to 59","26066","2688","10.31"
"2004-01-01T00:00:00.000","Zone 4 - Central","F","60 to 69","15981","1631","10.21"
"2004-01-01T00:00:00.000","Zone 4 - Central","F","70 to 79","11617","973","8.38"
"2004-01-01T00:00:00.000","Zone 4 - Central","F","80 +","9059","640","7.06"
"2004-01-01T00:00:00.000","Zone 4 - Central","M","0 to 9","18507","3098","16.74"
"2004-01-01T00:00:00.000","Zone 4 - Central","M","10 to 19","25656","5430","21.16"
"2004-01-01T00:00:00.000","Zone 4 - Central","M","20 to 29","23931","2129","8.90"
"2004-01-01T00:00:00.000","Zone 4 - Central","M","30 to 39","25912","1387","5.35"
"2004-01-01T00:00:00.000","Zone 4 - Central","M","40 to 49","31104","1580","5.08"
"2004-01-01T00:00:00.000","Zone 4 - Central","M","50 to 59","24556","1180","4.81"
"2004-01-01T00:00:00.000","Zone 4 - Central","M","60 to 69","15008","840","5.60"
"2004-01-01T00:00:00.000","Zone 4 - Central","M","70 to 79","9283","521","5.61"
"2004-01-01T00:00:00.000","Zone 4 - Central","M","80 +","4606","258","5.60"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","F","0 to 9","7022","746","10.62"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","F","10 to 19","8456","1309","15.48"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","F","20 to 29","8546","737","8.62"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","F","30 to 39","10153","684","6.74"
