"year","sex","spouse_1_age","spouse_2_age","count"
"2015","M","35-39","60-64","1"
"2015","M","40-44","45-49","1"
"2015","M","40-44","50-54","1"
"2015","M","45-49","55-59","1"
"2015","M","50-54","50-54","2"
"2015","M","50-54","60-64","1"
"2015","M","55-59","55-59","1"
"2015","M","55-59","60-64","1"
"2015","M","55-59","70-74","2"
"2015","M","60-64","65-69","2"
"2016","F","20-24","20-24","5"
"2016","F","20-24","25-29","3"
"2016","F","20-24","30-34","1"
"2016","F","25-29","25-29","13"
"2016","F","25-29","30-34","9"
"2016","F","25-29","35-39","2"
"2016","F","30-34","30-34","9"
"2016","F","30-34","35-39","3"
"2016","F","30-34","40-44","1"
"2016","F","30-34","50-54","1"
"2016","F","35-39","35-39","2"
"2016","F","35-39","40-44","3"
"2016","F","35-39","45-49","1"
"2016","F","35-39","50-54","1"
"2016","F","40-44","45-49","5"
"2016","F","40-44","50-54","1"
"2016","F","40-44","55-59","1"
"2016","F","45-49","50-54","4"
"2016","F","45-49","55-59","2"
"2016","F","50-54","50-54","1"
"2016","F","50-54","55-59","1"
"2016","F","50-54","60-64","1"
"2016","F","55-59","55-59","2"
"2016","F","55-59","60-64","1"
"2016","F","60-64","60-64","1"
"2016","M","<20","30-34","1"
"2016","M","20-24","20-24","1"
"2016","M","20-24","25-29","2"
"2016","M","20-24","35-39","1"
"2016","M","25-29","30-34","6"
"2016","M","25-29","35-39","2"
"2016","M","25-29","40-44","1"
"2016","M","25-29","40-44","1"
"2016","M","30-34","30-34","3"
"2016","M","30-34","35-39","7"
"2016","M","30-34","50-54","2"
"2016","M","35-39","35-39","1"
"2016","M","35-39","40-44","2"
"2016","M","40-44","40-44","1"
"2016","M","45-49","50-54","3"
"2016","M","45-49","55-59","1"
"2016","M","50-54","55-59","2"
"2016","M","55-59","60-64","2"
"2016","M","60-64","65-69","1"
"2016","M","60-64","70-74","1"
"2016","M","65-69","70-74","1"
"2016","M","65-69","75+","1"
"2016","M","70-74","75+","1"
"2017","F","<20","20-24","1"
"2017","F","20-24","20-24","7"
"2017","F","20-24","25-29","2"
"2017","F","20-24","30-34","2"
"2017","F","20-24","50-54","1"
"2017","F","25-29","25-29","11"
"2017","F","25-29","30-34","11"
"2017","F","25-29","35-39","1"
"2017","F","25-29","40-44","1"
"2017","F","30-34","30-34","5"
"2017","F","30-34","35-39","11"
"2017","F","30-34","40-44","2"
"2017","F","30-34","45-49","1"
"2017","F","35-39","35-39","2"
"2017","F","35-39","40-44","3"
"2017","F","35-39","45-49","1"
"2017","F","40-44","40-44","1"
"2017","F","40-44","45-49","1"
"2017","F","45-49","45-49","3"
"2017","F","45-49","50-54","4"
"2017","F","45-49","55-59","1"
"2017","F","50-54","50-54","1"
"2017","F","50-54","55-59","4"
"2017","F","50-54","60-64","3"
"2017","F","50-54","65-69","1"
"2017","F","60-64","60-64","2"
"2017","F","60-64","65-69","2"
"2017","F","70-74","70-74","1"
"2017","F","70-74","75+","1"
"2017","M","20-24","25-29","1"
"2017","M","20-24","30-34","1"
"2017","M","25-29","25-29","5"
"2017","M","25-29","30-34","4"
"2017","M","25-29","35-39","1"
"2017","M","25-29","50-54","1"
"2017","M","30-34","30-34","5"
"2017","M","30-34","35-39","2"
"2017","M","30-34","40-44","2"
"2017","M","30-34","45-49","1"
"2017","M","35-39","40-44","1"
"2017","M","35-39","45-49","1"
"2017","M","35-39","50-54","1"
"2017","M","45-49","45-49","1"
"2017","M","45-49","50-54","1"
"2017","M","50-54","55-59","1"
"2017","M","50-54","60-64","2"
"2017","M","55-59","60-64","2"
"2017","M","55-59","65-69","1"
"2017","M","60-64","65-69","2"
"2017","M","60-64","70-74","1"
"2017","M","65-69","70-74","1"
"2017","M","70-74","75+","1"
"2018","F","20-24","20-24","9"
"2018","F","20-24","30-34","1"
"2018","F","25-29","25-29","11"
"2018","F","25-29","30-34","4"
"2018","F","25-29","35-39","1"
"2018","F","25-29","40-44","1"
"2018","F","30-34","30-34","7"
"2018","F","30-34","35-39","5"
"2018","F","30-34","40-44","2"
"2018","F","30-34","45-49","1"
"2018","F","30-34","50-54","1"
"2018","F","35-39","35-39","7"
"2018","F","35-39","40-44","3"
"2018","F","35-39","50-54","2"
"2018","F","40-44","40-44","1"
"2018","F","40-44","45-49","2"
"2018","F","40-44","50-54","1"
"2018","F","40-44","55-59","1"
"2018","F","45-49","50-54","1"
"2018","F","45-49","55-59","3"
"2018","F","50-54","50-54","1"
"2018","F","50-54","60-64","1"
"2018","F","55-59","55-59","2"
"2018","F","55-59","70-74","1"
"2018","F","60-64","60-64","4"
"2018","F","60-64","65-69","3"
"2018","F","65-69","65-69","1"
"2018","F","70-74","70-74","1"
"2018","F","70-74","75+","1"
"2018","M","<20","25-29","1"
"2018","M","20-24","20-24","3"
"2018","M","25-29","25-29","7"
"2018","M","25-29","30-34","5"
"2018","M","25-29","35-39","3"
"2018","M","25-29","45-49","1"
"2018","M","25-29","55-59","1"
"2018","M","30-34","30-34","3"
"2018","M","30-34","40-44","1"
"2018","M","30-34","50-54","1"
"2018","M","30-34","55-59","1"
"2018","M","35-39","35-39","5"
"2018","M","35-39","40-44","2"
"2018","M","35-39","60-64","1"
"2018","M","40-44","45-49","1"
"2018","M","40-44","50-54","3"
"2018","M","45-49","50-54","4"
"2018","M","45-49","60-64","1"
"2018","M","50-54","50-54","1"
"2018","M","50-54","55-59","2"
"2018","M","50-54","60-64","1"
"2018","M","55-59","55-59","1"
"2018","M","55-59","65-69","1"
"2019","F","<20","20-24","1"
"2019","F","20-24","20-24","3"
"2019","F","20-24","25-29","7"
"2019","F","20-24","30-34","2"
"2019","F","25-29","25-29","12"
"2019","F","25-29","30-34","10"
"2019","F","25-29","35-39","2"
"2019","F","25-29","40-44","1"
"2019","F","30-34","30-34","11"
"2019","F","30-34","35-39","10"
"2019","F","30-34","45-49","2"
"2019","F","35-39","35-39","4"
"2019","F","35-39","40-44","3"
"2019","F","35-39","45-49","1"
"2019","F","40-44","40-44","1"
"2019","F","40-44","45-49","2"
"2019","F","40-44","50-54","2"
"2019","F","45-49","50-54","1"
"2019","F","45-49","55-59","1"
"2019","F","45-49","65-69","1"
"2019","F","50-54","55-59","3"
"2019","F","50-54","60-64","2"
"2019","F","55-59","55-59","3"
"2019","F","55-59","65-69","1"
"2019","M","20-24","25-29","1"
"2019","M","25-29","25-29","3"
"2019","M","25-29","30-34","3"
"2019","M","25-29","50-54","2"
"2019","M","30-34","30-34","1"
"2019","M","30-34","35-39","1"
"2019","M","30-34","44-49","1"
"2019","M","30-34","50-54","1"
"2019","M","30-34","60-64","1"
"2019","M","34-39","40-44","3"
"2019","M","34-39","54-59","1"
"2019","M","40-44","45-49","1"
"2019","M","40-44","50-54","2"
"2019","M","40-44","60-64","1"
"2019","M","50-54","55-59","1"
"2019","M","50-54","60-64","2"
"2019","M","55-59","60-64","3"
"2019","M","60-64","60-64","1"
"2019","M","60-64","70-74","2"
"2019","M","65-69","65-69","1"
"2019","M","65-69","70-74","1"
"2020","F","20-24","20-24","3"
"2020","F","20-24","25-29","5"
"2020","F","20-24","30-34","2"
"2020","F","25-29","25-29","3"
"2020","F","25-29","30-34","4"
"2020","F","25-29","35-39","2"
"2020","F","30-34","30-34","5"
"2020","F","30-34","35-39","4"
"2020","F","30-34","45-49","2"
"2020","F","35-39","35-39","3"
"2020","F","35-39","40-44","3"
"2020","F","35-39","45-49","1"
"2020","F","40-44","40-44","2"
"2020","F","40-44","45-49","2"
"2020","F","40-44","50-54","1"
"2020","F","45-49","50-54","1"
"2020","F","50-54","55-59","2"
"2020","F","55-59","55-59","2"
"2020","M","25-29","25-29","2"
"2020","M","25-29","30-34","2"
"2020","M","25-29","50-54","2"
"2020","M","30-34","30-34","1"
"2020","M","30-34","35-39","1"
"2020","M","30-34","44-49","1"
"2020","M","30-34","60-64","1"
"2020","M","34-39","40-44","1"
"2020","M","34-39","54-59","1"
"2020","M","40-44","45-49","1"
"2020","M","40-44","50-54","2"
"2020","M","50-54","55-59","1"
"2020","M","50-54","60-64","2"
"2020","M","55-59","60-64","1"
"2020","M","60-64","60-64","1"
"2020","M","60-64","70-74","2"
"2020","M","65-69","65-69","1"
"2020","M","65-69","70-74","1"
"2021","F","20-24","20-24","4"
"2021","F","20-24","25-29","4"
"2021","F","20-24","30-34","2"
"2021","F","25-29","25-29","10"
"2021","F","25-29","30-34","11"
"2021","F","25-29","35-39","5"
"2021","F","25-29","40-44","1"
"2021","F","25-29","45-49","1"
"2021","F","30-34","30-34","11"
"2021","F","30-34","35-39","6"
"2021","F","30-34","40-44","1"
"2021","F","30-34","55-59","1"
"2021","F","35-39","35-39","6"
"2021","F","35-39","40-44","4"
"2021","F","40-44","40-44","1"
"2021","F","40-44","45-49","3"
"2021","F","40-44","50-54","2"
"2021","F","50-54","50-54","1"
"2021","F","50-54","55-59","1"
"2021","F","50-54","60-64","1"
"2021","F","55-59","55-59","1"
"2021","F","55-59","60-64","1"
"2021","F","60-64","60-64","2"
"2021","F","60-64","65-69","2"
"2021","M","20-24","20-24","1"
"2021","M","20-24","45-49","1"
"2021","M","25-29","25-29","2"
"2021","M","25-29","30-34","3"
"2021","M","25-29","35-39","1"
"2021","M","25-29","50-54","2"
"2021","M","30-34","30-34","3"
"2021","M","30-34","40-44","1"
"2021","M","30-34","45-49","1"
"2021","M","30-34","50-54","2"
"2021","M","35-39","35-39","1"
"2021","M","35-39","40-44","2"
"2021","M","35-39","50-54","1"
"2021","M","35-39","60-64","2"
"2021","M","40-44","55-59","1"
"2021","M","45-49","50-54","1"
"2021","M","45-49","55-59","1"
"2021","M","50-54","50-54","1"
"2021","M","50-54","55-59","2"
"2021","M","55-59","55-59","1"
"2021","M","55-59","65-69","1"
