"weight","sex","gestational_age","year","count"
"1000-1249","FEMALE","<20","2016","0"
"1000-1249","FEMALE","<20","2017","0"
"1000-1249","FEMALE","<20","2018","0"
"1000-1249","FEMALE","<20","2019","0"
"1000-1249","FEMALE","<20","2020","0"
"1000-1249","FEMALE","<20","2021","0"
"1000-1249","FEMALE","20-27","2016","2"
"1000-1249","FEMALE","20-27","2017","0"
"1000-1249","FEMALE","20-27","2018","1"
"1000-1249","FEMALE","20-27","2019","0"
"1000-1249","FEMALE","20-27","2020","1"
"1000-1249","FEMALE","20-27","2021","1"
"1000-1249","FEMALE","28-36","2016","12"
"1000-1249","FEMALE","28-36","2017","6"
"1000-1249","FEMALE","28-36","2018","6"
"1000-1249","FEMALE","28-36","2019","5"
"1000-1249","FEMALE","28-36","2020","8"
"1000-1249","FEMALE","28-36","2021","3"
"1000-1249","FEMALE","37-41","2016","0"
"1000-1249","FEMALE","37-41","2017","0"
"1000-1249","FEMALE","37-41","2018","0"
"1000-1249","FEMALE","37-41","2019","0"
"1000-1249","FEMALE","37-41","2020","1"
"1000-1249","FEMALE","37-41","2021","0"
"1000-1249","FEMALE","42+","2016","0"
"1000-1249","FEMALE","42+","2017","0"
"1000-1249","FEMALE","42+","2018","0"
"1000-1249","FEMALE","42+","2019","0"
"1000-1249","FEMALE","42+","2020","0"
"1000-1249","FEMALE","42+","2021","0"
"1000-1249","MALE","<20","2016","0"
"1000-1249","MALE","<20","2017","0"
"1000-1249","MALE","<20","2018","0"
"1000-1249","MALE","<20","2019","0"
"1000-1249","MALE","<20","2020","0"
"1000-1249","MALE","<20","2021","0"
"1000-1249","MALE","20-27","2016","3"
"1000-1249","MALE","20-27","2017","1"
"1000-1249","MALE","20-27","2018","2"
"1000-1249","MALE","20-27","2019","2"
"1000-1249","MALE","20-27","2020","3"
"1000-1249","MALE","20-27","2021","5"
"1000-1249","MALE","28-36","2016","6"
"1000-1249","MALE","28-36","2017","4"
"1000-1249","MALE","28-36","2018","7"
"1000-1249","MALE","28-36","2019","2"
"1000-1249","MALE","28-36","2020","12"
"1000-1249","MALE","28-36","2021","6"
"1000-1249","MALE","37-41","2016","0"
"1000-1249","MALE","37-41","2017","0"
"1000-1249","MALE","37-41","2018","1"
"1000-1249","MALE","37-41","2019","0"
"1000-1249","MALE","37-41","2020","3"
"1000-1249","MALE","37-41","2021","1"
"1000-1249","MALE","42+","2016","0"
"1000-1249","MALE","42+","2017","0"
"1000-1249","MALE","42+","2018","0"
"1000-1249","MALE","42+","2019","0"
"1000-1249","MALE","42+","2020","0"
"1000-1249","MALE","42+","2021","0"
"1250-1499","FEMALE","<20","2016","0"
"1250-1499","FEMALE","<20","2017","0"
"1250-1499","FEMALE","<20","2018","0"
"1250-1499","FEMALE","<20","2019","0"
"1250-1499","FEMALE","<20","2020","0"
"1250-1499","FEMALE","<20","2021","0"
"1250-1499","FEMALE","20-27","2016","0"
"1250-1499","FEMALE","20-27","2017","0"
"1250-1499","FEMALE","20-27","2018","1"
"1250-1499","FEMALE","20-27","2019","0"
"1250-1499","FEMALE","20-27","2020","0"
"1250-1499","FEMALE","20-27","2021","0"
"1250-1499","FEMALE","28-36","2016","10"
"1250-1499","FEMALE","28-36","2017","15"
"1250-1499","FEMALE","28-36","2018","8"
"1250-1499","FEMALE","28-36","2019","8"
"1250-1499","FEMALE","28-36","2020","9"
"1250-1499","FEMALE","28-36","2021","13"
"1250-1499","FEMALE","37-41","2016","2"
"1250-1499","FEMALE","37-41","2017","1"
"1250-1499","FEMALE","37-41","2018","0"
"1250-1499","FEMALE","37-41","2019","1"
"1250-1499","FEMALE","37-41","2020","0"
"1250-1499","FEMALE","37-41","2021","1"
"1250-1499","FEMALE","42+","2016","0"
"1250-1499","FEMALE","42+","2017","0"
"1250-1499","FEMALE","42+","2018","0"
"1250-1499","FEMALE","42+","2019","0"
"1250-1499","FEMALE","42+","2020","0"
"1250-1499","FEMALE","42+","2021","0"
"1250-1499","MALE","<20","2016","0"
"1250-1499","MALE","<20","2017","0"
"1250-1499","MALE","<20","2018","0"
"1250-1499","MALE","<20","2019","0"
"1250-1499","MALE","<20","2020","0"
"1250-1499","MALE","<20","2021","0"
"1250-1499","MALE","20-27","2016","1"
"1250-1499","MALE","20-27","2017","0"
"1250-1499","MALE","20-27","2018","1"
"1250-1499","MALE","20-27","2019","0"
"1250-1499","MALE","20-27","2020","0"
"1250-1499","MALE","20-27","2021","0"
"1250-1499","MALE","28-36","2016","13"
"1250-1499","MALE","28-36","2017","12"
"1250-1499","MALE","28-36","2018","10"
"1250-1499","MALE","28-36","2019","9"
"1250-1499","MALE","28-36","2020","16"
"1250-1499","MALE","28-36","2021","7"
"1250-1499","MALE","37-41","2016","0"
"1250-1499","MALE","37-41","2017","0"
"1250-1499","MALE","37-41","2018","0"
"1250-1499","MALE","37-41","2019","2"
"1250-1499","MALE","37-41","2020","0"
"1250-1499","MALE","37-41","2021","2"
"1250-1499","MALE","42+","2016","0"
"1250-1499","MALE","42+","2017","0"
"1250-1499","MALE","42+","2018","0"
"1250-1499","MALE","42+","2019","0"
"1250-1499","MALE","42+","2020","0"
"1250-1499","MALE","42+","2021","0"
"1500-1749","FEMALE","<20","2016","0"
"1500-1749","FEMALE","<20","2017","0"
"1500-1749","FEMALE","<20","2018","0"
"1500-1749","FEMALE","<20","2019","0"
"1500-1749","FEMALE","<20","2020","0"
"1500-1749","FEMALE","<20","2021","0"
"1500-1749","FEMALE","20-27","2016","0"
"1500-1749","FEMALE","20-27","2017","0"
"1500-1749","FEMALE","20-27","2018","0"
"1500-1749","FEMALE","20-27","2019","0"
"1500-1749","FEMALE","20-27","2020","0"
"1500-1749","FEMALE","20-27","2021","0"
"1500-1749","FEMALE","28-36","2016","19"
"1500-1749","FEMALE","28-36","2017","23"
"1500-1749","FEMALE","28-36","2018","19"
"1500-1749","FEMALE","28-36","2019","21"
"1500-1749","FEMALE","28-36","2020","14"
"1500-1749","FEMALE","28-36","2021","15"
"1500-1749","FEMALE","37-41","2016","0"
"1500-1749","FEMALE","37-41","2017","1"
"1500-1749","FEMALE","37-41","2018","0"
"1500-1749","FEMALE","37-41","2019","2"
"1500-1749","FEMALE","37-41","2020","2"
"1500-1749","FEMALE","37-41","2021","0"
"1500-1749","FEMALE","42+","2016","0"
"1500-1749","FEMALE","42+","2017","0"
"1500-1749","FEMALE","42+","2018","0"
"1500-1749","FEMALE","42+","2019","0"
"1500-1749","FEMALE","42+","2020","0"
"1500-1749","FEMALE","42+","2021","0"
"1500-1749","MALE","<20","2016","0"
"1500-1749","MALE","<20","2017","0"
"1500-1749","MALE","<20","2018","0"
"1500-1749","MALE","<20","2019","0"
"1500-1749","MALE","<20","2020","0"
"1500-1749","MALE","<20","2021","0"
"1500-1749","MALE","20-27","2016","0"
"1500-1749","MALE","20-27","2017","0"
"1500-1749","MALE","20-27","2018","0"
"1500-1749","MALE","20-27","2019","0"
"1500-1749","MALE","20-27","2020","0"
"1500-1749","MALE","20-27","2021","0"
"1500-1749","MALE","28-36","2016","24"
"1500-1749","MALE","28-36","2017","23"
"1500-1749","MALE","28-36","2018","17"
"1500-1749","MALE","28-36","2019","14"
"1500-1749","MALE","28-36","2020","14"
"1500-1749","MALE","28-36","2021","15"
"1500-1749","MALE","37-41","2016","0"
"1500-1749","MALE","37-41","2017","2"
"1500-1749","MALE","37-41","2018","4"
"1500-1749","MALE","37-41","2019","1"
"1500-1749","MALE","37-41","2020","1"
"1500-1749","MALE","37-41","2021","3"
"1500-1749","MALE","42+","2016","0"
"1500-1749","MALE","42+","2017","0"
"1500-1749","MALE","42+","2018","0"
"1500-1749","MALE","42+","2019","0"
"1500-1749","MALE","42+","2020","0"
"1500-1749","MALE","42+","2021","0"
"1750-1999","FEMALE","<20","2016","0"
"1750-1999","FEMALE","<20","2017","0"
"1750-1999","FEMALE","<20","2018","0"
"1750-1999","FEMALE","<20","2019","0"
"1750-1999","FEMALE","<20","2020","0"
"1750-1999","FEMALE","<20","2021","0"
"1750-1999","FEMALE","20-27","2016","0"
"1750-1999","FEMALE","20-27","2017","0"
"1750-1999","FEMALE","20-27","2018","0"
"1750-1999","FEMALE","20-27","2019","0"
"1750-1999","FEMALE","20-27","2020","0"
"1750-1999","FEMALE","20-27","2021","0"
"1750-1999","FEMALE","28-36","2016","29"
"1750-1999","FEMALE","28-36","2017","27"
"1750-1999","FEMALE","28-36","2018","31"
"1750-1999","FEMALE","28-36","2019","30"
"1750-1999","FEMALE","28-36","2020","20"
"1750-1999","FEMALE","28-36","2021","33"
"1750-1999","FEMALE","37-41","2016","5"
"1750-1999","FEMALE","37-41","2017","4"
"1750-1999","FEMALE","37-41","2018","1"
"1750-1999","FEMALE","37-41","2019","2"
"1750-1999","FEMALE","37-41","2020","7"
"1750-1999","FEMALE","37-41","2021","4"
"1750-1999","FEMALE","42+","2016","0"
"1750-1999","FEMALE","42+","2017","0"
"1750-1999","FEMALE","42+","2018","0"
"1750-1999","FEMALE","42+","2019","0"
"1750-1999","FEMALE","42+","2020","0"
"1750-1999","FEMALE","42+","2021","0"
"1750-1999","MALE","<20","2016","0"
"1750-1999","MALE","<20","2017","0"
"1750-1999","MALE","<20","2018","0"
"1750-1999","MALE","<20","2019","0"
"1750-1999","MALE","<20","2020","0"
"1750-1999","MALE","<20","2021","0"
"1750-1999","MALE","20-27","2016","1"
"1750-1999","MALE","20-27","2017","0"
"1750-1999","MALE","20-27","2018","0"
"1750-1999","MALE","20-27","2019","0"
"1750-1999","MALE","20-27","2020","0"
"1750-1999","MALE","20-27","2021","1"
"1750-1999","MALE","28-36","2016","24"
"1750-1999","MALE","28-36","2017","22"
"1750-1999","MALE","28-36","2018","19"
"1750-1999","MALE","28-36","2019","25"
"1750-1999","MALE","28-36","2020","14"
"1750-1999","MALE","28-36","2021","24"
"1750-1999","MALE","37-41","2016","1"
"1750-1999","MALE","37-41","2017","4"
"1750-1999","MALE","37-41","2018","2"
"1750-1999","MALE","37-41","2019","1"
"1750-1999","MALE","37-41","2020","3"
"1750-1999","MALE","37-41","2021","3"
"1750-1999","MALE","42+","2016","0"
"1750-1999","MALE","42+","2017","0"
"1750-1999","MALE","42+","2018","0"
"1750-1999","MALE","42+","2019","0"
"1750-1999","MALE","42+","2020","0"
"1750-1999","MALE","42+","2021","0"
"2000-2249","FEMALE","<20","2016","0"
"2000-2249","FEMALE","<20","2017","0"
"2000-2249","FEMALE","<20","2018","0"
"2000-2249","FEMALE","<20","2019","0"
"2000-2249","FEMALE","<20","2020","0"
"2000-2249","FEMALE","<20","2021","0"
"2000-2249","FEMALE","20-27","2016","0"
"2000-2249","FEMALE","20-27","2017","0"
"2000-2249","FEMALE","20-27","2018","0"
"2000-2249","FEMALE","20-27","2019","0"
"2000-2249","FEMALE","20-27","2020","1"
"2000-2249","FEMALE","20-27","2021","0"
"2000-2249","FEMALE","28-36","2016","32"
"2000-2249","FEMALE","28-36","2017","43"
"2000-2249","FEMALE","28-36","2018","48"
"2000-2249","FEMALE","28-36","2019","33"
"2000-2249","FEMALE","28-36","2020","29"
"2000-2249","FEMALE","28-36","2021","20"
"2000-2249","FEMALE","37-41","2016","26"
"2000-2249","FEMALE","37-41","2017","26"
"2000-2249","FEMALE","37-41","2018","19"
"2000-2249","FEMALE","37-41","2019","17"
"2000-2249","FEMALE","37-41","2020","20"
"2000-2249","FEMALE","37-41","2021","22"
"2000-2249","FEMALE","42+","2016","0"
"2000-2249","FEMALE","42+","2017","0"
"2000-2249","FEMALE","42+","2018","0"
"2000-2249","FEMALE","42+","2019","0"
"2000-2249","FEMALE","42+","2020","0"
"2000-2249","FEMALE","42+","2021","0"
"2000-2249","MALE","<20","2016","0"
"2000-2249","MALE","<20","2017","0"
"2000-2249","MALE","<20","2018","0"
"2000-2249","MALE","<20","2019","0"
"2000-2249","MALE","<20","2020","0"
"2000-2249","MALE","<20","2021","0"
"2000-2249","MALE","20-27","2016","0"
"2000-2249","MALE","20-27","2017","0"
"2000-2249","MALE","20-27","2018","0"
"2000-2249","MALE","20-27","2019","0"
"2000-2249","MALE","20-27","2020","0"
"2000-2249","MALE","20-27","2021","0"
"2000-2249","MALE","28-36","2016","36"
"2000-2249","MALE","28-36","2017","43"
"2000-2249","MALE","28-36","2018","37"
"2000-2249","MALE","28-36","2019","42"
"2000-2249","MALE","28-36","2020","23"
"2000-2249","MALE","28-36","2021","53"
"2000-2249","MALE","37-41","2016","16"
"2000-2249","MALE","37-41","2017","15"
"2000-2249","MALE","37-41","2018","8"
"2000-2249","MALE","37-41","2019","19"
"2000-2249","MALE","37-41","2020","10"
"2000-2249","MALE","37-41","2021","20"
"2000-2249","MALE","42+","2016","0"
"2000-2249","MALE","42+","2017","0"
"2000-2249","MALE","42+","2018","0"
"2000-2249","MALE","42+","2019","0"
"2000-2249","MALE","42+","2020","0"
"2000-2249","MALE","42+","2021","0"
"2250-2499","FEMALE","<20","2016","0"
"2250-2499","FEMALE","<20","2017","0"
"2250-2499","FEMALE","<20","2018","0"
"2250-2499","FEMALE","<20","2019","0"
"2250-2499","FEMALE","<20","2020","0"
"2250-2499","FEMALE","<20","2021","0"
"2250-2499","FEMALE","20-27","2016","0"
"2250-2499","FEMALE","20-27","2017","0"
"2250-2499","FEMALE","20-27","2018","0"
"2250-2499","FEMALE","20-27","2019","0"
"2250-2499","FEMALE","20-27","2020","0"
"2250-2499","FEMALE","20-27","2021","0"
"2250-2499","FEMALE","28-36","2016","52"
"2250-2499","FEMALE","28-36","2017","43"
"2250-2499","FEMALE","28-36","2018","43"
"2250-2499","FEMALE","28-36","2019","37"
"2250-2499","FEMALE","28-36","2020","42"
"2250-2499","FEMALE","28-36","2021","35"
"2250-2499","FEMALE","37-41","2016","61"
"2250-2499","FEMALE","37-41","2017","81"
"2250-2499","FEMALE","37-41","2018","64"
"2250-2499","FEMALE","37-41","2019","74"
"2250-2499","FEMALE","37-41","2020","65"
"2250-2499","FEMALE","37-41","2021","71"
"2250-2499","FEMALE","42+","2016","0"
"2250-2499","FEMALE","42+","2017","1"
"2250-2499","FEMALE","42+","2018","0"
"2250-2499","FEMALE","42+","2019","0"
"2250-2499","FEMALE","42+","2020","0"
"2250-2499","FEMALE","42+","2021","0"
"2250-2499","MALE","<20","2016","0"
"2250-2499","MALE","<20","2017","0"
"2250-2499","MALE","<20","2018","0"
"2250-2499","MALE","<20","2019","0"
"2250-2499","MALE","<20","2020","0"
"2250-2499","MALE","<20","2021","0"
"2250-2499","MALE","20-27","2016","0"
"2250-2499","MALE","20-27","2017","0"
"2250-2499","MALE","20-27","2018","0"
"2250-2499","MALE","20-27","2019","0"
"2250-2499","MALE","20-27","2020","0"
"2250-2499","MALE","20-27","2021","0"
"2250-2499","MALE","28-36","2016","52"
"2250-2499","MALE","28-36","2017","61"
"2250-2499","MALE","28-36","2018","48"
"2250-2499","MALE","28-36","2019","44"
"2250-2499","MALE","28-36","2020","42"
"2250-2499","MALE","28-36","2021","47"
"2250-2499","MALE","37-41","2016","53"
"2250-2499","MALE","37-41","2017","53"
"2250-2499","MALE","37-41","2018","45"
"2250-2499","MALE","37-41","2019","59"
"2250-2499","MALE","37-41","2020","66"
"2250-2499","MALE","37-41","2021","45"
"2250-2499","MALE","42+","2016","0"
"2250-2499","MALE","42+","2017","0"
"2250-2499","MALE","42+","2018","0"
"2250-2499","MALE","42+","2019","0"
"2250-2499","MALE","42+","2020","0"
"2250-2499","MALE","42+","2021","0"
"2500-2749","FEMALE","<20","2016","0"
"2500-2749","FEMALE","<20","2017","0"
"2500-2749","FEMALE","<20","2018","0"
"2500-2749","FEMALE","<20","2019","0"
"2500-2749","FEMALE","<20","2020","0"
"2500-2749","FEMALE","<20","2021","0"
"2500-2749","FEMALE","20-27","2016","0"
"2500-2749","FEMALE","20-27","2017","0"
"2500-2749","FEMALE","20-27","2018","0"
"2500-2749","FEMALE","20-27","2019","0"
"2500-2749","FEMALE","20-27","2020","0"
"2500-2749","FEMALE","20-27","2021","0"
"2500-2749","FEMALE","28-36","2016","49"
"2500-2749","FEMALE","28-36","2017","45"
"2500-2749","FEMALE","28-36","2018","42"
"2500-2749","FEMALE","28-36","2019","46"
"2500-2749","FEMALE","28-36","2020","45"
"2500-2749","FEMALE","28-36","2021","47"
"2500-2749","FEMALE","37-41","2016","187"
"2500-2749","FEMALE","37-41","2017","158"
"2500-2749","FEMALE","37-41","2018","163"
"2500-2749","FEMALE","37-41","2019","189"
"2500-2749","FEMALE","37-41","2020","151"
"2500-2749","FEMALE","37-41","2021","165"
"2500-2749","FEMALE","42+","2016","0"
"2500-2749","FEMALE","42+","2017","0"
"2500-2749","FEMALE","42+","2018","1"
"2500-2749","FEMALE","42+","2019","0"
"2500-2749","FEMALE","42+","2020","0"
"2500-2749","FEMALE","42+","2021","0"
"2500-2749","MALE","<20","2016","0"
"2500-2749","MALE","<20","2017","0"
"2500-2749","MALE","<20","2018","0"
"2500-2749","MALE","<20","2019","0"
"2500-2749","MALE","<20","2020","0"
"2500-2749","MALE","<20","2021","0"
"2500-2749","MALE","20-27","2016","0"
"2500-2749","MALE","20-27","2017","0"
"2500-2749","MALE","20-27","2018","0"
"2500-2749","MALE","20-27","2019","0"
"2500-2749","MALE","20-27","2020","0"
"2500-2749","MALE","20-27","2021","0"
"2500-2749","MALE","28-36","2016","60"
"2500-2749","MALE","28-36","2017","48"
"2500-2749","MALE","28-36","2018","37"
"2500-2749","MALE","28-36","2019","52"
"2500-2749","MALE","28-36","2020","36"
"2500-2749","MALE","28-36","2021","45"
"2500-2749","MALE","37-41","2016","99"
"2500-2749","MALE","37-41","2017","133"
"2500-2749","MALE","37-41","2018","111"
"2500-2749","MALE","37-41","2019","157"
"2500-2749","MALE","37-41","2020","123"
"2500-2749","MALE","37-41","2021","123"
"2500-2749","MALE","42+","2016","0"
"2500-2749","MALE","42+","2017","0"
"2500-2749","MALE","42+","2018","0"
"2500-2749","MALE","42+","2019","0"
"2500-2749","MALE","42+","2020","0"
"2500-2749","MALE","42+","2021","0"
"2750-2999","FEMALE","<20","2016","0"
"2750-2999","FEMALE","<20","2017","0"
"2750-2999","FEMALE","<20","2018","0"
"2750-2999","FEMALE","<20","2019","0"
"2750-2999","FEMALE","<20","2020","0"
"2750-2999","FEMALE","<20","2021","0"
"2750-2999","FEMALE","20-27","2016","0"
"2750-2999","FEMALE","20-27","2017","0"
"2750-2999","FEMALE","20-27","2018","0"
"2750-2999","FEMALE","20-27","2019","0"
"2750-2999","FEMALE","20-27","2020","0"
"2750-2999","FEMALE","20-27","2021","0"
"2750-2999","FEMALE","28-36","2016","44"
"2750-2999","FEMALE","28-36","2017","33"
"2750-2999","FEMALE","28-36","2018","38"
"2750-2999","FEMALE","28-36","2019","40"
"2750-2999","FEMALE","28-36","2020","35"
"2750-2999","FEMALE","28-36","2021","39"
"2750-2999","FEMALE","37-41","2016","441"
"2750-2999","FEMALE","37-41","2017","443"
"2750-2999","FEMALE","37-41","2018","396"
"2750-2999","FEMALE","37-41","2019","448"
"2750-2999","FEMALE","37-41","2020","388"
"2750-2999","FEMALE","37-41","2021","389"
"2750-2999","FEMALE","42+","2016","1"
"2750-2999","FEMALE","42+","2017","0"
"2750-2999","FEMALE","42+","2018","0"
"2750-2999","FEMALE","42+","2019","0"
"2750-2999","FEMALE","42+","2020","1"
"2750-2999","FEMALE","42+","2021","1"
"2750-2999","MALE","<20","2016","0"
"2750-2999","MALE","<20","2017","0"
"2750-2999","MALE","<20","2018","0"
"2750-2999","MALE","<20","2019","0"
"2750-2999","MALE","<20","2020","0"
"2750-2999","MALE","<20","2021","0"
"2750-2999","MALE","20-27","2016","0"
"2750-2999","MALE","20-27","2017","0"
"2750-2999","MALE","20-27","2018","0"
"2750-2999","MALE","20-27","2019","0"
"2750-2999","MALE","20-27","2020","0"
"2750-2999","MALE","20-27","2021","0"
"2750-2999","MALE","28-36","2016","60"
"2750-2999","MALE","28-36","2017","60"
"2750-2999","MALE","28-36","2018","40"
"2750-2999","MALE","28-36","2019","43"
"2750-2999","MALE","28-36","2020","35"
"2750-2999","MALE","28-36","2021","40"
"2750-2999","MALE","37-41","2016","307"
"2750-2999","MALE","37-41","2017","323"
"2750-2999","MALE","37-41","2018","298"
"2750-2999","MALE","37-41","2019","357"
"2750-2999","MALE","37-41","2020","298"
"2750-2999","MALE","37-41","2021","296"
"2750-2999","MALE","42+","2016","1"
"2750-2999","MALE","42+","2017","0"
"2750-2999","MALE","42+","2018","0"
"2750-2999","MALE","42+","2019","0"
"2750-2999","MALE","42+","2020","0"
"2750-2999","MALE","42+","2021","0"
"3000-3249","FEMALE","<20","2016","0"
"3000-3249","FEMALE","<20","2017","0"
"3000-3249","FEMALE","<20","2018","0"
"3000-3249","FEMALE","<20","2019","0"
"3000-3249","FEMALE","<20","2020","0"
"3000-3249","FEMALE","<20","2021","0"
"3000-3249","FEMALE","20-27","2016","1"
"3000-3249","FEMALE","20-27","2017","0"
"3000-3249","FEMALE","20-27","2018","0"
"3000-3249","FEMALE","20-27","2019","0"
"3000-3249","FEMALE","20-27","2020","1"
"3000-3249","FEMALE","20-27","2021","0"
"3000-3249","FEMALE","28-36","2016","28"
"3000-3249","FEMALE","28-36","2017","14"
"3000-3249","FEMALE","28-36","2018","14"
"3000-3249","FEMALE","28-36","2019","20"
"3000-3249","FEMALE","28-36","2020","12"
"3000-3249","FEMALE","28-36","2021","19"
"3000-3249","FEMALE","37-41","2016","718"
"3000-3249","FEMALE","37-41","2017","702"
"3000-3249","FEMALE","37-41","2018","646"
"3000-3249","FEMALE","37-41","2019","671"
"3000-3249","FEMALE","37-41","2020","661"
"3000-3249","FEMALE","37-41","2021","655"
"3000-3249","FEMALE","42+","2016","0"
"3000-3249","FEMALE","42+","2017","1"
"3000-3249","FEMALE","42+","2018","1"
"3000-3249","FEMALE","42+","2019","0"
"3000-3249","FEMALE","42+","2020","0"
"3000-3249","FEMALE","42+","2021","0"
"3000-3249","MALE","<20","2016","0"
"3000-3249","MALE","<20","2017","0"
"3000-3249","MALE","<20","2018","0"
"3000-3249","MALE","<20","2019","0"
"3000-3249","MALE","<20","2020","0"
"3000-3249","MALE","<20","2021","0"
"3000-3249","MALE","20-27","2016","0"
"3000-3249","MALE","20-27","2017","0"
"3000-3249","MALE","20-27","2018","0"
"3000-3249","MALE","20-27","2019","0"
"3000-3249","MALE","20-27","2020","0"
"3000-3249","MALE","20-27","2021","0"
"3000-3249","MALE","28-36","2016","30"
"3000-3249","MALE","28-36","2017","23"
"3000-3249","MALE","28-36","2018","30"
"3000-3249","MALE","28-36","2019","20"
"3000-3249","MALE","28-36","2020","31"
"3000-3249","MALE","28-36","2021","22"
"3000-3249","MALE","37-41","2016","575"
"3000-3249","MALE","37-41","2017","582"
"3000-3249","MALE","37-41","2018","561"
"3000-3249","MALE","37-41","2019","576"
"3000-3249","MALE","37-41","2020","498"
"3000-3249","MALE","37-41","2021","565"
"3000-3249","MALE","42+","2016","0"
"3000-3249","MALE","42+","2017","3"
"3000-3249","MALE","42+","2018","1"
"3000-3249","MALE","42+","2019","0"
"3000-3249","MALE","42+","2020","0"
"3000-3249","MALE","42+","2021","0"
"3250-3499","FEMALE","<20","2016","0"
"3250-3499","FEMALE","<20","2017","0"
"3250-3499","FEMALE","<20","2018","0"
"3250-3499","FEMALE","<20","2019","0"
"3250-3499","FEMALE","<20","2020","0"
"3250-3499","FEMALE","<20","2021","0"
"3250-3499","FEMALE","20-27","2016","0"
"3250-3499","FEMALE","20-27","2017","0"
"3250-3499","FEMALE","20-27","2018","0"
"3250-3499","FEMALE","20-27","2019","0"
"3250-3499","FEMALE","20-27","2020","0"
"3250-3499","FEMALE","20-27","2021","0"
"3250-3499","FEMALE","28-36","2016","8"
"3250-3499","FEMALE","28-36","2017","4"
"3250-3499","FEMALE","28-36","2018","6"
"3250-3499","FEMALE","28-36","2019","13"
"3250-3499","FEMALE","28-36","2020","7"
"3250-3499","FEMALE","28-36","2021","11"
"3250-3499","FEMALE","37-41","2016","856"
"3250-3499","FEMALE","37-41","2017","796"
"3250-3499","FEMALE","37-41","2018","790"
"3250-3499","FEMALE","37-41","2019","858"
"3250-3499","FEMALE","37-41","2020","796"
"3250-3499","FEMALE","37-41","2021","753"
"3250-3499","FEMALE","42+","2016","3"
"3250-3499","FEMALE","42+","2017","4"
"3250-3499","FEMALE","42+","2018","1"
"3250-3499","FEMALE","42+","2019","2"
"3250-3499","FEMALE","42+","2020","5"
"3250-3499","FEMALE","42+","2021","2"
"3250-3499","MALE","<20","2016","0"
"3250-3499","MALE","<20","2017","0"
"3250-3499","MALE","<20","2018","0"
"3250-3499","MALE","<20","2019","0"
"3250-3499","MALE","<20","2020","0"
"3250-3499","MALE","<20","2021","0"
"3250-3499","MALE","20-27","2016","0"
"3250-3499","MALE","20-27","2017","0"
"3250-3499","MALE","20-27","2018","0"
"3250-3499","MALE","20-27","2019","0"
"3250-3499","MALE","20-27","2020","0"
"3250-3499","MALE","20-27","2021","0"
"3250-3499","MALE","28-36","2016","12"
"3250-3499","MALE","28-36","2017","16"
"3250-3499","MALE","28-36","2018","13"
"3250-3499","MALE","28-36","2019","13"
"3250-3499","MALE","28-36","2020","12"
"3250-3499","MALE","28-36","2021","15"
"3250-3499","MALE","37-41","2016","843"
"3250-3499","MALE","37-41","2017","821"
"3250-3499","MALE","37-41","2018","757"
"3250-3499","MALE","37-41","2019","787"
"3250-3499","MALE","37-41","2020","697"
"3250-3499","MALE","37-41","2021","696"
