"county","site_code","lake_name","station","easting","northing","topo_map","mapbook","volume__m3","area_surface","maximum_de","mean_depth","less_than","shoreline","flushing_rate","headwater","assessment","sample_depth","thermoclin","surface_temp","temperature","oxygen","bottom_disc","secchi_disc","turbidity","jtu_turbid","colour","unknown","relative","conductivity","hardness","alkalinity","ph","aluminum","calcium_mg","chloride","copper__mg","iron__mg","manganese","potassium","sodium__mg","sulphate","zinc__mg_l","nitrogen_t","nitrate","ammonia","total_phosphate","ortho_phos","silica__mg","diss_solid","suspended","organic","dissolved_ox","chlorophyl","pheophytin","lab","collector","agency","data_id","notes","alt_name"
"Digby","969","NOWLANS",,"265977","4910720","21A05","04B3","925,834","28.4","8","3.3","27.6","2.1",,"Y","2008-08-14T00:00:00.000","0","S","21.5","16","6.9","1","0.85","19.6",,"16",,,"85.3","16.6","12","6.5","0.013","3.7","15","0.001","0.323","0.211","1.8","8.8","2.5","0.0025","1.01","0.005","0.005","0.4","0.3","1.5","85","13","6.2","85","67",,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"NOWLANS Meteghan R."
"Digby","966","PROVOST",,"272599","4914770","21A05","04C3","1,057,810","33.8","9","3.1","33.3","2.5","1.8","Y","2008-08-14T00:00:00.000","0","S","21.2","21.1","6.7","6.1","1.7","2.6",,"32",,,"43","5.1","1.5","6.1","0.105","0.9","8.4","0.001","0.452","0.063","0.5","4.9","2.5","0.0025","0.45","0.005","0.03","0.011","0.0025","0.5","60","1.5","5.2","60","18",,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"PROVOST Sissiboo R."
"Digby","78","HOURGLASS",,"266520","4912360","21A05","04B3","666,581","31.4","7","2.1","31","2","0.5","Y","2008-08-14T00:00:00.000","0","S","21.1","12.5","6.4","1.5","1.3","1.09",,"60",,,"62.5","6.8","3.4","6.2","0.123","1.1","13","0.01","0.825","0.128","0.6","8.1","2.5","0.0025","0.57","0.03","0.12","0.069","0.034","1.2","52.5","1.5","7.6","52.5","15",,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"HOURGLASS Tusket R."
"Digby","161","PLACIDES",,"265860","4908310","21A05","04B4",,,,,,,,,"2008-08-14T00:00:00.000","0","S","21.5","12.7","7.1","1","1.3","2.02",,"68",,,"74.2","10.8","3.4","6.5","0.09","2","14","0.001","0.532","0.061","1.7","8.6","2.5","0.0025","1.69","0.35","0.11","0.74","0.58","0.5","100","1.5","9.9","100","20",,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"PLACIDES Tusket R."
"Digby","161","PLACIDES",,"265860","4908310","21A05","04B4",,,,,,,,,"2008-08-14T00:00:00.000","7","B","21.5","12.7","7.1","1","1.3","16.5",,"202",,,"87.8","18.5","24","6.3","0.449","4.6","11","0.023","9.661","0.642","1.9","6.8","2.5","0.098","2.95","0.02","1.93","5.2","3.44","5.1",,,"16.7",,,,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"PLACIDES Tusket R."
"Yarmouth","41","PARR",,"267578","4885920","21A04","05B1","10,529,820","322","9","3.3","301.4","2.9","18.3","N","2008-08-14T00:00:00.000","0","S","21.7","21.7","6.6","6.4","1.5","1.38",,"64",,,"43","5.9","1.5","6.2","0.138","1.2","8.1","0.001","0.491","0.034","0.25","5","2.5","0.0025","0.27","0.005","0.02","0.033","0.012","1.5","57.5","1.5","8.2","57.5","11",,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"PARR Tusket R."
"Digby","84","PORCUPINE",,"265320","4906310","21A05","04B4","1,410,041","146.9","13","1","0","2.2",,,"2008-08-13T00:00:00.000","0","S","23.6","15.5","7.1","1.5","2.5","0.95",,"25",,,"51.9","7.2","1.5","6.6","0.026","1.4","10","0.001","0.217","0.038","0.6","5.4","2.5","0.0025","0.22","0.005","0.04","0.012","0.0025","1.3","50","1.5","4.6","50","7.8",,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"PORCUPINE Tusket R."
"Digby","84","PORCUPINE",,"265320","4906310","21A05","04B4","1,410,041","146.9","13","1","0","2.2",,,"2008-08-13T00:00:00.000","6","B","23.6","15.5","7.1","1.5","2.5","25.2",,"87",,,"59.8","9.1","9.5","6.3","0.053","2","10","0.025","3.066","1.489","0.7","5.4","2.5","0.075","0.4","0.005","0.18","0.021","0.0025","2.8",,,"5.3",,,,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"PORCUPINE Tusket R."
"Yarmouth","39","FANNING",,"266257","4877700","21A04","05B2","5,010,224","120","11","4.2","85.1","2.4","45.6","N","2008-08-13T00:00:00.000","0","S","23.5","18.1","7.31","0.13","2.3","0.85",,"31",,,"42.3","5.2","1.5","6.4","0.067","1.1","8.3","0.001","0.187","0.059","0.25","4.5","2.5","0.0025","0.21","0.005","0.02","0.011","0.0025","0.5","80","1.5","5.4","80","5.8",,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"FANNING Tusket R."
"Yarmouth","39","FANNING",,"266257","4877700","21A04","05B2","5,010,224","120","11","4.2","85.1","2.4","45.6","N","2008-08-13T00:00:00.000","7","T","23.5","18.1","7.31","0.13","2.3","3.5",,"57",,,"45.7","6.1","4.2","6.3","0.149","1.3","8.2","0.018","1.029","0.868","0.25","4.4","2.5","0.048","0.19","0.005","0.02","0.023","0.0025","1.1",,,"6",,,,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"FANNING Tusket R."
"Yarmouth","39","FANNING",,"266257","4877700","21A04","05B2","5,010,224","120","11","4.2","85.1","2.4","45.6","N","2008-08-13T00:00:00.000","9","B","23.5","18.1","7.31","0.13","2.3","7.72",,"137",,,"50.6","6.9","10","6.5","0.207","1.6","8.6","0.045","5.138","1.366","0.25","4.6","2.5","0.093","0.62","0.005","0.39","0.097","0.055","2.1",,,"7.6",,,,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"FANNING Tusket R."
"Halifax","255","DICK",,"442871","4939680","11D12","210",,,,,,,,,"2008-07-07T00:00:00.000","0","S",,,,,,,,,,,"30","3.3",,"4.9",,"0.69","5","0.01","0.27","0.02",,"3.32","3.1","0.005",,,,,,,,,,,,,"NS Dept. of Agriculture, Laboritory Services, Trur","Jason LeBlanc","NSDFA","AL",,"DICK Prospect R."
"Halifax","980","BIG INDIAN",,"443518","4938600","11D12","210","2,982,873","106","9",,"0","1.8",,"N","2008-06-26T00:00:00.000","0","S",,,,,,,,,,,"74","6.04","12.5","5.1",,"1.61","15","0.01","0.16","0.05",,"11.32","3.05","0.02",,,,,,,,,,,,,"NS Dept. of Agriculture, Laboritory Services, Trur","Jason LeBlanc","NSDFA","AL",,"BIG INDIAN Prospect R."
"Halifax","258","RAGGED",,"446435","4941440","11D12","2000000",,,,,,,,,"2008-06-26T00:00:00.000","0","S",,,,,,,,,,,"62","4.28","12.5","4.8",,"1.09","12","0.01","0.14","0.01",,"8.98","2.65","0.005",,,,,,,,,,,,,"NS Dept. of Agriculture, Laboritory Services, Trur",,"NSDFA","AL",,"RAGGED Prospect R."
"Halifax","256","LITTLE INDIAN",,"442668","4937770","11D12","210",,,,,,,,,"2008-06-26T00:00:00.000","0","S",,,,,,,,,,,"71","5.4","12.5","5.04",,"1.39","14","0.01","0.18","0.04",,"10.59","2.89","0.005",,,,,,,,,,,,,"NS Dept. of Agriculture, Laboritory Services, Trur",,"NSDFA","AL",,"LITTLE INDIAN Prospect R."
"Halifax","898","OTTER",,"442474","4941660","11D12","2000000","3,670,876","87.8","12","4.2","63.4","2.1","0.8","Y","2008-06-26T00:00:00.000","0","S",,,,,,,,,,,"39","3.94","12.5","5.3",,"0.88","5","0.01","0.06","0.07",,"4.85","2.02","0.005",,,,,,,,,,,,,"NS Dept. of Agriculture, Laboritory Services, Trur",,"NSDFA","AL",,"OTTER Prospect R."
"Lunenburg","957","SEVEN MILE",,"360009","4922730","21A07","14A2","16,811,100","291","18","5.8","207.7","2.7","4.3","N","2007-11-22T00:00:00.000","0","S",,,,,,"0.7",,"39",,,"29.8","4.8","1.5","6","0.093","1.1","5.3","0.001","0.356","0.078","0.25","3.3","2.5","0.01","0.27","0.02","0.04","0.007","0.0025","2.5","37.5","1.5","6.1","37.5",,,"Capitol District Health Authority","Jason LeBlanc","NSDFA","AL",,"SEVEN MILE LaHave R."
"Queens","21","PONHOOK",,"349669","4908430","21A07","15A4",,,,,,,,,"2007-11-22T00:00:00.000","0","S",,,,,,"1",,"82",,,"30.8","5","1.5","5.4","0.22","1","5.6","0.001","0.365","0.05","0.25","3.3","2.5","0.0025","0.3","0.02","0.02","0.01","0.0025","2.7","65","1.5","11.7","65",,,"Capitol District Health Authority","Jason LeBlanc","NSDFA","AL",,"PONHOOK Medway R."
"Queens","30","MOLEGA",,"352580","4913800","21A07","15A3","100,477,618","1,995.90","26","5","1,375.40","5","25.5","N","2007-11-22T00:00:00.000","0","S",,,,,,"1.05",,"61",,,"35.8","5","1.5","5.4","0.146","1","7.1","0.001","0.427","0.067","0.25","3.9","2.5","0.008","0.3","0.02","0.05","0.01","0.0025","3.2","57.5","1.5","8.8","57.5",,,"Capitol District Health Authority","Jason LeBlanc","NSDFA","AL",,"MOLEGA Medway R."
"Halifax","965","DOLLAR",,"474433","4973590","11D14","24C2","24,923,200","215.1","34","11.6","50.9","1.9","0.7","N","2007-11-21T00:00:00.000","0","S",,,,,,"1.13",,"21",,,"123","18.6","12","7","0.049","5.8","24","0.001","0.124","0.053","1","14.6","2.5","0.0025","0.22","0.04","0.02","0.005","0.0025","1.8","75","1.5","5.2","75",,,"Capitol District Health Authority","Reg Madden, Eddie Halfyard","NSDFA","AL",,"DOLLAR Musquodoboit R."
"Halifax","168","SECOND",,"551195","4976970","11D13","20000","3,359,160","90.3","14","3.72","0","2.3","1.5","Y","2007-11-20T00:00:00.000","0","S",,,,,,"1.01",,"56",,,"27",,"1.5","5.3","0.247","1.2","3.7","0.001","0.17","0.043","0.25","2.2","2.5","0.0025","0.21","0.04","0.02","0.0025","0.0025","1.8","35","1.5","8.8","35",,,"Capitol District Health Authority","Reg Madden","NSDFA","AL",,"SECOND Quoddy R."
"Halifax","249","LONG",,"504454","4988540","1.10E+03","28A1",,,,,,,,,"2007-10-19T00:00:00.000","0","S",,,,,,"0.97",,"24",,,"27.5","7.9","4.6","6.7","0.039","2","2.6","0.001","0.392","0.059","0.25","1.7","2.5","0.0025","0.16","0.005","0.005","0.04","0.0025","1.6","20","0.75","4.6","20",,,"Capitol District Health Authority","Reg Madden, Eddie Halfyard","NSDFA","AL",,"LONG Fish R. - L.Charlotte"
"Halifax","853","WILLIAM",,"453622","4957270","11D13","24A4","27,025,000","339","28","11.5","0","2.5","1.2","N","2007-10-17T00:00:00.000","0","S",,,,,,"0.68",,"19",,,"159","23","14","7.2","0.023","7.4","32","0.001","0.024","0.023","1.3","19.6","7.8","0.0025","0.23","0.08","0.005","0.005","0.0025","2.3","67.5","1.5","4.5","67.5",,,"Capitol District Health Authority","Reg Madden/ Eddie Halfyard","NSDFA","AL",,"WILLIAM Shubenacadie R."
"Halifax","853","WILLIAM",,"453622","4957270","11D13","24A4","27,025,000","339","28","11.5","0","2.5","1.2","N","2007-10-17T00:00:00.000","14","T",,,,,,"0.5",,"16",,,"159","23","13.99","6.5","0.024","7.4","32","0.006","0.023","0.042","1.3","19.2","8.3","0.016","0.26","0.14","0.005","0.0025","0.0025","2.5",,,"4.2",,,,"Capitol District Health Authority","Reg Madden/ Eddie Halfyard","NSDFA","AL",,"WILLIAM Shubenacadie R."
"Halifax","853","WILLIAM",,"453622","4957270","11D13","24A4","27,025,000","339","28","11.5","0","2.5","1.2","N","2007-10-17T00:00:00.000","23","B",,,,,,"0.39",,"12",,,"158","22.5","13","6.5","0.024","7.2","31","0.015","0.031","0.121","1.3","19.1","8.3","0.043","0.36","0.25","0.005","0.005","0.0025","3.1",,,"3.4",,,,"Capitol District Health Authority","Reg Madden/ Eddie Halfyard","NSDFA","AL",,"WILLIAM Shubenacadie R."
"Halifax","18","CHARLES",,"456353","4952280","11D12","24A4","10,383,040","113.6","28","9.1","0","2.4","1.3","N","2007-10-17T00:00:00.000","0","S",,,,,,"0.54",,"10",,,"203","29.9","18","7.3","0.012","9.5","41","0.001","0.01","0.041","1.5","25.3","10","0.0025","0.41","0.33","0.005","0.01","0.0025","2.6","102.5","1.5","3.6","102.5",,,"Capitol District Health Authority","Reg Madden, Eddie Halfyard","NSDFA","AL",,"CHARLES Shubenacadie R."
"Halifax","971","CHARLOTTE",,"501928","4963960","11D15","24000","168,562,000","1,485.70","51.2",,"512.4","2.14","1.9","N","2007-10-16T00:00:00.000","0","S",,,,,,"0.58",,"53",,,"25.5","4.8","1.5","5.7","0.187","1.1","4","0.001","0.183","0.043","0.25","2.4","2.5","0.0025","0.2","0.03","0.03","0.0025","0.0025","1.5","30","1.5","8.4","30",,,"Capitol District Health Authority","Reg Madden, Eddie Halfyard","NSDFA","AL",,"CHARLOTTE Fish R. - L.Charlotte"
"Halifax","34","SCRAGGY",,"509336","4977600","11D15","28A2",,"644.5","12.6",,"562.9","5.14","1.8","N","2007-10-16T00:00:00.000","0","S",,,,,,"1.19",,"65",,,"23.1",,"1.5","5.6","0.182","0.8","3.6","0.001","0.39","0.055","0.25","2.4","2.5","0.0025","0.23","0.005","0.02","0.005","0.0025","0.5","22.5","4","9","22.5",,,"Capitol District Health Authority","Reg Madden/ Eddie Halfyard","NSDFA","AL",,"SCRAGGY Fish R. - L.Charlotte"
"Halifax","949","FLETCHER",,"451641","4965600","11D13","24A3","2,575,741","105.2","11","2.4","104.8","1.9","44.6","N","2007-10-03T00:00:00.000","0","S",,,,,,"0.68",,"25",,,"136","18.4","11","7.1","0.043","5.9","27","0.001","0.133","0.08","1.1","16.8","6.9","0.0025","0.4","0.14","0.1","0.0025","0.0025","1.7","60","0.75","5.2","60",,,"Capitol District Health Authority","Jason LeBlanc","NSDFA","AL",,"FLETCHER Shubenacadie R."
"Halifax","865","THOMAS",,"451802","4961080","11D13","24A3",,,,,,,,"N","2007-10-03T00:00:00.000","0","S",,,,,,"0.75",,"21",,,"159","23.2","15","6.9","0.018","7.5","32","0.001","0.041","0.071","1.3","19.4","7.9","0.0025","0.3","0.06","0.03","0.0025","0.0025","2.3","72.5","0.75","4.6","72.5",,,"Capitol District Health Authority","Jason LeBlanc","NSDFA","AL",,"THOMAS Shubenacadie R."
"Halifax","903","MUDDY POND",,"451717","4959620","11D13","24A4",,"11.8","3",,"0","0.7",,"N","2007-10-03T00:00:00.000","0","S",,,,,,"0.94",,"51",,,"162","28.6","24","6.5","0.031","9.3","29","0.001","0.612","0.168","1.1","19.4","5.6","0.0025","0.33","0.005","0.07","0.021","0.005","3.8","85","0.5","8.2","85",,,"Capitol District Health Authority","Jason LeBlanc","NSDFA","AL",,"MUDDY P0ND Shubenacadie R."
"Halifax","84","POWDER MILL",,"451630","4958120","11D13","20D3","1,787,424","41.3","13","4.3","0","1.7","11.4","N","2007-10-03T00:00:00.000","0","S",,,,,,"0.7",,"14",,,"207","34.4","24","7.4","0.006","11.5","42","0.001","0.024","0.082","2.1","23.7","8.8","0.0025","0.22","0.03","0.04","0.0025","0.0025","2","90","0.5","4.3","90",,,"Capitol District Health Authority","Jason LeBlanc","NSDFA","AL",,"POWDER MILL Shubenacadie R."
"Guysborough","93","FISHERMANS HARBOUR",,"599711","4996870","11F04","3000000","1,189,593","90","2.2","1.3","90","1.9","6.4","Y","2007-10-02T00:00:00.000","0","S",,,,,,"1.66",,"186",,,"33.9","3.6","1.5","5","0.382","0.6","6.2","0.001","1.046","0.025","0.25","3.7","2.5","0.0025","0.36","0.005","0.06","0.008","0.0025","1.9","37.5","0.75","19.1","37.5",,,"Capitol District Health Authority","Jason LeBlanc","NSDFA","AL",,"FISHERMANS HARBOUR  EPSD13"
"Guysborough","89","SEAL HARBOUR BIG LAKE",,"606946","5007390","11F04","35A4","1,211,894","70.3","3","1.7","70.3","1.7","4.9","Y","2007-10-02T00:00:00.000","0","S",,,,,,"1.79",,"145",,,"31.9","5","1.5","5.4","0.313","1","5.7","0.002","1.001","0.041","0.6","3.6","2.5","0.007","0.54","0.005","0.11","0.11","0.047","3.1","32.5","2.3","15.7","32.5",,,"Capitol District Health Authority","Jason LeBlanc","NSDFA","AL",,"SEAL HARBOUR BIG LAKE  EQSD31"
"Halifax","255","DICK",,"442871","4939680","11D12","210",,,,,,,,,"2007-08-29T00:00:00.000","0","S",,,,,,,,,,,"33","3.58",,"4.34",,"0.74","21","0.01","0.61","0.02",,"2.53","2.7","0.005",,,,,,,,,,,,,"NS Dept. of Agriculture, Laboritory Services, Trur","Jason LeBlanc","NSDFA","AL",,"DICK Prospect R."
"Halifax","980","BIG INDIAN",,"443518","4938600","11D12","210",,,,,,,,,"2007-08-15T00:00:00.000","0","S",,,,,,"0.54",,"58",,,"55.1","4.8","4.9","5.1","0.306","1.1","12","0.001","0.243","0.054","0.5","6.6","2.5","0.0025","0.19","0.01","0.02","0.0025","0.0025","1.3","60","1.5","8.9","60","2.2",,"Capitol District Health Authority","Hashton and Rogers","NSDFA","AL",,"BIG INDIAN Prospect R."
"Halifax","980","BIG INDIAN",,"443518","4938600","11D12","210",,,,,,,,,"2007-08-15T00:00:00.000","6","T",,,,,,"0.72",,"81",,,"53","5.1","5.2","5","0.365","1.2","11","0.027","0.584","0.052","0.5","6.3","2.5","0.11","0.21","0.02","0.03","0.005","0.0025","2",,,"10.8",,,,"Capitol District Health Authority","Hashton and Rogers","NSDFA","AL",,"BIG INDIAN Prospect R."
"Halifax","980","BIG INDIAN",,"443518","4938600","11D12","210",,,,,,,,,"2007-08-15T00:00:00.000","8","B",,,,,,"3.73",,"166",,,"57.9","5.1","5.4","4.9","0.545","1.2","13","0.026","4.24","0.05","0.6","6.7","2.5","0.07","0.41","0.005","0.17","0.014","0.006","3.8",,,"13",,,,"Capitol District Health Authority","Hashton and Rogers","NSDFA","AL",,"BIG INDIAN Prospect R."
"Halifax","258","RAGGED",,"446435","4941440","11D12","2000000",,,,,,,,,"2007-08-09T00:00:00.000","0","S",,,,,,,,,,,"48","3.57",,"4.51",,"0.77","21","0.01","0.27","0.02",,"5.01","3.2","0.005",,,,,,,,,,,,,"NS Dept. of Agriculture, Laboritory Services, Trur",,"NSDFA","AL",,"RAGGED Prospect R."
"Halifax","898","OTTER",,"442474","4941660","11D12","2000000","3,670,876","87.8","12","4.2","63.4","2.1","0.8","Y","2007-08-09T00:00:00.000","0","S",,,,,,,,,,,"35","3.56",,"5.23",,"0.73","21","0.01","0.13","0.1",,"3.7","2.57","0.005",,,,,,,,,,,,,"NS Dept. of Agriculture, Laboritory Services, Trur",,"NSDFA","AL",,"OTTER Prospect R."
"Halifax","250","ACADIA",,"510256","4965120","11D15","28B3",,,,,,,,,"2007-07-31T00:00:00.000","0","S",,,,,,"0.78",,"65.5",,,"32.9",,"1.5","4.8","0.326","0.25","5.5","0.001","0.121","0.037","0.6","3.2","2.5","0.0025","0.16","0.01","0.01","0.0025","0.0025","2.4","5","1.5","7.8","5","0.9",,"Capitol District Health Authority","Ralph Heighton","NSDFA","AL",,"ACADIA Little R."
"Halifax","250","ACADIA",,"510256","4965120","11D15","28B3",,,,,,,,,"2007-07-31T00:00:00.000","5","T",,,,,,"0.6",,"79.5",,,"33.9",,"1.5","4.9","0.354","0.25","5.7","0.036","0.19","0.04","0.6","3.4","2.5",,"0.16","0.005","0.005","0.005","0.0025","3",,,"8.7",,,,"Capitol District Health Authority","Ralph Heighton","NSDFA","AL",,"ACADIA Little R."
"Halifax","250","ACADIA",,"510256","4965120","11D15","28B3",,,,,,,,,"2007-07-31T00:00:00.000","12","B",,,,,,"0.56",,"67",,,"34.5",,"1.5","4.9","0.327","0.25","5.7","0.02","0.197","0.044","0.6","3.3","2.5","0.0025","0.17","0.03","0.02","0.005","0.0025","3.8",,,"7.7",,,,"Capitol District Health Authority","Ralph Heighton","NSDFA","AL",,"ACADIA Little R."
"Halifax","251","ARNOLD",,"508434","4965430","11D15","28A3",,,,,,,,,"2007-07-31T00:00:00.000","0","S",,,,,,"0.47",,"62",,,"27.6",,"1.5","5.2","0.325","0.25","4.7","0.001","0.109","0.017","0.25","3.1","2.5","0.0025","0.15","0.005","0.02","0.0025","0.0025","2.4","7.5","1.5","6.6","7.5","0.2",,"Capitol District Health Authority","Ralph Heighton","NSDFA","AL",,"ARNOLD Little R."
"Halifax","251","ARNOLD",,"508434","4965430","11D15","28A3",,,,,,,,,"2007-07-31T00:00:00.000","4","T",,,,,,"0.48",,"67",,,"28.6",,"1.5","5.2","0.333","0.25","4.8","0.031","0.116","0.018","0.25","3.1","2.5","0.1","0.24","0.02","0.02","0.005","0.0025","2.6",,,"7.1",,,,"Capitol District Health Authority","Ralph Heighton","NSDFA","AL",,"ARNOLD Little R."
"Halifax","251","ARNOLD",,"508434","4965430","11D15","28A3",,,,,,,,,"2007-07-31T00:00:00.000","6","B",,,,,,"0.45",,"58.4",,,"29.3",,"1.5","5.2","0.317","0.5","4.9","0.026","0.109","0.018","0.25","3.2","2.5","0.098","0.17","0.05","0.005","0.006","0.0025","3.4",,,"6.4",,,,"Capitol District Health Authority","Ralph Heighton","NSDFA","AL",,"ARNOLD Little R."
"Halifax","252","BOOT",,"510372","4966570","11D15","28B3",,,,,,,,,"2007-07-31T00:00:00.000","0","S",,,,,,"0.58",,"142.6",,,"34.4",,"1.5","4.6","0.462","0.25","4.9","0.001","0.28","0.033","0.5","3.2","2.5","0.0025","0.22","0.005","0.02","0.007","0.0025","2.9","25","1.5","14.7","25","0.8",,"Capitol District Health Authority","Ralph Heighton","NSDFA","AL",,"BOOT Little R."
"Halifax","252","BOOT",,"510372","4966570","11D15","28B3",,,,,,,,,"2007-07-31T00:00:00.000","4","T",,,,,,"0.55",,"145.7",,,"34.1",,"1.5","4.7","0.425","0.5","4.6","0.033","0.353","0.037","0.5","3.1","2.5","0.079","0.21","0.005","0.02","0.015","0.006","3.7",,,"14.6",,,,"Capitol District Health Authority","Ralph Heighton","NSDFA","AL",,"BOOT Little R."
"Halifax","252","BOOT",,"510372","4966570","11D15","28B3",,,,,,,,,"2007-07-31T00:00:00.000","10","B",,,,,,"0.79",,"117.5",,,"33.6",,"1.5","4.9","0.374","0.6","5.2","0.024","0.311","0.038","0.5","3.3","2.5","0.058","0.3","0.04","0.03","0.024","0.014","4.9",,,"11.9",,,,"Capitol District Health Authority","Ralph Heighton","NSDFA","AL",,"BOOT Little R."
"Halifax","253","NORTHEAST",,"509149","4965470","11D15","28A3",,,,,,,,,"2007-07-30T00:00:00.000","0","S",,,,,,"0.77",,"87.5",,,"31",,"1.5","4.9","0.36","0.5","4.9","0.001","0.181","0.036","0.5","3.2","2.5","0.007","0.19","0.005","0.02","0.005","0.0025","2.4","20","1.5","9.4","20","1",,"Capitol District Health Authority","Ralph Heighton","NSDFA","AL",,"NORTHEAST Little R."
"Halifax","253","NORTHEAST",,"509149","4965470","11D15","28A3",,,,,,,,,"2007-07-30T00:00:00.000","4","T",,,,,,"0.65",,"92.5",,,"31.2",,"1.5","4.9","0.369","0.25","5","0.033","0.23","0.037","0.5","3.1","2.5","0.092","0.2","0.005","0.03","0.008","0.0025","2.8",,,"9.3",,,,"Capitol District Health Authority","Ralph Heighton","NSDFA","AL",,"NORTHEAST Little R."
"Halifax","253","NORTHEAST",,"509149","4965470","11D15","28A3",,,,,,,,,"2007-07-30T00:00:00.000","6","B",,,,,,"2.8",,"79",,,"32.2",,"1.5","4.9","0.416","0.5","5.4","0.023","0.294","0.039","0.5","3.1","2.5","0.061","0.21","0.02","0.005","0.013","0.0025","3.4",,,"8.3",,,,"Capitol District Health Authority","Ralph Heighton","NSDFA","AL",,"NORTHEAST Little R."
"Halifax","257","MARSH",,"444606","4955120","11D12","200000",,,,,,,,,"2007-07-25T00:00:00.000","0","S",,,,,,"1.19",,"36.7",,,"119","12","3.8","6.4","0.144","3.5","25","0.001","0.269","0.126","0.8","15.6","7.2","0.007","0.2","0.005","0.02","0.007","0.0025","2","72.5","4","5.8","72.5","4",,"Capitol District Health Authority","Jason LeBlanc","NSDFA","AL",,"MARSH Sackville R."
"Halifax","238","HAMILTON",,"444187","4965400","11D13","20000",,,,,,,,"N","2006-09-27T00:00:00.000","0","S","17.3","13.4","8.1","0.7","1.4","2.09",,"72.7",,,"39","6.5","2.4","6","0.17","1.8","6.2","0.001","0.84","0.109","0.25","3.9","2.5","0.001","0.29","0.005","0.02","0.009","0.0025","0.7","110","1.5","9.6","110","6.8",,"Capitol District Health Authority","Ralph Heighton","NSDAF","AL",,"HAMILTON Shubenacadie R."
