"county","english_placename","siorramachd","inm_aite_s_a_gh_idhlig","lat","long","easting","northing","geocoded_column"
"Guysborough","Roman Valley","AM MAINISDEAR","Gleann na' Ròmanach","45.4577013111","-61.7105565232999","600815.37","5034605.87","POINT (-61.71055652329991 45.4577013111)"
"Inverness","Harbourview","AM MAINISDEAR","Sealladh A’ Chalaidh","45.9862231649999","-61.5247185465999","614262.39","5093574.84","POINT (-61.52471854659991 45.9862231649999)"
"Inverness","Scotsville","INBHIR NIS","Bun Na h-Aibhne","46.1880379477","-61.1570367671999","642219.74","5116590.98","POINT (-61.1570367671999 46.18803794770001)"
"Guysborough","Eight Island Lake","AM MAINISDEAR","Loch nan Ochd Innsean","45.3566185505","-61.9464123174999","582522.05","5023107.31","POINT (-61.9464123174999 45.3566185505)"
"Antigonish","St. Andrews","ANTAIGINIS","Cill Rìmhinn","45.5561405150999","-61.8890975412","586704.86","5045333.72","POINT (-61.8890975412 45.5561405150999)"
"Antigonish","Doctors Brook","ANTAIGINIS","Allt An Doctair","45.7791201459","-62.1226686151999","568203.54","5069880.94","POINT (-62.1226686151999 45.7791201459)"
"Inverness","Kingsville","INBHIR NIS","Baile An Rìgh","45.781795643","-61.3167248788999","630850.80","5071181.71","POINT (-61.316724878899905 45.781795643)"
"Cape Breton","Blacketts Lake","ROINN BHEAG IONADAIL CHEAP BREATAINN","Loch Bhlackett","46.0665819954","-60.3243230498","706932.50","5104926.11","POINT (-60.3243230498 46.0665819954)"
"Inverness","Colindale","INBHIR NIS","Màbu Bheag","46.0647268037999","-61.4987799103","616106.85","5102334.61","POINT (-61.4987799103 46.0647268037999)"
"Cape Breton","Pipers Cove","BHIOCTORIA","Còbh Nam Pìobairean","45.9456083793999","-60.7560138358999","673925.81","5090452.61","POINT (-60.75601383589991 45.9456083793999)"
"Guysborough","Goshen","INBHIR NIS","Goisein","45.3781055867999","-61.9731674097999","580396.02","5025467.32","POINT (-61.97316740979989 45.3781055867999)"
"Inverness","Judique","INBHIR NIS","Siudaig Mhór","45.8763642171999","-61.4906094254999","617135.25","5081418.54","POINT (-61.49060942549989 45.8763642171999)"
"Antigonish","St. Joseph","ANTAIGINIS","An Loch Mór","45.538684697","-62.0776918549999","572007.57","5043207.94","POINT (-62.0776918549999 45.538684697)"
"Inverness","South West Margaree","INBHIR NIS","Bràigh Na h-Aibhne","46.2812068208","-61.1439089548999","642990.52","5126966.48","POINT (-61.1439089548999 46.2812068208)"
"Inverness","Newtown","AM MAINISDEAR","Am Baile Ùr","45.6622874703","-61.419073761","623157.04","5057741.83","POINT (-61.419073761 45.6622874703)"
"Inverness","Glendale","AM MAINISDEAR","Gleann Dail/Bràigh Na h-Aibhneadh","45.8093840093999","-61.3265597381999","630022.09","5074230.77","POINT (-61.32655973819989 45.8093840093999)"
"Pictou","Black River","PIOGTO","An Abhainn Dubh","45.6688661402","-62.9802822174999","501535.88","5057257.51","POINT (-62.9802822174999 45.6688661402)"
"Richmond","Oban","RICHMOND","An t-Òban","45.7227991768999","-60.9213545629","661755.34","5065350.57","POINT (-60.9213545629 45.7227991768999)"
"Inverness","Southwest Mabou","INBHIR NIS","Màbu An Iar-dheas","46.0476509036","-61.42969475","621487.41","5100540.52","POINT (-61.42969475 46.0476509036)"
"Richmond","Soldiers Cove","RICHMOND","Còbh An t-Saighdeir","45.7005639002","-60.7370619634","676166.27","5063269.46","POINT (-60.73706196340001 45.70056390020001)"
"Pictou","Fox Brook","PIOGTO","Allt A’ Mhadaidh Ruaidh","45.5021757509","-62.7163805641","522157.42","5038777.34","POINT (-62.7163805641 45.50217575090001)"
"Guysborough","Lower Caledonia","AM MAINISDEAR","Bun a’ Chaillein","45.2751809876999","-62.2716354159","557130.81","5013778.27","POINT (-62.2716354159 45.2751809876999)"
"Pictou","Salt Springs","PIOGTO","Fuarain Saillteach","45.5435132284","-62.8820418318999","509208.59","5043337.48","POINT (-62.882041831899905 45.5435132284)"
"Guysborough","Erinville","AM MAINISDEAR","Baile nan Éireannach","45.3788689033999","-61.7495795759","597900.51","5025799.77","POINT (-61.7495795759 45.3788689033999)"
"Cape Breton","Ironville","ROINN BHEAG IONADAIL CHEAP BREATAINN","Baile Iarainn","46.1331665435999","-60.4621878127","696034.26","5111974.40","POINT (-60.4621878127 46.1331665435999)"
"Cape Breton","Sydney Mines","ROINN BHEAG IONADAIL CHEAP BREATAINN","Méinnean Baile Shuidni","46.2423024299","-60.2314635592","713433.00","5124695.38","POINT (-60.2314635592 46.2423024299)"
"Cape Breton","Benacadie West","BHIOCTORIA","Pon Na Maiseadh An Iar","45.9378763257999","-60.7311899163999","675874.28","5089648.04","POINT (-60.7311899163999 45.9378763257999)"
"Antigonish","South River","ANTAIGINIS","Abhainn-a-Deas","45.6049432836","-61.9162659592999","584511.14","5050726.63","POINT (-61.9162659592999 45.6049432836)"
"Antigonish","Antigonish","ANTAIGINIS","Am Baile Mór","45.6667415971","-61.9159599496","584442.13","5057592.71","POINT (-61.915959949599994 45.6667415971)"
"Inverness","St. Rose","INBHIR NIS","Na Ponaichean","46.3553960548999","-61.1779124800999","640181.34","5135148.90","POINT (-61.17791248009989 46.3553960548999)"
"Antigonish","Morar","ANTAIGINIS","Mòrar","45.850969851","-61.9852133664999","578787.85","5077990.10","POINT (-61.9852133664999 45.850969851)"
"Pictou","Trenton","PIOGTO","Baile Na Stàilinn","45.6105210930999","-62.6393750327999","528119.30","5050838.43","POINT (-62.6393750327999 45.6105210930999)"
"Inverness","Lake Ainslie","INBHIR NIS","Loch Ainslidh","46.133344401","-61.1807327141999","640530.40","5110471.91","POINT (-61.18073271419989 46.133344401)"
"Cape Breton","Big Beach","BHIOCTORIA","An Tràigh Mhór","46.0151410898999","-60.681992516","679438.05","5098342.17","POINT (-60.681992516 46.015141089899906)"
"Cape Breton","Sydney River","ROINN BHEAG IONADAIL CHEAP BREATAINN","Abhainn Shuidni","46.1478791211999","-60.208951515","715537.56","5114265.31","POINT (-60.208951515 46.1478791211999)"
"Cape Breton","Millville","ROINN BHEAG IONADAIL CHEAP BREATAINN","Baile A’ Mhuilinn","46.2716834973999","-60.3405625294","704913.02","5127671.86","POINT (-60.3405625294 46.2716834973999)"
"Antigonish","Antigonish","ANTAIGINIS","Am Baile Mór","45.6227663998","-61.9915861802","578612.67","5052630.13","POINT (-61.991586180199995 45.6227663998)"
"Cape Breton","Canoe Lake","ROINN BHEAG IONADAIL CHEAP BREATAINN","Loch Na Curaich","45.8723383462","-60.2240940912","715436.15","5083611.02","POINT (-60.2240940912 45.8723383462)"
"Antigonish; Pictou","Knoydart","PIOGTO","Cnòideart","45.7181247278","-62.2331987066","559675.94","5063015.88","POINT (-62.2331987066 45.7181247278)"
"Inverness","Chimney Corner","INBHIR NIS","Cùil An t-Simileir","46.3985808993","-61.156428312","641722.38","5139985.51","POINT (-61.15642831200001 46.3985808993)"
"Antigonish","Cape George","ANTAIGINIS","Ceap Sheòrais","45.8521769684","-61.9513225586999","581417.36","5078158.22","POINT (-61.9513225586999 45.8521769684)"
"Pictou","Pictou Island","PIOGTO","Eilean Phiogto","45.8165294798","-62.5541871544999","534634.23","5073759.61","POINT (-62.5541871544999 45.8165294798)"
"Antigonish","Antigonish Harbour","ANTAIGINIS","Acarsaid Antaiginis","45.6561255291","-61.9104799134999","584885.04","5056419.05","POINT (-61.9104799134999 45.6561255291)"
"Cape Breton","New Waterford","ROINN BHEAG IONADAIL CHEAP BREATAINN","Portlairge Ùr","46.2487612386999","-60.0856664547999","724646.05","5125815.91","POINT (-60.0856664547999 46.2487612386999)"
"Richmond","Dundee","RICHMOND","Dùn Deagh","45.6963542216999","-61.1022221218999","647750.46","5062062.72","POINT (-61.1022221218999 45.6963542216999)"
"Antigonish","Copper Lake","ANTAIGINIS","Loch A’ Chopair","45.4043086467999","-61.9845684651999","579466.64","5028367.02","POINT (-61.98456846519989 45.4043086467999)"
"Cape Breton","Little Pond","ROINN BHEAG IONADAIL CHEAP BREATAINN","Am Pon Beag","46.2696125081","-60.2609013247","711058.77","5127650.86","POINT (-60.260901324699994 46.2696125081)"
"Inverness","West Mabou","INBHIR NIS","Màbu An Iar","46.0711140595999","-61.4725027178999","618125.53","5103082.97","POINT (-61.47250271789991 46.0711140595999)"
"Cape Breton","North Sydney","ROINN BHEAG IONADAIL CHEAP BREATAINN","Suidni A Tuath","46.2077668148999","-60.2548987512999","711759.23","5120795.44","POINT (-60.2548987512999 46.2077668148999)"
"Antigonish","Dagger Woods","ANTAIGINIS","Coille An Daigeir","45.5932615258","-61.8404612661","590441.25","5049511.50","POINT (-61.8404612661 45.5932615258)"
"Cape Breton","Tower Road","ROINN BHEAG IONADAIL CHEAP BREATAINN","Rathad An Tùir","46.1520362678","-59.9595066687","734782.46","5115434.70","POINT (-59.959506668699994 46.1520362678)"
"Pictou","Westville","PIOGTO","Baile An Iar","45.5563209988999","-62.7153994123","522212.75","5044793.02","POINT (-62.7153994123 45.5563209988999)"
"Cape Breton","Islandview","ROINN BHEAG IONADAIL CHEAP BREATAINN","Sealladh An Eilein","45.9642088944","-60.5532494986","689577.81","5092981.77","POINT (-60.55324949860001 45.9642088944)"
"Cape Breton","Westmount","ROINN BHEAG IONADAIL CHEAP BREATAINN","A’ Bheinn An Iar","46.1354819995","-60.2192424477999","714791.11","5112860.05","POINT (-60.2192424477999 46.1354819995)"
"Pictou","Stellarton","PIOGTO","Méinnean Na h-Albann","45.5593738744999","-62.6598599422","526546.11","5045149.06","POINT (-62.6598599422 45.559373874499904)"
"Pictou","New Glasgow","PIOGTO","Glaschu Ùr","45.5893329958","-62.6447940149","527707.19","5048482.57","POINT (-62.64479401490001 45.5893329958)"
"Pictou","Avondale Station","PIOGTO","Stéisean Abhainn Dail","45.6259288716999","-62.2957413423999","554898.66","5052728.16","POINT (-62.2957413423999 45.6259288716999)"
"Inverness","Blues Mills","INBHIR NIS","Muilnean Clann ’ic Ghilleghuirme","45.9242683689","-61.1990158238","639643.80","5087210.23","POINT (-61.1990158238 45.92426836890001)"
"Antigonish","Beaver Meadow","ANTAIGINIS","Lòn A’ Dòbhran Duinn","45.5579856641","-62.1054118765","569819.48","5045327.74","POINT (-62.10541187649999 45.5579856641)"
"Pictou","Anderson Mountain","PIOGTO","Beinn ’ic Gille Anndra","45.6216811398","-62.571108412","533435.67","5052104.51","POINT (-62.571108412 45.6216811398)"
"Inverness","Inverness","INBHIR NIS","An Sìthean","46.3334018740999","-61.0825921717","647573.82","5132878.35","POINT (-61.08259217170001 46.3334018740999)"
"Cape Breton","Long Island","ROINN BHEAG IONADAIL CHEAP BREATAINN","An t-Eilean Fada","46.1975858464999","-60.3835718109","701870.89","5119328.79","POINT (-60.38357181090001 46.1975858464999)"
"Cape Breton","Mira Gut","ROINN BHEAG IONADAIL CHEAP BREATAINN","Gut Mhira","46.038758475","-59.9658886379","734770.31","5102830.35","POINT (-59.965888637899994 46.038758475)"
"Richmond","Framboise","RICHMOND","Flambus","45.7197345598999","-60.3626684703","705241.56","5066291.85","POINT (-60.362668470299994 45.7197345598999)"
"Cape Breton","Big Ridge","ROINN BHEAG IONADAIL CHEAP BREATAINN","An Druim Mór","45.9497889940999","-60.2187770936","715548.54","5092230.25","POINT (-60.2187770936 45.9497889940999)"
"Antigonish","Ashdale","ANTAIGINIS","Loch A’ Ghaspereaux","45.52370569","-62.0400928274999","574962.94","5041578.23","POINT (-62.040092827499905 45.52370569)"
"Inverness","Strathlorne","INBHIR NIS","Srath Lathurna","46.1833439014","-61.2872736827999","632180.86","5115844.32","POINT (-61.2872736827999 46.1833439014)"
"Cape Breton","South Head","ROINN BHEAG IONADAIL CHEAP BREATAINN","An Ceann A Deas","46.0958885473","-59.8724271143999","741752.07","5109457.79","POINT (-59.872427114399905 46.0958885473)"
"Antigonish","Brierly Brook","ANTAIGINIS","Allt A’ Bhraoidhearlaidh","45.6207653852999","-61.9843911745999","579176.38","5052414.90","POINT (-61.98439117459991 45.6207653852999)"
"Antigonish; Pictou","Beaver Mountain","ANTAIGINIS","Beinn A’ Bhìobhair","45.5611025923","-62.1598067246","565570.53","5045628.14","POINT (-62.15980672460001 45.5611025923)"
"Cape Breton","Big Marsh","ANTAIGINIS","A’ Mhaise Mhór","46.2173255037","-60.109804808","722912.80","5122255.09","POINT (-60.109804808 46.2173255037)"
"Cape Breton","Victoria Mines","ROINN BHEAG IONADAIL CHEAP BREATAINN","Méinnean Bhictoria","46.2368446137","-60.1730860619","717954.93","5124247.83","POINT (-60.17308606190001 46.23684461370001)"
"Inverness","Port Hood","INBHIR NIS","Seastago","46.0161792886","-61.5309142991999","613721.12","5096894.27","POINT (-61.5309142991999 46.0161792886)"
"Cape Breton","Scotch Lake","ROINN BHEAG IONADAIL CHEAP BREATAINN","Loch Nan Gàidheal","46.1812297204999","-60.3690326708999","703052.89","5117548.63","POINT (-60.36903267089989 46.1812297204999)"
"Antigonish","Glen Alpine","ANTAIGINIS","Gleann Ailpein","45.4827377721999","-62.0048405876","577772.32","5037060.34","POINT (-62.0048405876 45.4827377721999)"
"Inverness","Glengarry","PIOGTO","Gleanna Gàradh","46.0554449270999","-61.4429267372999","620446.78","5101386.37","POINT (-61.4429267372999 46.0554449270999)"
"Antigonish","Beech Hill","ANTAIGINIS","Cnoc A’ Bhidse","45.5860382834","-61.9569831749","581363.28","5048584.20","POINT (-61.9569831749 45.5860382834)"
"Pictou","New Lairg","PIOGTO","Luirg Ùr","45.4541516597","-62.8112500558","514758.39","5033420.23","POINT (-62.8112500558 45.4541516597)"
"Antigonish","Beauly","ANTAIGINIS","A’ Mhanachainn","45.5258906126","-61.8185458481","592260.81","5042051.69","POINT (-61.8185458481 45.5258906126)"
"Cape Breton","Upper North Sydney","ROINN BHEAG IONADAIL CHEAP BREATAINN","Bràigh Suidni A Tuath","46.1805730737","-60.28648383","709426.16","5117690.22","POINT (-60.28648383000001 46.1805730737)"
"Antigonish","Upper South River","ANTAIGINIS","Bràigh Na h-Aibhne Deas","45.4443177253","-61.9298793785999","583687.40","5032867.32","POINT (-61.92987937859991 45.44431772530001)"
"Cape Breton","Port Caledonia","ROINN BHEAG IONADAIL CHEAP BREATAINN","Port Na h-Albann","46.18218988","-59.9020452639","739088.58","5118956.45","POINT (-59.90204526390001 46.18218988)"
"Pictou","Millsville","PIOGTO","Baile A’ Mhuilinn","45.6154252238","-62.8995224455999","507833.93","5051324.95","POINT (-62.89952244559989 45.6154252238)"
"Richmond","Stirling","RICHMOND","Struighlea","45.7327955399","-60.4345118072999","699604.13","5067561.05","POINT (-60.4345118072999 45.7327955399)"
"Pictou","Garden of Eden","PIOGTO","Gàradh Edein","45.4335032545","-62.3173631757","553394.96","5031335.57","POINT (-62.31736317570001 45.4335032545)"
"Pictou","River John","PIOGTO","Abhainn Eòin","45.7515204549","-63.0590454916999","495407.55","5066442.01","POINT (-63.0590454916999 45.7515204549)"
"Pictou","Rocklin","PIOGTO","A’ Chreag","45.497787916","-62.7823090352","517008.16","5038273.79","POINT (-62.782309035199994 45.497787916)"
"Inverness","Queensville","INBHIR NIS","An Rids","45.7249593239999","-61.3576310392","627800.65","5064800.99","POINT (-61.3576310392 45.7249593239999)"
"Antigonish","Croft","ANTAIGINIS","Croit","45.4956996785","-61.8340608099999","591097.93","5038679.86","POINT (-61.8340608099999 45.4956996785)"
"Pictou","Lismore","PIOGTO","Lios Mór","45.7035348606","-62.2634695834","557335.04","5061372.81","POINT (-62.26346958340001 45.7035348606)"
"Antigonish","Morristown","ANTAIGINIS","Baile Mhoirein","45.7472980141999","-61.9080838606","584933.54","5066550.91","POINT (-61.9080838606 45.7472980141999)"
"Pictou","Little Harbour","PIOGTO","An Acarsaid Bheag","45.6469402649","-62.5617702224","534148.31","5054914.73","POINT (-62.5617702224 45.6469402649)"
"Antigonish","Black Avon","ANTAIGINIS","An Abhainn Dubh","45.5417466450999","-61.7885817867","594574.14","5043848.12","POINT (-61.78858178669999 45.541746645099906)"
"Antigonish","Dunmore","ANTAIGINIS","An t-Allt Mór","45.5255966657","-61.9181505339999","584483.05","5041909.40","POINT (-61.918150533999906 45.5255966657)"
"Cape Breton","Benacadie","BHIOCTORIA","Pon Na Maiseadh","45.9462113016999","-60.7263019696","676226.75","5090584.88","POINT (-60.7263019696 45.9462113016999)"
"Pictou","Ardness","PIOGTO","Àrd Nis","45.6961558293999","-62.2352146534","559542.37","5060573.62","POINT (-62.2352146534 45.6961558293999)"
"Pictou","Glencoe","PIOGTO","Gleann Comhann","45.4109997905","-62.5463148047999","535500.77","5028709.01","POINT (-62.546314804799906 45.4109997905)"
"Pictou","Thorburn","PIOGTO","An Srath","45.5646969160999","-62.5471924709","535335.86","5045783.89","POINT (-62.54719247090001 45.5646969160999)"
"Antigonish","Brierly Brook","ANTAIGINIS","Allt A’ Bhraoidhearlaidh","45.6082574769","-62.0671501241","572740.72","5050946.87","POINT (-62.067150124099996 45.6082574769)"
"Cape Breton","New Victoria","ROINN BHEAG IONADAIL CHEAP BREATAINN","Bhictoria Ùr","46.2536760546","-60.1278162106999","721377.34","5126243.36","POINT (-60.12781621069989 46.2536760546)"
"Richmond; Cape Breton","Irish Cove","ROINN BHEAG IONADAIL CHEAP BREATAINN","Camus Nan Éireannach","45.8201173061","-60.6765226719999","680493.00","5076686.90","POINT (-60.6765226719999 45.8201173061)"
"Cape Breton","Point Edward","ROINN BHEAG IONADAIL CHEAP BREATAINN","Rudha Ìomhair","46.162706815","-60.2766469689999","710253.45","5115731.19","POINT (-60.2766469689999 46.162706815)"
"Cape Breton","Grand Mira South","ROINN BHEAG IONADAIL CHEAP BREATAINN","A’ Mhira Mhór A Deas","45.8880009306","-60.2906743221","710209.90","5085173.47","POINT (-60.290674322099996 45.8880009306)"
"Cape Breton","Grand Mira North","ROINN BHEAG IONADAIL CHEAP BREATAINN","A’ Mhira Mhór A Tuath","45.8655169083999","-60.3114595635","708681.47","5082620.90","POINT (-60.3114595635 45.8655169083999)"
"Cape Breton","Mira Road","ROINN BHEAG IONADAIL CHEAP BREATAINN","Rathad Na Mira","46.1063346592","-60.1576983667999","719660.64","5109789.98","POINT (-60.157698366799906 46.1063346592)"
"Pictou","Millbrook","PIOGTO","Allt A’ Mhuilinn","45.5046509672","-62.8172157982999","514279.17","5039029.46","POINT (-62.817215798299905 45.5046509672)"
"Cape Breton","Gillis Lake","ROINN BHEAG IONADAIL CHEAP BREATAINN","Loch A’ Ghilliosaich","46.0557340877","-60.4007127376999","701064.19","5103524.88","POINT (-60.4007127376999 46.0557340877)"
"Cape Breton","Frenchvale","ROINN BHEAG IONADAIL CHEAP BREATAINN","Baile Nam Frangach","46.1040182727","-60.3879318134","701876.53","5108921.85","POINT (-60.3879318134 46.1040182727)"
"Pictou","Lorne","PIOGTO","Lathurna","45.4261115151999","-62.7091580405","522752.25","5030328.90","POINT (-62.70915804049999 45.4261115151999)"
"Pictou","Lyons Brook","PIOGTO","Allt An Leòmhainn","45.668465801","-62.7873978424999","516560.32","5057234.82","POINT (-62.78739784249991 45.668465801)"
"Richmond","Hay Cove","RICHMOND","Còbh An Fheòir","45.7543843074","-60.7419174241","675619.46","5069238.20","POINT (-60.74191742410001 45.7543843074)"
"Antigonish","North Grant","ANTAIGINIS","Baile Nan Granndach","45.6665445825","-62.0343810792","575217.91","5057452.79","POINT (-62.0343810792 45.6665445825)"
"Pictou","Greenhill","PIOGTO","An Cnoc Gorm","45.5641471448","-62.8048066934","515232.50","5045641.63","POINT (-62.804806693399996 45.5641471448)"
"Antigonish","Glenroy","ANTAIGINIS","Gleann Ruaidh","45.5432356147","-61.8763242922999","587721.87","5043913.90","POINT (-61.8763242922999 45.5432356147)"
"Pictou","Abercrombie","PIOGTO","Abar Chrombail","45.630992353","-62.6904445177","524128.43","5053096.14","POINT (-62.6904445177 45.630992353)"
"Pictou","Caribou River","PIOGTO","An Abhainn Charibou","45.7546025844999","-62.8312933612999","513120.97","5066796.58","POINT (-62.8312933612999 45.7546025844999)"
"Inverness","Margaree Forks","INBHIR NIS","Bruach Na h-Aibhne","46.3328942284","-61.0960661494","646538.17","5132796.92","POINT (-61.0960661494 46.3328942284)"
"Inverness","Margaree Harbour","INBHIR NIS","Acarsaid Mhargaraidh","46.4391499131999","-61.1091069045","645252.29","5144579.10","POINT (-61.1091069045 46.4391499131999)"
"Inverness","Melford","INBHIR NIS","Crìochan Bràigh Na h-Aibhne","45.8707358106999","-61.2611356816","634956.88","5081155.66","POINT (-61.26113568160001 45.8707358106999)"
"Cape Breton","Ben Eoin","ROINN BHEAG IONADAIL CHEAP BREATAINN","Beinn Eòin","45.9677705135","-60.4549957631","697177.85","5093616.02","POINT (-60.4549957631 45.9677705135)"
"Cape Breton","Christmas Island","BHIOCTORIA","Eilean Na Nollaig","45.9742913034","-60.7447890214","674705.59","5093663.94","POINT (-60.744789021399995 45.97429130340001)"
"Cape Breton","Boisdale","BHIOCTORIA","Baghasdal","46.0961295258999","-60.5083674971999","692596.24","5107746.45","POINT (-60.5083674971999 46.0961295258999)"
"Cape Breton","Grand Narrows","BHIOCTORIA","An Caolas Mór","45.9564264834","-60.7933056968999","671002.17","5091573.82","POINT (-60.7933056968999 45.9564264834)"
"Antigonish","McArras Brook","ANTAIGINIS","Allt ’ic Àra","45.7320728446999","-62.2050706391","561849.59","5064586.90","POINT (-62.2050706391 45.7320728446999)"
"Pictou","French River","PIOGTO","Abhainn An Fhrangaich","45.5753124152","-62.4248762778999","544872.62","5047024.39","POINT (-62.4248762778999 45.5753124152)"
"Inverness","Dunvegan","INBHIR NIS","Dùn-bheagan","46.2982448153999","-61.2294335487","636359.63","5128708.82","POINT (-61.2294335487 46.2982448153999)"
"Inverness","Little Judique","INBHIR NIS","Siudaig Bheag","45.9426758357","-61.4866173873","617305.24","5088791.88","POINT (-61.4866173873 45.9426758357)"
"Antigonish","West River","ANTAIGINIS","An Abhainn An Iar","45.6030973555999","-61.9999682246999","577986.49","5050436.73","POINT (-61.999968224699906 45.6030973555999)"
"Antigonish","Glen Road","ANTAIGINIS","Rathad A’ Ghlinne","45.5459394976999","-62.012544069","577083.94","5044074.44","POINT (-62.012544069 45.5459394976999)"
"Pictou","Kenzieville","PIOGTO","Baile ’ic Choinnich","45.5826188182999","-62.3060951387","554133.20","5047909.42","POINT (-62.3060951387 45.5826188182999)"
"Cape Breton","Grand Lake Road","ROINN BHEAG IONADAIL CHEAP BREATAINN","Rathad An Loch Mhóir","46.1496012024","-60.1383153331999","720985.34","5114650.84","POINT (-60.1383153331999 46.1496012024)"
"Inverness","Riverville","INBHIR NIS","An Abhainn Dubh","46.1362451903","-61.3298405302","629005.83","5110541.28","POINT (-61.329840530199995 46.1362451903)"
"Richmond","Lower River Inhabitants","RICHMOND","Abhainn nan Àrosach A Deas","45.6081790928","-61.2361492209","637539.45","5052028.04","POINT (-61.2361492209 45.6081790928)"
"Pictou","Rockfield","PIOGTO","Achadh A’ Chùirn","45.6181423182","-62.8496325129","511723.14","5051632.90","POINT (-62.84963251290001 45.6181423182)"
"Inverness","Inverness","INBHIR NIS","An Sìthean","46.2301598387999","-61.3064634919999","630588.88","5121014.22","POINT (-61.3064634919999 46.2301598387999)"
"Cape Breton","South Bar","ROINN BHEAG IONADAIL CHEAP BREATAINN","An t-Òs A Deas","46.2016519342","-60.2009902045","715941.62","5120261.38","POINT (-60.2009902045 46.20165193420001)"
"Cape Breton","Sydney","ROINN BHEAG IONADAIL CHEAP BREATAINN","Suidni","46.1379250246","-60.1957326786999","716597.41","5113195.34","POINT (-60.195732678699905 46.1379250246)"
"Richmond","Loch Lomond","RICHMOND","Loch Laomainn","45.7665203732","-60.566430269","689226.49","5070987.02","POINT (-60.566430268999994 45.7665203732)"
"Richmond","Barra Head","RICHMOND","Ceann Bharraidh","45.6790909250999","-60.7825001057999","672695.12","5060784.80","POINT (-60.782500105799905 45.6790909250999)"
