"year","zone","sex","age_group","population","hypertension_count","prevalence_rate"
"2000-01-01T00:00:00.000","Zone 3 - Eastern","M","70 to 79","5172","2801","54.16"
"2000-01-01T00:00:00.000","Zone 3 - Eastern","M","80 +","2710","1454","53.65"
"2000-01-01T00:00:00.000","Zone 2 - Northern","F","20 to 29","8723","165","1.89"
"2000-01-01T00:00:00.000","Zone 2 - Northern","F","30 to 39","11135","644","5.78"
"2000-01-01T00:00:00.000","Zone 2 - Northern","F","40 to 49","12318","1688","13.70"
"2000-01-01T00:00:00.000","Zone 2 - Northern","F","50 to 59","9836","3065","31.16"
"2000-01-01T00:00:00.000","Zone 2 - Northern","F","60 to 69","6556","3176","48.44"
"2000-01-01T00:00:00.000","Zone 2 - Northern","F","70 to 79","5550","3504","63.14"
"2000-01-01T00:00:00.000","Zone 2 - Northern","F","80 +","4399","2912","66.20"
"2000-01-01T00:00:00.000","Zone 2 - Northern","M","20 to 29","8544","131","1.53"
"2000-01-01T00:00:00.000","Zone 2 - Northern","M","30 to 39","10787","591","5.48"
"2000-01-01T00:00:00.000","Zone 2 - Northern","M","40 to 49","12160","1539","12.66"
"2000-01-01T00:00:00.000","Zone 2 - Northern","M","50 to 59","10105","2702","26.74"
"2000-01-01T00:00:00.000","Zone 2 - Northern","M","60 to 69","6431","2695","41.91"
"2000-01-01T00:00:00.000","Zone 2 - Northern","M","70 to 79","4342","2327","53.59"
"2000-01-01T00:00:00.000","Zone 2 - Northern","M","80 +","2197","1266","57.62"
"2000-01-01T00:00:00.000","Zone 1 - Western","F","20 to 29","10332","202","1.96"
"2000-01-01T00:00:00.000","Zone 1 - Western","F","30 to 39","14396","738","5.13"
"2000-01-01T00:00:00.000","Zone 1 - Western","F","40 to 49","16539","1933","11.69"
"2000-01-01T00:00:00.000","Zone 1 - Western","F","50 to 59","13758","3934","28.59"
"2000-01-01T00:00:00.000","Zone 1 - Western","F","60 to 69","9255","4165","45.00"
"2000-01-01T00:00:00.000","Zone 1 - Western","F","70 to 79","7420","4400","59.30"
"2000-01-01T00:00:00.000","Zone 1 - Western","F","80 +","5897","3570","60.54"
"2000-01-01T00:00:00.000","Zone 1 - Western","M","20 to 29","10200","119","1.17"
"2000-01-01T00:00:00.000","Zone 1 - Western","M","30 to 39","13898","639","4.60"
"2000-01-01T00:00:00.000","Zone 1 - Western","M","40 to 49","16040","1790","11.16"
"2000-01-01T00:00:00.000","Zone 1 - Western","M","50 to 59","13720","3258","23.75"
"2000-01-01T00:00:00.000","Zone 1 - Western","M","60 to 69","9189","3425","37.27"
"2000-01-01T00:00:00.000","Zone 1 - Western","M","70 to 79","6249","3029","48.47"
"2000-01-01T00:00:00.000","Zone 1 - Western","M","80 +","3365","1615","47.99"
"2001-01-01T00:00:00.000","Zone 4 - Central","F","20 to 29","23869","331","1.39"
"2001-01-01T00:00:00.000","Zone 4 - Central","F","30 to 39","29390","1467","4.99"
"2001-01-01T00:00:00.000","Zone 4 - Central","F","40 to 49","30655","3538","11.54"
"2001-01-01T00:00:00.000","Zone 4 - Central","F","50 to 59","23112","6535","28.28"
"2001-01-01T00:00:00.000","Zone 4 - Central","F","60 to 69","14306","6896","48.20"
"2001-01-01T00:00:00.000","Zone 4 - Central","F","70 to 79","11382","7276","63.93"
"2001-01-01T00:00:00.000","Zone 4 - Central","F","80 +","8312","5742","69.08"
"2001-01-01T00:00:00.000","Zone 4 - Central","M","20 to 29","22566","270","1.20"
"2001-01-01T00:00:00.000","Zone 4 - Central","M","30 to 39","26883","1225","4.56"
"2001-01-01T00:00:00.000","Zone 4 - Central","M","40 to 49","28552","3297","11.55"
"2001-01-01T00:00:00.000","Zone 4 - Central","M","50 to 59","21868","5635","25.77"
"2001-01-01T00:00:00.000","Zone 4 - Central","M","60 to 69","13434","5833","43.42"
"2001-01-01T00:00:00.000","Zone 4 - Central","M","70 to 79","8599","4914","57.15"
"2001-01-01T00:00:00.000","Zone 4 - Central","M","80 +","4126","2466","59.77"
"2001-01-01T00:00:00.000","Zone 3 - Eastern","F","20 to 29","8729","172","1.97"
"2001-01-01T00:00:00.000","Zone 3 - Eastern","F","30 to 39","11295","756","6.69"
"2001-01-01T00:00:00.000","Zone 3 - Eastern","F","40 to 49","14421","2257","15.65"
"2001-01-01T00:00:00.000","Zone 3 - Eastern","F","50 to 59","12082","4030","33.36"
"2001-01-01T00:00:00.000","Zone 3 - Eastern","F","60 to 69","8220","4188","50.95"
"2001-01-01T00:00:00.000","Zone 3 - Eastern","F","70 to 79","6480","4238","65.40"
"2001-01-01T00:00:00.000","Zone 3 - Eastern","F","80 +","5519","3736","67.69"
"2001-01-01T00:00:00.000","Zone 3 - Eastern","M","20 to 29","8637","144","1.67"
"2001-01-01T00:00:00.000","Zone 3 - Eastern","M","30 to 39","10899","648","5.95"
"2001-01-01T00:00:00.000","Zone 3 - Eastern","M","40 to 49","14165","2065","14.58"
"2001-01-01T00:00:00.000","Zone 3 - Eastern","M","50 to 59","12543","3569","28.45"
"2001-01-01T00:00:00.000","Zone 3 - Eastern","M","60 to 69","8057","3586","44.51"
"2001-01-01T00:00:00.000","Zone 3 - Eastern","M","70 to 79","5242","2974","56.73"
"2001-01-01T00:00:00.000","Zone 3 - Eastern","M","80 +","2785","1626","58.38"
"2001-01-01T00:00:00.000","Zone 2 - Northern","F","20 to 29","8535","166","1.94"
"2001-01-01T00:00:00.000","Zone 2 - Northern","F","30 to 39","10906","669","6.13"
"2001-01-01T00:00:00.000","Zone 2 - Northern","F","40 to 49","12548","1866","14.87"
"2001-01-01T00:00:00.000","Zone 2 - Northern","F","50 to 59","10160","3305","32.53"
"2001-01-01T00:00:00.000","Zone 2 - Northern","F","60 to 69","6721","3401","50.60"
"2001-01-01T00:00:00.000","Zone 2 - Northern","F","70 to 79","5522","3595","65.10"
"2001-01-01T00:00:00.000","Zone 2 - Northern","F","80 +","4538","3168","69.81"
"2001-01-01T00:00:00.000","Zone 2 - Northern","M","20 to 29","8332","124","1.49"
"2001-01-01T00:00:00.000","Zone 2 - Northern","M","30 to 39","10641","645","6.06"
"2001-01-01T00:00:00.000","Zone 2 - Northern","M","40 to 49","12275","1700","13.85"
"2001-01-01T00:00:00.000","Zone 2 - Northern","M","50 to 59","10464","2973","28.41"
"2001-01-01T00:00:00.000","Zone 2 - Northern","M","60 to 69","6598","2918","44.23"
"2001-01-01T00:00:00.000","Zone 2 - Northern","M","70 to 79","4394","2466","56.12"
"2001-01-01T00:00:00.000","Zone 2 - Northern","M","80 +","2311","1435","62.09"
"2001-01-01T00:00:00.000","Zone 1 - Western","F","20 to 29","10101","206","2.04"
"2001-01-01T00:00:00.000","Zone 1 - Western","F","30 to 39","13954","790","5.66"
"2001-01-01T00:00:00.000","Zone 1 - Western","F","40 to 49","16821","2074","12.33"
"2001-01-01T00:00:00.000","Zone 1 - Western","F","50 to 59","14208","4223","29.72"
"2001-01-01T00:00:00.000","Zone 1 - Western","F","60 to 69","9455","4443","46.99"
"2001-01-01T00:00:00.000","Zone 1 - Western","F","70 to 79","7429","4562","61.41"
"2001-01-01T00:00:00.000","Zone 1 - Western","F","80 +","6074","3881","63.90"
"2001-01-01T00:00:00.000","Zone 1 - Western","M","20 to 29","10039","125","1.25"
"2001-01-01T00:00:00.000","Zone 1 - Western","M","30 to 39","13399","629","4.69"
"2001-01-01T00:00:00.000","Zone 1 - Western","M","40 to 49","16262","1941","11.94"
"2001-01-01T00:00:00.000","Zone 1 - Western","M","50 to 59","14183","3555","25.07"
"2001-01-01T00:00:00.000","Zone 1 - Western","M","60 to 69","9470","3723","39.31"
"2001-01-01T00:00:00.000","Zone 1 - Western","M","70 to 79","6323","3206","50.70"
"2001-01-01T00:00:00.000","Zone 1 - Western","M","80 +","3462","1807","52.20"
"2002-01-01T00:00:00.000","Zone 4 - Central","F","20 to 29","24128","356","1.48"
"2002-01-01T00:00:00.000","Zone 4 - Central","F","30 to 39","29063","1494","5.14"
"2002-01-01T00:00:00.000","Zone 4 - Central","F","40 to 49","31609","3872","12.25"
"2002-01-01T00:00:00.000","Zone 4 - Central","F","50 to 59","24026","7039","29.30"
"2002-01-01T00:00:00.000","Zone 4 - Central","F","60 to 69","14822","7362","49.67"
"2002-01-01T00:00:00.000","Zone 4 - Central","F","70 to 79","11435","7547","66.00"
"2002-01-01T00:00:00.000","Zone 4 - Central","F","80 +","8603","6154","71.53"
"2002-01-01T00:00:00.000","Zone 4 - Central","M","20 to 29","22881","298","1.30"
"2002-01-01T00:00:00.000","Zone 4 - Central","M","30 to 39","26516","1266","4.77"
"2002-01-01T00:00:00.000","Zone 4 - Central","M","40 to 49","29583","3540","11.97"
"2002-01-01T00:00:00.000","Zone 4 - Central","M","50 to 59","22769","6220","27.32"
"2002-01-01T00:00:00.000","Zone 4 - Central","M","60 to 69","13891","6269","45.13"
"2002-01-01T00:00:00.000","Zone 4 - Central","M","70 to 79","8838","5228","59.15"
"2002-01-01T00:00:00.000","Zone 4 - Central","M","80 +","4320","2702","62.55"
"2002-01-01T00:00:00.000","Zone 3 - Eastern","F","20 to 29","8613","185","2.15"
"2002-01-01T00:00:00.000","Zone 3 - Eastern","F","30 to 39","10866","779","7.17"
"2002-01-01T00:00:00.000","Zone 3 - Eastern","F","40 to 49","14506","2379","16.40"
"2002-01-01T00:00:00.000","Zone 3 - Eastern","F","50 to 59","12497","4345","34.77"
"2002-01-01T00:00:00.000","Zone 3 - Eastern","F","60 to 69","8440","4497","53.28"
"2002-01-01T00:00:00.000","Zone 3 - Eastern","F","70 to 79","6468","4381","67.73"
"2002-01-01T00:00:00.000","Zone 3 - Eastern","F","80 +","5608","4029","71.84"
"2002-01-01T00:00:00.000","Zone 3 - Eastern","M","20 to 29","8603","140","1.63"
"2002-01-01T00:00:00.000","Zone 3 - Eastern","M","30 to 39","10523","672","6.39"
"2002-01-01T00:00:00.000","Zone 3 - Eastern","M","40 to 49","14086","2136","15.16"
"2002-01-01T00:00:00.000","Zone 3 - Eastern","M","50 to 59","12932","3886","30.05"
"2002-01-01T00:00:00.000","Zone 3 - Eastern","M","60 to 69","8327","3884","46.64"
"2002-01-01T00:00:00.000","Zone 3 - Eastern","M","70 to 79","5325","3153","59.21"
"2002-01-01T00:00:00.000","Zone 3 - Eastern","M","80 +","2803","1763","62.90"
"2002-01-01T00:00:00.000","Zone 2 - Northern","F","20 to 29","8378","178","2.12"
"2002-01-01T00:00:00.000","Zone 2 - Northern","F","30 to 39","10642","712","6.69"
"2002-01-01T00:00:00.000","Zone 2 - Northern","F","40 to 49","12711","1993","15.68"
"2002-01-01T00:00:00.000","Zone 2 - Northern","F","50 to 59","10463","3503","33.48"
"2002-01-01T00:00:00.000","Zone 2 - Northern","F","60 to 69","6956","3675","52.83"
"2002-01-01T00:00:00.000","Zone 2 - Northern","F","70 to 79","5537","3737","67.49"
"2002-01-01T00:00:00.000","Zone 2 - Northern","F","80 +","4617","3350","72.56"
"2002-01-01T00:00:00.000","Zone 2 - Northern","M","20 to 29","8210","129","1.57"
"2002-01-01T00:00:00.000","Zone 2 - Northern","M","30 to 39","10448","695","6.65"
"2002-01-01T00:00:00.000","Zone 2 - Northern","M","40 to 49","12356","1836","14.86"
"2002-01-01T00:00:00.000","Zone 2 - Northern","M","50 to 59","10719","3192","29.78"
"2002-01-01T00:00:00.000","Zone 2 - Northern","M","60 to 69","6903","3184","46.12"
"2002-01-01T00:00:00.000","Zone 2 - Northern","M","70 to 79","4464","2667","59.74"
"2002-01-01T00:00:00.000","Zone 2 - Northern","M","80 +","2385","1542","64.65"
"2002-01-01T00:00:00.000","Zone 1 - Western","F","20 to 29","9963","213","2.14"
"2002-01-01T00:00:00.000","Zone 1 - Western","F","30 to 39","13456","811","6.03"
"2002-01-01T00:00:00.000","Zone 1 - Western","F","40 to 49","17050","2216","13.00"
"2002-01-01T00:00:00.000","Zone 1 - Western","F","50 to 59","14581","4545","31.17"
"2002-01-01T00:00:00.000","Zone 1 - Western","F","60 to 69","9801","4744","48.40"
"2002-01-01T00:00:00.000","Zone 1 - Western","F","70 to 79","7475","4731","63.29"
"2002-01-01T00:00:00.000","Zone 1 - Western","F","80 +","6195","4178","67.44"
"2002-01-01T00:00:00.000","Zone 1 - Western","M","20 to 29","9872","136","1.38"
"2002-01-01T00:00:00.000","Zone 1 - Western","M","30 to 39","13010","659","5.07"
"2002-01-01T00:00:00.000","Zone 1 - Western","M","40 to 49","16448","2014","12.24"
"2002-01-01T00:00:00.000","Zone 1 - Western","M","50 to 59","14558","3846","26.42"
"2002-01-01T00:00:00.000","Zone 1 - Western","M","60 to 69","9788","4006","40.93"
"2002-01-01T00:00:00.000","Zone 1 - Western","M","70 to 79","6378","3373","52.88"
"2002-01-01T00:00:00.000","Zone 1 - Western","M","80 +","3574","1991","55.71"
"2003-01-01T00:00:00.000","Zone 4 - Central","F","20 to 29","24380","359","1.47"
"2003-01-01T00:00:00.000","Zone 4 - Central","F","30 to 39","28805","1567","5.44"
"2003-01-01T00:00:00.000","Zone 4 - Central","F","40 to 49","32346","4198","12.98"
"2003-01-01T00:00:00.000","Zone 4 - Central","F","50 to 59","25028","7514","30.02"
"2003-01-01T00:00:00.000","Zone 4 - Central","F","60 to 69","15371","7920","51.53"
"2003-01-01T00:00:00.000","Zone 4 - Central","F","70 to 79","11522","7825","67.91"
"2003-01-01T00:00:00.000","Zone 4 - Central","F","80 +","8862","6530","73.69"
"2003-01-01T00:00:00.000","Zone 4 - Central","M","20 to 29","23395","315","1.35"
"2003-01-01T00:00:00.000","Zone 4 - Central","M","30 to 39","26179","1302","4.97"
"2003-01-01T00:00:00.000","Zone 4 - Central","M","40 to 49","30462","3835","12.59"
"2003-01-01T00:00:00.000","Zone 4 - Central","M","50 to 59","23674","6679","28.21"
"2003-01-01T00:00:00.000","Zone 4 - Central","M","60 to 69","14436","6711","46.49"
"2003-01-01T00:00:00.000","Zone 4 - Central","M","70 to 79","9042","5564","61.54"
"2003-01-01T00:00:00.000","Zone 4 - Central","M","80 +","4456","2861","64.21"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","F","20 to 29","8604","205","2.38"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","F","30 to 39","10512","802","7.63"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","F","40 to 49","14414","2451","17.00"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","F","50 to 59","12845","4665","36.32"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","F","60 to 69","8691","4788","55.09"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","F","70 to 79","6493","4550","70.08"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","F","80 +","5606","4174","74.46"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","M","20 to 29","8680","141","1.62"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","M","30 to 39","10186","701","6.88"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","M","40 to 49","13912","2195","15.78"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","M","50 to 59","13324","4152","31.16"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","M","60 to 69","8650","4289","49.58"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","M","70 to 79","5316","3298","62.04"
"2003-01-01T00:00:00.000","Zone 3 - Eastern","M","80 +","2862","1882","65.76"
"2003-01-01T00:00:00.000","Zone 2 - Northern","F","20 to 29","8272","172","2.08"
"2003-01-01T00:00:00.000","Zone 2 - Northern","F","30 to 39","10468","746","7.13"
"2003-01-01T00:00:00.000","Zone 2 - Northern","F","40 to 49","12747","2114","16.58"
"2003-01-01T00:00:00.000","Zone 2 - Northern","F","50 to 59","10885","3757","34.52"
"2003-01-01T00:00:00.000","Zone 2 - Northern","F","60 to 69","7189","3900","54.25"
"2003-01-01T00:00:00.000","Zone 2 - Northern","F","70 to 79","5545","3838","69.22"
"2003-01-01T00:00:00.000","Zone 2 - Northern","F","80 +","4643","3487","75.10"
"2003-01-01T00:00:00.000","Zone 2 - Northern","M","20 to 29","8173","137","1.68"
"2003-01-01T00:00:00.000","Zone 2 - Northern","M","30 to 39","10153","694","6.84"
"2003-01-01T00:00:00.000","Zone 2 - Northern","M","40 to 49","12478","1889","15.14"
"2003-01-01T00:00:00.000","Zone 2 - Northern","M","50 to 59","11064","3414","30.86"
"2003-01-01T00:00:00.000","Zone 2 - Northern","M","60 to 69","7183","3417","47.57"
"2003-01-01T00:00:00.000","Zone 2 - Northern","M","70 to 79","4535","2829","62.38"
"2003-01-01T00:00:00.000","Zone 2 - Northern","M","80 +","2412","1639","67.95"
"2003-01-01T00:00:00.000","Zone 1 - Western","F","20 to 29","9942","224","2.25"
"2003-01-01T00:00:00.000","Zone 1 - Western","F","30 to 39","12877","816","6.34"
"2003-01-01T00:00:00.000","Zone 1 - Western","F","40 to 49","17279","2432","14.07"
"2003-01-01T00:00:00.000","Zone 1 - Western","F","50 to 59","15009","4809","32.04"
"2003-01-01T00:00:00.000","Zone 1 - Western","F","60 to 69","10164","5077","49.95"
"2003-01-01T00:00:00.000","Zone 1 - Western","F","70 to 79","7531","4942","65.62"
"2003-01-01T00:00:00.000","Zone 1 - Western","F","80 +","6311","4417","69.99"
"2003-01-01T00:00:00.000","Zone 1 - Western","M","20 to 29","9867","136","1.38"
"2003-01-01T00:00:00.000","Zone 1 - Western","M","30 to 39","12541","690","5.50"
"2003-01-01T00:00:00.000","Zone 1 - Western","M","40 to 49","16612","2151","12.95"
"2003-01-01T00:00:00.000","Zone 1 - Western","M","50 to 59","14958","4162","27.82"
"2003-01-01T00:00:00.000","Zone 1 - Western","M","60 to 69","10125","4317","42.64"
"2003-01-01T00:00:00.000","Zone 1 - Western","M","70 to 79","6508","3620","55.62"
"2003-01-01T00:00:00.000","Zone 1 - Western","M","80 +","3655","2152","58.88"
"2004-01-01T00:00:00.000","Zone 4 - Central","F","20 to 29","24790","377","1.52"
"2004-01-01T00:00:00.000","Zone 4 - Central","F","30 to 39","28395","1660","5.85"
"2004-01-01T00:00:00.000","Zone 4 - Central","F","40 to 49","32963","4450","13.50"
"2004-01-01T00:00:00.000","Zone 4 - Central","F","50 to 59","26066","8060","30.92"
"2004-01-01T00:00:00.000","Zone 4 - Central","F","60 to 69","15981","8417","52.67"
"2004-01-01T00:00:00.000","Zone 4 - Central","F","70 to 79","11617","8056","69.35"
"2004-01-01T00:00:00.000","Zone 4 - Central","F","80 +","9059","6854","75.66"
"2004-01-01T00:00:00.000","Zone 4 - Central","M","20 to 29","23931","317","1.32"
"2004-01-01T00:00:00.000","Zone 4 - Central","M","30 to 39","25912","1315","5.07"
"2004-01-01T00:00:00.000","Zone 4 - Central","M","40 to 49","31104","4081","13.12"
"2004-01-01T00:00:00.000","Zone 4 - Central","M","50 to 59","24556","7194","29.30"
"2004-01-01T00:00:00.000","Zone 4 - Central","M","60 to 69","15008","7187","47.89"
"2004-01-01T00:00:00.000","Zone 4 - Central","M","70 to 79","9283","5890","63.45"
"2004-01-01T00:00:00.000","Zone 4 - Central","M","80 +","4606","3064","66.52"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","F","20 to 29","8546","199","2.33"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","F","30 to 39","10153","845","8.32"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","F","40 to 49","14324","2563","17.89"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","F","50 to 59","13281","4874","36.70"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","F","60 to 69","8997","5141","57.14"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","F","70 to 79","6472","4648","71.82"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","F","80 +","5655","4339","76.73"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","M","20 to 29","8685","139","1.60"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","M","30 to 39","9946","732","7.36"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","M","40 to 49","13669","2260","16.53"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","M","50 to 59","13830","4504","32.57"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","M","60 to 69","8878","4544","51.18"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","M","70 to 79","5355","3425","63.96"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","M","80 +","2926","2011","68.73"
"2004-01-01T00:00:00.000","Zone 2 - Northern","F","20 to 29","8201","179","2.18"
"2004-01-01T00:00:00.000","Zone 2 - Northern","F","30 to 39","10263","764","7.44"
"2004-01-01T00:00:00.000","Zone 2 - Northern","F","40 to 49","12751","2177","17.07"
"2004-01-01T00:00:00.000","Zone 2 - Northern","F","50 to 59","11381","4084","35.88"
"2004-01-01T00:00:00.000","Zone 2 - Northern","F","60 to 69","7371","4110","55.76"
"2004-01-01T00:00:00.000","Zone 2 - Northern","F","70 to 79","5514","3912","70.95"
"2004-01-01T00:00:00.000","Zone 2 - Northern","F","80 +","4749","3694","77.78"
"2004-01-01T00:00:00.000","Zone 2 - Northern","M","20 to 29","8241","136","1.65"
"2004-01-01T00:00:00.000","Zone 2 - Northern","M","30 to 39","9813","684","6.97"
"2004-01-01T00:00:00.000","Zone 2 - Northern","M","40 to 49","12590","2048","16.27"
"2004-01-01T00:00:00.000","Zone 2 - Northern","M","50 to 59","11420","3639","31.87"
"2004-01-01T00:00:00.000","Zone 2 - Northern","M","60 to 69","7502","3735","49.79"
"2004-01-01T00:00:00.000","Zone 2 - Northern","M","70 to 79","4571","2973","65.04"
"2004-01-01T00:00:00.000","Zone 2 - Northern","M","80 +","2494","1737","69.65"
"2004-01-01T00:00:00.000","Zone 1 - Western","F","20 to 29","9888","212","2.14"
"2004-01-01T00:00:00.000","Zone 1 - Western","F","30 to 39","12457","826","6.63"
"2004-01-01T00:00:00.000","Zone 1 - Western","F","40 to 49","17341","2574","14.84"
"2004-01-01T00:00:00.000","Zone 1 - Western","F","50 to 59","15544","5069","32.61"
"2004-01-01T00:00:00.000","Zone 1 - Western","F","60 to 69","10485","5341","50.94"
"2004-01-01T00:00:00.000","Zone 1 - Western","F","70 to 79","7594","5131","67.57"
"2004-01-01T00:00:00.000","Zone 1 - Western","F","80 +","6359","4563","71.76"
"2004-01-01T00:00:00.000","Zone 1 - Western","M","20 to 29","9828","149","1.52"
"2004-01-01T00:00:00.000","Zone 1 - Western","M","30 to 39","12104","668","5.52"
"2004-01-01T00:00:00.000","Zone 1 - Western","M","40 to 49","16649","2307","13.86"
"2004-01-01T00:00:00.000","Zone 1 - Western","M","50 to 59","15382","4488","29.18"
"2004-01-01T00:00:00.000","Zone 1 - Western","M","60 to 69","10469","4634","44.26"
"2004-01-01T00:00:00.000","Zone 1 - Western","M","70 to 79","6635","3840","57.87"
"2004-01-01T00:00:00.000","Zone 1 - Western","M","80 +","3699","2246","60.72"
"2005-01-01T00:00:00.000","Zone 4 - Central","F","20 to 29","25113","392","1.56"
"2005-01-01T00:00:00.000","Zone 4 - Central","F","30 to 39","28395","1689","5.95"
"2005-01-01T00:00:00.000","Zone 4 - Central","F","40 to 49","33195","4680","14.10"
"2005-01-01T00:00:00.000","Zone 4 - Central","F","50 to 59","27206","8658","31.82"
"2005-01-01T00:00:00.000","Zone 4 - Central","F","60 to 69","16695","8955","53.64"
"2005-01-01T00:00:00.000","Zone 4 - Central","F","70 to 79","11613","8229","70.86"
"2005-01-01T00:00:00.000","Zone 4 - Central","F","80 +","9234","7117","77.07"
"2005-01-01T00:00:00.000","Zone 4 - Central","M","20 to 29","24371","363","1.49"
"2005-01-01T00:00:00.000","Zone 4 - Central","M","30 to 39","25909","1378","5.32"
"2005-01-01T00:00:00.000","Zone 4 - Central","M","40 to 49","31478","4362","13.86"
"2005-01-01T00:00:00.000","Zone 4 - Central","M","50 to 59","25489","7679","30.13"
"2005-01-01T00:00:00.000","Zone 4 - Central","M","60 to 69","15711","7727","49.18"
"2005-01-01T00:00:00.000","Zone 4 - Central","M","70 to 79","9515","6193","65.09"
"2005-01-01T00:00:00.000","Zone 4 - Central","M","80 +","4730","3255","68.82"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","F","20 to 29","8528","193","2.26"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","F","30 to 39","9929","890","8.96"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","F","40 to 49","14139","2653","18.76"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","F","50 to 59","13676","5189","37.94"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","F","60 to 69","9248","5419","58.60"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","F","70 to 79","6503","4767","73.30"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","F","80 +","5655","4489","79.38"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","M","20 to 29","8634","157","1.82"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","M","30 to 39","9810","751","7.66"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","M","40 to 49","13427","2375","17.69"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","M","50 to 59","14094","4752","33.72"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","M","60 to 69","9151","4830","52.78"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","M","70 to 79","5460","3587","65.70"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","M","80 +","2948","2114","71.71"
