"the_geom","segmentid","planareaid","councildis","color","startloc","endloc","restlen","offset","insidectyb","landuse","facilityid","condition","globalid"
"MULTILINESTRING ((-122.26645849700301 37.80495027101679, -122.26642911910903 37.80499695526099))","91","1","3","Blue","384.0","403.0","19.0","Right","-1","Com","36240",,"235facfa-dfce-4bda-a800-e8973e6ff2a9"
"MULTILINESTRING ((-122.2651617804008 37.79954834859235, -122.26513079784253 37.79959746636473))","314","1","2","Blue","17.0","37.0","20.0","Left","-1","Com","36371",,"69a7cc6e-f84a-4075-83a9-724e23a7793e"
"MULTILINESTRING ((-122.26647658526859 37.80022550988556, -122.26644290155741 37.80027969617261))","782","1","2","Blue","69.0","91.0","22.0","Right","-1","Com","36415",,"a3283296-4f45-4516-941b-34bd9321e870"
"MULTILINESTRING ((-122.26247808829365 37.79789727524325, -122.26241982695676 37.79799389045871))","321","1","2","Blue","98.0","137.0","39.0","Right","-1","Com","36423",,"7307bf96-a7bc-4fc2-9f6e-3e44641d0553"
"MULTILINESTRING ((-122.26588063047491 37.79720765996206, -122.26580954592221 37.797179231344955))","291","1","2","Blue","213.89798","190.89798","23.0","Right","-1","Com","36436",,"1063f442-c3ac-4ea5-af1b-dc077f9ad1d4"
"MULTILINESTRING ((-122.26802610350549 37.80041969275659, -122.26797009225051 37.800398047026356))","650","1","2","Blue","278.49082","260.49082","18.0","Left","-1","Com","36459",,"c122a7cf-6fc8-4d5e-9c86-848010d8d3d7"
"MULTILINESTRING ((-122.26256174574908 37.797758544788664, -122.26252141132223 37.797825432415046))","321","1","2","Blue","42.0","69.0","27.0","Right","-1","Com","36469",,"a1532a5a-703f-4dd8-90c1-455d710b758d"
"MULTILINESTRING ((-122.26412497867327 37.799942614371396, -122.26405968410067 37.79991727834839))","772","1","2","Blue","225.40473","204.40473","21.0","Right","-1","Com","36492",,"1b604641-1416-4443-9065-48ab8e42aa06"
"MULTILINESTRING ((-122.26360005040064 37.80038985946864, -122.26359718357187 37.800388750628585, -122.2635334567016 37.800360570163924))","770","1","2","Blue","266.0","288.0","22.0","Left","-1","Com","36494",,"eb8e8955-42c8-49d8-b765-8c6358daa443"
"MULTILINESTRING ((-122.27001240683414 37.79948275424119, -122.2699447208755 37.79945507821485))","1057","1","2","Blue","301.29103","279.29103","22.0","Left","-1","Com","36560",,"4522f243-6c03-4280-a67a-4686b97d63e0"
"MULTILINESTRING ((-122.26233244351465 37.797516204566506, -122.26227034018785 37.797491945469396))","1252","1","2","Blue","31.0","51.0","20.0","Right","-1","EssFac","36604",,"1d1a9d4f-10b4-436d-b6dd-9ba88b2cd5d5"
"MULTILINESTRING ((-122.2635496759812 37.79978494077026, -122.263483194834 37.799887516364805))","306","1","2","Blue","23.0","65.0","42.0","Left","-1","EssFac","36620",,"6bd0ebc6-55cf-45ed-b140-239b35273244"
"MULTILINESTRING ((-122.26996855521114 37.799328915070554, -122.26993814229189 37.79937825721166))","1058","1","2","Blue","189.29646","169.29646","20.0","Right","-1","Com","36662",,"c43c9509-51bd-4405-a6d4-206a97f15a79"
"MULTILINESTRING ((-122.26559553962468 37.81107972304615, -122.26558026657341 37.811138914222184))","14","1","3","Blue","121.0","143.0","22.0","Right","-1","Com","36922",,"13492bbb-c56f-41c8-8100-e0b2a75ee77c"
"MULTILINESTRING ((-122.26569876495151 37.809921763518204, -122.26568354698114 37.80998096471493))","30","1","3","Blue","24.0","46.0","22.0","Left","-1","Com","36942",,"d226eb32-6de6-4377-9ebc-9b8c1b452304"
"MULTILINESTRING ((-122.26334310575244 37.80134310214459, -122.26321101090531 37.801288695561276))","756","1","3","Blue","187.0","230.0","43.0","Right","-1","Com","37001",,"6ff8deab-0ca7-4cc3-b42e-e8f5f5928608"
"MULTILINESTRING ((-122.26721879563088 37.80559213786092, -122.26715072734167 37.8055650507917))","94","1","3","Blue","34.22867","12.22867","22.0","Left","-1","Com","37073",,"f7a5fde2-9542-4c75-b622-775928720765"
"MULTILINESTRING ((-122.27160782688954 37.80635429372779, -122.27146536266643 37.80633130864569))","658","1","3","Blue","89.75693","47.75693","42.0","Right","-1","Com","37086",,"0c9eec77-724f-4e2f-8a41-681579b8efc3"
"MULTILINESTRING ((-122.26374948876486 37.81126712252784, -122.26367829584888 37.81125546242199))","153","1","3","Blue","149.65195","128.65195","21.0","Right","-1","Com","37113",,"75283703-6f01-4e6c-85b3-ee169f9a95f5"
"MULTILINESTRING ((-122.26537670629487 37.81071244516651, -122.26544085632996 37.81072395913569))","26","1","3","Blue","638.55976","619.55976","19.0","Left","-1","Com","37114",,"58fbd0c2-11cc-49c3-acbf-d6743e11ed06"
"MULTILINESTRING ((-122.26954911012156 37.80497473618252, -122.26948082266857 37.80494799799128))","113","1","3","Blue","295.90724","273.90724","22.0","Right","-1","Com","37135",,"60375d2f-754c-4dad-ba8d-f0e2adb5d079"
"MULTILINESTRING ((-122.26569365818612 37.805129996857374, -122.26565225519019 37.805127358938456))","87","1","3","Blue","110.0","122.0","12.0","Left","-1","Com","37170",,"893b2614-0811-4874-8ef0-c97c288f0da0"
"MULTILINESTRING ((-122.26729668864637 37.80554325389719, -122.26727049792095 37.805585061148385))","93","1","3","Blue","488.94484","471.94484","17.0","Left","-1","Com","37218",,"c6bd8024-07c1-4dcb-aafc-141750f0cca7"
"MULTILINESTRING ((-122.26896618355394 37.805224632495054, -122.26893959154155 37.80526933715169))","109","1","3","Blue","154.0","172.0","18.0","Left","-1","Com","37334",,"f7503c6c-d6d9-42d0-a5a3-722df6602922"
"MULTILINESTRING ((-122.26405158195956 37.811708130984144, -122.26397341281337 37.811696132006894))","151","1","3","Blue","16.0","39.0","23.0","Left","-1","Com","37340",,"e1cacb79-50b3-4f94-ad96-ed9f45d0d0c1"
"MULTILINESTRING ((-122.26957037191545 37.804270381582164, -122.26953239128946 37.80433207336588))","353","1","3","Blue","153.0","178.0","25.0","Left","-1","Com","37356",,"d8b079b5-fb53-459f-acb8-334f6ced10fc"
"MULTILINESTRING ((-122.27337516702765 37.8058543168923, -122.273344194127 37.805903438463794))","669","1","3","Blue","181.0","201.0","20.0","Right","-1","Com","37449",,"96a06984-5c10-4ef7-9e24-63bf66b9aa0a"
"MULTILINESTRING ((-122.27321005700414 37.80611119931599, -122.27317822831839 37.80615997593487))","669","1","3","Blue","286.0","306.0","20.0","Right","-1","Com","37464",,"cac483b9-4a9d-422a-ac70-1e0b49e0168a"
"MULTILINESTRING ((-122.26497862050492 37.80222809431289, -122.264952264965 37.80227888383384))","764","1","3","Blue","98.14212","78.14212","20.0","Left","-1","Res","37506",,"332d1079-e844-4e1f-a770-d70d8108a9e0"
"MULTILINESTRING ((-122.2675540654634 37.807281112943066, -122.26753537661676 37.8072739258247))","67","1","3","Blue","36.0","42.0","6.0","Right","-1","Com","37511",,"9b32b3d0-de07-400c-b522-0a0fa3be110a"
"MULTILINESTRING ((-122.26332059415566 37.80525450845224, -122.26329319409899 37.80529890484725))","742","1","3","Blue","214.51964","196.51964","18.0","Right","-1","Res","37632",,"7da2489f-c29e-4d4d-abb2-5b49731b3f3c"
"MULTILINESTRING ((-122.26821447262843 37.80450641771162, -122.26818182781338 37.80455794659512))","107","1","3","Blue","39.53543","18.53543","21.0","Right","-1","Com","37652",,"f07f5384-b1f2-41b0-9749-5be1b7620466"
"MULTILINESTRING ((-122.26645991451295 37.80730552176783, -122.26642680392165 37.80735686332384))","70","1","3","Blue","168.49613","147.49613","21.0","Right","-1","Com","37672",,"12e874eb-a953-4b92-a8a2-3b23bec8151a"
"MULTILINESTRING ((-122.26443179970438 37.809654265129666, -122.26436425533097 37.80964221383183))","25","1","3","Blue","20.0","40.0","20.0","Right","-1","Com","37709",,"1c7b66a0-540a-4ce9-9821-9e57a7f09668"
"MULTILINESTRING ((-122.26564539166058 37.81292509504524, -122.26561253045475 37.81297960019355))","43","1","3","Blue","299.0","321.0","22.0","Left","-1","Com","37790",,"f36ddaea-b4a0-43f5-9f8e-6a4434873696"
"MULTILINESTRING ((-122.26580670575107 37.8126575226775, -122.26577683257341 37.81270707350509))","43","1","3","Blue","191.0","211.0","20.0","Left","-1","Com","37797",,"095da432-a754-49db-99e5-ebfa2dfc52e8"
"MULTILINESTRING ((-122.27355238545262 37.80700965326651, -122.27348439015046 37.806982447949046))","673","1","3","Blue","80.0","102.0","22.0","Right","-1","Com","37808",,"6a2c75b8-421a-456c-822f-b8df54ee6985"
"MULTILINESTRING ((-122.27643864304268 37.80564841854624, -122.27641342728046 37.80569060162891))","377","1","3","Blue","299.45761","282.45761","17.0","Right","-1","Res","37843",,"7b0f1703-2eac-4a6b-997f-6cf0c2d15fc8"
"MULTILINESTRING ((-122.27617718908026 37.80608499190252, -122.27614849790598 37.80613194496428))","377","1","3","Blue","477.45761","458.45761","19.0","Right","-1","Res","37846",,"72627063-52a3-41bc-8cfd-f81989e08cf7"
"MULTILINESTRING ((-122.27521154187075 37.80482596642113, -122.27518199408917 37.804872583392246))","368","1","3","Blue","190.91576","171.91576","19.0","Left","-1","Com","37866",,"ba2a1b85-811a-4430-8765-b883a0f0a82b"
"MULTILINESTRING ((-122.27501403750207 37.8051375634487, -122.27498505972035 37.805183280513404, -122.27498294101886 37.80518663687157))","368","1","3","Blue","318.91576","298.91576","20.0","Left","-1","Com","37868",,"202caf93-ba28-4de7-8331-3ff24893f504"
"MULTILINESTRING ((-122.27491880112522 37.81000366989173, -122.27491695547155 37.81001455693452))","715","1","3","Blue","0.0","4.0","4.0","Left","-1","Com","37938",,"71a123bd-45c0-45db-9cdc-572d40fb31ee"
"MULTILINESTRING ((-122.26949164134786 37.81447509321549, -122.26949155013858 37.8144750792637, -122.26942382342136 37.81446403474491))","624","1","3","Blue","216.0","236.0","20.0","Left","-1","Com","37995",,"1c207aee-6473-492d-b8fa-04e7cd6fb780"
"MULTILINESTRING ((-122.27317004464328 37.806697564420986, -122.27310809972046 37.80667304177153))","672","1","3","Blue","228.0","248.0","20.0","Left","-1","Com","38002",,"81f4d617-0e2e-47c2-ae8f-5a15ccbae9d5"
"MULTILINESTRING ((-122.27304898120455 37.808191354352736, -122.27298644683313 37.808167788534995))","129","1","3","Blue","16.0","36.0","20.0","Right","-1","Com","38020",,"3046c026-bc1d-4063-a0c3-291e9114319c"
"MULTILINESTRING ((-122.27221774921387 37.80774444472163, -122.27223675619094 37.8078029523566))","134","1","3","Blue","212.0","234.0","22.0","Left","-1","Com","38095",,"39a350a0-7808-426f-8d99-38e8923cd6a1"
"MULTILINESTRING ((-122.26999176604537 37.812880802472826, -122.26992403068336 37.812869433061344))","626","1","3","Blue","250.0","270.0","20.0","Right","-1","Com","38178",,"c11898c6-afc3-49dd-a300-4dde98c9de9c"
"MULTILINESTRING ((-122.27046475174494 37.810579968686525, -122.27038688105235 37.81056681235984))","638","1","3","Blue","839.51998","816.51998","23.0","Right","-1","Com","38248",,"eacfa78b-6923-49cc-9aef-8bff03b6d119"
"MULTILINESTRING ((-122.26481219604833 37.81644545570137, -122.2647378235652 37.81643243789882))","548","1","3","Blue","23.0","45.0","22.0","Right","-1","Res","38271",,"7b429104-cd08-4ea9-86cb-86f8d2ea26bc"
"MULTILINESTRING ((-122.27699179618112 37.80650267541361, -122.27692940181733 37.80647887976971))","380","1","3","Blue","31.0","51.0","20.0","Left","-1","EssFac","38293",,"8e61f4ec-c30d-44c8-8093-9860b53e821a"
"MULTILINESTRING ((-122.26606337024464 37.81911480575001, -122.26604570029502 37.81917639565904))","601","1","3","Blue","387.0","410.0","23.0","Left","-1","Res","38433",,"0a5b643d-3e80-4d7d-b6cc-f1fb99eebdc4"
"MULTILINESTRING ((-122.26627002746392 37.8184289723122, -122.26625404948989 37.81849085324499))","601","1","3","Blue","130.0","153.0","23.0","Left","-1","Res","38437",,"77e7f2ef-bcd8-4d5f-ac7d-4900977ff908"
"MULTILINESTRING ((-122.26710991354904 37.81982088475819, -122.26709566460883 37.819874635572326))","592","1","3","Blue","274.27729","254.27729","20.0","Right","-1","Com","38498",,"81e4967f-da71-4004-80fc-487a223ab579"
"MULTILINESTRING ((-122.25133850941316 37.813729839614425, -122.25134142044038 37.81373728609137, -122.2513647253866 37.813789476998444))","220","1","3","Blue","956.59604","933.59604","23.0","Right","-1","Res","38566",,"8ce20f40-e8fa-4b9a-9db1-cfb27db360c2"
"MULTILINESTRING ((-122.26970995019185 37.81119890829339, -122.26963195815301 37.81118621018256))","534","1","3","Blue","946.04325","923.04325","23.0","Right","-1","EssFac","38628",,"59913bf1-32d9-49c1-b99c-681f65e8f7d7"
"MULTILINESTRING ((-122.26214029745546 37.82118424459848, -122.26212871370147 37.821216239198016, -122.26210455195371 37.82127318700652))","573","1","3","Blue","108.0482","74.0482","34.0","Left","-1","Com","38660",,"bbc6803b-6480-4515-ac93-5d731b5d088e"
"MULTILINESTRING ((-122.26818368814486 37.810075033120775, -122.26811599640608 37.810063515160884))","144","1","3","Blue","316.0","336.0","20.0","Left","-1","Com","38666",,"b93be48d-79f0-44fb-8252-ddbba42d7ed4"
"MULTILINESTRING ((-122.26062957473549 37.81537749924993, -122.26057498413716 37.815343715057935))","903","1","3","Blue","182.0","202.0","20.0","Left","-1","Res","38709",,"8f662fb0-1e0a-4659-9560-72ba5271c5f2"
"MULTILINESTRING ((-122.2719479485133 37.81254292902396, -122.27187060107111 37.81252947290143, -122.27186009903413 37.812527411052706))","635","1","3","Blue","221.6662","195.6662","26.0","Right","-1","Com","38781",,"e1b5d8c2-e72d-4eb1-b3e5-ce669958bf6f"
"MULTILINESTRING ((-122.26717578824736 37.800080411821504, -122.2670943938301 37.800047888454216, -122.26704855973792 37.80003055426069))","650","1","2","Blue","576.49082","535.49082","41.0","Left","-1","Com","38805",,"4d5fad89-f205-4e57-9754-cd1fd7eaf90c"
"MULTILINESTRING ((-122.26411517218894 37.81657758501232, -122.26408520127087 37.816680929188735, -122.26408143329844 37.81669541795367))","549","1","3","Blue","87.0","131.0","44.0","Right","-1","Com","38944",,"be0011a9-4af5-4352-a497-55cf14c0042c"
"MULTILINESTRING ((-122.27343434129718 37.810063510689176, -122.2734051917171 37.81011333115052))","722","1","3","Blue","364.90414","344.90414","20.0","Left","-1","Com","38974",,"4c8191bf-3b73-45ee-a6f1-e4e0c650f56b"
"MULTILINESTRING ((-122.27539705934912 37.80731468488824, -122.27533310668167 37.807412117581535))","699","1","3","Blue","174.93846","134.93846","40.0","Right","-1","Res","39088",,"41b4a1a3-ca86-4f63-9dc6-8b09f3c0e3d6"
"MULTILINESTRING ((-122.26290205223751 37.81497624039081, -122.26292769797962 37.815013654426096, -122.26293668338585 37.81502694862807))","882","1","3","Blue","791.2486","770.2486","21.0","Left","-1","EssFac","39117",,"db79fc10-d696-47b9-856a-98359ca76e47"
"MULTILINESTRING ((-122.2653899303781 37.81570412835794, -122.26531151769197 37.81569315759732))","935","1","3","Blue","726.80367","703.80367","23.0","Left","-1","EssFac","39125",,"ce982f64-2b63-4f16-93c1-c127dc32c028"
"MULTILINESTRING ((-122.26089244997159 37.815543253041135, -122.26084102075654 37.815510723079136))","903","1","3","Blue","85.0","104.0","19.0","Left","-1","Res","39146",,"e4ab3677-ef60-42c7-a3d0-6d0cf4a71e69"
"MULTILINESTRING ((-122.25279011698089 37.80898896606157, -122.25278396642028 37.80904367529613))","237","1","3","Blue","82.0737","62.0737","20.0","Right","-1","Res","39179",,"44e5a38a-26b1-4569-bb33-286eca2f1926"
"MULTILINESTRING ((-122.27421436518497 37.80798380534685, -122.27414249396135 37.80795663256854))","730","1","3","Blue","131.0","154.0","23.0","Right","-1","Com","39218",,"2310f9ec-5c97-4d1c-a885-a2e826060fed"
"MULTILINESTRING ((-122.27070168956492 37.81062023274142, -122.27061707478637 37.8106058314457))","638","1","3","Blue","771.51998","746.51998","25.0","Right","-1","Com","39369",,"db0f9585-c925-461f-a112-24784c85205e"
"MULTILINESTRING ((-122.27046136562053 37.81057939679757, -122.27037672381846 37.81056509666892))","638","1","3","Blue","842.51998","817.51998","25.0","Right","-1","Com","39371",,"a429397d-4453-4bfb-a046-08cf643c8586"
"MULTILINESTRING ((-122.26518329340315 37.81788171687894, -122.26511909214074 37.81787036116654))","600","1","3","Blue","347.0","366.0","19.0","Right","-1","Com","39477",,"3b107c37-8381-4a0c-8a60-63f9d426dd84"
"MULTILINESTRING ((-122.26642424517104 37.81842237428334, -122.2664078626075 37.81848137841941))","596","1","3","Blue","119.0","141.0","22.0","Right","-1","Res","39481",,"c4889c4e-0864-432f-bffe-16b4e4a3e9aa"
"MULTILINESTRING ((-122.26403631545027 37.82202829113442, -122.26397470224333 37.82201603002137, -122.2639724461635 37.822015941197115))","532","1","3","Blue","30.68333","11.68333","19.0","Right","-1","Com","39562",,"af0f4ce3-2a71-4f4d-813d-997e23cf9740"
"MULTILINESTRING ((-122.26739137418133 37.7940505514144, -122.26736167683488 37.79410016519282))","1150","1","3","Blue","176.0","196.0","20.0","Right","-1","Com","39581",,"59b736ac-887e-4e09-adc8-44047b866020"
"MULTILINESTRING ((-122.26738752523985 37.8109223787058, -122.26726901762876 37.810902390888934))","40","1","3","Blue","488.0","523.0","35.0","Left","-1","Com","39667",,"512299fa-93db-466b-8e40-803835008b07"
"MULTILINESTRING ((-122.27445754725257 37.80736277518256, -122.2743987839165 37.8073393426257))","679","1","3","Blue","185.92028","166.92028","19.0","Right","-1","Com","39683",,"e6461198-cf66-4e5f-8365-867662c7bdc5"
"MULTILINESTRING ((-122.26543185028193 37.82170249967753, -122.26541605615648 37.821758794873475))","582","1","3","Blue","198.71326","177.71326","21.0","Right","-1","Res","39747",,"2e19d7b1-3c0f-4910-b297-753abc1b9aa5"
"MULTILINESTRING ((-122.28043981027363 37.79862605832905, -122.28042173959413 37.79861818532817, -122.28038113368666 37.79860253195481))","482","1","3","Blue","28.0","47.0","19.0","Right","-1","Res","39867",,"18868a3e-af3f-4eeb-b7ce-54a9ba23e957"
"MULTILINESTRING ((-122.26647658526859 37.80022550988556, -122.26644290155741 37.80027969617261))","782","1","2","Blue","69.0","91.0","22.0","Right","-1","Com","39919",,"5e4cf7f4-9ebd-4408-934b-ea1ac5e101e9"
"MULTILINESTRING ((-122.26332103916248 37.80114650278327, -122.26325601844523 37.80112072694295))","758","1","2","Blue","221.0","242.0","21.0","Left","-1","EssFac","39946",,"7dc5c5e7-df01-483e-997e-e8c8942f55be"
"MULTILINESTRING ((-122.26719737717029 37.819953583690335, -122.26728226838362 37.819966963284784))","591","1","3","Blue","55.06695","30.06695","25.0","Right","-1","Com","39965",,"aae3b8b2-485d-4fa7-ab86-89d9ddba0595"
"MULTILINESTRING ((-122.26956210598283 37.79844789368541, -122.26951841670733 37.798430567920406, -122.26949413426884 37.79842066598405))","1075","1","2","Blue","202.56098","180.56098","22.0","Left","-1","Com","39975",,"14253856-a34b-4c87-8e1a-01364ab1108b"
"MULTILINESTRING ((-122.26996855521114 37.799328915070554, -122.26993814229189 37.79937825721166))","1058","1","2","Blue","189.29646","169.29646","20.0","Right","-1","Com","40001",,"fc77de31-a3d3-40fa-9754-eeb61d06a3b2"
"MULTILINESTRING ((-122.26545756424923 37.796723902417305, -122.26542808237092 37.79677054482253))","844","1","2","Blue","175.0","194.0","19.0","Left","-1","Com","40136",,"771bf92b-b44b-4a7b-aecb-b70339d095fb"
"MULTILINESTRING ((-122.27128313963794 37.80193585114754, -122.27125484813116 37.80198295563846))","360","1","2","Blue","12.0","31.0","19.0","Right","-1","Com","40284",,"86cc1790-8417-47be-9698-9786f6b45e78"
"MULTILINESTRING ((-122.26412497867327 37.799942614371396, -122.26405968410067 37.79991727834839))","772","1","2","Blue","225.40473","204.40473","21.0","Right","-1","Com","40380",,"7edd3014-3651-453d-8b3c-5400d48ac484"
"MULTILINESTRING ((-122.26666656791775 37.80008792068997, -122.26660424893618 37.800064010414985))","785","1","2","Blue","281.0","301.0","20.0","Right","-1","Com","40399",,"004f8364-de03-477d-a3c7-65dba0ce8e34"
"MULTILINESTRING ((-122.25032293550963 37.80904776576738, -122.2502711204945 37.8090799029745))","224","1","3","Blue","409.49194","390.49194","19.0","Right","-1","Com","40467",,"0dc6b1a1-768f-4797-b070-582b9387b402"
"MULTILINESTRING ((-122.27568428537144 37.79936119156353, -122.27565372159803 37.79940739326866))","1096","1","3","Blue","14.0","33.0","19.0","Left","-1","Com","40490",,"f8045461-7554-4a72-bd59-1ee4d7a66b1d"
"MULTILINESTRING ((-122.27423051831266 37.804453071722136, -122.27416711391771 37.804556867879256))","366","1","3","Blue","176.0","218.0","42.0","Right","-1","Com","40702",,"6dfdbba0-deec-4c5f-a55c-13a7b3ba95b5"
"MULTILINESTRING ((-122.2551395800281 37.82058834433464, -122.25518958166197 37.82063392003902))","123","1","3","Blue","664.59774","642.59774","22.0","Right","-1","Res","40789",,"1f28ed56-2458-46a0-b033-0768cfa9ef8a"
"MULTILINESTRING ((-122.27501691166717 37.795446106802416, -122.27497950240448 37.79543179311527))","511","1","3","Blue","13.0","25.0","12.0","Left","-1","Com","40830",,"6f990cf8-56ee-4032-a835-b0edfb4b7c0d"
"MULTILINESTRING ((-122.27312435764344 37.80173139516512, -122.2730664495652 37.80170666494541))","993","1","3","Blue","661.0","680.0","19.0","Right","-1","EssFac","40942",,"e92a1fe6-6bf6-4f0a-9620-72c40b7d9f0b"
"MULTILINESTRING ((-122.27563382846022 37.79985444311514, -122.27561905677537 37.79987884164419, -122.27560556713419 37.79990456183248))","1174","1","3","Blue","180.0","200.0","20.0","Right","-1","Com","40957",,"3e07fabd-8d48-4a20-8331-ec7060342fd0"
"MULTILINESTRING ((-122.27586755494333 37.79947436402598, -122.27583459886414 37.79952576740178))","1174","1","3","Blue","26.0","47.0","21.0","Right","-1","Com","40958",,"6d078a77-9de1-410b-a5d8-1ac163175984"
"MULTILINESTRING ((-122.27316187276851 37.801454596229654, -122.2731278999582 37.801505581507136))","1028","1","3","Blue","181.0","202.0","21.0","Right","-1","Com","40987",,"cc21cf46-a8dd-47c9-a99b-2aeb112a0f87"
"MULTILINESTRING ((-122.2635496759812 37.79978494077026, -122.263483194834 37.799887516364805))","306","1","2","Blue","23.0","65.0","42.0","Left","-1","EssFac","41021",,"8b00b788-f734-4c24-b76f-337632de9066"
"MULTILINESTRING ((-122.26247808829365 37.79789727524325, -122.26241982695676 37.79799389045871))","321","1","2","Blue","98.0","137.0","39.0","Right","-1","Com","41040",,"170bbf0c-8a8c-450c-95bb-cfe50ac87e87"
"MULTILINESTRING ((-122.26802610350549 37.80041969275659, -122.26797009225051 37.800398047026356))","650","1","2","Blue","278.49082","260.49082","18.0","Left","-1","Com","41053",,"aeb7a67d-20ce-4837-8518-cc04f3f919da"
"MULTILINESTRING ((-122.26588063047491 37.79720765996206, -122.26580954592221 37.797179231344955))","291","1","2","Blue","213.89798","190.89798","23.0","Right","-1","Com","41137",,"3da043db-0fb7-42c4-9d57-c10dff488061"
"MULTILINESTRING ((-122.26360005040064 37.80038985946864, -122.26359718357187 37.800388750628585, -122.2635334567016 37.800360570163924))","770","1","2","Blue","266.0","288.0","22.0","Left","-1","Com","41334",,"b1a489b4-90f7-4d5d-980a-cb180b493e2b"
"MULTILINESTRING ((-122.26605399078852 37.79707119464069, -122.26598581033093 37.79704429700725))","847","1","2","Blue","169.0","191.0","22.0","Left","-1","Com","41414",,"9d43c9c0-16cb-475a-8366-7d32215fddb8"
"MULTILINESTRING ((-122.26256174574908 37.797758544788664, -122.26252141132223 37.797825432415046))","321","1","2","Blue","42.0","69.0","27.0","Right","-1","Com","41596",,"dc0fd2cb-4028-427e-9467-361016f06678"
"MULTILINESTRING ((-122.27474380819412 37.79983357131429, -122.27467278890435 37.799805037037544))","1094","1","3","Blue","171.0","194.0","23.0","Right","-1","Com","41670",,"eeaeb7e4-1372-48e8-a9c0-13fb3a7265e2"
