"id","entity_name","fiscal_year","entity_id","estimated_population","field_type","category","line_description","value","city_state"
"39","Anaheim","2014","1136","348305","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","57067697","Anaheim, CA"
"40","Anaheim","2014","1136","348305","DEBT","Debt","Lease Obligations_Balance End of Year","2786715108","Anaheim, CA"
"41","Anderson","2014","1137","10361","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","5571359","Anderson, CA"
"42","Anderson","2014","1137","10361","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","1405871","Anderson, CA"
"43","Anderson","2014","1137","10361","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Anderson, CA"
"44","Anderson","2014","1137","10361","DEBT","Debt","Lease Obligations_Balance End of Year","2445237","Anderson, CA"
"45","Angels","2014","1138","3726","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","535000","Angels, CA"
"46","Angels","2014","1138","3726","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","59390","Angels, CA"
"47","Angels","2014","1138","3726","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","5318105","Angels, CA"
"48","Angels","2014","1138","3726","DEBT","Debt","Lease Obligations_Balance End of Year","82364","Angels, CA"
"49","Antioch","2014","1139","106455","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","2405000","Antioch, CA"
"50","Antioch","2014","1139","106455","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Antioch, CA"
"51","Antioch","2014","1139","106455","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","3001181","Antioch, CA"
"52","Antioch","2014","1139","106455","DEBT","Debt","Lease Obligations_Balance End of Year","11191712","Antioch, CA"
"53","Apple Valley","2014","1140","70755","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","1135000","Apple Valley, CA"
"54","Apple Valley","2014","1140","70755","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Apple Valley, CA"
"55","Apple Valley","2014","1140","70755","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Apple Valley, CA"
"56","Apple Valley","2014","1140","70755","DEBT","Debt","Lease Obligations_Balance End of Year","17781324","Apple Valley, CA"
"57","Arcadia","2014","1141","57500","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","13455000","Arcadia, CA"
"58","Arcadia","2014","1141","57500","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Arcadia, CA"
"59","Arcadia","2014","1141","57500","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Arcadia, CA"
"60","Arcadia","2014","1141","57500","DEBT","Debt","Lease Obligations_Balance End of Year","0","Arcadia, CA"
"61","Arcata","2014","1142","17734","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Arcata, CA"
"62","Arcata","2014","1142","17734","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","1433158","Arcata, CA"
"63","Arcata","2014","1142","17734","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Arcata, CA"
"64","Arcata","2014","1142","17734","DEBT","Debt","Lease Obligations_Balance End of Year","1333845","Arcata, CA"
"65","Arroyo Grande","2014","1143","17334","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","1140000","Arroyo Grande, CA"
"66","Arroyo Grande","2014","1143","17334","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","630984","Arroyo Grande, CA"
"67","Arroyo Grande","2014","1143","17334","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","1247156","Arroyo Grande, CA"
"68","Arroyo Grande","2014","1143","17334","DEBT","Debt","Lease Obligations_Balance End of Year","45006","Arroyo Grande, CA"
"69","Artesia","2014","1144","16776","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Artesia, CA"
"70","Artesia","2014","1144","16776","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Artesia, CA"
"71","Artesia","2014","1144","16776","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Artesia, CA"
"72","Artesia","2014","1144","16776","DEBT","Debt","Lease Obligations_Balance End of Year","224464","Artesia, CA"
"73","Arvin","2014","1145","20226","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","560000","Arvin, CA"
"74","Arvin","2014","1145","20226","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Arvin, CA"
"75","Arvin","2014","1145","20226","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Arvin, CA"
"76","Arvin","2014","1145","20226","DEBT","Debt","Lease Obligations_Balance End of Year","7531850","Arvin, CA"
"77","Atascadero","2014","1146","28675","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Atascadero, CA"
"78","Atascadero","2014","1146","28675","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Atascadero, CA"
"79","Atascadero","2014","1146","28675","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Atascadero, CA"
"80","Atascadero","2014","1146","28675","DEBT","Debt","Lease Obligations_Balance End of Year","0","Atascadero, CA"
"81","Atherton","2014","1147","6917","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Atherton, CA"
"82","Atherton","2014","1147","6917","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Atherton, CA"
"83","Atherton","2014","1147","6917","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Atherton, CA"
"84","Atherton","2014","1147","6917","DEBT","Debt","Lease Obligations_Balance End of Year","0","Atherton, CA"
"85","Atwater","2014","1148","29050","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Atwater, CA"
"86","Atwater","2014","1148","29050","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Atwater, CA"
"87","Atwater","2014","1148","29050","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Atwater, CA"
"88","Atwater","2014","1148","29050","DEBT","Debt","Lease Obligations_Balance End of Year","163237754","Atwater, CA"
"89","Auburn","2014","1149","13804","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","4130000","Auburn, CA"
"90","Auburn","2014","1149","13804","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","453355","Auburn, CA"
"91","Auburn","2014","1149","13804","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","2138809","Auburn, CA"
"92","Auburn","2014","1149","13804","DEBT","Debt","Lease Obligations_Balance End of Year","14119307","Auburn, CA"
"93","Avalon","2014","1150","3820","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Avalon, CA"
"94","Avalon","2014","1150","3820","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","726577","Avalon, CA"
"95","Avalon","2014","1150","3820","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Avalon, CA"
"96","Avalon","2014","1150","3820","DEBT","Debt","Lease Obligations_Balance End of Year","0","Avalon, CA"
"97","Avenal","2014","1151","13239","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Avenal, CA"
"98","Avenal","2014","1151","13239","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","4397066","Avenal, CA"
"99","Avenal","2014","1151","13239","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Avenal, CA"
"100","Avenal","2014","1151","13239","DEBT","Debt","Lease Obligations_Balance End of Year","0","Avenal, CA"
"101","Azusa","2014","1152","48385","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","64885300","Azusa, CA"
"102","Azusa","2014","1152","48385","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Azusa, CA"
"103","Azusa","2014","1152","48385","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Azusa, CA"
"104","Azusa","2014","1152","48385","DEBT","Debt","Lease Obligations_Balance End of Year","106283060","Azusa, CA"
"105","Bakersfield","2014","1153","367315","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","242280000","Bakersfield, CA"
"106","Bakersfield","2014","1153","367315","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","116049","Bakersfield, CA"
"107","Bakersfield","2014","1153","367315","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","9298884","Bakersfield, CA"
"108","Bakersfield","2014","1153","367315","DEBT","Debt","Lease Obligations_Balance End of Year","59873640","Bakersfield, CA"
"109","Baldwin Park","2014","1154","76715","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","15110000","Baldwin Park, CA"
"110","Baldwin Park","2014","1154","76715","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","3230000","Baldwin Park, CA"
"111","Baldwin Park","2014","1154","76715","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Baldwin Park, CA"
"112","Baldwin Park","2014","1154","76715","DEBT","Debt","Lease Obligations_Balance End of Year","1651967","Baldwin Park, CA"
"113","Banning","2014","1155","30325","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","2440000","Banning, CA"
"114","Banning","2014","1155","30325","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Banning, CA"
"115","Banning","2014","1155","30325","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Banning, CA"
"116","Banning","2014","1155","30325","DEBT","Debt","Lease Obligations_Balance End of Year","59047063","Banning, CA"
"117","Barstow","2014","1156","23292","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Barstow, CA"
"118","Barstow","2014","1156","23292","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","1472679","Barstow, CA"
"119","Barstow","2014","1156","23292","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Barstow, CA"
"120","Barstow","2014","1156","23292","DEBT","Debt","Lease Obligations_Balance End of Year","17193470","Barstow, CA"
"121","Beaumont","2014","1157","40876","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Beaumont, CA"
"122","Beaumont","2014","1157","40876","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Beaumont, CA"
"123","Beaumont","2014","1157","40876","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Beaumont, CA"
"124","Beaumont","2014","1157","40876","DEBT","Debt","Lease Obligations_Balance End of Year","0","Beaumont, CA"
"125","Bell","2014","1158","35972","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","36450000","Bell, CA"
"126","Bell","2014","1158","35972","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Bell, CA"
"127","Bell","2014","1158","35972","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Bell, CA"
"128","Bell","2014","1158","35972","DEBT","Debt","Lease Obligations_Balance End of Year","0","Bell, CA"
"129","Bell Gardens","2014","1159","42667","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","3340000","Bell Gardens, CA"
"130","Bell Gardens","2014","1159","42667","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","2724151","Bell Gardens, CA"
"131","Bell Gardens","2014","1159","42667","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Bell Gardens, CA"
"132","Bell Gardens","2014","1159","42667","DEBT","Debt","Lease Obligations_Balance End of Year","5323819","Bell Gardens, CA"
"133","Bellflower","2014","1160","77741","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Bellflower, CA"
"134","Bellflower","2014","1160","77741","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Bellflower, CA"
"135","Bellflower","2014","1160","77741","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","4655000","Bellflower, CA"
"136","Bellflower","2014","1160","77741","DEBT","Debt","Lease Obligations_Balance End of Year","2783994","Bellflower, CA"
"137","Belmont","2014","1161","26559","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","6855000","Belmont, CA"
"138","Belmont","2014","1161","26559","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Belmont, CA"
"139","Belmont","2014","1161","26559","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Belmont, CA"
"140","Belmont","2014","1161","26559","DEBT","Debt","Lease Obligations_Balance End of Year","32669809","Belmont, CA"
"141","Belvedere","2014","1162","2094","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","9885866","Belvedere, CA"
"142","Belvedere","2014","1162","2094","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Belvedere, CA"
"143","Belvedere","2014","1162","2094","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Belvedere, CA"
"144","Belvedere","2014","1162","2094","DEBT","Debt","Lease Obligations_Balance End of Year","0","Belvedere, CA"
"145","Benicia","2014","1163","27454","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","18480000","Benicia, CA"
"146","Benicia","2014","1163","27454","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Benicia, CA"
"147","Benicia","2014","1163","27454","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","26090473","Benicia, CA"
"148","Benicia","2014","1163","27454","DEBT","Debt","Lease Obligations_Balance End of Year","1809622","Benicia, CA"
"149","Berkeley","2014","1164","117372","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","88700000","Berkeley, CA"
"150","Berkeley","2014","1164","117372","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Berkeley, CA"
"151","Berkeley","2014","1164","117372","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","19200925","Berkeley, CA"
"152","Berkeley","2014","1164","117372","DEBT","Debt","Lease Obligations_Balance End of Year","53904276","Berkeley, CA"
"153","Beverly Hills","2014","1165","34677","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","31210000","Beverly Hills, CA"
"154","Beverly Hills","2014","1165","34677","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","26983727","Beverly Hills, CA"
"155","Beverly Hills","2014","1165","34677","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Beverly Hills, CA"
"156","Beverly Hills","2014","1165","34677","DEBT","Debt","Lease Obligations_Balance End of Year","302736131","Beverly Hills, CA"
"157","Big Bear Lake","2014","1166","5121","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","21140000","Big Bear Lake, CA"
"158","Big Bear Lake","2014","1166","5121","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Big Bear Lake, CA"
"159","Big Bear Lake","2014","1166","5121","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","8781950","Big Bear Lake, CA"
"160","Big Bear Lake","2014","1166","5121","DEBT","Debt","Lease Obligations_Balance End of Year","0","Big Bear Lake, CA"
"161","Biggs","2014","1167","1684","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Biggs, CA"
"162","Biggs","2014","1167","1684","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","256000","Biggs, CA"
"163","Biggs","2014","1167","1684","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","4225198","Biggs, CA"
"164","Biggs","2014","1167","1684","DEBT","Debt","Lease Obligations_Balance End of Year","0","Biggs, CA"
"165","Bishop","2014","1168","3875","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Bishop, CA"
"166","Bishop","2014","1168","3875","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","327369","Bishop, CA"
"167","Bishop","2014","1168","3875","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Bishop, CA"
"168","Bishop","2014","1168","3875","DEBT","Debt","Lease Obligations_Balance End of Year","57417","Bishop, CA"
"169","Blue Lake","2014","1169","1251","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Blue Lake, CA"
"170","Blue Lake","2014","1169","1251","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","437959","Blue Lake, CA"
"171","Blue Lake","2014","1169","1251","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","29933","Blue Lake, CA"
"172","Blue Lake","2014","1169","1251","DEBT","Debt","Lease Obligations_Balance End of Year","0","Blue Lake, CA"
"173","Blythe","2014","1170","18992","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","4310000","Blythe, CA"
"174","Blythe","2014","1170","18992","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","1363329","Blythe, CA"
"175","Blythe","2014","1170","18992","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","7932453","Blythe, CA"
"176","Blythe","2014","1170","18992","DEBT","Debt","Lease Obligations_Balance End of Year","0","Blythe, CA"
"177","Bradbury","2014","1171","1082","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Bradbury, CA"
"178","Bradbury","2014","1171","1082","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Bradbury, CA"
"179","Bradbury","2014","1171","1082","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Bradbury, CA"
"180","Bradbury","2014","1171","1082","DEBT","Debt","Lease Obligations_Balance End of Year","0","Bradbury, CA"
"181","Brawley","2014","1172","25897","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Brawley, CA"
"182","Brawley","2014","1172","25897","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Brawley, CA"
"183","Brawley","2014","1172","25897","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","11043505","Brawley, CA"
"184","Brawley","2014","1172","25897","DEBT","Debt","Lease Obligations_Balance End of Year","3722060","Brawley, CA"
"185","Brea","2014","1173","42397","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","14839000","Brea, CA"
"186","Brea","2014","1173","42397","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Brea, CA"
"187","Brea","2014","1173","42397","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Brea, CA"
"188","Brea","2014","1173","42397","DEBT","Debt","Lease Obligations_Balance End of Year","73906437","Brea, CA"
"282","Chico","2014","1197","88389","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Chico, CA"
"189","Brentwood","2014","1174","54741","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","152384288","Brentwood, CA"
"190","Brentwood","2014","1174","54741","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","7062578","Brentwood, CA"
"191","Brentwood","2014","1174","54741","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","18794875","Brentwood, CA"
"192","Brentwood","2014","1174","54741","DEBT","Debt","Lease Obligations_Balance End of Year","166089827","Brentwood, CA"
"193","Brisbane","2014","1175","4431","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","5910000","Brisbane, CA"
"194","Brisbane","2014","1175","4431","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","57689","Brisbane, CA"
"195","Brisbane","2014","1175","4431","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","153929","Brisbane, CA"
"196","Brisbane","2014","1175","4431","DEBT","Debt","Lease Obligations_Balance End of Year","16274295","Brisbane, CA"
"197","Buellton","2014","1176","4893","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Buellton, CA"
"198","Buellton","2014","1176","4893","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Buellton, CA"
"199","Buellton","2014","1176","4893","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Buellton, CA"
"200","Buellton","2014","1176","4893","DEBT","Debt","Lease Obligations_Balance End of Year","0","Buellton, CA"
"201","Buena Park","2014","1177","82344","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","9256631","Buena Park, CA"
"202","Buena Park","2014","1177","82344","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","23795","Buena Park, CA"
"203","Buena Park","2014","1177","82344","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Buena Park, CA"
"204","Buena Park","2014","1177","82344","DEBT","Debt","Lease Obligations_Balance End of Year","0","Buena Park, CA"
"205","Burbank","2014","1178","105543","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","205215000","Burbank, CA"
"206","Burbank","2014","1178","105543","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","16700145","Burbank, CA"
"207","Burbank","2014","1178","105543","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","8438633","Burbank, CA"
"208","Burbank","2014","1178","105543","DEBT","Debt","Lease Obligations_Balance End of Year","0","Burbank, CA"
"209","Burlingame","2014","1179","29685","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","20095000","Burlingame, CA"
"210","Burlingame","2014","1179","29685","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Burlingame, CA"
"211","Burlingame","2014","1179","29685","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","13405201","Burlingame, CA"
"212","Burlingame","2014","1179","29685","DEBT","Debt","Lease Obligations_Balance End of Year","114910425","Burlingame, CA"
"213","Calabasas","2014","1180","23943","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Calabasas, CA"
"214","Calabasas","2014","1180","23943","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Calabasas, CA"
"215","Calabasas","2014","1180","23943","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Calabasas, CA"
"216","Calabasas","2014","1180","23943","DEBT","Debt","Lease Obligations_Balance End of Year","60612504","Calabasas, CA"
"217","Calexico","2014","1181","40564","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Calexico, CA"
"218","Calexico","2014","1181","40564","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Calexico, CA"
"219","Calexico","2014","1181","40564","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","636098","Calexico, CA"
"220","Calexico","2014","1181","40564","DEBT","Debt","Lease Obligations_Balance End of Year","15936690","Calexico, CA"
"221","California City","2014","1182","13276","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","California City, CA"
"222","California City","2014","1182","13276","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","669110","California City, CA"
"223","California City","2014","1182","13276","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","4605259","California City, CA"
"224","California City","2014","1182","13276","DEBT","Debt","Lease Obligations_Balance End of Year","2937638","California City, CA"
"225","Calimesa","2014","1183","8231","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Calimesa, CA"
"226","Calimesa","2014","1183","8231","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Calimesa, CA"
"227","Calimesa","2014","1183","8231","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Calimesa, CA"
"228","Calimesa","2014","1183","8231","DEBT","Debt","Lease Obligations_Balance End of Year","0","Calimesa, CA"
"229","Calipatria","2014","1184","7517","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","62000","Calipatria, CA"
"230","Calipatria","2014","1184","7517","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Calipatria, CA"
"231","Calipatria","2014","1184","7517","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Calipatria, CA"
"232","Calipatria","2014","1184","7517","DEBT","Debt","Lease Obligations_Balance End of Year","0","Calipatria, CA"
