"pin","class","tax_year","nbhd","hd_sf","town_code","type_resd","apts","ext_wall","roof_cnst","rooms","beds","bsmt","bsmt_fin","heat","oheat","air","frpl","attic_type","attic_fnsh","hbath","tp_plan","tp_dsgn","cnst_qlty","renovation","site","gar1_size","gar1_cnst","gar1_att","gar1_area","gar2_size","gar2_cnst","gar2_att","gar2_area","porch","ot_impr","bldg_sf","repair_cnd","multi_code","ncu","pri_est_land","pri_est_bldg","most_recent_sale_date","doc_no","most_recent_sale_price","centroid_x","centroid_y","tractce","total_bldg_sf","multi_ind","addr","modeling_group","fbath","age","use_1","n_units","per_ass","condo_class_factor","multi_family_ind","large_lot","condition_desirability_and_utility","deed_type","o_hare_noise","floodplain","near_major_road","total_units","condo_strata","age_squared","age_decade","age_decade_squared","lot_size_squared","improvement_size_squared","location_factor","garage_indicator","residential_share_of_building","pure_market_sale","pure_market_filter","neigborhood_code_mapping_","square_root_of_lot_size","square_root_of_age","square_root_of_improvement_size","town_and_neighborhood"
"01011000370000","208","2018","12","8580","10","2","0","2","1","12","5","3","3","1","5","1","1","3",,"1","1","2","1","1","2","4","2","1","1","7","0","0","0","3","0","4670","2","2","0","42900","786060",,,,"-88.1406146022326","42.1531408797087","804201",,"0","203  DUNDEE AVE BARRINGTON","SF","3","20","1",,,,,"0",,,"0","0","1","1",,"400","2","4","73616400","21808900","2.0887629164450296","1",,"0","0","12","92.62828941527529","4.47213595499958","68.33739825307956","1012"
"01011000390000","206","2018","12","15246","10","2","0","1","1","8","4","1","3","1","5","1","1","3",,"1","2","2","2",,"2","5","1","2","2","7","0","0","0","3","0","2452","2","2","0","72410","453130",,,,"-88.1399802794044","42.1530457119063","804201",,"0","237 W STATION ST BARRINGTON","SF","2","134","1",,,,,"0",,,"0","0","1","1",,"17956","13.4","179.56","232440516","6012304","2.074924239911092","1",,"0","0","12","123.47469376354006","11.575836902790225","49.51767361255979","1012"
"01011000410000","205","2018","12","9488","10","2","0","1","1","7","4","1","3","1","5","0","0","2","3","1","0","0","2",,"2","1","1","2","2","7","0","0","0","1","0","1644","2","2","0","45060","322910",,,,"-88.1392561138965","42.153068066299","804201",,"0","217 W STATION ST BARRINGTON","SF","1","95","1",,,,,"0",,,"0","0","0","1",,"9025","9.5","90.25","90022144","2702736","2.0615120825222943","1",,"0","0","12","97.40636529508737","9.746794344808963","40.54626986542659","1012"
"01011000420000","205","2018","12","9036","10","2","0","1","1","7","4","1","3","2","5","1","1","3",,"1","2","2","2",,"2","5","1","2","2","7","0","0","0","3","0","1408","2","2","0","42920","285680",,,,"-88.1389697155215","42.1530643982878","804201",,"0","207 W STATION ST BARRINGTON","SF","2","105","1",,,,,"0",,,"0","0","0","1",,"11025","10.5","110.25","81649296","1982464","2.0559888221799634","1",,"0","0","12","95.05787710652916","10.246950765959598","37.52332607858744","1012"
"01011000430000","203","2018","12","8712","10","1","0","1","1","6","2","3","1","1","5","0","1","2","3","0","2","0","2",,"2","1","1","2","2","7","0","0","0","3","0","1366","2","2","0","41380","228460","2017-06-27T00:00:00.000","01717818117","370000","-88.1387077106142","42.1530379473259","804201",,"0","205 W STATION ST BARRINGTON","SF","1","81","1",,,,,"0",,"W","0","0","0","1",,"6561","8.1","65.61","75898944","1865956","2.0505250641593937","1",,"1","1","12","93.33809511662427","9","36.959437225152655","1012"
"01011000440000","205","2018","12","8712","10","2","0","1","2","7","4","3","3","1","5","0","1","3",,"0","2","0","2",,"2","1","1","1","2","7","0","0","0","3","0","1980","2","2","0","41380","378180","2017-06-16T00:00:00.000","01716708075","445000","-88.1384589802078","42.1530365312792","804201",,"0","201 W STATION ST BARRINGTON","SF","2","93","1",,,,,"0",,"W","0","0","0","1",,"8649","9.3","86.49000000000001","75898944","3920400","2.045767140034241","1",,"1","1","12","93.33809511662427","9.643650760992955","44.49719092257398","1012"
"01011000450000","203","2018","12","7933","10","1","0","4","1","6","3","1","3","1","5","0","0","1","3","0","0","0","2",,"2","0","0","0","0","7","0","0","0","3","0","1216","2","2","0","37680","209570",,,,"-88.1382179712214","42.1530342537994","804201",,"0","145 W STATION ST BARRINGTON","SF","1","91","1",,,,,"0",,,"0","0","0","1",,"8281","9.1","82.80999999999999","62932489","1478656","2.041143898287641","0",,"0","0","12","89.06739021662193","9.539392014169456","34.87119154832539","1012"
"01011000460000","204","2018","12","7933","10","5","0","1","1","8","4","1","3","1","5","1","1","1","1","1","2","2","2",,"2","3","1","2","2","7","0","0","0","3","16","1823","2","2","0","37680","331700",,,,"-88.137996600349","42.1530362689795","804201",,"0","137 W STATION ST BARRINGTON","SF","1","128","1",,,,,"0",,,"0","0","0","1",,"16384","12.8","163.84000000000003","62932489","3323329","2.036973796103573","1",,"0","0","12","89.06739021662193","11.313708498984761","42.69660408041839","1012"
"01011000470000","205","2018","12","7722","10","2","0","1","1","8","4","1","3","2","5","0","0","3",,"0","2","0","2",,"2","0","0","0","0","7","0","0","0","3","0","1704","3","2","0","36670","188330",,,,"-88.1377774210037","42.1530318643631","804201",,"0","135 W STATION ST BARRINGTON","SF","1","118","1",,,,,"0",,,"0","0","0","1",,"13924","11.8","139.24","59629284","2903616","2.0327332801849236","0",,"0","0","12","87.87491109526086","10.862780491200215","41.27953488110059","1012"
"01011000520000","205","2018","12","7590","10","2","0","4","1","10","4","1","1","1","5","1","2","3",,"1","2","2","2",,"2","4","1","2","2","7","0","0","0","1","0","2175","2","2","0","36050","466970",,,,"-88.1407499014622","42.1526900394329","804201",,"0","250 W LAKE ST BARRINGTON","SF","3","98","1",,,,,"0",,,"0","0","1","1",,"9604","9.8","96.04000000000002","57608100","4730625","2.083211167086335","1",,"0","0","12","87.12060605849801","9.899494936611665","46.636895265444075","1012"
"01011000530000","204","2018","12","7656","10","5","0","1","1","8","4","1","3","1","5","1","1","2","1","1","2","2","2",,"2","3","1","2","2","7","0","0","0","1","0","2546","2","2","0","36360","443770",,,,"-88.1405372894926","42.1526879809328","804201",,"0","246 W LAKE ST BARRINGTON","SF","2","96","1",,,,,"0",,,"0","0","1","1",,"9216","9.6","92.16","58614336","6482116","2.0791149135253","1",,"0","0","12","87.49857141690943","9.797958971132712","50.457903246171455","1012"
"01011000550000","206","2018","12","8646","10","2","0","1","1","9","5","1","3","1","5","1","1","1","1","2","2","2","2",,"2","5","1","2","2","7","0","0","0","1","0","2286","2","2","0","41060","450340",,,,"-88.1400715518254","42.152686889992","804201",,"0","236 W LAKE ST BARRINGTON","SF","2","103","1",,,,,"0",,,"0","0","1","1",,"10609","10.3","106.09000000000002","74753316","5225796","2.070209125716084","1",,"0","0","12","92.98386956886662","10.14889156509222","47.81213235152768","1012"
"01011000560000","204","2018","12","6600","10","5","0","3","1","12","4","1","1","1","5","1","2","1","1","1","2","2","2",,"2","3","1","2","2","7","0","0","0","3","0","2232","2","2","0","31350","468500",,,,"-88.1398590926126","42.1526846691863","804201",,"0","230 W LAKE ST BARRINGTON","SF","3","90","1",,,,,"0",,,"0","0","1","1",,"8100","9","81","43560000","4981824","2.0661183818309565","1",,"0","0","12","81.24038404635961","9.486832980505138","47.24404724407086","1012"
"01011000570000","206","2018","12","12293","10","2","0","1","1","10","5","1","3","2","5","0","1","2","3","0","2","0","2",,"2","3","1","2","2","7","0","0","0","3","0","3917","2","2","0","58390","670980",,,,"-88.1392553700207","42.1527086130186","804201",,"0","216 W LAKE ST BARRINGTON","SF","3","108","1",,,,,"0",,,"0","0","0","1",,"11664","10.8","116.64000000000001","151117849","15342889","2.0550465003913474","1",,"0","0","12","110.87380213558116","10.392304845413264","62.5859409132754","1012"
"01011000580000","206","2018","12","12337","10","2","0","1","1","9","5","1","3","2","5","0","1","2","3","3","2","2","2",,"2","1","1","2","2","7","0","0","0","1","0","3350","2","2","0","58600","467640",,,,"-88.1389600426475","42.152704301495","804201",,"0","208 W LAKE ST BARRINGTON","SF","2","137","1",,,,,"0",,,"0","0","0","1",,"18769","13.7","187.68999999999997","152201569","11222500","2.049349137178951","1",,"0","0","12","111.07204868912791","11.704699910719626","57.879184513951124","1012"
"01011000590000","201","2018","12","8712","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,"41380","1250",,,,"-88.1386893162465","42.1526785954834","804201",,"0","208 W LAKE ST BARRINGTON","NCHARS","1","10","1",,,"200",,"0",,,"0","0","0","1","1","100","1","1","75898944",,"2.0437417103172546",,,"0","0","12","93.33809511662427","3.1622776601683795",,"1012"
"01011000600000","203","2018","12","8712","10","1","0","2","1","7","4","1","3","2","5","0","1","1","1","1","0","0","2",,"2","2","2","2","2","7","0","0","0","3","0","1697","2","2","0","41380","467710",,,,"-88.138441989745","42.1526771411587","804201",,"0","200 W LAKE ST BARRINGTON","SF","2","90","1",,,,,"0",,,"0","0","0","1",,"8100","9","81","75898944","2879809","2.0390162466727664","1",,"0","0","12","93.33809511662427","9.486832980505138","41.19465984809196","1012"
"01011000630000","206","2018","12","15906","10","2","0","1","1","8","4","1","3","1","5","1","1","1","3","0","2","0","2",,"2","3","1","2","2","7","0","0","0","1","0","2877","2","2","0","75550","518400",,,,"-88.1376673713799","42.1526713385968","804201",,"0","130 W LAKE ST BARRINGTON","SF","2","126","1",,,,,"0",,,"0","0","0","1",,"15876","12.6","158.76","253000836","8277129","2.024216574827828","1",,"0","0","12","126.11899143269423","11.224972160321824","53.637673327615545","1012"
"01011000700000","203","2018","12","6322","10","5","0","1","1","7","3","3","1","1","5","1","1","2","1","1","2","2","2",,"2","1","1","1","2","7","0","0","0","3","0","1577","2","2","0","30020","279100",,,,"-88.138985804556","42.1535859243697","804201",,"0","208 W STATION ST BARRINGTON","SF","1","76","1",,,,,"0",,,"0","0","1","1",,"5776","7.6","57.76","39967684","2486929","2.0656994973916896","1",,"0","0","12","79.51100552753688","8.717797887081348","39.71145930332956","1012"
"01011000720000","211","2018","12","6322","10","2","2","1","4","6","2","2","3","1","5","1","0","2","1","0","2","2","2",,"2","4","1","2","2","7","0","0","0","3","0","1668","2","2","1","30020","330430","2017-05-04T00:00:00.000","01712406053","430000","-88.138313930819","42.1535777281446","804201",,"0","148 W STATION ST BARRINGTON","MF","2","93","2",,,,"211","0",,"W","0","0","1","1",,"8649","9.3","86.49000000000001","39967684","2782224","2.0527410995701545","1",,"1","1","12","79.51100552753688","9.643650760992955","40.84115571332428","1012"
"01011000750000","205","2018","12","11682","10","2","0","1","1","7","4","1","3","2","5","0","1","1","3","1","0","0","2",,"2","3","1","2","2","7","0","0","0","3","0","1708","2","2","0","55480","344720",,,,"-88.139587026702","42.1530658225306","804201",,"0","221 W STATION ST BARRINGTON","SF","2","118","1",,,,,"0",,,"0","0","0","1",,"13924","11.8","139.24","136469124","2917264","2.0677819070117165","1",,"0","0","12","108.08330120791094","10.862780491200215","41.32795663954365","1012"
"01011000760000","206","2018","12","14454","10","2","0","1","1","10","4","1","3","1","5","1","1","2","3","1","1","2","2",,"2","3","1","2","2","7","0","0","0","1","15","2594","2","2","0","68650","479370",,,,"-88.1395850332524","42.1527066185564","804201",,"0","226 W LAKE ST BARRINGTON","SF","3","124","1",,,,,"0",,,"0","0","0","1",,"15376","12.4","153.76000000000002","208918116","6728836","2.0612891916315492","1",,"0","0","12","120.22478945708326","11.135528725660043","50.93132631298737","1012"
"01011000800000","205","2018","12","5099","10","2","0","1","1","7","3","1","3","1","5","0","0","3",,"0","0","0","2",,"2","0","0","0","0","7","0","0","0","3","0","1369","2","2","0","24220","275100",,,,"-88.1406719636055","42.1538134216691","804201",,"0","109  DUNDEE AVE BARRINGTON","SF","1","123","1",,,,,"0",,,"0","0","1","1",,"15129","12.3","151.29000000000002","25999801","1874161","2.102084290096047","0",,"0","0","12","71.40728254176881","11.090536506409418","37","1012"
"01011000890000","205","2018","12","8548","10","2","0","1","1","7","3","3","3","1","5","1","0","3",,"1","2","2","2",,"2","4","1","2","2","7","0","0","0","3","0","2184","2","2","0","40600","412560",,,,"-88.1382001491995","42.1526748007494","804201",,"0","142 W LAKE ST BARRINGTON","SF","2","137","1",,,,,"0",,,"0","0","0","1",,"18769","13.7","187.68999999999997","73068304","4769856","2.034382484893304","1",,"0","0","12","92.45539465060976","11.704699910719626","46.73328578219169","1012"
"01011000900000","205","2018","12","6600","10","2","0","1","1","7","4","1","3","1","5","0","0","3",,"0","0","0","2",,"2","1","1","2","2","7","0","0","0","3","0","1554","2","2","0","31350","339230",,,,"-88.1379868716893","42.1526767001248","804201",,"0","138 W LAKE ST BARRINGTON","SF","2","91","1",,,,,"0",,,"0","0","0","1",,"8281","9.1","82.80999999999999","43560000","2414916","2.030369405036761","1",,"0","0","12","81.24038404635961","9.539392014169456","39.42080668885405","1012"
"01011000920000","212","2018","12","5243","10","2","3","1","1","7","3","1","3","2","5","1","0","3",,"1","2","2","2",,"2","0","0","0","0","7","0","0","0","3","0","1955","2","2","2","24900","374490","2017-06-06T00:00:00.000","01715716065","426000","-88.1381208897641","42.1535316356267","804201",,"0","142 W STATION ST BARRINGTON","MF","2","98","2",,,,"212","0",,"T","0","0","1","1",,"9604","9.8","96.04000000000002","27489049","3822025","2.048233931645289","0",,"1","1","12","72.40856302952021","9.899494936611665","44.21538193886829","1012"
"01011000970000","205","2018","12","6534","10","2","0","1","1","7","3","1","3","1","5","1","0","1","3","0","1","2","2",,"2","1","1","2","2","7","0","0","0","1","0","2092","2","2","0","31030","387860",,,,"-88.137324747648","42.1526229326515","804201",,"0","126 W LAKE ST BARRINGTON","SF","2","107","1",,,,,"0",,,"0","0","0","1",,"11449","10.7","114.48999999999998","42693156","4376464","2.016868407739105","1",,"0","0","12","80.83316151184488","10.344080432788601","45.73838650411709","1012"
"01011000990000","204","2018","12","7062","10","5","0","4","1","7","3","1","3","1","5","1","1","1","1","1","2","2","2",,"2","3","1","2","2","7","0","0","0","3","72","1860","2","2","0","33540","328480",,,,"-88.1370818759455","42.1526336695522","804201",,"0","118 W LAKE ST BARRINGTON","SF","1","94","1",,,,,"0",,,"0","0","1","1",,"8836","9.4","88.36000000000001","49871844","3459600","2.0124648282981483","1",,"0","0","12","84.03570669661795","9.695359714832659","43.12771730569565","1012"
"01011001010000","206","2018","12","8910","10","2","0","1","1","9","3","3","3","1","5","1","1","2","1","1","2","2","2",,"2","3","1","2","2","7","0","0","0","3","0","3144","2","2","0","42320","583310",,,,"-88.1367952311436","42.1526259630946","804201",,"0","114 W LAKE ST BARRINGTON","SF","2","142","1",,,,,"0",,,"0","0","1","1",,"20164","14.2","201.64","79388100","9884736","2.0069113823332976","1",,"0","0","12","94.39279633531363","11.916375287812984","56.07138307550475","1012"
"01011001020000","211","2018","12","10725","10","2","2","1","1","10","6","1","3","1","5","1","0","3",,"0","2","0","2",,"2","3","1","2","2","7","0","0","0","3","0","2592","3","2","0","50940","535340","2017-11-16T00:00:00.000","01732012015","618000","-88.139618511262","42.153585516882","804201",,"0","218 W STATION ST BARRINGTON","MF","2","113","2",,,,"211","0",,"W","0","0","1","1",,"12769","11.3","127.69000000000001","115025625","6718464","2.0777754334139162","1",,"1","1","12","103.56157588603989","10.63014581273465","50.91168824543142","1012"
"01011001030000","206","2018","12","5816","10","2","0","2","1","11","5","1","1","1","5","1","0","1","1","1","2","2","2",,"2","3","1","2","2","7","0","0","0","3","0","2770","2","2","0","27620","526300","2017-03-09T00:00:00.000","01706849093","621000","-88.1365265219114","42.1526248793282","804201",,"0","106 W LAKE ST BARRINGTON","SF","4","110","1",,,,,"0",,"W","0","0","1","1",,"12100","11","121","33825856","7672900","2.0018197665110913","1",,"1","1","12","76.26270385975047","10.488088481701515","52.630789467763066","1012"
"01011001060000","205","2018","12","7500","10","2","0","1","1","7","3","3","1","1","5","1","0","2","1","1","2","2","2",,"2","5","1","2","2","7","0","0","0","3","0","1921","2","2","0","35620","385100",,,,"-88.1375614747554","42.1530280595504","804201",,"0","131 W STATION ST BARRINGTON","SF","2","91","1",,,,,"0",,,"0","0","0","1",,"8281","9.1","82.80999999999999","56250000","3690241","2.0285678400609415","1",,"0","0","12","86.60254037844386","9.539392014169456","43.829214001622255","1012"
"01011001110000","206","2018","12","11685","10","2","0","1","1","7","4","1","1","1","5","1","1","3",,"0","2","2","2",,"2","6","1","2","2","7","0","0","0","1","0","3385","2","2","0","55500","504370",,,,"-88.1403030181124","42.1527645427788","804201",,"0","240 W LAKE ST BARRINGTON","SF","2","126","1",,,,,"0",,,"0","0","1","1",,"15876","12.6","158.76","136539225","11458225","2.0760206291657437","1",,"0","0","12","108.09717850156868","11.224972160321824","58.180752831155424","1012"
"01011001120000","241","2018","12","3325","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,"15790","0",,,,"-88.1402833666209","42.1531389540667","804201",,"0","239 W STATION ST BARRINGTON","NCHARS","1","10","1",,,"200",,"0",,,"0","0","1","1","1","100","1","1","11055625",,"2.082396571845376",,,"0","0","12","57.66281297335398","3.1622776601683795",,"1012"
"01011010020000","212","2018","12","4554","10","2","2","2","2","7","2","1","3","1","5","1","0","3",,"2","2","2","2",,"2","0","0","0","0","7","0","0","0","3","0","3900","2","2","1","21630","564340",,,,"-88.1355978415115","42.15395301666","804202",,"0","117 E MAIN ST BARRINGTON","MF","2","70","2",,,,"212","0",,,"0","0","1","1",,"4900","7","49","20738916","15210000","2.0079471539426352","0",,"0","0","12","67.48333127521195","8.366600265340756","62.44997998398398","1012"
"01011010040000","212","2018","12","3300","10","2","3","2","1","20","6","1","3","1","5","1","0","3",,"1","2","2","2",,"2","0","0","0","0","7","0","0","0","3","0","3720","2","2","1","5590","206460",,,,"-88.1354781423512","42.153950563326","804202",,"0","125 E MAIN ST BARRINGTON","MF","3","84","2",,,,"212","0",,,"0","0","1","1",,"7056","8.4","70.56","10890000","13838400","2.0056414172727246","0",,"0","0","12","57.445626465380286","9.16515138991168","60.991802727907626","1012"
"01011010301025","299","2018","12","23248","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,"230","26070",,,,"-88.1353430683579","42.1535667541985","804202",,"0","100 E STATION ST BARRINGTON","NCHARS","1","10","1","48","0.0077277551049479","299",,"0",,,"0","0","1","85",,"100","1","1","540469504",,"1.9962304592110303",,"0.280806","0","0","12","152.47294842036735","3.1622776601683795",,"1012"
"01011010301035","299","2018","12","23248","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,"230","26070",,,,"-88.1353430683579","42.1535667541985","804202",,"0","100 E STATION ST BARRINGTON","NCHARS","1","10","1","48","0.0077277551049479","299",,"0",,,"0","0","1","85",,"100","1","1","540469504",,"1.9962304592110303",,"0.280806","0","0","12","152.47294842036735","3.1622776601683795",,"1012"
"01011010301084","299","2018","12","23248","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,"2370","258060",,,,"-88.1353430683579","42.1535667541985","804202",,"0","100 E STATION ST BARRINGTON","NCHARS","1","10","1","48","0.07649409200658105","299",,"0",,,"0","0","1","85",,"100","1","1","540469504",,"1.9962304592110303",,"0.280806","0","0","12","152.47294842036735","3.1622776601683795",,"1012"
"01011010301042","299","2018","12","23248","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,"230","26070",,,,"-88.1353430683579","42.1535667541985","804202",,"0","100 E STATION ST BARRINGTON","NCHARS","1","10","1","48","0.0077277551049479","299",,"0",,,"0","0","1","85",,"100","1","1","540469504",,"1.9962304592110303",,"0.280806","0","0","12","152.47294842036735","3.1622776601683795",,"1012"
"01011010301054","299","2018","12","23248","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,"230","26070",,,,"-88.1353430683579","42.1535667541985","804202",,"0","100 E STATION ST BARRINGTON","NCHARS","1","10","1","48","0.0077277551049479","299",,"0",,,"0","0","1","85",,"100","1","1","540469504",,"1.9962304592110303",,"0.280806","0","0","12","152.47294842036735","3.1622776601683795",,"1012"
"01011010301031","299","2018","12","23248","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,"230","26070",,,,"-88.1353430683579","42.1535667541985","804202",,"0","100 E STATION ST BARRINGTON","NCHARS","1","10","1","48","0.0077277551049479","299",,"0",,,"0","0","1","85",,"100","1","1","540469504",,"1.9962304592110303",,"0.280806","0","0","12","152.47294842036735","3.1622776601683795",,"1012"
"01011010301078","299","2018","12","23248","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,"2250","245030",,,,"-88.1353430683579","42.1535667541985","804202",,"0","100 E STATION ST BARRINGTON","NCHARS","1","10","1","48","0.07263021445410711","299",,"0",,,"0","0","1","85",,"100","1","1","540469504",,"1.9962304592110303",,"0.280806","0","0","12","152.47294842036735","3.1622776601683795",,"1012"
"01011010301052","299","2018","12","23248","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,"230","26070",,,,"-88.1353430683579","42.1535667541985","804202",,"0","100 E STATION ST BARRINGTON","NCHARS","1","10","1","48","0.0077277551049479","299",,"0",,,"0","0","1","85",,"100","1","1","540469504",,"1.9962304592110303",,"0.280806","0","0","12","152.47294842036735","3.1622776601683795",,"1012"
"01011010301053","299","2018","12","23248","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,"230","26070",,,,"-88.1353430683579","42.1535667541985","804202",,"0","100 E STATION ST BARRINGTON","NCHARS","1","10","1","48","0.0077277551049479","299",,"0",,,"0","0","1","85",,"100","1","1","540469504",,"1.9962304592110303",,"0.280806","0","0","12","152.47294842036735","3.1622776601683795",,"1012"
"01011010301075","299","2018","12","23248","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,"2720","296640",,,,"-88.1353430683579","42.1535667541985","804202",,"0","100 E STATION ST BARRINGTON","NCHARS","1","10","1","48","0.08792903285542332","299",,"0",,,"0","0","1","85",,"100","1","1","540469504",,"1.9962304592110303",,"0.280806","0","0","12","152.47294842036735","3.1622776601683795",,"1012"
