"year","place","newsex","newrace","agegroup","death_n","death_cr","death_aar","cancer_n","cancer_cr","cancer_aar","coloca_n","coloca_cr","coloca_aar","lungca_n","lungca_cr","lungca_aar","breastca_n","breastca_cr","breastca_aar","prostateca_n","prostateca_cr","prostateca_aar","cervicalca_n","cervicalca_cr","cervicalca_aar","cardiovas_n","cardiovas_cr","cardiovas_aar","cerebrovas_n","cerebrovas_cr","cerebrovas_aar","heartdis_n","heartdis_cr","heartdis_aar","hypertension_n","hypertension_cr","hypertension_aar","diabetes_n","diabetes_cr","diabetes_aar","chrlowresp_n","chrlowresp_cr","chrlowresp_aar","alzheimers_n","alzheimers_cr","alzheimers_aar","asthma_n","asthma_cr","asthma_aar","chrliver_n","chrliver_cr","chrliver_aar","nephritis_n","nephritis_cr","nephritis_aar","parkinsons_n","parkinsons_cr","parkinsons_aar","drugs_n","drugs_cr","drugs_aar","opioid_n","opioid_cr","opioid_aar","homicide_n","homicide_cr","homicide_aar","firearms_n","firearms_cr","firearms_aar","motveh_n","motveh_cr","motveh_aar","suicide_n","suicide_cr","suicide_aar","conganom_n","conganom_cr","conganom_aar","perinatal_n","perinatal_cr","perinatal_aar","hiv_n","hiv_cr","hiv_aar","pneum_n","pneum_cr","pneum_aar","sep_n","sep_cr","sep_aar"
"2000","Suburban Cook County","All","All","85 and over","7156","17305.5",,"937","2266",,"123","297.5",,"147","355.5",,,,,,,,,,,"3594","8691.4",,"680","1644.5",,"2741","6628.6",,"50","120.9",,"429","1037.5",,"234","565.9",,"258","623.9",,"6",,,"34","82.2",,"170","411.1",,"76","183.8",,"30","72.5",,"0","0",,"6",,,"13",,,"27","65.3",,"31","75",,"5",,,"0","0",,"13",,,"320","773.9",,"146","353.1",
"2000","Suburban Cook County","All","All","All","22142","892.6","840.8","5388","217.2","205.6","621","25","23.6","1369","55.2","52.4",,,,,,,,,,"8769","353.5","331.2","1491","60.1","56","6815","274.7","257.4","129","5.2","4.8","1867","75.3","70.8","905","36.5","34.2","438","17.7","16.4","43","1.7","1.6","237","9.6","9.1","459","18.5","17.3","193","7.8","7.3","163","6.6","6.3","0","0","0","136","5.5","5.4","157","6.3","6.3","238","9.6","9.3","177","7.1","7","86","3.5","3.3","169","6.8","6.9","74","3","2.8","603","24.3","22.7","435","17.5","16.4"
"2000","Suburban Cook County","All","NH White","Under 1","113","632.9",,"0","0",,"0","0",,"0","0",,,,,,,,,,,,,,,,,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"25","140",,"71","397.7",,"0","0",,"0","0",,"0","0",
"2000","Suburban Cook County","All","NH White","1 to 4","16",,,,,,"0","0",,"0","0",,,,,,,,,,,,,,"0","0",,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",
"2000","Suburban Cook County","All","NH White","5 to 14","8",,,,,,"0","0",,"0","0",,,,,,,,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,,,,"0","0",,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",
"2000","Suburban Cook County","All","NH White","15 to 24","16",,,,,,"0","0",,"0","0",,,,,,,,,,,,,,,,,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,,,,"0","0",,,,,"0","0",,"0","0",,"0","0",,"0","0",
"2000","Suburban Cook County","All","NH White","25 to 34","47","24.2",,"5",,,"0","0",,"0","0",,,,,,,,,,,,,,"0","0",,,,,"0","0",,"0","0",,,,,"0","0",,,,,"0","0",,"0","0",,"0","0",,"7",,,"0","0",,,,,,,,"11",,,"5",,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",
"2000","Suburban Cook County","All","NH White","35 to 44","86","31.8",,"7",,,"0","0",,"0","0",,,,,,,,,,,"5",,,"0","0",,"5",,,"0","0",,"0","0",,,,,"0","0",,,,,,,,"0","0",,"0","0",,"22","8.1",,"0","0",,"6",,,"6",,,"17",,,"10",,,,,,"0","0",,"0","0",,"0","0",,,,
"2000","Suburban Cook County","All","NH White","45 to 54","611","243.9",,"201","80.2",,"22","8.8",,"53","21.2",,,,,,,,,,,"194","77.5",,"19",,,"168","67.1",,,,,"49","19.6",,"13",,,,,,,,,"24","9.6",,,,,"0","0",,"14",,,"0","0",,"7",,,"11",,,"23","9.2",,"17",,,,,,"0","0",,,,,,,,"8",,
"2000","Suburban Cook County","All","NH White","55 to 64","1582","918.1",,"686","398.1",,"74","42.9",,"193","112",,,,,,,,,,,"438","254.2",,"42","24.4",,"375","217.6",,,,,"135","78.3",,"40","23.2",,"5",,,,,,"31","18",,"15",,,"0","0",,"17",,,"0","0",,"6",,,"13",,,"23","13.3",,"33","19.2",,"5",,,"0","0",,"5",,,"12",,,"29","16.8",
"2000","Suburban Cook County","All","NH White","65 to 74","3486","2436.2",,"1284","897.3",,"138","96.4",,"403","281.6",,,,,,,,,,,"1141","797.4",,"153","106.9",,"931","650.6",,"15",,,"350","244.6",,"193","134.9",,"21","14.7",,"7",,,"59","41.2",,"64","44.7",,"20","14",,"18",,,"0","0",,,,,"15",,,"27","18.9",,"22","15.4",,"5",,,"0","0",,"10",,,"51","35.6",,"55","38.4",
"2000","Suburban Cook County","All","Hispanic","55 to 64","74","613.7",,"18",,,,,,,,,,,,,,,,,,"21","174.2",,,,,"17",,,"0","0",,"20","165.9",,"0","0",,"0","0",,"0","0",,"0","0",,,,,"0","0",,"0","0",,"0","0",,,,,"0","0",,,,,,,,"0","0",,"0","0",,,,,,,,"0","0",
"2000","Suburban Cook County","All","NH White","75 to 84","6325","5743.5",,"1580","1434.7",,"193","175.3",,"399","362.3",,,,,,,,,,,"2565","2329.2",,"446","405",,"1967","1786.2",,"42","38.1",,"614","557.6",,"362","328.7",,"139","126.2",,"7",,,"59","53.6",,"120","109",,"93","84.5",,"24","21.8",,"0","0",,,,,"12",,,"33","30",,"34","30.9",,"8",,,"0","0",,,,,"171","155.3",,"120","109",
"2000","Suburban Cook County","All","NH White","85 and over","6519","17072.1",,"841","2202.4",,"117","306.4",,"126","330",,,,,,,,,,,"3307","8660.5",,"629","1647.2",,"2521","6602.1",,"46","120.5",,"370","969",,"221","578.8",,"236","618",,"5",,,"25","65.5",,"154","403.3",,"73","191.2",,"22","57.6",,"0","0",,,,,"11",,,"23","60.2",,"28","73.3",,"5",,,"0","0",,"6",,,"304","796.1",,"126","330",
"2000","Suburban Cook County","All","NH White","All","18809","1138.9","816.6","4613","279.3","204.8","544","32.9","24","1174","71.1","52.6",,,,,,,,,,"7658","463.7","325","1291","78.2","54.1","5973","361.7","254.3","109","6.6","4.6","1518","91.9","65.6","831","50.3","35.5","402","24.3","16.7","27","1.6","1.3","199","12","9.1","358","21.7","15.3","186","11.3","7.7","124","7.5","6.2","0","0","0","33","2","1.8","70","4.2","3.4","165","10","8.2","149","9","7.1","56","3.4","3.4","71","4.3","5.5","28","1.7","1.4","541","32.8","22.5","340","20.6","14.5"
"2000","Suburban Cook County","All","NH Black","Under 1","94","1635.4",,"0","0",,"0","0",,"0","0",,,,,,,,,,,,,,,,,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,,,,"0","0",,"0","0",,"0","0",,"11",,,"51","887.3",,"0","0",,,,,,,
"2000","Suburban Cook County","All","NH Black","1 to 4","10",,,"0","0",,"0","0",,"0","0",,,,,,,,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,,,,"0","0",,,,,"0","0",,,,,"0","0",,"0","0",,"0","0",,"0","0",
"2000","Suburban Cook County","All","NH Black","5 to 14","5",,,,,,"0","0",,"0","0",,,,,,,,,,,,,,"0","0",,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",
"2000","Suburban Cook County","All","NH Black","15 to 24","8",,,"0","0",,"0","0",,"0","0",,,,,,,,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,,,,"0","0",,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",
"2000","Suburban Cook County","All","NH Black","25 to 34","29","58.4",,,,,"0","0",,"0","0",,,,,,,,,,,,,,"0","0",,,,,"0","0",,"0","0",,,,,"0","0",,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"14",,,"15",,,,,,,,,"0","0",,"0","0",,"0","0",,"0","0",,,,
"2000","Suburban Cook County","All","NH Black","35 to 44","46","80.7",,,,,"0","0",,"0","0",,,,,,,,,,,,,,"0","0",,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"20","35.1",,"17",,,"11",,,,,,"0","0",,"0","0",,,,,"0","0",,,,
"2000","Suburban Cook County","All","NH Black","45 to 54","185","428.8",,"52","120.5",,"11",,,"14",,,,,,,,,,,,"46","106.6",,,,,"37","85.8",,,,,"20","46.4",,,,,"0","0",,,,,"5",,,"6",,,"0","0",,"0","0",,"0","0",,"9",,,"7",,,"6",,,,,,"0","0",,"0","0",,"6",,,,,,"7",,
"2000","Suburban Cook County","All","NH Black","55 to 64","401","1673.5",,"128","534.2",,"10",,,"35","146.1",,,,,,,,,,,"136","567.6",,"22","91.8",,"105","438.2",,,,,"48","200.3",,"11",,,,,,,,,"7",,,"11",,,"0","0",,,,,"0","0",,"12",,,"7",,,,,,,,,,,,"0","0",,"11",,,"6",,,"10",,
"2000","Suburban Cook County","All","NH Black","65 to 74","491","3759.9",,"158","1209.9",,"15",,,"48","367.6",,,,,,,,,,,"158","1209.9",,"28","214.4",,"122","934.2",,,,,"56","428.8",,"11",,,,,,,,,,,,"20","153.2",,"0","0",,"9",,,"0","0",,"5",,,"5",,,"5",,,"5",,,,,,"0","0",,"7",,,"8",,,"17",,
"2000","Suburban Cook County","All","NH Black","75 to 84","574","9422.2",,"128","2101.1",,"17",,,"27","443.2",,,,,,,,,,,"239","3923.2",,"52","853.6",,"166","2724.9",,"5",,,"71","1165.5",,"21","344.7",,"6",,,,,,"5",,,"24","394",,,,,"8",,,"0","0",,,,,,,,"7",,,,,,,,,"0","0",,"7",,,"8",,,"18",,
"2000","Suburban Cook County","All","NH Black","85 and over","458","23451.1",,"71","3635.4",,"5",,,"17",,,,,,,,,,,,"210","10752.7",,"36","1843.3",,"161","8243.7",,,,,"41","2099.3",,"6",,,"15",,,,,,"7",,,"14",,,,,,"8",,,"0","0",,,,,,,,,,,,,,"0","0",,"0","0",,"7",,,"5",,,"16",,
"2000","Suburban Cook County","All","NH Black","All","2301","676.1","1287.6","541","159","294.3","58","17","31.1","141","41.4","74.8",,,,,,,,,,"799","234.8","489","143","42","90.6","600","176.3","363.7","17",,,"236","69.3","137","56","16.5","31.9","23","6.8","17.2","15",,,"27","7.9","14.9","75","22","44.8",,,,"29","8.5","18.3","0","0","0","70","20.6","24.7","54","15.9","18.4","41","12","18.4","16",,,"17",,,"51","15","12.3","39","11.5","20.5","32","9.4","17.6","72","21.2","41.5"
"2000","Suburban Cook County","All","Hispanic","Under 1","63","843.6",,"0","0",,"0","0",,"0","0",,,,,,,,,,,,,,,,,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"11",,,"38","508.8",,"0","0",,,,,"0","0",
"2000","Suburban Cook County","All","Hispanic","1 to 4","8",,,,,,"0","0",,"0","0",,,,,,,,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",
"2000","Suburban Cook County","All","Hispanic","5 to 14",,,,"0","0",,"0","0",,"0","0",,,,,,,,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",
"2000","Suburban Cook County","All","Hispanic","15 to 24","5",,,,,,"0","0",,"0","0",,,,,,,,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,,,,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",
"2000","Suburban Cook County","All","Hispanic","25 to 34","17",,,,,,"0","0",,"0","0",,,,,,,,,,,,,,"0","0",,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,,,,"0","0",,"6",,,"7",,,"5",,,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",
"2000","Suburban Cook County","All","Hispanic","35 to 44","24","53.4",,"0","0",,"0","0",,"0","0",,,,,,,,,,,,,,"0","0",,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"10",,,"13",,,,,,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",
"2000","Suburban Cook County","All","Hispanic","45 to 54","49","193.9",,"10",,,,,,"0","0",,,,,,,,,,,"12",,,,,,"9",,,"0","0",,,,,"0","0",,"0","0",,"0","0",,,,,"0","0",,"0","0",,,,,"0","0",,,,,,,,"5",,,,,,"0","0",,"0","0",,,,,"0","0",,"0","0",
"2000","Suburban Cook County","All","Hispanic","65 to 74","126","1923.7",,"44","671.8",,,,,"10",,,,,,,,,,,,"39","595.4",,,,,"31","473.3",,,,,"14",,,,,,"0","0",,"0","0",,,,,"5",,,"0","0",,,,,"0","0",,,,,,,,,,,"0","0",,"0","0",,"0","0",,,,,,,,,,
"2000","Suburban Cook County","All","Hispanic","75 to 84","119","4927.5",,"17",,,"0","0",,,,,,,,,,,,,,"40","1656.3",,"8",,,"32","1325.1",,"0","0",,"20","828.2",,"5",,,,,,,,,"0","0",,"6",,,"0","0",,,,,"0","0",,"0","0",,"0","0",,,,,"0","0",,"0","0",,"0","0",,,,,"7",,,"9",,
"2000","Suburban Cook County","All","Hispanic","85 and over","84","13397.1",,"13",,,"0","0",,,,,,,,,,,,,,"31","4944.2",,"8",,,"21","3349.3",,"0","0",,"8",,,,,,,,,"0","0",,,,,,,,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,,,,"0","0",,"0","0",,"0","0",,,,,,,
"2000","Suburban Cook County","All","Hispanic","All","572","179.8","662.7","106","33.3","127.3","6",,,"18",,,,,,,,,,,,"147","46.2","212.9","28","8.8","43.4","113","35.5","160.5",,,,"63","19.8","86","9",,,"8",,,,,,"6",,,"17",,,,,,"10",,,"0","0","0","26","8.2","11.1","27","8.5","9.7","22","6.9","11.8","8",,,"11",,,"38","11.9","7","5",,,"15",,,"15",,
"2000","Suburban Cook County","All","NH Asian","Under 1","7",,,"0","0",,"0","0",,"0","0",,,,,,,,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,,,,,,,"0","0",,"0","0",,,,
"2000","Suburban Cook County","All","NH Asian","1 to 4",,,,,,,"0","0",,"0","0",,,,,,,,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",
"2000","Suburban Cook County","All","NH Asian","5 to 14","0","0",,"0","0",,"0","0",,"0","0",,,,,,,,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",
"2000","Suburban Cook County","All","NH Asian","15 to 24","0","0",,"0","0",,"0","0",,"0","0",,,,,,,,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",
"2000","Suburban Cook County","All","NH Asian","25 to 34",,,,"0","0",,"0","0",,"0","0",,,,,,,,,,,,,,,,,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,,,,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",
"2000","Suburban Cook County","All","NH Asian","35 to 44",,,,"0","0",,"0","0",,"0","0",,,,,,,,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,,,,"0","0",,"0","0",,"0","0",,"0","0",,,,,"0","0",
"2000","Suburban Cook County","All","NH Asian","45 to 54","19",,,"13",,,,,,,,,,,,,,,,,,,,,"0","0",,,,,"0","0",,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",
"2000","Suburban Cook County","All","NH Asian","55 to 64","56","477.4",,"31","264.3",,"7",,,,,,,,,,,,,,,"14",,,,,,"11",,,"0","0",,"8",,,"0","0",,"0","0",,"0","0",,,,,,,,"0","0",,"0","0",,"0","0",,,,,,,,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,,,
"2000","Suburban Cook County","All","NH Asian","65 to 74","45","932.1",,"19",,,"0","0",,"7",,,,,,,,,,,,"19",,,,,,"16",,,"0","0",,"8",,,,,,"0","0",,"0","0",,"0","0",,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",
"2000","Suburban Cook County","All","NH Asian","75 to 84","79","3703.7",,"23","1078.3",,,,,"6",,,,,,,,,,,,"29","1359.6",,"6",,,"23","1078.3",,"0","0",,"10",,,"0","0",,,,,"0","0",,"0","0",,,,,,,,"0","0",,"0","0",,"0","0",,"0","0",,,,,"0","0",,"0","0",,"0","0",,"0","0",,,,,,,
"2000","Suburban Cook County","All","NH Asian","85 and over","36","8977.6",,"8",,,,,,"0","0",,,,,,,,,,,"14",,,,,,"12",,,"0","0",,"6",,,,,,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,,,,"0","0",,"0","0",,"0","0",,,,,"0","0",
"2000","Suburban Cook County","All","NH Asian","All","248","183.7","430.1","95","70.4","137.7","13",,,"20","14.8","27.2",,,,,,,,,,"81","60","154.5","14",,,"65","48.2","126.7","0","0","0","33","24.4","61.8","5",,,,,,"0","0","0",,,,,,,,,,"0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,"0","0","0","5",,,,,
"2000","Suburban Cook County","Males","All","Under 1","147","847.3",,"0","0",,"0","0",,"0","0",,,,,"0","0",,,,,"7",,,,,,"5",,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,,,,"0","0",,"0","0",,"0","0",,,,,"0","0",,"0","0",,"0","0",,"28","161.4",,"81","466.9",,"0","0",,,,,"0","0",
"2000","Suburban Cook County","Males","All","1 to 4","17",,,,,,"0","0",,"0","0",,,,,"0","0",,,,,,,,"0","0",,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,,,,"0","0",,,,,"0","0",,,,,"0","0",,"0","0",,"0","0",,"0","0",
"2000","Suburban Cook County","Males","All","5 to 14","11",,,"5",,,"0","0",,"0","0",,,,,"0","0",,,,,,,,"0","0",,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,,,,"0","0",,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",
"2000","Suburban Cook County","Males","All","15 to 24","17",,,"5",,,"0","0",,"0","0",,,,,"0","0",,,,,,,,"0","0",,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,,,,,,,,,,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",
"2000","Suburban Cook County","Males","All","25 to 34","68","40.1",,,,,"0","0",,"0","0",,,,,"0","0",,,,,,,,"0","0",,,,,"0","0",,"0","0",,,,,"0","0",,,,,"0","0",,"0","0",,"0","0",,"7",,,"0","0",,"19",,,"19",,,"16",,,"5",,,"0","0",,"0","0",,"0","0",,"0","0",,,,
"2000","Suburban Cook County","Males","All","35 to 44","117","60.4",,,,,"0","0",,"0","0",,,,,"0","0",,,,,"5",,,"0","0",,"5",,,"0","0",,"0","0",,,,,"0","0",,,,,"0","0",,"0","0",,"0","0",,"18",,,"0","0",,"30","15.5",,"34","17.6",,"23","11.9",,"14",,,,,,"0","0",,,,,"0","0",,,,
"2000","Suburban Cook County","Males","All","45 to 54","563","341.7",,"142","86.2",,"26","15.8",,"36","21.9",,,,,,,,,,,"194","117.8",,"15",,,"168","102",,"5",,,"47","28.5",,"8",,,,,,"0","0",,"21","12.7",,"8",,,"0","0",,"15",,,"0","0",,"19",,,"22","13.4",,"29","17.6",,"17",,,,,,"0","0",,"8",,,"6",,,"11",,
"2000","Suburban Cook County","Males","All","55 to 64","1277","1224.4",,"467","447.8",,"59","56.6",,"138","132.3",,,,,"15",,,,,,"404","387.4",,"35","33.6",,"352","337.5",,,,,"124","118.9",,"30","28.8",,,,,,,,"25","24",,"19",,,"0","0",,"15",,,"0","0",,"16",,,"19",,,"24","23",,"31","29.7",,,,,"0","0",,"14",,,"11",,,"19",,
