"registration_account","company","tax_type","address_line_1","address_line_2","city","state","zip_code","location"
"21001697","CACTUS INC","PARKING TAX","5130 W LAWNDALE AVE",,"SUMMIT","IL","60501",
"10850634","CAFE LA CAVE INC.","PARKING TAX","2777 MANNHEIM RD",,"DES PLAINES","IL","60018 - 3602","POINT (-87.884483 42.002805)"
"11109665","CAL COURT PARKING LLC","PARKING TAX","PO BOX 17712",,"CHICAGO","IL","60617 - 0712",
"10795731","CARL SANDBURG VILLAGE","PARKING TAX","1355 N SANDBURG TER",,"CHICAGO","IL","60610 - 2074","POINT (-87.632075 41.907234)"
"21003615","CATALYST TALBOTT OPERATING LLC","PARKING TAX","20 E DELAWARE PL",,"CHICAGO","IL","60611 - 1431","POINT (-87.627336 41.899148)"
"21001242","CBS TRUCK INN","PARKING TAX","333 S. MANNHEIM CENTER STREET",,"HILLSIDE","IL","60162",
"11114860","CCG CHICAGO LLC","PARKING TAX","2500 W, BRADLEY PLACEO",,"CHICAGO","IL","60629",
"21002367","CC TRAFFIC AND PROPERTY MANAGEMENT LLC","PARKING TAX","5250 OLD ORCHARD RD STE 300",,"SKOKIE","IL","60077 - 4462","POINT (-87.758415 42.062557)"
"11105371","CENTRO HISPANO","PARKING TAX","5401 S LONG AVE",,"CHICAGO","IL","60638 - 2919","POINT (-87.757404 41.794423)"
"21004060","CG PARKING, LLC","PARKING TAX","412 S DEARBORN ST",,"CHICAGO","IL","60605 - 1107","POINT (-87.629267 41.87651)"
"21001536","CHAMPAGNE CARRIERS","PARKING TAX","11 S. 435 MADISON ST",,"BURR RIDGE","IL","60527","POINT (-87.936902 41.803296)"
"10819033","CHICAGO CUBS BASEBALL CLUB LLC","PARKING TAX","1060 W ADDISON ST",,"CHICAGO","IL","60613 - 4566","POINT (-87.65438 41.947259)"
"10795737","CHICAGO HORTICULTURAL SOCIETY","PARKING TAX","1000 LAKE COOK RD",,"GLENCOE","IL","60022 - 1168","POINT (-87.786292 42.152368)"
"21002015","CHICAGOLAND TRUCKIN INC.","PARKING TAX","5494 W ROOSEVELT RD",,"CHICAGO","IL","60644 - 1467","POINT (-87.761362 41.865673)"
"10795736","CHICAGO PARK DISTRICT","PARKING TAX","541 N FAIRBANKS CT",,"CHICAGO","IL","60611 - 3319","POINT (-87.620172 41.892399)"
"21002430","CHICAGO VALET PARKING, INC.","PARKING TAX","2843 W NELSON ST",,"CHICAGO","IL","60618 - 7011","POINT (-87.699445 41.936651)"
"10794839","CHICAGO WHITE SOX LTD.","PARKING TAX","333 W 35TH ST",,"CHICAGO","IL","60616 - 3621","POINT (-87.634681 41.830922)"
"21001933","CIOLKOSZ PROPERTIES LLC","PARKING TAX","3535 W 47TH ST",,"CHICAGO","IL","60632 - 2929","POINT (-87.712632 41.808043)"
"10838139","CISSILY, INC.","PARKING TAX","3600 N ASHLAND AVE",,"CHICAGO","IL","60613 - 3618","POINT (-87.668907 41.94731)"
"10810373","CITIPARK, INC.","PARKING TAX","11038 2ND ST",,"MOKENA","IL","60448 - 1510","POINT (-87.886245 41.533198)"
"10810373","CITIPARK, INC.","PARKING TAX","11038 2ND ST",,"MOKENA","IL","60448 - 1510","POINT (-87.886245 41.533198)"
"10795773","CITY OF CHICAGO","PARKING TAX","121 N LASALLE STREET, ROOM 700",,"CHICAGO","IL","60602",
"10795766","CITY OF CHICAGO","PARKING TAX","121 N LASALLE STREET,  ROOM 700",,"CHICAGO","IL","60602",
"21001997","CITY OF CHICAGO DEPT OF AVIATION","PARKING TAX","10000 W OHARE AVE",,"CHICAGO","IL","60666 - 6000","POINT (-87.895169 41.980739)"
"11102980","CITY OF CHICAGO DEPT OF FINANCE","PARKING TAX","121 N LA SALLE ST RM 700",,"CHICAGO","IL","60602 - 1246","POINT (-87.632367 41.883617)"
"10795738","CITY OF EVANSTON","PARKING TAX","2100 RIDGE AVE",,"EVANSTON","IL","60201 - 2716","POINT (-87.686932 42.055737)"
"10838399","CLUB CONTINENTAL, INC.","PARKING TAX","5515 N LINCOLN AVE",,"CHICAGO","IL","60625 - 2212","POINT (-87.693084 41.98194)"
"10850606","COBBLER SQUARE INVESTORS LTD.","PARKING TAX","1352-64 N. NORTH PARK AVE, FL 1",,"CHICAGO","IL","60610","POINT (-87.636533 41.907207)"
"21002487","COMMONWEALTH EDISON COMPANY","PARKING TAX","400 S LA SALLE ST",,"CHICAGO","IL","60605","POINT (-87.631751 41.876461)"
"10793339","COMMUNITY HONDA, INC.","PARKING TAX","8340 W 159TH ST",,"ORLAND PARK","IL","60462 - 4941","POINT (-87.823171 41.601902)"
"21002552","CONNECT GROUP LLC","PARKING TAX","2200 W 159TH ST",,"MARKHAM","IL","60428 - 4805","POINT (-87.669101 41.600807)"
"21002481","CONSOLIDATED TRUCK PARKING, LLC","PARKING TAX","12300 NEW AVE",,"LEMONT","IL","60439 - 2609","POINT (-88.029852 41.664921)"
"21000408","CONSUMERS PACKING COMPANY","PARKING TAX","1301 CARSON DR",,"MELROSE PARK","IL","60160 - 2970","POINT (-87.868849 41.898208)"
"10805868","CONTINENTAL 191 FUND LLC","PARKING TAX","9700 BALMORAL AVE",,"ROSEMONT","IL","60018 - 5214","POINT (-87.867103 41.976789)"
"21002112","CONTINENTAL TOWERS INVESTORS, LLC.","PARKING TAX","1701 GOLF RD STE 3-107",,"ROLLING MEADOWS","IL","60008 - 4260","POINT (-87.999508 42.051235)"
"21001563","CONTRAST PARKING LLC","PARKING TAX","2235 SHERMAN AVE",,"EVANSTON","IL","60201 - 2448","POINT (-87.681675 42.058707)"
"10850666","COPERNICUS CENTER","PARKING TAX","5216 W LAWRENCE AVE",,"CHICAGO","IL","60630 - 3616","POINT (-87.75844 41.967909)"
"21002023","COWBOY 2175 LLC","PARKING TAX","2175 E LINCOLN HWY",,"LYNWOOD","IL","60411 - 7709","POINT (-87.56387 41.506453)"
"11107266","CP CHICAGO OHARE LLC","PARKING TAX","8535 W HIGGINS RD",,"CHICAGO","IL","60631 - 2806","POINT (-87.840495 41.986609)"
"10839096","CP IPERS ROSEMONT HOTEL LLC","PARKING TAX","6100 N RIVER RD",,"ROSEMONT","IL","60018 - 5128","POINT (-87.860133 41.989598)"
"10802904","CPO HOSPITALITY LLC","PARKING TAX","5440 N RIVER RD",,"ROSEMONT","IL","60018 - 5232","POINT (-87.862765 41.977312)"
"10795783","CPS PARKING","PARKING TAX","200 E RANDOLPH ST STE 7700",,"CHICAGO","IL","60601 - 7702","POINT (-87.621611 41.884472)"
"21003774","CROSS POINTE PARK LLC","PARKING TAX","2801 167TH ST",,"HAZEL CREST","IL","60429 - 1073","POINT (-87.684951 41.586243)"
"10795041","CTYD III CORPORATION","PARKING TAX","2950 S RIVER RD",,"DES PLAINES","IL","60018 - 4203","POINT (-87.863591 42.000203)"
"11111965","CUBE SMART LP","PARKING TAX","5 OLD LANCASTER RD",,"MALVERN","PA","19355 - 2132","POINT (-75.519843 40.042108)"
"21002416","CUIC LLC","PARKING TAX","625 S ASHLAND AVE",,"CHICAGO","IL","60607 - 3101","POINT (-87.666488 41.873816)"
"20000108","DANA HOTEL LLC","PARKING TAX","2 W ERIE ST",,"CHICAGO","IL","60654 - 5397","POINT (-87.628359 41.894089)"
"21002492","DDRTC VILLAGE CROSSING LLC","PARKING TAX","700 3RD AVE",,"NEW YORK","NY","10017","POINT (-73.973599 40.751947)"
"10821476","DIAMOND GROUP 35 LLC","PARKING TAX","510-518 W. 35TH STREET",,"CHICAGO","IL","60616","POINT (-87.639205 41.83087)"
"10850411","DIAMOND PARKING SERVICES INC","PARKING TAX","6024 S MOZART ST",,"CHICAGO","IL","60629 - 2217","POINT (-87.694739 41.783665)"
"10838148","DIGITAL LAKESIDE LLC","PARKING TAX","350 E CERMAK RD",,"CHICAGO","IL","60616 - 5507","POINT (-87.618532 41.853044)"
"10808540","DRAKE TOWER GARAGE","PARKING TAX","174 E WALTON PL",,"CHICAGO","IL","60611 - 1504","POINT (-87.622643 41.900053)"
"11116797","DUGOUT PROPERTIES LLC","PARKING TAX","600 W 35TH ST",,"CHICAGO","IL","60616 - 3411","POINT (-87.641296 41.830849)"
"11116797","DUGOUT PROPERTIES LLC","PARKING TAX","600 W 35TH ST",,"CHICAGO","IL","60616 - 3411","POINT (-87.641296 41.830849)"
"10795822","DUS MANAGEMENT, INC.","PARKING TAX","35 E WACKER DR",,"CHICAGO","IL","60601 - 2314","POINT (-87.627664 41.886834)"
"10795755","EASY PARKING CORP.","PARKING TAX","65 E HARRISON ST",,"CHICAGO","IL","60605 - 1614","POINT (-87.625526 41.874416)"
"21001936","ECI CHICAGO CENTER LLC","PARKING TAX","200 E ILLINOIS ST",,"CHICAGO","IL","60611 - 6300","POINT (-87.622615 41.890948)"
"21003647","EDENS CORPORATE PLAZA, LLC","PARKING TAX","630 DUNDEE RD",,"NORTHBROOK","IL","60062 - 2762","POINT (-87.795969 42.137982)"
"21002001","ED'S MOBILE MAINTENANCE SERVICE","PARKING TAX","6733 KITTY AVE",,"CHICAGO RIDGE","IL","60415 - 1240","POINT (-87.786073 41.708602)"
"21000220","EDWARD HOTEL CHICAGO LLC","PARKING TAX","6600 MANNHEIM RD",,"ROSEMONT","IL","60018 - 3625","POINT (-87.884603 41.999623)"
"10839080","EGJR LLC","PARKING TAX","426 W PERSHING RD",,"CHICAGO","IL","60609 - 2726","POINT (-87.63748 41.823607)"
