"address","city","state","zip","date_incident","jurisdiction","incident_tract","zone","ucr_incident_code","incident_description","incident_type","case_number","case_status","case_status_description","latitude","longitude","location","citydst"
"2200 Hickory Valley Rd","Chattanooga","TN","37421","2022-08-15T18:50:00.000","TN0330100","C6","Charlie N","23C","Shoplifting","Part 1 Crimes","22-088515","3","Pending/Possible Leads","35.046068999999996","-85.16672700000001","POINT (-85.166727 35.046069)","6"
"500 Signal Mountain Rd","Chattanooga","TN","37405","2022-08-15T18:15:00.000","TN0330100","A5","Adam N","23C","Shoplifting","Part 1 Crimes","22-088494","2","Cleared by Arrest","35.093906000000004","-85.331847","POINT (-85.331847 35.093906)","1"
"6800 Conner Ln","Chattanooga","TN","37421","2022-08-15T18:05:00.000","TN0330100","C6","Charlie N","23H","All Other Larceny","Part 1 Crimes","22-088488","3","Pending/Possible Leads","35.041991","-85.163006","POINT (-85.163006 35.041991)","6"
"1700 E 23rd St","Chattanooga","TN","37404","2022-08-15T18:00:00.000","TN0330100","B6","Baker S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-088705","3","Pending/Possible Leads","35.02031","-85.286736","POINT (-85.286736 35.02031)","8"
"1700 Walker Ave","Chattanooga","TN","37404","2022-08-15T17:00:00.000","TN0330100","B4","Baker N","23H","All Other Larceny","Part 1 Crimes","22-089227","3","Pending/Possible Leads","35.045304","-85.27317599999999","POINT (-85.273176 35.045304)","8"
"500 Talley Rd","Chattanooga","TN","37411","2022-08-15T16:31:00.000","TN0330100","C2","Charlie S","23H","All Other Larceny","Part 1 Crimes","22-088428","3","Pending/Possible Leads","35.027196999999994","-85.23429399999999","POINT (-85.234294 35.027197)","5"
"300 Cherokee Blvd","Chattanooga","TN","37405","2022-08-15T16:15:00.000","TN0330100","A5","Adam N","240","Motor Vehicle Theft","Part 1 Crimes","22-088433","3","Pending/Possible Leads","35.064199","-85.31226","POINT (-85.31226 35.064199)","1"
"200 W Bell Ave","Chattanooga","TN","37405","2022-08-15T16:00:00.000","TN0330100","A4","Adam N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-088706","4","Inactive/Suspended","35.068922","-85.311171","POINT (-85.311171 35.068922)","1"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-08-15T16:00:00.000","TN0330100","C3","Charlie S","23C","Shoplifting","Part 1 Crimes","22-088439","2","Cleared by Arrest","35.009331","-85.204767","POINT (-85.204767 35.009331)","6"
"4500 Mountain Creek Rd","Chattanooga","TN","37415","2022-08-15T15:00:00.000","TN0330100","A1","Adam N","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-088429","4","Inactive/Suspended","35.140411","-85.299641","POINT (-85.299641 35.140411)","1"
"4700 Jersey Pike","Chattanooga","TN","37421","2022-08-15T14:30:00.000","TN0330100","C5","Charlie N","23H","All Other Larceny","Part 1 Crimes","22-089427","3","Pending/Possible Leads","35.047878000000004","-85.188897","POINT (-85.188897 35.047878)","6"
"3900 6th Ave","Chattanooga","TN","37407","2022-08-15T14:25:00.000","TN0330100","B9","Baker S","240","Motor Vehicle Theft","Part 1 Crimes","22-088376","4","Inactive/Suspended","34.998427","-85.287701","POINT (-85.287701 34.998427)","7"
"3500 Cummings Hwy","Chattanooga","TN","37419","2022-08-15T14:20:00.000","TN0330100","A13","Adam S","23C","Shoplifting","Part 1 Crimes","22-088367","2","Cleared by Arrest","35.015981999999994","-85.376784","POINT (-85.376784 35.015982)","1"
"5200 Highway 153","Chattanooga","TN","37343","2022-08-15T13:50:00.000","TN0330100","A2","Adam N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-088365","4","Inactive/Suspended","35.125573","-85.240456","POINT (-85.240456 35.125573)","3"
"900 Manufacturers Rd","Chattanooga","TN","37405","2022-08-15T13:30:00.000","TN0330100","A5","Adam N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-088379","4","Inactive/Suspended","35.056850000000004","-85.3275","POINT (-85.3275 35.05685)","1"
"900 E 16th St","Chattanooga","TN","37408","2022-08-15T12:51:00.000","TN0330100","B6","Baker S","23H","All Other Larceny","Part 1 Crimes","22-088316","3","Pending/Possible Leads","35.031296","-85.295756","POINT (-85.295756 35.031296)","8"
"2000 E 23rd St","Chattanooga","TN","37404","2022-08-15T12:15:00.000","TN0330100","B6","Baker S","23H","All Other Larceny","Part 1 Crimes","22-088313","3","Pending/Possible Leads","35.017616999999994","-85.281778","POINT (-85.281778 35.017617)","8"
"7300 Standifer Gap Rd","Chattanooga","TN","37421","2022-08-15T11:53:00.000","TN0330100","C9","Charlie N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-088307","4","Inactive/Suspended","35.051147","-85.146986","POINT (-85.146986 35.051147)","6"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-08-15T11:30:00.000","TN0330100","C3","Charlie S","23C","Shoplifting","Part 1 Crimes","22-088312","2","Cleared by Arrest","35.008962000000004","-85.206025","POINT (-85.206025 35.008962)","6"
"5500 Trailhead Dr","Chattanooga","TN","37415","2022-08-15T11:15:00.000","TN0330100","A2","Adam N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-088294","4","Inactive/Suspended","35.107647","-85.22597599999999","POINT (-85.225976 35.107647)","3"
"5200 Central Ave","Chattanooga","TN","37410","2022-08-15T09:00:00.000","TN0330100","A12","Adam S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-091213","4","Inactive/Suspended","34.991168","-85.31976200000001","POINT (-85.319762 34.991168)","7"
"2200 Hamilton Place Blvd","Chattanooga","TN","37421","2022-08-15T08:21:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-088253","3","Pending/Possible Leads","35.040816","-85.152916","POINT (-85.152916 35.040816)","4"
"1800 Dodson Ave","Chattanooga","TN","37406","2022-08-15T08:04:00.000","TN0330100","B2","Baker N","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-088235","4","Inactive/Suspended","35.056337","-85.258421","POINT (-85.258421 35.056337)","9"
"1700 Crawdad Holw","Chattanooga","TN","37421","2022-08-15T08:00:00.000","TN0330100","C8","Charlie N","240","Motor Vehicle Theft","Part 1 Crimes","22-094416","3","Pending/Possible Leads","35.011042","-85.132097","POINT (-85.132097 35.011042)","4"
"900 Douglas St","Chattanooga","TN","37403","2022-08-15T07:41:00.000","TN0330100","A9","Adam S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-088230","4","Inactive/Suspended","35.043707","-85.303722","POINT (-85.303722 35.043707)","8"
"900 Douglas St","Chattanooga","TN","37403","2022-08-15T07:41:00.000","TN0330100","A9","Adam S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-088229","4","Inactive/Suspended","35.044107","-85.301988","POINT (-85.301988 35.044107)","8"
"3000 Alton Park Blvd","Chattanooga","TN","37410","2022-08-15T03:10:00.000","TN0330100","A11","Adam S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-088181","2","Cleared by Arrest","35.017969","-85.31647699999999","POINT (-85.316477 35.017969)","7"
"3000 Alton Park Blvd","Chattanooga","TN","37410","2022-08-15T03:10:00.000","TN0330100","A11","Adam S","23H","All Other Larceny","Part 1 Crimes","22-088181","2","Cleared by Arrest","35.018261","-85.315758","POINT (-85.315758 35.018261)","7"
"7300 Standifer Gap Rd","Chattanooga","TN","37421","2022-08-15T00:01:00.000","TN0330100","C9","Charlie N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-088246","4","Inactive/Suspended","35.049763000000006","-85.148867","POINT (-85.148867 35.049763)","6"
"3100 St Elmo Ave","Chattanooga","TN","37408","2022-08-14T22:00:00.000","TN0330100","A11","Adam S","23H","All Other Larceny","Part 1 Crimes","22-088264","3","Pending/Possible Leads","35.020849999999996","-85.322176","POINT (-85.322176 35.02085)","7"
"900 Gateway Ave","Chattanooga","TN","37402","2022-08-14T21:30:00.000","TN0330100","A6","Adam S","23D","Theft From Buildings","Part 1 Crimes","22-088223","3","Pending/Possible Leads","35.047090000000004","-85.318821","POINT (-85.318821 35.04709)","7"
"1000 Gadd Rd","Chattanooga","TN","37343","2022-08-14T21:27:00.000","TN0330100","A1","Adam N","220","Burglary/Breaking And Entering","Part 1 Crimes","22-088103","3","Pending/Possible Leads","35.142511","-85.253277","POINT (-85.253277 35.142511)","3"
"1000 Gadd Rd","Chattanooga","TN","37343","2022-08-14T21:27:00.000","TN0330100","A1","Adam N","23H","All Other Larceny","Part 1 Crimes","22-088103","3","Pending/Possible Leads","35.142736","-85.25349200000001","POINT (-85.253492 35.142736)","3"
"700 Market St","Chattanooga","TN","37402","2022-08-14T19:45:00.000","TN0330100","A7","Adam S","23C","Shoplifting","Part 1 Crimes","22-088084","3","Pending/Possible Leads","35.048653","-85.30971100000001","POINT (-85.309711 35.048653)","7"
"6300 E Brainerd Rd","Chattanooga","TN","37421","2022-08-14T18:30:00.000","TN0330100","C4","Charlie S","23H","All Other Larceny","Part 1 Crimes","22-088532","3","Pending/Possible Leads","35.016415","-85.196857","POINT (-85.196857 35.016415)","6"
"7500 Shallowford Rd","Chattanooga","TN","37421","2022-08-14T18:00:00.000","TN0330100","C7","Charlie N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-089802","3","Pending/Possible Leads","35.036955","-85.143945","POINT (-85.143945 35.036955)","4"
"3500 Cummings Hwy","Chattanooga","TN","37419","2022-08-14T17:50:00.000","TN0330100","A13","Adam S","23C","Shoplifting","Part 1 Crimes","22-088040","3","Pending/Possible Leads","35.015100000000004","-85.376149","POINT (-85.376149 35.0151)","1"
"5700 Brainerd Rd","Chattanooga","TN","37411","2022-08-14T17:00:00.000","TN0330100","C3","Charlie S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-088216","3","Pending/Possible Leads","35.010837","-85.213193","POINT (-85.213193 35.010837)","6"
"7400 Commons Blvd","Chattanooga","TN","37421","2022-08-14T16:51:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-088013","2","Cleared by Arrest","35.035718","-85.145854","POINT (-85.145854 35.035718)","4"
"2600 E 41st St","Chattanooga","TN","37407","2022-08-14T16:39:00.000","TN0330100","B9","Baker S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-088011","3","Pending/Possible Leads","34.995966","-85.285522","POINT (-85.285522 34.995966)","7"
"3500 Cummings Hwy","Chattanooga","TN","37419","2022-08-14T15:00:00.000","TN0330100","A13","Adam S","23C","Shoplifting","Part 1 Crimes","22-088447","3","Pending/Possible Leads","35.01591","-85.37622400000001","POINT (-85.376224 35.01591)","1"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-08-14T15:00:00.000","TN0330100","C3","Charlie S","23C","Shoplifting","Part 1 Crimes","22-087983","2","Cleared by Arrest","35.008254","-85.20588000000001","POINT (-85.20588 35.008254)","6"
"900 Gateway Ave","Chattanooga","TN","37402","2022-08-14T15:00:00.000","TN0330100","A6","Adam S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-087989","3","Pending/Possible Leads","35.045955","-85.320138","POINT (-85.320138 35.045955)","7"
"5500 Brainerd Rd","Chattanooga","TN","37411","2022-08-14T14:00:00.000","TN0330100","C3","Charlie S","23H","All Other Larceny","Part 1 Crimes","22-087963","3","Pending/Possible Leads","35.009907","-85.22117700000001","POINT (-85.221177 35.009907)","6"
"3800 Wilcox Blvd","Chattanooga","TN","37411","2022-08-14T12:00:00.000","TN0330100","C1","Charlie S","23H","All Other Larceny","Part 1 Crimes","22-089232","3","Pending/Possible Leads","35.044069","-85.224242","POINT (-85.224242 35.044069)","5"
"100 E 3rd St","Chattanooga","TN","37403","2022-08-14T11:58:00.000","TN0330100","A7","Adam S","23H","All Other Larceny","Part 1 Crimes","22-087925","3","Pending/Possible Leads","35.054595","-85.308622","POINT (-85.308622 35.054595)","7"
"4200 10th Ave","Chattanooga","TN","37407","2022-08-14T10:40:00.000","TN0330100","B9","Baker S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-087900","4","Inactive/Suspended","34.992871","-85.286932","POINT (-85.286932 34.992871)","7"
"2800 S Hawthorne St","Chattanooga","TN","37404","2022-08-14T10:02:00.000","TN0330100","B7","Baker S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-087885","4","Inactive/Suspended","35.011823","-85.28864399999999","POINT (-85.288644 35.011823)","7"
"400 Wayne Ave","Chattanooga","TN","37405","2022-08-14T09:00:00.000","TN0330100","A5","Adam N","23D","Theft From Buildings","Part 1 Crimes","22-091978","3","Pending/Possible Leads","35.069183","-85.323091","POINT (-85.323091 35.069183)","1"
"500 Tremont St","Chattanooga","TN","37405","2022-08-14T03:30:00.000","TN0330100","A4","Adam N","220","Burglary/Breaking And Entering","Part 1 Crimes","22-091232","3","Pending/Possible Leads","35.067517","-85.298022","POINT (-85.298022 35.067517)","2"
"1800 Foust St","Chattanooga","TN","37407","2022-08-14T02:00:00.000","TN0330100","B7","Baker S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-089199","4","Inactive/Suspended","35.014505","-85.28660300000001","POINT (-85.286603 35.014505)","8"
"2400 Westside Dr","Chattanooga","TN","37404","2022-08-14T02:00:00.000","TN0330100","B6","Baker S","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-087857","4","Inactive/Suspended","35.011585000000004","-85.272362","POINT (-85.272362 35.011585)","9"
"1400 Market St","Chattanooga","TN","37408","2022-08-14T01:00:00.000","TN0330100","A9","Adam S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-087979","3","Pending/Possible Leads","35.038211","-85.307373","POINT (-85.307373 35.038211)","8"
"3500 Rossville Blvd","Chattanooga","TN","37407","2022-08-13T23:00:00.000","TN0330100","B7","Baker S","240","Motor Vehicle Theft","Part 1 Crimes","22-088734","4","Inactive/Suspended","35.00344","-85.29190200000001","POINT (-85.291902 35.00344)","7"
"2100 Elder St","Chattanooga","TN","37404","2022-08-13T22:00:00.000","TN0330100","B6","Baker S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-087899","4","Inactive/Suspended","35.013408999999996","-85.270616","POINT (-85.270616 35.013409)","9"
"5000 New Country Dr","Chattanooga","TN","37343","2022-08-13T21:30:00.000","TN0330100","A3","Adam N","23H","All Other Larceny","Part 1 Crimes","22-088021","3","Pending/Possible Leads","35.121311999999996","-85.241046","POINT (-85.241046 35.121312)","3"
"3500 Cummings Hwy","Chattanooga","TN","37419","2022-08-13T20:09:00.000","TN0330100","A13","Adam S","23C","Shoplifting","Part 1 Crimes","22-087697","3","Pending/Possible Leads","35.014948","-85.377557","POINT (-85.377557 35.014948)","1"
"200 W 19th St","Chattanooga","TN","37408","2022-08-13T20:00:00.000","TN0330100","A10","Adam S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-087891","4","Inactive/Suspended","35.034760999999996","-85.310948","POINT (-85.310948 35.034761)","7"
"2700 E 47th St","Chattanooga","TN","37407","2022-08-13T18:30:00.000","TN0330100","B9","Baker S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-088261","3","Pending/Possible Leads","34.988581999999994","-85.28850600000001","POINT (-85.288506 34.988582)","7"
"1800 Carter St","Chattanooga","TN","37406","2022-08-13T18:15:00.000","TN0330100","B2","Baker N","23H","All Other Larceny","Part 1 Crimes","22-087716","3","Pending/Possible Leads","35.054947","-85.261362","POINT (-85.261362 35.054947)","8"
"200 Northgate Mall Dr","Chattanooga","TN","37415","2022-08-13T17:06:00.000","TN0330100","A2","Adam N","23C","Shoplifting","Part 1 Crimes","22-087642","3","Pending/Possible Leads","35.130296","-85.239355","POINT (-85.239355 35.130296)","3"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-08-13T17:04:00.000","TN0330100","C3","Charlie S","23C","Shoplifting","Part 1 Crimes","22-087644","3","Pending/Possible Leads","35.00814200000001","-85.204504","POINT (-85.204504 35.008142)","6"
"4800 Sarasota Dr","Chattanooga","TN","37343","2022-08-13T17:00:00.000","TN0330100","A2","Adam N","23D","Theft From Buildings","Part 1 Crimes","22-088420","3","Pending/Possible Leads","35.119027","-85.234947","POINT (-85.234947 35.119027)","3"
"2200 Hamilton Place Blvd","Chattanooga","TN","37421","2022-08-13T16:30:00.000","TN0330100","C7","Charlie N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-087779","4","Inactive/Suspended","35.037129","-85.157192","POINT (-85.157192 35.037129)","4"
"300 Druid Ln","Chattanooga","TN","37405","2022-08-13T16:00:00.000","TN0330100","A4","Adam N","23H","All Other Larceny","Part 1 Crimes","22-088502","3","Pending/Possible Leads","35.064795999999994","-85.304153","POINT (-85.304153 35.064796)","2"
"4200 Bellview Ave","Chattanooga","TN","37416","2022-08-13T15:00:00.000","TN0330100","C5","Charlie N","240","Motor Vehicle Theft","Part 1 Crimes","22-087594","2","Cleared by Arrest","35.079169","-85.19832699999999","POINT (-85.198327 35.079169)","5"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-08-13T15:00:00.000","TN0330100","C3","Charlie S","23C","Shoplifting","Part 1 Crimes","22-087615","3","Pending/Possible Leads","35.008152","-85.204499","POINT (-85.204499 35.008152)","6"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-08-13T12:17:00.000","TN0330100","C3","Charlie S","23C","Shoplifting","Part 1 Crimes","22-087541","3","Pending/Possible Leads","35.009264","-85.205099","POINT (-85.205099 35.009264)","6"
"5500 Highway 153","Chattanooga","TN","37407","2022-08-13T12:00:00.000","TN0330100","B3","Baker N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-089704","4","Inactive/Suspended","35.14152","-85.24746300000001","POINT (-85.247463 35.14152)","3"
"3100 Broad St","Chattanooga","TN","37405","2022-08-13T11:20:00.000","TN0330100","A11","Adam S","23C","Shoplifting","Part 1 Crimes","22-087526","3","Pending/Possible Leads","35.063303999999995","-85.309492","POINT (-85.309492 35.063304)","1"
"100 Hamm Rd","Chattanooga","TN","37405","2022-08-13T11:00:00.000","TN0330100","A5","Adam N","23H","All Other Larceny","Part 1 Crimes","22-088319","3","Pending/Possible Leads","35.05328","-85.329638","POINT (-85.329638 35.05328)","1"
"6500 Lee Hwy","Chattanooga","TN","37421","2022-08-13T10:32:00.000","TN0330100","C6","Charlie N","23H","All Other Larceny","Part 1 Crimes","22-087507","3","Pending/Possible Leads","35.034621","-85.178983","POINT (-85.178983 35.034621)","6"
"4800 Hixson Pike","Chattanooga","TN","37343","2022-08-13T10:29:00.000","TN0330100","A3","Adam N","23H","All Other Larceny","Part 1 Crimes","22-087505","3","Pending/Possible Leads","35.125814999999996","-85.246524","POINT (-85.246524 35.125815)","3"
"400 N Market St","Chattanooga","TN","37405","2022-08-13T09:45:00.000","TN0330100","A4","Adam N","23C","Shoplifting","Part 1 Crimes","22-087745","2","Cleared by Arrest","35.066069999999996","-85.308264","POINT (-85.308264 35.06607)","2"
"4100 Alabama Ave","Chattanooga","TN","37409","2022-08-13T09:00:00.000","TN0330100","A12","Adam S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-087557","3","Pending/Possible Leads","35.005956","-85.32951299999999","POINT (-85.329513 35.005956)","7"
"2100 Bailey Ave","Chattanooga","TN","37404","2022-08-13T08:00:00.000","TN0330100","B5","Baker S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-088514","3","Pending/Possible Leads","35.032831","-85.272789","POINT (-85.272789 35.032831)","9"
"100 Dal Brown Rd","Chattanooga","TN","37405","2022-08-13T06:20:00.000","TN0330100","A5","Adam N","220","Burglary/Breaking And Entering","Part 1 Crimes","22-087713","3","Pending/Possible Leads","35.099409","-85.331197","POINT (-85.331197 35.099409)","1"
"300 Stringer St","Chattanooga","TN","37405","2022-08-13T03:00:00.000","TN0330100","A5","Adam N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-087542","4","Inactive/Suspended","35.067839","-85.31699","POINT (-85.31699 35.067839)","1"
"1100 Mississippi Ave","Chattanooga","TN","37405","2022-08-13T01:30:00.000","TN0330100","A4","Adam N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-088719","4","Inactive/Suspended","35.068103","-85.293925","POINT (-85.293925 35.068103)","2"
"2300 Forest Villas Cir","Chattanooga","TN","37421","2022-08-13T01:25:00.000","TN0330100","C6","Charlie N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-087403","4","Inactive/Suspended","35.051207000000005","-85.174541","POINT (-85.174541 35.051207)","6"
"300 W 38th St","Chattanooga","TN","37410","2022-08-13T00:30:00.000","TN0330100","A12","Adam S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-087407","3","Pending/Possible Leads","35.007442","-85.315155","POINT (-85.315155 35.007442)","7"
"2300 Forest Villas Cir","Chattanooga","TN","37421","2022-08-13T00:00:00.000","TN0330100","C6","Charlie N","240","Motor Vehicle Theft","Part 1 Crimes","22-087543","4","Inactive/Suspended","35.050388000000005","-85.174394","POINT (-85.174394 35.050388)","6"
"7600 Lee Hwy","Chattanooga","TN","37421","2022-08-13T00:00:00.000","TN0330100","C9","Charlie N","23H","All Other Larceny","Part 1 Crimes","22-087948","3","Pending/Possible Leads","35.059325","-85.136741","POINT (-85.136741 35.059325)","6"
"5500 Highway 153","Chattanooga","TN","37343","2022-08-12T23:10:00.000","TN0330100","A1","Adam N","23C","Shoplifting","Part 1 Crimes","22-087375","3","Pending/Possible Leads","35.141401","-85.248967","POINT (-85.248967 35.141401)","2"
"5200 Rotary Dr","Chattanooga","TN","37416","2022-08-12T23:00:00.000","TN0330100","C5","Charlie N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-087568","4","Inactive/Suspended","35.103317000000004","-85.17496700000001","POINT (-85.174967 35.103317)","3"
"900 Mountain Creek Rd","Chattanooga","TN","37405","2022-08-12T23:00:00.000","TN0330100","A5","Adam N","240","Motor Vehicle Theft","Part 1 Crimes","22-087429","4","Inactive/Suspended","35.105771999999995","-85.326662","POINT (-85.326662 35.105772)","1"
"200 Croll Ct","Chattanooga","TN","37410","2022-08-12T20:52:00.000","TN0330100","A11","Adam S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-087322","3","Pending/Possible Leads","35.010498999999996","-85.309917","POINT (-85.309917 35.010499)","7"
"500 Signal Mountain Rd","Chattanooga","TN","37405","2022-08-12T20:39:00.000","TN0330100","A5","Adam N","23C","Shoplifting","Part 1 Crimes","22-087236","3","Pending/Possible Leads","35.094151000000004","-85.33210799999999","POINT (-85.332108 35.094151)","1"
"7300 Shallowford Rd","Chattanooga","TN","37421","2022-08-12T20:30:00.000","TN0330100","C7","Charlie N","23D","Theft From Buildings","Part 1 Crimes","22-087340","3","Pending/Possible Leads","35.040558000000004","-85.151498","POINT (-85.151498 35.040558)","4"
"400 W Bell Ave","Chattanooga","TN","37405","2022-08-12T20:25:00.000","TN0330100","A4","Adam N","240","Motor Vehicle Theft","Part 1 Crimes","22-087337","4","Inactive/Suspended","35.06895","-85.314615","POINT (-85.314615 35.06895)","1"
"1500 E 5th St","Chattanooga","TN","37404","2022-08-12T19:12:00.000","TN0330100","B4","Baker N","240","Motor Vehicle Theft","Part 1 Crimes","22-087295","4","Inactive/Suspended","35.041325","-85.277479","POINT (-85.277479 35.041325)","8"
"1800 Reggie White Blvd","Chattanooga","TN","37402","2022-08-12T19:00:00.000","TN0330100","A10","Adam S","23H","All Other Larceny","Part 1 Crimes","22-092055","3","Pending/Possible Leads","35.036949","-85.315837","POINT (-85.315837 35.036949)","7"
"1800 Farris Rd","Chattanooga","TN","37421","2022-08-12T18:58:00.000","TN0330100","C8","Charlie N","240","Motor Vehicle Theft","Part 1 Crimes","22-087287","2","Cleared by Arrest","35.025487","-85.160823","POINT (-85.160823 35.025487)","4"
"1500 E 13th St","Chattanooga","TN","37404","2022-08-12T17:00:00.000","TN0330100","B5","Baker S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-088352","3","Pending/Possible Leads","35.029906","-85.284414","POINT (-85.284414 35.029906)","8"
"3600 Dodds Ave","Chattanooga","TN","37407","2022-08-12T17:00:00.000","TN0330100","B8","Baker S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-091151","3","Pending/Possible Leads","35.001149999999996","-85.282861","POINT (-85.282861 35.00115)","7"
"1200 E Main St","Chattanooga","TN","37408","2022-08-12T16:13:00.000","TN0330100","B5","Baker S","23C","Shoplifting","Part 1 Crimes","22-087212","2","Cleared by Arrest","35.030274","-85.288999","POINT (-85.288999 35.030274)","8"
"2100 Huff Pl","Chattanooga","TN","37404","2022-08-12T16:12:00.000","TN0330100","B6","Baker S","23H","All Other Larceny","Part 1 Crimes","22-087201","3","Pending/Possible Leads","35.021599","-85.286301","POINT (-85.286301 35.021599)","8"
"1100 Wheeler Ave","Chattanooga","TN","37406","2022-08-12T15:00:00.000","TN0330100","B3","Baker N","23H","All Other Larceny","Part 1 Crimes","22-087637","3","Pending/Possible Leads","35.047785","-85.25929900000001","POINT (-85.259299 35.047785)","8"
"1400 Stratman Cir","Chattanooga","TN","37421","2022-08-12T15:00:00.000","TN0330100","C8","Charlie N","23H","All Other Larceny","Part 1 Crimes","22-089347","3","Pending/Possible Leads","35.01205","-85.158558","POINT (-85.158558 35.01205)","4"
"2000 Gunbarrel Rd","Chattanooga","TN","37421","2022-08-12T13:50:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-087138","3","Pending/Possible Leads","35.033221","-85.151407","POINT (-85.151407 35.033221)","4"
"3100 Parker Ln","Chattanooga","TN","37419","2022-08-12T12:45:00.000","TN0330100","A13","Adam S","23D","Theft From Buildings","Part 1 Crimes","22-087508","3","Pending/Possible Leads","35.026711999999996","-85.362802","POINT (-85.362802 35.026712)","1"
"100 Frazier Ave","Chattanooga","TN","37405","2022-08-12T12:30:00.000","TN0330100","A4","Adam N","23C","Shoplifting","Part 1 Crimes","22-087114","3","Pending/Possible Leads","35.062995","-85.306458","POINT (-85.306458 35.062995)","2"
"5000 Swan Rd","Chattanooga","TN","37416","2022-08-12T12:03:00.000","TN0330100","C5","Charlie N","23D","Theft From Buildings","Part 1 Crimes","22-087083","3","Pending/Possible Leads","35.093531999999996","-85.174365","POINT (-85.174365 35.093532)","5"
"5900 Hixson Pike","Chattanooga","TN","37343","2022-08-12T11:27:00.000","TN0330100","A2","Adam N","23H","All Other Larceny","Part 1 Crimes","22-087112","3","Pending/Possible Leads","35.146662000000006","-85.20606699999999","POINT (-85.206067 35.146662)","3"
"2800 5th Ave","Chattanooga","TN","37407","2022-08-12T06:57:00.000","TN0330100","B8","Baker S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-086996","4","Inactive/Suspended","35.009536000000004","-85.28276899999999","POINT (-85.282769 35.009536)","7"
"500 Brown Rd","Chattanooga","TN","37421","2022-08-12T04:40:00.000","TN0330100","C4","Charlie S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-087028","3","Pending/Possible Leads","35.012291","-85.194765","POINT (-85.194765 35.012291)","6"
"3600 Dorris St","Chattanooga","TN","37410","2022-08-12T04:07:00.000","TN0330100","A11","Adam S","23D","Theft From Buildings","Part 1 Crimes","22-086978","3","Pending/Possible Leads","35.006348","-85.308081","POINT (-85.308081 35.006348)","7"
"4400 Hwy 58","Chattanooga","TN","37416","2022-08-12T04:00:00.000","TN0330100","C5","Charlie N","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-087065","4","Inactive/Suspended","35.084267","-85.201618","POINT (-85.201618 35.084267)","5"
"3400 Amnicola Hwy","Chattanooga","TN","37406","2022-08-12T02:00:00.000","TN0330100","B1","Baker N","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-087131","4","Inactive/Suspended","35.082246000000005","-85.263234","POINT (-85.263234 35.082246)","8"
