"address","city","state","zip","date_incident","jurisdiction","incident_tract","zone","ucr_incident_code","incident_description","incident_type","case_number","case_status","case_status_description","latitude","longitude","location","citydst"
"7700 Lee Hwy","Chattanooga","TN","37421","2022-09-07T20:45:00.000","TN0330100","C9","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-097797","2","Cleared by Arrest","35.062355000000004","-85.134564","POINT (-85.134564 35.062355)","6"
"2400 Wilson St","Chattanooga","TN","37406","2022-09-07T17:48:00.000","TN0330100","B3","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-097741","3","Pending/Possible Leads","35.048888000000005","-85.257817","POINT (-85.257817 35.048888)","9"
"1900 S Highland Park Ave","Chattanooga","TN","37404","2022-09-07T08:45:00.000","TN0330100","B6","Baker S","11A","Forcible Rape","Part 1 Crimes","22-097602","3","Pending/Possible Leads","35.023945000000005","-85.28945999999999","POINT (-85.28946 35.023945)","8"
"00 Trewhitt St","Chattanooga","TN","37405","2022-09-06T21:30:00.000","TN0330100","A4","Adam N","09A","Murder & Non-Negligent Manslaughter","Part 1 Crimes","22-097385","3","Pending/Possible Leads","35.076324","-85.308494","POINT (-85.308494 35.076324)","1"
"00 Trewhitt St","Chattanooga","TN","37405","2022-09-06T21:30:00.000","TN0330100","A4","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-097385","3","Pending/Possible Leads","35.077032","-85.308779","POINT (-85.308779 35.077032)","1"
"5100 Eldridge Rd","Chattanooga","TN","37343","2022-09-06T21:00:00.000","TN0330100","A3","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-097389","2","Cleared by Arrest","35.13679","-85.258084","POINT (-85.258084 35.13679)","2"
"2200 E 13th St","Chattanooga","TN","37404","2022-09-06T20:30:00.000","TN0330100","B5","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-097365","3","Pending/Possible Leads","35.025675","-85.274048","POINT (-85.274048 35.025675)","8"
"1900 Appling St","Chattanooga","TN","37406","2022-09-06T20:00:00.000","TN0330100","B2","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-097379","3","Pending/Possible Leads","35.069138","-85.25705","POINT (-85.25705 35.069138)","8"
"2200 E 12th St","Chattanooga","TN","37404","2022-09-06T14:51:00.000","TN0330100","B5","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-097236","3","Pending/Possible Leads","35.026082","-85.273106","POINT (-85.273106 35.026082)","8"
"2100 Glass St","Chattanooga","TN","37406","2022-09-06T09:39:00.000","TN0330100","B2","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-097126","2","Cleared by Arrest","35.062962","-85.25718900000001","POINT (-85.257189 35.062962)","8"
"1300 N Holtzclaw Ave","Chattanooga","TN","37406","2022-09-05T20:04:00.000","TN0330100","B3","Baker N","120","Robbery","Part 1 Crimes","22-096973","3","Pending/Possible Leads","35.055329","-85.269414","POINT (-85.269414 35.055329)","8"
"2000 Citico Ave","Chattanooga","TN","37404","2022-09-05T19:30:00.000","TN0330100","B3","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-097018","3","Pending/Possible Leads","35.046092","-85.26801499999999","POINT (-85.268015 35.046092)","8"
"4300 Rossville Blvd","Chattanooga","TN","37407","2022-09-05T17:41:00.000","TN0330100","B9","Baker S","120","Robbery","Part 1 Crimes","22-096901","3","Pending/Possible Leads","34.992446","-85.291938","POINT (-85.291938 34.992446)","7"
"17300 Interstate 24 Eb","Chattanooga","TN","37419","2022-09-05T16:50:00.000","TN0330100","A13","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-096883","3","Pending/Possible Leads","35.008390999999996","-85.39251900000001","POINT (-85.392519 35.008391)","1"
"1900 Gunbarrel Rd","Chattanooga","TN","37421","2022-09-05T16:42:00.000","TN0330100","C7","Charlie N","11A","Forcible Rape","Part 1 Crimes","22-096849","3","Pending/Possible Leads","35.027356999999995","-85.155391","POINT (-85.155391 35.027357)","4"
"4400 58 Hwy","Chattanooga","TN","37416","2022-09-05T16:31:00.000","TN0330100","C5","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-096867","3","Pending/Possible Leads","35.084716","-85.201656","POINT (-85.201656 35.084716)","3"
"1200 Hosea Ln","Chattanooga","TN","37404","2022-09-05T16:27:00.000","TN0330100","B7","Baker S","11A","Forcible Rape","Part 1 Crimes","22-096872","3","Pending/Possible Leads","35.019543","-85.29784000000001","POINT (-85.29784 35.019543)","8"
"700 E 11th St","Chattanooga","TN","37403","2022-09-05T13:05:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-096802","2","Cleared by Arrest","35.039688","-85.301701","POINT (-85.301701 35.039688)","8"
"2700 E 21st St","Chattanooga","TN","37404","2022-09-05T07:40:00.000","TN0330100","B6","Baker S","120","Robbery","Part 1 Crimes","22-096712","3","Pending/Possible Leads","35.016414","-85.269881","POINT (-85.269881 35.016414)","9"
"2000 Hamill Rd","Chattanooga","TN","37343","2022-09-05T00:44:00.000","TN0330100","A2","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-096651","3","Pending/Possible Leads","35.124916","-85.237754","POINT (-85.237754 35.124916)","3"
"900 Douglas St","Chattanooga","TN","37403","2022-09-04T18:29:00.000","TN0330100","A9","Adam S","11A","Forcible Rape","Part 1 Crimes","22-096532","3","Pending/Possible Leads","35.045775","-85.335358","POINT (-85.335358 35.045775)","1"
"3500 Sunrise Terrace","Chattanooga","TN","37343","2022-09-04T17:00:00.000","TN0330100","C1","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-097758","3","Pending/Possible Leads","35.152165","-85.24669999999999","POINT (-85.2467 35.152165)","3"
"1500 S Kelley St","Chattanooga","TN","37404","2022-09-04T15:10:00.000","TN0330100","B6","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-096488","3","Pending/Possible Leads","35.025746","-85.275866","POINT (-85.275866 35.025746)","8"
"4200 Wilkesview Dr","Chattanooga","TN","37416","2022-09-04T14:11:00.000","TN0330100","C5","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-096469","3","Pending/Possible Leads","35.080982","-85.203535","POINT (-85.203535 35.080982)","5"
"400 Spruce St","Chattanooga","TN","37404","2022-09-04T01:09:00.000","TN0330100","B5","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-096327","3","Pending/Possible Leads","35.037788","-85.285722","POINT (-85.285722 35.037788)","8"
"00 Station St","Chattanooga","TN","37408","2022-09-04T01:00:00.000","TN0330100","A7","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-096330","3","Pending/Possible Leads","35.036274000000006","-85.306527","POINT (-85.306527 35.036274)","8"
"700 E 11th St","Chattanooga","TN","37403","2022-09-03T21:30:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-096250","2","Cleared by Arrest","35.040761","-85.300176","POINT (-85.300176 35.040761)","8"
"6000 Lee Hwy","Chattanooga","TN","37421","2022-09-03T21:30:00.000","TN0330100","C4","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-096253","3","Pending/Possible Leads","35.014888000000006","-85.21016499999999","POINT (-85.210165 35.014888)","5"
"2400 Williams St","Chattanooga","TN","37408","2022-09-03T21:08:00.000","TN0330100","A13","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-096258","2","Cleared by Arrest","35.027488","-85.31340800000001","POINT (-85.313408 35.027488)","7"
"3600 Brainerd Rd","Chattanooga","TN","37411","2022-09-03T19:45:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-096222","3","Pending/Possible Leads","35.025788","-85.24638999999999","POINT (-85.24639 35.025788)","9"
"4100 Rossville Blvd","Chattanooga","TN","37407","2022-09-03T18:54:00.000","TN0330100","B9","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-096196","3","Pending/Possible Leads","34.994566","-85.291244","POINT (-85.291244 34.994566)","7"
"4800 Hixson Pike","Chattanooga","TN","37343","2022-09-03T11:20:00.000","TN0330100","A3","Adam N","120","Robbery","Part 1 Crimes","22-096054","3","Pending/Possible Leads","35.127154","-85.24739199999999","POINT (-85.247392 35.127154)","2"
"3900 14th Ave","Chattanooga","TN","37407","2022-09-03T10:24:00.000","TN0330100","B9","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-096068","3","Pending/Possible Leads","34.996991","-85.281141","POINT (-85.281141 34.996991)","7"
"800 E 10th St","Chattanooga","TN","37403","2022-09-03T09:38:00.000","TN0330100","A9","Adam S","120","Robbery","Part 1 Crimes","22-096008","3","Pending/Possible Leads","35.039604000000004","-85.29562700000001","POINT (-85.295627 35.039604)","8"
"6000 Shallowford Rd","Chattanooga","TN","37421","2022-09-03T02:02:00.000","TN0330100","C6","Charlie N","120","Robbery","Part 1 Crimes","22-095925","3","Pending/Possible Leads","35.054181","-85.189193","POINT (-85.189193 35.054181)","6"
"2200 Milne St","Chattanooga","TN","37406","2022-09-03T00:32:00.000","TN0330100","B3","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-095902","3","Pending/Possible Leads","35.047391000000005","-85.264828","POINT (-85.264828 35.047391)","8"
"4100 Fagan St","Chattanooga","TN","37410","2022-09-02T23:35:00.000","TN0330100","A12","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-095889","3","Pending/Possible Leads","35.001084999999996","-85.310786","POINT (-85.310786 35.001085)","7"
"100 Talley Rd","Chattanooga","TN","37411","2022-09-02T23:18:00.000","TN0330100","C2","Charlie S","120","Robbery","Part 1 Crimes","22-095886","3","Pending/Possible Leads","35.021777","-85.238861","POINT (-85.238861 35.021777)","5"
"2100 Davenport St","Chattanooga","TN","37406","2022-09-02T21:58:00.000","TN0330100","B2","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-095853","2","Cleared by Arrest","35.061989","-85.252835","POINT (-85.252835 35.061989)","9"
"2000 Gunbarrel Rd","Chattanooga","TN","37421","2022-09-02T21:18:00.000","TN0330100","C7","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-095840","3","Pending/Possible Leads","35.030694000000004","-85.154806","POINT (-85.154806 35.030694)","4"
"300 Mcbrien Rd","Chattanooga","TN","37411","2022-09-02T14:15:00.000","TN0330100","C3","Charlie S","120","Robbery","Part 1 Crimes","22-095700","3","Pending/Possible Leads","35.006061","-85.223252","POINT (-85.223252 35.006061)","6"
"900 W 37th St","Chattanooga","TN","37410","2022-09-02T12:20:00.000","TN0330100","A12","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-095664","3","Pending/Possible Leads","35.009496","-85.318894","POINT (-85.318894 35.009496)","7"
"7300 Courage Way","Chattanooga","TN","37421","2022-09-02T12:00:00.000","TN0330100","C9","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-096858","2","Cleared by Arrest","35.051245","-85.14610499999999","POINT (-85.146105 35.051245)","6"
"7000 Mccutcheon Rd","Chattanooga","TN","37421","2022-09-02T10:55:00.000","TN0330100","C9","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-095609","3","Pending/Possible Leads","35.046642","-85.157561","POINT (-85.157561 35.046642)","6"
"900 E 3rd St","Chattanooga","TN","37403","2022-09-02T01:00:00.000","TN0330100","A8","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-097408","3","Pending/Possible Leads","35.047845","-85.29008800000001","POINT (-85.290088 35.047845)","8"
"400 Roanoke Ave","Chattanooga","TN","37404","2022-09-01T23:30:00.000","TN0330100","B4","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-095486","2","Cleared by Arrest","35.042174","-85.270902","POINT (-85.270902 35.042174)","8"
"3300 4th Ave","Chattanooga","TN","37407","2022-09-01T23:25:00.000","TN0330100","B8","Baker S","120","Robbery","Part 1 Crimes","22-095481","3","Pending/Possible Leads","35.00439","-85.286678","POINT (-85.286678 35.00439)","7"
"1400 Dodson Ave","Chattanooga","TN","37406","2022-09-01T19:15:00.000","TN0330100","B2","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-095406","2","Cleared by Arrest","35.053123","-85.26063","POINT (-85.26063 35.053123)","8"
"4700 Midland Pike","Chattanooga","TN","37411","2022-09-01T18:45:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-095399","3","Pending/Possible Leads","35.026174999999995","-85.22260800000001","POINT (-85.222608 35.026175)","5"
"5700 Brainerd Rd","Chattanooga","TN","37411","2022-09-01T14:08:00.000","TN0330100","C3","Charlie S","120","Robbery","Part 1 Crimes","22-095287","3","Pending/Possible Leads","35.010927","-85.213066","POINT (-85.213066 35.010927)","6"
"2100 Chestnut St","Chattanooga","TN","37408","2022-09-01T02:04:00.000","TN0330100","A10","Adam S","120","Robbery","Part 1 Crimes","22-095117","3","Pending/Possible Leads","35.034067","-85.316976","POINT (-85.316976 35.034067)","7"
"6800 Lee Hwy","Chattanooga","TN","37421","2022-08-31T21:45:00.000","TN0330100","C6","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-095063","2","Cleared by Arrest","35.041143","-85.16798700000001","POINT (-85.167987 35.041143)","6"
"4500 Delashmitt Rd","Chattanooga","TN","37343","2022-08-31T21:25:00.000","TN0330100","A3","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-095062","3","Pending/Possible Leads","35.129031999999995","-85.262942","POINT (-85.262942 35.129032)","2"
"1600 Parkway Dr","Chattanooga","TN","37406","2022-08-31T21:00:00.000","TN0330100","C1","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-095131","3","Pending/Possible Leads","35.048128999999996","-85.236402","POINT (-85.236402 35.048129)","5"
"3400 Amnicola Hwy","Chattanooga","TN","37406","2022-08-31T20:30:00.000","TN0330100","B1","Baker N","120","Robbery","Part 1 Crimes","22-095286","3","Pending/Possible Leads","35.081077","-85.26386600000001","POINT (-85.263866 35.081077)","8"
"700 E 11th St","Chattanooga","TN","37403","2022-08-31T17:00:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-095023","3","Pending/Possible Leads","35.041138000000004","-85.29974","POINT (-85.29974 35.041138)","8"
"2000 E 23rd St","Chattanooga","TN","37404","2022-08-30T20:12:00.000","TN0330100","B6","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-094615","2","Cleared by Arrest","35.017829","-85.283095","POINT (-85.283095 35.017829)","8"
"6900 Shallowford Rd","Chattanooga","TN","37421","2022-08-30T18:38:00.000","TN0330100","C9","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-094579","2","Cleared by Arrest","35.045027000000005","-85.16116699999999","POINT (-85.161167 35.045027)","6"
"2000 Cleveland Ave","Chattanooga","TN","37404","2022-08-30T07:30:00.000","TN0330100","B4","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-094331","2","Cleared by Arrest","35.043354","-85.26864900000001","POINT (-85.268649 35.043354)","8"
"2000 Cleveland Ave","Chattanooga","TN","37404","2022-08-30T07:30:00.000","TN0330100","B4","Baker N","120","Robbery","Part 1 Crimes","22-094331","2","Cleared by Arrest","35.04256","-85.269296","POINT (-85.269296 35.04256)","8"
"2500 De Sales Ave","Chattanooga","TN","37404","2022-08-30T00:05:00.000","TN0330100","B4","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-094243","4","Inactive/Suspended","35.04244","-85.260909","POINT (-85.260909 35.04244)","9"
"600 Dodson Ave","Chattanooga","TN","37404","2022-08-29T19:18:00.000","TN0330100","B4","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-094177","3","Pending/Possible Leads","35.042352","-85.26642700000001","POINT (-85.266427 35.042352)","8"
"800 Wheeler Ave","Chattanooga","TN","37406","2022-08-29T12:00:00.000","TN0330100","B3","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-097455","3","Pending/Possible Leads","35.043974","-85.261308","POINT (-85.261308 35.043974)","8"
"4500 Rossville Blvd","Chattanooga","TN","37407","2022-08-29T02:23:00.000","TN0330100","B9","Baker S","120","Robbery","Part 1 Crimes","22-093885","3","Pending/Possible Leads","34.990337000000004","-85.288546","POINT (-85.288546 34.990337)","7"
"6500 Esquire Ln","Chattanooga","TN","37343","2022-08-28T23:48:00.000","TN0330100","A1","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-093862","3","Pending/Possible Leads","35.168821","-85.234263","POINT (-85.234263 35.168821)","3"
"100 W 26th St","Chattanooga","TN","37408","2022-08-28T22:39:00.000","TN0330100","A10","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-093836","3","Pending/Possible Leads","35.025854","-85.314365","POINT (-85.314365 35.025854)","7"
"1900 E 26th St","Chattanooga","TN","37407","2022-08-28T21:00:00.000","TN0330100","B7","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-093941","2","Cleared by Arrest","35.014656","-85.284913","POINT (-85.284913 35.014656)","8"
"1900 Sharp St","Chattanooga","TN","37404","2022-08-28T20:24:00.000","TN0330100","B4","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-093801","2","Cleared by Arrest","35.043669","-85.26921","POINT (-85.26921 35.043669)","8"
"3100 14th Ave","Chattanooga","TN","37407","2022-08-28T18:05:00.000","TN0330100","B8","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-093811","3","Pending/Possible Leads","35.001783","-85.277122","POINT (-85.277122 35.001783)","7"
"7500 Noah Reid Rd","Chattanooga","TN","37416","2022-08-28T12:50:00.000","TN0330100","C6","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-093652","3","Pending/Possible Leads","35.066664","-85.17378599999999","POINT (-85.173786 35.066664)","6"
"800 E 12th St","Chattanooga","TN","37403","2022-08-28T11:01:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-093631","3","Pending/Possible Leads","35.036075999999994","-85.298051","POINT (-85.298051 35.036076)","8"
"700 E Martin Luther King Blvd","Chattanooga","TN","37403","2022-08-28T10:55:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-093624","3","Pending/Possible Leads","35.041766","-85.295768","POINT (-85.295768 35.041766)","8"
"E 19th & S Hawthorne St","Chattanooga","TN","37407","2022-08-27T23:47:00.000","TN0330100","B6","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-093511","3","Pending/Possible Leads","34.994628999999996","-85.278376","POINT (-85.278376 34.994629)","7"
"200 W 36th St","Chattanooga","TN","37410","2022-08-27T19:29:00.000","TN0330100","A10","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-093428","3","Pending/Possible Leads","35.008922999999996","-85.310467","POINT (-85.310467 35.008923)","7"
"1500 Ryan St","Chattanooga","TN","37404","2022-08-27T13:00:00.000","TN0330100","B6","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-093292","3","Pending/Possible Leads","35.019946","-85.268377","POINT (-85.268377 35.019946)","9"
"1700 Urban Trl","Chattanooga","TN","37405","2022-08-27T07:30:00.000","TN0330100","A5","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-093195","2","Cleared by Arrest","35.083701","-85.32046000000001","POINT (-85.32046 35.083701)",
"900 Siskin Dr","Chattanooga","TN","37403","2022-08-27T02:00:00.000","TN0330100","A8","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-093156","3","Pending/Possible Leads","35.051956","-85.293721","POINT (-85.293721 35.051956)","8"
"7100 Lee Hwy","Chattanooga","TN","37421","2022-08-26T22:30:00.000","TN0330100","C9","Charlie N","120","Robbery","Part 1 Crimes","22-093116","4","Inactive/Suspended","35.047572","-85.15720999999999","POINT (-85.15721 35.047572)","6"
"900 Blackford St","Chattanooga","TN","37403","2022-08-26T19:00:00.000","TN0330100","A8","Adam S","11A","Forcible Rape","Part 1 Crimes","22-093061","3","Pending/Possible Leads","35.050092","-85.28938","POINT (-85.28938 35.050092)","8"
"18000 Interstate 24 Wb","Chattanooga","TN","37408","2022-08-26T17:51:00.000","TN0330100","B6","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-093014","3","Pending/Possible Leads","35.021135","-85.298171","POINT (-85.298171 35.021135)","8"
"400 Tunnel Blvd","Chattanooga","TN","37411","2022-08-26T17:45:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-093007","3","Pending/Possible Leads","35.033444","-85.243599","POINT (-85.243599 35.033444)","9"
"1900 E 32nd St","Chattanooga","TN","37407","2022-08-26T16:20:00.000","TN0330100","B7","Baker S","11A","Forcible Rape","Part 1 Crimes","22-092964","3","Pending/Possible Leads","35.006998","-85.288256","POINT (-85.288256 35.006998)","7"
"6600 Riggins Dr","Chattanooga","TN","37421","2022-08-26T11:05:00.000","TN0330100","C9","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-092845","2","Cleared by Arrest","35.046123","-85.173164","POINT (-85.173164 35.046123)","6"
"4700 Robinwood Dr","Chattanooga","TN","37416","2022-08-26T07:00:00.000","TN0330100","C5","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-092836","2","Cleared by Arrest","35.076646999999994","-85.19330599999999","POINT (-85.193306 35.076647)","5"
"700 Mansion Cir","Chattanooga","TN","37405","2022-08-26T00:30:00.000","TN0330100","A4","Adam N","11A","Forcible Rape","Part 1 Crimes","22-092772","I","Closed","35.081444000000005","-85.29785","POINT (-85.29785 35.081444)","2"
"2400 Tunnel Blvd","Chattanooga","TN","37406","2022-08-25T21:45:00.000","TN0330100","C1","Charlie S","11A","Forcible Rape","Part 1 Crimes","22-092660","3","Pending/Possible Leads","35.059269","-85.22931100000001","POINT (-85.229311 35.059269)","5"
