"address","city","state","zip","date_incident","jurisdiction","incident_tract","zone","ucr_incident_code","incident_description","incident_type","case_number","case_status","case_status_description","latitude","longitude","location","citydst"
"1400 Carriage Parc Dr","Chattanooga","TN","37421","2022-07-14T09:26:00.000","TN0330100","C8","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-074986","2","Cleared by Arrest","35.013158000000004","-85.163382","POINT (-85.163382 35.013158)","4"
"200 Power Aly","Chattanooga","TN","37402","2022-07-14T06:25:00.000","TN0330100","A7","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-074936","3","Pending/Possible Leads","35.05563","-85.312852","POINT (-85.312852 35.05563)","7"
"1200 Boynton Dr","Chattanooga","TN","37402","2022-07-14T03:30:00.000","TN0330100","A6","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-074929","3","Pending/Possible Leads","35.04491","-85.319318","POINT (-85.319318 35.04491)","7"
"2000 Gunbarrel Rd","Chattanooga","TN","37421","2022-07-14T01:30:00.000","TN0330100","C7","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-074889","2","Cleared by Arrest","35.03308","-85.15126","POINT (-85.15126 35.03308)","4"
"3800 Hixson Pike","Chattanooga","TN","37415","2022-07-13T21:37:00.000","TN0330100","A3","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-074830","3","Pending/Possible Leads","35.112184","-85.271264","POINT (-85.271264 35.112184)","2"
"3200 Hixson Pike","Chattanooga","TN","37415","2022-07-13T17:20:00.000","TN0330100","A3","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-074838","3","Pending/Possible Leads","35.09882399999999","-85.27973300000001","POINT (-85.279733 35.098824)","2"
"900 Clifton Pl","Chattanooga","TN","37404","2022-07-13T10:40:00.000","TN0330100","B5","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-074584","2","Cleared by Arrest","35.029071","-85.273054","POINT (-85.273054 35.029071)","9"
"5900 Lee Hwy","Chattanooga","TN","37421","2022-07-12T21:08:00.000","TN0330100","C4","Charlie S","120","Robbery","Part 1 Crimes","22-074379","2","Cleared by Arrest","35.024046999999996","-85.19422800000001","POINT (-85.194228 35.024047)","6"
"3200 Van Buren St","Chattanooga","TN","37415","2022-07-12T19:08:00.000","TN0330100","A3","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-074345","2","Cleared by Arrest","35.099214999999994","-85.280436","POINT (-85.280436 35.099215)","2"
"1200 Sholar Ave","Chattanooga","TN","37406","2022-07-12T18:25:00.000","TN0330100","B3","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-074338","3","Pending/Possible Leads","35.052796","-85.271208","POINT (-85.271208 35.052796)","8"
"2500 Judson Ln","Chattanooga","TN","37406","2022-07-12T15:05:00.000","TN0330100","B3","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-074253","3","Pending/Possible Leads","35.047036000000006","-85.25849199999999","POINT (-85.258492 35.047036)","9"
"3400 1st Ave","Chattanooga","TN","37407","2022-07-12T13:40:00.000","TN0330100","B7","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-074222","2","Cleared by Arrest","35.005422","-85.28922","POINT (-85.28922 35.005422)","7"
"Chestnut St & W 14th St","Chattanooga","TN","37402","2022-07-12T13:10:00.000","TN0330100","A9","Adam S","120","Robbery","Part 1 Crimes","22-074262","3","Pending/Possible Leads","35.038694","-85.313769","POINT (-85.313769 35.038694)","7"
"4700 Robinwood Dr","Chattanooga","TN","37416","2022-07-12T10:00:00.000","TN0330100","C5","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-092034","3","Pending/Possible Leads","35.077025000000006","-85.192522","POINT (-85.192522 35.077025)","5"
"200 W Aquarium Way","Chattanooga","TN","37402","2022-07-11T17:53:00.000","TN0330100","A7","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-073946","3","Pending/Possible Leads","35.056007","-85.30949799999999","POINT (-85.309498 35.056007)","7"
"700 Sylvan Ave","Chattanooga","TN","37411","2022-07-11T14:30:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-073839","3","Pending/Possible Leads","35.034015","-85.234404","POINT (-85.234404 35.034015)","9"
"4100 Rossville Blvd","Chattanooga","TN","37407","2022-07-11T14:20:00.000","TN0330100","B9","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-073832","3","Pending/Possible Leads","34.996213","-85.291149","POINT (-85.291149 34.996213)","7"
"2500 Will Kelley Rd","Chattanooga","TN","37421","2022-07-10T20:50:00.000","TN0330100","C9","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-073549","3","Pending/Possible Leads","35.045919999999995","-85.137901","POINT (-85.137901 35.04592)","4"
"700 E 11th St","Chattanooga","TN","37403","2022-07-10T17:08:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-073482","2","Cleared by Arrest","35.041368000000006","-85.298916","POINT (-85.298916 35.041368)","8"
"6100 Emory Dr","Chattanooga","TN","37421","2022-07-10T16:52:00.000","TN0330100","C6","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-073474","3","Pending/Possible Leads","35.0424","-85.18503600000001","POINT (-85.185036 35.0424)","6"
"5800 Brainerd Rd","Chattanooga","TN","37411","2022-07-10T03:15:00.000","TN0330100","C3","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-073291","3","Pending/Possible Leads","35.011179","-85.21192","POINT (-85.21192 35.011179)","6"
"6800 Lee Hwy","Chattanooga","TN","37421","2022-07-09T19:00:00.000","TN0330100","C6","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-073246","2","Cleared by Arrest","35.042241","-85.167449","POINT (-85.167449 35.042241)","6"
"100 W 38th St","Chattanooga","TN","37410","2022-07-09T17:37:00.000","TN0330100","A12","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-073124","3","Pending/Possible Leads","35.0058","-85.310574","POINT (-85.310574 35.0058)","7"
"1700 N Chamberlain Ave","Chattanooga","TN","37406","2022-07-09T11:35:00.000","TN0330100","B2","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-073002","2","Cleared by Arrest","35.053761","-85.25542999999999","POINT (-85.25543 35.053761)","9"
"2400 12th Ave","Chattanooga","TN","37407","2022-07-09T02:00:00.000","TN0330100","B8","Baker S","11A","Forcible Rape","Part 1 Crimes","22-073042","3","Pending/Possible Leads","35.014156","-85.272651","POINT (-85.272651 35.014156)","9"
"3300 Pinewood Ave","Chattanooga","TN","37411","2022-07-08T18:35:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-072882","2","Cleared by Arrest","35.0514415","-85.131738","POINT (-85.131738 35.0514415)","4"
"3300 Pinewood Ave","Chattanooga","TN","37411","2022-07-08T18:34:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-072764","2","Cleared by Arrest","35.030901","-85.250834","POINT (-85.250834 35.030901)","9"
"1200 Peeples St","Chattanooga","TN","37403","2022-07-08T12:12:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-072602","3","Pending/Possible Leads","35.037847","-85.301404","POINT (-85.301404 35.037847)","8"
"00 Woodlawn Dr","Chattanooga","TN","37411","2022-07-07T07:30:00.000","TN0330100","C2","Charlie S","11A","Forcible Rape","Part 1 Crimes","22-072090","3","Pending/Possible Leads","35.02766","-85.249646","POINT (-85.249646 35.02766)","9"
"1000 N Hawthorne St","Chattanooga","TN","37406","2022-07-07T04:10:00.000","TN0330100","B3","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-072677","3","Pending/Possible Leads","35.050537999999996","-85.267549","POINT (-85.267549 35.050538)","8"
"1200 Boynton Dr","Chattanooga","TN","37402","2022-07-06T22:00:00.000","TN0330100","A6","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-072274","3","Pending/Possible Leads","35.045542000000005","-85.319305","POINT (-85.319305 35.045542)","7"
"400 Glenwood Dr","Chattanooga","TN","37404","2022-07-06T18:45:00.000","TN0330100","B4","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-071955","2","Cleared by Arrest","35.039683000000004","-85.260322","POINT (-85.260322 35.039683)","9"
"7700 Lee Hwy","Chattanooga","TN","37421","2022-07-06T17:00:00.000","TN0330100","C9","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-071920","3","Pending/Possible Leads","35.061915","-85.131974","POINT (-85.131974 35.061915)","6"
"7000 Mccutcheon Rd","Chattanooga","TN","37421","2022-07-06T12:22:00.000","TN0330100","C9","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-071763","3","Pending/Possible Leads","35.045817","-85.158408","POINT (-85.158408 35.045817)","6"
"6800 Lee Hwy","Chattanooga","TN","37421","2022-07-06T01:39:00.000","TN0330100","C6","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-071664","2","Cleared by Arrest","35.041776","-85.167922","POINT (-85.167922 35.041776)","6"
"1800 E 23rd St","Chattanooga","TN","37404","2022-07-05T23:00:00.000","TN0330100","B6","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-072186","3","Pending/Possible Leads","34.990227000000004","-85.288658","POINT (-85.288658 34.990227)","7"
"1800 E23rd St","Chattanooga","TN","37404","2022-07-05T23:00:00.000","TN0330100","B6","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-071666","3","Pending/Possible Leads","35.021294","-85.289871","POINT (-85.289871 35.021294)","8"
"2400 15th Ave","Chattanooga","TN","37404","2022-07-05T22:37:00.000","TN0330100","B8","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-071616","2","Cleared by Arrest","35.013481999999996","-85.271339","POINT (-85.271339 35.013482)","9"
"100-29 Georgia Ave","Chattanooga","TN","37405","2022-07-05T21:02:00.000","TN0330100","A7","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-071583","3","Pending/Possible Leads","35.054576999999995","-85.30302","POINT (-85.30302 35.054577)","7"
"3100 Paul St","Chattanooga","TN","37404","2022-07-05T21:00:00.000","TN0330100","C1","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-071757","3","Pending/Possible Leads","35.045802","-85.246385","POINT (-85.246385 35.045802)","9"
"2100 Raulston St","Chattanooga","TN","37404","2022-07-05T19:48:00.000","TN0330100","B4","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-071539","2","Cleared by Arrest","35.043","-85.267906","POINT (-85.267906 35.043)","8"
"1100 Arlington Ave","Chattanooga","TN","37406","2022-07-05T13:53:00.000","TN0330100","B3","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-071405","1","Unfounded","35.047382","-85.261874","POINT (-85.261874 35.047382)","8"
"1300 E 3rd St","Chattanooga","TN","37404","2022-07-05T01:30:00.000","TN0330100","B4","Baker N","120","Robbery","Part 1 Crimes","22-071211","3","Pending/Possible Leads","35.043663","-85.279267","POINT (-85.279267 35.043663)","8"
"1000 E 14th St","Chattanooga","TN","37408","2022-07-05T00:47:00.000","TN0330100","B5","Baker S","120","Robbery","Part 1 Crimes","22-071198","3","Pending/Possible Leads","35.03147","-85.29365","POINT (-85.29365 35.03147)","8"
"6200 Shallowford Rd","Chattanooga","TN","37421","2022-07-05T00:00:00.000","TN0330100","C6","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-071184","3","Pending/Possible Leads","35.05099","-85.17978099999999","POINT (-85.179781 35.05099)","6"
"3200 14th Ave","Chattanooga","TN","37407","2022-07-03T21:56:00.000","TN0330100","B8","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-070766","2","Cleared by Arrest","35.002903","-85.277637","POINT (-85.277637 35.002903)","7"
"2100 Allin St","Chattanooga","TN","37406","2022-07-03T19:50:00.000","TN0330100","B1","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-070738","3","Pending/Possible Leads","35.076663","-85.248005","POINT (-85.248005 35.076663)","8"
"900 S Holly St","Chattanooga","TN","37404","2022-07-03T19:35:00.000","TN0330100","B5","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-070734","3","Pending/Possible Leads","35.032134","-85.281329","POINT (-85.281329 35.032134)","9"
"2600 Roanoke Ave","Chattanooga","TN","37404","2022-07-03T18:50:00.000","TN0330100","B4","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-070723","3","Pending/Possible Leads","35.041135","-85.27692","POINT (-85.27692 35.041135)","8"
"2100 E 14th St","Chattanooga","TN","37404","2022-07-03T16:30:00.000","TN0330100","B5","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-070672","3","Pending/Possible Leads","35.0268","-85.276745","POINT (-85.276745 35.0268)","8"
"2100 Kirby Ave","Chattanooga","TN","37421","2022-07-03T02:00:00.000","TN0330100","B5","Baker S","11A","Forcible Rape","Part 1 Crimes","22-070743","3","Pending/Possible Leads","35.021921999999996","-85.16140299999999","POINT (-85.161403 35.021922)","4"
"4900 13th Ave","Chattanooga","TN","37407","2022-07-03T01:06:00.000","TN0330100","B9","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-070434","3","Pending/Possible Leads","34.985557","-85.28541899999999","POINT (-85.285419 34.985557)","7"
"700 Hooker Rd","Chattanooga","TN","37410","2022-07-02T23:09:00.000","TN0330100","A12","Adam S","120","Robbery","Part 1 Crimes","22-070396","3","Pending/Possible Leads","34.99369299999999","-85.305842","POINT (-85.305842 34.993693)","7"
"300 Mcbrien Rd","Chattanooga","TN","37411","2022-07-02T23:00:00.000","TN0330100","C3","Charlie S","11A","Forcible Rape","Part 1 Crimes","22-071993","3","Pending/Possible Leads","35.005528999999996","-85.223247","POINT (-85.223247 35.005529)","6"
"3200 Rossville Blvd","Chattanooga","TN","37407","2022-07-02T18:20:00.000","TN0330100","B7","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-070293","3","Pending/Possible Leads","35.007719","-85.293844","POINT (-85.293844 35.007719)","7"
"5000 S Terrace","Chattanooga","TN","37412","2022-07-02T17:20:00.000","TN0330100","C3","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-070280","3","Pending/Possible Leads","35.004443","-85.221205","POINT (-85.221205 35.004443)","6"
"2400 15th Ave","Chattanooga","TN","37404","2022-07-02T15:35:00.000","TN0330100","B6","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-070228","3","Pending/Possible Leads","35.013253","-85.271459","POINT (-85.271459 35.013253)","9"
"7300 Lee Hwy","Chattanooga","TN","37421","2022-07-02T13:34:00.000","TN0330100","C9","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-070189","3","Pending/Possible Leads","35.053045000000004","-85.148656","POINT (-85.148656 35.053045)","6"
"1000 N Moore Rd","Chattanooga","TN","37411","2022-07-02T01:15:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-070041","3","Pending/Possible Leads","35.026925000000006","-85.219942","POINT (-85.219942 35.026925)","5"
"3200 Wilcox Blvd","Chattanooga","TN","37411","2022-07-01T11:30:00.000","TN0330100","C1","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-069702","3","Pending/Possible Leads","35.047561","-85.24193600000001","POINT (-85.241936 35.047561)","9"
"6800 Lee Hwy","Chattanooga","TN","37421","2022-07-01T08:00:00.000","TN0330100","C6","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-078469","3","Pending/Possible Leads","35.040911","-85.167792","POINT (-85.167792 35.040911)","6"
"1900 Gunbarrel Rd","Chattanooga","TN","37421","2022-07-01T05:00:00.000","TN0330100","C7","Charlie N","11A","Forcible Rape","Part 1 Crimes","22-069868","I","Closed","35.028676999999995","-85.156137","POINT (-85.156137 35.028677)","4"
"3500 2nd Ave","Chattanooga","TN","37407","2022-07-01T02:45:00.000","TN0330100","B7","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-069603","2","Cleared by Arrest","35.004274","-85.28994800000001","POINT (-85.289948 35.004274)","7"
"700 Cherry St","Chattanooga","TN","37402","2022-07-01T00:05:00.000","TN0330100","A7","Adam S","11A","Forcible Rape","Part 1 Crimes","22-069562","3","Pending/Possible Leads","35.047488","-85.308988","POINT (-85.308988 35.047488)","7"
"2000 Mccallie Ave","Chattanooga","TN","37404","2022-06-30T12:00:00.000","TN0330100","B4","Baker N","11A","Forcible Rape","Part 1 Crimes","22-069599","3","Pending/Possible Leads","35.035554","-85.272288","POINT (-85.272288 35.035554)","8"
"3900 Blanchard St","Chattanooga","TN","37411","2022-06-30T08:39:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-069230","3","Pending/Possible Leads","35.036214","-85.231683","POINT (-85.231683 35.036214)","9"
"900 E 3rd St","Chattanooga","TN","37403","2022-06-30T08:27:00.000","TN0330100","A8","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-069227","3","Pending/Possible Leads","35.048689","-85.289655","POINT (-85.289655 35.048689)","8"
"7000 Shallowford Rd","Chattanooga","TN","37421","2022-06-30T04:10:00.000","TN0330100","C9","Charlie N","120","Robbery","Part 1 Crimes","22-069176","4","Inactive/Suspended","35.045123000000004","-85.15695500000001","POINT (-85.156955 35.045123)","6"
"8600 Citrine Way","Chattanooga","TN","37421","2022-06-29T22:21:00.000","TN0330100","C7","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-069100","2","Cleared by Arrest","35.015955","-85.12773899999999","POINT (-85.127739 35.015955)","4"
"4700 Highway 58","Chattanooga","TN","37416","2022-06-29T20:43:00.000","TN0330100","C5","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-069069","3","Pending/Possible Leads","35.08702","-85.189704","POINT (-85.189704 35.08702)","5"
"3200 14th Ave","Chattanooga","TN","37407","2022-06-29T17:30:00.000","TN0330100","B8","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-069007","3","Pending/Possible Leads","35.002824000000004","-85.277413","POINT (-85.277413 35.002824)","7"
"1000 Gillespie Rd","Chattanooga","TN","37411","2022-06-29T16:46:00.000","TN0330100","C1","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-068983","3","Pending/Possible Leads","35.039583","-85.237263","POINT (-85.237263 35.039583)","9"
"6800 Shallowford Rd","Chattanooga","TN","37421","2022-06-29T14:00:00.000","TN0330100","C6","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-069110","3","Pending/Possible Leads","35.044897999999996","-85.164822","POINT (-85.164822 35.044898)","6"
"3700 Jenkins Rd","Chattanooga","TN","37421","2022-06-28T02:00:00.000","TN0330100","C9","Charlie N","120","Robbery","Part 1 Crimes","22-068352","3","Pending/Possible Leads","35.054246000000006","-85.127984","POINT (-85.127984 35.054246)","4"
