"brooklyn_cooperatives_comparable_properties_boro_block_lot","brooklyn_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","brooklyn_cooperatives_comparable_properties_neighborhood","brooklyn_cooperatives_comparable_properties_building_classification","brooklyn_cooperatives_comparable_properties_total_units","brooklyn_cooperatives_comparable_properties_year_built","brooklyn_cooperatives_comparable_properties_gross_sqft","brooklyn_cooperatives_comparable_properties_est_gross_income","brooklyn_cooperatives_comparable_properties_gross_income_per_sqft","brooklyn_cooperatives_comparable_properties_full_market_value","brooklyn_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"3-07433-0025","2546 13 STREET
Brooklyn, NY 
(40.585332588779, -73.982093898409)","3",,,,,,,,,,"SHEEPSHEAD BAY","D4-ELEVATOR","115","1960","115842","1724290","14.88","5830000","50","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","340920","13.6","723000","28.8","1.1","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4596080","42.7","22600000","210","2.6"
"3-01442-0066","2381 DEAN STREET
Brooklyn, NY 
(40.674650927448, -73.908574518503)","3","11233","40.674632","-73.90864","16","37","36501","3038759","3014420066","Ocean Hill                                                                 ","OCEAN HILL","C6-WALK-UP","27","1910","17576","145705","8.29","309000","17.58","3-01476-0032","1301 NEW YORK AVENUE
Brooklyn, NY 
(40.641191800695, -73.945598728606)","OCEAN HILL","C1-WALK-UP","12","1910","15120","100154","6.62","212000","14.02","0.7","3-01476-0009","543 HOWARD AVENUE
Brooklyn, NY 
(40.669057399036, -73.919949674733)","OCEAN HILL","C1-WALK-UP","16","1910","16100","133540","8.29","283000","17.58","0.7"
"3-05156-0015","390 RUGBY ROAD
Brooklyn, NY 
(40.640215747683, -73.965225979072)","3","11226","40.640128","-73.965179","14","40","520","3118661","3051560015","Flatbush                                                                   ","FLATBUSH-CENTRAL","D4-ELEVATOR","50","1962","43200","549971","12.73","1710000","39.6","3-03908-0010","2 ELTON STREET
Brooklyn, NY 
(40.683699338276, -73.885701200834)","CYPRESS HILLS","D1-ELEVATOR","53","1928","47505","566967","11.93","1200000","25.3","5.1","3-00220-0016","35 ORANGE STREET
Brooklyn, NY 
(40.699265124451, -73.994165515869)","BROOKLYN HEIGHTS","D1-ELEVATOR","48","1924","47136","676934","14.36","2290000","48.6","4.4"
"3-07682-0016","2807 KINGS HIGHWAY
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11229","40.614907","-73.946419","14","45","756","3211074","3076820016","Midwood                                                                    ","MIDWOOD","D4-ELEVATOR","84","1950","65500","750481","11.46","2110000","32.2","3-05123-0001","1904 ALBEMARLE ROAD
Brooklyn, NY 
(40.647092055119, -73.961583418668)","FLATBUSH-CENTRAL","D1-ELEVATOR","59","1927","67074","737334","10.99","1910000","28.5","2.2","3-01322-0001","501 NEW YORK AVENUE
Brooklyn, NY 
(40.662881226221, -73.947925580518)","FLATBUSH-NORTH","D7-ELEVATOR","89","1952","68220","943154","13.83","2940000","43.1","3.25"
"3-01066-0032","920 UNION STREET
Brooklyn, NY 
(40.672873581641, -73.971449621075)","3","11215","40.672729","-73.970969","6","39","165","3024703","3010660032","Park Slope-Gowanus                                                         ","PARK SLOPE","D4-ELEVATOR","17","1920","18000","393000","21.83","1630000","91","3-02412-0033","355 2 STREET
Brooklyn, NY 
(40.673353843881, -73.982622301932)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","24","1919","19104","400572","20.97","849000","44.4","2.8","3-01932-0022","309 WASHINGTON AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","CLINTON HILL","D2-ELEVATOR","35","1905","19291","474554","24.6","1970000","102","1.2"
"3-07224-0128","702 KATHLEEN COURT
Brooklyn, NY 
(40.58791027725, -73.961294964437)","3","11235","40.587869","-73.961893","13","48","370","3196035","3072240128","Brighton Beach                                                             ","OCEAN PARKWAY-SOUTH","D4-ELEVATOR","36","1953","41436","684473","16.52","2310000","56","3-06060-0032","8802 RIDGE BOULEVARD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","48","1935","46488","727326","15.65","2460000","53","4.6","3-05389-0067","623 5 STREET
Brooklyn, NY 
(40.667612575809, -73.975981311235)","OCEAN PARKWAY-NORTH","D1-ELEVATOR","48","1932","41963","547909","13.06","1710000","40.8","3.5"
"3-01888-0004","149 CLINTON AVENUE
Brooklyn, NY 
(40.693432752084, -73.968830530094)","3","11205","40.693723","-73.968923","2","35","191","3054302","3018880004","Clinton Hill                                                               ","CLINTON HILL","C6-WALK-UP","16","1900","28800","488863","16.97","1830000","64","3-01167-0013","452 PARK PLACE
Brooklyn, NY 
(40.675418372846, -73.962824894705)","CROWN HEIGHTS","C1-WALK-UP","39","1926","29560","507656","17.17","1900000","64","1.4","3-01176-0001","267 LINCOLN PLACE
Brooklyn, NY 
(40.673701521559, -73.967042574226)","PROSPECT HEIGHTS","C1-WALK-UP","32","1922","28620","535971","18.73","2000000","70","1.45"
"3-06739-0006","1289 19 STREET
Brooklyn, NY 
(40.581853912494, -73.986991963883)","3",,,,,,,,,,"MIDWOOD","D4-ELEVATOR","52","1931","60036","730315","12.16","2050000","34.1","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","340920","13.6","723000","28.8","1.2","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4596080","42.7","22600000","210","2.1"
"3-05358-0063","315 OCEAN PARKWAY
Brooklyn, NY 
(40.641659545529, -73.97347087335)","3","11218","40.641747","-73.97379","12","39","494","3125497","3053580063","Kensington-Ocean Parkway                                                   ","OCEAN PARKWAY-NORTH","D4-ELEVATOR","90","1961","90000","998048","11.09","2590000","28.8","3-05355-0012","392 4 STREET
Brooklyn, NY 
(40.670708274412, -73.980783997206)","OCEAN PARKWAY-NORTH","C1-WALK-UP","28","1928","22176","348855","15.73","1180000","53","0.2","3-05360-0082","285 8 STREET
Brooklyn, NY 
(40.669738544001, -73.985635498291)","OCEAN PARKWAY-NORTH","C1-WALK-UP","16","1930","11000","107491","9.77","256000","23.27","0.1"
"3-06115-0042","145 95 STREET
Brooklyn, NY 
(40.617114820761, -74.036748007147)","3",,,,,,,,,,"BAY RIDGE","D4-ELEVATOR","74","1931","88212","1580759","17.92","5910000","67","3-06026-0001","8415 4 AVENUE
Brooklyn, NY 
(40.623897963169, -74.027877752129)","BAY RIDGE","D1-ELEVATOR","112","1926","81000","1244260","15.36","4210000","52","0.7","3-06069-0013","8829 FT HAMILTON PARKWAY
Brooklyn, NY 
(40.619199405119, -74.025508438186)","BAY RIDGE","D1-ELEVATOR","139","1927","96952","1719535","17.74","6430000","66","0.65"
"3-06137-0135","10104 4 AVENUE
Brooklyn, NY 
(40.612189924886, -74.034254820083)","3","11209","40.612175","-74.034231","10","43","5602","3156151","3061370135","Bay Ridge                                                                  ","BAY RIDGE","C6-WALK-UP","16","1926","14400","261072","18.13","976000","68","3-08786-0029","3611 SHORE PARKWAY
Brooklyn, NY 
(42.433188999772, -78.748646000413)","SHEEPSHEAD BAY","C1-WALK-UP","16","1982","10384","178182","17.16","666000","64","5.2","3-05886-0001","205 71 STREET
Brooklyn, NY 
(40.634827315204, -74.029199399624)","BAY RIDGE","C1-WALK-UP","16","1912","10800","195801","18.13","732000","68","1.6"
"3-08692-0041","3260 CONEY ISLAND AVENUE
Brooklyn, NY 
(40.57624210895, -73.959541083108)","3","11235","40.576244","-73.959513","13","48","36002","3245127","3086920041","Brighton Beach                                                             ","BRIGHTON BEACH","D4-ELEVATOR","88","1941","103734","1970946","19","7470000","72","3-06026-0001","8415 4 AVENUE
Brooklyn, NY 
(40.623897963169, -74.027877752129)","BAY RIDGE","D1-ELEVATOR","112","1926","81000","1244260","15.36","4210000","52","4.75","3-06069-0013","8829 FT HAMILTON PARKWAY
Brooklyn, NY 
(40.619199405119, -74.025508438186)","BAY RIDGE","D1-ELEVATOR","139","1927","96952","1719535","17.74","6430000","66","4.5"
"3-00946-0052","160 5 AVENUE
Brooklyn, NY 
(40.677931137798, -73.979474095419)","3","11217","40.677927","-73.979446","6","39","131","3019362","3009460052","Park Slope-Gowanus                                                         ","PARK SLOPE","C6-WALK-UP","13","1920","7020","204062","29.1","951000","135","3-01149-0006","677 CLASSON AVENUE
Brooklyn, NY 
(40.677105851114, -73.959226051565)","CROWN HEIGHTS","C1-WALK-UP","16","1990","6100","173106","28.4","717000","118","1.2","3-00261-0030","8 GARDEN PLACE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BROOKLYN HEIGHTS","C1-WALK-UP","15","1900","7084","176715","24.95","732000","103","1.3"
"3-01172-0021","280 ST JOHN'S PLACE
Brooklyn, NY 
(40.674024499796, -73.968237997814)","3","11238","40.674073","-73.968171","8","35","207","3029355","3011720021","Prospect Heights                                                           ","PROSPECT HEIGHTS","C6-WALK-UP","16","1912","12628","263117","20.84","1090000","86","3-00817-0001","5319 6 AVENUE
Brooklyn, NY 
(40.641969011327, -74.009946773009)","SUNSET PARK","C1-WALK-UP","16","1911","10460","214127","20.47","454000","43.4","3.1","3-01970-0001","51 CLASSON AVENUE
Brooklyn, NY 
(40.698595632509, -73.961752211107)","BEDFORD STUYVESANT","C1-WALK-UP","20","1930","14796","306469","20.71","1150000","78","1"
"3-05951-0001","7609 4 AVENUE
Brooklyn, NY 
(40.630009571872, -74.025359328504)","3","11209","40.629955","-74.025413","10","43","136","3149233","3059510001","Bay Ridge                                                                  ","BAY RIDGE","D4-ELEVATOR","82","1927","63522","1138314","17.92","4260000","67","3-06047-0031","8708 RIDGE BOULEVARD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","78","1927","62556","1206404","19.29","4510000","72","0.7","3-06107-0029","364 93 STREET
Brooklyn, NY 
(40.618015768336, -74.031381813636)","BAY RIDGE","D1-ELEVATOR","83","1928","57024","908920","15.94","3070000","54","0.85"
"3-05248-0012","50 KENILWORTH PLACE
Brooklyn, NY 
(40.634730384576, -73.951018482322)","3","11210","40.634803","-73.951065","14","45","770","3121600","3052480012","Flatbush                                                                   ","FLATBUSH-CENTRAL","D4-ELEVATOR","73","1955","87027","610280","7.01","1290000","14.82","3-05240-0001","1204 OCEAN AVENUE
Brooklyn, NY 
(40.632988900952, -73.95786963222)","FLATBUSH-CENTRAL","C1-WALK-UP","59","1917","57600","555076","9.64","1320000","22.92","0.4","3-05240-0110","1086 OCEAN AVENUE
Brooklyn, NY 
(40.636118768078, -73.95838719797)","FLATBUSH-CENTRAL","C1-WALK-UP","35","1931","37500","356364","9.5","847000","22.59","0.4"
"3-06771-0031","2424 KINGS HIGHWAY
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11229","40.612545","-73.949684","15","48","548","3182216","3067710031","Madison                                                                    ","MADISON","D4-ELEVATOR","36","1936","37800","551370","14.59","1860000","49.2","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","340920","13.6","723000","28.8","1","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4596080","42.7","22600000","210","1.7"
"3-01325-0001","446 KINGSTON AVENUE
Brooklyn, NY 
(40.663571278667, -73.942786366923)","3","11225","40.663537","-73.942764","9","40","329","3035179","3013250001","Prospect Lefferts Gardens-Wingate                                          ","FLATBUSH-NORTH","D4-ELEVATOR","200","1928","195726","2074695","10.6","5380000","27.5","3-01426-0040","740 EMPIRE BOULEVARD
Brooklyn, NY 
(40.663761689349, -73.9377512351)","FLATBUSH-NORTH","D7-ELEVATOR","99","1920","83856","805423","9.6","1920000","22.9","0.25","3-04652-0008","9720 KINGS HIGHWAY
Brooklyn, NY 
(42.433188999772, -78.748646000413)","FLATBUSH-NORTH","D7-ELEVATOR","118","1926","113398","1203039","10.61","3120000","27.5","1.3"
"3-01396-0021","1076 EASTERN PARKWAY
Brooklyn, NY 
(40.668647132198, -73.932743735359)","3","11213","40.668876","-73.93267","9","35","351","3037546","3013960021","Crown Heights North                                                        ","CROWN HEIGHTS","C6-WALK-UP","19","1920","18600","212040","11.4","549000","29.5","3-01280-0058","991 CARROLL STREET
Brooklyn, NY 
(40.66772302142, -73.957387699439)","CROWN HEIGHTS","C1-WALK-UP","70","1925","55012","555027","10.09","1320000","23.99","1.3","3-01286-0051","1435 CARROLL STREET
Brooklyn, NY 
(40.666634083618, -73.940043892134)","CROWN HEIGHTS","C1-WALK-UP","27","1920","22669","251403","11.09","652000","28.8","0.45"
"3-06836-0064","3165 NOSTRAND AVENUE
Brooklyn, NY 
(40.607039310935, -73.94310519517)","3","11229","40.60683","-73.94309","15","48","564","3184662","3068360064","Madison                                                                    ","MADISON","D4-ELEVATOR","108","1953","115300","1640195","14.23","5110000","44.3","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","340920","13.6","723000","28.8","1.15","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4596080","42.7","22600000","210","1.35"
"3-00226-0001","45 PINEAPPLE STREET
Brooklyn, NY 
(40.698530901381, -73.994176406099)","3","11201","40.698459","-73.993985","2","33","1","3001685","3002260001","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","68","1939","52012","911565","17.53","3410000","66","3-01179-0097","159 EASTERN PARKWAY
Brooklyn, NY 
(40.672155871843, -73.963919647188)","PROSPECT HEIGHTS","D1-ELEVATOR","72","1927","52140","933968","17.91","3490000","67","2.3","3-00247-0028","74 MONTAGUE STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BROOKLYN HEIGHTS","D3-ELEVATOR","59","1912","54640","1060307","19.41","3960000","72","0.3"
"3-06296-0046","1855 82 STREET
Brooklyn, NY 
(40.608773273552, -73.998935439725)","3","11214","40.608766","-73.998977","11","47","278","3163828","3062960046","Bensonhurst West                                                           ","BENSONHURST","D4-ELEVATOR","49","1930","50400","642575","12.75","2000000","39.7","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","340920","13.6","723000","28.8","1.85","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4596080","42.7","22600000","210","4.3"
"3-05355-0001","302 BEVERLY ROAD
Brooklyn, NY 
(40.642932320336, -73.977260544962)","3","11218","40.642958","-73.977165","12","39","488","3125357","3053550001","Kensington-Ocean Parkway                                                   ","OCEAN PARKWAY-NORTH","D4-ELEVATOR","88","1961","80604","1032993","12.82","3220000","39.9","3-05358-0071","305 OCEAN PARKWAY
Brooklyn, NY 
(40.641947835844, -73.973526147057)","OCEAN PARKWAY-NORTH","D1-ELEVATOR","60","1941","62400","709492","11.37","1840000","29.5","0.2","3-05355-0012","392 4 STREET
Brooklyn, NY 
(40.670708274412, -73.980783997206)","OCEAN PARKWAY-NORTH","C1-WALK-UP","28","1928","22176","348855","15.73","1180000","53","0"
"3-05159-0013","400 17 STREET
Brooklyn, NY 
(40.660370179595, -73.985807606335)","3",,,,,,,,,,"FLATBUSH-CENTRAL","D4-ELEVATOR","81","1962","72534","1059015","14.6","3580000","49.4","3-07011-0011","2828 28 STREET
Brooklyn, NY 
(40.575693988233, -73.99435949186)","CONEY ISLAND","D1-ELEVATOR","122","1972","102000","1620077","15.88","3430000","33.6","4.75","3-01170-0005","36 PLAZA ST
Brooklyn, NY 
(40.674069569571, -73.97144654162)","PROSPECT HEIGHTS","D6-ELEVATOR","85","1926","75535","1486711","19.68","5560000","74","2.4"
"3-07159-0040","735 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"OCEAN PARKWAY-SOUTH","D4-ELEVATOR","100","1962","91200","1650720","18.1","6170000","68","3-06111-0057","9480 RIDGE BOULEVARD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","63","1960","57567","1041998","18.1","3900000","68","4.3","3-06111-0057","9480 RIDGE BOULEVARD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","63","1960","57567","1041998","18.1","3900000","68","4.3"
"3-07323-0025","2060 19 STREET
Brooklyn, NY 
(40.581677559705, -73.987143456065)","3",,,,,,,,,,"MADISON","D4-ELEVATOR","89","1964","79356","992973","12.51","2790000","35.2","3-06653-0034","1780 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","GRAVESEND","D1-ELEVATOR","98","1962","81888","1237214","15.11","4180000","51","1.25","3-06730-0072","1640 OCEAN AVENUE
Brooklyn, NY 
(40.622064815979, -73.955798000039)","MIDWOOD","D1-ELEVATOR","98","1929","100610","962883","9.57","2290000","22.76","1.5"
"3-01433-0060","2153 PACIFIC STREET
Brooklyn, NY 
(40.675822338388, -73.915437089504)","3","11233","40.675773","-73.915189","16","41","303","3341652","3014330060","Ocean Hill                                                                 ","OCEAN HILL","C6-WALK-UP","24","1910","25180","188850","7.5","400000","15.89","3-01433-0033","2174 ATLANTIC AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN HILL","C1-WALK-UP","12","1910","17000","122986","7.23","261000","15.35","0","3-01464-0053","1613 EASTERN PARKWAY EXT
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN HILL","C1-WALK-UP","19","1910","19000","146667","7.72","311000","16.37","0.3"
"3-00750-0005","712 45 STREET
Brooklyn, NY 
(40.645036242249, -74.002714157917)","3",,,,,,,,,,"SUNSET PARK","C6-WALK-UP","40","1924","36000","602295","16.73","2250000","63","3-00733-0038","874 43 STREET
Brooklyn, NY 
(40.644026338157, -73.998001532029)","BOROUGH PARK","C1-WALK-UP","44","1926","30556","497015","16.27","1680000","55","0.2","3-01089-0001","719 8 AVENUE
Brooklyn, NY 
(40.666828716133, -73.978288040349)","PARK SLOPE","C1-WALK-UP","32","1905","31468","723379","22.99","3000000","95","2"
"3-00221-0033","73 ORANGE STREET
Brooklyn, NY 
(40.698969919087, -73.99309710771)","3","11201","40.698959","-73.993126","2","33","1","3001650","3002210033","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","C6-WALK-UP","16","1925","13428","262834","19.57","1090000","81","3-02396-0027","279 1 STREET
Brooklyn, NY 
(40.674613611257, -73.983464945998)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","22","1910","16250","278262","17.12","590000","36.3","2.15","3-05079-0019","142 ST PAUL'S PLACE
Brooklyn, NY 
(40.650448198699, -73.962579935387)","FLATBUSH-CENTRAL","D9-ELEVATOR","16","1912","16080","631162","39.3","2610000","162","3.7"
"3-00086-0011","175 ADAMS STREET
Brooklyn, NY 
(40.698440568502, -73.988402688426)","3","11201","40.699033","-73.988593","2","33","13","3325915","3000860011","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","DOWNTOWN-METROTECH","D4-ELEVATOR","1026","1950","883265","14847331","16.81","55500000","63","3-01691-0012","88 CHAUNCEY STREET
Brooklyn, NY 
(40.680237916115, -73.930717291791)","BEDFORD STUYVESANT","D1-ELEVATOR","287","1974","277200","5707170","20.59","12100000","43.7","3.3","3-06979-0200","3601 NEPTUNE AVENUE
Brooklyn, NY 
(40.577031413495, -74.00222232817)","CONEY ISLAND","D6-ELEVATOR","339","1975","334000","5576195","16.7","11800000","35.3","8.3"
"3-06463-0143","244 BAY 19 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11214","40.601934","-74.007152","11","43","176","3328654","3064630143","Bath Beach                                                                 ","BATH BEACH","C6-WALK-UP","62","1949","45414","442787","9.75","1050000","23.12","3-05881-0003","7005 SHORE ROAD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","C9-WALK-UP","46","1950","51840","610356","11.77","1720000","33.2","2.85","3-08716-0080","3047 BRIGHTON 13 STREET
Brooklyn, NY 
(40.579359485036, -73.955902832961)","BRIGHTON BEACH","C1-WALK-UP","41","1926","30800","409089","13.28","1270000","41.2","3.15"
