"projectid","buildingid","reportingconstructiontype","boroid","block","lot","bin","housenumber","streetname","countedrentalunits","countedhomeownershipunits","allcountedunits","totalbuildingunits","basesquarefootage","stories","bbl","community_board_cb","council_district","census_tract","nta","latitude","longitude","postcode"
"44230","967109","New Construction","3","7021","17","3425387","2818","WEST 16 STREET","2","1","3","3","3825","3","3070210017","313","47","326","Seagate-Coney Island","40.578407","-73.984038","11224"
"44230","967127","New Construction","3","6978","21","3413786","3568","CANAL AVENUE","2","1","3","3","2809","3","3069780021","313","47","330","Seagate-Coney Island","40.579028","-74.002383","11224"
"44239","927150","New Construction","1","1911","61","1090253","2139","ADAM C POWELL JR BOULEVARD","60","0","60","60","9000","10","1019110061","110","9","224","Central Harlem North-Polo Grounds","40.81014","-73.947461","10027"
"44249","927160","New Construction","2","3146","67","2117807","2311","TIEBOUT AVENUE","0","0","0","20","3036","7","2031460067","205","15","38301","Fordham South","40.856961","-73.897031","10458"
"44250","927161","New Construction","3","1028","7","3000000","487","4 AVENUE","0","0","0","8","2571","2","3010280007","306","39","139","Park Slope-Gowanus","40.668453","-73.990289","11215"
"44256","988143","New Construction","1","1863","5","1000000","137-159","WEST 108 STREET","199","0","199","199","1000","11","1018630017","107","7","193","Morningside Heights","40.801083","-73.963173","10025"
"44258","927117","New Construction","1","1846","55","1089839","312","WEST 112 STREET","0","0","0","8","12410","5","1018460055","110","9","19702","Central Harlem South","40.801995","-73.957585","10026"
"44258","928028","New Construction","1","1831","21","1089848","215","WEST 115 STREET","0","0","0","5","6250","4","1018310021","110","9","218","Central Harlem South","40.802899","-73.95386","10026"
"44258","928029","New Construction","1","1922","58","1090566","274","WEST 117 STREET","0","0","0","8","11940","4","1019220058","110","9","218","Central Harlem South","40.804782","-73.954148","10026"
"44258","969720","New Construction","1","1831","47","1089849","228","WEST 116 STREET","0","0","0","10","9226","6","1018310047","110","9","218","Central Harlem South","40.803777","-73.953867","10026"
"44265","957381","New Construction","3","5295","4","3395126","1204","37 STREET","0","4","4","4","800","4","3052950004","312","39","226","Borough Park","40.64283","-73.986941","11218"
"44265","957382","New Construction","3","5295","104","3395127","1208","37 STREET","0","4","4","4","800","4","3052950104","312","39","226","Borough Park","40.642792","-73.986877","11218"
"44265","957383","New Construction","3","5295","105","3395128","1214","37 STREET","0","4","4","4","800","4","3052950105","312","39","226","Borough Park","40.642737","-73.986783","11218"
"44265","957384","New Construction","3","5295","106","3395129","1220","37 STREET","0","4","4","4","800","4","3052950106","312","39","226","Borough Park","40.642679","-73.986689","11218"
"44265","957387","New Construction","3","5295","107","3395130","1226","37 STREET","0","4","4","4","800","4","3052950107","312","39","226","Borough Park","40.642622","-73.986596","11218"
"44265","957388","New Construction","3","5295","108","3395131","1232","37 STREET","0","4","4","4","800","4","3052950108","312","39","226","Borough Park","40.642567","-73.986502","11218"
"44265","957389","New Construction","3","5295","111","3395134","1264","37 STREET","0","4","4","4","800","4","3052950111","312","39","226","Borough Park","40.642262","-73.985997","11218"
"44265","957390","New Construction","3","5295","112","3395135","1270","37 STREET","0","4","4","4","800","4","3052950112","312","39","226","Borough Park","40.642205","-73.985904","11218"
"44265","957420","New Construction","3","5295","113","3395136","1276","37 STREET","0","4","4","4","800","4","3052950113","312","39","226","Borough Park","40.64215","-73.98581","11218"
"44280","928040","New Construction","2","2383","19","2001510","432","EAST 162 STREET","199","0","199","199","19125","12","2023837501","203","17","141","Morrisania-Melrose","40.824457","-73.912459","10451"
"44281","980874","New Construction","3","4375","1","3425901","924","HENDRIX PLACE","31","0","31","31","7000","4","3043750001","305","42","1106","East New York","40.658302","-73.882849","11207"
"44281","981192","New Construction","3","4375","1","3425900","910","HENDRIX PLACE","31","0","31","31","7000","4","3043750001","305","42","1106","East New York","40.65867","-73.88313","11207"
"44281","981457","New Construction","3","4375","1","3413779","879","VAN SICLEN AVENUE","27","0","27","27","7000","4","3043750001","305","42","1106","East New York","40.658484","-73.884143","11207"
"44281","981458","New Construction","3","4375","1","3413778","869","VAN SICLEN AVENUE","31","0","31","31","7000","4","3043750001","305","42","1106","East New York","40.658652","-73.884265","11207"
"44281","981459","New Construction","3","4375","1","3413737","656","STANLEY AVENUE","31","0","31","31","7000","4","3043750001","305","42","1106","East New York","40.659132","-73.884397","11207"
"44281","981460","New Construction","3","4375","1","3413736","271","WORTMAN AVENUE","89","0","89","89","10000","7","3043750001","305","42","1106","East New York","40.657778","-73.883084","11207"
"44282","973906","New Construction","1","716","7506","1000000","425","WEST 18 STREET","160","0","160","160","11040","18","1007167506","104","3","89","Hudson Yards-Chelsea-Flatiron-Union Square","40.743962","-74.004735","10011"
"44285","331134","New Construction","3","1641","68","3000000","633","MADISON STREET","1","1","2","2","4094","3","3016410068","303","36","293","Stuyvesant Heights","40.686892","-73.931765","11221"
"44285","927191","New Construction","3","1795","15","3000000","22","VAN BUREN STREET","1","1","2","2","2943","3","3017950015","303","36","263","Bedford","40.689937","-73.944263","11221"
"44285","927618","New Construction","3","1801","8","3000000","666","GREENE AVENUE","1","1","2","2","3256","4","3018010008","303","36","279","Stuyvesant Heights","40.689469","-73.941797","11221"
"44285","927624","New Construction","3","1791","17","3425327","716","LAFAYETTE AVENUE","1","1","2","2","3156","3","3017910017","303","36","263","Bedford","40.69067","-73.944382","11221"
"44285","927625","New Construction","3","1791","18","3425328","718","LAFAYETTE AVENUE","1","1","2","2","3067","3","3017910018","303","36","263","Bedford","40.690676","-73.944321","11221"
"44285","927626","New Construction","3","1791","19","3425329","720","LAFAYETTE AVENUE","1","1","2","2","3156","3","3017910019","303","36","263","Bedford","40.690684","-73.944259","11221"
"44285","927981","New Construction","3","1814","15","3000000","494","GATES AVENUE","1","1","2","2","3150","3","3018140015","303","36","265","Bedford","40.686697","-73.946354","11216"
"44285","927982","New Construction","3","1789","80","3000000","327","CLIFTON PLACE","1","1","2","2","3920","3","3017890080","303","36","251","Bedford","40.689254","-73.950333","11216"
"44285","972362","New Construction","3","1852","9","3425165","461","TOMPKINS AVENUE","1","1","2","2","3280","3","3018520009","303","36","269","Bedford","40.681604","-73.943553","11216"
"44285","972363","New Construction","3","1852","8","3000000","463","TOMPKINS AVENUE","1","1","2","2","3280","3","3018520008","303","36","269","Bedford","40.681538","-73.943539","11216"
"44288","946784","New Construction","3","1450","7501","3000000","203","MOTHER GASTON BOULEVARD","0","4","4","4","5139","4","3014500008","316","37","36502","Ocean Hill","40.674439","-73.908312","11233"
"44288","947359","New Construction","3","1450","8","3000000","2390","DEAN STREET","0","3","3","3","5240","4","3014500008","316","37","36502","Ocean Hill","40.674579","-73.907955","11233"
"44288","947360","New Construction","3","1450","8","3000000","2394","DEAN STREET","0","4","4","4","5282","4","3014500008","316","37","36502","Ocean Hill","40.674573","-73.907858","11233"
"44288","947361","New Construction","3","1450","8","3000000","2398","DEAN STREET","0","4","4","4","4499","4","3014500008","316","37","36502","Ocean Hill","40.674568","-73.90776","11233"
"44295","965149","New Construction","3","3850","5","3000000","679","VAN SINDEREN AVENUE","102","0","102","102","18180","7","3038500005","305","42","1132","East New York (Pennsylvania Ave)","40.659906","-73.899419","11207"
"44295","965150","New Construction","3","3865","24",,"170","NEW LOTS AVENUE","28","0","28","28","6534","7",,"305","42","1132","East New York (Pennsylvania Ave)","40.659157","-73.899099","11207"
"44303","927939","New Construction","3","4309","1","3397178","660","JEROME STREET","0","0","0","51","7188","4","3043090001","305","42","1122","East New York (Pennsylvania Ave)","40.664352","-73.884169","11207"
"44306","926973","New Construction","3","2270","10","3425062","640","BROADWAY","0","0","0","7","7500","5","3022700010","301","33","507","Bedford","40.702687","-73.945335","11206"
"44319","927209","New Construction","3","2785","42","3251772","37","MAUJER STREET","10","0","10","10","2500","4","3027850042","301","34","513","North Side-South Side","40.710342","-73.949819","11206"
"44319","955279","New Construction","3","2791","35","3251778","37","TEN EYCK STREET","6","0","6","6","2300","4","3027910035","301","34","513","North Side-South Side","40.709669","-73.949329","11206"
"44319","955280","New Construction","3","2791","37","3000000","33","TEN EYCK STREET","18","0","18","18","7500","4","3027910037","301","34","513","North Side-South Side","40.709658","-73.949466","11206"
"44319","955283","New Construction","3","2430","24","3397101","356","BEDFORD AVENUE","19","0","19","19","10000","4","3024307501","301","34","551","North Side-South Side","40.712164","-73.962789","11249"
"44324","927213","New Construction","1","1081","7501","1090143","525","WEST 52 STREET","103","0","103","103","14600","7","1010817501","104","3","135","Clinton","40.766507","-73.992217","10019"
"44332","973750","New Construction","3","1468","56","3000000","1900A","PARK PLACE","0","7","7","7","1927","4","3014680056","316","41","363","Ocean Hill","40.671483","-73.914794","11233"
"44332","973751","New Construction","3","1468","56","3000000","1900B","PARK PLACE","0","10","10","10","3097","4","3014680056","316","41","363","Ocean Hill","40.671483","-73.914794","11233"
"44332","975662","New Construction","3","1468","63","3000000","416","THOMAS S BOYLAND STREET","0","8","8","8","2479","4","3014680063","316","41","363","Ocean Hill","40.67101","-73.914128","11233"
"44333","955937","New Construction","2","2874","27","2000000","1450","PLIMPTON AVENUE","62","0","62","62","15000","7","2028740027","204","16","21302","Highbridge","40.843998","-73.922008","10452"
"44339","974382","New Construction","2","2384","7501","2001528","443","EAST 162 STREET","305","0","305","305","53666","12","2023840123","203","17","141","Morrisania-Melrose","40.824479","-73.91247","10451"
"44340","927586","New Construction","3","4065","22","3000000","617","CLEVELAND STREET","1","1","2","2","832","3","3040650022","305","42","1164","East New York","40.669188","-73.883068","11208"
"44340","927678","New Construction","3","3767","10","3000000","291","HINSDALE STREET","2","1","3","3","3374","3","3037670010","305","42","1134","East New York (Pennsylvania Ave)","40.667974","-73.89967","11207"
"44340","965968","New Construction","3","3767","11","3252578","289","HINSDALE STREET","2","1","3","3","3146","3","3037670011","305","42","1134","East New York (Pennsylvania Ave)","40.668009","-73.899681","11207"
"44340","965970","New Construction","3","3767","13","3000000","285","HINSDALE STREET","2","1","3","3","1109","3","3037670013","305","42","1134","East New York (Pennsylvania Ave)","40.668083","-73.899698","11207"
"44340","969937","New Construction","3","4050","25","3000000","586","LINWOOD STREET","1","1","2","2","768","3","3040500025","305","42","1164","East New York","40.670822","-73.881818","11208"
"44340","969938","New Construction","3","4067","8",,"669","LINWOOD STREET","1","1","2","2","1044","3",,"305","42","1164","East New York","40.66887","-73.881295","11208"
"44340","969939","New Construction","3","4058","18","3089994","806","BLAKE AVENUE","1","1","2","2","1018","3","3040580018","305","42","1160","East New York","40.668721","-73.8888","11207"
"44340","969940","New Construction","3","4081","23","3252950","980","DUMONT AVENUE","1","1","2","2","670","3","3040810023","305","42","1120","East New York","40.668078","-73.882374","11208"
"44340","969941","New Construction","3","3767","12","3000000","287","HINSDALE STREET","2","1","3","3","1049","3","3037670012","305","42","1134","East New York (Pennsylvania Ave)","40.668048","-73.899691","11207"
"44340","969942","New Construction","3","4060","16",,"846","BLAKE AVENUE","1","1","2","2","685","3",,"305","42","1160","East New York","40.668956","-73.887225","11207"
"44340","969943","New Construction","3","4062","31","3000000","588","WARWICK STREET","1","1","2","2","866","3","3040620031","305","42","1162","East New York","40.668821","-73.884687","11207"
"44340","969960","New Construction","3","4060","16",,"848","BLAKE AVENUE","1","1","2","2","894","3",,"305","42","1160","East New York","40.668964","-73.887167","11207"
"44340","969961","New Construction","3","4062","30","3000000","586","WARWICK STREET","1","1","2","2","870","3","3040620030","305","42","1162","East New York","40.668865","-73.884698","11207"
"44348","950310","New Construction","2","2582","7502","2128607","501","SOUTHERN BOULEVARD","136","0","136","136","25000","13","2025827502","201","8","31","Mott Haven-Port Morris","40.811296","-73.9054","10455"
"44350","928130","New Construction","2","2867","125","2128716","92","WEST TREMONT AVENUE","0","0","0","61","37750","7","2028670125","205","14","217","University Heights-Morris Heights","40.85032","-73.912534","10453"
"44353","926997","New Construction","2","2814","73","2007780","280","EAST BURNSIDE AVENUE","40","0","40","40","52183","13","2028140073","205","15","381","Mount Hope","40.851217","-73.90201","10457"
"44353","939117","New Construction","2","3186","76","2128908","2247","WALTON AVENUE","50","0","50","50","4595","11","2031860076","205","14","239","Fordham South","40.857477","-73.90335","10453"
"44357","958188","New Construction","1","1808","10","1089835","401","EAST 120 STREET","179","0","179","179","27853","12","1018080010","111","8","192","East Harlem North","40.798511","-73.933326","10035"
"44362","947316","New Construction","2","3805","7501","2127430","2026","WESTCHESTER AVENUE","0","0","0","134","16752","7","2038057501","209","18","92","Westchester-Unionport","40.833662","-73.856695","10462"
"44369","927815","New Construction","3","1451","42","3420444","404","HOWARD AVENUE","0","0","0","14","2194","4","3014510042","316","41","303","Ocean Hill","40.673937","-73.919514","11233"
"44369","927816","New Construction","3","1452","1","3420448","1459","ST. MARKS AVENUE","0","0","0","7","1809","4","3014520001","316","41","303","Ocean Hill","40.673528","-73.919125","11233"
"44369","943963","New Construction","3","1451","48","3420446","414","HOWARD AVENUE","0","0","0","7","2073","4","3014510048","316","41","303","Ocean Hill","40.673676","-73.919539","11233"
"44369","976936","New Construction","3","1447","67","3424209","1969","BERGEN STREET","0","0","0","16","2907","5","3014470067","316","41","303","Ocean Hill","40.674225","-73.915533","11233"
"44388","958153","New Construction","2","3171","13","2013863","2264","MORRIS AVENUE","94","0","94","94","8572","11","2031710013","205","14","23704","Fordham South","40.857456","-73.902308","10453"
"44405","973259","New Construction","3","2107","7501","3424470","590","FULTON STREET","0","0","0","586","23146","52","3021077501","302","35","33","Fort Greene","40.688091","-73.97891","11217"
"44409","927022","New Construction","2","2984","46","2124684","1825","BOSTON ROAD","108","0","108","108","17752","8","2029847503","203","17","161","Crotona Park East","40.838878","-73.885209","10460"
"44431","965100","New Construction","2","3805","7502","2000000","2044","WESTCHESTER AVENUE","82","0","82","82","94302","11","2038050124","209","18","92","Westchester-Unionport","40.833705","-73.856301","10462"
"44431","974694","New Construction","2","3805","123",,"2035","NEWBOLD AVENUE","124","0","124","124","112109","10",,"209","18","92","Westchester-Unionport","40.832722","-73.856202","10462"
"44602","927742","New Construction","3","3487","21","3326569","137","JAMAICA AVENUE","54","0","54","54","47000","5","3034870021","305","37","114201","Cypress Hills-City Line","40.679152","-73.895291","11207"
"44865","969852","New Construction","2","3140","2","2119487","1041","EAST 179 STREET","0","0","0","65","3194","8","2031400002","206","15","361","East Tremont","40.841468","-73.878641","10460"
"44888","949804","New Construction","2","3355","121","2128753","3349","WEBSTER AVENUE","0","0","0","115","9873","8","2033550121","207","11","42902","Norwood","40.87774","-73.871871","10467"
"45223",,"New Construction",,,,,,,"0","0","0","0","0","6",,,,,,,,
"45223",,"New Construction",,,,,,,"0","0","0","0","0","6",,,,,,,,
"45265","38122","Preservation","1","1829","38","1055164","214","WEST 114 STREET","0","0","0","70","4900","5","1018290038","110","9","216","Central Harlem South","40.802194","-73.954153","10026"
"45265","38135","Preservation","1","1829","50","1055174","234","WEST 114 STREET","0","0","0","98","6200","5","1018290050","110","9","216","Central Harlem South","40.802361","-73.954557","10026"
"45280","935092","New Construction","2","2690","7503","2128714","899","WESTCHESTER AVENUE","0","0","0","141","21195","8","2026907503","202","17","12901","Longwood","40.821031","-73.899024","10459"
"45301","941593","New Construction","1","1652","7501","1088906","222","EAST 104 STREET","0","0","0","89","27500","11","1016527501","111","8","164","East Harlem South","40.789956","-73.944956","10029"
"45303","949086","New Construction","3","1458","140","3425174","1765","PROSPECT PLACE","78","0","78","78","13748","6","3014580140","316","41","363","Ocean Hill","40.672564","-73.917922","11233"
"45303","972798","New Construction","3","1458","52","3425177","1751","PROSPECT PLACE","32","0","32","32","8214","4","3014580052","316","41","363","Ocean Hill","40.672569","-73.917983","11233"
"45326","934081","New Construction","2","2991","5","2000000","1776","BOSTON ROAD","73","0","73","73","1600","8","2029910005","203","17","161","Crotona Park East","40.837938","-73.886812","10460"
"45578","25214","Preservation","1","1846","7504","1055757","272","MANHATTAN AVENUE","0","0","0","57","8463","7","1018467504","110","9","19702","Central Harlem South","40.802031","-73.959","10026"
"45675","934659","New Construction","2","3310","29","2120106","3114","VILLA AVENUE","0","0","0","57","3313","9","2033100029","207","11","411","Bedford Park-Fordham North","40.874705","-73.887711","10468"
"45677","935209","New Construction","3","5088","30","3000000","226","LINDEN BOULEVARD","0","0","0","72","4631","9","3050880030","317","40","820","Prospect Lefferts Gardens-Wingate","40.652584","-73.950731","11226"
"46076","934663","New Construction","2","3360","7501","2128358","3560","WEBSTER AVENUE","0","0","0","135","12362","13","2033607501","212","11","435","park-cemetery-etc-Bronx","40.88086","-73.870646","10467"
"46143","958172","New Construction","2","3016","7502","2000000","1939","WEST FARMS ROAD","153","0","153","153","287164","14","2030160050","206","17","359","East Tremont","40.839162","-73.880594","10460"
"46143","976480","New Construction","2","3016","7502","2000000","1926","LONGFELLOW AVENUE","28","0","28","28","79176","8","2030160038","206","17","359","East Tremont","40.839388","-73.881771","10460"
"46264","954550","New Construction","3","1859","7501","3000000","27","ALBANY AVENUE","0","0","0","50","53821",,"3018590001","303","36","273","Stuyvesant Heights","40.680089","-73.938402","11216"
"46299","957262","New Construction","3","1384","52","3413922","1339","LINCOLN PLACE","0","0","0","87","6492","12","3013840052","308","35","351","Crown Heights North","40.669814","-73.932247","11213"
"47767","49424","Preservation","2","3080","82","2012339","2076","BELMONT AVENUE","0","0","0","15","0","5","2030800082","206","15","373","East Tremont","40.848179","-73.890123","10457"
"47767","49429","Preservation","2","3081","13","2012356","2121","BELMONT AVENUE","0","0","0","19","0","5","2030810013","206","15","373","East Tremont","40.849172","-73.889446","10457"
"47767","70285","Preservation","2","4838","21","2063397","755","EAST 224 STREET","0","0","0","7","1580","3","2048380021","212","12","406","Williamsbridge-Olinville","40.886621","-73.859319","10466"
"47767","70287","Preservation","2","4838","20","2063396","757","EAST 224 STREET","0","0","0","7","1580","3","2048380020","212","12","406","Williamsbridge-Olinville","40.886607","-73.859275","10466"
"47767","70671","Preservation","2","4850","51","2063899","812","EAST 226 STREET","0","0","0","6","1507","3","2048500051","212","12","406","Williamsbridge-Olinville","40.887372","-73.856522","10466"
"47772","9980","Preservation","1","2062","14","1061438","400","CONVENT AVENUE","0","0","0","39","9992","6","1020620014","109","7","231","Hamilton Heights","40.826047","-73.945219","10031"
"47805","59179","Preservation","2","3171","37","2092415","2239","CRESTON AVENUE","0","0","0","28","3938","5","2031710037","205","14","23704","Fordham South","40.85672","-73.901576","10453"
"47805","59205","Preservation","2","3172","28","2013889","2323","CRESTON AVENUE","0","0","0","37","5044","5","2031720028","205","14","23703","Fordham South","40.858465","-73.900532","10468"
"47805","59207","Preservation","2","3172","25","2013888","2333","CRESTON AVENUE","0","0","0","30","4435","5","2031720025","205","14","23703","Fordham South","40.858649","-73.90042","10468"
"47805","806404","Preservation","2","3171","37","2092414","2241","CRESTON AVENUE","0","0","0","27","3889","5","2031710037","205","14","23704","Fordham South","40.856753","-73.901558","10453"
"47838","308509","Preservation","3","1594","39","3043084","340","HART STREET","0","0","0","2","800","2","3015940039","303","36","281","Stuyvesant Heights","40.694397","-73.938043","11206"
"47838","321654","Preservation","3","1601","68","3043233","375","KOSCIUSZKO STREET","0","0","0","4","1380","3","3016010068","303","36","281","Stuyvesant Heights","40.692002","-73.939451","11221"
"47838","321766","Preservation","3","1607","26","3043454","540","KOSCIUSZKO STREET","0","0","0","6","2500","3","3016070026","303","36","289","Stuyvesant Heights","40.692791","-73.932476","11221"
"47838","322548","Preservation","3","1606","74","3043431","903","LAFAYETTE AVENUE","0","0","0","2","855","3","3016060074","303","36","289","Stuyvesant Heights","40.691646","-73.936058","11221"
"47838","322621","Preservation","3","1607","68","3043486","981","LAFAYETTE AVENUE","0","0","0","3","1100","3","3016070068","303","36","289","Stuyvesant Heights","40.692034","-73.932694","11221"
"47838","322622","Preservation","3","1607","67","3043485","983","LAFAYETTE AVENUE","0","0","0","3","1100","3","3016070067","303","36","289","Stuyvesant Heights","40.692039","-73.932629","11221"
"47838","357508","Preservation","3","1594","65","3043098","315","PULASKI STREET","0","0","0","8","1825","4","3015940065","303","36","281","Stuyvesant Heights","40.69364","-73.938242","11206"
"47838","378847","Preservation","3","1589","47","3042950","22","STUYVESANT AVENUE","0","0","0","8","2100","4","3015890047","303","36","287","Stuyvesant Heights","40.695801","-73.934619","11221"
"47838","379255","Preservation","3","1594","3","3043067","143","MARCUS GARVEY BOULEVARD","0","0","0","7","1430","4","3015940003","303","36","281","Stuyvesant Heights","40.693654","-73.940153","11206"
"47841","59988","Preservation","2","2939","1","2000000","1490","CROTONA PARK EAST","39","0","39","39","7646","6","2029420001","203","17","153","Crotona Park East","40.835654","-73.894947","10460"
"47850","63567","Preservation","2","2274","34","2000116","539","EAST 147 STREET","0","0","0","11","1937","5","2022740034","201","8","43","Mott Haven-Port Morris","40.813081","-73.914082","10455"
"47850","63568","Preservation","2","2274","33","2000115","541","EAST 147 STREET","0","0","0","10","1937","5","2022740033","201","8","43","Mott Haven-Port Morris","40.812974","-73.913753","10455"
"47858","65623","Preservation","2","2939","100","2009868","800","EAST 173 STREET","0","0","0","27","20530","5","2029390100","203","17","155","Crotona Park East","40.836781","-73.890475","10460"
"47861","396594","Preservation","3","3207","8","3072879","992","WILLOUGHBY AVENUE","0","0","0","8","2375","4","3032070008","304","34","423","Bushwick South","40.698685","-73.929243","11221"
"47862","112023","Preservation","2","2523","150","2003424","1015","SUMMIT AVENUE","0","0","0","37","6788","6","2025230150","204","8","189","Highbridge","40.833688","-73.929941","10452"
"47868","42098","Preservation","1","2033","21","1060529","211","WEST 147 STREET","0","12","12","12","3747","5","1020330021","110","9","234","Central Harlem North-Polo Grounds","40.823233","-73.938812","10039"
"47878","19629","Preservation","1","1643","51","1052261","152","EAST 116 STREET","0","9","9","9","0","5","1016430051","111","8","182","East Harlem North","40.79843","-73.941186","10029"
"47888","20827","Preservation","1","1753","49","1054195","46","EAST 129 STREET","0","10","10","10","3747","5","1017530049","111","9","206","Central Harlem North-Polo Grounds","40.80812","-73.938439","10035"
"47948","49241","Preservation","2","2707","42","2005521","748","BECK STREET","0","10","10","10","15300","5","2027070042","202","8","85","Longwood","40.816157","-73.898897","10455"
"47960","51236","Preservation","2","3293","39","2016794","2600","BRIGGS AVENUE","0","0","0","36","7898","5","2032930039","207","15","39901","Bedford Park-Fordham North","40.864151","-73.893307","10458"
"47960","59221","Preservation","2","3165","22","2013793","2414","CRESTON AVENUE","0","0","0","30","6563","5","2031650022","205","14","23703","Fordham South","40.860904","-73.899129","10468"
"47960","81557","Preservation","2","3209","45","2014559","2333","GRAND AVENUE","0","0","0","44","9000","6","2032090045","207","14","253","Kingsbridge Heights","40.860771","-73.90465","10468"
"47960","114432","Preservation","2","3145","26","2013410","2279","TIEBOUT AVENUE","0","0","0","15","2872","4","2031450026","205","15","38301","Fordham South","40.856214","-73.89751","10457"
"47962","60640","Preservation","2","2695","40","2005336","753","DAWSON STREET","11","0","11","11","2731","5","2026950040","202","17","85","Longwood","40.817376","-73.900098","10455"
"47962","109771","Preservation","2","2723","29","2005762","914","SIMPSON STREET","31","0","31","31","6977","5","2027230029","202","17","89","Hunts Point","40.820288","-73.893432","10459"
"48002","210828","Preservation","3","3305","19","3075614","64","BLEECKER STREET","0","0","0","3","1563","3","3033050019","304","34","419","Bushwick South","40.694341","-73.921981","11221"
"48002","230079","Preservation","3","3248","11","3073908","1560","DEKALB AVENUE","0","0","0","5","1615","3","3032480011","304","37","445","Bushwick North","40.703159","-73.920351","11237"
"48002","302967","Preservation","3","3456","45","3080321","27","GRANITE STREET","0","0","0","5","1648","3","3034560045","304","37","403","Bushwick South","40.682522","-73.907829","11207"
"48002","303837","Preservation","3","3287","40","3413942","1285","GREENE AVENUE","0","0","0","5","1373","3","3032870040","304","37","431","Bushwick North","40.697927","-73.919665","11237"
"48002","303867","Preservation","3","3289","44","3075122","1351","GREENE AVENUE","0","0","0","6","1953","3","3032890044","304","37","431","Bushwick North","40.699761","-73.91786","11237"
"48002","340299","Preservation","3","3012","8","3070725","26","MORGAN AVENUE","0","0","0","5","1494","3","3030120008","301","34","453","Bushwick North","40.704673","-73.931415","11237"
"48002","377625","Preservation","3","3246","38","3073844","195","STOCKHOLM STREET","0","0","0","5","1600","3","3032460038","304","37","429","Bushwick North","40.700138","-73.922173","11237"
"48002","396127","Preservation","3","3209","12","3072931","1116","WILLOUGHBY AVENUE","0","0","0","4","1375","3","3032090012","304","34","429","Bushwick North","40.701436","-73.925558","11237"
"48002","396200","Preservation","3","3211","17","3072995","1344","WILLOUGHBY AVENUE","0","0","0","3","1478","3","3032110017","304","34","445","Bushwick North","40.706233","-73.92082","11237"
"48002","398306","Preservation","3","3320","1","3075982","279","WYCKOFF AVENUE","0","0","0","2","2219","3","3033200001","304","37","441","Bushwick North","40.700848","-73.913437","11237"
"48002","398316","Preservation","3","3329","1","3076194","299","WYCKOFF AVENUE","0","0","0","3","1500","3","3033290001","304","37","441","Bushwick North","40.700427","-73.912676","11237"
"48003","90415","New Construction","2","3515","1","2092605","1711","LACOMBE AVENUE","0","0","0","120","18353","1","2035150001","209","18","20","Soundview-Castle Hill-Clason Point-Harding Park","40.814473","-73.865804","10473"
"48011","45506","Preservation","2","2878","61","2009001","1641","ANDREWS AVENUE SOUTH","60","0","60","60","55750","5","2028780061","205","14","21501","University Heights-Morris Heights","40.848236","-73.919411","10453"
"48012","939257","New Construction","2","3515","40","2127010","391","BRONX RIVER AVENUE","0","0","0","86","11802",,"2035150040","209","18","20","Soundview-Castle Hill-Clason Point-Harding Park","40.814436","-73.866773","10473"
