"_10_digit_bbl","borocode","block","lot","streetnumber","street_address","postcode","dof_square_footage","borough","latitude","longitude","community_board","council_district","census_tract","bin","nta"
"1015440019","1","1544","19","345","EAST   81 STREET","10028","217720","MANHATTAN","40.774183","-73.952952","108","5","138","1049854","Yorkville"
"1015447501","1","1544","7501","390","PARK AVE","10028","254708","MANHATTAN","40.75942","-73.972361","105","4","102","1035732","Midtown-Midtown South"
"1015460001","1","1546","1","9200","E PANORAMA CIR","10028","268750",,,,,,,,
"1015460023","1","1546","23","351","E 83RD ST","10028","267771","MANHATTAN","40.775426","-73.951962","108","5","138","1049931","Yorkville"
"1015460035","1","1546","35","20","W 55TH ST","10028","52900","MANHATTAN","40.762042","-73.975829","105","4","104","1034807","Midtown-Midtown South"
"1015470023","1","1547","23","300","E 34TH ST","10028","261150","MANHATTAN","40.744731","-73.975788","106","2","70","1078843","Murray Hill-Kips Bay"
"1015470049","1","1547","49","1632","2 AVENUE","10028","218170","MANHATTAN","40.77695","-73.952408","108","5","14601","1078565","Yorkville"
"1015480036","1","1548","36","334","EAST   86 STREET","10028","62990","MANHATTAN","40.777476","-73.950819","108","5","14601","1050007","Yorkville"
"1015487502","1","1548","7502","305","EAST   85 STREET","10028","110487","MANHATTAN","40.777024","-73.951813","108","5","14601","1088093","Yorkville"
"1015490018","1","1549","18","201","E 42ND ST","10028","154185","MANHATTAN","40.750714","-73.974295","106","4","88","1037549","Turtle Bay-East Midtown"
"1015500001","1","1550","1","1682","2 AVENUE","10128","138304","MANHATTAN","40.778643","-73.951169","108","5","14602","1050044","Yorkville"
"1015500007","1","1550","7","50","W 17TH ST","10128","113000","MANHATTAN","40.738585","-73.99384","105","3","54","1015405","Hudson Yards-Chelsea-Flatiron-Union Square"
"1015507501","1","1550","7501","5","E 43RD ST 14 FL","10128","276771","MANHATTAN","40.753965","-73.979921","105","4","94","1035356","Midtown-Midtown South"
"1015510005","1","1551","5","305","EAST   88 STREET","10128","73878","MANHATTAN","40.779046","-73.950454","108","5","14602","1078637","Yorkville"
"1015520023","1","1552","23","389","EAST   89 STREET","10128","209730","MANHATTAN","40.779037","-73.948489","108","5","154","1050118","Yorkville"
"1015530027","1","1553","27","1749","1 AVENUE","10128","164384","MANHATTAN","40.77981","-73.947247","108","5","154","1087664","Yorkville"
"1015540032","1","1554","32","342","EAST   92 STREET","10128","93200","MANHATTAN","40.781232","-73.947899","108","5","154","1081267","Yorkville"
"1015547501","1","1554","7501","666","BROADWAY","10128","185321","MANHATTAN","40.727065","-73.995378","102","1","5502","1008455","West Village"
"1015550023","1","1555","23","675","3RD AVE","10128","301851","MANHATTAN","40.750791","-73.973963","106","4","88","1037549","Turtle Bay-East Midtown"
"1015557501","1","1555","7501","415","MADISON AVE","10128","224509","MANHATTAN","40.756808","-73.976343","105","4","94","1035439","Midtown-Midtown South"
"1015560017","1","1556","17","1249","PARK AVE","10128","54450","MANHATTAN","40.78696","-73.952239","111","5","15802","1051717","East Harlem South"
"1015560023","1","1556","23","1740","BROADWAY","10128","340068","MANHATTAN","40.765098","-73.982095","105","4","137","1024877","Midtown-Midtown South"
"1015560040","1","1556","40","1","GUSTAVE L LEVY PL","10128","56700","MANHATTAN","40.790443","-73.953793","111","8","168","1083923","East Harlem South"
"1015570025","1","1557","25","345","EAST   94 STREET","10128","207037","MANHATTAN","40.782486","-73.946934","108","5","15601","1087329","Yorkville"
"1015577502","1","1557","7502","301","E 94TH ST","10128","121305","MANHATTAN","40.782799","-73.947678","108","5","15601","1050324","Yorkville"
"1015580003","1","1558","3","1844","2ND AVE","10128","102750","MANHATTAN","40.783785","-73.94741","108","5","15601","1087822","Yorkville"
"1015580040","1","1558","40","1249","PARK AVE","10128","149485","MANHATTAN","40.78696","-73.952239","111","5","15802","1051717","East Harlem South"
"1015580050","1","1558","50","1852","2 AVENUE","10128","62500","MANHATTAN","40.784021","-73.94724","108","5","15601","1050342","Yorkville"
"1015590005","1","1559","5","409","EAST   79 STREET","10075","130935","MANHATTAN","40.772155","-73.952213","108","5","136","1081274","Yorkville"
"1015590010","1","1559","10","9","E 38TH ST","10075","184816","MANHATTAN","40.750628","-73.981918","105","4","82","1017229","Murray Hill-Kips Bay"
"1015590019","1","1559","19","417","5TH AVE","10075","277073","MANHATTAN","40.750691","-73.982907","105","4","82","1017224","Murray Hill-Kips Bay"
"1015590033","1","1559","33",,"PO BOX 87407 19270","10075","137238",,,,,,,,
"1015600001","1","1560","1","110","E 59TH ST","10028","302049","MANHATTAN","40.762631","-73.969157","105","4","11203","1037165","Turtle Bay-East Midtown"
"1015600021","1","1560","21","7","PENN PLZ","10028","223798","MANHATTAN","40.74969","-73.993431","105","3","101","1014343","Midtown-Midtown South"
"1015600031","1","1560","31","44O","EAST   81 STREET","10028","56064","MANHATTAN","40.777444","-73.960731","108","4","142",,"Upper East Side-Carnegie Hill"
"1015610001","1","1561","1","1562","1ST AVE","10028","210428","MANHATTAN","40.773801","-73.951606","108","5","136","1050385","Yorkville"
"1015610021","1","1561","21","1533","YORK AVENUE","10028","502595","MANHATTAN","40.772807","-73.949415","108","5","136","1050396","Yorkville"
"1015627501","1","1562","7501","450","EAST   83 STREET","10028","198774","MANHATTAN","40.77444","-73.949663","108","5","136","1087459","Yorkville"
"1015630004","1","1563","4","1608","1 AVENUE","10028","302854","MANHATTAN","40.775266","-73.950539","108","5","136","1085139","Yorkville"
"1015630020","1","1563","20","449","EAST   83 STREET","10028","54482","MANHATTAN","40.774467","-73.949684","108","5","136","1050459","Yorkville"
"1015630032","1","1563","32","415","MADISON AVE","10028","112037","MANHATTAN","40.756808","-73.976343","105","4","94","1035439","Midtown-Midtown South"
"1015640047","1","1564","47","8","W 38TH ST","10028","207546","MANHATTAN","40.751215","-73.983354","105","4","84","1075696","Midtown-Midtown South"
"2033190029","2","3319","29","2830","MORRIS AVE","10468","58962","BRONX","40.870826","-73.893589","207","14","40303","2017537","Van Cortlandt Village"
"2033190050","2","3319","50","111","BROOK ST","10468","58232",,,,,,,,
"2033190064","2","3319","64",,"PO BOX 300449","10468","82500",,,,,,,,
"2033190072","2","3319","72","2914","JEROME AVE","10468","124492","BRONX","40.871924","-73.890225","207","14","40701","2017597","Van Cortlandt Village"
"2033190083","2","3319","83","2074","STEINWAY ST","10468","95000",,,,,,,,
"2033190103","2","3319","103","2895","GRAND CONCOURSE","10468","54000","BRONX","40.870974","-73.889601","207","14","40701","2017602","Van Cortlandt Village"
"2033190107","2","3319","107",,"PO BOX 771","10468","75560",,,,,,,,
"2033200013","2","3320","13","6","FURLER ST","10468","81700",,,,,,,,
"2033200044","2","3320","44","145","HUGUENOT ST  SUITE #","10458","71250",,,,,,,,
"2033200052","2","3320","52","2927","VALENTINE AVENUE","10458","59320","BRONX","40.870969","-73.887471","207","11","40702","2092517","Bedford Park-Fordham North"
"2033200060","2","3320","60","2922","GRAND CONCOURSE","10458","66469","BRONX","40.871519","-73.888627","207","11","40702","2017622","Bedford Park-Fordham North"
"2033210050","2","3321","50","3081","VILLA AVE","10468","76340","BRONX","40.874128","-73.888005","207","11","411","2017637","Bedford Park-Fordham North"
"2033220057","2","3322","57","3121","VILLA AVENUE","10468","106586","BRONX","40.875146","-73.887529","207","11","411","2116616","Bedford Park-Fordham North"
"2033230022","2","3323","22","3235","GRAND CONCOURSE","10468","105000","BRONX","40.877488","-73.885258","207","11","411","2017667","Bedford Park-Fordham North"
"2033240011","2","3324","11","75","W MOSHOLU PARKWAY N","10467","93242","BRONX","40.882876","-73.885111","207","11","421","2017672","Norwood"
"2033240013","2","3324","13","66","WEST GUN HILL ROAD","10467","51450","BRONX","40.883207","-73.884279","207","11","421","2017673","Norwood"
"2033240014","2","3324","14","POBOX11","WOODLAWN STATION","10467","64400",,,,,,,,
"2033240030","2","3324","30","2751","GRAND CONCOURSE","10467","53900","BRONX","40.868185","-73.89278","207","14","40303","2017431","Van Cortlandt Village"
"2033240063","2","3324","63","3475","KNOX PLACE","10467","60879","BRONX","40.882536","-73.882801","207","11","421","2017689","Norwood"
"2033240070","2","3324","70","3451","KNOX PLACE","10467","56000","BRONX","40.882212","-73.883178","207","11","421","2017691","Norwood"
"2033240082","2","3324","82","3425","KNOX PLACE","10467","68500","BRONX","40.881864","-73.883587","207","11","421","2017694","Norwood"
"2033240099","2","3324","99","15","W MOSHOLU PARKWAY N","10467","53041","BRONX","40.881019","-73.884138","207","11","421","2017698","Norwood"
"2033240123","2","3324","123","15","KIMBALL AVE","10467","82501",,,,,,,,
"2033240130","2","3324","130","3472","KNOX PLACE","10467","54000","BRONX","40.882497","-73.882819","207","11","421","2017707","Norwood"
"2033260001","2","3326","1","115","E MOSHOLU PARKWAY N","10467","92000","BRONX","40.877386","-73.882051","207","11","419","2017719","Norwood"
"2033260045","2","3326","45","N/A","N/A","10467","56000",,,,,,,,
"2033260064","2","3326","64","314","MCDONALD AVE","10467","61500",,,,,,,,
"2033260100","2","3326","100","1601","BRONXDALE AVE","10467","51540","BRONX","40.843548","-73.856945","211","13","238","2043253","Van Nest-Morris Park-Westchester Square"
"2033260105","2","3326","105","45","E MOSHOLU PARKWAY N","10467","70650","BRONX","40.879437","-73.88323","207","11","419","2017751","Norwood"
"2033260150","2","3326","150","55","EAST  208 STREET","10467","54775","BRONX","40.879634","-73.882311","207","11","419","2017762","Norwood"
"2033260155","2","3326","155","145","HUGUENOT ST  SUITE #","10467","58001",,,,,,,,
"2033270001","2","3327","1","111","E 210TH ST","10467","895256","BRONX","40.879885","-73.880481","207","11","421","2096399","Norwood"
"2033270067","2","3327","67","3424","DEKALB AVENUE","10467","65000","BRONX","40.880756","-73.882096","207","11","421","2017766","Norwood"
"2033270119","2","3327","119","1303","53RD ST","10467","55680",,,,,,,,
"2033270132","2","3327","132","287","E GUN HILL RD","10467","89250","BRONX","40.8793","-73.874819","207","11","431","2018623","Norwood"
"2033270142","2","3327","142","1510","SAINT PETERS AVE","10467","52500","BRONX","40.839951","-73.846674","210","13","200","2041877","Van Nest-Morris Park-Westchester Square"
"2033280010","2","3328","10","40","WORTH ST","10467","78600",,,,,,,,
"2033280039","2","3328","39","6485","BROADWAY","10467","88200","BRONX","40.905352","-73.896457","208","11","345","2091886","North Riverdale-Fieldston-Riverdale"
"2033280050","2","3328","50","20","W 55TH ST","10467","89250",,,,,,,,
"2033280064","2","3328","64","1601","BRONXDALE AVE","10467","60301","BRONX","40.843548","-73.856945","211","13","238","2043253","Van Nest-Morris Park-Westchester Square"
"2033280075","2","3328","75",,"PO BOX 5027","10467","70200",,,,,,,,
"2033280085","2","3328","85",,"PO BOX 599","10467","61000",,,,,,,,
"2033280090","2","3328","90","5600A","BROADWAY","10467","106550","BRONX","40.879534","-73.904345","208","11","283","2000000","Spuyten Duyvil-Kingsbridge"
"2033280097","2","3328","97","1601","BRONXDALE AVE","10467","52001","BRONX","40.843548","-73.856945","211","13","238","2043253","Van Nest-Morris Park-Westchester Square"
"2033280102","2","3328","102","3563","BAINBRIDGE AVE","10467","50075","BRONX","40.882871","-73.877918","207","11","431","2017809","Norwood"
"2033280108","2","3328","108","3555","BAINBRIDGE AVE","10467","66300","BRONX","40.882352","-73.878079","207","11","431","2017810","Norwood"
"2033280143","2","3328","143","210","W 90TH ST","10467","52001",,,,,,,,
"2033280171","2","3328","171","3535","ROCHAMBEAU AVENUE","10467","85094","BRONX","40.882408","-73.879058","207","11","431","2017831","Norwood"
"2033290010","2","3329","10","3572","DEKALB AVENUE","10467","66600","BRONX","40.884277","-73.878885","207","11","431","2017835","Norwood"
"2033290020","2","3329","20","3576","DEKALB AVENUE","10467","66600","BRONX","40.884346","-73.878834","207","11","431","2017836","Norwood"
"2033290064","2","3329","64","1601","BRONXDALE AVE","10467","60300","BRONX","40.843548","-73.856945","211","13","238","2043253","Van Nest-Morris Park-Westchester Square"
"2033290085","2","3329","85","315","HUDSON ST","10467","79275",,,,,,,,
"2033300073","2","3330","73","3156","PERRY AVE","10467","53000","BRONX","40.873707","-73.877932","207","11","425","2018304","Norwood"
"2033310001","2","3331","1","349","E 149TH ST","10467","69336","BRONX","40.81667","-73.919959","201","17","65","2000933","Melrose South-Mott Haven North"
"2033310020","2","3331","20","3060","DECATUR AVENUE","10467","52800","BRONX","40.870993","-73.879025","207","11","425","2017883","Norwood"
"2033320021","2","3332","21","145","HUGUENOT ST","10467","56000",,,,,,,,
"2033320042","2","3332","42",,"PO BOX 1847","10467","64740",,,,,,,,
"2033320072","2","3332","72","3055","DECATUR AVENUE","10467","55200","BRONX","40.870941","-73.879155","207","11","425","2017933","Norwood"
"2033320081","2","3332","81","375","E MOSHOLU PARKWAY N","10467","62118","BRONX","40.870662","-73.880049","207","11","425","2017934","Norwood"
"2033330001","2","3333","1","323","E MOSHOLU PARKWAY N","10467","61620","BRONX","40.871942","-73.880408","207","11","425","2017936","Norwood"
"2033340053","2","3334","53","1085","E 12TH ST","10467","75600",,,,,,,,
"2033350005","2","3335","5",,"PO BOX 1920","10467","73000",,,,,,,,
"2033350050","2","3335","50","3240","E TREMONT AVE","10467","87930","BRONX","40.835727","-73.833129","210","13","194","2095188","Schuylerville-Throgs Neck-Edgewater Park"
"2033350060","2","3335","60",,"PO BOX 139","10467","174705",,,,,,,,
"2033350118","2","3335","118","825","E 233RD ST","10467","75610","BRONX","40.892227","-73.853672","212","12","430","2068259","Woodlawn-Wakefield"
"2033350128","2","3335","128","3171","ROCHAMBEAU AVENUE","10467","50410","BRONX","40.875243","-73.880482","207","11","419","2018010","Norwood"
"2033350150","2","3335","150","3200","ROCHAMBEAU AVENUE","10467","55600","BRONX","40.876232","-73.880603","207","11","419","2018018","Norwood"
"2033350193","2","3335","193","3186","ROCHAMBEAU AVENUE","10467","70000","BRONX","40.875845","-73.880546","207","11","419","2018036","Norwood"
"2033360001","2","3336","1",,"PO BOX 1393","10467","69960",,,,,,,,
"2033360011","2","3336","11","3810","14TH AVE","10467","105060",,,,,,,,
"2033360027","2","3336","27","156A","E 83RD ST","10467","59000",,,,,,,,
"2033370035","2","3337","35","111","E 210TH ST","10467","312490","BRONX","40.879885","-73.880481","207","11","421","2096399","Norwood"
"2033380035","2","3338","35","111","E 210TH ST","10467","53500","BRONX","40.879885","-73.880481","207","11","421","2096399","Norwood"
"2033410034","2","3341","34","287","E GUN HILL RD","10467","68000","BRONX","40.8793","-73.874819","207","11","431","2018623","Norwood"
"2033410057","2","3341","57","312","E 206TH ST","10467","63000","BRONX","40.87487","-73.877886","207","11","423","2018120","Norwood"
"2033420001","2","3342","1","1919","WILLIAMSBRIDGE RD","10467","71000","BRONX","40.852799","-73.853325","211","13","250","2048553","Pelham Parkway"
"2028879100","2","2887","9100","110","WILLIAM ST","10456","100434",,,,,,,,
"2028910042","2","2891","42","308","EAST  175 STREET","10457","54100","BRONX","40.846622","-73.904381","205","15","231","2100983","Mount Hope"
"2028920011","2","2892","11","1325","CASTLE HILL AVE 2ND","10457","64032","BRONX","40.835129","-73.851954","209","18","222","2029046","Parkchester"
"2028920024","2","2892","24","320","EAST  176 STREET","10457","69145","BRONX","40.847472","-73.903216","205","15","231","2009375","Mount Hope"
"2028950001","2","2895","1","1402","WEBSTER AVE","10456","753113","BRONX","40.836389","-73.907294","203","16","14702","2092078","Claremont-Bathgate"
"2028970127","2","2897","127","1735","PARK AVE","10457","56700",,,,,,,,
"2029010001","2","2901","1","250","BROADWAY","10458","572187",,,,,,,,
"2029020036","2","2902","36","250","BROADWAY","10458","339386",,,,,,,,
"2029100001","2","2910","1","250","BROADWAY","10456","582125",,,,,,,,
"2029110001","2","2911","1","250","BROADWAY","10456","473722",,,,,,,,
"2029140001","2","2914","1","515","EASTERN AVE","10457","76000",,,,,,,,
"2029150001","2","2915","1","515","EASTERN AVE","10457","118400",,,,,,,,
"2029170017","2","2917","17","42","W 39TH 14TH FLOOR","10457","122650",,,,,,,,
"2029190005","2","2919","5","1574","BATHGATE AVE","10457","58954","BRONX","40.838844","-73.901515","203","16","167","2009582","Claremont-Bathgate"
"2029190043","2","2919","43","49","W 37TH ST","10457","78300",,,,,,,,
"2029200002","2","2920","2","1628","BATHGATE AVENUE","10457","57000","BRONX","40.840303","-73.900697","203","16","167","2086675","Claremont-Bathgate"
"2029210001","2","2921","1","515","EASTERN AVE","10457","110000",,,,,,,,
"2029230026","2","2923","26","52","CHAMBERS ST","10457","156422",,,,,,,,
"2029250042","2","2925","42","550","EAST  170 STREET","10456","102897","BRONX","40.834802","-73.90266","203","16","14701","2009616","Claremont-Bathgate"
"2029250050","2","2925","50","42","WEST 39TH ST, 14TH F","10456","53664",,,,,,,,
"2029260002","2","2926","2","420","MADISON AVE","10456","56135",,,,,,,,
"2029280028","2","2928","28","250","BROADWAY","10457","66990",,,,,,,,
"2029280030","2","2928","30","1511","FULTON AVE","10457","55200","BRONX","40.836743","-73.900492","203","16","169","2009646","Claremont-Bathgate"
"2029290008","2","2929","8","3872","3 AVENUE","10457","67625","BRONX","40.83889","-73.900662","203","16","167","2113141","Claremont-Bathgate"
"2029290028","2","2929","28","902","BROADWAY","10457","50088",,,,,,,,
"2029290031","2","2929","31","902","BROADWAY","10457","50600",,,,,,,,
"2029290074","2","2929","74","902","BROADWAY","10457","50760",,,,,,,,
"2029290082","2","2929","82","1625","FULTON AVENUE","10457","87413","BRONX","40.839561","-73.898912","203","16","167","2009658","Claremont-Bathgate"
"2029297501","2","2929","7501","3960","3 AVENUE","10457","292853","BRONX","40.840621","-73.899413","203","16","167","2119684","Claremont-Bathgate"
"2029300001","2","2930","1","52","CHAMBERS ST","10457","89873",,,,,,,,
"2029310073","2","2931","73","2","WASHINGTON ST","10456","56376",,,,,,,,
"2029310086","2","2931","86","250","BROADWAY","10456","89110",,,,,,,,
"2029320004","2","2932","4","595","EAST  170 STREET","10456","78300","BRONX","40.834386","-73.9009","203","16","149","2009719","Morrisania-Melrose"
"2033430042","2","3343","42","277","EAST  207 STREET","10467","75000","BRONX","40.875578","-73.877433","207","11","423","2018160","Norwood"
"2033430060","2","3343","60","3288","RESERVIOR OVAL EAST","10467","106351","BRONX","40.876296","-73.876922","207","11","423","2018163","Norwood"
"2033430100","2","3343","100","245","E 207TH ST","10467","51940","BRONX","40.875631","-73.878134","207","11","423","2018174","Norwood"
"2033430126","2","3343","126","3320","RESERVOIR OVAL EAST","10467","75821","BRONX","40.877026","-73.87606","207","11","423","2018185","Norwood"
"2033430180","2","3343","180","1919","WILLIAMSBRIDGE RD","10467","55000","BRONX","40.852799","-73.853325","211","13","250","2048553","Pelham Parkway"
"2033430204","2","3343","204",,"PO BOX 541168","10467","100829",,,,,,,,
"2033430212","2","3343","212","287","E GUN HILL RD","10467","59000","BRONX","40.8793","-73.874819","207","11","431","2018623","Norwood"
"2033430227","2","3343","227",,"PO BOX 40211","10467","55001",,,,,,,,
"2033430245","2","3343","245","206","EAST GUN HILL ROAD","10467","673920","BRONX","40.880532","-73.877369","207","11","421","2018225","Norwood"
"2033430260","2","3343","260","5683","RIVERDALE AVENUE SUI","10467","148000","BRONX","40.906451","-73.904219","208","11","323","2086317","North Riverdale-Fieldston-Riverdale"
"2033430283","2","3343","283","111","E 210TH ST","10467","434650","BRONX","40.879885","-73.880481","207","11","421","2096399","Norwood"
"2033430300","2","3343","300","111","E 210TH ST","10467","115776","BRONX","40.879885","-73.880481","207","11","421","2096399","Norwood"
"1015680021","1","1568","21","1200","UNION TPKE","10128","315710",,,,,,,,
"2033430359","2","3343","359","5676-78","RIVERDALE AVE","10467","77700","BRONX","40.906226","-73.904259","208","11","337","2085164","North Riverdale-Fieldston-Riverdale"
"2033440001","2","3344","1","3206","OXFORD AVE","10467","54000","BRONX","40.884053","-73.909491","208","11","295","2091878","Spuyten Duyvil-Kingsbridge"
"2033440005","2","3344","5","3510","BAINBRIDGE AVE","10467","56500","BRONX","40.881313","-73.878395","207","11","431","2018255","Norwood"
"2033440012","2","3344","12","19","CEDAR LN","10467","71827",,,,,,,,
"2033440014","2","3344","14","3153","PERRY AVE","10467","61000","BRONX","40.873783","-73.877881","207","11","425","2018108","Norwood"
"2033440036","2","3344","36",,"PO BOX 1920","10467","124896",,,,,,,,
"2033440052","2","3344","52","3530","WAYNE AVE","10467","80724","BRONX","40.881144","-73.877444","207","11","431","2018271","Norwood"
"2033440076","2","3344","76","3333","NEW HYDE PARK RD","10467","87606",,,,,,,,
"2033440086","2","3344","86","11","BALINT DR","10467","53700",,,,,,,,
"2033440102","2","3344","102","2","HAMILTON AVE","10467","160000",,,,,,,,
"2033450019","2","3345","19","3156","PERRY AVE","10467","55000","BRONX","40.873707","-73.877932","207","11","425","2018304","Norwood"
"2033460010","2","3346","10","3210","PERRY AVENUE","10467","57500","BRONX","40.874921","-73.876906","207","11","42901","2018333","Norwood"
"2033470001","2","3347","1","3250","PERRY AVENUE","10467","60000","BRONX","40.875818","-73.876243","207","11","42902","2018348","Norwood"
"2033470010","2","3347","10","3260","PERRY AVENUE","10467","52800","BRONX","40.876018","-73.876091","207","11","42902","2018349","Norwood"
"2033470029","2","3347","29","3288","PERRY AVENUE","10467","56685","BRONX","40.8768","-73.87551","207","11","42902","2018358","Norwood"
"2033480054","2","3348","54","825","E 233RD ST","10467","54375","BRONX","40.892227","-73.853672","212","12","430","2068259","Woodlawn-Wakefield"
"2033480060","2","3348","60","145","HUGUENOT ST","10467","50400",,,,,,,,
"2033480071","2","3348","71","3810","14TH AVE","10467","54000",,,,,,,,
"2033490027","2","3349","27","5676","RIVERDALE AVE","10467","78300","BRONX","40.906226","-73.904259","208","11","337","2085164","North Riverdale-Fieldston-Riverdale"
"2033500034","2","3350","34","733","YONKERS AVE","10467","71400",,,,,,,,
"2033520012","2","3352","12","20","W 55TH ST","10467","52000",,,,,,,,
"2033520045","2","3352","45","111","BROOK ST","10467","61000",,,,,,,,
"2033530033","2","3353","33","3176","DECATUR AVE","10467","59000","BRONX","40.873032","-73.876259","207","11","425","2018546","Norwood"
"2033540009","2","3354","9","3212","DECATUR AVENUE","10467","51250","BRONX","40.874203","-73.875284","207","11","42901","2018556","Norwood"
"2033540026","2","3354","26","301","MCLEAN AVE","10467","63340",,,,,,,,
"2033540047","2","3354","47","1601","BRONXDALE AVE","10467","82500","BRONX","40.843548","-73.856945","211","13","238","2043253","Van Nest-Morris Park-Westchester Square"
"2033550104","2","3355","104","3366","DECATUR AVE","10467","64000","BRONX","40.877681","-73.872884","207","11","42902","2018610","Norwood"
"2033560003","2","3356","3","275","E GUN HILL RD","10467","96443","BRONX","40.879456","-73.875115","207","11","431","2018624","Norwood"
"2033560028","2","3356","28","263","E GUN HILL RD","10467","50652","BRONX","40.879696","-73.875585","207","11","431","2018626","Norwood"
"2033560107","2","3356","107","733","YONKERS AVE","10467","67500",,,,,,,,
"2033560120","2","3356","120",,"PO BOX 190165","10467","86421",,,,,,,,
"2033560122","2","3356","122",,"PO BOX 541168","10467","53010",,,,,,,,
"2033560140","2","3356","140","5676","RIVERSIDE AVE","10467","63790",,,,,,,,
"2033560146","2","3356","146","5600A","BROADWAY","10467","92988","BRONX","40.879534","-73.904345","208","11","283","2000000","Spuyten Duyvil-Kingsbridge"
"2033560164","2","3356","164",,"PO BOX 29","10467","85680",,,,,,,,
"2033560180","2","3356","180","3530","DECATUR AVENUE","10467","66000","BRONX","40.879286","-73.872306","207","11","431","2018651","Norwood"
"2033560185","2","3356","185","3540","DECATUR AVENUE","10467","67000","BRONX","40.879393","-73.872262","207","11","431","2018652","Norwood"
"2033570248","2","3357","248","415","EAST  204 STREET","10467","50760","BRONX","40.870785","-73.876505","207","11","425","2018686","Norwood"
