"unique_key","account","opendate","complaint_type","descriptor","zip","borough","city","council_dist","community_board","closedate"
"NYCC04507604","NYCC04","2022-09-02T00:00:00.000","Health",,"10065","Manhattan","New York","NYCC04","08 Manhattan",
"NYCC23519162","NYCC23","2022-09-02T00:00:00.000","Public Safety","Illegal Parking","11366","Queens","Fresh Meadows","NYCC23","08 Queens",
"NYCC46514604","NYCC46","2022-09-02T00:00:00.000","Housing and Buildings",,"11236","Brooklyn","Brooklyn","NYCC46","18 Brooklyn",
"NYCC18502555","NYCC18","2022-09-02T00:00:00.000","COVID-19",,"10009","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC46514605","NYCC46","2022-09-02T00:00:00.000","Parks","Park Maintenance",,,"Brooklyn",," ","2022-09-09T00:00:00.000"
"NYCC50535960","NYCC50","2022-09-02T00:00:00.000","Education","Transfers","10304","Staten Island","Staten Island","NYCC50","02 Staten Island",
"NYCC46514606","NYCC46","2022-09-02T00:00:00.000","Parks","Park Maintenance","11234","Brooklyn","Brooklyn","NYCC46","18 Brooklyn",
"NYCC13509768","NYCC13","2022-09-02T00:00:00.000",,,,,,," ",
"NYCC50535962","NYCC50","2022-09-02T00:00:00.000","Public Safety","Drag Racing","10314","Staten Island","Staten Island","NYCC50","02 Staten Island",
"NYCC23519164","NYCC23","2022-09-02T00:00:00.000","Finance","SCRIE","11365","Queens","Fresh Meadows","NYCC23","08 Queens",
"NYCC06533476","NYCC06","2022-09-02T00:00:00.000","General Welfare","Medicaid",,"Manhattan","New York",,,
"NYCC46514607","NYCC46","2022-09-02T00:00:00.000","Sanitation","Street Cleaning","11236","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-02T00:00:00.000"
"NYCC48530216","NYCC48","2022-09-02T00:00:00.000","Transportation","Sidewalks","11210","Brooklyn","Brooklyn","NYCC48","14 Brooklyn","2022-09-02T00:00:00.000"
"NYCC23519161","NYCC23","2022-09-02T00:00:00.000","Parks","Playground/Park Hours","11364","Queens","Oakland Gardens","NYCC23","11 Queens",
"NYCC23519160","NYCC23","2022-09-02T00:00:00.000","Finance","Property Tax Rebate","11364","Queens","Oakland Gardens","NYCC23","11 Queens",
"NYCC50535959","NYCC50","2022-09-02T00:00:00.000","Education","Transfers","10304","Staten Island","Staten Island","NYCC50","02 Staten Island",
"NYCC06533481","NYCC06","2022-09-02T00:00:00.000","Housing and Buildings","Lease Issue","10024","Manhattan","New York","NYCC06","07 Manhattan","2022-09-02T00:00:00.000"
"NYCC06533496","NYCC06","2022-09-02T00:00:00.000","General Welfare","Food Stamps","10023","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC20506337","NYCC20","2022-09-02T00:00:00.000","Environment",,"11413","Queens","Laurelton","NYCC31","13 Queens",
"NYCC13509770","NYCC13","2022-09-02T00:00:00.000",,,"10462","Bronx","Bronx","NYCC13","11 Bronx",
"NYCC02530421","NYCC02","2022-09-02T00:00:00.000","Public Safety","Home Robbery / Theft","10002","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC48530217","NYCC48","2022-09-02T00:00:00.000","Sanitation","Recycling","11229","Brooklyn","Brooklyn","NYCC48","15 Brooklyn","2022-09-06T00:00:00.000"
"NYCC23519159","NYCC23","2022-09-02T00:00:00.000","Public Safety","Illegal Parking","11040",,"New Hyde Park",," ",
"NYCC50535968","NYCC50","2022-09-02T00:00:00.000","General Welfare","Public Assistance","10304","Staten Island","Staten Island","NYCC49","01 Staten Island","2022-09-06T00:00:00.000"
"NYCC10511048","NYCC10","2022-09-01T00:00:00.000","Housing and Buildings","Rental Arrears","10031","Manhattan","New York","NYCC07","09 Manhattan","2022-09-01T00:00:00.000"
"NYCC10511049","NYCC10","2022-09-01T00:00:00.000","Youth Services",,"10009","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC49512652","NYCC49","2022-09-01T00:00:00.000","Public Safety",,"10303","Staten Island","Staten Island","NYCC49","01 Staten Island",
"NYCC37506330","NYCC37","2022-09-01T00:00:00.000","Health","Rats/Rodents","11233","Brooklyn","Brooklyn","NYCC37","16 Brooklyn",
"NYCC37506329","NYCC37","2022-09-01T00:00:00.000","General Welfare",,"11207",,"Brooklyn",," ",
"NYCC10511050","NYCC10","2022-09-01T00:00:00.000","Finance","SCRIE","10033","Manhattan","New York","NYCC10","12 Manhattan","2022-09-01T00:00:00.000"
"NYCC37506328","NYCC37","2022-09-01T00:00:00.000","Housing and Buildings",,"11221","Brooklyn","Brooklyn","NYCC37","04 Brooklyn",
"NYCC10511045","NYCC10","2022-09-01T00:00:00.000","Housing and Buildings","Seeking an affordable housing/apartment","10040","Manhattan","New York","NYCC10","12 Manhattan","2022-09-01T00:00:00.000"
"NYCC10511042","NYCC10","2022-09-01T00:00:00.000","Housing and Buildings","Senior Housing",,,,," ","2022-09-01T00:00:00.000"
"NYCC05553329","NYCC05","2022-09-01T00:00:00.000","Youth Services",,"10009","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC10511046","NYCC10","2022-09-01T00:00:00.000","Housing and Buildings","Seeking an affordable housing/apartment","10040","Manhattan","New York","NYCC10","12 Manhattan","2022-09-01T00:00:00.000"
"NYCC10511041","NYCC10","2022-09-01T00:00:00.000","Housing and Buildings","Seeking an affordable housing/apartment","10033","Manhattan","New York","NYCC10","12 Manhattan","2022-09-01T00:00:00.000"
"NYCC10511043","NYCC10","2022-09-01T00:00:00.000","Housing and Buildings","NYCHA Misc.","10033","Manhattan","New York","NYCC10","12 Manhattan","2022-09-01T00:00:00.000"
"NYCC12501877","NYCC12","2022-09-01T00:00:00.000","Please choose an issue...",,"10475","Bronx","Bronx","NYCC12","10 Bronx",
"NYCC10511040","NYCC10","2022-09-01T00:00:00.000","Housing and Buildings","Lease Issue","10032","Manhattan","New York","NYCC10","12 Manhattan","2022-09-01T00:00:00.000"
"NYCC02530416","NYCC02","2022-09-01T00:00:00.000","Public Safety","Illegal Parking","11235","Brooklyn","Brooklyn","NYCC48","13 Brooklyn","2022-09-12T00:00:00.000"
"NYCC37506325","NYCC37","2022-09-01T00:00:00.000","Housing and Buildings","Tenant Harassment","11233","Brooklyn","Brooklyn","NYCC37","16 Brooklyn",
"NYCC51505954","NYCC51","2022-09-01T00:00:00.000","Health","Birth Certificates","10312","Staten Island","Staten Island","NYCC51","03 Staten Island","2022-09-07T00:00:00.000"
"NYCC38511547","NYCC38","2022-09-01T00:00:00.000","Education","Transfers",,,,," ","2022-09-02T00:00:00.000"
"NYCC51505955","NYCC51","2022-09-01T00:00:00.000","Sanitation","Litter",,,"Staten Island",," ","2022-09-01T00:00:00.000"
"NYCC06533468","NYCC06","2022-09-01T00:00:00.000","Housing and Buildings","Gas","10023","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC38511548","NYCC38","2022-09-01T00:00:00.000","Civil Service and Labor","Workplace Conditions",,,,," ",
"NYCC51505953","NYCC51","2022-09-01T00:00:00.000","Finance","Property Tax Rebate","10312","Staten Island","Staten Island","NYCC51","03 Staten Island",
"NYCC06533469","NYCC06","2022-09-01T00:00:00.000","Housing and Buildings","Accessibility","10025","Manhattan","New York","NYCC06","07 Manhattan","2022-09-01T00:00:00.000"
"NYCC02530414","NYCC02","2022-09-01T00:00:00.000","Housing and Buildings","Repair Assistance","10033","Manhattan","New York","NYCC10","12 Manhattan",
"NYCC38511551","NYCC38","2022-09-01T00:00:00.000",,,,,"Brooklyn",," ",
"NYCC38511546","NYCC38","2022-09-01T00:00:00.000","Housing and Buildings","HPD Housing Lottery","11220","Brooklyn","Brooklyn","NYCC38","07 Brooklyn","2022-09-01T00:00:00.000"
"NYCC45507672","NYCC45","2022-09-01T00:00:00.000","MENTAL HEALTH-DISABILITY-",,"11230","Brooklyn","Brooklyn","NYCC45","14 Brooklyn",
"NYCC45507673","NYCC45","2022-09-01T00:00:00.000","Legal Services",,,,,," ",
"NYCC06533471","NYCC06","2022-09-01T00:00:00.000","Housing and Buildings","Building Maintenance","10024","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC45507671","NYCC45","2022-09-01T00:00:00.000","Legal Services",,"11230","Brooklyn","Brooklyn","NYCC45","14 Brooklyn",
"NYCC45507674","NYCC45","2022-09-01T00:00:00.000","Legal Services","Misc (Wills/Court Docs/etc.)",,,,,,
"NYCC02530412","NYCC02","2022-09-01T00:00:00.000","Housing and Buildings","NYCHA Building Maintenance","10009","Manhattan","New York","NYCC02","03 Manhattan","2022-09-01T00:00:00.000"
"NYCC02530415","NYCC02","2022-09-01T00:00:00.000","Public Safety","Identity Theft","10016","Manhattan","New York","NYCC02","06 Manhattan","2022-09-09T00:00:00.000"
"NYCC16502923","NYCC16","2022-09-01T00:00:00.000","Education",,"10451","Bronx","Bronx","NYCC17","01 Bronx",
"NYCC13509756","NYCC13","2022-09-01T00:00:00.000",,,"10465","Bronx","Bronx","NYCC13","10 Bronx",
"NYCC03555280","NYCC03","2022-09-01T00:00:00.000","Housing and Buildings",,"10014","Manhattan","New York","NYCC03","02 Manhattan",
"NYCC13509755","NYCC13","2022-09-01T00:00:00.000",,,"10461","Bronx","Bronx","NYCC13","11 Bronx",
"NYCC48530213","NYCC48","2022-09-01T00:00:00.000","Sanitation","Dirty Sidewalk",,,,," ","2022-09-04T00:00:00.000"
"NYCC34519569","NYCC34","2022-09-01T00:00:00.000","Parks",,"11221","Brooklyn","Brooklyn","NYCC34","04 Brooklyn",
"NYCC48530212","NYCC48","2022-09-01T00:00:00.000","General Welfare","Public Assistance","11224","Brooklyn","Brooklyn","NYCC48","13 Brooklyn","2022-09-01T00:00:00.000"
"NYCC48530214","NYCC48","2022-09-01T00:00:00.000","Parks",,"11229","Brooklyn","Brooklyn","NYCC46","15 Brooklyn",
"NYCC13509765","NYCC13","2022-09-01T00:00:00.000",,,,,"Bronx","NYCC"," ",
"NYCC44522684","NYCC44","2022-09-01T00:00:00.000","Public Safety",,"11219","Brooklyn","Brooklyn","NYCC38","11 Brooklyn",
"NYCC01513235","NYCC01","2022-09-01T00:00:00.000","Economy/Jobs","Unemployment Insuran","10002","Manhattan","New York","NYCC01","03 Manhattan","2022-09-01T00:00:00.000"
"NYCC01513236","NYCC01","2022-09-01T00:00:00.000","MENTAL HEALTH-DISABILITY-",,,,,," ",
"NYCC03555281","NYCC03","2022-09-01T00:00:00.000","Land Use and Zoning","Zoning","10001","Manhattan","New York","NYCC03","04 Manhattan","2022-09-06T00:00:00.000"
"NYCC27504274","NYCC27","2022-09-01T00:00:00.000","Public Safety","NYPD Personnel","11413","Queens","Laurelton","NYCC31","13 Queens","2022-09-01T00:00:00.000"
"NYCC13509766","NYCC13","2022-09-01T00:00:00.000","Public Safety",,"10009","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC13509754","NYCC13","2022-09-01T00:00:00.000",,,"10465","Bronx","Bronx","NYCC13","10 Bronx",
"NYCC09503681","NYCC09","2022-09-01T00:00:00.000","Transportation",,"10035","Manhattan","New York","NYCC09","11 Manhattan",
"NYCC03555283","NYCC03","2022-09-01T00:00:00.000","Public Safety","Drug Activity","10001","Manhattan","New York","NYCC04","05 Manhattan","2022-09-08T00:00:00.000"
"NYCC09503682","NYCC09","2022-09-01T00:00:00.000","Parks",,"10030","Manhattan","New York","NYCC09","10 Manhattan",
"NYCC48530209","NYCC48","2022-09-01T00:00:00.000","Education","School Choice",,,,," ","2022-09-06T00:00:00.000"
"NYCC48530210","NYCC48","2022-09-01T00:00:00.000","Immigration","UKRAINE WAR","11235","Brooklyn","Brooklyn","NYCC48","15 Brooklyn",
"NYCC13509749","NYCC13","2022-09-01T00:00:00.000",,,"10462","Bronx","Bronx","NYCC13","11 Bronx",
"NYCC46514599","NYCC46","2022-09-01T00:00:00.000","Public Safety","Home Robbery / Theft","11234","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-01T00:00:00.000"
"NYCC46514600","NYCC46","2022-09-01T00:00:00.000","General Welfare","FEPS - Family Eviction Prevention Subsidy","11236","Brooklyn","Brooklyn","NYCC46","18 Brooklyn",
"NYCC46514602","NYCC46","2022-09-01T00:00:00.000","Finance","Tax Exemption","11236","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-02T00:00:00.000"
"NYCC48530211","NYCC48","2022-09-01T00:00:00.000","Education","Special Education","11230","Brooklyn","Brooklyn","NYCC48","14 Brooklyn","2022-09-08T00:00:00.000"
"NYCC13509748","NYCC13","2022-09-01T00:00:00.000",,,"10461","Bronx","Bronx","NYCC13","10 Bronx",
"NYCC46514601","NYCC46","2022-09-01T00:00:00.000","Education","Teacher Termination","11236","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-01T00:00:00.000"
"NYCC13509750","NYCC13","2022-09-01T00:00:00.000",,,"10465","Bronx","Bronx","NYCC13","10 Bronx",
"NYCC13509753","NYCC13","2022-09-01T00:00:00.000",,,"10465","Bronx","Bronx","NYCC13","10 Bronx",
"NYCC46514597","NYCC46","2022-09-01T00:00:00.000","Transportation","Pedestrian Safety","11234","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-01T00:00:00.000"
"NYCC50535958","NYCC50","2022-09-01T00:00:00.000","Public Safety","Community Policing","10310","Staten Island","Staten Island","NYCC49","01 Staten Island","2022-09-01T00:00:00.000"
"NYCC46514596","NYCC46","2022-09-01T00:00:00.000","Immigration","U.S. Citizenship","11234","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-01T00:00:00.000"
"NYCC46514598","NYCC46","2022-09-01T00:00:00.000","Utilities","National Grid","11234","Brooklyn","Brooklyn","NYCC46","18 Brooklyn",
"NYCC40516031","NYCC40","2022-09-01T00:00:00.000","Youth Services",,"10009","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC46514595","NYCC46","2022-09-01T00:00:00.000","Immigration","U.S. Citizenship","11210","Brooklyn","Brooklyn","NYCC45","14 Brooklyn","2022-09-01T00:00:00.000"
"NYCC23519153","NYCC23","2022-09-01T00:00:00.000",,,"11427","Queens","Queens Village","NYCC23","11 Queens",
"NYCC23519152","NYCC23","2022-09-01T00:00:00.000","Parks","Tree Planting/Pruning","11364","Queens","Oakland Gardens","NYCC23","11 Queens",
"NYCC23519154","NYCC23","2022-09-01T00:00:00.000","Quality of Life","Noise - Other","11426","Queens","Bellerose","NYCC23","13 Queens",
"NYCC23519151","NYCC23","2022-09-01T00:00:00.000","Parks","Tree Sidewalk Prog","11364","Queens","Bayside Hills","NYCC23","11 Queens",
"NYCC23519155","NYCC23","2022-09-01T00:00:00.000","Parks","Tree Sidewalk Prog","11426","Queens","Bellerose","NYCC23","13 Queens",
"NYCC39513499","NYCC39","2022-09-01T00:00:00.000","Housing and Buildings",,"11215","Brooklyn","Brooklyn","NYCC39","06 Brooklyn",
"NYCC23519156","NYCC23","2022-09-01T00:00:00.000","Public Safety","Abandoned Vehicle","11426","Queens","Bellerose","NYCC23","13 Queens","2022-09-07T00:00:00.000"
"NYCC50535954","NYCC50","2022-09-01T00:00:00.000","Environment","Noise Level Measuring Request",,,,," ","2022-09-02T00:00:00.000"
"NYCC23519157","NYCC23","2022-09-01T00:00:00.000","Transportation","Curb Condition","11427","Queens","Queens Village","NYCC23","13 Queens","2022-09-02T00:00:00.000"
"NYCC50535955","NYCC50","2022-09-01T00:00:00.000","Health","Insects",,,,," ","2022-09-01T00:00:00.000"
"NYCC02530411","NYCC02","2022-09-01T00:00:00.000","Economy/Jobs","Seeking Employment","10016","Manhattan","New York","NYCC02","06 Manhattan",
"NYCC03555284","NYCC03","2022-09-01T00:00:00.000","Transportation","Bicycles","10036","Manhattan","New York","NYCC03","05 Manhattan","2022-09-08T00:00:00.000"
"NYCC50535953","NYCC50","2022-09-01T00:00:00.000","Utilities","National Grid","10314","Staten Island","Staten Island","NYCC50","02 Staten Island","2022-09-02T00:00:00.000"
"NYCC23519158","NYCC23","2022-09-01T00:00:00.000","Governmental Operations","Form Letter","10009","Manhattan","New York","NYCC02","03 Manhattan","2022-09-02T00:00:00.000"
"NYCC50535956","NYCC50","2022-09-01T00:00:00.000","Transportation","Street Signs","10314","Staten Island","Staten Island","NYCC50","01 Staten Island",
"NYCC50535952","NYCC50","2022-09-01T00:00:00.000","Governmental Operations","311 Call Center","10309","Staten Island","Staten Island","NYCC51","03 Staten Island","2022-09-01T00:00:00.000"
"NYCC10511044","NYCC10","2022-09-01T00:00:00.000","Housing and Buildings","Section 8","10032","Manhattan","New York","NYCC10","12 Manhattan","2022-09-01T00:00:00.000"
"NYCC50535957","NYCC50","2022-09-01T00:00:00.000","Transportation","Traffic Signals","10314","Staten Island","Staten Island","NYCC50","01 Staten Island",
"NYCC46514594","NYCC46","2022-09-01T00:00:00.000","Immigration","U.S. Citizenship","11234","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-01T00:00:00.000"
"NYCC37506327","NYCC37","2022-09-01T00:00:00.000","Utilities","Con Edison","11237",,"Brooklyn","NYCC"," ",
"NYCC08508667","NYCC08","2022-08-31T00:00:00.000","Public Safety",,"10029","Manhattan","New York","NYCC08","11 Manhattan",
"NYCC08508663","NYCC08","2022-08-31T00:00:00.000","Legal Services","Misc (Wills/Court Docs/etc.)",,"Manhattan","New York",,,"2022-08-31T00:00:00.000"
"NYCC48530202","NYCC48","2022-08-31T00:00:00.000","Legal Services","Misc (Wills/Court Docs/etc.)",,,"Brooklyn",,,"2022-08-31T00:00:00.000"
"NYCC08508664","NYCC08","2022-08-31T00:00:00.000","Housing and Buildings","Supportive Housing","10029","Manhattan","New York","NYCC08","11 Manhattan",
"NYCC08508662","NYCC08","2022-08-31T00:00:00.000","General Welfare","Medicaid",,"Manhattan","New York",,,"2022-08-31T00:00:00.000"
"NYCC48530201","NYCC48","2022-08-31T00:00:00.000","Immigration","Passport","11229","Brooklyn","Brooklyn","NYCC48","15 Brooklyn","2022-08-31T00:00:00.000"
"NYCC48530203","NYCC48","2022-08-31T00:00:00.000",,,"11229","Brooklyn","Brooklyn","NYCC48","15 Brooklyn",
"NYCC08508665","NYCC08","2022-08-31T00:00:00.000","Housing and Buildings","NYCHA Misc.","10035","Manhattan","New York","NYCC08","11 Manhattan","2022-09-06T00:00:00.000"
"NYCC48530204","NYCC48","2022-08-31T00:00:00.000","Finance","Budget Allocation Issue",,,,," ","2022-08-31T00:00:00.000"
"NYCC28507767","NYCC28","2022-08-31T00:00:00.000","Please choose an issue...",,"10458","Bronx","Bronx","NYCC15","07 Bronx",
"NYCC08508666","NYCC08","2022-08-31T00:00:00.000","Housing and Buildings","NYCHA Misc.","10035","Manhattan","New York","NYCC08","11 Manhattan","2022-08-31T00:00:00.000"
"NYCC28507768","NYCC28","2022-08-31T00:00:00.000","Education",,"10458","Bronx","Bronx","NYCC15","07 Bronx",
"NYCC08508661","NYCC08","2022-08-31T00:00:00.000","Housing and Buildings","NYCHA Misc.","10035","Manhattan","New York","NYCC08","11 Manhattan",
"NYCC48530207","NYCC48","2022-08-31T00:00:00.000",,,"11235","Brooklyn","Brooklyn","NYCC48","15 Brooklyn",
"NYCC02530407","NYCC02","2022-08-31T00:00:00.000","Public Safety","Corrections","10032","Manhattan","New York","NYCC10","12 Manhattan","2022-09-09T00:00:00.000"
"NYCC20506336","NYCC20","2022-08-31T00:00:00.000","Health",,"11354","Queens","Flushing","NYCC20","07 Queens",
"NYCC48530200","NYCC48","2022-08-31T00:00:00.000","Housing and Buildings","NYCHA Misc.","11235","Brooklyn","Brooklyn","NYCC48","13 Brooklyn",
"NYCC37506320","NYCC37","2022-08-31T00:00:00.000","Housing and Buildings","Section 8","11207","Brooklyn","Brooklyn","NYCC37","05 Brooklyn","2022-09-09T00:00:00.000"
"NYCC08508659","NYCC08","2022-08-31T00:00:00.000","Housing and Buildings","ONE SHOT DEAL","10029","Manhattan","New York","NYCC08","11 Manhattan","2022-08-31T00:00:00.000"
"NYCC48530195","NYCC48","2022-08-31T00:00:00.000","Sanitation","Missed Collection","11235","Brooklyn","Brooklyn","NYCC48","13 Brooklyn","2022-09-07T00:00:00.000"
"NYCC37506321","NYCC37","2022-08-31T00:00:00.000","Education",,"11208","Brooklyn","Brooklyn","NYCC37","05 Brooklyn",
"NYCC10511037","NYCC10","2022-08-31T00:00:00.000","General Welfare","Public Assistance","10468","Bronx","Bronx","NYCC14","07 Bronx","2022-08-31T00:00:00.000"
"NYCC48530193","NYCC48","2022-08-31T00:00:00.000","Finance","Budget Allocation Issue",,,,," ","2022-08-31T00:00:00.000"
"NYCC48530196","NYCC48","2022-08-31T00:00:00.000","Sanitation","Litter","11235",,"Brooklyn",," ",
"NYCC08508658","NYCC08","2022-08-31T00:00:00.000","General Welfare","Food Stamps","10454",,,," ","2022-09-06T00:00:00.000"
"NYCC48530197","NYCC48","2022-08-31T00:00:00.000",,,"11235","Brooklyn","Brooklyn","NYCC48","15 Brooklyn",
"NYCC37506322","NYCC37","2022-08-31T00:00:00.000",,,,,,," ",
"NYCC10511038","NYCC10","2022-08-31T00:00:00.000","Housing and Buildings","Seeking an affordable housing/apartment","10034","Manhattan","New York","NYCC10","12 Manhattan","2022-08-31T00:00:00.000"
"NYCC48530192","NYCC48","2022-08-31T00:00:00.000",,,,,,," ",
"NYCC37506323","NYCC37","2022-08-31T00:00:00.000","Housing and Buildings","HPD Housing Lottery",,,,," ",
"NYCC28507766","NYCC28","2022-08-31T00:00:00.000","Education",,"10458","Bronx","Bronx","NYCC15","07 Bronx",
"NYCC10511036","NYCC10","2022-08-31T00:00:00.000","Housing and Buildings","Seeking an affordable housing/apartment","10034","Manhattan","New York","NYCC10","12 Manhattan","2022-08-31T00:00:00.000"
"NYCC48530191","NYCC48","2022-08-31T00:00:00.000","General Welfare","SSI and Social Security","11235","Brooklyn","Brooklyn","NYCC48","13 Brooklyn","2022-08-31T00:00:00.000"
"NYCC48530198","NYCC48","2022-08-31T00:00:00.000","Legal Services","Misc (Wills/Court Docs/etc.)",,"Brooklyn","Brooklyn",,,"2022-08-31T00:00:00.000"
"NYCC10511039","NYCC10","2022-08-31T00:00:00.000","Housing and Buildings","Seeking an affordable housing/apartment","10033","Manhattan","New York","NYCC10","12 Manhattan","2022-08-31T00:00:00.000"
"NYCC48530199","NYCC48","2022-08-31T00:00:00.000","Legal Services","Misc (Wills/Court Docs/etc.)",,"Brooklyn","Brooklyn",,,"2022-08-31T00:00:00.000"
"NYCC02530401","NYCC02","2022-08-31T00:00:00.000","Legal Services","Misc (Wills/Court Docs/etc.)",,"Manhattan","New York",,,"2022-08-31T00:00:00.000"
"NYCC08508660","NYCC08","2022-08-31T00:00:00.000","Housing and Buildings","Landlord/Managing Agent Issues","10029","Manhattan","New York","NYCC09","11 Manhattan","2022-08-31T00:00:00.000"
"NYCC48530206","NYCC48","2022-08-31T00:00:00.000","Legal Services","Misc (Wills/Court Docs/etc.)",,"Brooklyn","Brooklyn",,,"2022-09-08T00:00:00.000"
"NYCC02530408","NYCC02","2022-08-31T00:00:00.000","General Welfare","Homeless Encampment","10003","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC28507769","NYCC28","2022-08-31T00:00:00.000","Please choose an issue...",,"10458","Bronx","Bronx","NYCC15","07 Bronx",
"NYCC06533462","NYCC06","2022-08-31T00:00:00.000","General Welfare","Food Stamps","10024","Manhattan","New York","NYCC06","07 Manhattan","2022-09-06T00:00:00.000"
"NYCC06533463","NYCC06","2022-08-31T00:00:00.000","Aging","Medicare and Medicare Part D",,,,,,"2022-09-06T00:00:00.000"
"NYCC06533466","NYCC06","2022-08-31T00:00:00.000","Housing and Buildings","Gas","10025","Manhattan","New York","NYCC07","07 Manhattan",
"NYCC10511032","NYCC10","2022-08-31T00:00:00.000","Housing and Buildings","NYCHA Misc.","10034","Manhattan","New York","NYCC10","12 Manhattan","2022-08-31T00:00:00.000"
"NYCC38511544","NYCC38","2022-08-31T00:00:00.000","Consumer Affairs","Insurance",,,"Bklyn",," ","2022-08-31T00:00:00.000"
"NYCC38511545","NYCC38","2022-08-31T00:00:00.000","Transportation","Speed Bump Request","11220","Brooklyn","Brooklyn","NYCC38","07 Brooklyn","2022-09-06T00:00:00.000"
"NYCC10511033","NYCC10","2022-08-31T00:00:00.000","Finance","SCRIE","10002","Manhattan","New York","NYCC01","03 Manhattan","2022-08-31T00:00:00.000"
"NYCC38511543","NYCC38","2022-08-31T00:00:00.000","General Welfare","Public Assistance","11232","Brooklyn","Brooklyn","NYCC38","07 Brooklyn","2022-08-31T00:00:00.000"
"NYCC51505951","NYCC51","2022-08-31T00:00:00.000","Transportation","Street Resurfacing","10314","Staten Island","Staten Island","NYCC50","01 Staten Island","2022-08-31T00:00:00.000"
"NYCC38511541","NYCC38","2022-08-31T00:00:00.000","Housing and Buildings","NYCHA Misc.",,,,," ","2022-08-31T00:00:00.000"
"NYCC38511542","NYCC38","2022-08-31T00:00:00.000","Housing and Buildings","Landlord/Managing Agent Issues",,,,," ",
"NYCC51505952","NYCC51","2022-08-31T00:00:00.000","Finance","Property Tax Rebate","10312","Staten Island","Staten Island","NYCC51","03 Staten Island",
"NYCC28507770","NYCC28","2022-08-31T00:00:00.000","Education",,"10458","Bronx","Bronx","NYCC15","07 Bronx",
"NYCC02530409","NYCC02","2022-08-31T00:00:00.000","Housing and Buildings","Repair Assistance","10016","Manhattan","New York","NYCC02","06 Manhattan",
"NYCC10511034","NYCC10","2022-08-31T00:00:00.000","Governmental Operations",,"10033",,"New York",," ",
"NYCC02530406","NYCC02","2022-08-31T00:00:00.000","Transportation","Street Event Permits","10009","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC02530402","NYCC02","2022-08-31T00:00:00.000","Aging","Elder Abuse",,"Manhattan","New York",,,
"NYCC06533458","NYCC06","2022-08-31T00:00:00.000","Civil Service and Labor","Employee Benefits and Retirement","10024","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC06533450","NYCC06","2022-08-31T00:00:00.000","Parks","Off-Leash Hours (Dog)","10024","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC06533451","NYCC06","2022-08-31T00:00:00.000","Housing and Buildings","NYCHA Misc.","10024",,"New York, NY",," ",
"NYCC03555279","NYCC03","2022-08-31T00:00:00.000","General Welfare",,"10012","Manhattan","New York","NYCC01","02 Manhattan",
"NYCC06533452","NYCC06","2022-08-31T00:00:00.000","General Welfare","Food Pantry","10025","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC02530398","NYCC02","2022-08-31T00:00:00.000","Transportation","Bicycles","10009","Manhattan","New York","NYCC04","06 Manhattan",
"NYCC10511035","NYCC10","2022-08-31T00:00:00.000","Housing and Buildings","Senior Housing","10033",,"New York",," ","2022-08-31T00:00:00.000"
"NYCC06533453","NYCC06","2022-08-31T00:00:00.000","Transportation","Bicycles","10023","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC06533447","NYCC06","2022-08-31T00:00:00.000","Governmental Operations","Volunteer","10023","Manhattan","New York","NYCC06","07 Manhattan","2022-09-06T00:00:00.000"
"NYCC06533444","NYCC06","2022-08-31T00:00:00.000","Housing and Buildings","Senior Housing","10024","Manhattan","New York","NYCC06","07 Manhattan","2022-09-06T00:00:00.000"
"NYCC27504273","NYCC27","2022-08-31T00:00:00.000","Transportation","Speed Bump Request","11433",,,," ",
"NYCC28507771","NYCC28","2022-08-31T00:00:00.000","Public Safety","Prostitution","11433",,"Jamaica","NYCC"," ",
"NYCC27504270","NYCC27","2022-08-31T00:00:00.000","Transportation","Sidewalks",,,,," ",
"NYCC27504271","NYCC27","2022-08-31T00:00:00.000","Housing and Buildings","Repair Assistance",,,,," ",
"NYCC27504267","NYCC27","2022-08-31T00:00:00.000","Housing and Buildings","Section 8","11423","Queens","Hollis","NYCC23","12 Queens","2022-08-31T00:00:00.000"
