"physical_address_id","location_id","address_1","address_2","city","borough","state_province","postcode","site_catchment","site_intersection_street_1","site_intersection_street_2","street_number","street_name","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"39","38","4-21 27 AVENUE",,"QUEENS","Queens","NY","11102",,,,"4-21","27 AVENUE","40.77458193548735","-73.93295678363167","401","22","87","4020648","4009090001","QN71"
"40","39","4-21 27 AVENUE",,"ASTORIA","Queens","NY","11102",,,,"4-21","27 AVENUE","40.77458193548735","-73.93295678363167","401","22","87","4020648","4009090001","QN71"
"41","40","850 KENT AVENUE",,"BROOKLYN","Brooklyn","NY","11205",,,,"850","KENT AVENUE","40.69541644086937","-73.9595708446364","303","33","1237","3054671","3018970013","BK75"
"42","41","154 LAWRENCE STREET",,"BROOKLYN","Brooklyn","NY","11201",,,,"154","LAWRENCE STREET","40.69177218482506","-73.98630438544365","302","33","11","3000398","3001510037","BK38"
"43","42","25 ELM PLACE",,"BROOKLYN","Brooklyn","NY","11201",,,,"25","ELM PLACE","40.68945537451164","-73.98453076749979","302","33","37","3000452","3001580001","BK38"
"44","43","384 EAST 149 STREET","6TH FLOOR ROOM 622","BRONX","Bronx","NY","10455",,,,"384","EAST 149 STREET","40.81626228362005","-73.91844571626004","201","17","65","2000851","2023270054","BX34"
"45","44","33-24 NORTHERN BOULEVARD","3RD FLOOR","LONG ISLAND CITY","Queens","NY","11102",,,,"33-24","NORTHERN BOULEVARD","40.75200211309884","-73.93031947773477","401","26","171","4445806","4002140238","QN31"
"46","44","33-24 NORTHERN BOULEVARD","2ND FLOOR","LONG ISLAND CITY","Queens","NY","11101",,,,"33-24","NORTHERN BOULEVARD","40.75200211309884","-73.93031947773477","401","26","171","4445806","4002140238","QN31"
"47","45","512 SOUTHERN BOULEVARD",,"BRONX","Bronx","NY","10455",,,,"512","SOUTHERN BOULEVARD","40.81153107438185","-73.90500941094916","201","8","31","2004085","2026000142","BX39"
"48","46","1231 LAFAYETTE AVENUE",,"QUEENS","Bronx","NY","10474",,,,"1231","LAFAYETTE AVENUE","40.81648594306753","-73.89027670038193","202","17","93","2005939","2027390015","BX27"
"49","46","1231 LAFAYETTE AVENUE",,"BRONX","Bronx","NY","10474",,,,"1231","LAFAYETTE AVENUE","40.81648594306753","-73.89027670038193","202","17","93","2005939","2027390015","BX27"
"50","47","44 COURT STREET",,"BROOKLYN","Brooklyn","NY","11201",,,,"44","COURT STREET","40.6925905861397","-73.9909632355784","302","33","9","3002242","3002550001","BK09"
"51","48","286 FIFTH AVENUE",,"NEW YORK","Manhattan","NY","10001",,,,"286","FIFTH AVENUE","40.74612390597334","-73.98626073161779","105","4","76","1015786","1008320041","MN17"
"52","49","88-11 165 STREET","2ND FL","QUEENS","Queens","NY","11432",,,,"88-11","165 STREET","40.70840800889377","-73.79675422015112","412","27","460","4210062","4098150056","QN61"
"53","50","1931 MOTT AVENUE",,"QUEENS","Queens","NY","11691",,,,"1931","MOTT AVENUE","40.6039366073379","-73.75234442293764","414","31","101001","4298263","4155610029","QN15"
"54","51","1 EDGEWATER PLAZA",,"STATEN ISLAND","Staten Island","NY","10301",,,,"1","EDGEWATER PLAZA","40.6190349781324","-74.0687168389375","501","49","6","5107415","5028200095","SI37"
"55","52","369 EAST 148 STREET",,"BRONX","Bronx","NY","10455",,,,"369","EAST 148 STREET","40.81573318821559","-73.91934954593506","201","17","65","2097041","2023270072","BX34"
"56","52","369 EAST 148 STREET","7TH FL","BRONX","Bronx","NY","10455",,,,"369","EAST 148 STREET","40.81573318821559","-73.91934954593506","201","17","65","2097041","2023270072","BX34"
"493","441","NO ADDRESS",,"QUEENS","Queens","NY",,"QUEENS CDS: 1, 2, 3, 4, 5",,,,,,,,,,,,
"57","53","210 EAST 43 STREET",,"NEW YORK","Manhattan","NY","10017",,,,"210","EAST 43 STREET","40.75122415678911","-73.97346858535423","106","4","88","1037550","1013167501","MN19"
"58","54","633 THIRD AVENUE",,"NEW YORK","Manhattan","NY","10017",,,,"633","THIRD AVENUE","40.74990977843035","-73.97506074579181","106","4","88","1037174","1013147502","MN19"
"59","55","1015 EAST GUN HILL ROAD",,"BRONX","Bronx","NY","10469",,,,"1015","EAST GUN HILL ROAD","40.87455013665335","-73.85752186611637","212","12","368","2097393","2046930033","BX44"
"60","56","210 EAST 43 STREET",,"NEW YORK","Manhattan","NY","10017",,,,"210","EAST 43 STREET","40.75122415678911","-73.97346858535423","106","4","88","1037550","1013167501","MN19"
"61","57","210 WEST 43 STREET",,"NEW YORK","Manhattan","NY","10036",,,,"210","WEST 43 STREET","40.75696849793454","-73.98709229769833","105","3","119","1024686","1010140033","MN17"
"62","58","866 HUNTS POINT AVENUE",,"BRONX","Bronx","NY","10474",,,,"866","HUNTS POINT AVENUE","40.81809572515039","-73.88884696858112","202","17","11502","2006435","2027620044","BX27"
"63","59","104-106 EAST 126 STREET","SUITE 4D","NEW YORK","Manhattan","NY","10035",,,,"104-106","EAST 126 STREET","40.80551792317699","-73.93806574183573","111","9","196","1054493","1017740067","MN34"
"64","60","741 FLUSHING AVENUE",,"BROOKLYN","Brooklyn","NY","11206",,,,"741","FLUSHING AVENUE","40.70060252867814","-73.94300311322897","301","33","507","3335515","3022760037","BK75"
"65","61","1825 PARK AVENUE",,"NEW YORK","Manhattan","NY","10035",,,,"1825","PARK AVENUE","40.805257606263","-73.93887510699076","111","9","196","1054472","1017740001","MN34"
"66","62","74-09 37 AVENUE",,"QUEENS","Queens","NY","11372",,,,"74-09","37 AVENUE","40.74899134801141","-73.89156082740065","403","25","289","4029563","4012740035","QN28"
"67","63","1931 MOTT AVENUE",,"QUEENS","Queens","NY","11691",,,,"1931","MOTT AVENUE","40.6039366073379","-73.75234442293764","414","31","101001","4298263","4155610029","QN15"
"68","64","163-18 JAMAICA AVENUE",,"QUEENS","Queens","NY","11432",,,,"163-18","JAMAICA AVENUE","40.70479822705247","-73.79652357556445","412","27","44601","4216197","4101510007","QN61"
"69","65","55 WEST 125 STREET",,"NEW YORK","Manhattan","NY","10027",,,,"55","WEST 125 STREET","40.8072694790479","-73.94426998337795","110","9","200","1053499","1017230010","MN11"
"70","66","391 EAST 149 STREET",,"BRONX","Bronx","NY","10455",,,,"391","EAST 149 STREET","40.81623196124459","-73.91826150305181","201","17","65","2000859","2023280025","BX34"
"71","67","25 ELM PLACE",,"BROOKLYN","Brooklyn","NY","11201",,,,"25","ELM PLACE","40.68945537451164","-73.98453076749979","302","33","37","3000452","3001580001","BK38"
"72","68","330 POWELL STREET",,"BROOKLYN","Brooklyn","NY","11212","Van Dyke I, Brownsville Houses",,,"330","POWELL STREET","40.66618383451806","-73.9030968832413","316","41","910","3000000","3037770001","BK81"
"73","69","168-46 91 AVENUE",,"JAMAICA","Queens","NY","11432",,,,"168-46","91 AVENUE","40.70741993894175","-73.79216930254856","412","27","460","4209641","4097990001","QN61"
"74","70","1906 MERMAID AVENUE",,"BROOKLYN","Brooklyn","NY","11224",,,,"1906","MERMAID AVENUE","40.57648010691778","-73.98603284385894","313","47","326","3398528","3070600010","BK21"
"75","71","2090 ADAM CLAYTON POWELL JR BOULEVARD",,"NEW YORK","Manhattan","NY","10027",,,,"2090","ADAM CLAYTON POWELL JR BOULEVARD","40.80863835539116","-73.94858197022523","110","9","222","1058640","1019300030","MN11"
"76","72","60 BAY STREET","#540","STATEN ISLAND","Staten Island","NY","10301",,,,"60","BAY STREET","40.64055798656306","-74.07568965455333","501","49","3","5000025","5000050051","SI22"
"77","72","60 BAY STREET",,"STATEN ISLAND","Staten Island","NY","10301",,,,"60","BAY STREET","40.64055798656306","-74.07568965455333","501","49","3","5000025","5000050051","SI22"
"78","73","358 EAST 149 STREET","3RD FL","BRONX","Bronx","NY","10456",,,,"358","EAST 149 STREET","40.8164494358241","-73.91917165249318","201","17","65","2000847","2023270039","BX34"
"79","74","446 WEST 33 STREET",,"NEW YORK","Manhattan","NY","10001",,,,"446","WEST 33 STREET","40.75355200639702","-73.99878364861243","104","3","103","1085401","1007299001","MN13"
"80","74","446 WEST 33 STREET",,"NEW YORK","Manhattan","NY","10457",,,,"446","WEST 33 STREET","40.75355200639702","-73.99878364861243","104","3","103","1085401","1007299001","MN13"
"81","74","446 WEST 33 STREET","6TH FLOOR","NEW YORK","Manhattan","NY","10001",,,,"446","WEST 33 STREET","40.75355200639702","-73.99878364861243","104","3","103","1085401","1007299001","MN13"
"82","75","224 WEST 29 STREET",,"NEW YORK","Manhattan","NY","10001",,,,"224","WEST 29 STREET","40.74823252697265","-73.99382489304051","105","3","95","1014268","1007780052","MN17"
"83","76","110 WEST 97 STREET",,"NEW YORK","Manhattan","NY","10025",,,,"110","WEST 97 STREET","40.79381003707049","-73.9676551013137","107","7","181","1079308","1018517501","MN12"
"84","77","760 BROADWAY",,"BROOKLYN","Brooklyn","NY","11206",,,,"760","BROADWAY","40.70052771855956","-73.94160386242632","303","36","28501","3048341","3017230001","BK78"
"85","78","2094 PITKIN AVENUE",,"BROOKLYN","Brooklyn","NY","11207",,,,"2094","PITKIN AVENUE","40.67197667252665","-73.89524772424853","305","42","1144","3083929","3037380015","BK85"
"86","79","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11212","BROOKDALE PLAZA",,,,,,,,,,,,
"87","80","NO ADDRESS",,"BRONX","Bronx","NY","10457",,,,,,,,,,,,,
"88","81","NO ADDRESS",,"NEW YORK","Manhattan","NY","10011",,,,,,,,,,,,,
"89","82","PO BOX 1406",,"NEW YORK","Manhattan","NY","10268",,,,,,,,,,,,,
"90","82","PO BOX 1406 WALL STREET STATION",,"NEW YORK","Manhattan","NY","10268",,,,,,,,,,,,,
"91","83","89-64 163 STREET",,"QUEENS","Queens","NY","11432",,,,"89-64","163 STREET","40.70663988207454","-73.79803281885592","412","24","44601","4208888","4097610080","QN61"
"92","84","89-64 163 STREET",,"JAMAICA","Queens","NY","11432",,,,"89-64","163 STREET","40.70663988207455","-73.79803281885592","412","24","44601","4208888","4097610080","QN61"
"93","85","420 BEACH 51 STREET",,"FAR ROCKAWAY","Queens","NY","11691",,,,"420","BEACH 51 STREET","40.59577850061057","-73.78187632722901","414","31","97203","4302397","4159740003","QN12"
"94","86","8-21 BAY 25 STREET",,"QUEENS","Queens","NY","11691",,,,"8-21","BAY 25 STREET","40.60200983870681","-73.76279497085642","414","31","100802","4300730","4157360001","QN15"
"95","87","3251 THIRD AVENUE","3RD FLOOR","BRONX","Bronx","NY","10456",,,,"3251","THIRD AVENUE","40.82415152367614","-73.90868406776552","203","17","185","2001229","2023680043","BX35"
"96","88","89-64 163 Street",,"Queens","QUEENS","NY","11432",,,,"89-64","163 Street","40.70663988207454","-73.79803281885592","412","24","44601","4208888","4097610080","QN61"
"494","441","NO ADDRESS",,"BROOKLYN","Brooklyn","NY",,"BROOKLYN",,,,,,,,,,,,
"97","88","8964 163 Street",,"Jamaica","QUEENS","NY","11432",,,,"8964","163 Street","40.70663988207454","-73.79803281885592","412","24","44601","4208888","4097610080","QN61"
"98","88","89-64 163RD STREET","(5TH & 6TH FLOOR)","JAMAICA","QUEENS","NY","11432",,,,"89-64","163RD STREET","40.70663988207454","-73.79803281885592","412","24","44601","4208888","4097610080","QN61"
"99","89","89-64 163RD STREET","(5TH & 6TH FLOOR)","JAMAICA","QUEENS","NY","11432",,,,"89-64","163RD STREET","40.70663988207455","-73.79803281885592","412","24","44601","4208888","4097610080","QN61"
"100","90","116 NASSAU STREET",,"NEW YORK","Manhattan","NY","10038",,,,"116","NASSAU STREET","40.71084342021651","-74.00699765507446","101","1","1501","1079094","1000920024","MN25"
"101","91","270 EAST 2 STREET",,"NEW YORK","Manhattan","NY","10009",,,,"270","EAST 2 STREET","40.72082194849717","-73.98060204890449","103","2","2202","1004377","1003720064","MN28"
"102","92","PO BOX 663",,"NEW YORK","Manhattan","NY","10035",,,,,,,,,,,,,
"103","93","616 EAST 139 STREET",,"BRONX","Bronx","NY","10454",,,,"616","EAST 139 STREET","40.80684024529956","-73.91546271178518","201","8","2702","2127488","2025510030","BX39"
"104","94","637 EAST 138 STREET",,"BRONX","Bronx","NY","10454",,,,"637","EAST 138 STREET","40.80597290228012","-73.91544936459628","201","8","2702","2119743","2025510040","BX39"
"105","95","5 HANOVER SQUARE",,"NEW YORK","Manhattan","NY","10004",,,,"5","HANOVER SQUARE","40.70492282255369","-74.00904564960787","101","1","7","1000832","1000280005","MN25"
"106","96","PO BOX 641",,"NEW YORK","Manhattan","NY","10037",,,,,,,,,,,,,
"107","97","1780 GRAND CONCOURSE",,"BRONX","Bronx","NY","10457",,,,"1780","GRAND CONCOURSE","40.84649669457291","-73.90927506934007","205","15","22901","2094521","2027950014","BX41"
"108","98","3593 THIRD AVENUE",,"BRONX","Bronx","NY","10456",,,,"3593","THIRD AVENUE","40.83245420447842","-73.90517828887083","203","16","145","2128574","2023737501","BX01"
"109","99","1981 SEDGWICK AVENUE",,"BRONX","Bronx","NY","10453",,,,"1981","SEDGWICK AVENUE","40.85670399364621","-73.91619100658323","205","14","247","2015048","2032300016","BX36"
"110","100","32 BROADWAY",,"NEW YORK","Manhattan","NY","10004",,,,"32","BROADWAY","40.70604504161385","-74.01309621479948","101","1","9","1078979","1000220017","MN25"
"111","101","40 RECTOR STREET",,"NEW YORK","Manhattan","NY","10006",,,,"40","RECTOR STREET","40.70835592454218","-74.01481355517654","101","1","13","1088750","1000557501","MN25"
"112","101","40 RECTOR STREET","9TH FLOOR","NEW YORK","Manhattan","NY","10006",,,,"40","RECTOR STREET","40.70835592454218","-74.01481355517654","101","1","13","1088750","1000557501","MN25"
"113","102","75 BROAD STREET",,"NEW YORK","Manhattan","NY","10038",,,,"75","BROAD STREET","40.70448618033262","-74.01155584989756","101","1","9","1000849","1000290070","MN25"
"114","103","260 EAST 188 STREET",,"BRONX","Bronx","NY","10458",,,,"260","EAST 188 STREET","40.86091450646813","-73.89611783592919","205","15","39902","2013469","2031470050","BX05"
"115","104","123 WILLIAM STREET",,"NEW YORK","Manhattan","NY","10038",,,,"123","WILLIAM STREET","40.70911148143996","-74.00688926490999","101","1","1502","1079063","1000780004","MN25"
"116","105","1455 MYRTLE AVENUE",,"BROOKLYN","Brooklyn","NY","11237",,,,"1455","MYRTLE AVENUE","40.6988772749183","-73.91776705395952","304","37","431","3075463","3033000060","BK77"
"117","106","3144 3 AVENUE",,"BRONX","Bronx","NY","10451",,,,"3144","3 AVENUE","40.82235247147325","-73.91057617995511","201","17","71","2001156","2023600089","BX34"
"118","107","1080 WILLOUGHBY AVENUE",,"BROOKLYN","Brooklyn","NY","11221",,,,"1080","WILLOUGHBY AVENUE","40.70036542660823","-73.92660829065332","304","34","423","3072907","3032080013","BK78"
"119","108","885 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"885","FLATBUSH AVENUE","40.65022887206683","-73.95865764521642","314","40","794","3117223","3051030028","BK95"
"120","109","360 EAST 161 STREET",,"BRONX","Bronx","NY","10451",,,,"360","EAST 161 STREET","40.8244553286711","-73.91473214602385","203","17","141","2116642","2024077501","BX35"
"121","110","180 LIVINGSTON STREET",,"BROOKLYN","Brooklyn","NY","11201",,,,"180","LIVINGSTON STREET","40.6900512766477","-73.98683841418313","302","33","37","3000484","3001647501","BK38"
"122","111","191 JORALEMON STREET",,"BROOKLYN","Brooklyn","NY","11201",,,,"191","JORALEMON STREET","40.69267024606049","-73.99178540545059","302","33","9","3002244","3002550008","BK09"
"123","112","301 GROVE STREET",,"BROOKLYN","Brooklyn","NY","11237",,,,"301","GROVE STREET","40.69844754365545","-73.91562900679867","304","37","433","3075926","3033170041","BK77"
"124","113","151 WEST 30 STREET",,"NEW YORK","Manhattan","NY","10001",,,,"151","WEST 30 STREET","40.74788925146947","-73.99105317867493","105","3","101","1015157","1008060006","MN17"
"125","114","777 10 AVENUE",,"NEW YORK","Manhattan","NY","10019",,,,"777","10 AVENUE","40.76619667193808","-73.99070054580608","104","3","135","1088298","1010817503","MN15"
"126","115","159-161 EAST 102 STREET",,"NEW YORK","Manhattan","NY","10029",,,,"159-161","EAST 102 STREET","40.78942753189958","-73.94753147427762","111","8","166","1051885","1016300022","MN33"
"127","116","161 PORT RICHMOND AVENUE",,"STATEN ISLAND","Staten Island","NY","10302",,,,"161","PORT RICHMOND AVENUE","40.63727435457843","-74.13387182125055","501","49","207","5023987","5010230004","SI28"
"128","117","45 WADSWORTH AVENUE",,"NEW YORK","Manhattan","NY","10033",,,,"45","WADSWORTH AVENUE","40.84618614212553","-73.93762306696817","112","10","263","1089928","1021440003","MN36"
"129","118","1512 TOWNSEND AVENUE",,"BRONX","Bronx","NY","10452",,,,"1512","TOWNSEND AVENUE","40.84247725054196","-73.91491505432792","204","14","209","2092057","2028450007","BX63"
"130","119","120 STUYVESANT PLACE",,"STATEN ISLAND","Staten Island","NY","10301",,,,"120","STUYVESANT PLACE","40.64299177328803","-74.07695359555755","501","49","3","5000084","5000080060","SI22"
"131","120","47-01 QUEENS BOULEVARD",,"SUNNYSIDE","Queens","NY","11104",,,,"47-01","QUEENS BOULEVARD","40.74303760845104","-73.91761511080148","402","26","25301","4001307","4001400010","QN31"
"132","121","97-77 QUEENS BOULEVARD",,"REGO PARK","Queens","NY","11374",,,,"97-77","QUEENS BOULEVARD","40.72872114123621","-73.85850114413773","406","29","71701","4050482","4020920001","QN18"
"133","122","331 EAST 70 STREET",,"NEW YORK","Manhattan","NY","10021",,,,"331","EAST 70 STREET","40.76692496422546","-73.95794983271793","108","5","126","1044838","1014450014","MN31"
"134","123","260 BROADWAY",,"BROOKLYN","Brooklyn","NY","11211",,,,"260","BROADWAY","40.70871449937728","-73.95863579982841","301","33","525","3059650","3021400021","BK73"
"135","124","100 WILLIAM STREET",,"NEW YORK","Manhattan","NY","10007",,,,"100","WILLIAM STREET","40.70849661779886","-74.0074771279733","101","1","1502","1001116","1000680036","MN25"
"2256","2146","221-33 45TH DRIVE",,"BAYSIDE","QUEENS","NY","11361",,,,"221-33","45TH DRIVE",,,,,,,,
"136","125","92-10 ROOSEVELT AVENUE",,"JACKSON HEIGHTS","Queens","NY","11372",,,,"92-10","ROOSEVELT AVENUE","40.74862268003118","-73.87448683475661","404","21","469","4038783","4015500020","QN29"
"137","126","1041 CASTLE HILL AVENUE",,"BRONX","Bronx","NY","10472",,,,"1041","CASTLE HILL AVENUE","40.82861927232378","-73.85028134588018","209","18","78","2026358","2038070048","BX59"
"138","127","1616 NEWKIRK AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"1616","NEWKIRK AVENUE","40.63603956445677","-73.96224060762167","314","40","518","3121203","3052370006","BK42"
"139","128","260 EAST 188 STREET",,"BRONX","Bronx","NY","10458",,,,"260","EAST 188 STREET","40.86091450646813","-73.89611783592919","205","15","39902","2013469","2031470050","BX05"
"140","129","260 EAST 188 STREET",,"BRONX","Bronx","NY","10458",,,,"260","EAST 188 STREET","40.86091450646813","-73.89611783592919","205","15","39902","2013469","2031470050","BX05"
"141","130","260 EAST 188 STREET",,"BRONX","Bronx","NY","10458",,,,"260","EAST 188 STREET","40.86091450646813","-73.89611783592919","205","15","39902","2013469","2031470050","BX05"
"142","131","40 RECTOR STREET","9TH FLOOR","MANHATTAN","Manhattan","NY","10006",,,,"40","RECTOR STREET","40.70835592454218","-74.01481355517654","101","1","13","1088750","1000557501","MN25"
"143","131","40 RECTOR STREET","9TH FLOOR","NEW YORK","Manhattan","NY","10006",,,,"40","RECTOR STREET","40.70835592454218","-74.01481355517654","101","1","13","1088750","1000557501","MN25"
"144","132","618 WEST 142 STREET",,"MANHATTAN","Manhattan","NY","10031",,,,"618","WEST 142 STREET","40.82475700676648","-73.95243926741446","109","7","225","1062333","1020880106","MN04"
"145","133","151 LAWRENCE STREET","RM 202A","BROOKLYN","Brooklyn","NY","11201",,,,"151","LAWRENCE STREET","40.69150594135338","-73.98629722814603","302","33","11","3000404","3001520006","BK38"
"146","133","151 LAWRENCE STREET",,"BROOKLYN","Brooklyn","NY","11201",,,,"151","LAWRENCE STREET","40.69150594135338","-73.98629722814603","302","33","11","3000404","3001520006","BK38"
"147","133","151 LAWRENCE STREET","5TH FLOOR","BROOKLYN","Brooklyn","NY","11201",,,,"151","LAWRENCE STREET","40.69150594135338","-73.98629722814603","302","33","11","3000404","3001520006","BK38"
