"date","program_area","program_type","service_category","provider","program_site_name","borough","street_address","city","state","zipcode","latitude","longitude","x_coordinate","y_coordinate","communitydistrict","community_name","city_council_district","census_tract_2010","nda","nta","bin","bbl","geocoded_column","ntaname","totalslots","totalparticipants","contract","portfolioid"
"2021","SYEP","Older Youth (OY)","Educational Services; Jobs and Internships","BronxWorks, Inc.","Stratford Towers Office","Bronx","1340 STRATFORD AVENUE","Bronx","NY","10472","40.8329746","-73.8757","1018491","242613","Bronx CD 009","Bronx CD 009","Council District 018 Bronx","62","Bronx Neighborhood Development Area 009","BX08","2027509","2038670023","POINT (-73.8757 40.8329746)","West Farms-Bronx River","N/A","N/A","91071",
"2020","CSBG","Seniors","Community Services; Family Support; Housing Support; Immigrant Services","Neighborhood Self-Help by Older Persons Projects, Inc.","William Hodson Senior Center","Bronx","1320 WEBSTER AVENUE","Bronx","NY","10456","40.83485794","-73.90731812","1009559","243208","Bronx CD 003","Bronx CD 003","Council District 016 Bronx","147.01","NDA004X","BX01","2092074","2028940001","POINT (-73.90731812 40.83485794)","Claremont-Bathgate","N/A","N/A","810411A",
"2020","CSBG","Seniors","Community Services; Family Support; Housing Support; Immigrant Services","Crown Heights Jewish Community Council, Inc","Crown Heights Jewish Community Council, Inc","Brooklyn","387 KINGSTON AVE","Brooklyn","NY","11225","40.6656456","-73.94229126","1000193","181817","Brooklyn CD 009","Brooklyn CD 009","Council District 035 Brooklyn","333","NDA009K","BK63","3034315","3013000010","POINT (-73.94229126 40.6656456)","Crown Heights South","N/A","N/A","820908A",
"2021","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","NIA Community Services Network Inc","I.S. 87 The Christa McAuliffe","Brooklyn","1171 65 STREET","Brooklyn","NY","11219","40.6278464","-74.0040229","983005","167995","Brooklyn CD 010","Brooklyn CD 010","Council District 038 Brooklyn","212","NDA010K","BK30","3142008","3057450029","POINT (-74.0040229 40.6278464)","Dyker Heights","231","330","142160A","142160"
"2021","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Manhattan Youth Recreation and Resources, Inc.","M.S. 243 Center School","Manhattan","100 WEST 84 STREET","New York","NY","10024","40.7850907","-73.973866","991608","225379","Manhattan CD 007","Manhattan CD 007","Council District 006 Manhattan","169","NDA Not-defined","MN12","1032119","1012140029","POINT (-73.973866 40.7850907)","Upper West Side","100","120","142361A","142361-2"
"2021","CSBG","Opportunity Youth Support","Community Services; Educational Services; Family Support; Immigrant Services; Jobs and Internships","Jacob A. Riis Neighborhood Settlement","Ravenswood Communtiy Center","Queens","35-40 21 STREET","Astoria","NY","11106","40.760495","-73.9366005","1002002","216466","Queens CD 001","Queens CD 001","Council District 026 Queens","43","NDA001Q","QN68","4430693","4003320002","POINT (-73.9366005 40.760495)","Queensbridge-Ravenswood-Long Island City","N/A","N/A","840106B",
"2020","SYEP","SYEP School-Based","Educational Services; Jobs and Internships","Global Kids, Inc.","Bronx Studio School for Writers and Artists - BSSWA (08X269)","Bronx","928 SIMPSON STREET","Bronx","NY","10459","40.82059264","-73.89307268","1013830","238254","Bronx CD 002","Bronx CD 002","Council District 017 Bronx","89","NDA002X","BX27","2116211","2027230033","POINT (-73.89307268 40.82059264)","Hunts Point","N/A","N/A","91051",
"2020","Discretionary","Over Threshold","Community Services","Friends of the High Line, Inc.","The High Line","Manhattan","820 WASHINGTON STREET","New York","NY","10014","40.7396079","-74.008443","981912","208779","Manhattan CD 002","Manhattan CD 002","Council District 003 Manhattan","79","NDA Not-defined","MN23","1089240","1006440010","POINT (-74.008443 40.7396079)","West Village","N/A","N/A","32677R",
"2021","CSBG","Seniors","Community Services; Family Support; Housing Support; Immigrant Services","RiseBoro Community Partnership Inc","Hope Gardens Multi-Service Center","Brooklyn","195 LINDEN STREET","Brooklyn","NY","11221","40.6956493","-73.9176574","1007390","192974","Brooklyn CD 004","Brooklyn CD 004","Council District 037 Brooklyn","417","NDA004K","BK78","3076116","3033240019","POINT (-73.9176574 40.6956493)","Bushwick South","N/A","N/A","820412B",
"2020","Discretionary","Over Threshold","Community Services","Groundswell Community Mural Project Inc","Food Bazaar","Brooklyn","417 JUNIUS STREET","Brooklyn","NY","11212","40.66441495","-73.9016288","1011614","181470","Brooklyn CD 016","Brooklyn CD 016","Council District 042 Brooklyn","910","Brooklyn Neighborhood Development Area 016","BK81","3084597","3037980025","POINT (-73.9016288 40.66441495)","Brownsville","N/A","N/A","62110R",
"2020","Discretionary","Over Threshold","Community Services","The Brotherhood/Sister Sol, Inc","Central Park East High School","Manhattan","1573 MADISON AVENUE","New York","NY","10029","40.79376229","-73.94938077","998266","228470","Manhattan CD 011","Manhattan CD 011","Council District 008 Manhattan","17401","Out of NDA","MN33","1051515","1016120050","POINT (-73.94938077 40.79376229)","East Harlem South","N/A","N/A","68399R",
"2020","RHY","Drop-in Centers","Educational Services; Family Support; Housing Support; Jobs and Internships","Project Hospitality, Inc","Youth Drop-In 27 Port Richmond Avenue","Staten Island","27 PORT RICHMOND AVENUE","Staten Island","NY","10302","40.6265145","-74.1432802","947660","172462","Richmond CD 001","Richmond CD 001","Council District 049 Richmond","207","NDA001R","SI28","5023694","5010030010","POINT (-74.1432802 40.6265145)","Port Richmond","N/A","N/A","9555",
"2021","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","East Side House, Inc.","Mitchel Community Center - Elementary","Bronx","210 ALEXANDER AVENUE","Bronx","NY","10454","40.80917213","-73.92577668","1004797","234089","Bronx CD 001","Bronx CD 001","Council District 008 Manhattan","23","NDA001X","BX39","2091097","2022980040","POINT (-73.92577668 40.80917213)","Mott Haven-Port Morris","145","61","124147S","124147"
"2021","Literacy and Immigrant Services","Adult Literacy - BENL/ESOL (Discretionary)","Educational Services","Make the Road New York","Make the Road NY","Brooklyn","301 GROVE STREET","Brooklyn","NY","11237","40.6984668","-73.9158805","1007737","193876","Brooklyn CD 004","Brooklyn CD 004","Council District 037 Brooklyn","433","NDA004Q","BK77","3075926","3033170041","POINT (-73.9158805 40.6984668)","Bushwick North","92","94","76719S",
"2021","CSBG","Seniors","Community Services; Family Support; Housing Support; Immigrant Services","The Campaign Against Hunger Inc","Saratoga Houses","Brooklyn","930 HALSEY STREET","Brooklyn","NY","11233","40.68557829","-73.91697578","1007464","188949","Brooklyn CD 016","Brooklyn CD 016","Council District 041 Brooklyn","373","NDA016K","BK79","3339097","3014950013","POINT (-73.91697578 40.68557829)","Ocean Hill","N/A","N/A","821606B",
"2021","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","New York Junior Tennis League Inc","P.S. 197 The Kings Highway Academy","Brooklyn","1599 EAST 22 STREET","Brooklyn","NY","11210","40.61262264","-73.95190608","997603","162475","Brooklyn CD 014","Brooklyn CD 014","Council District 048 Brooklyn","546","NDA014K","BK43","3182169","3067690018","POINT (-73.95190608 40.61262264)","Midwood","80","106","126050A","126050-2"
"2020","Discretionary","Under Threshold","Community Services","Greater Flushing Community Council, Inc","Greater Flushing Community Council Inc","Queens","47-49 162 STREET","Flushing","NY","11358","40.7501458","-73.805151","1038202","212879","Queens CD 007","Queens CD 007","Council District 020 Queens","1207","NDA Not-defined","QN52","4124143","4054920008","POINT (-73.805151 40.7501458)","East Flushing","N/A","N/A","42561R",
"2021","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","University Settlement Society of New York","The STAR Academy-P.S. 63","Manhattan","121 EAST 3 STREET","New York","NY","10009","40.72411649","-73.98638072","988025","203092","Manhattan CD 003","Manhattan CD 003","Council District 002 Manhattan","32","Out of NDA","MN22","1005760","1004310014","POINT (-73.98638072 40.72411649)","East Village","157","162","126081A","126081"
"2021","Discretionary","Over Threshold","Community Services","Battalion Pentacostal Assembly, Inc. (BPA)","Youth Ignition","Queens","454 BEACH 67TH STREET","Arverne","NY","11692","40.59398554","-73.79616447","1040832","155752","Queens CD 014","Queens CD 014","Council District 031 Queens","964","Queens Neighborhood Development Area 014","QN12","4438906","4160400024","POINT (-73.79616447 40.59398554)","Hammels-Arverne-Edgemere","N/A","N/A","43197S",
"2020","Literacy and Immigrant Services","Adult Literacy - BENL/ESOL","Educational Services","Jewish Community Center of Staten Island, Inc.","JCC North Shore","Staten Island","485 VICTORY BOULEVARD","Staten Island","NY","10301","40.630694","-74.0888952","959612","168960","Richmond CD 001","Richmond CD 001","Council District 049 Richmond","75","NDA Not-defined","SI35","5002888","5001200118","POINT (-74.0888952 40.630694)","New Brighton-Silver Lake","300","295","766578A",
"2020","Discretionary","Under Threshold","Community Services","Dynamic Youth Community, Inc.","Dynamic   Youth Community Inc","Brooklyn","1830 CONEY ISLAND AVENUE","Brooklyn","NY","11230","40.61281204","-73.96324921","994531","162643","Brooklyn CD 012","Brooklyn CD 012","Council District 044 Brooklyn","442","NDA Not-defined","BK46","3174036","3065920048","POINT (-73.96324921 40.61281204)","Ocean Parkway South","N/A","N/A","23331R",
"2020","Discretionary","Over Threshold","Community Services","SCO Family of Services","MS 136","Brooklyn","4004 4 AVENUE","Brooklyn","NY","11232","40.65197629","-74.00686174","982346","176809","Brooklyn CD 007","Brooklyn CD 007","Council District 038 Brooklyn","82","NDA007K","BK32","3010580","3007130020","POINT (-74.00686174 40.65197629)","Sunset Park West","N/A","N/A","68476R",
"2020","Discretionary","Under Threshold","Community Services","Staten Island Youth Soccer League, Inc.","Staten Island Youth Soccer League, Inc.","Staten Island","90 WOODVALE LOOP","Staten Island","NY","10309","40.51582476","-74.20623164","926908","127273","Richmond CD 003","Richmond CD 003","Council District 051 Richmond","198","NDA Not-defined","SI01","5083087","5067440195","POINT (-74.20623164 40.51582476)","Annadale-Huguenot-Prince's Bay-Eltingville","N/A","N/A","58410R",
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","New York Edge, Inc.","Science and Technology Academy: A Mott Hall School","Bronx","250 EAST 164 STREET","Bronx","NY","10456","40.8286953","-73.91766804","1007035","241204","Bronx CD 004","Bronx CD 004","Council District 016 Bronx","18302","NDA004X","BX14","2002497","2024460043","POINT (-73.91766804 40.8286953)","East Concourse-Concourse Village","132","172","142080A","142080"
"2020","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","The Child Center of NY Inc","P.S. 89 Elmhurst","Queens","85-28 BRITTON AVENUE","Elmhurst","NY","11373","40.7459533","-73.8796485","1017444","211059","Queens CD 004","Queens CD 004","Council District 025 Queens","271","NDA004Q","QN29","4037370","4015140001","POINT (-73.8796485 40.7459533)","Elmhurst","353","391","126073A","126073"
"2020","CSBG","Housing","Community Services; Family Support; Housing Support; Immigrant Services","Catholic Charities Community Services, Archdiocese of NY","South Bronx Community Center","Bronx","402 EAST 152 STREET","Bronx","NY","10455","40.81815203","-73.91653581","1007352","237363","Bronx CD 001","Bronx CD 001","Council District 017 Bronx","67","NDA001X","BX34","2001346","2023740035","POINT (-73.91653581 40.81815203)","Melrose South-Mott Haven North","N/A","N/A","810108A",
"2021","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","The Salvation Army","Harlem Temple Community Center","Manhattan","540 LENOX AVE.","New York","NY","10037","40.81560019","-73.93975434","1000926","236428","Manhattan CD 010","Manhattan CD 010","Council District 009 Manhattan","212","NDA003K","MN03","1053901","1017350001","POINT (-73.93975434 40.81560019)","Central Harlem North-Polo Grounds","60","71","126162A","126162-3"
"2021","Discretionary","Under Threshold","Community Services","Blink CPR","Blink CPR","Brooklyn","1773 EAST 7 STREET","Brooklyn","NY","11223","40.6073126","-73.965578","993735","160504","Brooklyn CD 015","Brooklyn CD 015","Council District 044 Brooklyn","418","NDA015K","BK25","3253617","3066640001","POINT (-73.965578 40.6073126)","Homecrest","N/A","N/A","93269S",
"2021","Discretionary","Under Threshold","Community Services","Rugby Deliverance Tabernacle","Youth Program/ Rugby Deliverance Tabernacle","Brooklyn","4905 SNYDER AVENUE","Brooklyn","NY","11203","40.65031433","-73.93084717","1003388","176121","Brooklyn CD 017","Brooklyn CD 017","Council District 045 Brooklyn","860","NDA Not-defined","BK91","3102842","3046970036","POINT (-73.93084717 40.65031433)","East Flatbush-Farragut","N/A","N/A","28786S",
"2021","SYEP","WLG (OY)",,"Childrens Arts & Science Workshops, Inc.","Manhattan Early College School for Advertising (02M280)","Manhattan","411 PEARL STREET","New York","NY","10038","40.71144199","-74.00085127","984014","198474","Manhattan CD 001","Manhattan CD 001","Council District 001 Manhattan","29","NDA009X","MN27","1001388","1001130100","POINT (-74.00085127 40.71144199)","Chinatown","N/A","N/A","91044",
"2021","Discretionary","Under Threshold","Community Services","Vocal Village, Inc.","Vocal Village, Inc","Brooklyn","1515 PENNSYLVANIA AVENUE","Brooklyn","NY","11239","40.64507247","-73.87864906","1017926","174317","Brooklyn CD 005","Brooklyn CD 005","Council District 042 Brooklyn","105801","NDA005K","BK93","3343603","3044520200","POINT (-73.87864906 40.64507247)","Starrett City","N/A","N/A","28850S",
"2021","SYEP","SYEP School-Based","Educational Services; Jobs and Internships","DreamYard Project, Inc.","Bronx Collegiate Academy (09X227)","Bronx","240 EAST 172 STREET","Bronx","NY","10457","40.84042118","-73.91090968","1008901","245478","Bronx CD 004","Bronx CD 004","Council District 016 Bronx","225","NDA004X","BX14","2007806","2028170002","POINT (-73.91090968 40.84042118)","East Concourse-Concourse Village","N/A","N/A","91049",
"2021","Discretionary","Under Threshold","Community Services","Dancing Dreams","Clearview Senior Center","Queens","208-11 26TH AVENUE","Bayside","NY","11360","40.7766163","-73.783703","1044201","222460","Queens CD 007","Queens CD 007","Council District 019 Queens","997.04","NDA Not-defined","QN47","4130866","4058630250","POINT (-73.783703 40.7766163)","Ft. Totten-Bay Terrace-Clearview","N/A","N/A","42723S",
