"the_geom","ats_code","loc_code","loc_name","managed_by","lcc","primarybui","bin","bbl","address","city","boronum","state","zip","geodistric","adimindist","xcoordinat","ycoordinat"
"POINT (-73.91899150558436 40.85166123030328)","09X109","X109","P.S. 109 Sedgwick","1","2","X109","2094549","2028770393.0","1771 POPHAM AVENUE","BRONX","2","NY","10453","9","9","1006661","249571"
"POINT (-73.95202319613672 40.82051075770699)","06M209","M209","Hamilton Grange Middle School","1","3","M192","1059815","1.0198802E+9","500 WEST 138 STREET","MANHATTAN","1","NY","10031","6","6","997529","238215"
"POINT (-73.86898626317867 40.86073044118604)","11X096","X096","P.S. 096 Richard Rodgers","1","2","X096","2049999","2043410013.0","2385 OLINVILLE AVENUE","BRONX","2","NY","10467","11","11","1020490","252892"
"POINT (-73.9915231965792 40.71290738283083)","02M002","M002","P.S. 002 Meyer London","1","2","M002","1003248","1002730001.0","122 HENRY STREET","MANHATTAN","1","NY","10002","2","2","986600","199008"
"POINT (-73.95014651101533 40.79846160010377)","84M329","M329","Harlem Link Charter School","2","2","M208","1051410","1015950015.0","21 WEST 111 STREET","MANHATTAN","1","NY","10026","3","84","998053","230182"
"POINT (-73.9383472917318 40.81353266745808)","05M197","M197","P.S. 197 John B. Russwurm","1","2","M197","1076433","1017330017.0","2230 5 AVENUE","MANHATTAN","1","NY","10037","5","5","1001316","235675"
"POINT (-73.88901114459547 40.87995882758101)","10X351","X351","Bronx Collaborative High School","1","5","X440","2095215","2032510201.0","100 WEST MOSHOLU PARKWAY SOUTH","BRONX","2","NY","10468","10","10","1014942","259890"
"POINT (-73.8596219693983 40.82694850944786)","08X583","X583","P.S. 583","1","2","X317","2129248","2037330005.0","1028 WHITE PLAINS ROAD","BRONX","2","NY","10472","8","8","1023100","240588"
"POINT (-73.95585696683548 40.58026030466594)","75K771","K771","P.S. K771","1","7","K225","3245498","3087120056.0","1075 OCEAN VIEW AVENUE","BROOKLYN","3","NY","11235","21","75","996512","150684"
"POINT (-73.91959540550049 40.839494364984546)","84X419","X419","Bronx Academy of Promise Charter School","2","15","XAUV","2008409","0.0","1349 INWOOD AVENUE","BRONX","2","NY","10452","9","84","1006498","245138"
"POINT (-73.94074996132784 40.69147229229159)","84K883","K883","Success Academy Charter School - Bed Stuy 3","2","3","K025","3049858","3017870014.0","787 LAFAYETTE AVENUE","BROOKLYN","3","NY","11221","16","84","1000681","191204"
"POINT (-73.88421129788196 40.67711255303869)","84K774","K774","Achievement First Apollo Charter School","2","15","K302","3088357","3039690001.0","350 LINWOOD STREET","BROOKLYN","3","NY","11208","19","84","1016367","185988"
"POINT (-73.93659254206938 40.75183830837042)","30Q555","Q555","Newcomers High School","1","5","Q450","4004874","4004040001.0","28-01 41 AVENUE","QUEENS","4","NY","11101","30","30","1001818","213198"
"POINT (-73.83652520398866 40.86384267848816)","11X144","X144","J.H.S. 144 Michelangelo","1","3","X144","2053518","2044930001.0","2545 GUNTHER AVENUE","BRONX","2","NY","10469","11","11","1029467","254041"
"POINT (-73.80876521970409 40.74110774871839)","25Q163","Q163","P.S. 163 Flushing Heights","1","2","Q163","4146042","4067260070.0","159-01 59 AVENUE","QUEENS","4","NY","11365","25","25","1037243","209340"
"POINT (-73.94648820093781 40.74850297211533)","30Q502","Q502","Information Technology High School","1","5","Q725","4005184","4004380026.0","21-16 44TH ROAD","QUEENS","4","NY","11101","30","30","999077","211981"
"POINT (-73.93870128679886 40.841032159766264)","06M128","M128","P.S. 128 Audubon","1","2","M128","1083509","1021250001.0","560 WEST 169 STREET","MANHATTAN","1","NY","10032","6","6","1001211","245694"
"POINT (-73.76406559772165 40.60013775193685)","84Q340","Q340","Challenge Preparatory Charter School","2","15","QAAT","4000000","4157370010.0","710 HARTMAN LANE","QUEENS","4","NY","11691","27","84","1049768","158011"
"POINT (-73.81808344877909 40.82679439803607)","08X467","X467","Mott Hall Community School","1","3","X192","2077130","2054380001.0","650 HOLLYWOOD AVENUE","BRONX","2","NY","10465","8","8","1034596","240553"
"POINT (-73.91301656211512 40.85433571105926)","10X396","X396","P.S. 396","1","2","X026","2014692","2032160002.0","1930 ANDREWS AVENUE","BRONX","2","NY","10453","10","10","1008313","250547"
"POINT (-74.00753380300073 40.73124792368595)","02M297","M297","M.S. 297","1","3","M323","1010407","1006030049.0","75 MORTON STREET","MANHATTAN","1","NY","10014","2","2","982162","205690"
"POINT (-73.70861787557624 40.734266554767906)","26Q191","Q191","P.S. 191 Mayflower","1","2","Q191","4180083","4088010014.0","85-15 258 STREET","QUEENS","4","NY","11001","26","26","1065003","206924"
"POINT (-73.78183913426534 40.700840816889354)","29Q116","Q116","P.S./I.S. 116 William C. Hughley","1","15","Q116","4218416","4102500001.0","107-25 WREN PLACE","QUEENS","4","NY","11433","29","29","1044741","194687"
"POINT (-73.77079116521939 40.71168864909516)","29Q326","Q326","Cambria Heights Academy","1","5","Q799","4222072","4104430001.0","188-04 91ST AVENUE","QUEENS","4","NY","11423","29","29","1047794","198647"
"POINT (-73.94476223915565 40.78866869279341)","04M038","M038","P.S. 38 Roberto Clemente","1","2","M121","1052384","1016520016.0","232 EAST 103 STREET","MANHATTAN","1","NY","10029","4","4","999546","226615"
"POINT (-73.93550989455173 40.688323968061056)","84K406","K406","EMBER Charter School for Mindful Education, Innovation and Transformation","2","15","K308","3044493","3016300001.0","616 QUINCY STREET","BROOKLYN","3","NY","11221","16","84","1002135","190058"
"POINT (-73.92389498066686 40.631950057824554)","22K251","K251","P.S. 251 Paerdegat","1","2","K251","3214729","3077580001.0","1037 EAST  54 STREET","BROOKLYN","3","NY","11234","22","22","1005374","169522"
"POINT (-73.99521144188837 40.738930635503095)","02M340","M340","Sixth Avenue Elementary School","1","2","M340","1068261","1008187501.0","590 SIXTH AVENUE","NEW YORK","1","NY","10011","2","2","985577","208489"
"POINT (-73.93788891476198 40.70081946477239)","14K120","K120","P.S. 120 Carlos Tapia","1","2","K120","3071806","3031370026.0","18 BEAVER STREET","BROOKLYN","3","NY","11206","14","14","1001472","194610"
"POINT (-73.86194004031142 40.892198382332346)","11X103","X103","P.S. 103 Hector Fontanez","1","2","X103","2062883","2048230001.0","4125 CARPENTER AVENUE","BRONX","2","NY","10466","11","11","1022421","264360"
"POINT (-73.93978512263722 40.845459944636765)","06M173","M173","P.S. 173","1","2","M173","1063503","1021420154.0","306 FORT WASHINGTON AVENUE","MANHATTAN","1","NY","10033","6","6","1000910","247307"
"POINT (-73.98779102459915 40.72589250404468)","75M751","M751","Manhattan School for Career Development","1","5","M751","1006208","1004460020.0","113 EAST  4TH STREET","MANHATTAN","1","NY","10003","1","75","987634","203739"
"POINT (-73.94890203963293 40.810499420964355)","84M065","M065","Democracy Prep Endurance Charter School","2","4","M154","1058671","1019320010.0","250 WEST 127 STREET","MANHATTAN","1","NY","10027","5","84","998395","234568"
"POINT (-74.08707286306137 40.61062072455)","31R470","R470","Concord High School","1","5","R470","5043479","5028850001.0","109 RHINE AVENUE","STATEN ISLAND","5","NY","10304","31","31","960074","161754"
"POINT (-73.95481503321452 40.71556124603341)","14K561","K561","Williamsburg Preparatory School","1","5","K650","3062135","3023300011.0","257 NORTH  6 STREET","BROOKLYN","3","NY","11211","14","14","996776","199978"
"POINT (-73.92134687978961 40.736680626247185)","75Q277","Q277","The Riverview School","1","7","Q777","4437370","4022940026.0","50-15 44TH STREET","QUEENS","4","NY","11377","24","75","1006047","207679"
"POINT (-73.95129260337075 40.81662667383195)","06M223","M223","The Mott Hall School","1","3","M223","1084067","1019570001.0","71-111 CONVENT AVE","MANHATTAN","1","NY","10027","5","6","997732","236800"
"POINT (-73.86713801628622 40.6693565735861)","84K740","K740","Brooklyn Scholars Charter School","2","15","KAJS","3327470","3044640025.0","2635 LINDEN BOULEVARD","BROOKLYN","3","NY","11208","19","84","1021107","183169"
"POINT (-74.0689630829322 40.61332291578015)","31R013","R013","P.S. 013 M. L. Lindemeyer","1","2","R013","5042776","5028520001.0","191 VERMONT AVENUE","STATEN ISLAND","5","NY","10305","31","31","965103","162734"
"POINT (-73.85239815839569 40.71489085762155)","28Q144","Q144","P.S. 144 Col Jeromus Remsen","1","2","Q144","4076870","4032120001.0","93-02 69 AVENUE","QUEENS","4","NY","11375","28","28","1025168","199765"
"POINT (-73.86350098983188 40.85419992108599)","11X357","X357","Young Voices Academy of the Bronx","1","2","X292","2048831","2042930031.0","800 LYDIG AVENUE","BRONX","2","NY","10462","11","11","1022011","250515"
"POINT (-142.79870371802988 -90)","75Q256","Q256","P.S. Q256","1","7","L001","0","0.0","525 CONVENT ROAD","SYOSSET","7","NY","11791","0","75","0","0"
"POINT (-73.79406169845659 40.71715080420854)","29Q131","Q131","P.S. 131 Abigail Adams","1","2","Q131","4211112","4098750001.0","170-45 84 AVENUE","QUEENS","4","NY","11432","29","29","1041338","200621"
"POINT (-73.9456471048369 40.78411285617911)","79M331","M331","JUDITH S. KAYE SCHOOL - D79","1","8","M646","1083927","1016680001.0","321 EAST  96 STREET","MANHATTAN","1","NY","10128","4","79","999302","224955"
"POINT (-73.93896945525523 40.67084164446004)","79K982","K982","ALC - Albany","1","8","K883","3036947","3013820012.0","281 ALBANY AVENUE","BROOKLYN","3","NY","11213","17","79","1001180","183688"
"POINT (-73.8310905036318 40.580907676681)","27Q318","Q318","Waterside School For Leadership","1","3","Q225","4303853","4161810001.0","190 BEACH 110 STREET","ROCKAWAY PARK","4","NY","11694","27","27","1031169","150962"
"POINT (-73.91521703022126 40.849416093975314)","09X204","X204","P.S. 204 Morris Heights","1","2","X338","2008460","2028660070.0","1780 DR. MARTIN LUTHER KING JR. BLVD","BRONX","2","NY","10453","9","9","1007706","248754"
"POINT (-73.92999075151695 40.76600834827651)","79Q997","Q997","ALC - I.S. 126","1","8","Q126","4006382","4005530001.0","31-51 21 STREET","QUEENS","4","NY","11106","30","79","1003643","218362"
"POINT (-74.13664076655127 40.55192697300494)","31R053","R053","The Barbara Esselborn School","1","2","R053","5065016","5051060001.0","330 DURANT AVENUE","STATEN ISLAND","5","NY","10308","31","31","946278","140388"
"POINT (-73.8316693059467 40.87403500170278)","11X153","X153","P.S. 153 Helen Keller","1","2","X153","2097470","2051410150.0","650 BAYCHESTER AVENUE","BRONX","2","NY","10475","11","11","1030803","257757"
"POINT (-73.9744838426242 40.786134738338454)","03M403","M403","The Global Learning Collaborative","1","5","M470","1032128","1012150001.0","145 WEST  84 STREET","MANHATTAN","1","NY","10024","3","3","991316","225688"
"POINT (-73.91387208032465 40.81338523517035)","07X277","X277","P.S. 277","1","2","X027","2000114","2022740023.0","519 ST ANNS AVENUE","BRONX","2","NY","10455","7","7","1008091","235627"
"POINT (-73.86164995593063 40.8751727168432)","11X290","X290","Bronx Academy of Health Careers","1","5","X425","2057045","2046330040.0","800 EAST GUN HILL ROAD","BRONX","2","NY","10467","11","11","1022511","258157"
"POINT (-73.90523324228901 40.81416893820747)","07X161","X161","P.S. 161 Juan Ponce De Leon School","1","2","X161","2004773","2026640029.0","628 TINTON AVENUE","BRONX","2","NY","10455","7","7","1010482","235915"
"POINT (-73.89363940694034 40.853141995763956)","10X059","X059","P.S. 059 The Community School of Technology","1","2","X059","2011538","2030490037.0","2185 BATHGATE AVENUE","BRONX","2","NY","10457","10","10","1013674","250118"
"POINT (-74.12685110015128 40.63056306734765)","31R019","R019","P.S. 019 The Curtis School","1","2","R019","5006175","5002270024.0","780 POST AVENUE","STATEN ISLAND","5","NY","10310","31","31","949040","169033"
"POINT (-73.99031825140897 40.76365501054391)","84M170","M170","Success Academy Hell's Kitchen (Manhattan 2)","2","2","M625","1026646","1010590015.0","439 WEST 49TH STREET","MANHATTAN","1","NY","10019","2","84","986932","217497"
"POINT (-73.80087566487332 40.68347344425677)","75Q752","Q752","Queens Transition Center","1","5","Q142","4259200","4119720070.0","142-10 LINDEN BOULEVARD","QUEENS","4","NY","11436","28","75","1039477","188347"
"POINT (-73.93700402586948 40.74417519446532)","24Q299","Q299","Bard High School Early College Queens","1","5","Q735","4003517","4002740001.0","30-20 THOMSON AVENUE","QUEENS","4","NY","11101","24","24","1001706","210406"
"POINT (-73.97425669031308 40.785234415328866)","03M243","M243","M.S. 243 Center School","1","3","M009","1032119","1012140029.0","100 WEST  84 STREET","MANHATTAN","1","NY","10024","3","3","991379","225360"
"POINT (-73.92236628643602 40.82182853757416)","07X527","X527","Bronx Leadership Academy II High School","1","5","X790","2103486","2024430078.0","730 CONCOURSE VILLAGE WEST","BRONX","2","NY","10451","7","7","1005737","238701"
"POINT (-73.90509726176536 40.82085771094342)","84X610","X610","Urban Dove Team Charter School II","2","8","XBBY","2004693","2026570003.0","860 Forest Avenue","Bronx","2","NY","10456","7","84","1010517","238352"
"POINT (-73.91082720992736 40.85072200867045)","10X306","X306","P.S. 306","1","2","X306","2098721","2028620014.0","40 WEST TREMONT AVENUE","BRONX","2","NY","10453","10","10","1008920","249231"
"POINT (-73.73972671955781 40.733888181469034)","26Q435","Q435","Martin Van Buren High School","1","5","Q435","4166101","4079300002.0","230-17 HILLSIDE AVENUE","QUEENS","4","NY","11427","26","26","1056382","206759"
"POINT (-73.91203854694886 40.81485776666875)","84X393","X393","University Prep Charter High School","2","5","X162","2004314","2026160001.0","600 SAINT ANN'S AVENUE","BRONX","2","NY","10455","7","84","1008598","236164"
"POINT (-73.88445830828253 40.75303569377548)","30Q212","Q212","P.S. 212","1","2","Q212","4437128","4014430019.0","34-25 82 STREET","QUEENS","4","NY","11372","30","30","1016262","213649"
"POINT (-73.75982243990588 40.753606290627864)","26Q203","Q203","P.S. 203 Oakland Gardens","1","2","Q203","4161005","4074820317.0","53-11 SPRINGFIELD BOULEVARD","QUEENS","4","NY","11364","26","26","1050793","213927"
"POINT (-73.98610528974463 40.695444662271335)","13K674","K674","City Polytechnic High School of Engineering, Architecture, and Technology","1","5","K580","3348044","3001310001.0","105 TECH PLACE","BROOKLYN","3","NY","11201","13","13","988103","192646"
"POINT (-73.78400901747743 40.76021963133517)","25Q130","Q130","P.S. 130","1","2","Q130","4137034","4062030001.0","200-01 42 AVENUE","QUEENS","4","NY","11361","26","25","1044086","216319"
"POINT (-73.9304851605619 40.613981334103435)","22K207","K207","P.S. 207 Elizabeth G. Leary","1","15","K207","3239388","3084840001.0","4011 FILLMORE AVENUE","BROOKLYN","3","NY","11234","22","22","1003550","162974"
"POINT (-73.81615695425543 40.69361062968817)","28Q055","Q055","P.S. 055 Maure","1","2","Q055","4200233","4094770001.0","131-10 97 AVENUE","QUEENS","4","NY","11419","28","28","1035231","192031"
"POINT (-73.9422851584706 40.79255676362845)","04M372","M372","Esperanza Preparatory Academy","1","4","M117","1052433","1.0165601E+9","240 EAST 109 STREET","MANHATTAN","1","NY","10029","4","4","1000231","228032"
"POINT (-73.88570445616168 40.65993447221186)","84K788","K788","Achievement First Linden Elementary School","2","2","K166","3097675","3043490050.0","800 VAN SICLEN AVE","BROOKLYN","3","NY","11207","19","84","1015961","179729"
"POINT (-73.93810781031424 40.59323228052953)","22K014","K014","J.H.S. 014 Shell Bank","1","3","K014","3203617","3074240001.0","2424 BATCHELDER STREET","BROOKLYN","3","NY","11235","22","22","1001439","155413"
"POINT (-73.83652520398866 40.86384267848816)","84X484","X484","Bronx Charter School for Better Learning II","2","2","X144","2053518","2044930001.0","2545 GUNTHER AVENUE","BRONX","2","NY","10469","11","84","1029467","254041"
"POINT (-73.95999999440411 40.69539737837844)","14K157","K157","P.S./I.S. 157 The Benjamin Franklin Health & Science Academy","1","15","K157","3054671","3018970013.0","850 KENT AVENUE","BROOKLYN","3","NY","11205","14","14","995342","192631"
"POINT (-73.90901918200778 40.80896250297937)","84X623","X623","Neighborhood Charter School: Bronx","2","2","XBPP","2003872","2025740082.0","411 WALES AVENUE","BRONX","2","NY","10454","7","84","1009436","234017"
"POINT (-73.87450587326329 40.75575905074206)","30Q149","Q149","P.S. 149 Christa McAuliffe","1","2","Q149","4035441","4014410015.0","93-11 34 AVENUE","QUEENS","4","NY","11372","30","30","1019018","214645"
"POINT (-73.95320760006027 40.816303589928665)","84M357","M357","Success Academy Charter School - Harlem 6","2","2","M389","1081788","1019700042.0","461 WEST 131 STREET","MANHATTAN","1","NY","10027","5","84","997202","236682"
"POINT (-74.01583726250253 40.705605535763205)","84M707","M707","John V. Lindsay Wildcat Academy Charter School","2","5","MAEG","1082634","1000157501.0","17 BATTERY PLACE","MANHATTAN","1","NY","10004","2","84","979859","196348"
"POINT (-73.9780205872553 40.78171095603025)","03M087","M087","P.S. 087 William Sherman","1","2","M087","1030196","1011490007.0","160 WEST  78 STREET","MANHATTAN","1","NY","10024","3","3","990337","224076"
"POINT (-73.90902286462284 40.848552282252925)","09X117","X117","I.S. 117 Joseph H. Wade","1","3","X117","2007902","2028270001.0","1865 MORRIS AVENUE","BRONX","2","NY","10453","9","9","1009420","248441"
"POINT (-73.88862599113038 40.85946655056229)","10X374","X374","Knowledge and Power Preparatory Academy International High School (Kappa)","1","5","X435","2011810","2030590001.0","500 EAST FORDHAM ROAD","BRONX","2","NY","10458","10","10","1015058","252424"
"POINT (-73.80799140125715 40.70283071422748)","79Q994","Q994","ALC - Sutphin HS ALC","1","8","Q733","4206785","4096770016.0","90-01 SUTPHIN BOULEVARD","QUEENS","4","NY","11435","28","79","1037488","195395"
"POINT (-73.83185640742508 40.8829802362256)","75X723","X723","P.S. 723","1","7","X701","2093879","2052630070.0","3540 BIVONA STREET","BRONX","2","NY","10475","11","75","1030745","261016"
"POINT (-73.88862599113038 40.85946655056229)","10X903","X903","T. Roosevelt Evening Hs M/W","1","8","X435","2011810","2030590001.0","500 EAST FORDHAM ROAD","BRONX","2","NY","10458","10","10","1015058","252424"
"POINT (-73.90936312361755 40.81105150886668)","84X615","X615","University Prep Charter Middle School","2","15","X155","2003910","2025780027.0","470 JACKSON AVENUE","BRONX","2","NY","10455","7","84","1009340","234778"
"POINT (-73.98716532756652 40.62148119671842)","20K048","K048","P.S. 048 Mapleton","1","2","K048","3132140","3055190001.0","6015 18 AVENUE","BROOKLYN","3","NY","11204","20","20","987813","165699"
"POINT (-73.98560851538745 40.77489148390433)","03M494","M494","High School of Arts and Technology","1","5","M490","1030343","1011570025.0","122 AMSTERDAM AVENUE","MANHATTAN","1","NY","10023","3","3","988236","221591"
"POINT (-73.9606894436808 40.669805356392835)","17K528","K528","The High School for Global Citizenship","1","5","K440","3029686","3011870001.0","883 CLASSON AVENUE","BROOKLYN","3","NY","11225","17","17","995155","183307"
"POINT (-73.98610528974463 40.695444662271335)","13K901","K901","G. Westinghouse Evening H.S.","1","8","K580","3348044","3001310001.0","105 TECH PLACE","BROOKLYN","3","NY","11201","13","13","988103","192646"
"POINT (-73.94715188772423 40.81722868867841)","05M148","M148","Eagle Academy for Young Men of Harlem","1","4","M136","1059460","1019600001.0","6 EDGECOMBE AVENUE","MANHATTAN","1","NY","10030","5","5","998878","237020"
"POINT (-73.87608449266283 40.665817557232685)","84K680","K680","Achievement First Aspire Charter School","2","2","K202","3098664","3044770001.0","982 HEGEMAN AVENUE","BROOKLYN","3","NY","11208","19","84","1018627","181876"
"POINT (-73.81817266205732 40.82323737941345)","08X072","X072","P.S. 072 Dr. William Dorney","1","2","X072","2077162","2054400001.0","2951 DEWEY AVENUE","BRONX","2","NY","10465","8","8","1034574","239257"
"POINT (-73.88862599113038 40.85946655056229)","10X438","X438","Fordham Leadership Academy","1","5","X435","2011810","2030590001.0","500 EAST FORDHAM ROAD","BRONX","2","NY","10458","10","10","1015058","252424"
"POINT (-73.85271489925405 40.8882428634697)","11X270","X270","Academy for Scholarship and Entrepreneurship: A College Board School","1","5","X362","2064589","2048640035.0","921 EAST 228TH STREET","BRONX","2","NY","10466","11","11","1024974","262923"
"POINT (-73.91964362824932 40.70681646596264)","32K162","K162","J.H.S. 162 The Willoughby","1","3","K162","3073018","3032120001.0","1390 WILLOUGHBY AVENUE","BROOKLYN","3","NY","11237","32","32","1006529","196799"
"POINT (-73.8276421225647 40.831829172089165)","75R405","RHOS","Hospital Schools - Staten Island","1","8","X953","2079386","2055310021.0","3450 EAST TREMONT AVENUE","BRONX","2","NY","10465","8","75","1031947","242382"
"POINT (-73.87416212874126 40.82498909546543)","08X123","X123","J.H.S. 123 James M. Kieran","1","3","X123","2087014","2037180001.0","1025 MORRISON AVENUE","BRONX","2","NY","10472","8","8","1019077","239868"
"POINT (-73.97466452710216 40.59599644384007)","21K095","K095","P.S. 095 The Gravesend","1","15","K095","3192661","3071230066.0","345 VAN SICKLEN STREET","BROOKLYN","3","NY","11223","21","21","991286","156415"
"POINT (-73.93771704231403 40.80758176927129)","84M383","M383","Storefront Academy Harlem Charter School","2","2","MABT","1054214","1017530139.0","70 EAST 129 STREET","MANHATTAN","1","NY","10035","5","84","1001492","233507"
"POINT (-73.91788022905338 40.66555306007502)","23K156","K156","P.S. 156 Waverly","1","2","K356","3081276","3035350016.0","104 SUTTER AVENUE","BROOKLYN","3","NY","11212","23","23","1007032","181766"
"POINT (-73.93892174180627 40.71113484386951)","14K474","K474","PROGRESS High School for Professional Careers","1","5","K450","3325733","3030160001.0","850 GRAND STREET","BROOKLYN","3","NY","11211","14","14","1001183","198368"
"POINT (-73.92078496346474 40.64781831626433)","18K285","K285","I.S. 285 Meyer Levin","1","3","K285","3104599","3047440001.0","5909 BEVERLY ROAD","BROOKLYN","3","NY","11203","18","18","1006232","175304"
"POINT (-73.88647781649826 40.82181525872253)","84X730","X730","Bronx Charter School for the Arts","2","2","XAFM","2006223","2027550125.0","950 LONGFELLOW AVENUE","BRONX","2","NY","10474","8","84","1015670","238707"
"POINT (-74.09545432158423 40.64118007040311)","75R373","R373","P.S. R373","1","15","R040","5001823","5000730064.0","91 HENDERSON AVENUE","STATEN ISLAND","5","NY","10301","31","75","957759","172890"
"POINT (-73.99324751228768 40.640728172558255)","15K131","K131","P.S. 131 Brooklyn","1","2","K131","3136085","3056030001.0","4305 FT HAMILTON PARKWAY","BROOKLYN","3","NY","11219","15","15","986124","172711"
"POINT (-73.8933196816183 40.67160161200728)","19K292","K292","J.H.S. 292 Margaret S. Douglas","1","3","K292","3083931","3037400001.0","301 VERMONT STREET","BROOKLYN","3","NY","11207","19","19","1013843","183977"
"POINT (-73.74633003535915 40.698786304799555)","29Q492","Q492","Mathematics, Science Research and Technology Magnet High School","1","5","Q490","4238003","4110490001.0","207- 01 116TH  AVENUE","QUEENS","4","NY","11411","29","29","1054589","193965"
"POINT (-73.95977730844517 40.765638333909656)","02M519","M519","Talent Unlimited High School","1","5","M480","1083343","1014420001.0","317 EAST  67 STREET","MANHATTAN","1","NY","10065","2","2","995392","218222"
"POINT (-73.95521974540932 40.68231129647402)","13K003","K003","P.S. 003 The Bedford Village","1","2","K003","3057406","3019980001.0","50 JEFFERSON AVENUE","BROOKLYN","3","NY","11216","13","13","996670","187864"
"POINT (-73.86707118737947 40.68118374451134)","84K910","K910","Cypress Hills Ascend Charter School","2","1","KAKT","3093770","3041740067.0","396 GRANT AVENUE","BROOKLYN","3","NY","11208","19","84","1021119","187478"
"POINT (-73.90383836361886 40.69943190357143)","24Q239","Q239","P.S. 239","1","2","Q239","4435561","4035610001.0","17-15 WEIRFIELD STREET","QUEENS","4","NY","11385","24","24","1010914","194113"
"POINT (-73.812200921776 40.70389714118123)","28Q082","Q082","P.S. 082 Hammond","1","2","Q082","4206905","4096840008.0","88-02 144 STREET","QUEENS","4","NY","11435","28","28","1036320","195781"
"POINT (-73.80504495662882 40.70277635547627)","79Q975","Q975","ALC - Royal 180 Academy","1","8","Q883","4448758","4096790067.0","90-40 150 STREET","QUEENS","4","NY","11435","28","79","1038305","195377"
"POINT (-73.97863359124139 40.67181651994591)","15K321","K321","P.S. 321 William Penn","1","2","K321","3337516","3009710028.0","180 7 AVENUE","BROOKLYN","3","NY","11215","15","15","990177","184038"
"POINT (-73.9280483877867 40.853045075977604)","06M189","M189","P.S. 189","1","2","M189","1076750","1021590051.0","2580 AMSTERDAM AVENUE","MANHATTAN","1","NY","10040","6","6","1004155","250073"
"POINT (-73.97200915993952 40.58251885802894)","84K744","K744","Coney Island Preparatory Public Charter School","2","7","K303","3196292","3072500025.0","501 WEST AVENUE","BROOKLYN","3","NY","11224","21","84","992025","151505"
"POINT (-74.0192993528224 40.64195092570268)","20K506","K506","P.S. 506: The School of Journalism & Technology","1","2","K314","3016258","3008620012.0","330 59 STREET","BROOKLYN","3","NY","11220","20","20","978894","173157"
"POINT (-73.98861005207708 40.767848819178006)","02M544","M544","Independence High School","1","5","M834","1026841","1010650001.0","850 10TH AVENUE","MANHATTAN","1","NY","10019","2","2","987405","219025"
"POINT (-73.93509311369928 40.67567581847352)","16K243","K243","P.S. 243K- The Weeksville School","1","2","K243","3035761","3013470001.0","1580 DEAN STREET","BROOKLYN","3","NY","11213","16","16","1002254","185450"
"POINT (-73.98610528974463 40.695444662271335)","13K915","K915","I.S. 915","1","3","K580","3348044","3001310001.0","105 TECH PLACE","BROOKLYN","3","NY","11201","13","13","988103","192646"
"POINT (-73.95166415684437 40.64827735014215)","17K399","K399","P.S. 399 Stanley Eugene Clark","1","2","K399","3117396","3051110001.0","2707 ALBEMARLE ROAD","BROOKLYN","3","NY","11226","17","17","997663","175465"
"POINT (-73.88248751510243 40.855392811830185)","10X565","X565","High School for Energy and Technology","1","5","X660","2012887","2031040007.0","2474 CROTONA AVENUE","BRONX","2","NY","10458","10","10","1016758","250942"
"POINT (-73.84613539556351 40.69794194785058)","27Q066","Q066","P.S. 066 Jacqueline Kennedy Onassis","1","2","Q066","4191497","4091830001.0","85-11 102 STREET","QUEENS","4","NY","11418","27","27","1026915","193593"
"POINT (-73.93546123548681 40.80565373169666)","05M030","M030","P.S. 030 Hernandez/Hughes","1","2","M030","1054502","1017760020.0","144-176 EAST 128 STREET","MANHATTAN","1","NY","10035","5","5","1002117","232805"
"POINT (-73.89374460394546 40.84838551759051)","10X319","X319","Providing Urban Learners Success In Education High School","1","5","X211","2011844","2030610055.0","560 EAST 179 STREET","BRONX","2","NY","10457","10","10","1013647","248385"
"POINT (-73.97399644753368 40.79510990012664)","03M250","M250","M.S. 250 West Side Collaborative Middle School","1","3","M075","1034190","1012530065.0","735 WEST END AVENUE","MANHATTAN","1","NY","10025","3","3","991450","228958"
"POINT (-73.9824721913927 40.729152587793855)","01M450","M450","East Side Community School","1","4","M060","1005974","1004390017.0","420 EAST 12 STREET","MANHATTAN","1","NY","10009","1","1","989108","204927"
"POINT (-73.91338639240219 40.81461450683226)","79X695","X695","Passages Academy","1","7","X991","2000133","2022760001.0","560 BROOK AVENUE","BRONX","2","NY","10455","7","79","1008225","236075"
"POINT (-73.94091901056501 40.7855597488575)","84M337","M337","NYC Autism Charter School East Harlem","2","8","M050","1083933","1016940001.0","433 EAST 100 STREET","MANHATTAN","1","NY","10029","4","84","1000611","225483"
"POINT (-73.86100483207186 40.73404078847568)","28Q206","Q206","P.S. 206 The Horace Harding School","1","2","Q206","4050414","4020830123.0","61-02 98 STREET","QUEENS","4","NY","11374","28","28","1022771","206738"
"POINT (-73.7986581507141 40.714551405057364)","28Q350","Q350","Jamaica Gateway to the Sciences","1","5","Q470","4448806","4.0985801E+9","167-01 GOTHIC DRIVE","JAMAICA","4","NY","11432","28","28","1040066","199671"
"POINT (-74.10849279361817 40.57359983287991)","31R041","R041","The Stephanie A. Vierno School","1","2","R041","5052791","5036450007.0","216 CLAWSON STREET","STATEN ISLAND","5","NY","10306","31","31","954110","148273"
"POINT (-73.91692770115236 40.63445122762312)","18K567","K567","Brooklyn Theatre Arts High School","1","5","K515","3224139","3079980005.0","6565 FLATLANDS AVENUE","BROOKLYN","3","NY","11236","18","18","1007307","170435"
