"the_geom","ats_code","loc_code","loc_name","managed_by","lcc","primarybui","bin","bbl","address","city","boronum","state","zip","geodistric","adimindist","xcoordinat","ycoordinat"
"POINT (-73.87494763747614 40.7569315385364)","30Q228","Q228","The Ivan Lafayette Early Childhood School of the Arts","1","1","Q228","4000000","4014230057.0","32-63 93 STREET","QUEENS","4","NY","11369","30","30","1018895","215072"
"POINT (-73.91994936765849 40.818645755585536)","07X381","X381","Bronx Haven High School","1","5","X600","2001874","2024110022.0","333 EAST 151 STREET","BRONX","2","NY","10451","7","7","1006407","237542"
"POINT (-73.94755756841684 40.69669889101791)","75K368","K368","P.S. 368","1","7","K033","3048517","3017430018.0","70 TOMPKINS AVENUE","BROOKLYN","3","NY","11206","14","75","998792","193107"
"POINT (-73.92518249591221 40.75609954411025)","30Q501","Q501","Frank Sinatra School of the Arts High School","1","5","Q570","4003516","4006390016.0","35-12 35TH AVENUE","QUEENS","4","NY","11106","30","30","1004978","214753"
"POINT (-73.89279785826852 40.64413408895193)","18K279","K279","P.S. 279 Herman Schreiber","1","2","K279","3326733","3082300001.0","1070 EAST 104 STREET","BROOKLYN","3","NY","11236","18","18","1014000","173970"
"POINT (-73.93160407079581 40.678478957335344)","16K669","K669","Research and Service High School","1","5","K455","3047996","3017010001.0","1700 FULTON STREET","BROOKLYN","3","NY","11213","16","16","1003221","186472"
"POINT (-73.87298323415628 40.68921339791677)","19K007","K007","P.S. 007 Abraham Lincoln","1","2","K007","3090998","3041060039.0","858 JAMAICA AVENUE","BROOKLYN","3","NY","11208","19","19","1019475","190401"
"POINT (-73.84167544301609 40.682293430679614)","27Q065","Q065","P.S. 65 - The Raymond York Elementary School","1","2","Q884","4438525","4091210011.0","103-22 99 STREET","QUEENS","4","NY","11417","27","27","1028162","187894"
"POINT (-73.90771853782412 40.671015701055914)","23K298","K298","P.S. 298 Dr. Betty Shabazz","1","2","K298","3080768","3035070007.0","85 WATKINS STREET","BROOKLYN","3","NY","11212","23","23","1009849","183759"
"POINT (-73.92133679647256 40.69326122923771)","32K075","K075","P.S. 075 Mayda Cortiella","1","2","K075","3075879","3033140001.0","95 GROVE STREET","BROOKLYN","3","NY","11221","32","32","1006064","191860"
"POINT (-73.92931552041843 40.69472387878188)","32K545","K545","EBC High School for Public Service - Bushwick","1","5","K913","3073462","3032300027.0","1155 DEKALB AVENUE","BROOKLYN","3","NY","11221","32","32","1003851","192391"
"POINT (-73.93238871440562 40.70110731054445)","32K145","K145","P.S. 145 Andrew Jackson","1","2","K145","3071915","3031530011.0","100 NOLL STREET","BROOKLYN","3","NY","11206","32","32","1002997","194716"
"POINT (-73.96584821234497 40.67631486669633)","79K952","K952","ALC - Park Place Academy","1","8","K813","3028862","3011600001.0","355 PARK PLACE","BROOKLYN","3","NY","11238","13","79","993723","185678"
"POINT (-73.87167456625438 40.711559856209725)","24Q087","Q087","P.S./I.S. 087 Middle Village","1","15","Q087","4091737","4037820027.0","67-54 80 STREET","QUEENS","4","NY","11379","24","24","1019826","198543"
"POINT (-73.9151067164378 40.678124871096806)","23K644","K644","Eagle Academy for Young Men II","1","4","K271","3042157","3015500001.0","1137 HERKIMER STREET","BROOKLYN","3","NY","11233","23","23","1007797","186347"
"POINT (-73.99270058516925 40.76547494997142)","02M296","M296","High School of Hospitality Management","1","5","M535","1083802","1010790029.0","525 WEST  50TH STREET","MANHATTAN","1","NY","10019","2","2","986272","218160"
"POINT (-73.91178853039341 40.66823294399018)","23K327","K327","P.S. 327 Dr. Rose B. English","1","15","K327","3081032","3035200008.0","111 BRISTOL STREET","BROOKLYN","3","NY","11212","23","23","1008721","182744"
"POINT (-73.92227749761963 40.85763321992809)","06M005","M005","P.S. 005 Ellen Lurie","1","2","M005","1084201","1021500030.0","3703 TENTH AVENUE","MANHATTAN","1","NY","10034","6","6","1005750","251746"
"POINT (-73.90289206632195 40.82172320616242)","08X559","X559","School for Tourism and Hospitality","1","5","X650","2004807","2026680001.0","900 TINTON AVENUE","BRONX","2","NY","10456","8","8","1011127","238668"
"POINT (-73.88672186034394 40.84612817481093)","12X129","X129","M.S. 129 Academy for Independent Learning and Leadership","1","3","X129","2012957","2031090001.0","2055 MAPES AVENUE","BRONX","2","NY","10460","12","12","1015591","247565"
"POINT (-73.97101126791117 40.79139556830125)","03M258","M258","Community Action School - MS 258","1","3","M118","1032522","1012230005.0","154 WEST  93 STREET","MANHATTAN","1","NY","10025","3","3","992277","227605"
"POINT (-73.93374097357507 40.79926577687407)","04M037","M037","River East Elementary","1","2","M045","1054786","1.0179701E+9","2351 FIRST AVENUE","MANHATTAN","1","NY","10035","4","4","1002595","230478"
"POINT (-74.00164842829557 40.71131297639896)","02M520","M520","Murry Bergtraum High School for Business Careers","1","5","M520","1001388","1.0011301E+9","411 PEARL STREET","MANHATTAN","1","NY","10038","2","2","983793","198427"
"POINT (-73.9139641031197 40.76176235577622)","30Q070","Q070","P.S. 070","1","2","Q070","4442503","4006960014.0","30-45 42 STREET","QUEENS","4","NY","11103","30","30","1008084","216819"
"POINT (-73.88434825232578 40.681295729194154)","19K108","K108","P.S. 108 Sal Abbracciamento","1","2","K108","3087131","3039260045.0","200 LINWOOD STREET","BROOKLYN","3","NY","11208","19","19","1016327","187512"
"POINT (-74.21861906145985 40.54142201147531)","31R062","R062","The Kathleen Grimm School for Leadership and Sustainability","1","2","R062","5086680","5070920039.0","644 Bloomingdale Road","STATEN ISLAND","5","NY","10309","31","31","923487","136607"
"POINT (-73.96458620090169 40.60880100249855)","21K238","K238","P.S. 238 Anne Sullivan","1","15","K238","3176229","3066400013.0","1633 EAST  8 STREET","BROOKLYN","3","NY","11223","21","21","994083","161081"
"POINT (-73.83861615842156 40.68006591086798)","27Q480","Q480","John Adams High School","1","5","Q480","4529513","4095220032.0","101-01 ROCKAWAY BOULEVARD","QUEENS","4","NY","11417","27","27","1029012","187084"
"POINT (-73.82531710676035 40.586012619439614)","27Q324","Q324","Rockaway Park High School for Environmental Sustainability","1","5","Q410","4303773","4161670099.0","100-00 BEACH CHANNEL DRIVE","QUEENS","4","NY","11694","27","27","1032769","152825"
"POINT (-73.99196698148008 40.74196340520864)","02M439","M439","Manhattan Village Academy","1","5","M873","1080668","1008240015.0","43 WEST  22 STREET","MANHATTAN","1","NY","10010","2","2","986476","209594"
"POINT (-74.01894170739673 40.68949328305494)","02M551","M551","Urban Assembly New York Harbor School","1","5","M877","1086340","1000010010.0","10 SOUTH STREET, SLIP 7","MANHATTAN","1","NY","10004","2","2","978997","190478"
"POINT (-73.88253198925962 40.84044517966865)","12X006","X006","P.S. 006 West Farms","1","2","X006","2010892","2030050010.0","1000 EAST TREMONT AVENUE","BRONX","2","NY","10460","12","12","1016753","245496"
"POINT (-73.9438390763322 40.65867103078409)","17K546","K546","High School for Public Service: Heroes of Tomorrow","1","5","K470","3107227","3048110001.0","600 KINGSTON AVENUE","BROOKLYN","3","NY","11203","17","17","999832","179253"
"POINT (-73.88387752125671 40.85016830058232)","75X188","X188","P.S. X188","1","7","X034","2000000","2031000014.0","770 GROTE STREET","BRONX","2","NY","10460","10","75","1016376","249038"
"POINT (-73.89739429514675 40.82322804051985)","84X185","X185","Bronx Lighthouse Charter School","2","7","X716","2005384","2026990045.0","1001 INTERVALE AVENUE","BRONX","2","NY","10459","12","84","1012648","239218"
"POINT (-73.92996014080342 40.81571267568886)","07X670","X670","Health Opportunities High School","1","5","X884","2001027","2023440096.0","350 GERARD AVENUE","BRONX","2","NY","10451","7","7","1003637","236471"
"POINT (-73.95155903434858 40.673943741705735)","84K756","K756","Success Academy Prospect Heights (Brooklyn 6)","2","15","K138","3330795","3012330026.0","760 PROSPECT PLACE","BROOKLYN","3","NY","11216","17","84","997687","184816"
"POINT (-73.93013203462547 40.682949309462664)","16K262","K262","P.S. 262 El Hajj Malik El Shabazz Elementary School","1","2","K262","3046876","3016710019.0","500 MACON STREET","BROOKLYN","3","NY","11233","16","16","1003628","188101"
"POINT (-73.99088495797997 40.68486954217183)","15K519","K519","Cobble Hill School of American Studies","1","5","K804","3006356","3003970011.0","347 BALTIC STREET","BROOKLYN","3","NY","11201","15","15","986778","188793"
"POINT (-74.14226977518676 40.62507190478027)","31R068","R068","Port Richmond School for Visionary Learning","1","2","R066","5025214","5010650007.0","1625 FOREST AVENUE","STATEN IS","5","NY","10302","31","31","944757","167039"
"POINT (-74.00074342185145 40.7441869307685)","02M011","M011","P.S. 011 William T. Harris","1","2","M011","1013260","1007440024.0","320 WEST  21 STREET","MANHATTAN","1","NY","10011","2","2","984044","210404"
"POINT (-74.01842951296476 40.623687248031295)","20K127","K127","P.S. 127 Mckinley Park","1","2","K127","3150481","3059730001.0","7805 7 AVENUE","BROOKLYN","3","NY","11228","20","20","979134","166503"
"POINT (-73.73151845458005 40.75880824416539)","26Q221","Q221","P.S. 221 The North Hills School","1","2","Q221","4171759","4082760620.0","57-40 MARATHON PARKWAY","QUEENS","4","NY","11362","26","26","1058629","215845"
"POINT (-73.93760185201052 40.67229015293446)","84K357","K357","KIPP AMP Charter School","2","7","K390","3036405","3013700029.0","1224 PARK PLACE","BROOKLYN","3","NY","11213","17","84","1001559","184216"
"POINT (-73.89279785826852 40.64413408895193)","84K724","K724","Leadership Prep Canarsie Charter School (Leadership Prep CS 4)","2","15","K279","3326733","3082300001.0","1070 EAST 104 STREET","BROOKLYN","3","NY","11236","18","84","1014000","173970"
"POINT (-73.95572213108925 40.810793182580056)","05M362","M362","Columbia Secondary School","1","4","M125","1059526","1019640012.0","425 WEST 123 STREET","MANHATTAN","1","NY","10027","5","5","996507","234674"
"POINT (-73.94248237819447 40.790009751569016)","84M518","M518","East Harlem Scholars Academy Charter School","2","15","MBMC","1089693","1016770001.0","2050 Second Avenue","MANHATTAN","1","NY","10029","4","84","1000177","227104"
"POINT (-73.91770502672587 40.82800915261548)","09X449","X449","Grant Avenue Elementary School","1","2","X166","2002497","2024460043.0","250 EAST 164 STREET","BRONX","2","NY","10456","9","9","1007025","240954"
"POINT (-73.80575957687884 40.731070621559084)","25Q200","Q200","P.S./M.S. 200 - The Magnet School of Global Studies and Leadership","1","15","Q200","4146990","4067890001.0","70-10 164 STREET","QUEENS","4","NY","11365","25","25","1038084","205685"
"POINT (-73.9432797444096 40.69761910430457)","84K125","K125","Success Academy Charter School - Bed-Stuy 2","2","2","K059","3048546","3017490001.0","211 THROOP AVENUE","BROOKLYN","3","NY","11206","14","84","999978","193443"
"POINT (-73.98706400797131 40.735361830024594)","02M533","M533","Union Square Academy for Health Sciences","1","5","M460","1017828","1008720057.0","40 IRVING PLACE","MANHATTAN","1","NY","10003","2","2","987835","207189"
"POINT (-73.79584528719104 40.783777413993676)","25Q209","Q209","P.S. 209 Clearview Gardens","1","2","Q209","4128717","4057340001.0","16-10 UTOPIA PARKWAY","QUEENS","4","NY","11357","25","25","1040787","224894"
"POINT (-73.8289102774657 40.69279039489984)","27Q334","Q334","Epic High School - North","1","5","Q636","4441342","4094350016.0","94-25 117TH STREET","QUEENS","4","NY","11419","27","27","1031695","191725"
"POINT (-74.11781871616432 40.628291755987505)","31R027","R027","I.S. 027 Anning S. Prall","1","3","R027","5008403","5003080001.0","11 CLOVE LAKE PLACE","STATEN ISLAND","5","NY","10310","31","31","951546","168202"
"POINT (-74.0020225965099 40.679462683635094)","15K448","K448","Brooklyn Collaborative Studies","1","4","K142","3336036","3003690001.0","610 HENRY STREET","BROOKLYN","3","NY","11231","15","15","983689","186823"
"POINT (-73.88654080277995 40.83149319404753)","12X066","X066","P.S. 066 School of Higher Expectations","1","2","X066","2010916","2030080001.0","1001 JENNINGS STREET","BRONX","2","NY","10460","12","12","1015648","242233"
"POINT (-73.89184659999724 40.75970436925487)","84Q387","Q387","Valence College Preparatory Charter School","2","2","QCBE","4439601","4011240001.0","75-01 31 AVENUE","QUEENS","4","NY","11370","30","84","1014212","216076"
"POINT (-73.91406707833296 40.827438342945506)","79X985","X985","ALC - M.S. 145","1","8","X145","2097111","2024240001.0","1000 TELLER AVENUE","BRONX","2","NY","10456","9","79","1008032","240747"
"POINT (-73.82462916466773 40.70265689791525)","28Q054","Q054","P.S. 054 Hillside","1","2","Q054","4193916","4092800001.0","86-02 127 STREET","QUEENS","4","NY","11418","28","28","1032875","195322"
"POINT (-73.87824351375856 40.73303376644374)","24Q102","Q102","P.S. 102 Bayview","1","15","Q102","4437597","4028790031.0","55-24 VAN HORN STREET","QUEENS","4","NY","11373","24","24","1017994","206364"
"POINT (-73.84147519874423 40.68917705258201)","27Q650","Q650","High School for Construction Trades, Engineering and Architecture","1","5","Q650","4438609","4093810044.0","94-06 104TH STREET","QUEENS","4","NY","11416","27","27","1028213","190402"
"POINT (-73.76408196338949 40.691306114199506)","29Q036","Q036","P.S. 036 Saint Albans School","1","2","Q036","4268900","4124390032.0","187-01 FOCH BOULEVARD","QUEENS","4","NY","11412","29","29","1049674","191226"
"POINT (-73.95415273692261 40.80261054578897)","03M415","M415","Wadleigh Secondary School for the Performing & Visual Arts","1","4","M088","1055204","1018300019.0","215 WEST 114 STREET","MANHATTAN","1","NY","10026","3","3","996943","231693"
"POINT (-73.8261927541304 40.754483106487186)","25Q244","Q244","The Active Learning Elementary School","1","1","Q244","4541682","4051370043.0","137-20 FRANKLIN AVENUE","QUEENS","4","NY","11355","25","25","1032404","214203"
"POINT (-73.94717117480322 40.79293239005381)","04M610","M610","Young Women's Leadership School","1","4","M895","1052015","1016340003.0","105 EAST 106TH STREET","NEW YORK","1","NY","10029","4","4","998878","228168"
"POINT (-73.92589079853524 40.83969345613164)","09X011","X011","P.S. 011 Highbridge","1","2","X011","2003519","2025290081.0","1257 OGDEN AVENUE","BRONX","2","NY","10452","9","9","1004756","245209"
"POINT (-73.77843063204222 40.78233170530703)","25Q169","Q169","P.S. 169 Bay Terrace","1","2","Q169","4131147","4058650050.0","18-25 212 STREET","QUEENS","4","NY","11360","25","25","1045611","224379"
"POINT (-73.98560851538745 40.77489148390433)","03M492","M492","High School for Law, Advocacy and Community Justice","1","5","M490","1030343","1011570025.0","122 AMSTERDAM AVENUE","MANHATTAN","1","NY","10023","3","3","988236","221591"
"POINT (-73.80699041357659 40.78323120220222)","25Q194","Q194","J.H.S. 194 William Carr","1","3","Q194","4107342","4047290001.0","154-60 17 AVENUE","QUEENS","4","NY","11357","25","25","1037701","224688"
"POINT (-73.86003122128027 40.694232286545144)","27Q097","Q097","P.S. 097 Forest Park","1","2","Q097","4181565","4088550020.0","85-52 85 STREET","QUEENS","4","NY","11421","27","27","1023064","192235"
"POINT (-73.90177467308054 40.83950801250612)","09X263","X263","Validus Preparatory Academy","1","5","X970","2009555","2029130001.0","1595 BATHGATE AVENUE","BRONX","2","NY","10457","9","9","1011429","245148"
"POINT (-73.91511494838889 40.886922297306285)","10X024","X024","P.S. 024 Spuyten Duyvil","1","2","X024","2085869","2059170140.0","660 WEST 236 STREET","BRONX","2","NY","10463","10","10","1007721","262419"
"POINT (-73.89166402810946 40.88304912541992)","10X344","X344","Ampark Neighborhood","1","2","X095","2015472","2032520182.0","3961 HILLMAN AVENUE","BRONX","2","NY","10463","10","10","1014207","261015"
"POINT (-74.19528175797757 40.552059068494756)","31R004","R004","P.S. 004 Maurice Wollin","1","2","R004","5079499","5060250030.0","200 NEDRA LANE","STATEN ISLAND","5","NY","10312","31","31","929982","140467"
"POINT (-73.94683675106783 40.6237889694803)","22K381","K381","I. S. 381","1","3","K240","3208638","3076290030.0","2500 NOSTRAND AVENUE","BROOKLYN","3","NY","11210","22","22","999008","166544"
"POINT (-73.99207627403865 40.70295216495548)","13K313","K313","Dock Street School for STEAM Studies","1","3","K611","3398406","3000367504.0","19 DOCK STREET","BROOKLYN","3","NY","11201","13","13","986447","195381"
"POINT (-73.743327050656 40.67225955273942)","29Q289","Q289","Queens United Middle School","1","3","Q156","4283015","4131700012.0","229-02 137 AVENUE","QUEENS","4","NY","11413","29","29","1055450","184303"
"POINT (-73.99742097475995 40.710651471570834)","02M893","MJRS","Jacob Riis School","1","3","M126","1083357","1001110160.0","80 CATHERINE STREET","MANHATTAN","1","NY","10038","2","2","984965","198186"
"POINT (-73.95481503321452 40.71556124603341)","14K488","K488","Brooklyn Preparatory High School","1","5","K650","3062135","3023300011.0","257 NORTH  6 STREET","BROOKLYN","3","NY","11211","14","14","996776","199978"
"POINT (-73.91136654119627 40.83930718418114)","09X329","X329","DreamYard Preparatory School","1","5","X410","2007806","2028170002.0","240 EAST 172 STREET","BRONX","2","NY","10457","9","9","1008775","245072"
"POINT (-73.75939602864575 40.664809245250765)","29Q356","Q356","Community Voices Middle School","1","3","Q231","4285682","4133310001.0","145-00 SPRINGFIELD BOULEVARD","QUEENS","4","NY","11413","29","29","1051000","181576"
"POINT (-73.95413983324252 40.72697094229756)","14K031","K031","P.S. 031 Samuel F. Dupont","1","2","K031","3065299","3025950001.0","75 MESEROLE AVENUE","BROOKLYN","3","NY","11222","14","14","996961","204135"
"POINT (-73.86603838064804 40.838151836293335)","12X536","X536","P.S. 536","1","2","X102","2028640","2039210030.0","1827 ARCHER STREET","BRONX","2","NY","10460","12","12","1021318","244667"
"POINT (-73.94085919966281 40.68621336757412)","13K044","K044","P.S. 044 Marcus Garvey","1","2","K044","3051540","3018210001.0","432 MONROE STREET","BROOKLYN","3","NY","11221","13","13","1000652","189288"
"POINT (-73.93756408319749 40.75114441788828)","30Q575","Q575","Academy of American Studies","1","5","Q451","4005026","4004170016.0","28-04 41 AVENUE","LONG ISLAND CITY","4","NY","11101","30","30","1001549","212945"
"POINT (-73.93546123548681 40.80565373169666)","75M138","M138","P.S. 138","1","7","M030","1054502","1017760020.0","144-176 EAST 128 STREET","MANHATTAN","1","NY","10035","5","75","1002117","232805"
"POINT (-73.93416389037425 40.5980691698156)","22K194","K194","P.S. 194 Raoul Wallenberg","1","2","K194","3248309","3073930001.0","3117 AVENUE W","BROOKLYN","3","NY","11229","22","22","1002533","157176"
"POINT (-73.9015658140739 40.87563634915317)","10X237","X237","The Marie Curie School for Medicine, Nursing, and Health Professions","1","5","X143","2015547","2032530141.0","120 WEST 231 STREET","BRONX","2","NY","10463","10","10","1011472","258311"
"POINT (-73.91908818182596 40.69789832998534)","84K538","K538","Achievement First Bushwick Charter School","2","7","K383","3075413","3032980001.0","1300 GREENE AVENUE","BROOKLYN","3","NY","11237","32","84","1006686","193550"
"POINT (-74.01290854217079 40.705424747008834)","02M580","M580","Richard R. Green High School of Teaching","1","5","M282","1000811","1000220013.0","7 BEAVER STREET","MANHATTAN","1","NY","10004","2","2","980671","196282"
"POINT (-73.98159710322396 40.72313045463324)","01M064","M064","P.S. 064 Robert Simon","1","2","M064","1004627","1003870001.0","600 EAST  6 STREET","MANHATTAN","1","NY","10009","1","1","989351","202733"
"POINT (-73.88248751510243 40.855392811830185)","10X524","X524","Crotona International High School","1","5","X660","2012887","2031040007.0","2474 CROTONA AVENUE","BRONX","2","NY","10458","10","10","1016758","250942"
"POINT (-73.98631383578876 40.593028549309324)","21K559","K559","Life Academy High School for Film and Music","1","5","K400","3186454","3068830001.0","2630 BENSON AVENUE","BROOKLYN","3","NY","11214","21","21","988051","155333"
"POINT (-73.90395176680626 40.83349343698174)","09X215","X215","Kappa","1","3","X148","2009611","2029250001.0","3630 THIRD AVENUE","BRONX","2","NY","10456","9","9","1010829","242956"
"POINT (-73.94521142276817 40.699214749935756)","75K373","K373","P.S. 373 - Brooklyn Transition Center","1","5","K148","3048352","3017260014.0","185 ELLERY STREET","BROOKLYN","3","NY","11206","14","75","999442","194024"
"POINT (-73.95381000209797 40.65627652837427)","17K092","K092","P.S. 092 Adrian Hegeman","1","2","K092","3115866","3050490055.0","601 PARKSIDE AVENUE","BROOKLYN","3","NY","11226","17","17","997066","178379"
"POINT (-73.95818098309019 40.69201517658512)","13K616","K616","Brooklyn High School for Leadership and Community Service","1","5","K117","3055165","3019260010.0","300 WILLOUGHBY AVENUE","BROOKLYN","3","NY","11205","13","13","995847","191399"
"POINT (-73.99596188560031 40.622102165091654)","20K227","K227","J.H.S. 227 Edward B. Shallow","1","3","K227","3133741","3055510018.0","6500 16 AVENUE","BROOKLYN","3","NY","11204","20","20","985371","165925"
"POINT (-73.8693050289181 40.69300255491683)","19K583","K583","Multicultural High School","1","5","K420","3090738","3040940001.0","999 JAMAICA AVENUE","BROOKLYN","3","NY","11208","19","19","1020493","191783"
"POINT (-73.97825493139656 40.72753795203201)","01M315","M315","The East Village Community School","1","2","M061","1079053","1003940012.0","610 EAST  12 STREET","MANHATTAN","1","NY","10009","1","1","990277","204339"
"POINT (-73.95014651101533 40.79846160010377)","03M185","M185","The Locke School of Arts and Engineering","1","2","M185","1051410","1015950015.0","20 WEST 112 STREET","MANHATTAN","1","NY","10026","3","3","998053","230182"
"POINT (-73.93589143380221 40.681528125097316)","16K628","K628","Brooklyn Brownstone School","1","2","K035","3047054","3016740011.0","272 MACDONOUGH STREET","BROOKLYN","3","NY","11233","16","16","1002031","187582"
"POINT (-74.01213989348707 40.64374699384325)","84K937","K937","Brooklyn RISE Charter School","2","2","KCGY","3013917","3008070046.0","473 53 STREET","BROOKLYN","3","NY","11220","15","84","980881","173811"
"POINT (-73.97031500088298 40.67635727747346)","17K340","K340","I.S. 340","1","3","K874","3029061","3011640064.0","227 STERLING PLACE","BROOKLYN","3","NY","11238","13","17","992484","185693"
"POINT (-73.93870128679886 40.841032159766264)","06M513","M513","Castle Bridge School","1","2","M128","1083509","1021250001.0","560 WEST 169 STREET","MANHATTAN","1","NY","10032","6","6","1001211","245694"
"POINT (-74.0045337090582 40.652832778374766)","15K024","K024","P.S. 024","1","2","K024","3346119","3007010001.0","427 38 STREET","BROOKLYN","3","NY","11232","15","15","982992","177121"
"POINT (-73.86443895843671 40.85157708809138)","11X418","X418","Bronx High School for the Visual Arts","1","5","X839","2048811","2042900048.0","2040 ANTIN PL","BRONX","2","NY","10462","11","11","1021753","249559"
"POINT (-73.88702633112764 40.85838907207181)","10X045","X045","Thomas C. Giordano Middle School 45","1","3","X045","2011937","2030670001.0","2502 LORILLARD PLACE","BRONX","2","NY","10458","10","10","1015501","252032"
"POINT (-73.91093831113437 40.65706103304697)","23K165","K165","P.S. 165 Ida Posner","1","2","K165","3082726","3036220023.0","76 LOTT AVENUE","BROOKLYN","3","NY","11212","23","23","1008961","178674"
"POINT (-73.96302618294881 40.61631026811964)","21K199","K199","P.S. 199 Frederick Wachtel","1","2","K199","3180761","3067400025.0","1100 ELM AVENUE","BROOKLYN","3","NY","11230","21","21","994515","163817"
"POINT (-74.00615528947368 40.72905220135379)","02M560","M560","High School M560 - City As School","1","5","M641","1009757","1005810054.0","16 CLARKSON STREET","MANHATTAN","1","NY","10014","2","2","982544","204890"
"POINT (-74.00254059640672 40.74340739611657)","02M392","M392","Manhattan Business Academy","1","5","M440","1013096","1007420007.0","351 WEST  18 STREET","MANHATTAN","1","NY","10011","2","2","983546","210120"
"POINT (-73.98282634700215 40.684945475256136)","15K038","K038","P.S. 038 The Pacific","1","2","K038","3001183","3001910001.0","450 PACIFIC STREET","BROOKLYN","3","NY","11217","15","15","989013","188821"
"POINT (-73.83861615842156 40.68006591086798)","27Q905","Q905","John Adams Evening Hs M/W","1","8","Q480","4529513","4095220032.0","101-01 ROCKAWAY BOULEVARD","QUEENS","4","NY","11417","27","27","1029012","187084"
"POINT (-73.93998477232046 40.760376285489194)","84Q304","Q304","VOICE Charter School of New York","2","15","QALJ","4439170","4003520001.0","36-24 12TH STREET","QUEENS","4","NY","11106","30","84","1000876","216308"
"POINT (-73.90006815410072 40.87365888240423)","10X315","X315","P.S. 315 Lab School","1","15","X779","2086833","2032500073.0","2865 CLAFLIN AVENUE","BRONX","2","NY","10468","10","10","1011887","257591"
"POINT (-73.89789649454934 40.634861345502344)","18K115","K115","P.S. 115 Daniel Mucatel School","1","2","K115","3232559","3082560001.0","1500 EAST  92 STREET","BROOKLYN","3","NY","11236","18","18","1012589","170590"
"POINT (-73.85285129199876 40.85440091614884)","11X108","X108","P.S. 108 Philip J. Abinanti","1","2","X108","2048608","2042750001.0","1166 NEILL AVENUE","BRONX","2","NY","10461","11","11","1024957","250593"
"POINT (-73.86288662816806 40.74189853530559)","24Q061","Q061","I.S. 061 Leonardo Da Vinci","1","3","Q061","4046834","4018910032.0","98-50 50 AVENUE","QUEENS","4","NY","11368","24","24","1022245","209600"
"POINT (-73.98667831847482 40.60699412129292)","20K686","K686","Brooklyn School of Inquiry","1","15","K237","3396829","3066180001.0","50 AVENUE P","BROOKLYN","3","NY","11204","21","20","987949","160421"
"POINT (-73.84301392709307 40.856531564660095)","84X422","X422","Icahn Charter School 3","2","15","XAGA","2047109","2042220005.0","1500 PELHAM PARKWAY SOUTH","BRONX","2","NY","10461","11","84","1027677","251374"
"POINT (-73.92818016373154 40.694179711571856)","32K274","K274","P.S. 274 Kosciusko","1","2","K274","3073752","3032410037.0","800 BUSHWICK AVENUE","BROOKLYN","3","NY","11221","32","32","1004166","192193"
"POINT (-73.93362941544774 40.853193891080224)","79M921","M921","District 79 Youth Justice and Treatment Programs Transitions","1","9","M048","1076752","1021670029.0","4360-78 BROADWAY","MANHATTAN","1","NY","10033","6","79","1002611","250126"
"POINT (-73.94200920735815 40.80254743724311)","75M079","M079","P.S. M079 - Horan School","1","4","M079","1053968","1017470001.0","55 EAST 120 STREET","MANHATTAN","1","NY","10035","5","75","1000305","231672"
"POINT (-73.8693050289181 40.69300255491683)","19K764","K764","The Urban Assembly School for Collaborative Healthcare","1","5","K420","3090738","3040940001.0","999 JAMAICA AVENUE","BROOKLYN","3","NY","11208","19","19","1020493","191783"
"POINT (-73.80586613895467 40.58922027416831)","27Q183","Q183","P.S. 183 Dr. Richard R. Green","1","15","Q183","4303354","4161120001.0","2-45 BEACH  79 STREET","QUEENS","4","NY","11693","27","27","1038169","154005"
"POINT (-73.97200915993952 40.58251885802894)","21K303","K303","I.S. 303 Herbert S. Eisenberg","1","3","K303","3196292","3072500025.0","501 WEST AVENUE","BROOKLYN","3","NY","11224","21","21","992025","151505"
"POINT (-73.93554768429097 40.85812995319467)","84M265","M265","Success Academy Charter School - Washington Heights - New York 1","2","2","M387","1064382","1021790511.0","701 FORT WASHINGTON AVENUE","MANHATTAN","1","NY","10040","6","84","1002079","251924"
"POINT (-73.85593070513221 40.82121847122283)","08X377","X377","Bronx Community High School","1","5","X450","2022205","2036040039.0","1980 LAFAYETTE AVENUE","BRONX","2","NY","10473","8","8","1024125","238502"
"POINT (-73.91428269995154 40.651642627858514)","18K233","K233","P.S. 233 Langston Hughes","1","2","K233","3104990","3047530001.0","9301 AVENUE B","BROOKLYN","3","NY","11236","18","18","1008035","176699"
"POINT (-73.8951223739207 40.66686852615273)","19K507","K507","Performing Arts and Technology High School","1","5","K435","3084440","3037880001.0","400 PENNSYLVANIA AVENUE","BROOKLYN","3","NY","11207","19","19","1013345","182252"
"POINT (-73.91369444464816 40.87793513036105)","10X037","X037","P.S. X037 - Multiple Intelligence School","1","15","X037","2097990","2057160725.0","360 WEST 230 STREET","BRONX","2","NY","10463","10","10","1008117","259145"
"POINT (-73.91780460586442 40.70059552720998)","32K086","K086","P.S. 086 The Irvington","1","2","K086","3075109","3032890027.0","220 IRVING AVENUE","BROOKLYN","3","NY","11237","32","32","1007041","194533"
"POINT (-73.85853376154218 40.83402580440597)","84X255","X255","Bronx Charter School for Excellence","2","15","XAJK","2028883","2039300038.0","1960 BENEDICT AVENUE","BRONX","2","NY","10462","11","84","1023397","243167"
"POINT (-73.92830197202292 40.85924002648237)","06M178","M178","Professor Juan Bosch Public School","1","2","M178","1064128","1021710036.0","12-18 ELLWOOD STREET","MANHATTAN","1","NY","10040","6","6","1004083","252330"
