"borough","restaurantname","seatingchoice","legalbusinessname","businessaddress","restaurantinspectionid","issidewaycompliant","isroadwaycompliant","skippedreason","inspectedon","agencycode","postcode","latitude","longitude","communityboard","councildistrict","censustract","bin","bbl","nta"
"Queens","Fiamma 41","both","Balco Hospitality","214-26 41st Ave","10044",,"Compliant",,"2020-07-14T17:09:11.000","DOB","11361","40.763674","-73.770457","11","19","1123","4138312","4062900024","Bayside-Bayside Hills"
"Manhattan","St Dymphnas","both","St Dymphans LLC","117 Avenue A","10045",,"Compliant",,"2020-07-14T17:09:23.000","DOT","10009","40.726312","-73.983360","3","2","32","1005841","1004350034","East Village"
"Staten Island","El patron restaurant & lounge","both","El patron restaurant & lounge inc","520 Bay st","10046",,"Non-Compliant",,"2020-07-14T17:09:34.000","DOB","10310","40.629263","-74.076606","1","49","21","5013430","5005120001","Stapleton-Rosebank"
"Manhattan","Casellula","both","Casellula LLC","401 W 52nd St","10047",,"Compliant",,"2020-07-14T17:09:40.000","DOT","10019","40.764923","-73.988455","4","3","133","1076208","1010620029","Clinton"
"Queens","4 CAMINOS MEXICAN RESTAURANT CORP","both","4 CAMINOS MEXICAN RESTAURANT CORP","67-22  FRESH POND ROAD","10048",,"Skipped Inspection","No Seating","2020-07-14T17:09:57.000","DOB","11385","40.705256","-73.896335","5","30","585","4085090","4035320030","Ridgewood"
"Manhattan","Casa La Femme","both","West Village Oasis","140  Charles Street","10049",,"Compliant",,"2020-07-14T17:10:19.000","DEP","10014","40.734163","-74.007982","2","3","75","1011761","1006317502","West Village"
"Manhattan","Swift Hibernian Lounge","roadway","The Silken Thomas Restaurant Inc.","34 East 4th Street","1005",,"Non-Compliant",,"2020-07-04T14:13:21.000","DEP","10003","40.727474","-73.992355","2","1","5502","1008515","1005310030","West Village"
"Manhattan","Short Stories","both","355 Restaurant Group, LLC","355 Bowery","10050",,"Compliant",,"2020-07-14T17:10:23.000","DOT","10003","40.726736","-73.991662","3","2","38","1079833","1004590005","East Village"
"Manhattan","ASHOKA","both","SHIVHARI. Inc","489  Columbus Avenue","10051",,"Skipped Inspection","Sidewalk Seating Only","2020-07-14T17:10:42.000","DOB","10024","40.784875","-73.973340","7","6","169","1031246","1011970064","Upper West Side"
"Bronx","MADE IN PR BAR & LOUNGE","both","MADE IN PUERTO RICO LATIN CUISINE & SPORTS BAR CORP.","26 BRUCKNER BLVD","10052",,"Skipped Inspection","No Seating","2020-07-14T17:10:58.000","DOT","10454","40.807214","-73.928405","1","8","19","2000683","2023080015","Mott Haven-Port Morris"
"Manhattan","Casellula","both","Casellula LLC","401 W 52nd St","10053",,"Compliant",,"2020-07-14T17:12:20.000","DOT","10019","40.764923","-73.988455","4","3","133","1076208","1010620029","Clinton"
"Brooklyn","Strong Rope Brewery","both","Strong Rope Brewery LLC","574A PRESIDENT ST","10054",,"Compliant",,"2020-07-14T17:12:49.000","DOT","11215","40.676997","-73.984047","6","39","119","3007526","3004480032","Park Slope-Gowanus"
"Queens","las delicias bakery","both","1801 Bakery Corp","1801 College Point","10055",,"Compliant",,"2020-07-14T17:14:12.000","DOB","11356",,,,,,,,
"Manhattan","Nisi","both","NISI AT 47 PARTNERS LLC","250 West 47th Street","10056",,"Skipped Inspection","No Seating","2020-07-14T17:15:17.000","DOB","10036","40.759892","-73.986276","5","3","125","1024744","1010180054","Midtown-Midtown South"
"Manhattan","Vietspot","roadway","Dimplesandwich","99 Nassau Street","10057",,"Compliant",,"2020-07-14T17:15:28.000","DOT","10038","40.710531","-74.007441","1","1","1501","1001242","1000890001","Battery Park City-Lower Manhattan"
"Manhattan","Thai72","both","Thai72 Inc","128  West 72nd Street","10058",,"Cease and Desist",,"2020-07-14T17:16:25.000","DOB","10023","40.777924","-73.980029","7","6","157","1079315","1011430044","Lincoln Square"
"Queens","Las Margaritas Restaurant &Bar","both","1 New Farm Deli Inc.","67-12 Fresh Pond Rd","10059",,"Non-Compliant",,"2020-07-14T17:17:59.000","DOB","11385","40.705481","-73.896443","5","30","585","4085085","4035320025","Ridgewood"
"Queens","Sotto le stelle","both","Sotto le stelle inc","4407 Queens blvd","1006",,"Compliant",,"2020-07-04T14:13:34.000","DOT","11104","40.743361","-73.920375","2","26","183","4001921","4001610048","Hunters Point-Sunnyside-West Maspeth"
"Brooklyn","Cafe Mogador","both","Cafe Mogador LLC","133 Wythe Avenue","10060",,"Compliant",,"2020-07-14T17:18:02.000","DOT","11249","40.719843","-73.960076","1","33","557","3061884","3023180002","North Side-South Side"
"Manhattan","La Goulue 61 LLC","both","La Goulue 61 LLC","29  East 61 Street","10061",,"Compliant",,"2020-07-14T17:18:30.000","DOT","10065","40.764728","-73.970207","8","4","11401","1040853","1013760025","Upper East Side-Carnegie Hill"
"Queens","BLVD Wine Bar","both","BLVD LLC","4720  Center Boulevard","10062",,"Cease and Desist",,"2020-07-14T17:19:03.000","DOB","11109","40.745615","-73.957162","2","26","1","4538318","4000210070","Hunters Point-Sunnyside-West Maspeth"
"Manhattan","American Retro Bar and Grill","both","KD714, Inc.","714 11th Avenue","10063",,"Compliant",,"2020-07-14T17:19:42.000","DOT","10019","40.766260","-73.994339","4","3","135","1027047","1010790063","Clinton"
"Manhattan","Lolitas kitchen","both","Lolitas kitchen Corp.","1364  Lexington ave","10064",,"Compliant",,"2020-07-14T17:19:53.000","DOT","10128","40.782209","-73.953622","8","4","14802","1048253","1015190016","Upper East Side-Carnegie Hill"
"Queens","Sushi kingdom and Asian fusion","roadway","Sushi kingdom and Asian fusion","71-30  Main street","10065",,"Compliant",,"2020-07-14T17:20:11.000","DOB","11367","40.727153","-73.822079","8","24","77902","4143376","4066200032","Kew Gardens Hills"
"Queens","Holy Schnitzel","both","Yoniski Caterers LLC","7222 Main Street","10066",,"Compliant",,"2020-07-14T17:21:04.000","DOT","11367","40.726085","-73.821537","8","24","77902","4143395","4066210010","Kew Gardens Hills"
"Brooklyn","Le Garage","sidewalk","Mere/Fille LLC","159 Central Ave","10067",,"Skipped Inspection","No Seating","2020-07-14T17:21:29.000","DOB","11221","40.699043","-73.926815","4","34","423","3072901","3032080001","Bushwick South"
"Brooklyn","Norwinds","both","Norwinds INC","1043 Flushing ave","10068",,"Compliant",,"2020-07-14T17:22:03.000","DOT","11237","40.703983","-73.930637","1","34","453","3070730","3030120026","Bushwick North"
"Queens","MAPO KOREAN BBQ","roadway","THE GALBI INC.","149-24 41ST AVE.","10069",,"Compliant",,"2020-07-14T17:22:56.000","DOT","11355","40.762267","-73.815105","7","20","1167","4114864","4050540032","Murray Hill"
"Queens","LALILE INC.","both","LALILE INC.","9101 ASTORIA BLVD","1007",,"Non-Compliant",,"2020-07-04T14:13:35.000","DOT","11369","40.763498","-73.878137","3","22","347","4032451","4013650001","Jackson Heights"
"Manhattan","11th Street Cafe","roadway","West 11th Street Cafe INC","327 West 11th St","10070",,"Non-Compliant",,"2020-07-14T17:23:00.000","DEP","10014","40.735637","-74.007477","2","3","75","1078299","1006340036","West Village"
"Manhattan","Hunan manor","both","Hunan manor llc","339 Lexington Ave","10071",,"Non-Compliant",,"2020-07-14T17:23:34.000","DOT","10016","40.749724","-73.977288","6","4","80","1019475","1008950026","Murray Hill-Kips Bay"
"Manhattan","Silvia L. Duran","both","Silvia L. Duran","1555 St. Nicholas Avenue","10072",,"Non-Compliant",,"2020-07-14T17:23:57.000","DOT","10040","40.853500","-73.930687","12","10","279","1063997","1021680015","Washington Heights North"
"Manhattan","Quesadillas Dona Maty","roadway","Quesadillas Maty Grocery & Deli Corp","228 East 116 street","10074",,"Non-Compliant",,"2020-07-14T17:24:31.000","DOT","10029","40.797609","-73.939240","11","8","188","1052543","1016650038","East Harlem North"
"Brooklyn","Amami Bar and Restaurant","both","Haku Ten Inc","57 Nassau Ave","10075",,"Compliant",,"2020-07-14T17:24:35.000","DOB","11222","40.723347","-73.952118","1","33","569","3066005","3026440043","Greenpoint"
"Manhattan","The woo inc","both","The woo inc","206 Spring st","10076",,"Cease and Desist",,"2020-07-14T17:24:41.000","DOT","10012","40.725320","-74.003543","2","3","47","1007372","1004900023","SoHo-TriBeCa-Civic Center-Little Italy"
"Queens","Long King House","both","Long King House Inc","1526  College Point Blvd","10077",,"Compliant",,"2020-07-14T17:24:45.000","DOB","11356","40.784037","-73.845828","7","19","925","4098211","4040760023","College Point"
"Queens","AnnieGCOs kitchen","both","AnnieGCOs kitchen","7224 Main Street","10078",,"Compliant",,"2020-07-14T17:25:53.000","DOT","11367","40.725881","-73.821436","8","24","77902","4143395","4066210010","Kew Gardens Hills"
"Brooklyn","Rantab Restaurant and Sports Bar","both","Rantab Restaurant and sports bar","2602  Church Avenue","10079",,"Skipped Inspection","No Seating","2020-07-14T17:26:59.000","DOB","11226","40.650650","-73.952873","17","40","794","3117242","3051040092","Erasmus"
"Brooklyn","Attic Cafe","both","Attic Cafe Inc.","6754 4th ave","1008",,"Non-Compliant",,"2020-07-04T14:14:06.000","DOT","11220","40.635819","-74.023041","10","43","68","3144672","3058540044","Bay Ridge"
"Manhattan","The Wayland","both","Eldridge Bistro, Inc","700  East 9th Street","10080",,"Compliant",,"2020-07-14T17:28:33.000","DOB","10009","40.725224","-73.977848","3","2","2602","1004529","1003780009","Lower East Side"
"Manhattan","Da Claudio","both","Tre Monelli LLC","21  Ann","10081",,"Compliant",,"2020-07-14T17:28:38.000","DOT","10038","40.710778","-74.007694","1","1","1501","1000000","1000900017","Battery Park City-Lower Manhattan"
"Manhattan","Zurutto","both","ZURUTTO RAMEN INC","142 W 72nd Street","10082",,"Non-Compliant",,"2020-07-14T17:28:55.000","DOB","10023","40.778034","-73.980289","7","6","157","1081478","1011430049","Lincoln Square"
"Queens","Jao Khao Chinese Halal Inc","both","Jao Khao Chinese Halal Inc","128-12 Liberty Avenue","10083",,"Skipped Inspection","No Seating","2020-07-14T17:29:16.000","DOT","11419","40.689045","-73.816909","10","28","15802","4204760","4095820005","South Ozone Park"
"Manhattan","Cara Mia","both","VV&V Brothers 653 Corp","693  9th Avenue","10085",,"Skipped Inspection","Sidewalk Seating Only","2020-07-14T17:30:48.000","DOT","10036","40.761981","-73.990059","4","3","127","1026571","1010570034","Clinton"
"Manhattan","LOL Times Square Comedy Club","both","LOL Stand Up Comedy Corp","711 7th Avenue","10086",,"Skipped Inspection","No Seating","2020-07-14T17:31:04.000","DOB","10036","40.759543","-73.984370","5","4","125","1022687","1010000064","Midtown-Midtown South"
"Queens","Ayna Agra","both","Ayna Agra restaurant inc.","213-35  39th Avenue","10087",,"Compliant",,"2020-07-14T17:31:06.000","DOB","11361","40.765373","-73.771668","11","19","1123","4137572","4062380001","Bayside-Bayside Hills"
"Manhattan","Harvest Kitchen","both","72nd & Columbus Restaurant LLC","269  Columbus Ave","10088",,"Non-Compliant",,"2020-07-14T17:31:38.000","DOT","10023","40.777778","-73.978517","7","6","157","1028646","1011250062","Lincoln Square"
"Manhattan","PAOLA'S RESTAURANT","both","PAOLA'S RESTAURANT GROUP LLC","1295 MADISON AVE","10089",,"Compliant",,"2020-07-14T17:31:55.000","DOT","10128","40.784760","-73.955952","8","4","16001","1047067","1015040020","Upper East Side-Carnegie Hill"
"Manhattan","eats","both","mjaj food corp","1055 LEXINGTON AVE","1009",,"Non-Compliant",,"2020-07-04T14:14:32.000","DOT","10021","40.772273","-73.960846","8","4","128","1043100","1014090052","Upper East Side-Carnegie Hill"
"Queens","Levante","roadway","Cibo 2621 LLC","26-19 Jackson Avenue","10090",,"Skipped Inspection","No Seating","2020-07-14T17:31:58.000","DOB","11101","40.747398","-73.941635","2","26","19","4005142","4004330005","Hunters Point-Sunnyside-West Maspeth"
"Manhattan","Amaze43 Corp","both","Amaze","694 3rd Avenue","10091",,"Compliant",,"2020-07-14T17:32:31.000","DOT","10017","40.751856","-73.973667","6","4","92","1036166","1012980037","Turtle Bay-East Midtown"
"Manhattan","The woo inc","both","The woo inc","206 Spring st","10092",,"Skipped Inspection","Open Street Location","2020-07-14T17:33:10.000","DOT","10012","40.725320","-74.003543","2","3","47","1007372","1004900023","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","Dim sum palace","both","dim sum palace inc","334  w 46th street","10093",,"Skipped Inspection","Open Street Location","2020-07-14T17:35:05.000","DOT","10036","40.760254","-73.989045","4","3","121","1025018","1010360047","Clinton"
"Manhattan","Dark Bullet","both","DARK BULLET CORP.","154 W 72nd Street","10094",,"Non-Compliant",,"2020-07-14T17:36:41.000","DOB","10023","40.778127","-73.980513","7","6","157","1081487","1011430049","Lincoln Square"
"Brooklyn","Over Greens","both","East Star Corp","1505 sheepshead bay rd","10095",,"Skipped Inspection","No Seating","2020-07-14T17:36:44.000","DOB","11235","40.587331","-73.953969","15","48","590","3204955","3074600012","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"Manhattan","Sido Falafel and More","roadway","Classic Food Inc.","267  72nd","10096",,"Cease and Desist",,"2020-07-14T17:36:56.000","DOT","10023",,,,,,,,
"Queens","PIATTO LIC","both","PIATTO LLC","1-50  50TH AVE","10097",,"Non-Compliant",,"2020-07-14T17:37:14.000","DOB","11101","40.743642","-73.958878","2","26","1","4541370","4000067502","Hunters Point-Sunnyside-West Maspeth"
"Queens","Maiella","both","RBT Restaurant LLC","4610  center blvd","10098",,"Compliant",,"2020-07-14T17:37:33.000","DOB","11101","40.747056","-73.956403","2","26","1","4541714","4000210110","Hunters Point-Sunnyside-West Maspeth"
"Queens","GYRO WORLD","sidewalk","GW ASTORIA  LLC","3602 30TH AVE","10099",,"Compliant",,"2020-07-14T17:38:26.000","DEP","11103","40.764952","-73.917263","1","22","63","4010009","4006510042","Astoria"
"Queens","RIVIERA","both","ASPL CAFE INC","34-48 STEINWAY STREET","101",,"Non-Compliant",,"2020-07-02T10:44:05.000","DOT","11101","40.755924","-73.921490","1","26","157","4010906","4006720043","Astoria"
"Manhattan","Ogawa sushi","roadway","Ogawa sushi inc","36 East 4th street","1010",,"Non-Compliant",,"2020-07-04T14:14:40.000","DEP","10003","40.727428","-73.992261","2","1","5502","1008516","1005310031","West Village"
"Queens","Bangkok Avenue","both","Bangkok Avenue LLC","253-21 Northern Blvd.","10101",,"Skipped Inspection","No Seating","2020-07-14T17:40:07.000","DOB","11362","40.770889","-73.735322","11","19","1479","4169404","4081320044","Douglas Manor-Douglaston-Little Neck"
"Manhattan","Maison Harlem","sidewalk","Maison Harlem LLC","341 St. Nicholas Avenue","10102",,"Under Review",,"2020-07-14T17:41:21.000","DOB","10027","40.812090","-73.951437","9","9","21303","1059391","1019540050","Manhattanville"
"Queens","La Hueca","sidewalk","La Hueca Inc.","9321 37th ave","10103",,"Skipped Inspection","Sidewalk Seating Only","2020-07-14T17:42:09.000","DOB","11372","40.750859","-73.873815","3","25","273","4036136","4014670034","Jackson Heights"
"Manhattan","TacoDumbo 114W47 LLC","both","TacoDumbo 114W47 LLC","114 West 47th Street","10104",,"Skipped Inspection","No Seating","2020-07-14T17:42:55.000","DOB","10036","40.758310","-73.982504","5","4","125","1022667","1009990019","Midtown-Midtown South"
"Brooklyn","LONE WOLF","sidewalk","TAVERN 1089 CORP","1089 BROADWAY","10105",,"Skipped Inspection","Sidewalk Seating Only","2020-07-14T17:44:10.000","DOB","11221","40.694374","-73.930600","4","34","393","3073440","3032290043","Bushwick South"
"Brooklyn","Boutros","both","Boutros LLC","185 Atlantic ave","10106",,"Compliant",,"2020-07-14T17:46:27.000","DOT","11201","40.690011","-73.993499","2","33","9","3002769","3002760010","Brooklyn Heights-Cobble Hill"
"Manhattan","Piccola cucina Osteria","both","R&G Spring LLC","196 Spring street","10107",,"Skipped Inspection","No Seating","2020-07-14T17:47:01.000","DOT","10012","40.725130","-74.003153","2","3","47","1007354","1004890018","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","La Caverna","both","122-124 Rivington corp","122-124 Rivington street","10108",,"Non-Compliant",,"2020-07-14T17:47:20.000","DOB","10002","40.719734","-73.987182","3","1","3001","1004320","1003540036","Chinatown"
"Manhattan","Koarali estiatorio","both","lefkada llc","1662  3rd ave","1011",,"Non-Compliant",,"2020-07-04T14:16:35.000","DOT","10128","40.783361","-73.950681","8","5","15801","1048393","1015220033","Upper East Side-Carnegie Hill"
"Queens","Ricos chicken corp","both","Ricos chicken corp","74-27  metropolitan ave","10110",,"Non-Compliant",,"2020-07-14T17:48:54.000","DOB","11379","40.712936","-73.877353","5","30","65703","4071776","4030660026","Middle Village"
"Queens","Sweetleaf Coffee","sidewalk","Sweetleaf L.I.C. II Inc.","4615 Center Blvd.","10111",,"Compliant",,"2020-07-14T17:49:04.000","DOB","11109","40.747239","-73.956378","2","26","1","4541715","4000210035","Hunters Point-Sunnyside-West Maspeth"
"Manhattan","Takeshi Sushi","both","Takeshi Sushi LLC","28  Grand Street","10112",,"Non-Compliant",,"2020-07-14T17:49:34.000","DEP","10013","40.722841","-74.004719","2","1","47","1077736","1004760045","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","Merrion Row","both","119 West 45th St Hotel Inc","119W 45th st","10113",,"Compliant",,"2020-07-14T17:49:41.000","DOB","10036",,,,,,,,
"Brooklyn","Dream Burger burger","both","Elllas burger, Corp","1899 coney Island Avenue","10114",,"Non-Compliant",,"2020-07-14T17:50:01.000","DOB","11230","40.611090","-73.962575","14","48","542","3181689","3067580068","Midwood"
"Manhattan","Pascalou","both","Llbinc","1308 Madison","10115",,"Non-Compliant",,"2020-07-14T17:50:32.000","DOT","10128",,,,,,,,
"Manhattan","Now or Never Coffee","roadway","Bell's LLC","30  Grand Street","10116",,"Non-Compliant",,"2020-07-14T17:52:12.000","DEP","10013","40.722817","-74.004658","2","1","47","1077735","1004760045","SoHo-TriBeCa-Civic Center-Little Italy"
"Queens","I love Paraguay Restaurant","roadway","I love Paraguay Corp","4316  Greenpoint Avenue","10117",,"Compliant",,"2020-07-14T17:53:07.000","DSNY","11104","40.741010","-73.921721","2","26","18502","4002112","4001730025","Hunters Point-Sunnyside-West Maspeth"
