"borough","restaurantname","seatingchoice","legalbusinessname","businessaddress","restaurantinspectionid","issidewaycompliant","isroadwaycompliant","skippedreason","inspectedon","agencycode","postcode","latitude","longitude","communityboard","councildistrict","censustract","bin","bbl","nta"
"Manhattan","Tiny's & The Bar Upstairs","both","135 West B Food & Drink LLC","135  West Broadway","10465",,"Skipped Inspection","No Seating","2020-07-15T14:07:48.000","DOT","10013","40.716759","-74.008232","1","1","33","1001612","1001470012","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","Petite Boucherie","roadway","Petite Boucherie LLC","4 Christopher St","10466",,"Compliant",,"2020-07-15T14:07:50.000","DOT","10014","40.734034","-73.999856","2","3","71","1010268","1005930013","West Village"
"Manhattan","BOWERY MEAT COMPANY","both","9 EAST FIRST STREET LLC","9 EAST FIRST STREET","10467",,"Skipped Inspection","No Seating","2020-07-15T14:09:15.000","DOT","10003","40.724650","-73.991735","3","2","3602","1087255","1004560007","East Village"
"Brooklyn","Jook Sing","both","Jook Sing Corp","135B North 5th Street","10468",,"Under Review",,"2020-07-15T14:09:36.000","DOT","11249","40.716947","-73.959248","1","33","553","3062195","3023350029","North Side-South Side"
"Bronx","LOTUS HOOKAH LOUNGE","sidewalk","VILLA IN THE KALOUD CORP","1800 WHITE PLAINS ROAD","10469",,"Skipped Inspection","Sidewalk Seating Only","2020-07-15T14:10:06.000","DOT","10462","40.845566","-73.866233","11","15","232","2043478","2040500001","Van Nest-Morris Park-Westchester Square"
"Manhattan","Campagna Quattro Gatti","both","Tonino 205 East Inc","205  East 81st Street","10470",,"Compliant",,"2020-07-15T14:10:26.000","DOT","10028","40.775439","-73.955926","8","5","138","1085216","1015270001","Yorkville"
"Brooklyn","LokiRestaurant","roadway","Loki","341 2nd Street","10471",,"Compliant",,"2020-07-15T14:11:31.000","DOT","11215","40.673695","-73.983374","6","39","135","3020782","3009690045","Park Slope-Gowanus"
"Queens","Hamiz Lamiz Anis Inc","both","Hamiz Lamiz Anis Inc","25-57 Steinway Street","10472",,"Skipped Inspection","No Seating","2020-07-15T14:13:32.000","DOT","11103","40.767542","-73.912014","1","22","143","4011380","4006840023","Astoria"
"Brooklyn","Paulie Gee's Slice Shop","roadway","Paulie Gee's NY Slice LLC","110 Franklin Street","10473",,"Non-Compliant",,"2020-07-15T14:14:29.000","DOT","11222","40.728356","-73.957332","1","33","561","3064950","3025690009","Greenpoint"
"Manhattan","THE KATI ROLL COMPANY","both","THE KATIROLL COMPANY INC","229 EAST 53RD STREET","10474",,"Non-Compliant",,"2020-07-15T14:14:34.000","DOT","10022","40.757380","-73.968604","6","4","98","1038552","1013270013","Turtle Bay-East Midtown"
"Brooklyn","Yafa Cafe","roadway","Yafa Cafe LLC","4415  4th Avenue","10475",,"Non-Compliant",,"2020-07-15T14:14:58.000","DOT","11220","40.649679","-74.009226","7","38","80","3011175","3007380004","Sunset Park West"
"Bronx","Fokkus Room & Cucine","roadway","138 West Fordham Rd Food Corp","136-138  West Fordham Rd","10476",,"Compliant",,"2020-07-15T14:15:07.000","DOT","10468","40.862790","-73.906925","7","14","255","2086825","2032250111","Kingsbridge Heights"
"Queens","ARIA KABAB","both","MOMINA FOODS INC","2558 STEINWAY ST","10477",,"Skipped Inspection","No Seating","2020-07-15T14:15:22.000","DOT","11103","40.767547","-73.912032","1","22","143","4010289","4006540088","Astoria"
"Manhattan","Little thai kitchen","both","Jittanuch Corp","231  East 53 rd street","10478",,"Compliant",,"2020-07-15T14:15:44.000","DOT","10022",,,,,,,,
"Queens","The Cave Grill Inc","both","The Cave Grill Inc","25-60  Steinway Street","10479",,"Skipped Inspection","No Seating","2020-07-15T14:16:11.000","DOT","11103","40.767547","-73.912032","1","22","143","4010314","4006540188","Astoria"
"Queens","Friends Tavern","both","Flamingo Tavern","78-11  Roosevelt Ave","1048",,"Non-Compliant",,"2020-07-04T14:33:14.000","DEP","11372","40.747275","-73.887442","3","25","285","4029943","4012890042","Jackson Heights"
"Manhattan","Tribeca's Kitchen","both","200 Tribeca Restaurant LLC","200 Church Street","10480",,"Skipped Inspection","No Seating","2020-07-15T14:16:38.000","DOT","10013","40.716243","-74.006915","1","1","33","1001619","1001477508","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","LA RUBIA RESTAURANT","both","LA RUBIA RESTAURANT INC","3517 BROADWAY","72892",,"For HIQA Review",,"2021-12-20T16:18:42.000","DOT","10031","40.825863","-73.950874","9","7","229","1062369","1020910032","Hamilton Heights"
"Bronx","LUPITA VILLA CORP.","sidewalk","LUPITA VILLA CORP","132 WEST FORDHAM ROAD","10481",,"Compliant",,"2020-07-15T14:19:51.000","DOT","10468","40.862788","-73.906784","7","14","255","2014948","2032250114","Kingsbridge Heights"
"Manhattan","Dylan Murphy's","both","82nd street cafe inc","1453 1453 3rd ave","10482",,"Compliant",,"2020-07-15T14:20:11.000","DOT","10028",,,,,,,,
"Brooklyn","Culture An American Yogurt Company","both","Ginjen LLC","331 5th Avenue","10483",,"Compliant",,"2020-07-15T14:20:38.000","DOT","11215","40.672422","-73.983583","6","39","135","3021061","3009820004","Park Slope-Gowanus"
"Brooklyn","Sidecar","both","Sidecar Bar & Grille LLC","560 Fifth Avenue","10484",,"Compliant",,"2020-07-15T14:22:39.000","DOT","11215","40.665269","-73.989572","7","39","141","3023921","3010470043","Park Slope-Gowanus"
"Brooklyn","Scottadito","both","MADMCW CORP","788A Union St","10485",,"Under Review",,"2020-07-15T14:22:50.000","DOT","11215","40.674858","-73.976491","6","39","157","3020194","3009570024","Park Slope-Gowanus"
"Manhattan","NYC Zhang Corporation","both","NYC Zhang Corporation","24 West 56th Street","10486",,"Compliant",,"2020-07-15T14:24:14.000","DOT","10019","40.762706","-73.975464","5","4","104","1034840","1012710053","Midtown-Midtown South"
"Manhattan","I SODI","sidewalk","I SODI LLC","105  CHRISTOPHER STREET","10487",,"Skipped Inspection","No Seating","2020-07-15T14:25:20.000","DOT","10014","40.733310","-74.004868","2","3","73","1076912","1006190038","West Village"
"Manhattan","Lucky cat","both","Hinomaru Ramen LLC","232 53rd Street","10488",,"Compliant",,"2020-07-15T14:25:59.000","DOT","10022",,,,,,,,
"Brooklyn","Left Hand Path","both","TFTP LLC","89 Wyckoff Avenue","10489",,"Skipped Inspection","No Seating","2020-07-15T14:26:30.000","DOT","11237","40.705014","-73.920342","4","34","445","3073275","3032220006","Bushwick North"
"Queens","La Adelita de Woodside Restaurant & Bar","sidewalk","La Adelita de Woodside Corp","5321 Roosevelt ave","1049",,"Compliant",,"2020-07-04T14:33:20.000","DOT","11377","40.744562","-73.911229","2","26","251","4030830","4013160068","Woodside"
"Manhattan","Arco Cafe","sidewalk","Nuoro LLC","886  Amsterdam Ave","10490",,"Skipped Inspection","No Seating","2020-07-15T14:27:30.000","DOT","10025","40.798751","-73.966956","7","7","191","1056565","1018750029","Upper West Side"
"Queens","Cleopatra Cafe Corp","both","Cleopatra Cafe Corp","25-62 Steinway Street","10491",,"Skipped Inspection","No Seating","2020-07-15T14:28:15.000","DOT","11103","40.767544","-73.912036","1","22","143","4010290","4006540089","Astoria"
"Brooklyn","El Kucho Mexican Restaurant","both","141 El Kucho Mexican Restaurant Corp.","141  Wilson ave","10492",,"Non-Compliant",,"2020-07-15T14:28:16.000","DOT","11237","40.700629","-73.925569","4","34","429","3072925","3032090003","Bushwick North"
"Manhattan","Red Paper Clip","both","RPC Restaurant Corp","120 Christopher St","10493",,"Skipped Inspection","No Seating","2020-07-15T14:28:59.000","DOT","10014","40.733170","-74.005665","2","3","73","1084948","1005880045","West Village"
"Manhattan","Chinito Latino","both","Vida In China LLC","122 Dyckman Street","10494",,"Skipped Inspection","No Seating","2020-07-15T14:29:26.000","DOT","10034","40.862227","-73.925157","12","10","285","1064168","1021740058","Washington Heights North"
"Bronx","Fokkus Room & Cucine","roadway","138 West Fordham Rd Food Corp","136-138  West Fordham Rd","10495",,"Compliant",,"2020-07-15T14:29:40.000","DOT","10468","40.862790","-73.906925","7","14","255","2086825","2032250111","Kingsbridge Heights"
"Manhattan","Dim sum palace","both","Dim sum palace Yan inc","28 west  56th street","10496",,"Compliant",,"2020-07-15T14:30:15.000","DOT","10019","40.762745","-73.975558","5","4","104","1084506","1012710154","Midtown-Midtown South"
"Manhattan","809 Bar & Grill","both","112 Dyckman Restaurant Inc.","112/114 Dyckman","10497",,"Skipped Inspection","No Seating","2020-07-15T14:31:27.000","DOT","10040",,,,,,,,
"Brooklyn","Park Slope Ale House","roadway","PSAL LLC","356 6th Avenue","10498",,"Compliant",,"2020-07-15T14:33:09.000","DOT","11215","40.670544","-73.981860","6","39","135","3341910","3009850052","Park Slope-Gowanus"
"Queens","Fayrooz","both","Atlantic East group INC.","28-08 Steinway street","10499",,"Skipped Inspection","Sidewalk Seating Only","2020-07-15T14:33:32.000","DOT","11103","40.765240","-73.913909","1","22","6502","4010771","4006620123","Astoria"
"Manhattan","THE DISTRICT","both","1679 3RD AVENUE RESTAURANT CORP","1679 3RD AVE","1050",,"Non-Compliant",,"2020-07-04T14:33:44.000","DOT","10128","40.783981","-73.950204","8","5","15601","1049212","1015400001","Yorkville"
"Bronx","George's Diner-Cafe Inc","both","George's Diner Cafe Inc","2369 Westchester Avenue","10500",,"Compliant",,"2020-07-15T14:34:36.000","DOT","10462","40.836654","-73.846863","10","18","202","2094931","2039700001","Westchester-Unionport"
"Manhattan","Lucky Seven Restaurant & Bar LLC","both","Lucky Seven Restaurant & Bar LLC","1455  St Nicholas Avenue","10501",,"Compliant",,"2020-07-15T14:35:02.000","DOT","10033","40.850323","-73.933011","12","10","271","1063948","1021650038","Washington Heights North"
"Queens","the lingerie shoppe","both","Djp holding corp","28-53  steinway street","10502",,"Skipped Inspection","No Seating","2020-07-15T14:35:44.000","DOT","11103","40.765185","-73.913927","1","22","147","4010807","4006630050","Astoria"
"Queens","Local Pour House,Inc.","both","Local Pour House, Inc.","213-11 41 Avenue","10503",,"Skipped Inspection","Sidewalk Seating Only","2020-07-15T14:36:17.000","DOT","11361","40.763537","-73.771707","11","19","1123","4458115","4062370035","Bayside-Bayside Hills"
"Brooklyn","Clara''s","both","Bushwicksocial llc","53 Wilson ave","10504",,"Skipped Inspection","Sidewalk Seating Only","2020-07-15T14:37:16.000","DOT","11237","40.702497","-73.928856","4","34","427","3072085","3031650006","Bushwick North"
"Queens","F & G Pizza Inc","both","F & G Pizza Inc","40-13 30th Avenue","10505",,"Skipped Inspection","Sidewalk Seating Only","2020-07-15T14:39:22.000","DOT","11103","40.763734","-73.914640","1","22","147","4010804","4006630043","Astoria"
"Manhattan","Employees Only","both","Employees Only LLC","510 Hudson","10506",,"Compliant",,"2020-07-15T14:39:37.000","DOT","10014",,,,,,,,
"Queens","MaLaLa Chinese","both","Culinary noodle kitchen inc","4202 30th avenue","10507",,"Skipped Inspection","Sidewalk Seating Only","2020-07-15T14:40:37.000","DOT","11103","40.763071","-73.913269","1","22","149","4011927","4006960037","Astoria"
"Manhattan","Xi'an Famous Foods","sidewalk","Heping Men LLC","96 8th Ave","10509",,"Skipped Inspection","No Seating","2020-07-15T14:43:30.000","DOT","10011","40.740240","-74.002158","4","3","81","1013755","1007640073","Hudson Yards-Chelsea-Flatiron-Union Square"
"Queens","Solid State","both","Solid State LLC","5322 Roosevelt Ave","1051",,"Compliant",,"2020-07-04T14:33:59.000","DOT","11377","40.744551","-73.911208","2","26","251","4030923","4013220073","Woodside"
"Queens","Spicy Shallot","both","Banyan Tree Group, LLC","77-01 Woodside Avenue","10510",,"Under Review",,"2020-07-15T14:43:30.000","DOT","11373","40.743575","-73.887856","4","25","267","4037031","4014970048","Elmhurst"
"Brooklyn","Joe and Sal's Pizza","both","La Cucuzza LLC","842 Franklin Ave","10511",,"Cease and Desist",,"2020-07-15T14:46:44.000","DOT","11225","40.669267","-73.958487","9","35","213","3029694","3011870056","Crown Heights South"
"Manhattan","C D B KITCHEN & BAR CORP","both","C D B KITCHEN & BAR CORP","4996 BROADWAY","10512",,"Skipped Inspection","No Seating","2020-07-15T14:47:04.000","DOT","10034","40.868220","-73.918241","12","10","303","1064870","1022290005","Marble Hill-Inwood"
"Brooklyn","Cafe Grumpy","both","Espresso Grumpy LLC","383 7th Ave","10513",,"Compliant",,"2020-07-15T14:47:07.000","DOT","11215","40.665304","-73.982896","6","39","151","3026260","3010960004","Park Slope-Gowanus"
"Brooklyn","Caribbean & American Entertainment Center Inc","both","Caribbean & American Entertainment Center Inc","16400 Nostrand Avenue","10514",,"Skipped Inspection","No Seating","2020-07-15T14:47:13.000","DOT","11226",,,,,,,,
"Brooklyn","Le gamin","both","Point green cafe inc","108 Franklin street","10515",,"Non-Compliant",,"2020-07-15T14:47:26.000","DOT","11222","40.728293","-73.957321","1","33","561","3064949","3025690008","Greenpoint"
"Bronx","La Cocina Boricua","both","La Cocina Boricua Inc.","2245B Westchester Ave.","10516",,"Skipped Inspection","No Seating","2020-07-15T14:48:36.000","DOT","10462","40.834332","-73.850485","10","18","20601","2041407","2039630057","Westchester-Unionport"
"Brooklyn","Mezbani Sweets & Restaurant","both","Mezbani Sweets & Restaurant Inc.","473 McDonald Ave","10517",,"Compliant",,"2020-07-15T14:48:53.000","DOT","11218","40.642420","-73.979356","12","39","486","3125299","3053530093","Kensington-Ocean Parkway"
"Brooklyn","Stone Park Cafe","both","Stone Park Corner","324 Fifth Ave.","10518",,"Skipped Inspection","Sidewalk Seating Only","2020-07-15T14:49:20.000","DOT","11215","40.672891","-73.983219","6","39","135","3020905","3009740044","Park Slope-Gowanus"
"Manhattan","Tamam","both","Veg On Lex LLC","1108 Lexington Ave","10519",,"Skipped Inspection","Sidewalk Seating Only","2020-07-15T14:49:21.000","DOT","10075","40.773939","-73.959653","8","4","140","1085163","1014120057","Upper East Side-Carnegie Hill"
"Manhattan","Amaze43 Corp","both","Amaze","694 3rd Avenue","1052",,"Non-Compliant",,"2020-07-04T14:34:29.000","DOT","10017","40.751856","-73.973667","6","4","92","1036166","1012980037","Turtle Bay-East Midtown"
"Queens","JM COFFEE SHOP & BAKERY CORP.","both","JM COFFEE SHOP & BAKERY CORP.","17106 JAMAICA AVENUE","10520",,"Skipped Inspection","No Seating","2020-07-15T14:50:28.000","DOT","11432","40.707480","-73.788566","12","27","444","4217494","4102120017","Jamaica"
"Queens","Hoja Santa Restaurant","both","NYMEX FOOD CORP","40-17  30th Avenue","10521",,"Skipped Inspection","Sidewalk Seating Only","2020-07-15T14:51:24.000","DOT","11103","40.763726","-73.914622","1","22","147","4010804","4006630043","Astoria"
"Manhattan","Thai Farm Kitchen Seaport","both","IDG Seaport Corp","21 Peck Slip","10522",,"Compliant",,"2020-07-15T14:51:50.000","DOT","10038","40.708143","-74.001872","1","1","1501","1001381","1001070042","Battery Park City-Lower Manhattan"
"Manhattan","LES Enfants de Boh+?me","both","Office Ho Jonot, LLC","177 Henry Street  (aka 16-18 Jefferson Street)","10523",,"Under Review",,"2020-07-15T14:52:21.000","DOT","10002",,,,,,,,
"Brooklyn","so pho 88 inc","both","so pho 88 inc","314 bedford ave","10524",,"Cease and Desist",,"2020-07-15T14:52:31.000","DOT","11249","40.713643","-73.961858","1","34","551","3062941","3024050024","North Side-South Side"
"Manhattan","TAMPOPO RAMEN","both","TAMPOPO LLC","1-15  BENNETT AVE","10525",,"Skipped Inspection","No Seating","2020-07-15T14:54:14.000","DOT","10033","40.850583","-73.936582","12","10","271","1064412","1021800090","Washington Heights North"
"Brooklyn","Paulie Gee's Slice Shop","roadway","Paulie Gee's NY Slice LLC","110 Franklin Street","10526",,"Non-Compliant",,"2020-07-15T14:54:49.000","DOT","11222","40.728356","-73.957332","1","33","561","3064950","3025690009","Greenpoint"
"Brooklyn","S J Mithaas Corp","both","S J Mithaas Corp","1150 Coney Island Avenue","10527",,"Compliant",,"2020-07-15T14:54:54.000","DOT","11230","40.629934","-73.966185","14","40","460","3170245","3064980052","Flatbush"
"Manhattan","The Hideaway Seaport","both","Hedgie, LLC","22  Peck Slip","10528",,"Skipped Inspection","Sidewalk Seating Only","2020-07-15T14:55:17.000","DOT","10038","40.708080","-74.001840","1","1","1501","1001349","1000970057","Battery Park City-Lower Manhattan"
"Manhattan","CAFE ALICE","both","NEW BLUE FLOWERS GOURMET CORP","5 5 EAST 47TH STREET","10529",,"Skipped Inspection","No Seating","2020-07-15T14:56:00.000","DOT","10017",,,,,,,,
"Manhattan","LENA","both","Gizona corporation","1 west 8 street","1053",,"Compliant",,"2020-07-04T14:34:34.000","DEP","10011","40.732366","-73.996594","2","3","63","1009432","1005720044","West Village"
"Manhattan","Dyckman Express Restaurant","both","restaurant 101 inc.","101 Dyckman","10530",,"Skipped Inspection","No Seating","2020-07-15T14:56:14.000","DOT","10040",,,,,,,,
"Brooklyn","NORA THAI","both","PLOYPERM CORP","176 NORTH 9TH STREET","10531",,"Under Review",,"2020-07-15T14:56:53.000","DOT","11211","40.718669","-73.956115","1","33","517","3061809","3023120011","North Side-South Side"
"Manhattan","Pho Gran","both","277 Pho Grand","277 Grand Street","10532",,"Skipped Inspection","Sidewalk Seating Only","2020-07-15T14:56:59.000","DOT","10002","40.717813","-73.992764","3","1","16","1003959","1003060017","Chinatown"
"Manhattan","SUteiShi","both","Slammers Inc","24 Peck Slip","10533",,"Skipped Inspection","No Seating","2020-07-15T14:58:18.000","DOT","10038","40.708025","-74.001789","1","1","1501","1087577","1000970032","Battery Park City-Lower Manhattan"
"Manhattan","Niles Restaurant","both","Garrymore Restaurant Inc","371  Seventh Avenue","10534",,"Skipped Inspection","No Seating","2020-07-15T14:58:29.000","DOT","10001","40.748806","-73.992204","5","3","101","1015174","1008060076","Midtown-Midtown South"
"Manhattan","Thai Son","roadway","Thai Son Restaurant Inc.","89 Baxter Street","10535",,"Skipped Inspection","No Seating","2020-07-15T14:59:10.000","DOT","10013","40.716904","-73.999697","3","1","29","1002370","1001990006","Chinatown"
"Manhattan","Citizens Of Soho","both","Citizens Of Soho LLC","201 Lafayette St","10536",,"Compliant",,"2020-07-15T14:59:36.000","DOT","10012","40.721351","-73.997940","2","1","45","1066733","1004827501","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","L'Artusi","both","228 West 10th street LLC","228 10th Street","10537",,"Compliant",,"2020-07-15T15:00:17.000","DOT","10014",,,,,,,,
"Brooklyn","Vanessas Dumpling House","both","Vanessas Dumpling House","310 Bedford Ave","10538",,"Cease and Desist",,"2020-07-15T15:01:10.000","DOT","11249","40.713755","-73.961785","1","34","551","3062939","3024057503","North Side-South Side"
"Queens","RAICES COLOMBIANAS","both","LISTO EL POLLO","86-02  37TH AVENUE CORNER BUILDING ABUTING 37TH AVE & 86TH ST","10539",,"Compliant",,"2020-07-15T15:02:36.000","DOT","11372",,,,,,,,
"Bronx","RUINAS DE COPAN RESTAURANT","sidewalk","FRANKLIN PAZ","483 BROOK AVENUE","1054",,"Compliant",,"2020-07-04T14:34:36.000","DDC","10455","40.813387","-73.915863","1","8","43","2090406","2022910037","Mott Haven-Port Morris"
"Queens","El Pollo Inka Peru","both","El Pollo Inka Peru No. 3, Inc.","89-12 Northern Blvd.","10540",,"Skipped Inspection","Sidewalk Seating Only","2020-07-15T15:06:01.000","DOT","11372","40.756255","-73.878641","3","25","277","4035406","4014370006","Jackson Heights"
"Queens","Dai Hachi Sushi","both","Dai Hachi Sushi Corp","4618  vernon blvd","10541",,"Compliant",,"2020-07-15T15:08:08.000","DOT","11101","40.746338","-73.952907","2","26","7","4000036","4000270001","Hunters Point-Sunnyside-West Maspeth"
"Manhattan","Donohue's Cafe Inc.","both","Donohue's Cafe Inc.","845 Lexington Ave","10542",,"Compliant",,"2020-07-15T15:08:09.000","DOT","10065","40.765520","-73.965770","8","4","120","1042358","1013990022","Upper East Side-Carnegie Hill"
"Brooklyn","Great Fellas Corp","both","Great Fellas Corp","6423 11Th AVE","10543",,"Skipped Inspection","No Seating","2020-07-15T15:09:40.000","DOT","11219","40.629058","-74.005483","10","38","212","3141989","3057450001","Dyker Heights"
"Brooklyn","EL SANTO TAQUERIA","both","MR JIMBO CORPORATION","1053  FLUSHING AVENUE","10544",,"Non-Compliant",,"2020-07-15T15:11:36.000","DOT","11237","40.704164","-73.930175","1","34","453","3251816","3030130035","Bushwick North"
"Manhattan","piacere","both","piacere enterprises llc","351 broome street","10546",,"Compliant",,"2020-07-15T15:12:14.000","DOT","10013","40.719784","-73.995076","2","1","41","1006944","1004700050","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","Barbaresco","both","L'antico inc","843 Lexington Avenue","10547",,"Non-Compliant",,"2020-07-15T15:12:15.000","DOT","10065","40.765484","-73.965795","8","4","120","1042396","1013990122","Upper East Side-Carnegie Hill"
"Brooklyn","Cafe LULUc","both","Mando Corp.","214 214 Smith Street","10548",,"Compliant",,"2020-07-15T15:13:08.000","DOT","11201",,,,,,,,
"Brooklyn","Lea","both","ASBH LLC","1022 Cortelyou Road","10549",,"Compliant",,"2020-07-15T15:13:17.000","DOT","11218","40.639371","-73.968515","14","40","526","3118567","3051530009","Flatbush"
"Manhattan","Momokawa","both","Beautemps inc","1466  1st Ave","1055",,"Non-Compliant",,"2020-07-04T14:34:42.000","DOT","10075","40.770593","-73.953951","8","5","132","1045975","1014710102","Lenox Hill-Roosevelt Island"
"Manhattan","Maryanns 353 Mex Inc","both","Zona Tribeca Mezcaleria","353  Greenwich Street","10550",,"Compliant",,"2020-07-15T15:14:55.000","DOT","10013","40.718699","-74.010408","1","1","39","1002033","1001800025","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","Yakiniku Futago","both","FTG Company USA Inc.","GroundFLR 37 W 17th St.","10551",,"Skipped Inspection","No Seating","2020-07-15T15:15:07.000","DOT","10011",,,,,,,,
"Manhattan","Harlem Ale House","roadway","Harlem ale house","101 127 street","10552",,"Under Review",,"2020-07-15T15:17:17.000","DOT","10027",,,,,,,,
"Manhattan","Perry Mallas","both","MVNBC CORP","369  GREENWICH STREET","10553",,"Skipped Inspection","Sidewalk Seating Only","2020-07-15T15:19:23.000","DOT","10013","40.719352","-74.010299","1","1","39","1002072","1001810013","SoHo-TriBeCa-Civic Center-Little Italy"
"Queens","PERUVIAN SOL INC","both","PERUVIAN SOL INC","87-07  NORTHERN BLVD","10554",,"Compliant",,"2020-07-15T15:19:43.000","DOT","11372","40.756076","-73.880544","3","25","339","4034808","4014170044","Jackson Heights"
"Manhattan","Lezzet Turkish Restaurant","both","Dervish Turkish Restaurant inc","132 E 61st street","10555",,"Compliant",,"2020-07-15T15:21:13.000","DOT","10065","40.763673","-73.967756","8","4","11402","1041955","1013950159","Upper East Side-Carnegie Hill"
"Queens","Thaan Thai Restaurant","roadway","Pro Siam Inc","8422 37th Ave","10556",,"Compliant",,"2020-07-15T15:21:35.000","DOT","11372","40.749962","-73.882165","3","21","281","4036228","4014720001","Jackson Heights"
"Queens","Ready Penny Inn","both","73rd Street Restaurant Corp","37-07 73rd Street","10557",,"Under Review",,"2020-07-15T15:22:35.000","DOT","11372","40.748532","-73.892641","3","25","289","4029796","4012847501","Jackson Heights"
"Brooklyn","Tale","both","Bcsw llc","683 5th ave","10558",,"Skipped Inspection","No Seating","2020-07-15T15:28:14.000","DOT","11215","40.661578","-73.993173","7","38","145","3017371","3008910005","Sunset Park West"
"Brooklyn","Sit & Wonder","both","688 Washington LLC","688 Washington Avenue","10559",,"Under Review",,"2020-07-15T15:28:21.000","DOT","11238","40.677330","-73.963685","8","35","205","3028559","3011530032","Prospect Heights"
"Manhattan","Yuca Bar & Restaurant","both","Yuca Bar & Restaurant Inc","111 Avenue A","1056",,"Non-Compliant",,"2020-07-04T14:35:03.000","DEP","10009","40.726150","-73.983476","3","2","32","1077644","1004350037","East Village"
"Manhattan","Dough","both","Dough Brooklyn LLC","14 West 19","10560",,"Skipped Inspection","No Seating","2020-07-15T15:30:27.000","DOT","10011","40.739403","-73.992144","5","3","54","1015458","1008200054","Hudson Yards-Chelsea-Flatiron-Union Square"
"Manhattan","Thyme and Tonic","both","Spring Natural Corp.","474 Columbus","10561",,"Compliant",,"2020-07-15T15:31:18.000","DOT","10024",,,,,,,,
"Brooklyn","TWIST SEAFOOD RESTAURANT & BAR","both","TWIST 4202 INC","4202 3RD AVE","10562",,"Compliant",,"2020-07-15T15:31:49.000","DOT","11232","40.652078","-74.010033","7","38","2","3010796","3007220035","Sunset Park West"
"Manhattan","Deux Amis","both","Thafath Inc","356 East 51st Street","10563",,"Cease and Desist",,"2020-07-15T15:32:17.000","DOT","10022","40.754854","-73.966544","6","4","98","1039614","1013430030","Turtle Bay-East Midtown"
"Brooklyn","Paz Pizza & Restaurant DBA Puerta Del Sol","both","Paz Pizza & Restaurant DBA Puerta Del Sol","1550 Bay Ridge Ave","10564",,"Cease and Desist",,"2020-07-15T15:32:38.000","DOT","11219","40.620266","-73.998221","11","43","262","3156607","3061580048","Bensonhurst West"
"Manhattan","Piccola cucina Uptown","both","M&G 60th LLC","106 East 60th street","10565",,"Compliant",,"2020-07-15T15:32:56.000","DOT","10022","40.763325","-73.968843","8","4","11402","1041909","1013940169","Upper East Side-Carnegie Hill"
"Manhattan","Mamasushi","both","Sushi Vida 146 LLC","3569  Broadway","10567",,"Compliant",,"2020-07-15T15:35:22.000","DOT","10031","40.827325","-73.949807","9","7","233","1062398","1020930029","Hamilton Heights"
"Manhattan","Pronto pizza","both","Aim pizza Corp","114 Liberty street","10568",,"Non-Compliant",,"2020-07-15T15:35:58.000","DOT","10006","40.709938","-74.012235","1","1","13","1001041","1000527502","Battery Park City-Lower Manhattan"
"Manhattan","Il Corallo Trattoria","both","Caticho Inc","172 - 4 Prince","1047",,"Compliant",,"2020-07-04T14:32:35.000","DEP","10012",,,,,,,,
"Manhattan","Buddha Beer bar","both","international drink group","4476  broadway","10569",,"Non-Compliant",,"2020-07-15T15:39:37.000","DOT","10040","40.857275","-73.932328","12","10","283","1064056","1021700074","Washington Heights North"
"Queens","RESTAURANTE ASADERO MIS TIERRAS COLOMBIANAS","both","RESTAURANTE ASADERO MIS TIERRAS COLOMBIANAS","54 08  ROOSEVELT AVE.","1057",,"Non-Compliant",,"2020-07-04T14:35:44.000","DOT","11377","40.744786","-73.910341","2","26","251","4030988","4013230089","Woodside"
"Manhattan","IL Mulino Uptown","both","Wonderful Restaurants LLC","37 60th Street","10570",,"Compliant",,"2020-07-15T15:39:52.000","DOT","10022",,,,,,,,
"Manhattan","THE MOLLY WEE","both","402 EIGHT AVENUE INC","402   EIGHTH AVE","10571",,"Skipped Inspection","No Seating","2020-07-15T15:40:03.000","DOT","10001","40.749762","-73.995221","5","3","101","1014332","1007800001","Midtown-Midtown South"
"Bronx","Michaelangelo's Brick Oven Restaurant","both","Michaleangelo's Brick Oven Inc.","2477 Arthur Ave","10572",,"Compliant",,"2020-07-15T15:40:09.000","DOT","10458","40.857173","-73.886197","6","15","389","2011929","2030660047","Belmont"
"Bronx","Clinton Hall","both","Bronx Brew LLC","601 E 189th Street","10573",,"Skipped Inspection","No Seating","2020-07-15T15:40:39.000","DOT","10458","40.857329","-73.885907","6","15","389","2012256","2030780001","Belmont"
"Manhattan","LE BATEAU IVRE","both","NEW YORK HOSPITALITY GROUP INC","230 E 51 ST.","10574",,"Compliant",,"2020-07-15T15:40:45.000","DOT","10022","40.756101","-73.969503","6","4","98","1038449","1013240034","Turtle Bay-East Midtown"
"Queens","DIWINE","roadway","IFETA CORP","4115 31ST AVE","10575",,"Skipped Inspection","No Seating","2020-07-15T15:41:21.000","DOT","11103","40.760858","-73.916088","1","22","149","4011313","4006820102","Astoria"
