"dbn","school_name","location_category_description","complaints","material_incidents","race","ethnicity_national_origin","religion","weight","disability","gender_identity_expression","sex","sexual_orientation","unnamed_column","bullying_har"
"02M432","Murray Hill Academy","High school","*","*","0","0","0","*","0","0","0","0",,
"02M438","International High School at Union Square","High school","*","*","*","*","0","0","0","0","0","0",,
"02M449","Vanguard High School","High school","*","*","0","0","0","0","0","0","0","0",,
"02M475","Stuyvesant High School","High school","9","*","*","*","0","*","0","0","0","0",,
"02M489","High School of Economics and Finance","High school","*","0","0","0","0","0","0","0","0","0",,
"02M500","Unity Center for Urban Technologies","High school","*","0","0","0","0","0","0","0","0","0",,
"02M507","Urban Assembly Gateway School for Technology","High school","*","0","0","0","0","0","0","0","0","0",,
"02M519","Talent Unlimited High School","High school","*","*","0","0","0","0","0","0","0","0",,
"02M520","Murry Bergtraum High School for Business Careers","High school","*","0","0","0","0","0","0","0","0","0",,
"02M529","Jacqueline Kennedy Onassis High School","High school","7","*","0","0","0","0","0","0","0","0",,
"02M531","Repertory Company High School for Theatre Arts","High school","*","*","*","0","0","0","0","0","0","0",,
"02M533","Union Square Academy for Health Sciences","High school","6","*","0","0","0","*","0","0","0","0",,
"02M534","Harvest Collegiate High School","High school","10","8","*","*","*","*","0","0","0","*",,
"02M542","Manhattan Bridges High School","High school","*","*","0","0","0","0","0","*","0","0",,
"02M543","New Design High School","High school","*","*","0","0","0","0","0","0","0","0",,
"02M544","Independence High School","High school","*","0","0","0","0","0","0","0","0","0",,
"02M546","Academy for Software Engineering","High school","*","*","0","0","*","0","0","0","0","0",,
"02M550","Liberty High School Academy for Newcomers","High school","*","0","0","0","0","0","0","0","0","0",,
"02M551","Urban Assembly New York Harbor School","High school","*","*","0","0","0","0","0","0","0","0",,
"02M560","High School M560 - City As School","High school","*","*","0","0","0","0","0","0","0","0",,
"02M565","Urban Academy Laboratory High School","High school","*","*","0","0","0","0","0","0","0","0",,
"02M570","Satellite Academy High School","High school","*","0","0","0","0","0","0","0","0","0",,
"02M575","Manhattan Comprehensive Night and Day High School","High school","*","0","0","0","0","0","0","0","0","0",,
"02M580","Richard R. Green High School of Teaching","High school","*","*","0","0","0","0","0","0","0","0",,
"02M600","The High School of Fashion Industries","High school","11","*","*","0","0","0","0","0","0","0",,
"02M615","Chelsea Career and Technical Education High School","High school","*","*","0","0","0","0","0","0","0","0",,
"02M630","Art and Design High School","High school","7","*","0","0","0","0","0","0","0","0",,
"03M299","The Maxine Greene HS for Imaginative Inquiry","High school","9","*","0","0","0","*","0","0","0","0",,
"03M402","The Urban Assembly School for Green Careers","High school","16","6","*","*","0","0","0","*","0","*",,
"03M403","The Global Learning Collaborative","High school","*","*","0","0","0","0","0","0","0","0",,
"03M404","Innovation Diploma Plus","High school","6","*","0","0","0","0","0","0","0","*",,
"03M417","Frank Mccourt High School","High school","*","*","0","0","0","0","0","0","0","0",,
"03M479","Beacon High School","High school","*","0","0","0","0","0","0","0","0","0",,
"03M485","Fiorello H. LaGuardia High School of Music & Art a","High school","13","7","0","*","0","*","0","*","0","0",,
"03M494","High School of Arts and Technology","High school","*","*","0","0","0","0","0","0","0","0",,
"03m505","Edward A. Reynolds West Side High School","High school","*","0","0","0","0","0","0","0","0","0",,
"03M541","Manhattan / Hunter Science High School","High school","*","0","0","0","0","0","0","0","0","0",,
"04M435","Manhattan Center for Science and Mathematics","High school","6","*","0","0","0","0","*","0","0","0",,
"04M495","Park East High School","High school","*","*","0","0","0","0","0","0","0","0",,
"04M680","Heritage School, The","High school","10","0","0","0","0","0","0","0","0","0",,
"05M157","The Urban Assembly School for Global Commerce","High school","*","*","0","0","0","0","0","0","0","0",,
"05M285","Harlem Renaissance High School","High school","*","*","0","0","0","0","0","0","0","0",,
"05M304","Mott Hall High School","High school","*","0","0","0","0","0","0","0","0","0",,
"05M367","Academy for Social Action","High school","*","0","0","0","0","0","0","0","0","0",,
"05M369","Urban Assembly School for the Performing Arts","High school","*","*","*","*","0","0","0","*","*","0",,
"05M692","High School for Mathematics, Science and Engineeri","High school","*","0","0","0","0","0","0","0","0","0",,
"06M462","The College Academy","High school","*","*","0","0","0","0","0","*","0","0",,
"06M463","High School for Media and Communications","High school","*","0","0","0","0","0","0","0","0","0",,
"06M467","High School for Law and Public Service","High school","*","0","0","0","0","0","0","0","0","0",,
"06M540","A. Philip Randolph Campus High School","High school","*","0","0","0","0","0","0","0","0","0",,
"06M552","Gregorio Luperon High School for Science and Mathe","High school","*","0","0","0","0","0","0","0","0","0",,
"07X259","H.E.R.O. High (Health, Education, and Research Occ","High school","*","*","0","0","0","0","0","0","0","0",,
"07X334","International Community High School","High school","*","*","0","0","0","0","0","0","0","0",,
"07X381","Bronx Haven High School","High school","*","*","0","0","0","0","0","0","0","0",,
"07X427","Community School for Social Justice","High school","*","*","0","0","0","0","0","*","0","0",,
"07X473","Mott Haven Village Preparatory High School","High school","*","*","0","0","0","0","0","0","0","0",,
"07X522","Bronx Design and Construction Academy","High school","12","*","0","0","0","0","0","0","0","0",,
"07X527","Bronx Leadership Academy II High School","High school","8","6","0","0","0","*","0","0","0","0",,
"07X547","New Explorers High School","High school","6","*","0","0","0","0","0","0","0","0",,
"07X548","Careers in Sports High School","High school","*","0","0","0","0","0","0","0","0","0",,
"07X557","Mott Haven Community High School","High school","*","0","0","0","0","0","0","0","0","0",,
"07X600","Alfred E. Smith Career and Technical Education Hig","High school","9","*","0","0","0","0","0","0","0","0",,
"07X670","Health Opportunities High School","High school","13","11","*","*","0","0","0","0","*","0",,
"08X282","Women's Academy of Excellence","High school","*","*","0","0","0","0","0","0","0","0",,
"08X293","Renaissance High School for Musical Theater & Tech","High school","*","*","0","0","0","0","0","0","0","0",,
"08X312","Millennium Art Academy","High school","6","*","0","0","0","0","0","*","0","0",,
"08X320","Pelham Lab High School","High school","6","0","0","0","0","0","0","0","0","0",,
"08X332","Holcombe L. Rucker School of Community Research","High school","*","*","0","0","0","0","0","0","0","0",,
"08X348","Schuylerville Preparatory High School","High school","10","8","0","0","0","0","0","0","0","0",,
"08X349","Bronx River High School","High school","*","*","0","0","0","0","0","0","0","*",,
"08X405","Herbert H. Lehman High School","High school","*","*","0","0","0","0","0","0","0","0",,
"08X432","Bronx Bridges High School","High school","*","*","0","0","0","0","0","0","0","0",,
"08X452","Gotham Collaborative High School","High school","*","*","*","*","0","0","0","0","*","0",,
"08X519","Felisa Rincon de Gautier Institute for Law and Pub","High school","*","0","0","0","0","0","0","0","0","0",,
"08X530","Longwood Preparatory Academy","High school","*","*","0","0","0","0","0","0","0","0",,
"08X537","Bronx Arena High School","High school","*","*","0","0","0","0","0","0","0","0",,
"08X558","Westchester Square Academy","High school","21","8","0","0","0","0","0","0","0","0",,
"08X559","School for Tourism and Hospitality","High school","6","0","0","0","0","0","0","0","0","0",,
"08X561","Bronx Compass High School","High school","6","*","0","0","0","0","0","0","0","0",,
"09X227","Bronx Collegiate Academy","High school","*","*","0","*","0","0","0","0","0","0",,
"09X252","Mott Hall Bronx High School","High school","10","6","*","*","0","0","0","*","*","0",,
"09X263","Validus Preparatory Academy","High school","11","*","0","0","0","0","0","0","0","0",,
"09X329","DreamYard Preparatory School","High school","*","*","0","0","*","0","0","0","0","0",,
"09X403","Bronx International High School","High school","9","*","0","0","*","0","0","*","0","0",,
"09X404","School for Excellence","High school","*","*","0","0","0","0","0","0","0","0",,
"09X412","Bronx High School of Business","High school","7","*","*","*","*","*","*","*","0","0",,
"09X525","Bronx Leadership Academy High School","High school","6","*","0","0","0","0","0","0","0","0",,
"09X543","High School for Violin and Dance","High school","*","*","0","0","0","0","0","0","0","0",,
"09X564","Claremont International HS","High school","*","0","0","0","0","0","0","0","0","0",,
"10X237","The Marie Curie School for Medicine, Nursing, and","High school","16","9","0","0","0","0","0","*","0","0",,
"10x264","Bronx Academy for Software Engineering (BASE)","High school","*","*","0","0","0","0","0","0","*","0",,
"10X268","Kingsbridge International High School","High school","*","0","0","0","0","0","0","0","0","0",,
"10X284","Bronx School of Law and Finance","High school","6","*","0","0","0","0","0","0","0","0",,
"10x351","Bronx Collaborative High School","High school","*","*","0","0","0","*","0","0","0","0",,
"10x353","World View High School","High school","*","0","0","0","0","0","0","0","0","0",,
"10X374","Knowledge and Power Preparatory Academy Internatio","High school","*","*","0","0","0","0","0","0","0","0",,
"10X433","High School for Teaching and the Professions","High school","6","6","*","*","*","0","*","0","*","0",,
"10X434","Belmont Preparatory High School","High school","*","*","0","0","0","0","0","*","0","0",,
"10X438","Fordham Leadership Academy","High school","*","0","0","0","0","0","0","0","0","0",,
"10X439","Bronx High School for Law and Community Service","High school","*","*","0","0","0","0","0","0","0","0",,
"10X440","DeWitt Clinton High School","High school","*","0","0","0","0","0","0","0","0","0",,
"10X442","Celia Cruz Bronx High School of Music, The","High school","*","*","0","0","0","0","0","0","0","*",,
"10X445","Bronx High School of Science","High school","18","15","*","*","*","0","0","*","*","0",,
"10X477","Marble Hill High School for International Studies","High school","*","*","0","0","0","0","0","0","0","0",,
"10X503","Walton Yabc","High school","*","0","0","0","0","0","0","0","0","0",,
"10X524","Crotona International High School","High school","*","*","0","0","0","0","0","*","0","0",,
"10X546","Bronx Theatre High School","High school","*","*","0","0","0","0","0","0","0","0",,
"10X549","Discovery High School","High school","*","*","0","0","0","0","0","0","0","0",,
"10X696","High School of American Studies at Lehman College","High school","*","*","*","*","0","0","0","0","0","0",,
"11X253","Bronx High School for Writing and Communication Ar","High school","7","*","0","0","0","0","0","0","0","0",,
"11X265","Bronx Lab School","High school","10","9","*","0","0","0","0","*","*","0",,
"11X270","Academy for Scholarship and Entrepreneurship: A Co","High school","*","0","0","0","0","0","0","0","0","0",,
"11X275","High School of Computers and Technology","High school","6","*","0","0","0","0","0","0","0","0",,
"11X288","Collegiate Institute for Math and Science","High school","7","*","0","0","0","0","0","0","0","0",,
"11X290","Bronx Academy of Health Careers","High school","*","*","0","0","0","0","*","0","0","0",,
"11X299","Astor Collegiate Academy","High school","6","*","0","0","0","0","0","0","0","0",,
"11X418","Bronx High School for the Visual Arts","High school","12","6","*","0","0","0","*","*","0","0",,
"11X455","Harry S Truman High School","High school","17","12","*","0","0","*","*","0","0","0",,
"11X508","Bronxdale High School","High school","6","*","*","*","0","*","0","0","*","0",,
"11X509","High School of Language and Innovation","High school","*","*","0","0","*","0","0","0","0","0",,
"11X513","New World High School","High school","*","0","0","0","0","0","0","0","0","0",,
"11X514","The Bronxwood Preparatory Academy","High school","9","*","0","0","0","0","0","0","0","0",,
"11X542","Pelham Preparatory Academy","High school","11","0","0","0","0","0","0","0","0","0",,
"11X544","High School for Contemporary Arts","High school","*","*","0","*","0","0","0","0","0","0",,
"11X545","Bronx Aerospace High School","High school","15","10","0","0","0","0","0","*","0","*",,
"12X248","Metropolitan High School, The","High school","12","6","0","0","0","*","0","0","0","0",,
"12X251","Explorations Academy","High school","*","*","*","0","0","0","0","0","0","0",,
"12X321","Crotona Academy High School","High school","*","0","0","0","0","0","0","0","0","0",,
"12X388","Pan American International High School at Monroe","High school","*","*","*","0","0","0","0","0","0","0",,
"12X446","Arturo A. Schomburg Satellite Academy Bronx","High school","*","*","0","0","0","0","0","*","0","0",,
"12X478","The Cinema School","High school","8","6","0","0","0","*","0","*","0","0",,
"12X480","Bronx Regional High School","High school","*","0","0","0","0","0","0","0","0","0",,
"12X511","Bronx Envision Academy","High school","*","*","0","*","0","0","0","0","0","0",,
"12X521","The Metropolitan Soundview High School","High school","*","*","0","0","0","0","0","0","0","0",,
"12X550","High School of World Cultures","High school","*","*","0","0","0","0","0","0","0","0",,
"12X682","Fannie Lou Hamer Freedom High School","High school","8","*","*","*","0","0","0","0","0","0",,
"12X684","Wings Academy","High school","*","*","*","0","0","*","0","0","*","0",,
"13K350","Urban Assembly School for Music and Art","High school","7","*","0","0","0","0","0","0","0","0",,
"13K419","Science Skills Center High School for Science, Tec","High school","*","0","0","0","0","0","0","0","0","0",,
"13K430","Brooklyn Technical High School","High school","*","*","0","0","*","0","0","0","0","0",,
"13K439","Brooklyn International High School","High school","10","*","0","0","0","0","0","0","0","0",,
"13K483","The Urban Assembly School for Law and Justice","High school","*","*","0","0","0","0","0","0","*","0",,
"13K499","ACORN Community High School","High school","*","0","0","0","0","0","0","0","0","0",,
"13K575","Bedford Stuyvesant Preparatory High School","High school","*","*","0","0","0","0","0","0","0","0",,
"13K595","Bedford Academy High School","High school","*","*","0","0","0","0","0","0","*","0",,
"13K605","George Westinghouse Career and Technical Education","High school","20","16","0","0","0","0","0","0","0","0",,
"13K616","Brooklyn High School for Leadership and Community","High school","*","0","0","0","0","0","0","0","0","0",,
"13K670","Benjamin Banneker Academy","High school","*","*","0","0","0","0","*","0","0","0",,
"13K674","City Polytechnic High School of Engineering, Archi","High school","*","*","0","0","0","0","0","0","0","0",,
"14K449","Brooklyn Latin School, The","High school","*","*","0","0","0","0","0","0","0","0",,
"14K454","The Williamsburg High School of Art and Technology","High school","*","0","0","0","0","0","0","0","0","0",,
"14K474","PROGRESS High School for Professional Careers","High school","*","0","0","0","0","0","0","0","0","0",,
"14K477","East Williamsburg Scholars Academy","High school","*","*","0","0","0","0","0","0","0","0",,
"14K478","The High School for Enterprise, Business and Techn","High school","*","0","0","0","0","0","0","0","0","0",,
"14K488","Brooklyn Preparatory High School","High school","*","0","0","0","0","0","0","0","0","0",,
"14K558","Williamsburg High School for Architecture and Desi","High school","6","*","0","0","0","0","0","0","0","0",,
"14K561","Williamsburg Preparatory School","High school","*","*","0","0","0","0","0","0","0","0",,
"14K610","Automotive High School","High school","*","0","0","0","0","0","0","0","0","0",,
"14K685","El Puente Academy for Peace and Justice","High school","*","*","*","*","0","0","0","0","0","0",,
"15K423","Brooklyn Frontiers High School","High school","*","*","0","0","0","0","0","0","0","0",,
"15K462","John Jay School for Law","High school","*","*","0","*","0","0","0","0","0","0",,
"15K519","Cobble Hill School of American Studies","High school","*","*","0","0","0","0","0","0","0","0",,
"15K656","Brooklyn High School of the Arts","High school","*","*","0","0","0","0","0","0","0","0",,
"15K667","Sunset Park High School","High school","22","8","*","0","0","*","0","0","*","*",,
"15K698","South Brooklyn Community High School","High school","*","*","0","0","0","0","0","0","0","0",,
"16K455","Boys and Girls High School","High school","6","*","0","0","0","0","0","0","*","0",,
"16K498","Brooklyn High School for Law and Technology","High school","*","*","0","0","0","0","0","*","0","0",,
"16K594","Gotham Professional Arts Academy","High school","*","*","0","0","0","0","0","0","0","0",,
"16K688","The Brooklyn Academy of Global Finance","High school","*","0","0","0","0","0","0","0","0","0",,
"16K765","Nelson Mandela High School","High school","6","*","0","0","0","0","0","0","0","0",,
"17K122","Pathways in Technology Early College High School (","High school","6","*","*","0","0","0","0","0","0","*",,
"17K408","Academy of Hospitality and Tourism","High school","6","*","0","0","0","0","0","*","0","0",,
"17K528","The High School for Global Citizenship","High school","*","*","0","0","0","0","0","0","0","0",,
"17K537","High School for Youth and Community Development at","High school","8","7","0","*","0","0","0","0","*","0",,
"17K546","High School for Public Service: Heroes of Tomorrow","High school","*","0","0","0","0","0","0","0","0","0",,
"17K547","Brooklyn Academy of Science and the Environment","High school","*","0","0","0","0","0","0","0","0","0",,
"17K548","Brooklyn School for Music & Theatre","High school","10","*","0","0","0","0","0","*","0","0",,
"17K568","Brownsville Academy High School","High school","*","*","0","0","0","0","0","0","0","0",,
"17K600","Clara Barton High School","High school","6","*","*","0","0","0","*","0","0","0",,
"17K745","Brooklyn Institute for Liberal Arts","High school","*","0","0","0","0","0","0","0","0","0",,
"18K563","It Takes a Village Academy","High school","*","*","0","0","0","*","0","*","*","0",,
"18K566","Brooklyn Generation School","High school","*","*","0","0","0","0","0","0","0","0",,
"18K569","Kurt Hahn Expeditionary Learning School","High school","11","8","0","*","0","*","0","0","0","0",,
"18K576","Victory Collegiate High School","High school","*","0","0","0","0","0","0","0","0","0",,
"18K578","Brooklyn Bridge Academy","High school","*","0","0","0","0","0","0","0","0","0",,
"18K617","High School for Innovation in Advertising and Medi","High school","*","*","0","0","0","0","0","0","0","*",,
"18K629","Cultural Academy for the Arts and Sciences","High school","7","*","0","0","0","0","0","0","0","0",,
"18K635","Olympus Academy","High school","*","0","0","0","0","0","0","0","0","0",,
"18K637","Academy for Conservation and the Environment","High school","*","*","0","0","0","0","*","0","0","0",,
"18K673","East Brooklyn Community High School","High school","*","*","0","0","0","*","0","0","0","0",,
"19K502","FDNY - Captain Vernon A. Richards High School for","High school","*","*","0","0","0","0","0","0","0","0",,
"19K504","High School for Civil Rights","High school","6","*","0","0","0","0","0","0","0","0",,
"19K510","World Academy for Total Community Health High Scho","High school","*","*","0","0","0","0","0","0","0","0",,
"19K583","Multicultural High School","High school","*","*","*","0","0","*","0","0","0","0",,
"19K615","Transit Tech Career and Technical Education High S","High school","15","9","0","*","0","0","0","*","*","*",,
"19K618","Academy of Innovative Technology","High school","*","*","0","0","0","0","0","0","0","0",,
"19K639","Brooklyn Lab School","High school","14","*","0","0","0","0","0","0","0","0",,
"19K659","Cypress Hills Collegiate Preparatory School","High school","*","0","0","0","0","0","0","0","0","0",,
"19K660","W. H. Maxwell Career and Technical Education High","High school","*","*","0","0","0","0","0","*","0","0",,
"19K683","The School for Classics: An Academy of Thinkers, W","High school","9","*","0","0","0","0","0","0","0","0",,
"20K445","New Utrecht High School","High school","*","*","0","0","0","0","0","0","0","0",,
"20K485","High School of Telecommunication Arts and Technolo","High school","11","9","*","0","0","0","0","0","0","0",,
"20K490","Fort Hamilton High School","High school","6","*","0","*","0","0","0","0","0","0",,
"20K505","Franklin Delano Roosevelt High School","High school","15","*","0","*","*","0","0","0","0","0",,
"21K344","Rachel Carson High School for Coastal Studies","High school","*","*","0","0","0","0","0","0","0","0",,
"21K410","Abraham Lincoln High School","High school","*","*","0","0","0","0","0","0","0","0",,
"21K525","Edward R. Murrow High School","High school","30","20","0","0","0","*","*","*","0","*",,
"21K540","John Dewey High School","High school","20","12","*","0","0","0","0","*","0","0",,
"21K572","Expeditionary Learning School for Community Leader","High school","*","0","0","0","0","0","0","0","0","0",,
"21K620","William E. Grady Career and Technical Education Hi","High school","10","*","0","0","0","0","0","0","0","0",,
"21K728","Liberation Diploma Plus","High school","*","0","0","0","0","0","0","0","0","0",,
"22K405","Midwood High School","High school","9","*","*","*","*","*","0","*","0","0",,
"22K535","Leon M. Goldstein High School for the Sciences","High school","*","*","0","0","0","0","*","0","0","0",,
"22K611","Origins High School","High school","6","0","0","0","0","0","0","0","0","0",,
"22K630","Professional Pathways High School","High school","*","*","0","0","0","0","0","0","0","0",,
"23K493","Brooklyn Collegiate: A College Board School","High school","*","*","0","0","0","0","0","*","*","0",,
"23K514","Frederick Douglass Academy VII High School","High school","*","*","0","0","0","0","0","0","0","0",,
"23K646","Aspirations Diploma Plus High School","High school","*","0","0","0","0","0","0","0","0","0",,
"24Q236","International High School for Health Sciences","High school","*","*","0","0","0","0","0","0","0","0",,
"24Q267","High School of Applied Communication","High school","*","*","0","0","0","0","0","0","0","0",,
"24Q293","Civic Leadership Academy","High school","*","*","*","0","0","0","0","0","0","0",,
"24Q296","Pan American International High School","High school","*","*","0","0","0","*","0","0","0","0",,
"24Q299","Bard High School Early College Queens","High school","*","*","0","0","0","0","0","0","0","0",,
"24Q455","Newtown High School","High school","*","*","0","*","0","0","0","0","*","*",,
"24Q485","Grover Cleveland High School","High school","*","*","0","0","0","0","0","0","0","0",,
"24Q530","International High School at LaGuardia Community C","High school","*","0","0","0","0","0","0","0","0","0",,
"24Q550","High School for Arts and Business","High school","9","*","0","0","*","0","0","0","0","0",,
"24Q585","Maspeth High School","High school","6","6","*","0","0","0","0","0","0","*",,
"24Q600","Queens Vocational and Technical High School","High school","*","0","0","0","0","0","0","0","0","0",,
"24Q610","Aviation Career & Technical Education High School","High school","17","10","*","0","*","0","0","*","*","*",,
"25Q263","Flushing International High School","High school","*","*","0","0","0","0","0","0","0","0",,
"25Q425","John Bowne High School","High school","9","*","0","0","0","0","0","0","0","0",,
"25Q460","Flushing High School","High school","*","0","0","0","0","0","0","0","0","0",,
"25Q525","Townsend Harris High School","High school","*","*","0","0","0","0","0","0","0","0",,
"25Q540","Queens Academy High School","High school","*","0","0","0","0","0","0","0","0","0",,
"25Q670","Robert F. Kennedy Community High School","High school","9","*","0","*","*","*","*","*","*","0",,
"26Q315","Business Technology Early College High School","High school","6","*","0","0","0","0","0","0","*","0",,
"26Q415","Benjamin N. Cardozo High School","High school","9","*","0","0","0","0","0","0","0","0",,
"26Q430","Francis Lewis High School","High school","19","11","0","*","0","0","0","*","0","0",,
"26Q435","Martin Van Buren High School","High school","*","0","0","0","0","0","0","0","0","0",,
"26Q495","Bayside High School","High school","7","*","0","*","*","0","0","0","0","0",,
"26Q566","Queens High School of Teaching, Liberal Arts and t","High school","10","*","*","0","0","*","0","0","0","0",,
"27Q260","Frederick Douglass Academy VI High School","High school","*","*","0","0","0","0","0","0","0","0",,
"27Q261","Voyages Prep - South Queens","High school","*","0","0","0","0","0","0","0","0","0",,
"27Q302","Queens High School for Information, Research, and","High school","*","0","0","0","0","0","0","0","0","0",,
"27Q308","Robert H. Goddard High School of Communication Art","High school","6","0","0","0","0","0","0","0","0","0",,
"27Q324","Rockaway Park High School for Environmental Sustai","High school","*","0","0","0","0","0","0","0","0","0",,
"27Q351","Rockaway Collegiate High School","High school","*","*","0","0","0","0","0","*","0","0",,
"27Q400","August Martin High School","High school","6","*","*","0","0","*","0","0","0","0",,
"27Q480","John Adams High School","High school","26","21","0","*","*","0","0","*","*","*",,
"27Q650","High School for Construction Trades, Engineering a","High school","*","0","0","0","0","0","0","0","0","0",,
"28Q325","Hillside Arts & Letters Academy","High school","*","0","0","0","0","0","0","0","0","0",,
"28Q338","Queens Satellite High School for Opportunity","High school","*","0","0","0","0","0","0","0","0","0",,
"28Q350","Jamaica Gateway to the Sciences","High school","*","*","0","0","0","0","0","0","0","0",,
"28Q440","Forest Hills High School","High school","9","*","0","0","0","0","0","0","0","0",,
"28Q620","Thomas A. Edison Career and Technical Education Hi","High school","*","*","*","0","0","0","0","0","0","0",,
"28Q686","Queens Metropolitan High School","High school","12","*","0","0","0","0","0","*","0","0",,
"28Q690","High School for Law Enforcement and Public Safety","High school","6","*","0","0","0","0","0","*","0","0",,
"29Q243","Institute for Health Professions at Cambria Height","High school","*","*","0","0","0","0","0","0","0","0",,
"29Q248","Queens Preparatory Academy","High school","9","*","0","*","0","0","0","0","0","0",,
"29Q265","Excelsior Preparatory High School","High school","*","*","0","0","0","0","0","*","0","0",,
"29Q272","George Washington Carver High School for the Scien","High school","*","*","0","0","0","0","0","0","0","0",,
"29Q313","Benjamin Franklin High School for Finance & Inform","High school","*","0","0","0","0","0","0","0","0","0",,
"29Q326","Cambria Heights Academy","High school","9","*","*","0","0","0","0","*","0","0",,
"29Q492","Mathematics, Science Research and Technology Magne","High school","*","*","*","0","0","0","0","0","0","0",,
"30Q258","Energy Tech High School","High school","*","*","*","*","*","0","0","*","*","*",,
"30Q301","Academy for Careers in Television and Film","High school","*","0","0","0","0","0","0","0","0","0",,
"30Q445","William Cullen Bryant High School","High school","28","7","*","0","0","0","0","*","0","0",,
"30Q450","Long Island City High School","High school","*","0","0","0","0","0","0","0","0","0",,
"30Q502","Information Technology High School","High school","6","*","0","0","0","0","0","0","0","0",,
"30Q555","Newcomers High School","High school","7","6","0","0","0","0","0","0","0","0",,
"30Q575","Academy of American Studies","High school","*","0","0","0","0","0","0","0","0","0",,
"31R047","CSI High School for International Studies","High school","*","*","0","0","0","0","0","0","0","0",,
"31R064","Gaynor McCown Expeditionary Learning School","High school","*","0","0","0","0","0","0","0","0","0",,
"31R440","New Dorp High School","High school","16","14","0","*","0","*","0","0","0","0",,
"31R445","Port Richmond High School","High school","14","*","0","*","0","*","0","*","0","0",,
"31R450","Curtis High School","High school","12","9","*","*","0","0","0","0","0","0",,
"31R455","Tottenville High School","High school","7","*","0","0","0","0","0","0","0","0",,
"31R460","Susan E. Wagner High School","High school","36","*","0","0","0","0","0","0","0","0",,
"31R470","Concord High School","High school","*","0","0","0","0","0","0","0","0","0",,
"31R600","Ralph R. McKee Career and Technical Education High","High school","12","*","*","*","0","0","0","*","0","0",,
"31R605","Staten Island Technical High School","High school","*","*","0","0","0","0","*","0","0","0",,
"32K168","The Brooklyn School for Math and Research","High school","*","*","*","0","0","0","0","0","0","0",,
"32K403","Academy for Environmental Leadership","High school","*","0","0","0","0","0","0","0","0","0",,
"32K556","Bushwick Leaders High School for Academic Excellen","High school","15","*","0","0","0","0","0","0","0","0",,
"32K564","Bushwick Community High School","High school","15","6","*","*","0","*","0","*","0","0",,
"75K721","P.S. K721 - Brooklyn Occupational Training Center","High school","*","*","0","0","0","0","0","0","0","0",,
"75K753","P.S. K753 - School for Career Development","High school","*","0","0","0","0","0","0","0","0","0",,
