"month","cash_assistance_medical_assistance","supplemental_security_income_medical_assistance","nursing_home_medical_assistance","medical_assistance_only","total_hra_enrolled_medical_assistance_individuals"
"2016-08-01T00:00:00.000","358827","407194","31542","1285379","2051400"
"2016-07-01T00:00:00.000","362234","408685","32016","1303170","2074089"
"2016-06-01T00:00:00.000","356830","407747","32159","1321211","2085788"
"2016-05-01T00:00:00.000","354085","407703","32765","1346478","2108266"
"2016-04-01T00:00:00.000","359392","411054","33277","1365932","2136378"
"2016-03-01T00:00:00.000","354121","410225","33732","1387459","2151805"
"2016-02-01T00:00:00.000","357694","411581","34125","1406568","2175843"
"2016-01-01T00:00:00.000","362092","411494","34438","1423364","2196950"
"2015-12-01T00:00:00.000","356394","409192","34686","1442141","2207727"
"2015-11-01T00:00:00.000","360041","409858","35165","1469253","2239152"
"2015-10-01T00:00:00.000","363041","411428","35146","1496340","2270809"
"2015-09-01T00:00:00.000","359646","409802","34833","1520053","2289501"
"2015-08-01T00:00:00.000","356918","410415","35054","1549632","2316965"
"2015-07-01T00:00:00.000","354269","410278","35210","1580959","2345506"
"2015-06-01T00:00:00.000","352900","410745","35179","1608118","2371763"
"2015-05-01T00:00:00.000","351622","412587","35392","1633112","2397321"
"2015-04-01T00:00:00.000","347119","411309","35429","1653481","2411909"
"2015-03-01T00:00:00.000","345639","411939","35593","1687844","2445422"
"2015-02-01T00:00:00.000","348703","414458","35645","1713165","2476326"
"2015-01-01T00:00:00.000","348342","415972","36045","1739949","2504263"
"2014-12-01T00:00:00.000","343196","415548","35964","1792953","2551697"
"2014-11-01T00:00:00.000","346945","416701","36236","1812446","2576092"
"2014-10-01T00:00:00.000","342415","416411","36111","1867853","2626679"
"2014-09-01T00:00:00.000","335577","416437","36126","1921170","2673184"
"2014-08-01T00:00:00.000","337654","418519","36283","1966730","2722903"
"2014-07-01T00:00:00.000","332040","417270","36291","2016569","2765879"
"2014-06-01T00:00:00.000","325488","418048","36205","2064467","2808003"
"2014-05-01T00:00:00.000","328590","419694","36052","2113905","2862189"
"2014-04-01T00:00:00.000","324654","417737","36357","2159999","2902390"
"2014-03-01T00:00:00.000","325673","417219","36454","2210724","2953616"
"2014-02-01T00:00:00.000","332364","417536","36524","2251499","3001399"
"2014-01-01T00:00:00.000","333763","417358","36883","2287537","3038658"
"2013-12-01T00:00:00.000","333474","417621","37049","2301857","3052952"
"2013-11-01T00:00:00.000","345715","418774","37280","2336350","3100839"
"2013-10-01T00:00:00.000","343425","418011","37286","2341231","3102667"
"2013-09-01T00:00:00.000","339214","417103","37126","2340623","3096940"
"2013-08-01T00:00:00.000","346722","418400","37161","2338014","3103136"
"2013-07-01T00:00:00.000","342655","416797","37005","2327567","3087019"
"2013-06-01T00:00:00.000","349962","417769","37113","2317894","3085625"
"2013-05-01T00:00:00.000","355030","416311","37073","2311532","3082873"
"2013-04-01T00:00:00.000","352658","415933","36936","2297607","3066198"
"2013-03-01T00:00:00.000","358065","417246","37578","2291408","3066719"
"2013-02-01T00:00:00.000","356356","416563","37451","2315928","3088847"
"2013-01-01T00:00:00.000","356375","416221","37784","2347770","3120366"
"2012-12-01T00:00:00.000","351360","420076","38475","2313199","3084635"
"2012-11-01T00:00:00.000","360731","416660","38237","2284952","3062343"
"2012-10-01T00:00:00.000","349182","414518","38171","2291932","3055632"
"2012-09-01T00:00:00.000","350853","415966","38723","2287095","3053914"
"2012-08-01T00:00:00.000","347353","415535","38746","2272612","3035500"
"2012-07-01T00:00:00.000","343522","415562","38347","2254895","3013979"
"2012-06-01T00:00:00.000","347927","416996","38221","2241550","3006473"
"2012-05-01T00:00:00.000","344148","415859","38077","2223095","2983102"
"2012-04-01T00:00:00.000","343076","416164","37621","2224984","2984224"
"2012-03-01T00:00:00.000","346504","417512","37883","2213403","2977419"
"2012-02-01T00:00:00.000","341817","416344","37511","2188362","2946523"
"2012-01-01T00:00:00.000","347998","416434","37161","2189257","2953689"
"2011-12-01T00:00:00.000","349238","418238","37381","2186785","2954261"
"2011-11-01T00:00:00.000","345377","416318","37597","2176451","2938146"
"2011-10-01T00:00:00.000","347031","415846","37715","2186259","2949136"
"2011-09-01T00:00:00.000","348084","416358","37666","2179866","2944308"
"2011-08-01T00:00:00.000","342379","416845","37031","2166871","2926095"
"2011-07-01T00:00:00.000","347733","417775","37037","2162444","2927952"
"2011-06-01T00:00:00.000","345605","416213","36911","2150868","2912686"
"2011-05-01T00:00:00.000","348344","415530","37078","2148312","2912186"
"2011-04-01T00:00:00.000","354942","417217","37268","2143568","2915727"
"2011-03-01T00:00:00.000","352377","416104","37297","2132266","2900747"
"2011-02-01T00:00:00.000","351730","416191","37450","2127369","2895290"
"2011-01-01T00:00:00.000","357333","416029","38232","2130487","2903849"
"2010-12-01T00:00:00.000","355463","417183","38459","2135670","2908316"
"2010-11-01T00:00:00.000","352797","416051","38410","2122708","2891556"
"2010-10-01T00:00:00.000","356841","416741","38692","2119312","2892894"
"2010-09-01T00:00:00.000","349295","415275","38149","2101105","2865675"
"2010-08-01T00:00:00.000","344105","416046","38316","2103497","2863648"
"2010-07-01T00:00:00.000","346927","416655","38113","2100398","2863980"
"2010-06-01T00:00:00.000","340279","414905","38244","2088380","2843564"
"2010-05-01T00:00:00.000","345897","415831","38719","2088032","2849760"
"2010-04-01T00:00:00.000","346439","414289","38673","2093698","2854426"
"2010-03-01T00:00:00.000","344533","413349","38830","2073613","2831495"
"2010-02-01T00:00:00.000","353317","414446","39409","2071249","2839012"
"2010-01-01T00:00:00.000","357560","414535","39005","2066795","2838890"
"2009-12-01T00:00:00.000","354544","413072","38989","2050609","2818225"
"2009-11-01T00:00:00.000","354893","413729","39462","2046528","2815150"
"2009-10-01T00:00:00.000","357463","414673","39412","2037506","2809642"
"2009-09-01T00:00:00.000","349939","413764","39241","2005814","2769517"
"2009-08-01T00:00:00.000","347565","413778","39109","1991076","2752419"
"2009-07-01T00:00:00.000","347907","413466","39490","1981193","2742566"
"2009-06-01T00:00:00.000","343032","412735","39695","1949180","2704947"
"2009-05-01T00:00:00.000","343306","414561","39412","1938037","2695904"
"2009-04-01T00:00:00.000","341717","413202","39749","1911787","2666706"
"2009-03-01T00:00:00.000","339858","413044","39909","1907716","2660618"
"2009-02-01T00:00:00.000","340399","413931","39983","1896219","2650549"
"2009-01-01T00:00:00.000","341497","414199","40091","1887750","2643446"
"2008-12-01T00:00:00.000","337367","411980","40186","1872936","2622283"
"2008-11-01T00:00:00.000","339994","411142","40487","1870149","2621285"
"2008-10-01T00:00:00.000","336732","409965","40315","1871007","2617704"
"2008-09-01T00:00:00.000","335130","408697","39860","1852406","2596233"
"2008-08-01T00:00:00.000","336222","409355","40150","1840064","2585641"
"2008-07-01T00:00:00.000","336583","408185","39822","1823805","2568573"
"2008-06-01T00:00:00.000","336156","407295","39143","1820368","2563819"
"2008-05-01T00:00:00.000","341176","407504","39310","1819998","2568678"
"2008-04-01T00:00:00.000","340723","406227","39272","1812081","2559031"
"2008-03-01T00:00:00.000","338658","406539","39227","1809331","2554528"
"2008-02-01T00:00:00.000","342505","406891","39637","1806136","2555532"
"2008-01-01T00:00:00.000","346039","407373","39403","1799486","2552898"
"2007-12-01T00:00:00.000","344417","408121","39257","1813288","2565826"
"2007-11-01T00:00:00.000","351207","407530","39536","1822063","2580800"
"2007-10-01T00:00:00.000","350510","407217","39594","1827385","2585112"
"2007-09-01T00:00:00.000","353802","408391","39998","1824960","2587153"
"2007-08-01T00:00:00.000","353144","407284","40046","1821868","2582296"
"2007-07-01T00:00:00.000","351704","407474","39954","1806509","2565687"
"2007-06-01T00:00:00.000","356232","408190","39923","1795555","2559977"
"2007-05-01T00:00:00.000","355795","408011","39707","1786408","2550214"
"2007-04-01T00:00:00.000","358717","407465","40087","1772670","2538852"
"2007-03-01T00:00:00.000","363130","408022","40276","1789563","2560715"
"2007-02-01T00:00:00.000","363960","407459","40536","1761643","2533062"
"2007-01-01T00:00:00.000","369672","407863","40943","1775529","2553064"
