"date","project_id","title","borough","level_of_review","agency","certificate_number","public_private","action","project_type"
"2022-08-08T00:00:00.000","22825","Reconstruction of Rivington Street Playground, Sara D. Roosevelt Park, Forsyth Street, extension of Rivington Street, and Chrystie Street, Manhattan","Manhattan","Preliminary","DPR","28187","Public","Calendared for Consent","Landscape architecture"
"2022-08-08T00:00:00.000","22824","Construction of a plaza, Queensbridge Baby Park, Vernon Boulevard and Queensbridge Park Greenway, adjacent to the Queensboro Bridge, Long Island City, Queens","Queens","Preliminary","DPR","28186","Public","Calendared for Consent","Landscape architecture"
"2022-08-08T00:00:00.000","22823","Installation of an ADA ramp, 1310 West Farms Road, Bronx","Bronx","Preliminary and Final","DOT","28185","Public","Calendared for Consent","Building systems & Modifications"
"2022-08-08T00:00:00.000","22822","Construction of a fenced-in area, 234 North 9th Street, Brooklyn","Brooklyn","Preliminary and Final","DOT","28184","Public and Private","Calendared for Consent","Landscape architecture"
"2022-08-08T00:00:00.000","22821","Upgrade of Hillview Reservoir, 100 Central Park Avenue, Yonkers, Westchester County","Upstate","Preliminary","DEP","28183","Public","Calendared for Consent","Architecture"
"2022-08-08T00:00:00.000","22820","Installation of vent hoods and construction of an outfall connection as part of the Ashokan Century Program, Lower Gate Chamber, Ashokan Reservoir, Ulster County","Upstate","Preliminary","DEP","28182","Public","Calendared for Consent","Building systems & Modifications"
"2022-08-08T00:00:00.000","22819","Installation of rooftop mechanical equipment, windows, and doors, Hollis Branch Public Library, 202-05 Hillside Avenue, Queensborough, Queens","Queens","Preliminary and Final","DDC/QL","28181","Public","Calendared for Consent","Building systems & Modifications"
"2022-08-08T00:00:00.000","22817","Installation of doors and louvers, Building 50, Fifth Street, Ordinance Avenue, and Flushing Avenue, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","Preliminary and Final","BNYDC","28177","Private","Calendared for Consent","Building systems & Modifications"
"2022-08-08T00:00:00.000","22812","Reconstruction of William McCray Playground, 138th Street between Fifth Avenue and Lenox Avenue, Manhattan","Manhattan","Preliminary","DPR","28188","Public","Calendared for Consent","Landscape architecture"
"2022-08-08T00:00:00.000","22810","Reconstruction of a salt shed and interim compost facility as part of the Gowanus Canal combined sewer overflow facility, 2nd Avenue and 6th Street, Brooklyn","Brooklyn","Preliminary and Final","DEP/DSNY","28175","Public","Calendared for Consent","Architecture"
"2022-08-08T00:00:00.000","22787","Installation of three paintings by Jessica Alazraki, Bronx Animal Care Center, 2050 Bartow Avenue at Co-Op City Boulevard, Bronx","Bronx","Conceptual and Preliminary","DCLA%/DDC","28179","Public","Calendared for Consent","Artwork"
"2022-08-08T00:00:00.000","22784","Construction of Engine Company 287/Ladder 136/Battalion 46, 86-53 Grand Avenue, Elmhurst, Queens","Queens","Preliminary","FDNY","28199","Public","Calendared for Public Hearing","Architecture"
"2022-08-08T00:00:00.000","22783","Reconstruction of a pier shed and head house for film studios and adjacent site work, Pier 94, 711 12th Avenue between West 52nd Street and West 55th Street, Hudson River, Manhattan","Manhattan","Preliminary","EDC","28201","Public and Private","Calendared for Public Hearing","Architecture"
"2022-08-08T00:00:00.000","22778","Installation of Resonances by Christopher Myers, Brownsville Library, 61 Glenmore Avenue, Brooklyn","Brooklyn","Preliminary","DCLA%/DDC","28178","Public","Calendared for Consent","Artwork"
"2022-08-08T00:00:00.000","22836","Installation of prototypical public communications structures (Link5G) in Residence Zoning and Historic Districts citywide","Citywide","Preliminary and Final","OTI","28200","Public and Private","Calendared for Public Hearing","Street furniture"
"2022-07-11T00:00:00.000","22791","Installation of louvers, Pamoja House, 357 Marcus Garvey Boulevard, Brooklyn","Brooklyn","Preliminary and Final","DDC/DHS","28152","Public","Calendared for Consent","Architecture"
"2022-07-11T00:00:00.000","22789","Installation of ductwork (Amogy), Building 128, Fifth Street, Market Street, Sixth Street, and Morris Avenue, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","Preliminary and Final","BNYDC","28150","Private","Calendared for Consent","Architecture"
"2022-07-11T00:00:00.000","22790","Installation of louvers and a rooftop vent (Suite 506, 507, 508), Building 303 (formerly Building 399), Sands Street between Navy Street, Third Street, and Chauncey Avenue, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","Preliminary and Final","BNYDC","28151","Private","Calendared for Consent","Building systems & Modifications"
"2022-07-11T00:00:00.000","22811","Reconstruction of a landscape, North Meadow Recreation Center, West Drive and 97th Street Transverse Road, Central Park, Manhattan","Manhattan","Preliminary","DPR/CPC","28176","Public","Calendared for Public Hearing","Landscape architecture"
"2022-07-11T00:00:00.000","22810","Reconstruction of a salt shed and interim compost facility as a part of the Gowanus Canal combined sewer overflow (CSO) facility, 2nd Avenue and 6th Street, Brooklyn","Brooklyn","Preliminary and Final","DEP/DSNY","28175","Public","Calendared for Public Hearing","Architecture"
"2022-07-11T00:00:00.000","22809","Installation of signage (New York Blood Center), 30 Flatbush Avenue, Brooklyn","Brooklyn","Preliminary and Final","HPD","28174","Private","Calendared for Consent","Signage"
"2022-07-11T00:00:00.000","22806","Installation of rooftop antennas (Verizon), 25 Waterside Plaza, Manhattan","Manhattan","Preliminary and Final","HPD","28173","Private","Calendared for Consent","Building systems & Modifications"
"2022-07-11T00:00:00.000","22805","Construction of a waterfront park and streetscape improvements, Phase II and Phase III, Thompson Street, Wave Street and Bay Street, Stapleton, Staten Island","Staten Island","Final","EDC/DPR","28172","Public","Calendared for Consent","Landscape architecture"
"2022-07-11T00:00:00.000","22804","Construction of a maintenance building, a comfort station, and adjacent site work, as Phase II and Phase III of the construction of a waterfront park and streetscape improvements, Thompson Street, Wave Street and Bay Street, Stapleton, Staten Island","Staten Island","Final","EDC/DPR","28171","Public","Calendared for Consent","Architecture"
"2022-07-11T00:00:00.000","22802","Construction of a horse riding facility, Prospect Park, north of the Prospect Park Zoo, between Flatbush Avenue and East Drive, Brooklyn","Brooklyn","Preliminary","DPR/PPA","28170","Public and Private","Calendared for Consent","Architecture"
"2022-07-11T00:00:00.000","22658","Construction of streetscape improvements as part of the Safe Routes to School program, Broadway Malls and Columbia University Medical Center, Broadway between West 131st Street and West 169th Street, St. Nicholas Avenue between West 129th Street and West 135th Street, Lenox Avenue at West 135th Street, First Avenue at East 106th Street, and Second Avenue at East 109th Street, Manhattan","Manhattan","Preliminary and Final","DDC/DOT/DPR","28169","Public","Calendared for Consent","Landscape architecture"
"2022-07-11T00:00:00.000","22801","Reconstruction of the playground, Captain Mario Fajardo Park, Kissena Boulevard and Booth Memorial Avenue, Flushing, Queens","Queens","Final","DPR","28168","Public","Calendared for Consent","Landscape architecture"
"2022-07-11T00:00:00.000","22800","Reconstruction of Chester Playground, adjacent to P.S. 327, Bristol Street and Chester Street between Sutter Avenue and Pitkin Avenue, Brooklyn","Brooklyn","Final","DPR","28167","Public","Calendared for Consent","Landscape architecture"
"2022-07-11T00:00:00.000","22610","Installation of a plaque commemorating Spanish casualties of the American Revolution, Fort Greene Park, Myrtle Avenue, Washington Park, Dekalb Avenue and Saint Edward Street, Brooklyn","Brooklyn","Final","DPR","28166","Public","Calendared for Consent","Artwork"
"2022-07-11T00:00:00.000","22799","Reconstruction of Goble Playground, Macombs Road, Goble Place, and Inwood Avenue, Bronx","Bronx","Preliminary and Final","DPR","28165","Public","Calendared for Consent","Landscape architecture"
"2022-07-11T00:00:00.000","22683","Design of an identity and branding system for use citywide","Citywide","Preliminary and Final","DPR","28164","Public","Calendared for Consent","Signage"
"2022-07-11T00:00:00.000","22798","Reconstruction of William F. Moore Park, 108th Street, Corona Avenue, and 51st Avenue, Corona, Queens","Queens","Preliminary","DPR","28163","Public","Calendared for Consent","Landscape architecture"
"2022-07-11T00:00:00.000","22813","Reconstruction of Horseshoe Playground, Hall Place and Rogers Place, Bronx","Bronx","Preliminary","DPR","28162","Public","Calendared for Consent","Landscape architecture"
"2022-07-11T00:00:00.000","22752","Reconstruction of Benninger Playground, Madison Street between Fresh Pond Road and 60th Place, Ridgewood, Queens","Queens","Preliminary","DPR","28161","Public","Calendared for Consent","Landscape architecture"
"2022-07-11T00:00:00.000","22797","Installation of a flagpole and adjacent site work, Blissville Triangle, Review Avenue, Van Dam Street, and Greenpoint Avenue, Long Island City, Queens","Queens","Preliminary","DPR","28160","Public","Calendared for Consent","Landscape architecture"
"2022-07-11T00:00:00.000","22780","Construction of Waters Edge Playground, Cross Island Park, Waters Edge Drive and 24th Avenue, Bayside, Queens","Queens","Preliminary","DPR","28159","Public","Calendared for Consent","Landscape architecture"
"2022-07-11T00:00:00.000","22796","Construction of a path, Sunken Garden, Randall’s Island, between Harlem River Parkway and Garden Connector Path, Manhattan","Manhattan","Preliminary","DPR","28158","Public","Calendared for Consent","Landscape architecture"
"2022-07-11T00:00:00.000","22446","Installation of commemorative markers (Harlem Heritage Markers), Hudson River, 125th Street to 162nd Street, and the Bronx River, Manhattan","Manhattan","Preliminary and Final","DOT","28157","Public","Calendared for Consent","Signage"
"2022-07-11T00:00:00.000","22795","Installation of a marquee, RiseNY Building, 160 West 45th Street, Manhattan","Manhattan","Preliminary and Final","DOT","28156","Public and Private","Calendared for Consent","Signage"
"2022-07-11T00:00:00.000","22814","Installation of security bollards and a distinctive sidewalk, 270 Park Avenue, Park Avenue, East 47th Street, Madison Avenue, and East 48th Street, Manhattan","Manhattan","Preliminary","DOT","28155","Public","Calendared for Consent","Landscape architecture"
"2022-07-11T00:00:00.000","22794","Installation of signage, P.S. 19M (East Village Community School), 185 First Avenue, Manhattan","Manhattan","Preliminary and Final","DOE","28154","Public","Calendared for Consent","Signage"
"2022-07-11T00:00:00.000","22793","Reconstruction of power centers 4 and 7 and installation of transformers, Wards Island Wastewater Resource Recovery Facility, Wards Island, Manhattan","Manhattan","Final","DEP","28153","Public","Calendared for Consent","Architecture"
"2022-06-13T00:00:00.000","22770","Reconstruction of retaining walls and adjacent site work, Dorothy K. McGowan Memorial Garden, 513 West 158th Street, between Broadway and Amsterdam Avenue, Manhattan","Manhattan","Preliminary and Final","DPR","28142","Public","Calendared for Consent","Landscape architecture"
"2022-06-13T00:00:00.000","22777","Reconstruction of an ADA entrance, 67th Police Precinct, 2820 Snyder Avenue, Brooklyn","Brooklyn","Preliminary and Final","NYPD","28149","Public","Calendared for Consent","Street furniture"
"2022-06-13T00:00:00.000","22776","Reconstruction of an ADA entrance, 50th Police Precinct, 3450 Kingsbridge Avenue, Bronx","Bronx","Preliminary and Final","NYPD","28148","Public","Calendared for Consent","Building systems & Modifications"
"2022-06-13T00:00:00.000","22775","Construction of rooftop terraces and planted areas at a residential building (Building 3) as part of the rehabilitation of the Bedford Union Armory, 1555 Bedford Avenue, Brooklyn","Brooklyn","Final","EDC","28147","Private","Calendared for Consent","Landscape architecture"
"2022-06-13T00:00:00.000","22774","Reconstruction of soccer field 1, Inwood Hill Park, Dyckman Street, Amtrak rail lines, and the Hudson River, Manhattan","Manhattan","Final","DPR","28146","Public","Calendared for Consent","Landscape architecture"
"2022-06-13T00:00:00.000","22773","Reconstruction of Russell Pedersen Playground, 83rd Street, Colonial Road, and 85th Street, Brooklyn","Brooklyn","Final","DPR","28145","Public","Calendared for Consent","Landscape architecture"
"2022-06-13T00:00:00.000","22772","Reconstruction of Lafayette Gardens, Lafayette Avenue and Franklin Avenue, Brooklyn","Brooklyn","Final","DPR","28144","Public","Calendared for Consent","Landscape architecture"
"2022-06-13T00:00:00.000","22771","Construction of a golf club house (Drive Shack) and adjacent site work, Randall's Island Park, Bronx Shore Road between Randall's Island Greenway and Robert F. Kennedy Bridge, Manhattan","Manhattan","Final","DPR","28143","Public and Private","Calendared for Consent","Architecture"
"2022-06-13T00:00:00.000","22711","Reconstruction of a retaining wall, Inwood Hill Park, Manhattan","Manhattan","Preliminary and Final","DPR","28141","Public","Calendared for Consent","Landscape architecture"
"2022-06-13T00:00:00.000","22769","Reconstruction of a retaining wall and adjacent site work, East 236th Street, Bronx Boulevard, East 233rd Street, and Bronx River Parkway, Bronx","Bronx","Preliminary and Final","DPR","28140","Public","Calendared for Consent","Landscape architecture"
"2022-06-13T00:00:00.000","22768","Rehabilitation of a comfort station, Horseshoe Playground, Hall Place and Rogers Place, Bronx","Bronx","Preliminary","DPR","28139","Public","Calendared for Consent","Architecture"
"2022-06-13T00:00:00.000","22767","Rehabilitation of a comfort station and maintenance facility, Brigadier General Charles Young Playground, West 145th Street and Lenox Avenue, Manhattan","Manhattan","Preliminary","DPR","28138","Public","Calendared for Consent","Architecture"
"2022-06-13T00:00:00.000","22740","Rehabilitation of a pool facility and adjacent site work, Haffen Park, Burke Avenue and Ely Avenue, Bronx","Bronx","Preliminary","DPR","28137","Public","Calendared for Consent","Landscape architecture"
"2022-06-13T00:00:00.000","22702","Reconstruction of Haffen Park, Burke Avenue, Ely Avenue, Hammersley Avenue, and Gunther Avenue, Bronx","Bronx","Preliminary","DPR","28136","Public","Calendared for Consent","Landscape architecture"
"2022-06-13T00:00:00.000","22766","Reconstruction of a portion of Eastchester Playground, Adee Avenue and Tenbroeck Avenue, Bronx","Bronx","Preliminary","DPR","28135","Public","Calendared for Consent","Landscape architecture"
"2022-06-13T00:00:00.000","22736","Reconstruction of a playground, Schmul Park, Wild Avenue, Pearson Street, and Melvin Avenue, Staten Island","Staten Island","Preliminary","DPR","28134","Public","Calendared for Consent","Landscape architecture"
"2022-06-13T00:00:00.000","22765","Construction of an adult fitness area, Shoelace Park, Bronx Boulevard between East 211th Street and East 229th Street, Bronx","Bronx","Preliminary","DPR","28133","Public","Calendared for Consent","Landscape architecture"
"2022-06-13T00:00:00.000","22764","Design of prototypical public communications structures (Link5G) for installation in Commercial, Commercial overlay, and Manufacturing zoning districts citywide","Citywide","Final","DoITT","28132","Public and Private","Calendared for Committee and Consent","Street furniture"
"2022-06-13T00:00:00.000","22763","Installation of security barriers, north entrance, Wards Island Wastewater Resource Recovery Facility, K Road and Central Road, Wards Island, Manhattan","Manhattan","Preliminary and Final","DEP","28131","Public","Calendared for Consent","Building systems & Modifications"
"2022-06-13T00:00:00.000","22762","Installation of rooftop mechanical equipment, Service Building, Bowery Bay Wastewater Resource Recovery Facility, 43-01 Berrian Boulevard, Astoria, Queens","Queens","Preliminary and Final","DEP","28130","Public","Calendared for Consent","Building systems & Modifications"
"2022-06-13T00:00:00.000","22761","Rehabilitation of the Merriman Dam Spillway, Rondout Reservoir, State Route 55 and Porter Road, Napanoch","Upstate","Preliminary","DEP","28129","Public","Calendared for Consent","Landscape architecture"
"2022-06-13T00:00:00.000","22760","Construction of a tactical training facility and adjacent site work, Rodman’s Neck, Pelham Bay Park, Bronx","Bronx","Preliminary","DDC/NYPD","28128","Public","Calendared for Consent","Architecture"
"2022-06-13T00:00:00.000","22759","Installation of interim HVAC equipment, Manhattan Detention Complex, 100 Centre Street, Manhattan","Manhattan","Preliminary and Final","DDC/DOC","28127","Public","Calendared for Consent","Building systems & Modifications"
"2022-06-13T00:00:00.000","22602","Installation of an interim sally port and bail payment center, Manhattan Detention Complex, 100 Centre Street, Manhattan","Manhattan","Preliminary and Final","DDC/DOC","28126","Public","Calendared for Consent","Architecture"
"2022-06-13T00:00:00.000","22758","Construction of an addition and adjacent site work, Brownsville Library, 61 Glenmore Avenue, Brooklyn","Brooklyn","Final","DDC/BPL","28125","Public","Calendared for Consent","Architecture"
"2022-06-13T00:00:00.000","22757","Construction of Rego Park Library, 91-41 63rd Drive, Rego Park, Queens","Queens","Final","DDC/QPL","28124","Public","Calendared for Consent","Architecture"
"2022-06-13T00:00:00.000","22756","Installation of The Fore by Katrín Sigurdardóttir, Rego Park Library, 91-41 63rd Drive, Rego Park, Queens","Queens","Preliminary","DCLA%/DDC/QPL","28123","Public","Calendared for Consent","Artwork"
"2022-06-13T00:00:00.000","22646","Installation of Memory of a Forest by Blane de St. Croix, Emergency Medical Station 17 (EMS 17), 1257 Morris Avenue, Bronx","Bronx","Preliminary","DCLA%/DDC/FDNY","28122","Public","Calendared for Consent","Artwork"
"2022-06-13T00:00:00.000","22755","Rehabilitation of the 1st Floor and Annex (Daedalus Design & Production), Building 127, Morris Avenue between 3rd Street and 4th Street, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","Preliminary and Final","BNYDC","28121","Private","Calendared for Consent","Architecture"
"2022-06-13T00:00:00.000","22754","Reconstruction of the bulkhead and installation of a guardrail, Front Avenue at 2nd Street (formerly Pier D), Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","Preliminary and Final","BNYDC","28120","Public","Calendared for Consent","Landscape architecture"
"2022-06-13T00:00:00.000","22753","Reconstruction of a s+C6:C34ubstation, Building 542, 5th Street between Dry Dock 6 and Dry Dock 2, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","Preliminary and Final","BNYDC","28119","Public","Calendared for Consent","Architecture"
"2022-05-16T00:00:00.000","22717","Construction of Lower Concourse Park, including a comfort station and interpretive signage, East 144th Street, East 146th Street and the Harlem River, Bronx","Bronx","Final","EDC/DPR","28115","Public","Calendared for Consent","Landscape architecture"
"2022-05-16T00:00:00.000","22726","Rehabilitation of a comfort station, Hoffman Park, Hoffman Drive between 58th Avenue and Woodhaven Boulevard, Elmhurst, Queens","Queens","Preliminary","DPR","28111","Public","Calendared for Consent","Architecture"
"2022-05-16T00:00:00.000","22741","Reconstruction of a multipurpose play area, Jamaica Playground, adjacent to P.S. 40 (Samuel Huntington School), Brinkerhoff Avenue and 160th Street, Jamaica, Queens","Queens","Preliminary and Final","DPR","28112","Public","Calendared for Consent","Landscape architecture"
"2022-05-16T00:00:00.000","22619","Construction of a plaza, 12th Street between 44th Avenue and 43rd Road, Long Island City, Queens","Queens","Preliminary and Final","DOT","28106","Public","Calendared for Consent","Landscape architecture"
"2022-05-16T00:00:00.000","22739","Reconstruction of Laurelton Playground, 136th Avenue, Brookville Boulevard, and 137th Avenue, Rosedale, Queens","Queens","Final","DPR","28113","Public","Calendared for Consent","Landscape architecture"
"2022-05-16T00:00:00.000","22738","Reconstruction of the basketball courts, Rochdale Park, Guy R. Brewer Boulevard and 134th Avenue, Jamaica, Queens","Queens","Final","DPR","28114","Public","Calendared for Consent","Landscape architecture"
"2022-05-16T00:00:00.000","22734","Removal of a distinctive sidewalk, 49 Fulton Street, between Pearl Street and Cliff Street, Manhattan","Manhattan","Preliminary and Final","DOT","28109","Public","Calendared for Consent","Distinctive sidewalks"
"2022-05-16T00:00:00.000","22729","Installation of commemorative plaques and a flagpole, 239th Street median at Hillside Avenue, Bellerose, Queens","Queens","Final","DOT","28110","Public","Calendared for Consent","Artwork"
"2022-05-16T00:00:00.000","20681","Installation of prototypical signage, East Harlem Health Center, 158 East 115th Street, Manhattan","Manhattan","Final","DOHMH","28105","Public","Calendared for Consent","Signage"
"2022-05-16T00:00:00.000","20634","Installation of prototypical signage, Brownsville Health Center, 259 Bristol Street, Brooklyn","Brooklyn","Final","DOHMH","28104","Public","Calendared for Consent","Signage"
"2022-05-16T00:00:00.000","22731","Installation of rooftop mechanical equipment, Flushing Community Library, 41-17 Main Street, Flushing, Queens","Queens","Preliminary and Final","QL","28117","Public","Calendared for Consent","Building systems & Modifications"
"2022-05-16T00:00:00.000","22722","Reconstruction of an asphalt plant, including construction of an interim administration building, and adjacent site work, Harper Street Yard, 30-01 Harper Street, Corona, Queens","Queens","Final","DDC/DOT","28102","Public","Calendared for Consent","Architecture"
"2022-05-16T00:00:00.000","22359","Installation of a distinctive sidewalk, 2 Pennsylvania Plaza, Seventh Avenue, West 31st Street, and West 33rd Street, Manhattan","Manhattan","Preliminary and Final","DOT","28107","Public","Calendared for Consent","Distinctive sidewalks"
"2022-05-16T00:00:00.000","22728","Installation of Water Offering by William Lamson, Queens Botanical Garden, 43-50 Main Street, Elder Avenue between 134th Street and 136th Street, Flushing, Queens","Queens","Preliminary","DDC/DCLA%/DPR","28101","Public","Calendared for Consent","Artwork"
"2022-05-16T00:00:00.000","22721","Construction of an addition and adjacent site work, Eastern Parkway Library, 1044 Eastern Parkway, Brooklyn","Brooklyn","Preliminary","DDC/BPL","28100","Public","Calendared for Consent","Architecture"
"2022-05-16T00:00:00.000","22735","Construction of Plaza 33, including installation of a distinctive sidewalk, West 33rd Street at Seventh Avenue, Manhattan","Manhattan","Final","DOT","28108","Public","Calendared for Consent","Landscape architecture"
"2022-05-16T00:00:00.000","22720","Rehabilitation of five pre-houses, Primary Settling Tanks, 3rd Drive between B Road and H Road, Wards Island Wastewater Resource Recovery Facility, Wards Island, Manhattan","Manhattan","Final","DEP","28103","Public","Calendared for Consent","Architecture"
"2022-05-16T00:00:00.000","22730","Installation of louvers (Suite 805 & 806), Building 303 (formerly Building 399), Sands Street between Navy Street, Third Street, and Chauncey Avenue, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","Preliminary and Final","BNYDC","28098","Private","Calendared for Consent","Building systems & Modifications"
"2022-05-16T00:00:00.000","20342","Construction of a covered walkway, Substation F, Paulding Street at Welding Road, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","Preliminary","BNYDC","28097","Public","Calendared for Consent","Architecture"
"2022-05-16T00:00:00.000","22719","Reconstruction of Building 74, Chauncey Avenue between 4th Street and 5th Street, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","Final","BNYDC","28099","Private","Calendared for Consent","Architecture"
"2022-05-16T00:00:00.000","22733","Installation of rooftop mechanical equipment, Laurelton Community Library, 134-26 225th, Springfield Gardens, Queens","Queens","Preliminary and Final","QL","28118","Public","Calendared for Consent","Building systems & Modifications"
"2022-05-16T00:00:00.000","22732","Installation of rooftop mechanical equipment, Building 12, FDNY Fire Training Academy, 15 Reilly Boulevard, Randall's Island, Manhattan","Manhattan","Preliminary and Final","FDNY","28116","Public","Calendared for Consent","Building systems & Modifications"
"2022-04-11T00:00:00.000","22688","Installation of a temporary mural, After the Fire by Nanibah Chacon, Tatyana Fazlalizadeh, and Layqa Nuna Yawar, MoMA PS1, 46-01 21st Street, Long Island City, Queens","Queens","Preliminary","DCLA","28092","Public","Calendared for Public Hearing","Artwork"
"2022-04-11T00:00:00.000","22662","Construction of flood protection measures as part of the South Battery Park City Resiliency master plan, Battery Place between 1st Place and Little West Street, Pier A Plaza, and The Battery, Manhattan","Manhattan","Final","DPR/EDC/DOT/BPCA","28083","Public","Calendared for Consent","Landscape architecture"
"2022-04-11T00:00:00.000","22656","Construction of open space improvements, MetroTech Center, Myrtle Avenue Promenade and MetroTech Commons between Jay Street and Flatbush Avenue, Brooklyn","Brooklyn","Preliminary and Final","EDC","28086","Public and Private","Calendared for Consent","Landscape architecture"
"2022-04-11T00:00:00.000","22647","Relocation of the Peter Caesar Alberti Memorial (1958/1985) by unknown, 75 feet northeast within the Battery perimeter, as part of the South Battery Park City Resiliency master plan, The Battery, Battery Place between Washington Street and Little West 12th Street, Manhattan","Manhattan","Preliminary","DPR/BPCA","28084","Public","Calendared for Consent","Artwork"
"2022-04-11T00:00:00.000","22718","Installation of rooftop mechanical equipment, One Police Plaza, Park Row and Pearl Street, Manhattan","Manhattan","Preliminary and Final","NYPD","28091","Public","Calendared for Consent","Building systems & Modifications"
"2022-04-11T00:00:00.000","22716","Installation of rooftop mechanical equipment (Stop & Shop), 625 Atlantic Avenue, Brooklyn","Brooklyn","Preliminary and Final","EDC","28088","Private","Calendared for Consent","Building systems & Modifications"
"2022-04-11T00:00:00.000","22715","Installation of louvers and rooftop mechanical equipment (Nike), 625 Atlantic Avenue, Brooklyn","Brooklyn","Preliminary and Final","EDC","28087","Private","Calendared for Consent","Building systems & Modifications"
"2022-04-11T00:00:00.000","22714","Rehabilitation of Queens District 8, 10 and 12 Garage and construction of a prefabricated swing space, 130-23 150th Avenue, South Ozone Park, Queens","Queens","Preliminary and Final","DSNY","28085","Public","Calendared for Consent","Architecture"
"2022-04-11T00:00:00.000","22713","Installation of rooftop photovoltaic panels, Five Borough Automotive Repair Facility (5Boro), 20 Bronx Shore Road, Randall's Island, Manhattan","Manhattan","Preliminary and Final","DPR","28078","Public","Calendared for Consent","Building systems & Modifications"
"2022-04-11T00:00:00.000","22712","Reconstruction of the Kinderberg, restoration of the Chess and Checkers House, and adjacent site work, East 65th Street transverse road between Center Drive and East Drive, Central Park, Manhattan","Manhattan","Final","DPR/CPC","28081","Public","Calendared for Consent","Landscape architecture"
"2022-04-11T00:00:00.000","22710","Installation of rooftop photovoltaic panels, Brownsville Recreation Center, 1555 Linden Boulevard, Brooklyn","Brooklyn","Preliminary and Final","DPR/DCAS","28082","Public","Calendared for Consent","Building systems & Modifications"
"2022-04-11T00:00:00.000","22708","Reconstruction of Dongan Playground, adjacent to P.S. 52, Dongan Hills Avenue, Mason Avenue, and Buel Avenue, Staten Island","Staten Island","Final","DPR","28080","Public","Calendared for Consent","Landscape architecture"
"2022-04-11T00:00:00.000","22707","Reconstruction of Cuyler Gore Park, Green Avenue, Carlton Street, and Fulton Street, Brooklyn","Brooklyn","Final","DPR","28079","Public","Calendared for Consent","Landscape architecture"
"2022-04-11T00:00:00.000","22706","Installation of ducts and louvers, Building 5 (Suite 502), 7th Avenue, Paulding Street, 8th Avenue, and Farragut Street, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","Preliminary and Final","BNYDC","28064","Private","Calendared for Consent","Building systems & Modifications"
