"bble","bbl","borough","building_name","street_address","certification_class","of_carriers","coax_cable_connections","fiber_connection","satellite_fixed_wireless_connection","fiber_distribution","isps_1","multiple_points_of_entry","designated_telecom_utility_space","additional_telecom_space","riser_space_for_current_providers","riser_space_for_additional_providers","diverse_riser_locations","signed_poes","agreements","new_service_providers","isps_2","latitude","longitude","community_board","community_council","census_tract","bin","postcode","nta"
"1008380021","1-838-21","Manhattan",,"35 WEST 36 STREET","Not certified","2","Yes","Yes","No","Full Distribution (all floors)","3","Yes","Combination of open, shared, and dedicated  space","No","No","No","Does not have two or more diverse riser locations","Yes - for installed connections","Yes","Yes",,"40.750518","-73.985487","5","4","84","1015925","10018","Midtown-Midtown South                                                      "
"1013600001","1-1360-1","Manhattan","866 U N Plaza","866 United Nations Plaza","Not certified",,"No","No","No",,,,,,"No","No",,,,,,"40.752925","-73.966834","6","4","8603","1040072","10017","Turtle Bay-East Midtown                                                    "
"1008380012","1-838-12","Manhattan",,"53 WEST 36 STREET","Not certified","2","Yes","Yes","No","Full Distribution (all floors)","2","Yes","Combination of open, shared, and dedicated  space","No","No","No","Does not have two or more diverse riser locations","Yes - for installed connections","Yes","Yes","Verizon FIOS,Verizon,Time Warner Cable","40.750648","-73.985798","5","4","84","1015922","10018","Midtown-Midtown South                                                      "
"1000041010","1-4-1010","Manhattan","One New York Plaza","1 WATER STREET","Platinum","5 or more","Yes","Yes","No","Full Distribution (all floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Zayo,Verizon,Time Warner Cable,Lightpath,Lightower,Cogent,AT&T","40.702444","-74.012742","1","1","9","1000005","10004","Battery Park City-Lower Manhattan                                          "
"1000160150","1-16-150","Manhattan","250 Vesey Street","250 VESEY PLACE","Gold","5 or more","Yes","Yes","No","Full Distribution (all floors)","5 or more","No","Dedicated room","Yes","Yes","Yes","Yes","None available","Yes","Yes","Zayo,Verizon,Time Warner Cable,Lightower,AT&T",,,,,,,,
"1000160125","1-16-125","Manhattan","225 Liberty Street","225 LIBERTY STREET","Gold","5 or more","Yes","Yes","No","Full Distribution (all floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","None available","Yes","Yes","Verizon,Time Warner Cable,Lightpath,Lightower,Cogent,AT&T,Abovenet","40.711537","-74.015673","1","1","31703","1000058","10280","Battery Park City-Lower Manhattan                                          "
"1000160120","1-16-120","Manhattan","200 Liberty Street","200 LIBERTY STREET","Platinum","5 or more","Yes","Yes","No","Full Distribution (all floors)","5 or more","Yes","Dedicated room","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Zayo,Verizon,Time Warner Cable,Sidera,Level(3),Cogent,AT&T","40.711425","-74.015442","1","1","31704","1000057","10281","Battery Park City-Lower Manhattan                                          "
"1000627501","1-62-7501","Manhattan","One Liberty Plaza","1 LIBERTY PLAZA","Platinum","5 or more","Yes","Yes","No","Full Distribution (all floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Zayo,Verizon,Time Warner Cable,Lightower,Cogent,AT&T","40.70943","-74.011102","1","1","13","1001068","10006","Battery Park City-Lower Manhattan                                          "
,"1-1276-58","Manhattan","300 Madison Avenue","300 MADISON AVENUE","Gold","5 or more","Yes","Yes","No","Full Distribution (all floors)","5 or more","Yes","Dedicated room","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon,Time Warner Cable,Sprint,Lightpath,Lightower,AT&T","40.752236","-73.979712","5","4","82","1085972","10017","Murray Hill-Kips Bay                                                       "
,"1-1258-9","Manhattan","Grace Building","1114 AVENUE OF THE AMERIC","Platinum","5 or more","Yes","Yes","No","Full Distribution (all floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon,Time Warner Cable,Lightpath,Lightower,Cogent,AT&T,Abovenet",,,,,,,,
,"1-1301-1","Manhattan","245 Park Avenue","245 PARK AVENUE","Platinum","5 or more","Yes","Yes","No","Full Distribution (all floors)","5 or more","Yes","Dedicated room","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon,Time Warner Cable,Lightpath,Level(3),Cogent,Abovenet","40.754826","-73.975683","5","4","92","1036205","10167","Turtle Bay-East Midtown                                                    "
"1010350017","1-1035-17","Manhattan","The Plant","321 WEST 44 STREET","Platinum","3","Yes","Yes","Yes","Full Distribution (all floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","None available","Yes","Yes","Verizon FIOS,Verizon,Time Warner Cable,Broadview,AT&T","40.75889","-73.989669","4","3","121","1080878","10036","Clinton                                                                    "
"1012950058","1-1295-58","Manhattan","370 Lexington Avenue","370 LEXINGTON AVENUE","Platinum","5 or more","Yes","Yes","Yes","Full Distribution (all floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Does not have two or more diverse riser locations","Yes - for installed connections","No","Yes","Other,Verizon FIOS,Verizon,Time Warner Cable,Cogent,Broadview","40.750646","-73.976641","5","4","80","1036150","10017","Murray Hill-Kips Bay                                                       "
"1008150014","1-815-14","Manhattan","1412 Broadway","1412 BROADWAY","Not certified","2","Yes","Yes","Yes","Partial Distribution (some floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","No","No","Yes","Yes","Yes - for installed connections","Yes","Yes",,"40.753711","-73.987046","5","4","113","1080611","10018","Midtown-Midtown South                                                      "
"1000430001","1-43-1","Manhattan","44 Wall Street","44 WALL STREET","Platinum","5 or more","Yes","Yes","No","Full Distribution (all floors)","5 or more","Yes","Common (shared) room","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon,Time Warner Cable,Lightpath,Cogent,Broadview,Abovenet","40.70654","-74.009738","1","1","7","1001017","10005","Battery Park City-Lower Manhattan                                          "
"1001137501","1-113-7501","Manhattan","Intergate.Manhattan","375 PEARL STREET","Not certified","5 or more","Yes","Yes","No","Full Distribution (all floors)","5 or more","Yes","Dedicated room","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Other,Zayo,XO Communications,Windstream,Verizon,Sidera,OCG,Lightpath,Lightower,Level(3)","40.710207","-74.001125","1","1","29","1001389","10038","Chinatown                                                                  "
"1012900021","1-1290-21","Manhattan",,"535 MADISON AVENUE","Not certified","5 or more","Yes","Yes","Yes","Full Distribution (all floors)","5 or more","Yes","Dedicated room","Yes","Yes","Yes","Does not have two or more diverse riser locations","Yes - for installed connections","Yes","Yes","Other","40.760354","-73.973454","5","4","102","1035747","10022","Midtown-Midtown South                                                      "
"1000460001","1-46-1","Manhattan","2 Wall Street","2 WALL STREET","Platinum","5 or more","Yes","Yes","Yes","Full Distribution (all floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Does not have two or more diverse riser locations","Yes - for installed connections","Yes","Yes","Verizon FIOS,Verizon,Time Warner Cable,SignalPoint,RCN,Cogent,Broadview,AT&T","40.707725","-74.011632","1","1","7","1001023","10005","Battery Park City-Lower Manhattan                                          "
,"1-857-24","Manhattan","63 Madison Avenue","63 MADISON AVENUE","Platinum","5 or more","Yes","Yes","No","Full Distribution (all floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon FIOS,Verizon,Time Warner Cable,Lightpath,Lexent,Broadview","40.743478","-73.98607","5","2","56","1016889","10016","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
,"1-762-25","Manhattan","307 West 38th Street","307 WEST 38 STREET","Platinum","5 or more","Yes","Yes","Yes","Partial Distribution (some floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Does not have two or more diverse riser locations","Yes - for installed connections","Yes","Yes","Verizon,Time Warner Cable,Rainbow Broadband,MegaPath,Broadview","40.754946","-73.992175","4","3","115","1013643","10018","Clinton                                                                    "
"1010400029","1-1040-29","Manhattan","Worldwide Plaza","825 8 AVENUE","Platinum","5 or more","Yes","Yes","Yes","Full Distribution (all floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon FIOS,Verizon,TW Telecom,Time Warner Cable,Sidera,Rainbow Broadband,Lightpath,Covad,Cogent,Broadview,AT&T,Abovenet","40.762074","-73.986275","4","3","127","1076203","10019","Clinton                                                                    "
"1007850001","1-785-1","Manhattan","242 West 36th Street","500 8 AVENUE","Not certified","4","Yes","Yes","No","Full Distribution (all floors)","4","No","Hallway/Open Space","No","Yes","Yes","Does not have two or more diverse riser locations","Yes - for installed connections","Yes","Yes","Verizon,TW Telecom,Time Warner Cable,Broadview","40.752943","-73.992904","5","3","109","1014421","10018","Midtown-Midtown South                                                      "
"1002330026","1-233-26","Manhattan","148 Lafayette Street","12 HOWARD STREET","Not certified","2","Yes","No","No","Full Distribution (all floors)","2","Yes","Combination of open, shared, and dedicated  space","No","Yes","Yes","Does not have two or more diverse riser locations","Yes - for installed connections","No","Yes","Verizon,Time Warner Cable","40.719281","-74.000014","2","1","45","1003051","10013","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"1008820003","1-882-3","Manhattan","373 Park Avenue South","369 PARK AVENUE SOUTH","Platinum","5 or more","Yes","Yes","Yes","Full Distribution (all floors)","5 or more","Yes","Hallway/Open Space","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon,Time Warner Cable,Rainbow Broadband,OCG,Cogent","40.742295","-73.984814","5","2","68","1018123","10016","Gramercy                                                                   "
"1008820085","1-882-85","Manhattan","381 Park Avenue South","381 PARK AVENUE SOUTH","Gold","4","Yes","Yes","No","Full Distribution (all floors)","4","Yes","Hallway/Open Space","Yes","Yes","Yes","Yes","None available","Yes","Yes","Verizon,Time Warner Cable,OCG,Cogent","40.742534","-73.984641","5","2","68","1018159","10016","Gramercy                                                                   "
"1012810069","1-1281-69","Manhattan","555 5th Avenue","553 5 AVENUE","Platinum","5 or more","Yes","Yes","No","Full Distribution (all floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon,Time Warner Cable,SignalPoint,Lightower,Cogent","40.755842","-73.979152","5","4","94","1035401","10017","Midtown-Midtown South                                                      "
"1008490070","1-849-70","Manhattan","915 Broadway","915 BROADWAY","Platinum","5 or more","Yes","Yes","Yes","Full Distribution (all floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon FIOS,Verizon,TW Telecom,Towerstream,Time Warner Cable,Abovenet","40.739644","-73.989654","5","2","52","1016226","10010","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"1008620029","1-862-29","Manhattan","2 Park Avenue ","2 PARK AVENUE","Gold","5 or more","Yes","Yes","No","Full Distribution (all floors)","5 or more","Yes","Hallway/Open Space","Yes","Yes","Yes","Yes","None available","No","Yes","XO Communications,Windstream,Verizon,TW Telecom,Time Warner Cable,Cogent,AT&T","40.746077","-73.982092","5","2","74","1017019","10016","Midtown-Midtown South                                                      "
"1012950040","1-1295-40","Manhattan","630 3rd Avenue","630 3 AVENUE","Gold","4","Yes","Yes","No","Full Distribution (all floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","None available","Yes","Yes","Verizon,Time Warner Cable,SignalPoint,Cogent,Broadview","40.749798","-73.975165","6","4","80","1036149","10017","Murray Hill-Kips Bay                                                       "
"1012590001","1-1259-1","Manhattan","Hippodrome","1120 AVENUE OF THE AMERIC","Not certified","5 or more","Yes","Yes","No","Partial Distribution (some floors)","4","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","None available","No","Yes","Zayo,Verizon,Time Warner Cable,AT&T",,,,,,,,
"1013000001","1-1300-1","Manhattan","230 Park Avenue","230 PARK AVENUE","Not certified","1","Yes","Yes","No","Full Distribution (all floors)","1","Yes","Dedicated room","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon","40.754508","-73.975951","5","4","92","1036185","10169","Turtle Bay-East Midtown                                                    "
"1008177502","1-817-7502","Manhattan","100-104 Fifth Avenue","100 5 AVENUE","Platinum","5 or more","Yes","Yes","No","Full Distribution (all floors)","5 or more","Yes","Dedicated room","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Windstream,Verizon,TW Telecom,Time Warner Cable,Level(3),Broadview,Abovenet","40.736881","-73.992992","5","3","54","1080621","10011","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
,"1-993-11","Manhattan","1440 Broadway","1440 BROADWAY","Not certified","5 or more","No","Yes","Yes","Partial Distribution (some floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Other,Verizon,Time Warner Cable,Sprint,Lightpath,Lightower,Level(3),Eureka,Direct TV,Cogent,Broadview,AT&T,Abovenet","40.754611","-73.986761","5","4","113","1022563","10018","Midtown-Midtown South                                                      "
"1000200016","1/20/2016","Manhattan","55 Broadway","55 BROADWAY","Not certified","4","Yes","Yes","No","Partial Distribution (some floors)","4","none",,,"No","No",,,,,"none","40.706638","-74.012631","1","1","13","1000807","10006","Battery Park City-Lower Manhattan                                          "
"3017200001","3-1720-1","Brooklyn","Pfizer Building","630 Flushing Avenue","Not certified","3","Yes","Yes","Yes","Full Distribution (all floors)","4","Yes","Combination of open, shared, and dedicated  space","Yes","No","Yes","Yes","None available","Yes","Yes","Other,Verizon,Towerstream","40.699963","-73.948449","3","36","257","3329628","11206","Bedford                                                                    "
"1008360026","1-836-26","Manhattan","7 West 34th Street","7 WEST 34 STREET","Not certified","2","Yes","No","No","No Distribution","2","Yes","Combination of open, shared, and dedicated  space","No","Yes","Yes","Yes","None available","Yes","Yes","Verizon,Time Warner Cable","40.74869","-73.985138","5","4","76","1082920","10001","Midtown-Midtown South                                                      "
"1008070001","1-807-1","Manhattan","11 Penn Plaza","399 7 AVENUE","Not certified","5 or more","Yes","Yes","No","Full Distribution (all floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","No","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon,Time Warner Cable,Everest Broadband,Cogent","40.749611","-73.99162","5","3","101","1015175","10001","Midtown-Midtown South                                                      "
"1012900001","1-1290-1","Manhattan","689 Fifth Avenue","689 5 AVENUE","Not certified","2","Yes","Yes","Yes","Full Distribution (all floors)","2","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon,Time Warner Cable,Direct TV","40.761131","-73.975295","5","4","102","1035741","10022","Midtown-Midtown South                                                      "
"1012930026","1-1293-26","Manhattan","595 Madison Avenue","597 MADISON AVENUE","Not certified","3","Yes","Yes","Yes","Full Distribution (all floors)","3","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon,RCN,Everest Broadband,Direct TV","40.762445","-73.972237","5","4","11202","1036061","10022","Midtown-Midtown South                                                      "
"1012670034","1-1267-34","Manhattan","640 Fifth Avenue","640 5 AVENUE","Not certified","5 or more","Yes","Yes","Yes","Full Distribution (all floors)","3","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon,TW Telecom,Time Warner Cable,Sidera,Level(3),Direct TV","40.759432","-73.977122","5","4","104","1034516","10019","Midtown-Midtown South                                                      "
"1008080040","1-808-40","Manhattan","Manhattan Mall","100 West 33rd Street","Not certified","5 or more","Yes","Yes","Yes","Partial Distribution (some floors)","5 or more","Yes","Common (shared) room","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon,TW Telecom,Time Warner Cable,Lightpath,Lightower","40.7493","-73.988675","5","3","101","1015190","10001","Midtown-Midtown South                                                      "
"1012870033","1-1287-33","Manhattan","350 Park Avenue","350 PARK AVENUE","Not certified","4","Yes","Yes","Yes","Full Distribution (all floors)","4","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon,Time Warner Cable,Lightpath,Direct TV,Cogent","40.758224","-73.973231","5","4","102","1035473","10022","Midtown-Midtown South                                                      "
"1007570054","1-757-54","Manhattan","330 West 34th Street","330 WEST 34 STREET","Not certified","4","Yes","Yes","Yes","Full Distribution (all floors)","4","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon,Time Warner Cable,Direct TV,AT&T","40.752619","-73.994503","4","3","103","1013553","10001","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"1000750021","1-75-21","Manhattan","40 Fulton Street","40 FULTON STREET","Not certified","5 or more","Yes","Yes","Yes","Full Distribution (all floors)","4","Yes","Dedicated room","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon,Time Warner Cable,Direct TV,Cogent","40.707904","-74.004411","1","1","1502","1075618","10038","Battery Park City-Lower Manhattan                                          "
"1007819002","1-781-9002","Manhattan","Two Penn Plaza","2 PENN PLAZA","Not certified","5 or more","Yes","Yes","Yes","Full Distribution (all floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon,TW Telecom,Time Warner Cable,Sidera,Lightpath,Level(3),Direct TV,Cogent,AT&T","40.750017","-73.991345","5","3","101","1083026","10121","Midtown-Midtown South                                                      "
"1007830070","1-783-70","Manhattan","One Penn Plaza","206 WEST 34 STREET","Not certified","5 or more","Yes","Yes","Yes","Full Distribution (all floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon,TW Telecom,Time Warner Cable,Sidera,Lightpath,Level(3),Cogent,AT&T","40.751148","-73.991013","5","3","101","1014387","10001","Midtown-Midtown South                                                      "
"1010270020","1-1027-20","Manhattan","1740 Broadway","1730 BROADWAY","Not certified","5 or more","Yes","Yes","Yes","Full Distribution (all floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon,TW Telecom,Time Warner Cable,Level(3),Direct TV,Cogent,AT&T","40.764843","-73.982174","5","4","137","1024877","10019","Midtown-Midtown South                                                      "
"1012670001","1-1267-1","Manhattan","1290 Avenue of the Americas","1280 AVENUE OF THE AMERIC","Not certified","5 or more","Yes","Yes","Yes","Full Distribution (all floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Zayo,Verizon,TW Telecom,Time Warner Cable,Lightpath,Lightower,Level(3),Direct TV,Cogent,AT&T",,,,,,,,
"1013280001","1-1328-1","Manhattan","909 Third Avenue","909 3 AVENUE","Not certified","5 or more","Yes","Yes","Yes","Full Distribution (all floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon,Time Warner Cable,RCN,Lightpath,Lightower,Direct TV,Cogent,AT&T","40.758744","-73.968618","6","4","108","1038570","10022","Turtle Bay-East Midtown                                                    "
"1010280029","1-1028-29","Manhattan","888 Seventh Avenue","888 7 AVENUE","Not certified","5 or more","Yes","Yes","Yes","Full Distribution (all floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Zayo,Verizon,TW Telecom,Time Warner Cable,Direct TV,Cogent,AT&T","40.765015","-73.980416","5","4","137","1024895","10106","Midtown-Midtown South                                                      "
"1005540001","1-554-1","Manhattan","770 Broadway","756 BROADWAY","Not certified","5 or more","Yes","Yes","Yes","Full Distribution (all floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon,TW Telecom,Time Warner Cable,RCN,Lightower,Direct TV,AT&T","40.730675","-73.992326","2","2","57",,"10003","West Village                                                               "
