"trackerid","fmsid","title","summary","currentphase","designpercentcomplete","procurementpercentcomplete","constructionpercentcomplete","designstart","designprojectedcompletion","designadjustedcompletion","designactualcompletion","procurementstart","procurementprojectedcompletion","procurementadjustedcompletion","procurementactualcompletion","constructionstart","constructionprojectedcom","constructionadjustedcompletion","constructionactualcompletion","totalfunding","projectliaison","lastupdated","fundingsource","name","parkid","latitude","longitude","borough"
"6259","846 P-6ROOF14","Bronx and Queens Roofing Systems Reconstruction (CNYG-1114M)","This multisite contract will reconstruct roofing systems at various parks and recreation facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2013-12-01T00:00:00.000","2014-01-01T00:00:00.000",,"2014-02-01T00:00:00.000","2014-02-01T00:00:00.000","2014-11-01T00:00:00.000","2016-05-01T00:00:00.000","2016-03-01T00:00:00.000","2016-04-01T00:00:00.000","2019-04-01T00:00:00.000",,"2019-04-01T00:00:00.000","$1,570,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Mayoral","Health Place & Highland Boulevard","Q020","40.683167","-73.892921","Bronx, Queens"
"6259","846 P-6ROOF14","Bronx and Queens Roofing Systems Reconstruction (CNYG-1114M)","This multisite contract will reconstruct roofing systems at various parks and recreation facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2013-12-01T00:00:00.000","2014-01-01T00:00:00.000",,"2014-02-01T00:00:00.000","2014-02-01T00:00:00.000","2014-11-01T00:00:00.000","2016-05-01T00:00:00.000","2016-03-01T00:00:00.000","2016-04-01T00:00:00.000","2019-04-01T00:00:00.000",,"2019-04-01T00:00:00.000","$1,570,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Mayoral","Ballfields at 150th Street / Booth Memorial Avenue / Kissena Boulevard / 56th Avenue / 151st Street","Q300","40.743444","-73.814629","Bronx, Queens"
"6259","846 P-6ROOF14","Bronx and Queens Roofing Systems Reconstruction (CNYG-1114M)","This multisite contract will reconstruct roofing systems at various parks and recreation facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2013-12-01T00:00:00.000","2014-01-01T00:00:00.000",,"2014-02-01T00:00:00.000","2014-02-01T00:00:00.000","2014-11-01T00:00:00.000","2016-05-01T00:00:00.000","2016-03-01T00:00:00.000","2016-04-01T00:00:00.000","2019-04-01T00:00:00.000",,"2019-04-01T00:00:00.000","$1,570,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Mayoral","W 166 St bet Woodycrest Av & Nelson Av","X168","40.834805","-73.926879","Bronx, Queens"
"6259","846 P-6ROOF14","Bronx and Queens Roofing Systems Reconstruction (CNYG-1114M)","This multisite contract will reconstruct roofing systems at various parks and recreation facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2013-12-01T00:00:00.000","2014-01-01T00:00:00.000",,"2014-02-01T00:00:00.000","2014-02-01T00:00:00.000","2014-11-01T00:00:00.000","2016-05-01T00:00:00.000","2016-03-01T00:00:00.000","2016-04-01T00:00:00.000","2019-04-01T00:00:00.000",,"2019-04-01T00:00:00.000","$1,570,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Mayoral","Rev James Polite Av to Interval Av bet E 167 St & Home St","X116","40.826811","-73.897461","Bronx, Queens"
"5055","846 P-6POOL11","Citywide Pool Structural Systems Reconstruction (CNYG-1011M)","This project will reconstruct deteriorated structural systems at park and pool facilities citywide.","completed","100.0","100.0","100.0","2011-01-01T00:00:00.000",,,"2011-03-01T00:00:00.000","2011-03-01T00:00:00.000","2011-11-01T00:00:00.000",,"2013-08-01T00:00:00.000","2013-09-01T00:00:00.000","2016-09-01T00:00:00.000","2017-06-01T00:00:00.000","2017-06-01T00:00:00.000","$2,419,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Mayoral","East 135 Street between Madison & 5 Avenue","M193","40.812084","-73.936759","Manhattan, Queens, Bronx, Brooklyn"
"5055","846 P-6POOL11","Citywide Pool Structural Systems Reconstruction (CNYG-1011M)","This project will reconstruct deteriorated structural systems at park and pool facilities citywide.","completed","100.0","100.0","100.0","2011-01-01T00:00:00.000",,,"2011-03-01T00:00:00.000","2011-03-01T00:00:00.000","2011-11-01T00:00:00.000",,"2013-08-01T00:00:00.000","2013-09-01T00:00:00.000","2016-09-01T00:00:00.000","2017-06-01T00:00:00.000","2017-06-01T00:00:00.000","$2,419,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Mayoral","E. 23 St. To E. 25 St., FDR Drive","M164","40.735822","-73.975404","Manhattan, Queens, Bronx, Brooklyn"
"5055","846 P-6POOL11","Citywide Pool Structural Systems Reconstruction (CNYG-1011M)","This project will reconstruct deteriorated structural systems at park and pool facilities citywide.","completed","100.0","100.0","100.0","2011-01-01T00:00:00.000",,,"2011-03-01T00:00:00.000","2011-03-01T00:00:00.000","2011-11-01T00:00:00.000",,"2013-08-01T00:00:00.000","2013-09-01T00:00:00.000","2016-09-01T00:00:00.000","2017-06-01T00:00:00.000","2017-06-01T00:00:00.000","$2,419,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Mayoral","19 St. bet. Astoria Park S. and Ditmars Blvd.","Q004","40.779097","-73.923003","Manhattan, Queens, Bronx, Brooklyn"
"5055","846 P-6POOL11","Citywide Pool Structural Systems Reconstruction (CNYG-1011M)","This project will reconstruct deteriorated structural systems at park and pool facilities citywide.","completed","100.0","100.0","100.0","2011-01-01T00:00:00.000",,,"2011-03-01T00:00:00.000","2011-03-01T00:00:00.000","2011-11-01T00:00:00.000",,"2013-08-01T00:00:00.000","2013-09-01T00:00:00.000","2016-09-01T00:00:00.000","2017-06-01T00:00:00.000","2017-06-01T00:00:00.000","$2,419,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Mayoral","E. 54 St. between 1 Ave. and 2 Ave.","M130","40.756418","-73.965156","Manhattan, Queens, Bronx, Brooklyn"
"5055","846 P-6POOL11","Citywide Pool Structural Systems Reconstruction (CNYG-1011M)","This project will reconstruct deteriorated structural systems at park and pool facilities citywide.","completed","100.0","100.0","100.0","2011-01-01T00:00:00.000",,,"2011-03-01T00:00:00.000","2011-03-01T00:00:00.000","2011-11-01T00:00:00.000",,"2013-08-01T00:00:00.000","2013-09-01T00:00:00.000","2016-09-01T00:00:00.000","2017-06-01T00:00:00.000","2017-06-01T00:00:00.000","$2,419,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Mayoral","Fulton Avenue, Crotona Park North, South, East","X010","40.839896","-73.894642","Manhattan, Queens, Bronx, Brooklyn"
"5055","846 P-6POOL11","Citywide Pool Structural Systems Reconstruction (CNYG-1011M)","This project will reconstruct deteriorated structural systems at park and pool facilities citywide.","completed","100.0","100.0","100.0","2011-01-01T00:00:00.000",,,"2011-03-01T00:00:00.000","2011-03-01T00:00:00.000","2011-11-01T00:00:00.000",,"2013-08-01T00:00:00.000","2013-09-01T00:00:00.000","2016-09-01T00:00:00.000","2017-06-01T00:00:00.000","2017-06-01T00:00:00.000","$2,419,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Mayoral","West 59 Street, West 60 Street between Amsterdam Avenue and West End Avenue","M063","40.741792","-74.001833","Manhattan, Queens, Bronx, Brooklyn"
"5055","846 P-6POOL11","Citywide Pool Structural Systems Reconstruction (CNYG-1011M)","This project will reconstruct deteriorated structural systems at park and pool facilities citywide.","completed","100.0","100.0","100.0","2011-01-01T00:00:00.000",,,"2011-03-01T00:00:00.000","2011-03-01T00:00:00.000","2011-11-01T00:00:00.000",,"2013-08-01T00:00:00.000","2013-09-01T00:00:00.000","2016-09-01T00:00:00.000","2017-06-01T00:00:00.000","2017-06-01T00:00:00.000","$2,419,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Mayoral","W. 134 St., Lenox Terrace Pl.","M131","40.812917","-73.939415","Manhattan, Queens, Bronx, Brooklyn"
"5055","846 P-6POOL11","Citywide Pool Structural Systems Reconstruction (CNYG-1011M)","This project will reconstruct deteriorated structural systems at park and pool facilities citywide.","completed","100.0","100.0","100.0","2011-01-01T00:00:00.000",,,"2011-03-01T00:00:00.000","2011-03-01T00:00:00.000","2011-11-01T00:00:00.000",,"2013-08-01T00:00:00.000","2013-09-01T00:00:00.000","2016-09-01T00:00:00.000","2017-06-01T00:00:00.000","2017-06-01T00:00:00.000","$2,419,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Mayoral","West 155th & Dyckman Streets, Edgecombe & Amsterdam Avenues","M037","40.842495","-73.933588","Manhattan, Queens, Bronx, Brooklyn"
"5055","846 P-6POOL11","Citywide Pool Structural Systems Reconstruction (CNYG-1011M)","This project will reconstruct deteriorated structural systems at park and pool facilities citywide.","completed","100.0","100.0","100.0","2011-01-01T00:00:00.000",,,"2011-03-01T00:00:00.000","2011-03-01T00:00:00.000","2011-11-01T00:00:00.000",,"2013-08-01T00:00:00.000","2013-09-01T00:00:00.000","2016-09-01T00:00:00.000","2017-06-01T00:00:00.000","2017-06-01T00:00:00.000","$2,419,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Mayoral","85 Bradhurst Avenue","M014","40.82447","-73.942483","Manhattan, Queens, Bronx, Brooklyn"
"5055","846 P-6POOL11","Citywide Pool Structural Systems Reconstruction (CNYG-1011M)","This project will reconstruct deteriorated structural systems at park and pool facilities citywide.","completed","100.0","100.0","100.0","2011-01-01T00:00:00.000",,,"2011-03-01T00:00:00.000","2011-03-01T00:00:00.000","2011-11-01T00:00:00.000",,"2013-08-01T00:00:00.000","2013-09-01T00:00:00.000","2016-09-01T00:00:00.000","2017-06-01T00:00:00.000","2017-06-01T00:00:00.000","$2,419,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Mayoral","Marcy Av & Kosciuszko St, Dekalb & Nostrand","B351","40.691157","-73.949889","Manhattan, Queens, Bronx, Brooklyn"
"5055","846 P-6POOL11","Citywide Pool Structural Systems Reconstruction (CNYG-1011M)","This project will reconstruct deteriorated structural systems at park and pool facilities citywide.","completed","100.0","100.0","100.0","2011-01-01T00:00:00.000",,,"2011-03-01T00:00:00.000","2011-03-01T00:00:00.000","2011-11-01T00:00:00.000",,"2013-08-01T00:00:00.000","2013-09-01T00:00:00.000","2016-09-01T00:00:00.000","2017-06-01T00:00:00.000","2017-06-01T00:00:00.000","$2,419,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Mayoral","Madison Ave, E. 120 St. to E. 124 St.","M058","40.805316","-73.94334","Manhattan, Queens, Bronx, Brooklyn"
"5055","846 P-6POOL11","Citywide Pool Structural Systems Reconstruction (CNYG-1011M)","This project will reconstruct deteriorated structural systems at park and pool facilities citywide.","completed","100.0","100.0","100.0","2011-01-01T00:00:00.000",,,"2011-03-01T00:00:00.000","2011-03-01T00:00:00.000","2011-11-01T00:00:00.000",,"2013-08-01T00:00:00.000","2013-09-01T00:00:00.000","2016-09-01T00:00:00.000","2017-06-01T00:00:00.000","2017-06-01T00:00:00.000","$2,419,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Mayoral","Bedford Avenue between Metropolitan Avenue and North 1st Street","B085","40.715008","-73.960292","Manhattan, Queens, Bronx, Brooklyn"
"5055","846 P-6POOL11","Citywide Pool Structural Systems Reconstruction (CNYG-1011M)","This project will reconstruct deteriorated structural systems at park and pool facilities citywide.","completed","100.0","100.0","100.0","2011-01-01T00:00:00.000",,,"2011-03-01T00:00:00.000","2011-03-01T00:00:00.000","2011-11-01T00:00:00.000",,"2013-08-01T00:00:00.000","2013-09-01T00:00:00.000","2016-09-01T00:00:00.000","2017-06-01T00:00:00.000","2017-06-01T00:00:00.000","$2,419,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Mayoral","Lorraine, Clinton, Henry Streets","B126","40.672703","-74.003881","Manhattan, Queens, Bronx, Brooklyn"
"5055","846 P-6POOL11","Citywide Pool Structural Systems Reconstruction (CNYG-1011M)","This project will reconstruct deteriorated structural systems at park and pool facilities citywide.","completed","100.0","100.0","100.0","2011-01-01T00:00:00.000",,,"2011-03-01T00:00:00.000","2011-03-01T00:00:00.000","2011-11-01T00:00:00.000",,"2013-08-01T00:00:00.000","2013-09-01T00:00:00.000","2016-09-01T00:00:00.000","2017-06-01T00:00:00.000","2017-06-01T00:00:00.000","$2,419,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Mayoral","Troy Avenue, Bergen Street, Prospect Place, Schenectady Avenue","B245","40.673933","-73.93486","Manhattan, Queens, Bronx, Brooklyn"
"5055","846 P-6POOL11","Citywide Pool Structural Systems Reconstruction (CNYG-1011M)","This project will reconstruct deteriorated structural systems at park and pool facilities citywide.","completed","100.0","100.0","100.0","2011-01-01T00:00:00.000",,,"2011-03-01T00:00:00.000","2011-03-01T00:00:00.000","2011-11-01T00:00:00.000",,"2013-08-01T00:00:00.000","2013-09-01T00:00:00.000","2016-09-01T00:00:00.000","2017-06-01T00:00:00.000","2017-06-01T00:00:00.000","$2,419,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Mayoral","St. Mary's Street, St. Ann's Avenue, East 149 Street, Jackson Avenue","X045","40.812653","-73.913136","Manhattan, Queens, Bronx, Brooklyn"
"5055","846 P-6POOL11","Citywide Pool Structural Systems Reconstruction (CNYG-1011M)","This project will reconstruct deteriorated structural systems at park and pool facilities citywide.","completed","100.0","100.0","100.0","2011-01-01T00:00:00.000",,,"2011-03-01T00:00:00.000","2011-03-01T00:00:00.000","2011-11-01T00:00:00.000",,"2013-08-01T00:00:00.000","2013-09-01T00:00:00.000","2016-09-01T00:00:00.000","2017-06-01T00:00:00.000","2017-06-01T00:00:00.000","$2,419,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Mayoral","41 Street, 44 Street, between 5 Avenue and 7 Avenue","B087","40.648171","-74.003881","Manhattan, Queens, Bronx, Brooklyn"
"5055","846 P-6POOL11","Citywide Pool Structural Systems Reconstruction (CNYG-1011M)","This project will reconstruct deteriorated structural systems at park and pool facilities citywide.","completed","100.0","100.0","100.0","2011-01-01T00:00:00.000",,,"2011-03-01T00:00:00.000","2011-03-01T00:00:00.000","2011-11-01T00:00:00.000",,"2013-08-01T00:00:00.000","2013-09-01T00:00:00.000","2016-09-01T00:00:00.000","2017-06-01T00:00:00.000","2017-06-01T00:00:00.000","$2,419,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Mayoral","E. 124 St. Bet 1 Ave. and 2 Ave.","M273","40.801956","-73.933281","Manhattan, Queens, Bronx, Brooklyn"
"8613","846 P-3CPI3AL","Abraham Lincoln Playground Reconstruction","This project will reconstruct Abraham Lincoln Playground.","completed","100.0","100.0","100.0","2016-11-01T00:00:00.000","2017-11-01T00:00:00.000","2018-03-01T00:00:00.000","2018-10-01T00:00:00.000","2018-10-01T00:00:00.000","2019-07-01T00:00:00.000","2020-01-01T00:00:00.000","2020-01-01T00:00:00.000","2020-03-01T00:00:00.000","2021-09-01T00:00:00.000","2022-05-01T00:00:00.000","2022-05-01T00:00:00.000","$9,395,000","Steve Simon","2022-08-17T00:00:00.000","Mayoral","Fifth Avenue and East 135th Street","M193","40.812116","-73.937167","Manhattan"
"8683","846 P-3CPI3A2","Abraham Lincoln Playground Comfort Station Reconstruction","This project will reconstruct the comfort station in Abraham Lincoln Playground.","completed","100.0","100.0","100.0","2017-02-01T00:00:00.000","2018-02-01T00:00:00.000",,"2018-01-01T00:00:00.000","2018-01-01T00:00:00.000","2018-10-01T00:00:00.000","2019-03-01T00:00:00.000","2019-03-01T00:00:00.000","2019-09-01T00:00:00.000","2021-03-01T00:00:00.000","2021-09-01T00:00:00.000","2022-05-01T00:00:00.000","$1,640,000","Steve Simon","2022-08-17T00:00:00.000","Mayoral","Fifth Avenue and East 135th Street","M193","40.812231","-73.937409","Manhattan"
"10112",,"Aesop Park Reconstruction Phase 1","This project will reconstruct the playground, including play equipment and safety surface, at Aesop Park.","proposed","0.0","0.0","0.0","2022-04-01T00:00:00.000",,,,,,,,,,,,"Between $5 million and $10 million","Joseph Homsey","2022-08-17T00:00:00.000","Borough President","Page Avenue and Bartow Avenue","R027A","40.509553","-74.229863","Staten Island"
"4514","846 P-112AGNS","Agnes Haywood Playground Reconstruction","This project will reconstruct Agnes Haywood Playground.","completed","100.0","100.0","100.0","2015-03-01T00:00:00.000","2016-02-01T00:00:00.000","2016-04-01T00:00:00.000","2016-04-01T00:00:00.000","2016-04-01T00:00:00.000","2017-01-01T00:00:00.000","2017-06-01T00:00:00.000","2017-06-01T00:00:00.000","2017-07-01T00:00:00.000","2018-07-01T00:00:00.000","2019-03-01T00:00:00.000","2019-03-01T00:00:00.000","$3,498,000","Mike Ortiz","2022-08-17T00:00:00.000","Borough PresidentCity CouncilMayoral","Barnes Avenue between East 215th Street and East 216th Street","X169","40.88029556","-73.86181389","Bronx"
"9237","846 P-410ALST","Al Stabile Playground Reconstruction","This project will reconstruct Al Stabile Playground.","construction","100.0","100.0","0.0","2019-03-01T00:00:00.000","2020-03-01T00:00:00.000",,"2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","2020-12-01T00:00:00.000","2022-04-01T00:00:00.000","2022-03-01T00:00:00.000","2022-08-01T00:00:00.000","2023-07-01T00:00:00.000",,,"$1,750,000","Mike Dockett","2022-08-17T00:00:00.000","City Council","Centreville Street between 133rd Avenue and 103rd Street","Q285","40.677304","-73.835419","Queens"
"9288","846 P-212ALBE","Albemarle Playground Synthetic Turf Field and Basketball Court Reconstruction","This project will reconstruct the synthetic turf field, basketball court, and drainage systems in Albemarle Playground.","construction","100.0","100.0","25.5","2018-09-01T00:00:00.000","2019-09-01T00:00:00.000",,"2019-10-01T00:00:00.000","2019-10-01T00:00:00.000","2020-07-01T00:00:00.000","2022-02-01T00:00:00.000","2022-01-01T00:00:00.000","2022-03-01T00:00:00.000","2023-03-01T00:00:00.000",,,"$600,000","Davey Ives","2022-08-17T00:00:00.000","Borough President, City Council","Dahill Road and 12th Avenue","B297","40.645977245544","-73.980714229383","Brooklyn"
"9857","846 P-309AHAM","Alexander Hamilton Playground Basketball Courts Reconstruction","This project will reconstruct the basketball court at Alexander Hamilton Playground.","design","50.0","0.0","0.0","2021-02-01T00:00:00.000","2022-02-01T00:00:00.000","2022-09-01T00:00:00.000",,,,,,,,,,"Between $1 million and $3 million","Steve Simon","2022-08-17T00:00:00.000","Borough President, City Council","Hamilton Place between West 140th Street and West 141st Street","M041","40.823125","-73.951123","Manhattan"
"2814","846 P-3ROOF9A","Manhattan Roofing Systems Reconstruction (MG-709M)","This project will reconstruct roofs at various facilities in Manhattan.","completed","100.0","100.0","100.0","2008-09-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2009-12-01T00:00:00.000","2010-01-01T00:00:00.000","2013-01-01T00:00:00.000","2015-08-01T00:00:00.000","2015-08-01T00:00:00.000","$3,268,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","City CouncilMayoral","Hamilton Place, West 140 to West 141 Streets","M041","40.82296","-73.951092","Manhattan"
"2814","846 P-3ROOF9A","Manhattan Roofing Systems Reconstruction (MG-709M)","This project will reconstruct roofs at various facilities in Manhattan.","completed","100.0","100.0","100.0","2008-09-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2009-12-01T00:00:00.000","2010-01-01T00:00:00.000","2013-01-01T00:00:00.000","2015-08-01T00:00:00.000","2015-08-01T00:00:00.000","$3,268,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","City CouncilMayoral","East 54 Street between 1 Avenue and 2 Avenue","M130","40.756565","-73.965053","Manhattan"
"2814","846 P-3ROOF9A","Manhattan Roofing Systems Reconstruction (MG-709M)","This project will reconstruct roofs at various facilities in Manhattan.","completed","100.0","100.0","100.0","2008-09-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2009-12-01T00:00:00.000","2010-01-01T00:00:00.000","2013-01-01T00:00:00.000","2015-08-01T00:00:00.000","2015-08-01T00:00:00.000","$3,268,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","City CouncilMayoral","FDR Drive, East 106 to East 107 Streets","M258","40.789188","-73.937897","Manhattan"
"2814","846 P-3ROOF9A","Manhattan Roofing Systems Reconstruction (MG-709M)","This project will reconstruct roofs at various facilities in Manhattan.","completed","100.0","100.0","100.0","2008-09-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2009-12-01T00:00:00.000","2010-01-01T00:00:00.000","2013-01-01T00:00:00.000","2015-08-01T00:00:00.000","2015-08-01T00:00:00.000","$3,268,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","City CouncilMayoral","Park Drive Including Cafe Lawn, Corbin Circle, Cloisters Lawn, Parking Lots","M029","40.860837","-73.932774","Manhattan"
"2814","846 P-3ROOF9A","Manhattan Roofing Systems Reconstruction (MG-709M)","This project will reconstruct roofs at various facilities in Manhattan.","completed","100.0","100.0","100.0","2008-09-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2009-12-01T00:00:00.000","2010-01-01T00:00:00.000","2013-01-01T00:00:00.000","2015-08-01T00:00:00.000","2015-08-01T00:00:00.000","$3,268,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","City CouncilMayoral","West 134 Street, Lenox Terrace Place","M131","40.812828","-73.939319","Manhattan"
"2814","846 P-3ROOF9A","Manhattan Roofing Systems Reconstruction (MG-709M)","This project will reconstruct roofs at various facilities in Manhattan.","completed","100.0","100.0","100.0","2008-09-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2009-12-01T00:00:00.000","2010-01-01T00:00:00.000","2013-01-01T00:00:00.000","2015-08-01T00:00:00.000","2015-08-01T00:00:00.000","$3,268,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","City CouncilMayoral","West 135 Street between Lenox Terrace Place and 5 Avenues","M217","40.813694","-73.9387","Manhattan"
