"meeting_date","project_id","title","borough","lead_agency","secondary_agency","public_private","project_type","construction_type","result","review_cycles","previous_year_submission"
"2021-05-24T00:00:00.000","22294","Installation of manholes, Manhattan District 8 Garage, 4036 Ninth Avenue, Manhattan","Manhattan","DDC","DSNY","Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2021-05-24T00:00:00.000","17456","Reconstruction of baseball fields 4 and 5 and adjacent site work, the Long Meadow and the Upper Pool, Prospect Park West and Prospect Park Southwest, Prospect Park, Brooklyn","Brooklyn","DPR",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-05-24T00:00:00.000","22296","Reconstruction of Daniel M. O’Connell Playground, 196th Street, 113th Avenue, and 197th Street, St. Albans, Queens","Queens","DPR",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-05-24T00:00:00.000","22297","Construction of the New Douglaston-Little Neck Library, 249-01 Northern Boulevard, Little Neck, Queens","Queens","DDC","QPL","Public","Architecture","Construction","Commented",,
"2021-05-24T00:00:00.000","22193","Design of a signage system for East Side Coastal Resiliency (ESCR), East River Park and the East River between Montgomery Street and East 25th Street, Manhattan","Manhattan","DDC","DOT/DEP/DPR/EDC","Public","Signage","Master plan/Prototype","Commented",,
"2021-05-24T00:00:00.000","20803","Reconstruction of Babi Yar Triangle, Corbin Place, Ocean View Avenue, and Brighton 14th Street, Brooklyn","Brooklyn","DPR",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-05-24T00:00:00.000","6562","Renovation of and addition to the Stapleton Branch Library, 132 Canal Street, Staten Island","Staten Island","DDC","NYPL","Public","Architecture","Renovation","Commented",,
"2021-05-24T00:00:00.000","22045","Installation of a storefront system and signage (Starbucks), 625 Atlantic Avenue, Brooklyn","Brooklyn","EDC",,"Private","Signage","Installation of specific elements","Commented",,
"2021-05-24T00:00:00.000","8599","Reconstruction of the Centre Street and Hogan Place entrances and construction of a trash compactor enclosure on Baxter Street, Manhattan Criminal Court, 100 Centre Street, Manhattan","Manhattan","DDC",,"Public","Architecture","Reconstruction","Commented",,
"2021-05-24T00:00:00.000","22226","Construction of a parking garage and community facility as part of the Borough-Based Jails Program, Union Turnpike between 126th Street and 132nd Street, Kew Gardens, Queens","Queens","DDC","DOT","Public","Architecture","Construction","Commented",,
"2021-05-24T00:00:00.000","22272","Construction of a foundation for the parking garage and community facility as part of the Borough-Based Jails Program, Union Turnpike between 126th Street and 132nd Street, Kew Gardens, Queens","Queens","DDC","DOT","Public","Architecture","Construction","Commented",,
"2021-05-24T00:00:00.000","22062","Installation of a barge and gangway to accommodate citywide ferry service, St. George Ferry Terminal, Wall Street between Richmond Terrace and the Anchorage Channel, Staten Island","Staten Island","EDC",,"Public and Private","Landscape Architecture","Installation of specific elements","Commented",,
"2021-05-24T00:00:00.000","11928","Reconstruction of the Borden Avenue Pump Station, including the construction of an aeration building addition, Dutch Kills and Newtown Creek, 28-45 Borden Avenue under the Long Island Expressway, Queens","Queens","DEP",,"Public","Architecture","Reconstruction","Commented",,
"2021-05-24T00:00:00.000","21122","Installation of streetscape improvements, Beach 108th Street between Beach Channel Drive and Shore Front Parkway, Rockaway Park, Queens","Queens","DDC","DPR/DOT","Public","Landscape Architecture","Installation of specific elements","Commented",,
"2021-05-24T00:00:00.000","22278","Construction of a bike lane transition, Prospect Park, Parkside Avenue, east of Machate Circle, Brooklyn","Brooklyn","DOT",,"Public","Landscape Architecture","Construction","Approved","2",
"2021-05-24T00:00:00.000","22319","Installation of rooftop mechanical equipment, Decontamination Specialization Unit, 104-32 43rd Avenue, Corona, Queens","Queens","FDNY",,"Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2021-05-24T00:00:00.000","22318","Installation of a fuel tank access hatch, Engine Company 14, 14 East 18th Street, Manhattan","Manhattan","DDC","FDNY","Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2021-05-24T00:00:00.000","22320","Installation of a rooftop generator, Engine Company 42, 1781 Monroe Avenue, Bronx","Bronx","FDNY",,"Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2021-05-24T00:00:00.000","22267","Reconstruction of a playground and adjacent site work, Bush Terminal Piers Park, Marginal Street between 42nd Street and 51st Street at the East River, Brooklyn","Brooklyn","EDC","DPR","Public","Landscape Architecture","Reconstruction","Commented",,
"2021-05-24T00:00:00.000","21947","Construction of Engine Company 268/Ladder Company 137 and adjacent site work, 116-11 Beach Channel Drive, Rockaway Park, Queens","Queens","DDC","FDNY","Public","Architecture","Construction","Commented",,
"2021-05-24T00:00:00.000","22317","Installation of a fuel tank access hatch, Engine Company 6, 49 Beekman Street, Manhattan","Manhattan","DDC","FDNY","Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2021-05-24T00:00:00.000","22314","Installation of signage, P.S. 100 (The Coney Island School), 2951 West 3rd Street, Brooklyn","Brooklyn","DOE",,"Public","Signage","Installation of specific elements","Approved","1",
"2021-05-24T00:00:00.000","22312","Installation of signage, P.S. 184 (The Shuang Wen School), 327 Cherry Street, Manhattan","Manhattan","DOE",,"Public","Signage","Installation of specific elements","Approved","1",
"2021-05-24T00:00:00.000","22133","Removal of a distinctive sidewalk, Clove Lakes Park, Clove Road at Park Drive and Clove Road at Cheshire Place, Staten Island","Staten Island","DOT","DPR","Public","Distinctive sidewalks","Removal","Commented",,
"2021-05-24T00:00:00.000","22266","Construction of two soundstage buildings and a parking garage, rehabilitation of two industrial buildings, and adjacent site work including a parking lot (Steiner Studios Sequel) , Made in NY-South Campus, Bush Terminal, between 43rd Street, 1st Avenue, and 51st Street, Brooklyn","Brooklyn","EDC","DPR","Public and Private","Architecture","Construction","Commented",,
"2021-05-24T00:00:00.000","22321","Installation of a louver at the south facade, Building 212, Flushing Avenue between Chauncey Avenue and Fourth Street, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","BNYDC",,"Private","Building systems & Modifications","Installation of specific elements","Approved","1",
"2021-05-24T00:00:00.000","22322","Installation of prototypical pipe bollards, Jerome Avenue, Gerard Avenue, and East 169th Street, Bronx","Bronx","DDC","DOT","Public","Street furniture","Installation of specific elements","Approved","1",
"2021-05-24T00:00:00.000","22308","Installation of rooftop photovoltaic panels, 1400 Williamsbridge Road, Bronx","Bronx","DOT",,"Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2021-05-24T00:00:00.000","22306","Installation of mechanical equipment and louvers, Pump and Power Building, Coney Island Wastewater Resource Recovery Facility, 2502-2510 Knapp Street, Brooklyn","Brooklyn","DEP",,"Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2021-05-24T00:00:00.000","22309","Construction of a floodwall and adjacent site work (South Shore Coastal Resiliency), Oakwood Beach Wastewater Resource Recovery Facility, Staten Island","Staten Island","DPR","DOT/DEP","Public","Landscape Architecture","Construction","Approved","1",
"2021-05-24T00:00:00.000","16174","Installation of an elevator and entrance, Clemente Soto Velez Cultural and Educational Center (formerly Public School 160), 107 Suffolk Street, Manhattan","Manhattan","DCLA",,"Public","Architecture","Installation of specific elements","Commented",,
"2021-05-24T00:00:00.000","22324","Reconstruction of a streetscape, including a distinctive sidewalk, MetroTech Center, Jay Street at Myrtle Avenue, and Myrtle Avenue between Duffield Street and Gold Street, Brooklyn","Brooklyn","DOT",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-05-24T00:00:00.000","22304","Rehabilitation of gutters, cornice, and downspouts, Saratoga Branch Library, 8 Thomas S. Boyland Street, Brooklyn","Brooklyn","DDC",,"Public","Building systems & Modifications","Rehabilitation","Approved","1",
"2021-05-24T00:00:00.000","21402","Construction of flood protection measures as part of the South Battery Park City Resiliency Master Plan, 1st Place between Battery Place and the Hudson River, Pier A Plaza, and The Battery, Manhattan","Manhattan","DPR","EDC/DOT","Public","Landscape Architecture","Construction","Commented",,
"2021-05-24T00:00:00.000","22310","Installation of signage, P.S. 212 (The Lady Deborah Moody), 87 Bay 49th Street, Brooklyn","Brooklyn","DOE",,"Public","Signage","Installation of specific elements","Approved","1",
"2021-05-24T00:00:00.000","22323","Installation of prototypical pipe bollards, Jerome Avenue, River Avenue, and East 168th Street, Bronx","Bronx","DDC","DOT","Public","Street furniture","Installation of specific elements","Approved","1",
"2021-05-24T00:00:00.000","22303","Construction of a temporary exhibit (Budgie Feeding Experience), Bronx Zoo, 2300 Southern Boulevard, Bronx","Bronx","DCLA","DPR/WCS","Public","Building systems & Modifications","Construction","Approved","1",
"2021-05-24T00:00:00.000","22316","Installation of a fuel tank access hatch, Engine Company 5, 340 East 14th Street, Manhattan","Manhattan","DDC","FDNY","Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2021-05-24T00:00:00.000","22298","Reconstruction of a plaza (Canal Street Triangle) as part of the Gateways to Chinatown program, Walker Street, Baxter Street, and Canal Street, Manhattan","Manhattan","DOT",,"Public","Landscape Architecture","Reconstruction","Approved w/ conditions","1",
"2021-05-24T00:00:00.000","22275","Reconstruction of the Passerelle bridge and plaza and the rehabilitation of an operations building, Flushing Meadows Corona Park, Roosevelt Avenue and Meridian Road, Corona, Queens","Queens","DPR","DOT","Public","Bridge","Reconstruction","Approved w/ conditions","2",
"2021-05-24T00:00:00.000","22271","Installation of Urban Poet by Alexandre Arrechea, Atlantic Avenue median between Conduit Boulevard and Fountain Avenue, Brooklyn","Brooklyn","DCLA%","DDC/DOT","Public","Artwork","Installation of specific elements","Approved w/ conditions","2",
"2021-05-24T00:00:00.000","17805","Reconstruction of Garrison Playground, East 146th Street, Walton Avenue, and the Grand Concourse, Bronx","Bronx","DPR",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-05-24T00:00:00.000","22299","Construction of an open space area for animal statues, Flushing Meadows-Corona Park, Corona, Queens","Queens","DPR",,"Public","Landscape Architecture","Construction","Commented",,
"2021-05-24T00:00:00.000","13559","Reconstruction of Jesse Owens Playground, adjacent to P.S. 26 and J.H.S. 57, Lafayette Avenue between Stuyvesant Avenue and Malcolm X Boulevard, Brooklyn","Brooklyn","DPR",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-05-24T00:00:00.000","22220","Construction of a distinctive sidewalk as part of the Downtown Brooklyn and Fulton Mall streetscape master plan, 11 Hoyt Street, Hoyt Street, Livingston Street, and Elm Street, Brooklyn","Brooklyn","DOT",,"Public and Private","Distinctive sidewalks","Construction","Commented",,
"2021-05-24T00:00:00.000","22362","Reconstruction of a portion of playground Sixty-Two LXII, adjacent to P.S. 220, 62nd Avenue, 108th Street, and 62nd Road, Rego Park, Queens","Queens","DPR",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-05-24T00:00:00.000","8566","Rehabilitation of a comfort station and adjacent site work, Bill Brown Park, Avenue X, Bedford Avenue, Avenue Y and East 24th Street, Brooklyn","Brooklyn","DPR",,"Public","Architecture","Rehabilitation","Commented",,
"2021-05-24T00:00:00.000","22293","Installation of rooftop mechanical units, Midwood Library, 975 East 16th Street, Brooklyn","Brooklyn","DDC",,"Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2021-05-24T00:00:00.000","17197","Restoration of the Tea House Pavilion and reconstruction of the surrounding landscape, Concert Grove adjacent to East Lake Drive, Prospect Park, Brooklyn","Brooklyn","DPR",,"Public","Architecture","Reconstruction","Commented",,
"2021-05-24T00:00:00.000","22300","Installation of temporary light poles with a wind turbine and photovoltaic panels as part of a pilot project, Wolfe’s Pond Beach, Wolfe’s Pond Park, Staten Island","Staten Island","DPR",,"Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2021-05-24T00:00:00.000","22289","Installation of sports lighting and a scoreboard, 130th Street and 25th Avenue, College Point Ballfields, College Point, Queens","Queens","DPR",,"Public","Landscape Architecture","Installation of specific elements","Approved","1",
"2021-05-24T00:00:00.000","22290","Installation of manholes and an overfill alarm, DPR Overlook Headquarters, 80-30 Park Lane, Forest Park, Kew Gardens, Queens","Queens","DDC","DPR","Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2021-05-24T00:00:00.000","22287","Reconstruction of Hoover Playground, Hoover-Manton Playgrounds, Manton Street, Main Street, and Queens Boulevard, Briarwood, Queens","Queens","DPR",,"Public","Landscape Architecture","Reconstruction","Approved","1",
"2021-05-24T00:00:00.000","22286","Installation of a synthetic turf and adjacent site work, Bennett Park, Fort Washington Avenue, West 183rd Street, Pinehurst Avenue, and West 185th Street, Manhattan","Manhattan","DPR",,"Public","Landscape Architecture","Installation of specific elements","Approved","1",
"2021-05-24T00:00:00.000","22291","Installation of a sealcoat soccer field, Louis C. Moser Playground, 77th Street and 25th Avenue, Woodside, Queens","Queens","DPR",,"Public","Landscape Architecture","Installation of specific elements","Approved","1",
"2021-05-24T00:00:00.000","22273","Reconstruction of Laurelton Playground, 136th Avenue, Brookville Boulevard, and 137th Avenue, Rosedale, Queens","Queens","DPR",,"Public","Landscape Architecture","Reconstruction","Approved","2",
"2021-05-24T00:00:00.000","22292","Installation of a sealcoat soccer field, P.S. 57, 140 Palma Drive, Staten Island","Staten Island","DOE",,"Public","Landscape Architecture","Installation of specific elements","Approved","1",
"2021-05-24T00:00:00.000","22282","Installation of Resonances by Christopher Myers, Brownsville Library, 61 Glenmore Avenue, Brooklyn","Brooklyn","DCLA%","DDC","Public","Artwork","Installation of specific elements","Commented",,
"2021-05-24T00:00:00.000","22283","Installation of Memory of a Forest by Blane de St. Croix, Emergency Medical Station 17 (EMS 17), 1257 Morris Avenue, Bronx","Bronx","DCLA%","DDC","Public","Artwork","Installation of specific elements","Commented",,
"2021-05-24T00:00:00.000","22301","Reconstruction of the Billy Lake Courts and an adult fitness area, Owl’s Head Park, Colonial Road between Wakeman Place and 67th Street, Brooklyn","Brooklyn","DPR",,"Public","Landscape Architecture","Reconstruction","Approved","1",
"2021-05-24T00:00:00.000","22280","Reconstruction of a plaza, 300 Cadman Plaza West (One Pierrepont Plaza), Brooklyn","Brooklyn","EDC",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-05-24T00:00:00.000","22302","Construction of an adult fitness area, Classic Playground, Van Cortlandt Park, Van Cortlandt Park South between Orloff Avenue and Gouverneur Avenues, Bronx","Bronx","DPR",,"Public","Landscape Architecture","Construction","Approved","1",
"2021-05-24T00:00:00.000","22315","Reconstruction of the Little Neck Pump Station, 40th Avenue and 248th Street, Little Neck, Queens","Queens","DEP","DOT","Public","Architecture","Reconstruction","Commented",,
"2021-05-24T00:00:00.000","22288","Reconstruction of Woodside Memorial Plaza, Woodside Avenue and Roosevelt Avenue, Woodside, Queens","Queens","DPR",,"Public","Landscape Architecture","Reconstruction","Approved","1",
"2021-05-24T00:00:00.000","21175","Reconstruction of the entrance plaza and promenade, Manhattan Beach Park, Oriental Boulevard between Girard Street and Irwin Street, Brooklyn","Brooklyn","DPR",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-05-24T00:00:00.000","22284","Reconstruction of the Strong Street Playground, Washington’s Walk, Strong Street, Reservoir Avenue, and West 197th Street, Bronx","Bronx","DPR",,"Public","Landscape Architecture","Reconstruction","Approved","1",
"2021-05-24T00:00:00.000","22313","Installation of signage, P.S. 101 (The Verrazzano School), 8696 24th Avenue, Brooklyn","Brooklyn","DOE",,"Public","Signage","Installation of specific elements","Approved","1",
"2021-05-24T00:00:00.000","22311","Installation of signage, P.S. 216 (Auturo Toscanini School), 350 Avenue X, Brooklyn","Brooklyn","DOE",,"Public","Signage","Installation of specific elements","Approved","1",
"2021-05-24T00:00:00.000","22307","Installation of rooftop photovoltaic panels, 300 West 206th Street, Manhattan","Manhattan","DOT",,"Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2021-05-24T00:00:00.000","22285","Reconstruction of Chester Playground, adjacent to P.S. 327, Bristol Street and Chester Street between Sutter Avenue and Pitkin Avenue, Brooklyn","Brooklyn","DPR",,"Public","Landscape Architecture","Reconstruction","Approved","1",
"2021-05-24T00:00:00.000","20120","Installation of rooftop mechanical equipment and windows, Engine Company 82, 1215 Intervale Avenue, Bronx","Bronx","FDNY",,"Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2021-05-24T00:00:00.000","22305","Removal of a portion of a distinctive sidewalk, 188th Street between Horace Harding Expressway and 64th Avenue, Fresh Meadows, Queens","Queens","DOT",,"Public","Distinctive sidewalks","Removal","Approved w/ conditions","1",
"2021-04-26T00:00:00.000","20310","Installation of rooftop photovoltaic panels, Emergency Medical Station 45 (EMS 45), 58-65 52nd Road, Woodside, Queens","Queens","FDNY",,"Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2021-04-26T00:00:00.000","22270","Restoration and relocation of The River that Flows Two Ways by Wopo Holup, The Battery, south of State Street and Battery Place, Manhattan","Manhattan","EDC","DPR","Public","Artwork","Restoration","Commented",,
"2021-04-26T00:00:00.000","22255","Replication of a bronze plaque memorializing Captain William C. Dermody, Captain Dermody Triangle, 216th Street and 48th Avenue, Oakland Gardens, Queens","Queens","DPR",,"Public","Artwork","Replication","Approved","1",
"2021-04-26T00:00:00.000","22237","Restoration of the landscape, construction of a storage building, and installation of signage, Gilboa Dam, Schoharie Reservoir, adjacent to Route 990V, Gilboa, Schoharie County","Upstate","DEP",,"Public","Landscape Architecture","Restoration","Approved","1",
"2021-04-26T00:00:00.000","22253","Reconstruction of Vinland Playground, Shore Road Park, between Shore Parkway and Shore Road at 94th Street, Brooklyn","Brooklyn","DPR",,"Public","Landscape Architecture","Reconstruction","Approved","1",
"2021-04-26T00:00:00.000","22269","Reconstruction of the Gardens of Remembrance by Piet Oudolf at The Battery esplanade, Battery Place, State Street, and Peter Minuit Plaza, Manhattan","Manhattan","EDC","DPR","Public","Artwork","Reconstruction","Commented",,
"2021-04-26T00:00:00.000","20288","Reconstruction of the Rugby Branch of the Brooklyn Public Library, 100 Utica Avenue, Brooklyn","Brooklyn","DDC","BPL","Public","Architecture","Reconstruction","Commented",,
"2021-04-26T00:00:00.000","21176","Reconstruction of the playground, Poor Richard’s Playground, East 109th Street, Third Avenue, East 108th Street, and Second Avenue, Manhattan","Manhattan","DPR",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-04-26T00:00:00.000","20774","Rehabilitation of a comfort station, Lower Highland East Playground, Highland Park, Jamaica Avenue between Elton Street and Linwood Street, Brooklyn","Brooklyn","DPR",,"Public","Architecture","Rehabilitation","Commented",,
"2021-04-26T00:00:00.000","20858","Reconstruction of the playground, Thomas Jefferson Park, First Avenue between East 111th Street and East 114th Street, Manhattan","Manhattan","DPR",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-04-26T00:00:00.000","16987","Reconstruction of the Greenpoint Branch Library and Environmental Education Center, 107 Norman Avenue, Brooklyn","Brooklyn","BPL",,"Public","Architecture","Reconstruction","Commented",,
"2021-04-26T00:00:00.000","11630","Reconstruction of Montefiore Square, Hamilton Place, West 136th Street, Broadway and West 138th Street, Manhattan","Manhattan","DDC","DPR/DOT","Public","Landscape Architecture","Reconstruction","Commented",,
"2021-04-26T00:00:00.000","22265","Reconstruction of the Park Drive East Pump Station, 73-22 Park Drive East, Flushing Meadows-Corona Park, Queens","Queens","DEP","DPR","Public","Architecture","Reconstruction","Commented",,
"2021-04-26T00:00:00.000","17762","Rehabilitation of entrance and ADA improvements, Sunnyside Community Library, 43-06 Greenpoint Avenue, Queens","Queens","DDC","QL","Public","Building systems & Modifications","Rehabilitation","Commented",,
"2021-04-26T00:00:00.000","22275","Reconstruction of the Passerelle bridge and plaza, Flushing Meadows Corona Park, Roosevelt Avenue and Meridian Road, Corona, Queens","Queens","DPR","DOT","Public","Bridge","Reconstruction","Commented",,
"2021-04-26T00:00:00.000","22273","Reconstruction of Laurelton Playground, 136th Avenue, Brookville Boulevard, and 137th Avenue, Rosedale, Queens","Queens","DPR",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-04-26T00:00:00.000","22251","Reconstruction of Captain Dermody Triangle, 216th Street and 48th Avenue, Oakland Gardens, Queens","Queens","DPR",,"Public","Landscape Architecture","Reconstruction","Approved","1",
"2021-04-26T00:00:00.000","21174","Reconstruction of Challenge Playground, adjacent to P.S. 811, 251st Street between 61st Avenue and 63rd Avenue, Little Neck, Queens","Queens","DPR",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-04-26T00:00:00.000","22250","Reconstruction of a portion of Frederick B. Judge Playground, 134th Street, Lincoln Street, 135th Street, and 111th Avenue, Ozone Park, Queens","Queens","DPR",,"Public","Landscape Architecture","Reconstruction","Approved","1",
"2021-04-26T00:00:00.000","22254","Relocation of the William E. Kelly Monument, Kelly Park Playground, East 14th Street and Avenue S, Brooklyn","Brooklyn","DPR",,"Public","Artwork","Relocation","Approved","1",
"2021-04-26T00:00:00.000","22280","Reconstruction of a plaza, 300 Cadman Plaza West (One Pierrepont Plaza), Brooklyn","Brooklyn","EDC",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-04-26T00:00:00.000","22257","Reconstruction of entrances, Hermon A. MacNeil Park, Poppenhusen Avenue and 119th Street, College Point, Queens","Queens","DPR",,"Public","Landscape Architecture","Reconstruction","Approved","1",
"2021-04-26T00:00:00.000","22252","Reconstruction of Harold Schneiderman Playground, adjacent to P.S. 232, 83rd Street, 155th Avenue, and 84th Street, Howard Beach, Queens","Queens","DPR",,"Public","Landscape Architecture","Reconstruction","Approved","1",
"2021-04-26T00:00:00.000","22277","Installation of security bollards and a distinctive sidewalk, 66 Hudson Boulevard, West 35th Street, 10th Avenue, West 34th Street, and Hudson Boulevard, Manhattan","Manhattan","DOT",,"Public","Landscape Architecture","Installation of specific elements","Approved","1",
"2021-04-26T00:00:00.000","22243","Installation of signage, P.S. 192 (The Magnet School for Math and Science), 4715 18th Avenue, Brooklyn","Brooklyn","DOE",,"Public","Signage","Installation of specific elements","Approved","1",
"2021-04-26T00:00:00.000","16175","Installation of rooftop mechanical equipment, Grand Concourse Branch Library, 155 East 173rd Street, Bronx","Bronx","DDC","NYPL","Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2021-04-26T00:00:00.000","22231","Installation of manholes, vent pipes, and overfill signage, Cunningham Park Picnic Area, Oakland Gardens, Queens","Queens","DDC","DPR","Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2021-04-26T00:00:00.000","22244","Installation of signage, P.S. 93 (Restoration Academy), 31 New York Avenue, Brooklyn","Brooklyn","DOE",,"Public","Signage","Installation of specific elements","Approved","1",
"2021-04-26T00:00:00.000","22240","Installation of roll-up gates, Powerhouse Building, 16-16 Hazen Street, Rikers Island, Bronx","Bronx","DOC",,"Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2021-04-26T00:00:00.000","22228","Installation of manholes, Bronx Zoo, Bronx Park, 2300 Southern Boulevard, Bronx","Bronx","DDC","DPR","Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2021-04-26T00:00:00.000","22263","Installation of an emergency generator, Engine Company 50, 1155 Washington Avenue, Bronx","Bronx","FDNY",,"Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2021-04-26T00:00:00.000","8592","Reconstruction of a marquee, St. George Theatre, 35 Hyatt Street, Staten Island","Staten Island","DDC","DCLA","Private","Architecture","Reconstruction","Commented",,
"2021-04-26T00:00:00.000","22230","Installation of manholes, FDNY Manhattan Central Office, south of 79th Street Transverse Road, Central Park, Manhattan","Manhattan","DDC","DPR","Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2021-04-26T00:00:00.000","22245","Installation of signage, P.S. 95 (The Gravesend School), 345 Van Sicklen Street, Brooklyn","Brooklyn","DOE",,"Public","Signage","Installation of specific elements","Approved","1",
"2021-04-26T00:00:00.000","22256","Installation of a sealcoat soccer field, Colonel Charles Young Playground, 143rd Street, Lenox Avenue, and 145th Street, Manhattan","Manhattan","DPR",,"Public","Landscape Architecture","Installation of specific elements","Approved","1",
"2021-04-26T00:00:00.000","22242","Installation of a sealcoat soccer field, P.S./I.S. 187 Hudson Cliffs School, 349 Cabrini Boulevard, Manhattan","Manhattan","DOE",,"Public","Landscape Architecture","Installation of specific elements","Approved","1",
"2021-04-26T00:00:00.000","22235","Installation of a fuel tank access hatch, Squad Company 1, 788 Union Street, Brooklyn","Brooklyn","DDC","FDNY","Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2021-04-26T00:00:00.000","22233","Installation of a fuel tank access hatch, EMS Station 3, 501 Zerega Avenue, Bronx","Bronx","DDC","FDNY","Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2021-04-26T00:00:00.000","22261","Installation of an emergency generator, Engine Company 157, 1573 Castleton Avenue, Staten Island","Staten Island","FDNY",,"Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2021-04-26T00:00:00.000","22234","Installation of a fuel tank access hatch, Engine Company 321, 2165 Gerritsen Avenue, Brooklyn","Brooklyn","DDC","FDNY","Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2021-04-26T00:00:00.000","12934","Construction of the Far Rockaway Library, 16-37 Central Avenue, Queens","Queens","DDC","QL","Public","Architecture","Construction","Commented",,
"2021-04-26T00:00:00.000","16743","Design of prototypical ferry service landings and canopies for installation citywide","Citywide","EDC",,"Public and Private","Landscape Architecture","Master plan/Prototype","Commented",,
"2021-04-26T00:00:00.000","8936","Installation of streetscape improvements, Center Street between Arthur Kill Road and St. Patrick's Place and Tysen Court and Court Place between Clarke Avenue and Richmond Road, Historic Richmond Town, Staten Island","Staten Island","DDC","DPR/DCLA","Public","Landscape Architecture","Installation of specific elements","Commented",,
"2021-04-26T00:00:00.000","22262","Installation of an emergency generator, Engine Company 158, 65 Harbor Road, Staten Island","Staten Island","FDNY",,"Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2021-04-26T00:00:00.000","22021","Design of prototypical shrouds for 4G and 5G mobile telecommunications equipment for installation on light poles citywide","Citywide","DoITT",,"Public and Private","Street furniture","Master plan/Prototype","Commented",,
"2021-04-26T00:00:00.000","22249","Reconstruction of a multipurpose play area, adjacent to P.S. 68, Evergreen Park, St. Felix Place, Seneca Avenue, and 75th Avenue, Ridgewood, Queens","Queens","DPR",,"Public","Landscape Architecture","Reconstruction","Approved","1",
"2021-04-26T00:00:00.000","21691","Construction of an education building, Queens Botanical Garden, 43-50 Main Street, Elder Avenue between 134th Street and 136th Street, Flushing, Queens","Queens","DDC","DPR/DCLA","Public","Architecture","Construction","Commented",,
"2021-04-26T00:00:00.000","20309","Construction of an elevated mechanical enclosure, Engine Company 266, 92-20 Rockaway Beach Boulevard, Far Rockaway, Queens","Queens","FDNY",,"Public","Building systems & Modifications","Construction","Commented",,
"2021-04-26T00:00:00.000","22236","Construction of an addition, Arverne Community Library, 312 Beach 54th Street, Arverne, Queens","Queens","DDC","QL","Public","Architecture","Construction","Approved","1",
"2021-04-26T00:00:00.000","22259","Construction of an ADA ramp, southeast side of Hunts Point Terminal Produce Market Row B, 101 Food Center Drive, Bronx","Bronx","EDC",,"Private","Building systems & Modifications","Construction","Approved","1",
"2021-04-26T00:00:00.000","22219","Construction of an entry vestibule, Astoria Branch Library, 14-01 Astoria Boulevard, Astoria, Queens","Queens","DDC","QL","Public","Architecture","Construction","Approved w/ conditions","2",
"2021-04-26T00:00:00.000","22172","Construction of an ADA ramp, stairs, and decorative railings, St. George Theatre, 35 Hyatt Street, Staten Island","Staten Island","DOT",,"Public and Private","Building systems & Modifications","Construction","Approved","2",
"2021-04-26T00:00:00.000","22184","Construction of a park and adjacent site work, including shade structures, Pier 97 between West 57th Street and West 59th Street, Manhattan","Manhattan","DPR","HRPT","Public","Landscape Architecture","Construction","Approved","2",
"2021-04-26T00:00:00.000","22272","Construction of a foundation for the parking garage and community facility as part of the Borough-Based Jails Program, Union Turnpike between 126th Street and 132nd Street, Kew Gardens, Queens","Queens","DDC","DOT","Public","Architecture","Construction","Commented",,
