"meeting_date","project_id","title","borough","lead_agency","secondary_agency","public_private","project_type","construction_type","result","review_cycles","previous_year_submission"
"2021-12-13T00:00:00.000","21873","Installation of a vault, 625 Atlantic Avenue, Brooklyn","Brooklyn","EDC",,"Private","Building systems & Modifications","Installation of specific elements","Commented",,
"2021-12-13T00:00:00.000","22531","Redesign of a long range charging mast and bollards as part of an electric bus program (“All Electric Bus”), Williamsburg Bridge Plaza, Havemeyer Street, Broadway, and Roebling Street, Brooklyn","Brooklyn","DOT",,"Public","Street furniture","Master plan/Prototype","Commented",,
"2021-12-13T00:00:00.000","21403","Construction of a performance space and shade structure, Rockaway Beach, Shore Front Parkway between Beach 94th Street and Beach 95th Street, Far Rockaway, Queens","Queens","DPR",,"Public","Landscape Architecture","Construction","Commented",,
"2021-12-13T00:00:00.000","22560","Reconstruction of the Kinderberg, restoration of the Chess and Checkers House, and adjacent site work,  East 65th Street transverse road between Center Drive and East Drive, Central Park, Manhattan","Manhattan","DPR","CPC","Public","Landscape Architecture","Reconstruction","Commented",,
"2021-12-13T00:00:00.000","16515","Reconstruction of the Louis Armstrong stadium and adjacent site work as part of the United States Tennis Association's Billie Jean King National Tennis Center strategic vision plan, Flushing Meadows Corona Park, Queens","Queens","DPR",,"Public and Private","Architecture","Reconstruction","Commented",,
"2021-12-13T00:00:00.000","21514","Reconstruction of a portion of Naples Playground, adjacent to P.S. 9, Naples Street between Targee Street and Stanwich Street, Staten Island","Staten Island","DPR",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-12-13T00:00:00.000","21072","Construction of an entry vestibule and reading terrace for the Brower Park Library, Brooklyn Children's Museum, 145 Brooklyn Avenue, Brooklyn","Brooklyn","BPL",,"Public","Architecture","Construction","Commented",,
"2021-12-13T00:00:00.000","22485","Construction of Engine Company 268/Ladder Company 137, 116-11 Beach Channel Drive, Rockaway Park, Queens","Queens","DDC","FDNY","Public","Architecture","Construction","Commented",,
"2021-12-13T00:00:00.000","22486","Reconstruction of a portion of Michaelis-Bayswater Park, Bay 32nd Street, Beach Channel Drive, Beach 35th Street, and Norton Avenue, Far Rockaway, Queens","Queens","DPR",,"Public","Landscape Architecture","Reconstruction","Approved","3",
"2021-12-13T00:00:00.000","20670","Installation of rooftop photovoltaic panels, Gerritsen Beach Branch Library, 2808 Gerritsen Avenue, Brooklyn","Brooklyn","BPL",,"Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2021-12-13T00:00:00.000","15633","Installation of an ADA ramp and AMH, Steinway Branch Library, 21-45 31st Street, Queens","Queens","DDC",,"Public","Architecture","Installation of specific elements","Commented",,
"2021-12-13T00:00:00.000","22484","Installation of K-159 (2010) by Frank Stella, New York Aquarium, 603 Surf Avenue at West 8th Street, Brooklyn","Brooklyn","DCLA","DPR","Public and Private","Artwork","Installation of specific elements","Commented",,
"2021-12-13T00:00:00.000","22333","Installation of a marker (NYC Marathon), 67th Street east of West Drive, Central Park, Manhattan","Manhattan","DPR",,"Public and Private","Signage","Installation of specific elements","Commented",,
"2021-12-13T00:00:00.000","22554","Reconstruction of a portion of the Park Avenue Malls, 270 Park Avenue between East 47th Street and East 48th Street, Manhattan","Manhattan","DOT",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-12-13T00:00:00.000","22542","Construction of an adult fitness area and skate park, Seton Park, east of Palisades Avenue, between West 232nd Street and West 235th Street, Bronx","Bronx","DPR",,"Public","Landscape Architecture","Construction","Approved","1",
"2021-12-13T00:00:00.000","21621","Reconstruction of a portion of Dugan Playground, Mill Road, Isernia Avenue, Weed Avenue, and Tysens Lane, Staten Island","Staten Island","DPR",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-12-13T00:00:00.000","22551","Construction of a golf club house (Drive Shack) and adjacent site work, Randall's Island Park, Bronx Shore Road between Randall's Island Greenway and Robert F. Kennedy Bridge, Manhattan","Manhattan","DPR",,"Public and Private","Architecture","Construction","Commented",,
"2021-12-13T00:00:00.000","22557","Installation of a ramp and distinctive planters, 50-52 East 130th Street, Manhattan","Manhattan","DOT",,"Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2021-12-13T00:00:00.000","22553","Installation of louvers and a rooftop enclosure, Building 72, Market Street between Dry Docks 2 and 3, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","BNYDC",,"Private","Building systems & Modifications","Installation of specific elements","Commented",,
"2021-12-13T00:00:00.000","22267","Reconstruction of a portion of a park, Bush Terminal Piers, west of 1st Avenue between 43rd Street and 51st Street, Brooklyn","Brooklyn","EDC","DPR","Public","Landscape Architecture","Reconstruction","Approved","3",
"2021-12-13T00:00:00.000","22539","Replacement of a rooftop chiller system, Main Building, Jamaica Wastewater Resource Recovery Facility, 150-20 134th Street, Jamaica, Queens","Queens","DEP",,"Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2021-12-13T00:00:00.000","10128","Installation of an ADA ramp, Department of Consumer Affairs Testing Center, 245 Meserole Avenue, Brooklyn","Brooklyn","DDC",,"Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2021-12-13T00:00:00.000","22549","Installation of a storefront and signage (Nike), 625 Atlantic Avenue, Brooklyn","Brooklyn","EDC",,"Private","Landscape Architecture","Installation of specific elements","Approved","1",
"2021-12-13T00:00:00.000","21631","Installation of a generator, Engine Company 329, 402 Beach 169th Street, Rockaway Park, Queens","Queens","FDNY",,"Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2021-12-13T00:00:00.000","21157","Reconstruction of Flatiron Plaza, Madison Square, Worth Square, and adjacent streetscapes, Broadway and Fifth Avenue between East 21st Street and West 26th Street, Manhattan","Manhattan","DDC","DOT/DPR","Public","Landscape Architecture","Reconstruction","Commented",,
"2021-12-13T00:00:00.000","20978","Installation of rooftop mechanical equipment, Flushing Community Library, 41-17 Main Street, Flushing, Queens","Queens","DDC",,"Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2021-12-13T00:00:00.000","22537","Installation of security cameras, Hunts Point Wastewater Resource Recovery Facility, 1270 Ryawa Avenue, Bronx","Bronx","DEP",,"Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2021-12-13T00:00:00.000","22546","Reconstruction of the basketball court, Sol Bloom Playground, adjacent to P.S 84 (The Lillian Weber School of the Arts), Columbus Avenue between West 91st Street and West 92nd Street, Manhattan","Manhattan","DPR",,"Public","Landscape Architecture","Reconstruction","Approved","1",
"2021-12-13T00:00:00.000","17077","Construction of an NYPD Bomb Squad building, 100A Rodman Neck Path, Pelham Bay Park, Bronx","Bronx","DDC",,"Public","Architecture","Construction","Commented",,
"2021-12-13T00:00:00.000","22556","Construction of Lower Concourse Park, including a comfort station and interpretive signage, East 144th Street, East 146th Street and the Harlem River, Bronx","Bronx","EDC","DPR","Public","Landscape Architecture","Construction","Commented",,
"2021-11-15T00:00:00.000","22512","Construction of Lorraine Hansberry Plaza, Tenth Avenue between West 48th Street and West 49th Street, Manhattan","Manhattan","DPR","DEP","Public","Landscape Architecture","Construction","Approved","1",
"2021-11-15T00:00:00.000","22519","Reconstruction of a pier shed and head house (Sunset Studios) and adjacent site work, Pier 94, 711 12th Avenue between West 52nd Street and West 55th Street, Hudson River, Manhattan","Manhattan","EDC",,"Public and Private","Architecture","Reconstruction","Commented",,
"2021-11-15T00:00:00.000","22511","Construction of ADA ramps and restoration of the Conservatory Garden, Phase II, Central Park, Fifth Avenue at East 105th Street, Manhattan","Manhattan","DPR","CPC","Public","Landscape Architecture","Construction","Approved","1",
"2021-11-15T00:00:00.000","22503","Conservation and reinstallation of Grand Finale of an Opera (1938) and Circus (1938) by Max Spivak, Astoria Library, 14-01 Astoria Boulevard, Astoria, Queens","Queens","DCLA%","DDC/QL","Public","Artwork","Conservation","Approved w/ conditions","1",
"2021-11-15T00:00:00.000","21481","Reconstruction of Redfern Playground, Redfern Avenue and Beach 12th Street, Far Rockaway, Queens","Queens","DPR",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-11-15T00:00:00.000","22486","Reconstruction of a portion of Michaelis-Bayswater Park, Bay 32nd Street, Beach Channel Drive, Beach 35th Street, and Norton Avenue, Far Rockaway, Queens","Queens","DPR",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-11-15T00:00:00.000","22369","Installation of Flexus by Grimanesa Amorós, Harper Street Yard, 30-01 Harper Street, Corona, Queens","Queens","DCLA%","DDC/DOT","Public","Artwork","Installation of specific elements","Approved w/ conditions","1",
"2021-11-15T00:00:00.000","21146","Construction of Oyster Bay outlook, Sunset Cove Park, Jamaica Bay and Cross Bay Boulevard, Broad Channel, Queens","Queens","DPR",,"Public","Landscape Architecture","Construction","Commented",,
"2021-11-15T00:00:00.000","22482","Long term loan of Thomas Jefferson (1833) by Pierre-Jean David (David D'Angers), City Council Chamber, City Hall to the New-York Historical Society, 170 Central Park West, Manhattan","Manhattan","DCAS",,"Public","Artwork","Relocation","Approved w/ conditions","2",
"2021-11-15T00:00:00.000","NULL","Reconstruction of fuel tank access hatches, Bronx 6-6A Garage, 800 East 176th Street, Bronx","Bronx","DDC","DSNY","Public","Building systems & Modifications","Reconstruction","Commented",,
"2021-11-15T00:00:00.000","22508","Construction of an adult fitness area, Classic Playground, Van Cortlandt Park, Van Cortlandt Park South between Orloff Avenue and Gouverneur Avenues, Bronx","Bronx","DPR",,"Public","Landscape Architecture","Construction","Approved","1",
"2021-11-15T00:00:00.000","NULL","Reconstruction of fuel tank access hatches, Engine Company 168/EMS 23, 1100 Rossville Avenue, Staten Island","Staten Island","DDC","FDNY","Public","Building systems & Modifications","Reconstruction","Commented",,
"2021-11-15T00:00:00.000","22509","Construction of dunes, ramps, and accessible pathways, Rockaway Beach between Beach 9th Street and Beach 149th Street, Rockaway Park, Queens","Queens","DPR",,"Public","Landscape Architecture","Construction","Approved","1",
"2021-11-15T00:00:00.000","15648","Construction of a plaza, East 25th Street between Lexington Avenue and Third Avenue, Manhattan","Manhattan","DDC","DOT","Public","Landscape Architecture","Construction","Commented",,
"2021-11-15T00:00:00.000","NULL","Replacement of the sub-grade fueling system, Engine Company 72, 3929 East Tremont Avenue, Bronx","Bronx","DDC",,"Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2021-11-15T00:00:00.000","22500","Construction of a garden shed, Edgemere Coalition Community Garden, 4-80 Beach 43rd Street, Far Rockaway, Queens","Queens","DPR",,"Public","Architecture","Construction","Approved w/ conditions","1",
"2021-11-15T00:00:00.000","21475","Construction of athletic fields, including parking areas and adjacent site work, South Park, Freshkills Park, between Arthur Kill Road and West Shore Expressway, Staten Island","Staten Island","DPR",,"Public","Landscape Architecture","Construction","Commented",,
"2021-11-15T00:00:00.000","22522","Construction of an enclosure for emergency generators, One Police Plaza, Park Row and Pearl Street,  Manhattan","Manhattan","NYPD",,"Public","Building systems & Modifications","Construction","Withdrawn",,
"2021-11-15T00:00:00.000","NULL","Installation of manholes, vent pipe, and overfill signage, Engine Company 38/Ladder Company 51, 3446 Eastchester Road, Bronx","Bronx","DDC",,"Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2021-11-15T00:00:00.000","22063","Installation of a barge, gangway, storage shed, and adjacent site work to accommodate citywide ferry service, including a parking lot and pathway, Ferry Point Park west of the Whitestone Bridge, between the Hutchinson River Parkway and the East River, Bronx","Bronx","EDC","DPR","Public and Private","Landscape Architecture","Installation of specific elements","Commented",,
"2021-11-15T00:00:00.000","22499","Installation of Paradise Parados by Teresita Fernandez, Robert W. Wilson Sculpture Terrace at BAM Strong (formerly the Brooklyn Academy of Music Harvey Theater), 651 Fulton Street, Brooklyn","Brooklyn","DCLA",,"Public and Private","Artwork","Installation of specific elements","Approved w/ conditions","1",
"2021-11-15T00:00:00.000","21474","Construction of a prototypical comfort station, South Park, Freshkills Park, Arthur Kill Road, Woodrow Road, Arden Avenue, and the West Shore Expressway, Staten Island","Staten Island","DPR",,"Public","Architecture","Construction","Commented",,
"2021-11-15T00:00:00.000","22506","Construction of an education building, Queens Botanical Garden, 43-50 Main Street, Elder Avenue between 134th Street and 136th Street, Flushing, Queens","Queens","DDC","DPR/DCLA","Public","Architecture","Construction","Approved","1",
"2021-11-15T00:00:00.000","NULL","Reconstruction of fuel tank access hatches, Bronx 1/3/4, Bronx","Bronx","DDC",,"Public","Building systems & Modifications","Reconstruction","Commented",,
"2021-11-15T00:00:00.000","22489","Reconstruction of the esplanade and adjacent site work (Lower Manhattan Coastal Resiliency), The Battery, Battery Place, State Street, Peter Minuit Plaza, and the Upper New York Bay, Manhattan","Manhattan","EDC","DPR","Public","Distinctive sidewalks","Reconstruction","Approved w/ conditions","1",
"2021-11-15T00:00:00.000","NULL","Reconstruction of a fueling station, NYPD Central Repair Shop, 53-15 58th Street, Woodside, Queens","Queens","DDC","NYPD","Public","Building systems & Modifications","Reconstruction","Commented",,
"2021-11-15T00:00:00.000","17077","Construction of an NYPD Bomb Squad building, 100A Rodman Neck Path, Pelham Bay Park, Bronx","Bronx","DDC",,"Public","Architecture","Construction","Commented",,
"2021-11-15T00:00:00.000","22147","Installation of an interim electrical cabinet and conduit, Little Neck Pump Station, 40th Avenue and 248th Street, Little Neck, Queens","Queens","DEP",,"Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2021-11-15T00:00:00.000","22497","Construction of a tactical training facility and adjacent site work, Rodman’s Neck, Pelham Bay Park, Bronx","Bronx","DDC","NYPD","Public","Architecture","Construction","Commented",,
"2021-11-15T00:00:00.000","22187","Construction of a mixed-use development, including a hotel tower and residential tower, 495 11th Avenue, 11th Avenue between 39th Street and 40th Street, Manhattan","Manhattan","EDC",,"Public and Private","Architecture","Construction","Approved w/ conditions","2",
"2021-11-15T00:00:00.000","22329","Removal of Paving Pattern (Upright) by Kit-Yin Snyder, Manhattan Detention Center, 125 White Street, Manhattan","Manhattan","DCLA%","DDC","Public","Artwork","Removal","Commented",,
"2021-11-15T00:00:00.000","22450","Design of a prototypical streetscape toolkit as part of the Downtown Brooklyn and Fulton Mall streetscape master plan, Brooklyn","Brooklyn","DOT",,"Public and Private","Street furniture","Master plan/Prototype","Approved w/ conditions","3",
"2021-11-15T00:00:00.000","22490","Design of a master plan for the reconstruction of Union Square Park, between Union Square East, Union Square West, East 14th Street, and East 17th Street, Manhattan","Manhattan","DOT","DPR","Public","Landscape Architecture","Master plan/Prototype","Commented",,
"2021-11-15T00:00:00.000","22402","Construction of a recreation center (Shirley Chisholm Recreation Center) and adjacent site work, 3002 Foster Avenue between Nostrand Avenue and New York Avenue, Brooklyn","Brooklyn","DDC","DPR","Public","Architecture","Construction","Commented",,
"2021-11-15T00:00:00.000","21131","Reconstruction of the shoreline, Underhill Avenue, Harding Park, and the Bronx River, Bronx","Bronx","DPR",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-11-15T00:00:00.000","14527","Reconstruction of McDonald Playground, Forest Avenue and Myrtle Avenue between Broadway and North Burgher Avenue, Staten Island","Staten Island","DPR",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-11-15T00:00:00.000","16677","Installation of rooftop exhaust and HVAC equipment, West Bronx Recreation Center, Jesup Avenue and West 172nd Street, Bronx","Bronx","DPR",,"Public and Private","Building systems & Modifications","Installation of specific elements","Commented",,
"2021-11-15T00:00:00.000","22367","Construction of a boathouse, and adjacent site work, Sherman Creek Park, 3725 Tenth Avenue, Harlem River Drive, Academy Street, and Sherman Creek, Manhattan","Manhattan","DPR",,"Public and Private","Architecture","Construction","Approved w/ conditions","4",
"2021-11-15T00:00:00.000","21226","Installation of manholes, vent pipe, and overfill signage, Staten Island District 2 Garage, 2500 Richmond Avenue, Staten Island","Staten Island","DDC",,"Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2021-11-15T00:00:00.000","22453","Construction of a distinctive sidewalk as part of the Downtown Brooklyn and Fulton Mall streetscape master plan, 9 DeKalb Avenue, Flatbush Avenue, DeKalb Avenue, and Fleet Street, Brooklyn","Brooklyn","DOT",,"Public and Private","Distinctive sidewalks","Construction","Approved w/ conditions","3",
"2021-11-15T00:00:00.000","22510","Installation of a flagpole, benches, and adjacent site work (9/11 Memorial Grove) Ferry Point Park west of the Whitestone Bridge, between the Hutchinson River Parkway and the East River, Bronx","Bronx","DPR",,"Public","Landscape Architecture","Installation of specific elements","Approved","1",
"2021-11-15T00:00:00.000","22325","Removal, storage, conservation, and reinstallation of Enlightenment (1940) and Arms of the City of New York (1940) by Rene Paul Chambellan, Manhattan Detention Complex, 125 White Street, Manhattan","Manhattan","DCLA%","DDC","Public","Artwork","Removal","Commented",,
"2021-11-15T00:00:00.000","22504","Installation of louvers (Suite 704), Building 303 (formerly Building 399), Sands Street between Navy Street, Third Street, and Chauncey Avenue, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","BNYDC",,"Private","Building systems & Modifications","Installation of specific elements","Approved","1",
"2021-11-15T00:00:00.000","22328","Removal of Immigration on the Lower East Side of New York and The Judgements of Solomon and Pao Kung by Richard Haas, Manhattan Detention Complex, 125 White Street, Manhattan","Manhattan","DCLA%","DDC","Public","Artwork","Removal","Commented",,
"2021-11-15T00:00:00.000","12389","Installation of a prototypical newsstand, south side of East 25th Street between Lexington Avenue and Third Avenue, Manhattan","Manhattan","DCA","DOT","Private","Newsstands","Installation of specific elements","Commented",,
"2021-11-15T00:00:00.000","NULL","Installation of manholes, EMS Battalion 10, 1918 First Avenue, Manhattan","Manhattan","DDC",,"Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2021-11-15T00:00:00.000","22488","Installation of security bollards, 240 Greenwich Street, Manhattan","Manhattan","DOT",,"Public","Landscape Architecture","Installation of specific elements","Approved","2",
"2021-11-15T00:00:00.000","22366","Installation of windows and an ADA ramp (East 34th Street Heliport Metroport), 499 East 34th Street at the East River, Manhattan","Manhattan","EDC",,"Private","Building systems & Modifications","Installation of specific elements","Commented",,
"2021-11-15T00:00:00.000","22404","Installation of The Feeling is Mutual by Justin Valdes, Arverne Community Library, 312 Beach 54th Street, Arverne, Queens","Queens","DCLA%","DDC/QL","Public","Artwork","Installation of specific elements","Approved w/ conditions","2",
"2021-11-15T00:00:00.000","17772","Reconstruction of the Clearview Pumping Station, Clearview Expressway exit ramp, Roe Place and the Cross Island Parkway service road, Queens","Queens","DEP",,"Public","Architecture","Reconstruction","Commented",,
"2021-11-15T00:00:00.000","22494","Removal, storage, conservation, and reinstallation of Solomon’s Throne and The Seven Columns of the Temple of Wisdom by Kit-Yin Snyder, Manhattan Detention Complex, 125 White Street, Manhattan","Manhattan","DCLA%","DDC","Public","Artwork","Removal","Commented",,
"2021-11-15T00:00:00.000","20990","Reconstruction of Bay Terrace Playground, adjacent to P.S. 169, 23rd Avenue between Bell Boulevard and 212th Street, Bayside, Queens","Queens","DPR",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-11-15T00:00:00.000","20933","Installation of a fuel tank access hatch and ventilation equipment, Engine Company 209/Ladder Company 102, 850 Bedford Avenue, Brooklyn","Brooklyn","DDC","FDNY","Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2021-11-15T00:00:00.000","22501","Installation of rooftop telecommunications equipment, Building 77, Brooklyn Navy Yard Industrial Park, 63 Flushing Avenue, Brooklyn","Brooklyn","BNYDC",,"Private","Building systems & Modifications","Installation of specific elements","Approved","1",
