"job_number","job_type","c_o_issue_date","bin_number","borough","house_number","street_name","block","lot","postcode","pr_dwelling_unit","ex_dwelling_unit","application_status_raw","filing_status_raw","item_number","issue_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","location"
"421534067","A1","2019-08-23T00:00:00.000","4540141","Queens","36-36","MAIN STREET","04971","07502","11354",,,"Issued","New","003","Temporary","40.762306","-73.831583","7","20","869","4540141","4049717502","Flushing","
,  
(40.762306, -73.831583)"
"210178387","A1","2019-08-23T00:00:00.000","2002197","Bronx","982","FINDLAY AVENUE","02432","00054","10456","7","3","Issued","New","002","Final","40.827980","-73.915150","4","16","173","2002197","2024320054","East Concourse-Concourse Village","
,  
(40.82798, -73.91515)"
"102340744","A1","2019-08-23T00:00:00.000","1014350","Manhattan","410","EIGHTH AVENUE","00780","00076","10001",,,"Issued","New","024","Temporary","40.749979","-73.995063","5","3","101","1014350","1007800076","Midtown-Midtown South","
,  
(40.749979, -73.995063)"
"104297681","NB","2019-08-23T00:00:00.000","1087721","Manhattan","447","WEST   18 STREET","00716","00009","10011","46",,"Issued","New","044","Temporary","40.744130","-74.005135","4","3","89","1087721","1007167503","Hudson Yards-Chelsea-Flatiron-Union Square","
,  
(40.74413, -74.005135)"
"210027353","A1","2019-08-23T00:00:00.000","2059393","Bronx","1012","EAST  215 STREET","04697","00028","10469","3",,"Issued","New","002","Final","40.878026","-73.855529","12","12","382","2059393","2046970028","Williamsbridge-Olinville","
,  
(40.878026, -73.855529)"
"401613287","A1","2019-08-23T00:00:00.000","4041163","Queens","25-27","ERICSSON STREET","01654","00005","11369","2","1","Issued","New","001","Final","40.765492","-73.867289","3","21","371","4041163","4016540005","East Elmhurst","
,  
(40.765492, -73.867289)"
"122927770","A1","2019-08-23T00:00:00.000","1082646","Manhattan","341","WEST 50TH STREET","01041","00011","10019","151","151","Issued","New","001","Temporary","40.763114","-73.988041","4","3","133","1082646","1010410011","Clinton","
,  
(40.763114, -73.988041)"
"220527892","A1","2019-08-23T00:00:00.000","2005883","Bronx","926","SOUTHERN BOULEVARD","02735","00011","10459","56","33","Issued","New","005","Final","40.820114","-73.892290","2","17","89","2005883","2027350011","Hunts Point","
,  
(40.820114, -73.89229)"
"110379518","NB","2019-08-23T00:00:00.000","1090197","Manhattan","538","WEST 48TH STREET","01076","00051","10036","177","0","Issued","New","023","Temporary","40.764081","-73.994271","4","3","129","1027001","1010760051","Clinton","
,  
(40.764081, -73.994271)"
"121184798","A1","2019-08-23T00:00:00.000","1005359","Manhattan","139","LUDLOW STREET","00411","00029","10002",,,"Issued","New","016","Temporary","40.720442","-73.988182","3","1","3001","1005359","1004110029","Chinatown","
,  
(40.720442, -73.988182)"
"420662740","NB","2019-08-23T00:00:00.000","4315107","Queens","2002","DEMEREST ROAD","15500","00106","11693","2",,"Issued","New","002","Temporary","40.598584","-73.820016","14","32","107201","4315107","4155000106","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","
,  
(40.598584, -73.820016)"
"102690571","A1","2019-08-23T00:00:00.000","1012268","Manhattan","601","WEST   26 STREET","00672","00001","10001","0","0","Issued","New","057","Temporary","40.750934","-74.005955","4","3","99","1012268","1006720001","Hudson Yards-Chelsea-Flatiron-Union Square","
,  
(40.750934, -74.005955)"
"220524136","NB","2019-08-23T00:00:00.000","2129273","Bronx","1030","REV JAMES POLITE AVE","02691","00047","10459","10",,"Issued","New","001","Temporary","40.824325","-73.898852","2","17","131","2005249","2026910047","Longwood","
,  
(40.824325, -73.898852)"
"220615047","A1","2019-08-23T00:00:00.000","2062171","Bronx","3014","WICKHAM AVENUE","04775","00138","10469","2","1","Issued","New","002","Final","40.871303","-73.838449","12","12","358","2062171","2047750138","Eastchester-Edenwald-Baychester","
,  
(40.871303, -73.838449)"
"520137708","A1","2019-06-18T00:00:00.000","5164632","Staten Island","155","RICHMOND TERRACE","00002","00022","10301","0","0","Issued","New","024","Temporary","40.646101","-74.078218","1","49","7","5000000","5000020022","West New Brighton-New Brighton-St. George","(40.646101, -74.078218)"
"520328743","NB","2019-06-18T00:00:00.000","5170438","Staten Island","598","FOSTER ROAD","06933","00006","10309","2",,"Issued","New","001","Final","40.540766","-74.206802","3","51","20803",,,"Rossville-Woodrow","(40.540766, -74.206802)"
"421616040","A1","2019-06-18T00:00:00.000","4032003","Queens","45-22","74TH STREET","01352","00098","11373",,,"Issued","New","003","Final","40.740526","-73.890254","4","25","485","4032003","4013520098","Elmhurst-Maspeth","(40.740526, -73.890254)"
"520318102","NB","2019-06-18T00:00:00.000","5085087","Staten Island","600","FOSTER ROAD","06933","00004","10309","2",,"Issued","New","001","Final","40.540807","-74.206809","3","51","20803","5085087","5069330004","Rossville-Woodrow","(40.540807, -74.206809)"
"421550066","A1","2019-06-18T00:00:00.000","4173985","Queens","76-12","263 STREET","08535","00053","11004","2","1","Issued","New","001","Final","40.749201","-73.710924","13","23","155102","4173985","4085350053","Glen Oaks-Floral Park-New Hyde Park","(40.749201, -73.710924)"
"520313367","NB","2019-06-18T00:00:00.000","5170434","Staten Island","1201","OLYMPIA BOULEVARD","03887","00049","10306","2",,"Issued","New","001","Final","40.569895","-74.095788","2","50","11202","5055145","5038870049","New Dorp-Midland Beach","(40.569895, -74.095788)"
"520318111","NB","2019-06-18T00:00:00.000","5141308","Staten Island","600GAR","FOSTER ROAD","06933","00004","10309","0",,"Issued","New","001","Final","40.540807","-74.206809","3","51","20803","5141308","5069330004","Rossville-Woodrow","(40.540807, -74.206809)"
"520249142","A1","2019-06-18T00:00:00.000","5063300","Staten Island","166","FAIRBANKS AVENUE","04709","00066","10306","1","1","Issued","New","001","Final","40.560160","-74.128844","3","50","13204","5063300","5047090066","Oakwood-Oakwood Beach","(40.56016, -74.128844)"
"520318656","NB","2019-06-18T00:00:00.000","5170434","Staten Island","1201GAR","OLYMPIA BOULEVARD","03887","00049","10306",,,"Issued","New","001","Final","40.569895","-74.095788","2","50","11202",,,"New Dorp-Midland Beach","(40.569895, -74.095788)"
"421459558","NB","2019-08-23T00:00:00.000","4617594","Queens","217-86","98TH AVE","10765","00025","11429",,,"Issued","New","002","Final","40.716469","-73.738132","13","27","568","4230768","4107650025","Queens Village","
,  
(40.716469, -73.738132)"
"122032558","A1","2019-08-23T00:00:00.000","1083746","Manhattan","482","WEST 43RD STREET","01052","00001","10036","837","837","Issued","New","013","Temporary","40.760076","-73.994466","4","3","121","1083746","1010520001","Clinton","
,  
(40.760076, -73.994466)"
"123673596","A1","2019-08-23T00:00:00.000","1037546","Manhattan","220","EAST 42 STREET","01315","07501","10017",,,"Issued","New","001","Temporary","40.750256","-73.973256","6","4","88","1037546","0","Turtle Bay-East Midtown","
,  
(40.750256, -73.973256)"
"421376727","NB","2019-08-23T00:00:00.000","4618887","Queens","102-12","RADCLIFF AVENUE","01933","00054","11368","7",,"Issued","New","001","Final","40.742018","-73.859642","4","21","44301","4047547","4019330054","Corona","
,  
(40.742018, -73.859642)"
"200884445","NB","2019-08-23T00:00:00.000","2117663","Bronx","1551","EAST  172 STREET","03864","00012","10472",,,"Issued","New","023","Final","40.831416","-73.877785","9","18","56","2117663","2038640012","West Farms-Bronx River","
,  
(40.831416, -73.877785)"
"121184627","NB","2019-08-23T00:00:00.000","1089408","Manhattan","306","W 148 ST","02045","00059","10039","6",,"Issued","New","005","Temporary","40.824829","-73.940711","10","9","259","1000000","1020450059","Central Harlem North-Polo Grounds","
,  
(40.824829, -73.940711)"
"520289401","A1","2019-08-23T00:00:00.000","5127497","Staten Island","70","BAY STREET","00005","00111","10301",,,"Issued","New","002","Final","40.640391","-74.075650","1","49","3","5127497","5000050111","West New Brighton-New Brighton-St. George","
,  
(40.640391, -74.07565)"
"110148652","A1","2019-08-23T00:00:00.000","1082857","Manhattan","12","STUYVESANT OVAL","00972","00001","10009","315","315","Issued","New","043","Temporary","40.731458","-73.976796","6","4","44","1082857","1009720001","Stuyvesant Town-Cooper Village","
,  
(40.731458, -73.976796)"
"420662189","NB","2019-08-23T00:00:00.000","4297496","Queens","115","EAST 9 ROAD","15462","00029","11693","1",,"Issued","New","004","Temporary","40.606497","-73.817927","14","32","107201","4297496","4154620029","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","
,  
(40.606497, -73.817927)"
"103709685","A1","2019-08-23T00:00:00.000","1015523","Manhattan","55","WEST   21 STREET","00823","00009","10010",,,"Issued","New","053","Temporary","40.740998","-73.992234","5","3","58","1015523","1008230009","Hudson Yards-Chelsea-Flatiron-Union Square","
,  
(40.740998, -73.992234)"
"220654325","A1","2019-08-23T00:00:00.000","2006838","Bronx","540","FAILE STREET","02769","00044","10474",,,"Issued","New","001","Final","40.811154","-73.885596","2","17","93","2006838","2027690044","Hunts Point","
,  
(40.811154, -73.885596)"
"421893794","A1","2019-08-23T00:00:00.000","4189324","Queens","101-49","WOODHAVEN BLVD","09102","00027","11416",,,"Issued","New","001","Temporary","40.683886","-73.845912","9","32","4001","4189324","4091020027","Woodhaven","
,  
(40.683886, -73.845912)"
"122622910","A1","2019-08-23T00:00:00.000","1018087","Manhattan","114","EAST 25TH STREET","00880","00082","10010",,,"Issued","New","007","Temporary","40.741140","-73.984660","5","2","68","1018087","1008800082","Gramercy","
,  
(40.74114, -73.98466)"
"122013935","A1","2019-08-23T00:00:00.000","1009973","Manhattan","15","COMMERCE STREET","00587","00065","10014","1","1","Issued","New","002","Final","40.731726","-74.004366","2","3","67","1009973","1005870065","West Village","
,  
(40.731726, -74.004366)"
"421222484","A1","2019-06-18T00:00:00.000","4200242","Queens","95-14","133 STREET","09478","00012","11419","2","1","Issued","New","001","Final","40.695446","-73.815625","9","28","150","4200242","4094780012","Richmond Hill","(40.695446, -73.815625)"
"101099776","A1","2019-06-18T00:00:00.000","1024838","Manhattan","1697","BROADWAY","01025","00043","10019",,,"Issued","New","036","Temporary","40.763676","-73.982665","5","3","131","1024838","1010250043","Midtown-Midtown South","(40.763676, -73.982665)"
"110015894","NB","2019-06-18T00:00:00.000","1090452","Manhattan","411","9 AVENUE","00731","00039","10001","12",,"Issued","New","001","Temporary","40.752828","-73.996723","4","3","103","1012844","1007310039","Hudson Yards-Chelsea-Flatiron-Union Square","(40.752828, -73.996723)"
"121192912","NB","2019-06-18T00:00:00.000","1090608","Manhattan","200","EAST 59TH STREET","01332","00045","10022","68",,"Issued","New","003","Temporary","40.761400","-73.966249","6","4","108","1038639","1013320045","Turtle Bay-East Midtown","(40.7614, -73.966249)"
"320100234","NB","2019-06-18T00:00:00.000","3398156","Brooklyn","620","ATLANTIC AVENUE","01118","00027","11217",,,"Issued","New","031","Temporary","40.683454","-73.975691","2","35","12902","3398156","3011180001","Park Slope-Gowanus","(40.683454, -73.975691)"
"220402357","NB","2019-06-18T00:00:00.000","2119466","Bronx","61A","ISLAND POINT","05643","00235","10464","1",,"Issued","New","012","Temporary","40.847191","-73.783275","10","13","516","2119466","2056437502","Pelham Bay-Country Club-City Island","(40.847191, -73.783275)"
"123137300","A1","2019-06-18T00:00:00.000","1082734","Manhattan","500","SECOND AVENUE","00934","00001","10016","353","353","Issued","New","001","Temporary","40.741111","-73.978539","6","2","66","1082734","1009340001","Murray Hill-Kips Bay","(40.741111, -73.978539)"
"220240718","NB","2019-06-18T00:00:00.000","2119447","Bronx","45","ISLAND POINT","05643","00235","10464","2",,"Issued","New","007","Temporary","40.847206","-73.782606","10","13","516","2119447","2056437502","Pelham Bay-Country Club-City Island","(40.847206, -73.782606)"
"123203586","A1","2019-06-18T00:00:00.000","1089304","Manhattan","2239","ADAM CLAYTON POWELL JR. BLVD","01916","07503","10027","115","115","Issued","New","002","Temporary","40.813213","-73.945219","10","9","226","1089304","1019160061","Central Harlem North-Polo Grounds","(40.813213, -73.945219)"
"220462381","NB","2019-06-18T00:00:00.000","2127130","Bronx","626","BERGEN AVENUE","02361","00025","10455","161",,"Issued","New","001","Temporary","40.817371","-73.914557","1","17","71",,,"Melrose South-Mott Haven North","(40.817371, -73.914557)"
"121450312","A1","2019-06-18T00:00:00.000","1014802","Manhattan","116","WEST 23RD STREET","00798","00041","10011",,,"Issued","New","006","Temporary","40.743218","-73.993562","4","3","91","1014802","1007980041","Hudson Yards-Chelsea-Flatiron-Union Square","(40.743218, -73.993562)"
"122531420","A1","2019-06-18T00:00:00.000","1058980","Manhattan","286","WEST 137TH STREET","01942","00057","10030","4","1","Issued","New","005","Temporary","40.817519","-73.944951","10","9","228","1058980","1019420057","Central Harlem North-Polo Grounds","(40.817519, -73.944951)"
"220404097","NB","2019-06-18T00:00:00.000","2119454","Bronx","70","ISLAND POINT","05643","00235","10464","2",,"Issued","New","002","Temporary","40.847364","-73.783328","10","13","516","2119454","2056437502","Pelham Bay-Country Club-City Island","(40.847364, -73.783328)"
"320593425","NB","2019-06-18T00:00:00.000","3413792","Brooklyn","1265","EAST 54TH STREET","07802","00019","11234","3",,"Issued","New","002","Final","40.627040","-73.923832","18","46","678","3000000","3078020019","Flatlands","(40.62704, -73.923832)"
"210060039","NB","2019-06-18T00:00:00.000","2129266","Bronx","658","CASANOVA","02765","00195","10474","0","0","Issued","New","003","Temporary","40.812915","-73.889889","2","17","93","2000000","2027650195","Hunts Point","(40.812915, -73.889889)"
"320917932","NB","2019-06-18T00:00:00.000","3425614","Brooklyn","1317","NEW YORK AVENUE","04967","00031","11203","34",,"Issued","New","001","Temporary","40.640776","-73.945576","17","45","830","3112380","3049670031","East Flatbush-Farragut","(40.640776, -73.945576)"
"102495462","A1","2019-06-18T00:00:00.000","1022689","Manhattan","725","7 AVENUE","01001","00003","10019",,,"Issued","New","035","Temporary","40.760018","-73.984038","5","4","125","1022689","1010010003","Midtown-Midtown South","(40.760018, -73.984038)"
"421522098","A1","2019-06-18T00:00:00.000","4171646","Queens","47-33","LITTLE NECK PARKWAY","08263","00146","11362",,,"Issued","New","001","Temporary","40.769912","-73.732878","11","19","150702","4171646","4082630146","Douglas Manor-Douglaston-Little Neck","(40.769912, -73.732878)"
"110131713","A1","2019-06-18T00:00:00.000","1041814","Manhattan","955","5 AVENUE","01391","00072","10075","32","32","Issued","New","007","Temporary","40.775466","-73.964830","8","4","130","1041814","1013910072","Upper East Side-Carnegie Hill","(40.775466, -73.96483)"
"320916657","A1","2019-06-18T00:00:00.000","3022265","Brooklyn","458","5TH AVENUE","01010","00044","11215","9","2","Issued","New","003","Final","40.668730","-73.986684","6","39","139","3022265","3010100044","Park Slope-Gowanus","(40.66873, -73.986684)"
"123519978","A1","2019-06-18T00:00:00.000","1013712","Manhattan","255","WEST 14TH STREET","00764","00007","10011","46","46","Issued","New","001","Temporary","40.739203","-74.001198","4","3","81","1013712","1007640007","Hudson Yards-Chelsea-Flatiron-Union Square","(40.739203, -74.001198)"
"220240727","NB","2019-06-18T00:00:00.000","2119449","Bronx","53","ISLAND POINT","05643","00235","10464","2",,"Issued","New","010","Temporary","40.847152","-73.782845","10","13","516","2119449","2056437502","Pelham Bay-Country Club-City Island","(40.847152, -73.782845)"
"421261501","NB","2019-06-18T00:00:00.000","4607513","Queens","1732","HANCOCK STREET","03561","00023","11385","09",,"Issued","New","001","Temporary","40.699702","-73.904354","5","34","553","4000000","4035610023","Ridgewood","(40.699702, -73.904354)"
"520294985","A1","2019-03-27T00:00:00.000","5095564","Staten Island","407","RIDGEWOOD AVE","05494","00003","10312","1","1","Issued","New","001","Final","40.557818","-74.165360","3","51","14607","5095564","5054940003","Great Kills","(40.557818, -74.16536)"
"520317522","NB","2019-03-27T00:00:00.000","5170287","Staten Island","1016","STAFFORD AVE","06970","00054","10309","1",,"Issued","New","001","Final","40.538872","-74.211336","3","51","20803",,,"Rossville-Woodrow","(40.538872, -74.211336)"
"520139314","NB","2019-03-28T00:00:00.000","5170558","Staten Island","263","FATHER CAPODANNO BOULEVARD","03122","00158","10305","1",,"Issued","New","002","Temporary","40.590779","-74.066128","2","50","74","5046045","5031220158","Grasmere-Arrochar-Ft. Wadsworth","(40.590779, -74.066128)"
"520327432","NB","2019-03-27T00:00:00.000","5169699","Staten Island","209","SAND LANE","03110","00042","10305","1",,"Issued","New","001","Final","40.594379","-74.069160","2","50","74",,,"Grasmere-Arrochar-Ft. Wadsworth","(40.594379, -74.06916)"
"500702377","A1","2019-03-27T00:00:00.000","5067183","Staten Island","294","ROBINSON AVENUE","05264","00039","10312","2",,"Issued","New","001","Final","40.540851","-74.154906","3","51","15601","5067183","5052640039","Great Kills","(40.540851, -74.154906)"
"520139993","A1","2019-03-28T00:00:00.000","5134380","Staten Island","849","PATTERSON AVENUE","03816","00028","10306","1","1","Issued","New","004","Final","40.570944","-74.091492","2","50","11202","5134380","5038160028","New Dorp-Midland Beach","(40.570944, -74.091492)"
"520373532","A1","2019-03-27T00:00:00.000","5050055","Staten Island","348","SEAVIEW AVENUE","03380","00053","10305",,,"Issued","New","001","Final","40.585827","-74.090551","2","50","70","5050055","5033800053","Old Town-Dongan Hills-South Beach","(40.585827, -74.090551)"
"421621677","A1","2019-03-27T00:00:00.000","4110005","Queens","157-54","24TH AVENUE","04863","00031","11357","1","1","Issued","New","001","Final","40.776497","-73.806024","7","19","1033","4110005","4048630031","Whitestone","(40.776497, -73.806024)"
"520145030","NB","2019-03-27T00:00:00.000","5068200","Staten Island","219","WIMAN AVENUE","05303","00042","10308","2",,"Issued","New","001","Final","40.539104","-74.144832","3","51","15603","5068200","5053030042","Great Kills","(40.539104, -74.144832)"
"122640570","A1","2019-06-18T00:00:00.000","1031154","Manhattan","74","WEST 82ND STREET","01195","00061","10024","1","7","Issued","New","002","Temporary","40.783505","-73.973145","7","6","165","1031154","1011950061","Upper West Side","(40.783505, -73.973145)"
"220208424","NB","2019-06-18T00:00:00.000","2129003","Bronx","3440","BAILEY AVENUE","03262","00017","10463",,,"Issued","New","004","Temporary","40.881407","-73.900013","8","11","279","2015974","2032620017","Van Cortlandt Village","(40.881407, -73.900013)"
"321293300","A1","2019-06-18T00:00:00.000","3014119","Brooklyn","747","53 ST","00810","00062","11220","4","2","Issued","New","001","Final","40.640136","-74.006601","7","38","106","3014119","3008100062","Sunset Park East","(40.640136, -74.006601)"
"120786417","A1","2019-06-18T00:00:00.000","1002323","Manhattan","396","BROADWAY","00195","00007","10013","126","0","Issued","New","001","Temporary","40.718488","-74.002644","1","1","31","1002323","1001950007","SoHo-TriBeCa-Civic Center-Little Italy","(40.718488, -74.002644)"
"301210437","NB","2019-06-18T00:00:00.000","3114526","Brooklyn","1001","EAST   45 STREET","05022","00002","11203",,,"Issued","New","042","Temporary","40.636455","-73.933582","17","45","836","3114526","3050220002","East Flatbush-Farragut","(40.636455, -73.933582)"
"121329268","A1","2019-06-18T00:00:00.000","1079072","Manhattan","5","BEEKMAN STREET","00090","00014","10038","354","0","Issued","New","022","Temporary","40.711393","-74.006666","1","1","1501","1079072","1000907503","Battery Park City-Lower Manhattan","(40.711393, -74.006666)"
"220402348","NB","2019-06-18T00:00:00.000","2119459","Bronx","5A","ISLAND POINT","05643","00235","10464","1",,"Issued","New","012","Temporary","40.847526","-73.783592","10","13","516","2119459","2056437502","Pelham Bay-Country Club-City Island","(40.847526, -73.783592)"
"421424676","A1","2019-06-18T00:00:00.000","4149598","Queens","67-14","170TH STREET","06923","00042","11365","1","1","Issued","New","001","Final","40.734436","-73.799370","8","24","1223","4149598","4069230042","Pomonok-Flushing Heights-Hillcrest","(40.734436, -73.79937)"
"103247194","A1","2019-06-18T00:00:00.000","1041797","Manhattan","35","EAST   76 STREET","01391","00021","10021","63",,"Issued","New","024","Temporary","40.774267","-73.963285","8","4","130","1041797","1013910021","Upper East Side-Carnegie Hill","(40.774267, -73.963285)"
"220205230","NB","2019-06-18T00:00:00.000","2119452","Bronx","65","ISLAND POINT","05643","00235","10464","2",,"Issued","New","011","Temporary","40.847276","-73.783311","10","13","516","2119452","2056437502","Pelham Bay-Country Club-City Island","(40.847276, -73.783311)"
"220240665","NB","2019-06-18T00:00:00.000","2119435","Bronx","1","ISLAND POINT","05643","00235","10645","2",,"Issued","New","013","Temporary","40.847483","-73.783791","10","13","516","2119435","2056437502","Pelham Bay-Country Club-City Island","(40.847483, -73.783791)"
"220403882","NB","2019-06-18T00:00:00.000","2127429","Bronx","432","EAST 162 STREET","02383","00019","10451","199",,"Issued","New","003","Temporary","40.824457","-73.912459","3","17","141","2001510","2023830019","Morrisania-Melrose","(40.824457, -73.912459)"
"321232064","A1","2019-06-18T00:00:00.000","3036341","Brooklyn","1582","PROSPECT PLACE","01369","00019","11233","8","4","Issued","New","001","Final","40.672878","-73.923949","8","41","359","3036341","3013690019","Crown Heights North","(40.672878, -73.923949)"
"122171041","A1","2019-06-18T00:00:00.000","1041339","Manhattan","20","EAST 71ST STREET","01385","00057","10021","1",,"Issued","New","003","Temporary","40.771278","-73.966381","8","4","130","1041339","1013850057","Upper East Side-Carnegie Hill","(40.771278, -73.966381)"
"220246197","NB","2019-03-27T00:00:00.000","2830873","Bronx","1240","WATERS PLACE","04226","00035","10461",,,"Issued","New","018","Temporary","40.842742","-73.838399","11","13","284","2000000","2042260035","Van Nest-Morris Park-Westchester Square","(40.842742, -73.838399)"
"402146986","NB","2019-03-27T00:00:00.000","4616960","Queens","160","BEACH 6 STREET","15609","00064","11691","2",,"Issued","New","005","Temporary","40.595645","-73.741101","14","31","101002","4000000","4156090001","Far Rockaway-Bayswater","(40.595645, -73.741101)"
"101470757","NB","2019-03-28T00:00:00.000","1024665","Manhattan","234","WEST   42 STREET","01013","00049","10036",,,"Issued","New","057","Temporary","40.756747","-73.988659","5","3","113","1024665","1010130012","Midtown-Midtown South","(40.756747, -73.988659)"
