"cb_link_id","boro","community_board","council_district","latitude","longitude","link_installation_status","smallest_ppt","street_address","postcode","link_site_id","link_smoke_tested_and_activated_a","link_installation","neighborhood_tabulation_area_nta","building_identification_number_bin","borough_block_lot_bbl","census_tract_ct","cross_street_1","cross_street_2","ixn_corner","location"
"mn-08-119829","Manhattan","108","5","40.784662540000000","-73.949873920000000","Live","119829","1700 3 AVENUE","10128","mn-08-119829","2016-04-01T00:00:00.000","2016-02-27T00:00:00.000","Upper East Side-Carnegie Hill","1048492","1015240023","1015801","EAST 95 STREET","EAST 96 STREET","NE","(40.78466254, -73.94987392)"
"mn-08-120986","Manhattan","108","4","40.767331350000000","-73.962522620000000","Live","120986","1172 3 AVENUE","10065","mn-08-120986","2016-04-15T00:00:00.000","2016-03-19T00:00:00.000","Upper East Side-Carnegie Hill","1042479","1014030033","1012000","EAST 68 STREET","EAST 69 STREET","NW","(40.76733135, -73.96252262)"
"mn-03-123792","Manhattan","103","2","40.728621840000000","-73.984418670000000","Live","123792","162 1 AVENUE","10009","mn-03-123792","2017-08-30T00:00:00.000","2017-07-29T00:00:00.000","East Village","1005898","1004370008","1003400","EAST 9 STREET","EAST 10 STREET","SE","(40.72862184, -73.98441867)"
"mn-05-134222","Manhattan","105","4","40.761510710000000","-73.972744620000000","Live","134222","50 EAST 56 STREET","10022","mn-05-134222","2017-06-14T00:00:00.000","2017-04-02T00:00:00.000","Midtown-Midtown South","1035775","1012910051","1010200","MADISON AVENUE","PARK AVENUE","SE","(40.76151071, -73.97274462)"
"mn-03-115304","Manhattan","103","2","40.723579930000000","-73.988390100000000","Live","115304","19 1 AVENUE","10003","mn-03-115304","2017-06-19T00:00:00.000","2017-04-02T00:00:00.000","East Village","1006096","1004430036","1003602","EAST 1 STREET","EAST 2 STREET","NW","(40.72357993, -73.9883901)"
"mn-08-120942","Manhattan","108","4","40.768093000000000","-73.968364000000000","Live","120942","21 EAST 66 STREET","10065","mn-08-120942","2017-04-17T00:00:00.000","2017-01-29T00:00:00.000","Upper East Side-Carnegie Hill","1041167","1013817504","1012200","MADISON AVENUE","5 AVENUE","NW","(40.768093, -73.968364)"
"mn-05-136386","Manhattan","105","3","40.737279880000000","-73.992826020000000","Live","136386","108 5 AVENUE","10011","mn-05-136386","2017-08-30T00:00:00.000","2017-08-05T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1015318","1008177501","1005400","EAST 16 STREET","EAST 15 STREET","SW","(40.73727988, -73.99282602)"
"mn-05-118228","Manhattan","105","3","40.765341220000000","-73.982129460000000","Live","118228","1745 BROADWAY","10019","mn-05-118228","2018-02-07T00:00:00.000","2017-08-31T00:00:00.000","Midtown-Midtown South","1086135","1010277504","1013700","WEST 56 STREET","WEST 55 STREET","NE","(40.76534122, -73.98212946)"
"mn-10-119980","Manhattan","110","9","40.803024250000000","-73.956488130000000","Live","119980","2109 FREDERICK DOUGLASS BOULEVARD","10026","mn-10-119980","2016-10-19T00:00:00.000","2016-09-17T00:00:00.000","Central Harlem South","1055816","1018470060","1019702","WEST 114 STREET","WEST 113 STREET","SW","(40.80302425, -73.95648813)"
"mn-06-121511","Manhattan","106","4","40.747050000000000","-73.977005000000000","Live","121511","543 3 AVENUE","10016","mn-06-121511","2017-03-23T00:00:00.000","2017-02-04T00:00:00.000","Murray Hill-Kips Bay","1020214","1009177501","1007800","EAST 36 STREET","EAST 37 STREET","NE","(40.74705, -73.977005)"
"LINK-021919","Brooklyn","305","37","40.683506000000000","-73.872079000000000","Live","145943","241 CRESCENT STREET","11208","bk-05-145943","2017-11-21T00:00:00.000","2017-09-29T00:00:00.000","Cypress Hills-City Line","3092798","3041470030","3118400","FULTON STREET","ATLANTIC AVENUE","SE","(40.683506, -73.872079)"
"LINK-021137","Brooklyn","301","34","40.711666360000000","-73.951026150000000","Live","146050","2 POWERS STREET","11211","bk-01-146050","2018-03-30T00:00:00.000","2017-12-19T00:00:00.000","North Side-South Side","3323015","3027790004","3051300","UNION AVENUE","LORIMER STREET","SE","(40.71166636, -73.95102615)"
"mn-06-121488","Manhattan","106","2","40.739528000000000","-73.982489000000000","Live","121488","323 3 AVENUE","10010","mn-06-121488","2016-12-05T00:00:00.000","2016-10-29T00:00:00.000","Murray Hill-Kips Bay","1082137","1009050001","1006600","EAST 24 STREET","EAST 25 STREET","NE","(40.739528, -73.982489)"
"mn-11-120225","Manhattan","111","8","40.790862000000000","-73.945348000000000","Live","120225","1896 3 AVENUE","10029","mn-11-120225","2016-06-15T00:00:00.000","2016-05-21T00:00:00.000","East Harlem South","1051969","1016320040","1016600","EAST 105 STREET","EAST 104 STREET","SW","(40.790862, -73.945348)"
"LINK-021921","Brooklyn","305","37","40.684060840000000","-73.870537410000000","Live","145941","3386 FULTON STREET","11208","bk-05-145941","2017-11-21T00:00:00.000","2017-09-29T00:00:00.000","Cypress Hills-City Line","3327234","3041480037","3118400","CRESCENT STREET","HEMLOCK STREET","MIDBLOCK","(40.68406084, -73.87053741)"
"mn-06-107988","Manhattan","106","4","40.755193000000000","-73.968444000000000","Live","107988","949 2 AVENUE","10022","mn-06-107988","2018-02-15T00:00:00.000","2017-10-28T00:00:00.000","Turtle Bay-East Midtown","1038459","1013240124","1009800","EAST 50 STREET","EAST 51 STREET","W","(40.755193, -73.968444)"
"LINK-005579","Bronx","207","14","40.867038000000000","-73.896537000000000","Live","145690","30 EAST KINGSBRIDGE ROAD","10468","bx-07-145690","2016-11-08T00:00:00.000","2016-08-27T00:00:00.000","Bedford Park-Fordham North","2014144","2031910043","2040100","MORRIS AVENUE","JEROME AVENUE","SW","(40.867038, -73.896537)"
"mn-07-107919","Manhattan","107","6","40.793425810000000","-73.973043420000000","Live","107919","250 WEST 94 STREET","10025","mn-07-107919","2018-02-06T00:00:00.000","2017-10-06T00:00:00.000","Upper West Side","1033653","1012410052","1017900","BROADWAY","POMANDER WALK","SW","(40.79342581, -73.97304342)"
"mn-10-119988","Manhattan","110","9","40.805792470000000","-73.954262740000000","Live","119988","2190 FREDERICK DOUGLASS BOULEVARD","10026","mn-10-119988","2017-08-18T00:00:00.000","2017-06-17T00:00:00.000","Central Harlem South","1058408","1019240001","1022000","WEST 118 STREET","WEST 119 STREET","NE","(40.80579247, -73.95426274)"
"mn-03-123149","Manhattan","103","2","40.734140560000000","-73.989412090000000","Live","123149","92 EAST 14 STREET","10003","mn-03-123149","2016-11-10T00:00:00.000","2016-10-22T00:00:00.000","East Village","1077569","1005590009","1004200","4 AVENUE","IRVING PLACE","SE","(40.73414056, -73.98941209)"
"mn-12-111616","Manhattan","112","7","40.835546000000000","-73.944011000000000","Live","111616","3823 BROADWAY","10032","mn-12-111616","2018-05-21T00:00:00.000","2018-02-25T00:00:00.000","Washington Heights South","1063349","1021370001","1024500","WEST 159 STREET","WEST 160 STREET","NW","(40.835546, -73.944011)"
"mn-10-120049","Manhattan","110","9","40.808793090000000","-73.948124640000000","Live","120049","166 WEST 125 STREET","10027","mn-10-120049","2017-01-09T00:00:00.000","2016-11-14T00:00:00.000","Central Harlem South","1057837","1019090063","1022200","ADAM CLAYTON POWELL JR BOULEVARD","LENOX AVENUE","SE","(40.80879309, -73.94812464)"
"mn-07-133626","Manhattan","107","7","40.797283790000000","-73.969652390000000","Live","133626","2640 BROADWAY","10025","mn-07-133626","2018-03-14T00:00:00.000","2017-10-15T00:00:00.000","Upper West Side","1056481","1018720019","1018700","WEST 100 STREET","WEST 101 STREET","NE","(40.79728379, -73.96965239)"
"LINK-020768","Brooklyn","301","33","40.719511000000000","-73.946853000000000","Live","145858","434 MANHATTAN AVENUE","11222","bk-01-145858","2017-08-15T00:00:00.000","2017-06-30T00:00:00.000","Greenpoint","3067915","3027240007","3049900","BAYARD STREET","MEEKER AVENUE","SE","(40.719511, -73.946853)"
"mn-05-122369","Manhattan","105","3","40.749720910000000","-73.988083780000000","Live","122369","1293 BROADWAY","10001","mn-05-122369","2016-07-19T00:00:00.000","2016-04-30T00:00:00.000","Midtown-Midtown South","1015199","1008090045","1010100","WEST 34 STREET","WEST 33 STREET","NW","(40.74972091, -73.98808378)"
"mn-07-133628","Manhattan","107","7","40.796425250000000","-73.970279010000000","Live","133628","2618 BROADWAY","10025","mn-07-133628","2017-08-18T00:00:00.000","2017-07-07T00:00:00.000","Upper West Side","1056408","1018700043","1018700","WEST 99 STREET","WEST 98 STREET","SE","(40.79642525, -73.97027901)"
"bk-08-127030","Brooklyn","308","35","40.670147000000000","-73.950397000000000","Live","127030","791 NOSTRAND AVENUE","11216","bk-08-127030","2017-02-23T00:00:00.000","2017-02-03T00:00:00.000","Crown Heights North","3032652","3012620001","3031702","EASTERN PARKWAY","LINCOLN PLACE","NE","(40.670147, -73.950397)"
"bk-06-125930","Brooklyn","306","39","40.677619610000000","-73.979737990000000","Live","125930","168 5 AVENUE","11217","bk-06-125930","2017-04-03T00:00:00.000","2017-02-24T00:00:00.000","Park Slope-Gowanus","3019560","3009490044","3013100","DEGRAW STREET","SACKETT STREET","SW","(40.67761961, -73.97973799)"
"mn-10-142513","Manhattan","110","9","40.811973430000000","-73.945916920000000","Live","142513","2197 ADAM CLAYTON POWELL JR. BOULEVARD","10027","mn-10-142513","2016-12-16T00:00:00.000","2016-10-29T00:00:00.000","Central Harlem North-Polo Grounds","1058008","1019140061","1022400","WEST 130 STREET","WEST 131 STREET","SE","(40.81197343, -73.94591692)"
"mn-05-107760","Manhattan","105","4","40.746708870000000","-73.986207110000000","Live","107760","3 WEST 31 STREET","10001","mn-05-107760","2017-08-30T00:00:00.000","2017-07-29T00:00:00.000","Midtown-Midtown South","1015816","1008330038","1007600","5 AVENUE","BROADWAY","NW","(40.74670887, -73.98620711)"
"mn-05-135518","Manhattan","105","3","40.751521640000000","-73.990112160000000","Live","135518","461 7 AVENUE","10001","mn-05-135518","2017-12-04T00:00:00.000","2017-10-15T00:00:00.000","Midtown-Midtown South","1015221","1008100078","1010900","WEST 35 STREET","WEST 34 STREET","SE","(40.75152164, -73.99011216)"
"mn-03-137104","Manhattan","103","2","40.731570490000000","-73.988579140000000","Live","137104","66 3 AVENUE","10003","mn-03-137104","2017-08-31T00:00:00.000","2017-07-29T00:00:00.000","East Village","1008982","1005560065","1004200","EAST 11 STREET","EAST 12 STREET","NW","(40.73157049, -73.98857914)"
"mn-10-119961","Manhattan","110","9","40.805950280000000","-73.950754280000000","Live","119961","2010 ADAM CLAYTON POWELL JR. BOULEVARD","10027","mn-10-119961","2017-01-09T00:00:00.000","2016-10-22T00:00:00.000","Central Harlem South","1079502","1019260029","1022000","WEST 120 STREET","WEST 121 STREET","NW","(40.80595028, -73.95075428)"
"mn-04-137195","Manhattan","104","3","40.766683190000000","-73.990210100000000","Live","137195","455 WEST 53 STREET","10019","mn-04-137195","2018-05-16T00:00:00.000","2017-11-14T00:00:00.000","Clinton","1026754","1010630001","1013300","10 AVENUE","9 AVENUE","NE","(40.76668319, -73.9902101)"
"LINK-018148","Queens","402","26","40.740727000000000","-73.899864000000000","Live","145742","65-10 QUEENS BOULEVARD","11377","qu-02-145742","2017-03-20T00:00:00.000","2017-02-25T00:00:00.000","Woodside","4437388","4023920023","4024500","65 PLACE","65 STREET","SW","(40.740727, -73.899864)"
"LINK-020576","Bronx","201","17","40.822022190000000","-73.911952540000000","Live","146044","3125 3 AVENUE","10451","bx-01-146044","2018-04-19T00:00:00.000","2018-01-14T00:00:00.000","Melrose South-Mott Haven North","2000000","2023800051","2006900","EAST 159 STREET","EAST 158 STREET","SW","(40.82202219, -73.91195254)"
"mn-06-121538","Manhattan","106","4","40.751632360000000","-73.970657170000000","Live","121538","300 EAST 45 STREET","10017","mn-06-121538","2018-03-06T00:00:00.000","2017-11-04T00:00:00.000","Turtle Bay-East Midtown","1038762","1013370049","1009000","2 AVENUE","1 AVENUE","MIDBLOCK","(40.75163236, -73.97065717)"
"mn-07-134274","Manhattan","107","6","40.774645840000000","-73.982399820000000","Live","134274","1967 BROADWAY","10023","mn-07-134274","2016-07-19T00:00:00.000","2016-04-16T00:00:00.000","Lincoln Square","1028839","1011387502","1015300","WEST 67 STREET","WEST 66 STREET","SW","(40.77464584, -73.98239982)"
"mn-09-120374","Manhattan","109","7","40.820279590000000","-73.955268040000000","Live","120374","601 WEST 135 STREET","10031","mn-09-120374","2016-07-06T00:00:00.000","2016-06-11T00:00:00.000","Manhattanville","1059958","1020020033","1022301","BROADWAY","RIVERSIDE DRIVE","NW","(40.82027959, -73.95526804)"
"mn-06-134535","Manhattan","106","2","40.737088000000000","-73.981367900000000","Live","134535","380 2 AVENUE","10010","mn-06-134535","2017-12-05T00:00:00.000","2017-09-28T00:00:00.000","Gramercy","1020567","1009270055","1006400","EAST 22 STREET","EAST 21 STREET","SW","(40.737088, -73.9813679)"
"bx-01-123215","Bronx","201","17","40.819568000000000","-73.913388000000000","Live","123215","3012 3 AVENUE","10455","bx-01-123215","2016-12-22T00:00:00.000","2016-10-29T00:00:00.000","Melrose South-Mott Haven North","2117395","2023630024","2007100","EAST 155 STREET","EAST 156 STREET","MIDBLOCK","(40.819568, -73.913388)"
"mn-06-121369","Manhattan","106","4","40.749203000000000","-73.972507000000000","Live","121369","770 2 AVENUE","10017","mn-06-121369","2017-12-04T00:00:00.000","2017-08-26T00:00:00.000","Turtle Bay-East Midtown","1038650","1013340001","1008800","EAST 41 STREET","EAST 42 STREET","NE","(40.749203, -73.972507)"
"mn-09-120409","Manhattan","109","7","40.805472040000000","-73.965526100000000","Live","120409","2880 BROADWAY","10025","mn-09-120409","2016-06-29T00:00:00.000","2016-06-11T00:00:00.000","Morningside Heights","1056989","1018840001","1019900","WEST 112 STREET","WEST 113 STREET","NE","(40.80547204, -73.9655261)"
"mn-05-137210","Manhattan","105","4","40.756742180000000","-73.976529760000000","Live","137210","410 MADISON AVENUE","10017","mn-05-137210","2017-05-26T00:00:00.000","2017-04-30T00:00:00.000","Midtown-Midtown South","1035437","1012840014","1009400","EAST 48 STREET","EAST 49 STREET","NW","(40.75674218, -73.97652976)"
"mn-07-107744","Manhattan","107","7","40.799472460000000","-73.963183200000000","Live","107744","105 WEST 106 STREET","10025","mn-07-107744","2018-05-31T00:00:00.000","2018-01-26T00:00:00.000","Morningside Heights","1055966","1018610029","1019300","COLUMBUS AVENUE","AMSTERDAM AVENUE","NW","(40.79947246, -73.9631832)"
"LINK-018382","Staten Island","502","50","40.571781520000000","-74.108613670000000","Live","145730","2435 HYLAN BOULEVARD","10306","si-02-145730","2017-02-28T00:00:00.000","2017-02-19T00:00:00.000","New Dorp-Midland Beach","5052814","5036470001","5012200","BACHE AVENUE","BURBANK AVENUE","NW","(40.57178152, -74.10861367)"
"mn-05-133536","Manhattan","105","3","40.758022000000000","-73.985832000000000","Live","133536","200 WEST 45 STREET","10036","mn-05-133536","2018-05-16T00:00:00.000","2017-11-14T00:00:00.000","Midtown-Midtown South","1024714","1010160036","1011900","7 AVENUE","8 AVENUE","SW","(40.758022, -73.985832)"
"mn-06-133433","Manhattan","106","4","40.761095160000000","-73.967075780000000","Live","133433","974 3 AVENUE","10022","mn-06-133433","2016-09-28T00:00:00.000","2016-08-13T00:00:00.000","Turtle Bay-East Midtown","1086160","1013137501","1011203","EAST 59 STREET","EAST 58 STREET","NW","(40.76109516, -73.96707578)"
"qu-01-142852","Queens","401","22","40.760472670000000","-73.922019080000000","Live","142852","35-01 BROADWAY","11106","qu-01-142852","2017-05-23T00:00:00.000","2017-03-25T00:00:00.000","Astoria","4009768","4006480008","4006100","35 STREET","36 STREET","NE","(40.76047267, -73.92201908)"
"mn-06-136181","Manhattan","106","4","40.759756000000000","-73.968048000000000","Live","136181","936 3 AVENUE","10022","mn-06-136181","2016-03-15T00:00:00.000","2016-02-28T00:00:00.000","Turtle Bay-East Midtown","1036879","1013110033","1011203","EAST 56 STREET","EAST 57 STREET","NW","(40.759756, -73.968048)"
"bk-04-103731","Brooklyn","304","34","40.698876230000000","-73.938447010000000","Live","103731","849 BROADWAY","11206","bk-04-103731","2018-07-27T00:00:00.000","2018-04-10T00:00:00.000","Bushwick South","3071735","3031340004","3038900","PARK AVENUE","LOCUST STREET","MIDBLOCK","(40.69887623, -73.93844701)"
"LINK-018043","Queens","406","29","40.727489010000000","-73.856071160000000","Live","145765","97-14 66 AVENUE","11374","qu-06-145765","2017-04-05T00:00:00.000","2017-03-04T00:00:00.000","Forest Hills","4074783","4031597501","4071306","QUEENS BOULEVARD","SAUNDERS STREET","SE","(40.72748901, -73.85607116)"
"LINK-021068","Queens","402","26","40.747793000000000","-73.950086000000000","Live","146051","10-58 45 AVENUE","11101","qu-02-146051","2018-07-11T00:00:00.000","2018-01-17T00:00:00.000","Hunters Point-Sunnyside-West Maspeth","4000419","4000500028","4000700","11 STREET","VERNON BOULEVARD","SW","(40.747793, -73.950086)"
,"Brooklyn","316","41","40.6673324","-73.922027","Installed",,"1220 EAST NEW YORK AVENUE","11212","bk-16-GF34603",,"2022-07-22T00:00:00.000","Brownsville","3393291","3035090036","900","UNION STREET","RALPH AVENUE","SW","(40.6673324, -73.922027)"
"bk-02-126807","Brooklyn","302","35","40.686960590000000","-73.976370790000000","Live","126807","56 LAFAYETTE AVENUE","11217","bk-02-126807","2017-01-09T00:00:00.000","2016-11-11T00:00:00.000","Fort Greene","3059247","3021130022","3003500","FORT GREENE PLACE","ST FELIX STREET","SE","(40.68696059, -73.97637079)"
"bk-02-108350","Brooklyn","302","33","40.687457270000000","-73.981920180000000","Live","108350","36 NEVINS STREET","11217","bk-02-108350","2018-03-29T00:00:00.000","2017-09-17T00:00:00.000","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","3000000","3001660040","3003700","LIVINGSTON STREET","SCHERMERHORN STREET","NW","(40.68745727, -73.98192018)"
"mn-08-121058","Manhattan","108","4","40.780715930000000","-73.958721170000000","Live","121058","50 EAST 86 STREET","10028","mn-08-121058","2018-05-11T00:00:00.000","2018-03-04T00:00:00.000","Upper East Side-Carnegie Hill","1046840","1014970052","1015001","MADISON AVENUE","PARK AVENUE","SE","(40.78071593, -73.95872117)"
