"borough","boro","block","lot","bbl","hnum_lo","hnum_hi","str_name","crfn","grantee","deed_date","price","cap_rate","borough_cap_rate","yearqtr","postcode","latitude","longitude","community_board","council_district","census_tract","bin","nta","geocoded_column"
"BX","2","2381","49","2023810049","454","454","EAST 160 STREET","2018000238289","454 EAST 160 REALTY LLC","2018-06-27T00:00:00.000","1000000","0.1328","0.0367","2018Q2","10451","40.82298","-73.912245","203","17","141","2001482","Morrisania-Melrose","(40.82298, -73.912245)"
"MN","1","2177","100","1021770100","461","467","FT WASHINGTON AVENUE","2021000018922","TREVOR, CYNTHIA","2020-12-22T00:00:00.000","675000","0.8235","0.0612","2020Q4","10033","40.850647","-73.9384","112","10","265","1064298","Washington Heights South","(40.850647, -73.9384)"
"BX","2","3278","28","2032780028","382","382","EAST 197 STREET","2018000375635","382 E 197TH STREET LLC","2018-10-31T00:00:00.000","3324000","0.0382","0.0344","2018Q4","10458","40.865726","-73.887339","207","15","40502","2097857","Bedford Park-Fordham North","(40.865726, -73.887339)"
"BX","2","3078","26","2030780026","2503","2503","HUGHES AVENUE","2019000195653","NAMDAR HUGHES LLC","2019-06-06T00:00:00.000","3600000","0.0290","0.0369","2019Q2","10458","40.857772","-73.884714","206","15","389","2012268","Belmont","(40.857772, -73.884714)"
"BK","3","1243","68","3012430068","1043","1047","STERLING PLACE","2018000153213","1043 STERLING RESIDENCES, LLC","2018-05-03T00:00:00.000","6025000","0.0300","0.0367","2018Q2","11213","40.672192","-73.943871","308","36","341","3031680","Crown Heights North","(40.672192, -73.943871)"
"QN","4","515","31","4005150031","2022-12-26T00:00:00.000","2022-12-26T00:00:00.000","30 AVENUE","2021000016124","PIRZADA ASTOR PLACE LLC","2021-01-05T00:00:00.000","14800000","0.0480","0.0496","2021Q1",,,,,,,,,
"MN","1","1903","62","1019030062","1975","1977","ADAM C POWELL BLVD","2018000195547","ALEM AC LLC","2018-05-17T00:00:00.000","5225000","0.0266","0.0335","2018Q2","10026","40.804937","-73.951261","110","9","220","1057518","Central Harlem South","(40.804937, -73.951261)"
"BK","3","4675","45","3046750045","397","397","EAST 49 STREET","2020000051366","397 E 49TH ST LLC","2020-02-04T00:00:00.000","2900000","0.0814","0.0512","2020Q1","11203","40.652365","-73.931451","317","41","868","3102099","Rugby-Remsen Village","(40.652365, -73.931451)"
"MN","1","276","34","1002760034","110","110","MADISON STREET","2018000424587","110 MADISON STREET CC LLC","2018-12-18T00:00:00.000","8500000","0.0185","0.0325","2018Q4","10002","40.71223","-73.995138","103","1","8","1003311","Chinatown","(40.71223, -73.995138)"
"BK","3","1929","51","3019290051","211","211","LAFAYETTE AVENUE","2021000096944","BOKONOS 211, LLC","2021-02-26T00:00:00.000","2162500","0.0530","0.0638","2021Q1","11238","40.687893","-73.968637","302","35","197","3055310","Clinton Hill","(40.687893, -73.968637)"
"MN","1","406","11","1004060011","510","510","EAST 13 STREET","2021000277967","508-510 E 13 LLC","2021-07-08T00:00:00.000","5400000","0.0780","0.0553","2021Q3","10009","40.729364","-73.980022","103","2","34","1005205","East Village","(40.729364, -73.980022)"
"MN","1","1920","7","1019200007","181","181","WEST 135 STREET","2019000185055","181 WEST 135TH STREET LLC","2019-05-24T00:00:00.000","5769400","0.0998","0.0351","2019Q2","10030","40.815127","-73.943252","110","9","228","1058264","Central Harlem North-Polo Grounds","(40.815127, -73.943252)"
"BX","2","3356","185","2033560185","3540","3540","DECATUR AVENUE","2019000399364","1394 B.P.R REALTY CORP.","2019-11-19T00:00:00.000","11525000","0.0349","0.0405","2019Q4","10467","40.879393","-73.872262","207","11","431","2018652","Norwood","(40.879393, -73.872262)"
"MN","1","2111","44","1021110044","2119","2119","AMSTERDAM AVENUE","2018000331066","51 HAMILTON PLACE REALTY INC","2018-09-26T00:00:00.000","4790000","0.0360","0.0333","2018Q3","10032","40.837991","-73.93827","112","10","249","1062644","Washington Heights South","(40.837991, -73.93827)"
"MN","1","2067","36","1020670036","61","61","ST NICHOLAS PLACE","2020000189884","HARLEM BUILDING MANAGEMENT LLC","2020-06-15T00:00:00.000","5100000","0.0528","0.0616","2020Q2","10031","40.828888","-73.941231","109","9","23501","1061625","Hamilton Heights","(40.828888, -73.941231)"
"BX","2","3292","19","2032920019","2968","2968","PERRY AVENUE","2020000303507","2968 PERRY AVENUE ASSOCIATES LLC","2020-07-22T00:00:00.000","4950000","0.0433","0.0466","2020Q3","10458","40.870123","-73.884005","207","11","415","2016735","Bedford Park-Fordham North","(40.870123, -73.884005)"
"BK","3","5938","23","3059380023","140","140","BAY RIDGE PARKWAY","2021000447057","140 BRP, LLC","2021-09-30T00:00:00.000","11900000","0.0292","0.0556","2021Q3","11209","40.632451","-74.031989","310","43","44","3148655","Bay Ridge","(40.632451, -74.031989)"
"BK","3","5757","35","3057570035","6623","6623","FT HAMILTON PARKWAY","2021000413587","6623 REALTY CONSULTANTS LLC","2021-10-07T00:00:00.000","5200000","0.0425","0.0436","2021Q4","11219","40.629963","-74.01021","310","43","210","3142359","Dyker Heights","(40.629963, -74.01021)"
"BX","2","2872","320","2028720320","1491","1491","MACOMBS ROAD","2021000050011","ATLANTIC LAND MACOMBS ROAD, LLC","2021-02-03T00:00:00.000","28206","25.5094","0.0480","2021Q1","10452","40.843413","-73.917708","204","16","21302","2114112","Highbridge","(40.843413, -73.917708)"
"MN","1","1880","23","1018800023","211","213","WEST 108 STREET","2021000258755","211-213 WEST 108 ASSOCIATES LLC","2021-06-29T00:00:00.000","5050000","0.0695","0.0556","2021Q2","10025","40.802027","-73.965412","107","7","195","1056678","Morningside Heights","(40.802027, -73.965412)"
"BX","2","2376","49","2023760049","3009","3009","3 AVENUE","2021000394678","3007-09 3RD LLC","2021-09-24T00:00:00.000","2950000","0.0477","0.0464","2021Q3","10455","40.8193","-73.913745","201","17","67","2097992","Melrose South-Mott Haven North","(40.8193, -73.913745)"
"BX","2","3058","42","2030580042","495","495","EAST 188 STREET","2018000264716","EAST 188 REALTY 495 LLC","2018-07-26T00:00:00.000","6416395","0.0203","0.0343","2018Q3","10458","40.858148","-73.890089","206","15","387","2011777","Belmont","(40.858148, -73.890089)"
"BK","3","6760","62","3067600062","1561","1561","EAST 13 STREET","2019000019609","EAST 13 ASSETS LLC","2019-01-10T00:00:00.000","18007663","0.0262","0.0339","2019Q1","11230","40.611279","-73.960634","314","48","542","3181781","Midwood","(40.611279, -73.960634)"
"QN","4","1590","1","4015900001","94-02","94-02","41 AVENUE","2021000491941","ARLR REALTY ASSOCIATES LLC","2021-11-23T00:00:00.000","3600000","0.0500","0.0432","2021Q4","11373","40.746814","-73.871664","404","21","465","4039658","Elmhurst","(40.746814, -73.871664)"
"SI","5","4676","73","5046760073","351","351","ADELAIDE AVENUE","2019000042400","351 ADELAIDE AVENUE HOLDINGS LLC","2019-01-15T00:00:00.000","1745000","0.0473","0.0473","2019Q1","10306","40.55815","-74.118731","503","50","12805","5063024","Oakwood-Oakwood Beach","(40.55815, -74.118731)"
"MN","1","1019","1","1010190001","770","770","8 AVENUE","2018000398804","BILTMORE OWNER, LLC","2018-11-27T00:00:00.000","290000000","0.0547","0.0325","2018Q4","10036","40.760496","-73.987395","105","3","125","1086225","Midtown-Midtown South","(40.760496, -73.987395)"
"MN","1","1616","39","1016160039","88","92","EAST 111 STREET","2022000085641","88 E 111 LLC","2022-02-10T00:00:00.000","5250000","0.0703","0.0502","2022Q1","10029","40.79627","-73.945944","111","8","17402","1051620","East Harlem South","(40.79627, -73.945944)"
"MN","1","1682","52","1016820052","2154","2154","2 AVENUE","2020000021312","2154 2ND LLC","2020-01-08T00:00:00.000","2050000","0.0661","0.0560","2020Q1","10029","40.793572","-73.940273","111","8","180","1052865","East Harlem North","(40.793572, -73.940273)"
"BK","3","120","1203","3001201203","85","85","FLATBUSH AVENUE EXTE","2019000323022","85 FLATBUSH RHO RESIDENTIAL LLC","2019-09-19T00:00:00.000","46000000","0.0441","0.0329","2019Q3","11217","40.685876","-73.97877","302","35","35",,"Fort Greene","(40.685876, -73.97877)"
"BK","3","1734","52","3017340052","837","837","BEDFORD AVENUE","2018000253911","837 BEDFORD LLC","2018-07-24T00:00:00.000","3000000","0.0380","0.0354","2018Q3","11205","40.695361","-73.956286","303","33","1237","3048427","Bedford","(40.695361, -73.956286)"
"BX","2","3191","54","2031910054","9","9","EAST 193 STREET","2021000314118","JEROME193 LLC","2021-07-26T00:00:00.000","3025000","0.0745","0.0464","2021Q3","10468","40.866592","-73.89766","207","14","401","2014147","Bedford Park-Fordham North","(40.866592, -73.89766)"
"BK","3","2412","13","3024120013","356","358","SOUTH 1 STREET","2022000011289","356 SOUTH 1 LLC","2021-12-08T00:00:00.000","4810781","0.0672","0.0436","2021Q4","11211","40.71062","-73.952773","301","34","513","3063042","North Side-South Side","(40.71062, -73.952773)"
"BX","2","3328","147","2033280147","3530","3530","DEKALB AVENUE","2020000063363","3530 EQUITIES LLC","2020-02-06T00:00:00.000","8048773","0.0474","0.0410","2020Q1","10467","40.883095","-73.879781","207","11","431","2017821","Norwood","(40.883095, -73.879781)"
"QN","4","707","76","4007070076","32-84","32-84","45 STREET","2020000205869","AMORANI REALTY NY LLC","2020-07-14T00:00:00.000","4116565","0.0667","0.0547","2020Q3","11103","40.756637","-73.915396","401","26","159","4012402","Astoria","(40.756637, -73.915396)"
"MN","1","1045","12","1010450012","321","343","WEST 54 STREET","2022000025814","SECOND GENERATION REALTY COMPANY, LLC","2021-12-21T00:00:00.000","14141360","0.1683","0.0550","2021Q4","10019","40.765148","-73.985109","104","3","139","1025409","Clinton","(40.765148, -73.985109)"
"MN","1","406","48","1004060048","531","533","EAST 12 STREET","2018000380425","DS 531 E. 12TH OWNER LLC","2018-11-01T00:00:00.000","12576125","0.1111","0.0325","2018Q4","10009","40.728738","-73.980473","103","2","34","1088213","East Village","(40.728738, -73.980473)"
"MN","1","2110","70","1021100070","452","452","WEST 164 STREET","2018000156183","452 W 164 REALTY LLC","2018-04-17T00:00:00.000","4795000","0.0292","0.0335","2018Q2","10032","40.836877","-73.938022","112","10","24301","1062622","Washington Heights South","(40.836877, -73.938022)"
"BK","3","7345","41","3073450041","1247","1247","AVENUE V","2019000195130","1247 AVE V LLC","2019-06-13T00:00:00.000","2600000","0.0220","0.0333","2019Q2","11229","40.596448","-73.958478","315","48","582","3199459","Homecrest","(40.596448, -73.958478)"
"MN","1","2156","25","1021560025","511","511","WEST 184 STREET","2021000509048","511 W 184 LLC","2021-12-14T00:00:00.000","3400000","0.0513","0.0550","2021Q4","10033","40.850121","-73.930097","112","10","269","1063723","Washington Heights North","(40.850121, -73.930097)"
"BK","3","247","28","3002470028","74","74","MONTAGUE STREET","2018000144351","ANDREA OLSHAN, AS TRUSTEE*MICHAEL OLSHAN, AS TRUSTEE*ET AL","2018-04-13T00:00:00.000","152310","7.1849","0.0367","2018Q2","11201","40.695363","-73.996401","302","33","301",,"Brooklyn Heights-Cobble Hill","(40.695363, -73.996401)"
"BX","2","2744","40","2027440040","1105","1105","HOE AVENUE","2022000062475","1105 HOE AVENUE EDMS REALTY LLC","2022-01-14T00:00:00.000","871215","0.0420","0.0423","2022Q1","10459","40.825975","-73.890908","202","17","12701","2006043","Hunts Point","(40.825975, -73.890908)"
"MN","1","765","1","1007650001","102","116","8 AVENUE","2018000330453","EIGHTH AVE OWNERS LLC*EIV 8 AVE, LLC*ET AL","2018-09-28T00:00:00.000","83000000","0.0378","0.0333","2018Q3","10011","40.740534","-74.001941","104","3","81","1081536","Hudson Yards-Chelsea-Flatiron-Union Square","(40.740534, -74.001941)"
"MN","1","460","19","1004600019","216","216","EAST 5 STREET","2020000217944","MOLL, STEPHAN","2020-07-20T00:00:00.000","4000000","0.0508","0.0606","2020Q3","10003","40.727452","-73.990609","103","2","38","1006581","East Village","(40.727452, -73.990609)"
"QN","4","1514","51","4015140051","41-35","41-35","HAMPTON STREET","2022000025737","ALMA TRENTON LLC","2022-01-04T00:00:00.000","2550000","0.0454","0.0443","2022Q1","11373","40.745499","-73.879506","404","25","271","4037389","Elmhurst","(40.745499, -73.879506)"
"BK","3","5417","53","3054170053","287","287","WEBSTER AVENUE","2018000346337","287 WEBSTER REALTY LLC","2018-10-11T00:00:00.000","4380000","0.0309","0.0340","2018Q4","11230","40.633009","-73.970475","314","40","482","3127745","Flatbush","(40.633009, -73.970475)"
"BK","3","4674","21","3046740021","374","374","EAST 49 STREET","2021000260968","374 EAST 49 LLC","2021-06-14T00:00:00.000","3730000","0.0704","0.0628","2021Q2","11203","40.652807","-73.931519","317","41","870","3102041","East Flatbush-Farragut","(40.652807, -73.931519)"
"BX","2","2879","204","2028790204","1893","1893","ANDREWS AVENUE SOUTH","2021000430431","1893 ANDREWS, LLC","2021-10-08T00:00:00.000","8040000","0.0315","0.0440","2021Q4","10453","40.85362","-73.913889","205","14","24501","2009122","University Heights-Morris Heights","(40.85362, -73.913889)"
"BK","3","5168","7","3051680007","2401","2401","CORTELYOU ROAD","2019000191044","CORTELYOU MANAGEMENT LLC","2019-06-04T00:00:00.000","4472159","0.0435","0.0333","2019Q2","11226","40.644211","-73.954561","317","40","792","3119001","Erasmus","(40.644211, -73.954561)"
"BX","2","3739","51","2037390051","1161","1161","ELDER AVENUE","2019000015786","MAC BRONX PORTFOLIO I, LLC","2019-01-04T00:00:00.000","8950000","0.0250","0.0367","2019Q1","10472","40.827503","-73.878931","209","17","5002","2023835","Soundview-Bruckner","(40.827503, -73.878931)"
"BK","3","1143","35","3011430035","528","530","BERGEN STREET","2018000273343","ATLANTIC TERRA LLC*DELPHIC MEWS, LLC*VLACKE BOS, LLC","2018-07-30T00:00:00.000","8600000","0.0555","0.0354","2018Q3","11217","40.680371","-73.972815","308","35","161","3392324","Prospect Heights","(40.680371, -73.972815)"
"MN","1","2098","29","1020980029","3661","3669","BROADWAY","2018000382338","3661 BROADWAY ASSOCIATES LLC","2018-11-14T00:00:00.000","21795000","0.0165","0.0325","2018Q4","10031","40.830322","-73.947626","109","7","237","1062456","Hamilton Heights","(40.830322, -73.947626)"
"BK","3","5637","32","3056370032","864","864","49 STREET","2018000406025","864 49TH LLC","2018-11-29T00:00:00.000","17991000","0.0248","0.0340","2018Q4","11220","40.640863","-74.001794","312","38","108","3137539","Sunset Park East","(40.640863, -74.001794)"
"MN","1","2215","237","1022150237","104","104","TERRACE VIEW AVENUE","2019000332465","104 W REALTY LLC","2019-09-23T00:00:00.000","2750000","0.0472","0.0353","2019Q3","10463","40.876801","-73.912579","208","10","309","1064544","Marble Hill-Inwood","(40.876801, -73.912579)"
"BK","3","4700","42","3047000042","5201","5209","SNYDER AVENUE","2018000123312","SNYDER REALTY PARTNERS LLC","2018-04-04T00:00:00.000","5300000","0.0425","0.0367","2018Q2","11203","40.650244","-73.928119","317","41","862","3334397","Rugby-Remsen Village","(40.650244, -73.928119)"
"BX","2","2526","55","2025260055","1090","1090","UNIVERSITY AVENUE","2019000043310","BX 1090 LLC","2019-01-30T00:00:00.000","3285000","0.0295","0.0367","2019Q1","10452","40.835689","-73.929643","204","16","193","2003486","Highbridge","(40.835689, -73.929643)"
"QN","4","1950","178","4019500178","104-07","104-07","OTIS AVENUE","2018000145312","OTIS PLAZA CORP.","2018-04-26T00:00:00.000","2800000","0.0673","0.0313","2018Q2","11368","40.738055","-73.855522","404","21","43702","4534511","Corona","(40.738055, -73.855522)"
"BX","2","3289","32","2032890032","340","340","MARION AVENUE","2018000376675","340 E 198TH STREET LLC","2018-10-31T00:00:00.000","3084000","0.0296","0.0344","2018Q4","10458","40.85825","-73.896057","205","15","38302",,"Fordham South","(40.85825, -73.896057)"
"BX","2","2456","34","2024560034","1052","1052","SHERIDAN AVENUE","2018000211903","1048-1064 SHERIDAN INVESTORS LLC","2018-06-15T00:00:00.000","2823000","0.0338","0.0367","2018Q2","10456","40.830664","-73.918739","204","16","18102","2002732","East Concourse-Concourse Village","(40.830664, -73.918739)"
"MN","1","1901","12","1019010012","141","141","WEST 116 STREET","2018000415858","141 WEST 116TH OWNER, LLC","2018-12-10T00:00:00.000","4800000","0.0250","0.0325","2018Q4","10026","40.802549","-73.950909","110","9","218","1057395","Central Harlem South","(40.802549, -73.950909)"
"MN","1","505","26","1005050026","171","NA","AVENUE OF THE AMER","2020000007533","171 SIXTH AVE LLC","2019-12-26T00:00:00.000","6600000","0.0606","0.0474","2019Q4","10013","40.725935","-74.003871","102","3","37","1007821","SoHo-TriBeCa-Civic Center-Little Italy","(40.725935, -74.003871)"
"BK","3","6707","40","3067070040","984","984","EAST 15 STREET","2022000003592","984 E 15 LLC","2021-12-08T00:00:00.000","3575127","0.0389","0.0436","2021Q4","11230","40.625777","-73.961519","314","44","530","3179614","Midwood","(40.625777, -73.961519)"
"MN","1","2143","21","1021430021","609","609","WEST 173 STREET","2019000393435","SSPF REIT 1 LLC","2019-10-31T00:00:00.000","4793333","0.0739","0.0474","2019Q4","10032","40.844361","-73.938033","112","10","263","1063526","Washington Heights South","(40.844361, -73.938033)"
"BK","3","5086","50","3050860050","2150","2150","BEDFORD AVENUE","2018000228665","BEDFORD 2150 LLC","2018-07-02T00:00:00.000","8500000","0.0333","0.0354","2018Q3","11226","40.651774","-73.955961","314","40","79602","3116715","Prospect Lefferts Gardens-Wingate","(40.651774, -73.955961)"
"MN","1","2242","37","1022420037","97","105","COOPER STREET","2021000211774","101 COOPER ST. NYC LLC","2021-05-20T00:00:00.000","15150000","0.0707","0.0556","2021Q2","10034","40.868672","-73.921209","112","10","303","1064993","Marble Hill-Inwood","(40.868672, -73.921209)"
