"fy","type","received","address","bor_name","block","lot","bbl","landm_type","app_status","staff_action","board_action","amount","prj_status","latitude","longitude","community_board","council_district","census_tract","bin","nta","postcode"
"87","HO","1987-06-25T00:00:00.000","104 Milton Street","Brooklyn","2566","17","3025660017","Greenpoint Historic District","Closed","Denied at staff level",,,,"40.729283","-73.956209","301","33","565","3064887","Greenpoint","11222"
"88","HO","1987-07-01T00:00:00.000","302 Vanderbilt Avenue","Brooklyn","2105","47","3021050047","Fort Greene Historic District","Closed","Withdrawn",,,,"40.68841","-73.968903","302","35","197","3059154","Clinton Hill","11205"
"88","NFP","1987-07-17T00:00:00.000","263 Henry Street","Manhattan","288","77","1002880077","Individual Landmark","Closed","Presented to board","Approved","11007.00","Completed","40.713851","-73.984583","103","1","202","1003756","Lower East Side","10002"
"88","NFP","1987-07-17T00:00:00.000","265 Henry Street","Manhattan","288","78","1002880078","Individual Landmark","Closed","Presented to board","Approved","10761.00","Completed","40.713857","-73.984532","103","1","202","1079627","Lower East Side","10002"
"88","NFP","1987-07-17T00:00:00.000","267 Henry Street","Manhattan","288","78","1002880078","Individual Landmark","Closed","Presented to board","Approved","10832.00","Completed","40.713862","-73.984478","103","1","202","1079628","Lower East Side","10002"
"88","HO","1987-12-21T00:00:00.000","777 Dawson Street","Bronx","2695","31","2026950031","Longwood Historic District","Closed","Denied at staff level",,,,"40.817582","-73.899885","202","17","85","2005328","Longwood","10455"
"88","HO","1988-01-21T00:00:00.000","171 Midwood Street","Brooklyn","5032","70","3050320070","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Approved","9900.00","Completed","40.659848","-73.955037","309","40","800","3114965","Prospect Lefferts Gardens-Wingate","11225"
"88","HO","1988-03-24T00:00:00.000","218 Adelphi Street","Brooklyn","2090","43","3020900043","Fort Greene Historic District","Closed","Presented to board","Approved",,"Rescinded","40.69099","-73.971441","302","35","183","3058511","Fort Greene","11205"
"88","NFP","1988-04-22T00:00:00.000","420 Tompkins Avenue","Staten Island","2966","32","5029660032","Individual Landmark","Closed","Presented to board","Approved","9725.00","Completed","40.615239","-74.073334","501","49","36","5043850","Stapleton-Rosebank","10305"
"88","HO","1988-04-26T00:00:00.000","9 South Elliott Place","Brooklyn","2099","37","3020990037","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.689161","-73.975981","302","35","33","3058805","Fort Greene","11217"
"88","HO","1988-05-05T00:00:00.000","275 Clermont Avenue","Brooklyn","2105","25","3021050025","Fort Greene Historic District","Closed","Presented to board","Approved","10000.00","Completed","40.689071","-73.970035","302","35","197","3059133","Clinton Hill","11205"
"88","HO","1988-05-15T00:00:00.000","238 Adelphi Street","Brooklyn","2090","53","3020900053","Fort Greene Historic District","Closed","Withdrawn",,,,"40.69057","-73.971358","302","35","183","3058516","Fort Greene","11205"
"88","HO","1988-06-03T00:00:00.000","254 Adelphi Street","Brooklyn","2090","61","3020900061","Fort Greene Historic District","Closed","Withdrawn",,,,"40.690235","-73.97129","302","35","183","3058523","Fort Greene","11205"
"88","HO","1988-06-23T00:00:00.000","286 Clermont Avenue","Brooklyn","2104","32","3021040032","Fort Greene Historic District","Closed","Withdrawn",,,,"40.689115","-73.970064","302","35","181","3059085","Fort Greene","11205"
"89","HO","1988-07-01T00:00:00.000","29 South Elliott Place","Brooklyn","2099","26","3020990026","Fort Greene Historic District","Closed","Presented to board","Approved","10000.00","Completed","40.688708","-73.975891","302","35","33","3058794","Fort Greene","11217"
"89","HO","1988-07-28T00:00:00.000","29 Clifton Place","Brooklyn","1947","39","3019470039","Clinton Hill Historic District","Closed","Presented to board","Approved","8700.00","Completed","40.687752","-73.96334","302","35","197","3055556","Clinton Hill","11238"
"89","HO","1988-08-02T00:00:00.000","22 Hamilton Terrace","Manhattan","2050","178","1020500178","Hamilton Heights Historic District","Closed","Withdrawn",,,,"40.822386","-73.946801","109","7","227","1061023","Hamilton Heights","10031"
"89","HO","1988-08-17T00:00:00.000","307 Vanderbilt Avenue","Brooklyn","1929","12","3019290012","Clinton Hill Historic District","Closed","Presented to board","Approved","10000.00","Completed","40.688843","-73.968968","302","35","197","3055277","Clinton Hill","11205"
"89","HO","1988-11-17T00:00:00.000","403 Stuyvesant Avenue","Brooklyn","1686","4","3016860004","Stuyvesant Heights Historic District","Closed","Withdrawn",,,,"40.680453","-73.931548","303","36","297","3047785","Crown Heights North","11233"
"89","NFP","1988-12-14T00:00:00.000","443-445 West 22nd Street","Manhattan","720","25","1007200025","Chelsea Historic District Extension","Closed","Presented to board","Approved","15000.00","Completed","40.746397","-74.003147","104","3","93","1012681","Hudson Yards-Chelsea-Flatiron-Union Square","10011"
"89","HO","1988-12-15T00:00:00.000","338 MacDonough Street","Brooklyn","1675","25","3016750025","Stuyvesant Heights Historic District","Closed","Withdrawn",,,,"40.682202","-73.933316","303","36","297","3047085","Crown Heights North","11233"
"89","HO","1989-01-06T00:00:00.000","418 Stuyvesant Avenue","Brooklyn","1685","44","3016850044","Stuyvesant Heights Historic District","Closed","Withdrawn",,,,"40.680335","-73.931544","303","36","297","3047747","Crown Heights North","11233"
"89","HO","1989-01-30T00:00:00.000","331 MacDonough Street","Brooklyn","1670","63","3016700063","Stuyvesant Heights Historic District","Closed","Presented to board","Approved","9000.00","Completed","40.68223","-73.933208","303","36","297","3046840","Crown Heights North","11233"
"89","HO","1989-02-06T00:00:00.000","151 Rutland Road","Brooklyn","5035","77","3050350077","Prospect Lefferts Gardens Historic District","Closed","Denied at staff level",,,,"40.659107","-73.955444","309","40","800","3115207","Prospect Lefferts Gardens-Wingate","11225"
"89","HO","1998-02-16T00:00:00.000","235 Decatur Street","Brooklyn","1675","74","3016750074","Stuyvesant Heights Historic District","Closed","Denied at staff level",,,,"40.681387","-73.933999","303","36","297","3047125","Crown Heights North","11233"
"89","HO","1989-03-06T00:00:00.000","24 Clifton Place","Brooklyn","1951","18","3019510018","Clinton Hill Historic District","Closed","Presented to board","Approved","10000.00","Completed","40.687692","-73.963715","302","35","197","3055715","Clinton Hill","11238"
"89","HO","1989-03-28T00:00:00.000","108 MacDonough Street","Brooklyn","1855","24","3018550024","Stuyvesant Heights Historic District","Closed","Denied at staff level",,,,"40.681197","-73.942061","303","36","269","3053502","Bedford","11216"
"89","HO","1989-04-11T00:00:00.000","182 Maple Street","Brooklyn","5032","34","3050320034","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Approved","7550.00","Completed","40.660556","-73.954921","309","40","800","3114931","Prospect Lefferts Gardens-Wingate","11225"
"89","HO","1989-05-09T00:00:00.000","326B President Street","Brooklyn","443","28","3004430028","Carroll Gardens Historic District","Closed","Denied at staff level",,,,"40.680434","-73.993243","306","39","75","3007404","Carroll Gardens-Columbia Street-Red Hook","11231"
"89","HO","1989-05-15T00:00:00.000","129 Noble Street","Brooklyn","2566","65","3025660065","Greenpoint Historic District","Closed","Denied at staff level",,,,"40.728643","-73.955539","301","33","565","3064923","Greenpoint","11222"
"89","HO","1989-05-24T00:00:00.000","28 Rutland Road","Brooklyn","5037","16","3050370016","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Approved","8500.00","Completed","40.658845","-73.959344","309","40","79801","3115292","Prospect Lefferts Gardens-Wingate","11225"
"89","HO","1989-06-09T00:00:00.000","53 Rutland Road","Brooklyn","5034","83","3050340083","Prospect Lefferts Gardens Historic District","Closed","Denied at staff level",,,,"40.6589","-73.958739","309","40","79801","3115118","Prospect Lefferts Gardens-Wingate","11225"
"89","NFP","1989-06-20T00:00:00.000","143-35 37th Avenue","Queens","5012","60","4050120060","Individual Landmark","Closed","Presented to board","Approved","13160.00","Completed","40.763513","-73.823649","407","20","865","4430341","Flushing","11354"
"90","HO","1989-07-07T00:00:00.000","210 Lenox Avenue","Manhattan","1720","34","1017200034","Mount Morris Park Historic District","Closed","Denied at staff level",,,,"40.804922","-73.947555","110","9","200","1053347","Central Harlem South","10027"
"90","HO","1989-07-13T00:00:00.000","71 South Elliott Place","Brooklyn","2099","3","3020990003","Fort Greene Historic District","Closed","Presented to board","Approved","10000.00","Completed","40.687758","-73.975708","302","35","33","3058775","Fort Greene","11217"
"90","HO","1989-07-31T00:00:00.000","116 Franklin Street","Brooklyn","2566","3","3025660003","Greenpoint Historic District","Closed","Presented to board","Approved","9300.00","Completed","40.72871","-73.957393","301","33","565","3064873","Greenpoint","11222"
"90","HO","1989-08-03T00:00:00.000","1968 Morris Avenue","Bronx","2807","90","2028070090","Morris Avenue Historic District","Closed","Presented to board","Approved","10000.00","Completed","40.851038","-73.907476","205","14","241","2007677","Mount Hope","10453"
"90","HO","1989-08-07T00:00:00.000","339 East 140th Street","Bronx","2303","64","2023030064","Mott Haven Historic District","Closed","Presented to board","Approved","10878.00","Completed","40.811271","-73.923975","201","8","39","2000647","Mott Haven-Port Morris","10454"
"90","HO","1989-08-08T00:00:00.000","40 King Street","Manhattan","519","19","1005190019","Charlton-King-Vandam Historic District","Closed","Presented to board","Approved","10000.00","Completed","40.727765","-74.004301","102","3","37","1008089","SoHo-TriBeCa-Civic Center-Little Italy","10014"
"90","NFP","1989-08-17T00:00:00.000","617 West 155th Street","Manhattan","2134","14","1021340014","Audubon Terrace Historic District","Closed","Denied at staff level",,,,"40.83309","-73.946529","112","7","241","1063245","Washington Heights South","10032"
"90","HO","1989-08-18T00:00:00.000","11 West 122nd Street","Manhattan","1721","10","1017210010","Mount Morris Park Historic District","Closed","Presented to board","Approved","11000.00","Completed","40.805291","-73.945583","110","9","200","1053395","Central Harlem South","10027"
"90","HO","1989-08-21T00:00:00.000","224 Lenox Avenue","Manhattan","1720","37","1017200037","Mount Morris Park Historic District","Closed","Denied at staff level",,,,"40.805427","-73.947187","110","9","200","1053350","Central Harlem South","10027"
"90","HO","1989-08-25T00:00:00.000","78 West 120th Street","Manhattan","1718","66","1017180066","Mount Morris Park Historic District","Closed","Presented to board","Denied",,,"40.804268","-73.947079","110","9","200","1053286","Central Harlem South","10027"
"90","HO","1989-09-05T00:00:00.000","276 Carroll Street","Brooklyn","450","22","3004500022","Carroll Gardens Historic District","Closed","Denied at staff level",,,,"40.679779","-73.99399","306","39","77","3007570","Carroll Gardens-Columbia Street-Red Hook","11231"
"90","HO","1989-09-06T00:00:00.000","806 Richmond Terrace","Staten Island","70","24","5000700024","Individual Landmark","Closed","Presented to board","Approved","15000.00","Completed","40.644707","-74.099153","501","49","81","5001743","West New Brighton-New Brighton-St. George","10301"
"90","HO","1989-09-11T00:00:00.000","18 Clifton Place","Brooklyn","1951","15","3019510015","Clinton Hill Historic District","Closed","Presented to board","Approved","10000.00","Completed","40.687672","-73.963884","302","35","197","3055712","Clinton Hill","11238"
"90","HO","1989-09-13T00:00:00.000","931 East 156th Street","Bronx","2701","17","2027010017","Longwood Historic District","Closed","Presented to board","Approved","6000.00","Completed","40.81674","-73.900659","202","17","85","2005421","Longwood","10455"
"90","HO","1989-09-26T00:00:00.000","607 Hudson Street","Manhattan","624","7505","1006247505","Greenwich Village Historic District","Closed","Denied at staff level",,,,"40.737427","-74.005727","102","3","79","1011370","West Village","10014"
"90","NFP","1989-10-06T00:00:00.000","14 West 8th Street","Manhattan","551","27","1005510027","Greenwich Village Historic District","Closed","Presented to board","Approved","14700.00","Completed","40.732522","-73.997005","102","1","63","1008860","West Village","10011"
"90","HO","1989-10-10T00:00:00.000","132 Calyer Street","Brooklyn","2594","21","3025940021","Greenpoint Historic District","Closed","Denied at staff level",,,,"40.727449","-73.955316","301","33","561","3322630","Greenpoint","11222"
"90","HO","1989-10-12T00:00:00.000","294 Clermont Avenue","Brooklyn","2104","36","3021040036","Fort Greene Historic District","Closed","Presented to board","Approved","11275.00","Completed","40.688948","-73.970032","302","35","181","3059089","Fort Greene","11205"
"90","NFP","1989-10-13T00:00:00.000","1476 Richmond Road","Staten Island","3299","10","5032990010","Individual Landmark","Closed","Presented to board","Approved","13840.00","Completed","40.593464","-74.100279","502","50","9602","5107516","Old Town-Dongan Hills-South Beach","10304"
"90","HO","1989-10-13T00:00:00.000","34-56 107th Street","Queens","1748","36","4017480036","Individual Landmark","Closed","Presented to board","Approved","15000.00","Completed","40.754932","-73.861398","403","21","379","4043494","North Corona","11368"
"90","NFP","1989-10-13T00:00:00.000","159th Street at Beaver Road","Queens","10099","36","4100990036","Individual Landmark","Closed","Presented to board","Approved","14700.00","Completed",,,,,,,,
"90","HO","1989-10-23T00:00:00.000","256 Adelphi Street","Brooklyn","2090","62","3020900062","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.690192","-73.971282","302","35","183","3058524","Fort Greene","11205"
"90","HO","1989-12-02T00:00:00.000","15 West 120th Street","Manhattan","1720","9","1017200009","Mount Morris Park Historic District","Closed","Denied at staff level",,,,"40.804054","-73.946527","110","9","200","1053322","Central Harlem South","10027"
"90","HO","1989-12-20T00:00:00.000","181 Lenox Avenue","Manhattan","1904","29","1019040029","Mount Morris Park Historic District","Closed","Presented to board","Approved","15000.00","Completed","40.804","-73.948253","110","9","220","1057554","Central Harlem South","10026"
"90","HO","1990-03-16T00:00:00.000","238 Garfield Place","Brooklyn","1074","18","3010740018","Park Slope Historic District","Closed","Presented to board","Denied",,,"40.67175","-73.975905","306","39","157","3025058","Park Slope-Gowanus","11215"
"90","HO","1990-03-28T00:00:00.000","108 MacDonough Street","Brooklyn","1855","24","3018550024","Stuyvesant Heights Historic District","Closed","Denied at staff level",,,,"40.681197","-73.942061","303","36","269","3053502","Bedford","11216"
"90","HO","1990-04-25T00:00:00.000","22 West 119th Street","Manhattan","1717","146","1017170146","Mount Morris Park Historic District","Closed","Presented to board","Denied",,,"40.802967","-73.945946","110","9","190","1053224","Central Harlem South","10026"
"90","HO","1990-05-15T00:00:00.000","481 Waverly Street","Brooklyn","1978","4","3019780004","Clinton Hill Historic District","Closed","Presented to board","Denied",,,,,,,,,,
"90","HO","1990-05-23T00:00:00.000","9 South Elliott Place","Brooklyn","2099","37","3020990037","Fort Greene Historic District","Closed","Presented to board","Approved","12000.00","Completed","40.689161","-73.975981","302","35","33","3058805","Fort Greene","11217"
"91","HO","1990-08-21T00:00:00.000","156 Bergen Street","Brooklyn","386","17","3003860017","Boerum Hill Historic District","Closed","Presented to board","Approved","14500.00","Completed","40.685561","-73.987517","302","33","71","3005846","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","11217"
"91","HO","1990-08-22T00:00:00.000","163 Rutland Road","Brooklyn","5035","71","3050350071","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Denied",,,"40.659124","-73.95517","309","40","800","3115201","Prospect Lefferts Gardens-Wingate","11225"
"91","HO","1990-08-29T00:00:00.000","1981 Morris Avenue","Bronx","2829","81","2028290081","Morris Avenue Historic District","Closed","Presented to board","Approved","15000.00","Completed","40.851296","-73.90728","205","14","241","2007959","Mount Hope","10453"
"91","HO","1990-09-21T00:00:00.000","261 Sterling Street","Brooklyn","1315","62","3013150062","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Approved","7850.00","Completed","40.663042","-73.952364","309","40","329","3034818","Prospect Lefferts Gardens-Wingate","11225"
"91","HO","1990-09-21T00:00:00.000","261 Sterling Street","Brooklyn","1315","62","3013150062","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Approved","7150.00","Completed","40.663042","-73.952364","309","40","329","3034818","Prospect Lefferts Gardens-Wingate","11225"
"91","HO","1990-09-26T00:00:00.000","243 Cumberland Street","Brooklyn","2102","15","3021020015","Fort Greene Historic District","Closed","Presented to board","Approved","15000.00","Completed","40.68852","-73.972895","302","35","181","3059001","Fort Greene","11205"
"91","HO","1990-09-26T00:00:00.000","1983 Morris Avenue","Bronx","2829","20","2028290020","Morris Avenue Historic District","Closed","Denied at staff level",,,,"40.851337","-73.907244","205","14","241","2007935","Mount Hope","10453"
"91","HO","1990-09-30T00:00:00.000","458 West 144th Street","Manhattan","2059","22","1020590022","Hamilton Heights Historic District","Closed","Presented to board","Approved","10799.00","Completed","40.824198","-73.947248","109","7","227","1061290","Hamilton Heights","10031"
"91","HO","1990-11-03T00:00:00.000","36 West 130th Street","Manhattan","1727","55","1017270055","Individual Landmark","Closed","Presented to board","Approved","14964.00","Completed","40.810101","-73.941204","110","9","208","1053751","Central Harlem North-Polo Grounds","10037"
"91","HO","1990-11-09T00:00:00.000","473 West 142nd Street","Manhattan","2058","130","1020580130","Hamilton Heights Historic District Extension","Closed","Denied at staff level",,,,"40.823015","-73.948267","109","7","227","1061267","Hamilton Heights","10031"
"91","HO","1990-11-16T00:00:00.000","1968 Morris Avenue","Bronx","2807","90","2028070090","Morris Avenue Historic District","Closed","Denied at staff level",,,,"40.851038","-73.907476","205","14","241","2007677","Mount Hope","10453"
"91","HO","1990-12-04T00:00:00.000","24 West 130th Street","Manhattan","1727","49","1017270049","Individual Landmark","Closed","Presented to board","Approved",,"Rescinded","40.809985","-73.94093","110","9","208","1053745","Central Harlem North-Polo Grounds","10037"
"91","HO","1991-02-07T00:00:00.000","54 West 130th Street","Manhattan","1727","64","1017270064","Individual Landmark","Closed","Presented to board","Approved",,"Rescinded","40.810277","-73.941616","110","9","208","1053760","Central Harlem North-Polo Grounds","10037"
"91","HO","1991-02-20T00:00:00.000","291 Adelphi Street","Brooklyn","2104","15","3021040015","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.688819","-73.970987","302","35","181","3059068","Fort Greene","11205"
"91","HO","1991-03-04T00:00:00.000","84 Cambridge Place","Brooklyn","1980","39","3019800039","Clinton Hill Historic District","Closed","Presented to board","Approved","15000.00","Completed","40.684324","-73.962992","302","35","201","3056713","Clinton Hill","11238"
"91","HO","1991-03-04T00:00:00.000","52 West 130th Street","Manhattan","1727","63","1017270063","Individual Landmark","Closed","Presented to board","Approved",,"Rescinded","40.810257","-73.941569","110","9","208","1053759","Central Harlem North-Polo Grounds","10037"
"91","HO","1991-03-07T00:00:00.000","72 Downing Street","Brooklyn","1982","62","3019820062","Clinton Hill Historic District","Closed","Presented to board","Approved","15000.00","Completed","40.683727","-73.960912","302","35","231","3056857","Clinton Hill","11238"
"91","HO","1991-04-02T00:00:00.000","42 Downing Street","Brooklyn","1982","47","3019820047","Clinton Hill Historic District","Closed","Denied at staff level",,,,"40.68437","-73.961041","302","35","231","3056842","Clinton Hill","11238"
"91","HO","1991-04-16T00:00:00.000","470 West 144th Street","Manhattan","2059","28","1020590028","Hamilton Heights Historic District","Closed","Withdrawn",,,,"40.824278","-73.947443","109","7","227","1061296","Hamilton Heights","10031"
"91","HO","1991-04-18T00:00:00.000","128 Noble Street","Brooklyn","2569","27","3025690027","Greenpoint Historic District","Closed","Withdrawn",,,,"40.728619","-73.955622","301","33","561","3064966","Greenpoint","11222"
"91","HO","1991-04-22T00:00:00.000","40 West 130th Street","Manhattan","1727","57","1017270057","Individual Landmark","Closed","Denied at staff level",,,,"40.810139","-73.941295","110","9","208","1053753","Central Harlem North-Polo Grounds","10037"
"91","HO","1991-04-26T00:00:00.000","95 Kent Street","Brooklyn","2550","77","3025500077","Greenpoint Historic District","Closed","Withdrawn",,,,"40.730675","-73.956894","301","33","565","3064605","Greenpoint","11222"
"91","HO","1991-04-30T00:00:00.000","311 Cumberland Street","Brooklyn","2119","6","3021190006","Fort Greene Historic District","Closed","Presented to board","Approved","15000.00","Completed","40.686407","-73.972478","302","35","181","3059378","Fort Greene","11238"
"91","HO","1991-05-14T00:00:00.000","284 Convent Avenue","Manhattan","2058","13","1020580013","Hamilton Heights Historic District","Closed","Denied at staff level",,,,"40.822367","-73.947907","109","7","227","1061232","Hamilton Heights","10031"
"91","HO","1991-05-19T00:00:00.000","384 Vanderbilt Avenue","Brooklyn","1959","45","3019590045","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.685709","-73.968364","302","35","199","3055935","Clinton Hill","11238"
"91","HO","1991-05-30T00:00:00.000","286 Carroll Street","Brooklyn","450","27","3004500027","Carroll Gardens Historic District","Closed","Denied at staff level",,,,"40.679644","-73.993694","306","39","77","3007575","Carroll Gardens-Columbia Street-Red Hook","11231"
"91","HO","1991-06-26T00:00:00.000","273 Clermont Avenue","Brooklyn","2105","26","3021050026","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.689115","-73.970042","302","35","197","3059134","Clinton Hill","11205"
"91","HO","1991-06-27T00:00:00.000","53 South Elliott Place","Brooklyn","2099","13","3020990013","Fort Greene Historic District","Closed","Presented to board","Approved","15000.00","Completed","40.688164","-73.975787","302","35","33","3058785","Fort Greene","11217"
"92","HO","1991-07-12T00:00:00.000","11 South Elliott Place","Brooklyn","2099","36","3020990036","Fort Greene Historic District","Closed","Withdrawn",,,,"40.689114","-73.975971","302","35","33","3058804","Fort Greene","11217"
"92","NFP","1991-07-16T00:00:00.000","29 East 4th Street","Manhattan","544","71","1005440071","Individual Landmark","Closed","Presented to board","Approved","14689.00","Completed","40.727579","-73.992528","102","2","57","1008785","West Village","10003"
"92","HO","1991-07-23T00:00:00.000","577 Fifth Street","Brooklyn","1083","62","3010830062","Park Slope Historic District","Closed","Denied at staff level",,,,"40.667589","-73.975985","306","39","165","3025573","Park Slope-Gowanus","11215"
"92","HO","1991-07-25T00:00:00.000","50 West 130th Street","Manhattan","1727","62","1017270062","Individual Landmark","Closed","Denied at staff level",,,,"40.810238","-73.941526","110","9","208","1053758","Central Harlem North-Polo Grounds","10037"
"92","NFP","1991-08-15T00:00:00.000","208 West 13th Street","Manhattan","617","47","1006170047","Greenwich Village Historic District","Closed","Presented to board","Approved","15000.00","Completed","40.738034","-74.000603","102","3","77","1067571","West Village","10011"
"92","HO","1991-08-15T00:00:00.000","249 Kane Street","Brooklyn","312","40","3003120040","Cobble Hill Historic District","Closed","Withdrawn",,,,"40.685622","-73.994894","306","39","45","3003544","Carroll Gardens-Columbia Street-Red Hook","11231"
"92","NFP","1991-08-21T00:00:00.000","114-04 14th Road","Queens","4067","1","4040670001","Individual Landmark","Closed","Presented to board","Approved","15000.00","Completed","40.78462","-73.853042","407","19","929","4098136","College Point","11356"
"92","HO","1991-10-01T00:00:00.000","967 East 156th Street","Bronx","2708","66","2027080066","Longwood Historic District","Closed","Denied at staff level",,,,"40.816116","-73.899613","202","8","85","2005585","Longwood","10455"
"92","HO","1991-10-01T00:00:00.000","78 West 120th Street","Manhattan","1718","66","1017180066","Mount Morris Park Historic District","Closed","Presented to board","Approved","14700.00","Completed","40.804268","-73.947079","110","9","200","1053286","Central Harlem South","10027"
"92","HO","1991-10-02T00:00:00.000","415 Clermont Avenue","Brooklyn","1959","7502","3019597502","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.685146","-73.969247","302","35","199","3055916","Clinton Hill","11238"
"92","HO","1991-10-24T00:00:00.000","97 Noble Street","Brooklyn","2566","81","3025660081","Greenpoint Historic District","Closed","Denied at staff level",,,,"40.728545","-73.956563","301","33","565","3064939","Greenpoint","11222"
"92","HO","1991-11-01T00:00:00.000","146 Franklin Street","Brooklyn","2558","2","3025580002","Greenpoint Historic District","Closed","Withdrawn",,,,"40.730058","-73.957612","301","33","565","3064676","Greenpoint","11222"
"92","HO","1991-11-01T00:00:00.000","17 West 121st Street","Manhattan","1720","42","1017200042","Mount Morris Park Historic District","Closed","Withdrawn",,,,"40.804699","-73.946103","110","9","200","1053355","Central Harlem South","10027"
"92","HO","1991-12-02T00:00:00.000","102 South Elliott Place","Brooklyn","2113","39","3021130039","Brooklyn Academy of Music Historic District","Closed","Withdrawn",,,,"40.686251","-73.975427","302","35","35","3059252","Fort Greene","11217"
"92","HO","1991-12-09T00:00:00.000","424 Vanderbilt Avenue","Brooklyn","1959","65","3019590065","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.684899","-73.968202","302","35","199","3055955","Clinton Hill","11238"
"92","HO","1992-01-09T00:00:00.000","347 Adelphi Street","Brooklyn","2121","10","3021210010","Fort Greene Historic District","Closed","Presented to board","Approved","14950.00","Completed","40.687002","-73.970624","302","35","181","3059461","Fort Greene","11238"
"92","HO","1992-01-28T00:00:00.000","14 West 122nd Street","Manhattan","1720","64","1017200064","Mount Morris Park Historic District","Closed","Denied at staff level",,,,"40.805289","-73.945619","110","9","200","1053374","Central Harlem South","10027"
