"name","subject","status","url"
"Int 0219-2014","A Local Law to amend the administrative code of the city of New York, in relation to creating a bicycle safety task force.","Laid Over in Committee","http://legistar.council.nyc.gov/LegislationDetail.aspx?ID=1687975&GUID=F2F5F3E4-6792-4DCA-B051-117BC84C48F1&Options=Advanced&Search="
"Int 0220-2014","A Local Law to amend the administrative code of the city of New York, in relation to requiring the department of buildings to conduct structural inspections of those multiple dwellings that have a dangerous number of hazardous or immediately hazardous violations and the department of housing preservation and development to correct structural defects when the owner fails to do so.","Committee","http://legistar.council.nyc.gov/LegislationDetail.aspx?ID=1687973&GUID=DFF09F9B-BB4F-4C42-8588-9A704A79E099&Options=Advanced&Search="
"Int 0215-2014","A Local Law to amend the administrative code of the city of New York, in relation to requiring the department of transportation to make available on its website biographical information pertaining to all street and park name changes.","Committee","http://legistar.council.nyc.gov/LegislationDetail.aspx?ID=1687972&GUID=4A8730C1-B8CE-4D0A-A845-EFA16FAB9E8B&Options=Advanced&Search="
"Int 0205-2014","A Local Law to amend the administrative code of the city of New York, in relation to requiring that all hotels in the city of New York provide their housekeeping staff with silent alarms for their protection.","Committee","http://legistar.council.nyc.gov/LegislationDetail.aspx?ID=1687944&GUID=9E80D104-0388-47DA-BB40-5BBCD3E10406&Options=Advanced&Search="
"Int 0179-2014","A Local Law to amend the administrative code of the city of New York, in relation to display of street numbers","Enacted","http://legistar.council.nyc.gov/LegislationDetail.aspx?ID=1681121&GUID=1F039AC9-4CB9-490D-9FF7-37BBCA4CC654&Options=Advanced&Search="
"Int 0173-2014","A Local Law to amend the administrative code of the city of New York, in relation to the prohibition of discrimination against interns.","Enacted","http://legistar.council.nyc.gov/LegislationDetail.aspx?ID=1681112&GUID=61B404E8-34B2-400D-8CB1-61C88313B1C2&Options=Advanced&Search="
"Int 0165-2014","A Local Law to amend the administrative code of the city of New York, in relation to ensuring that handheld computers used to enforce parking laws, rules and regulations access information from the department of transportation’s sign information system.","Committee","http://legistar.council.nyc.gov/LegislationDetail.aspx?ID=1681100&GUID=E1556A58-A669-4383-9DA8-76687F19343B&Options=Advanced&Search="
"Int 0164-2014","A Local Law to amend the administrative code of the city of New York, in relation to extending J-51 benefits to owners of multiple dwellings for green roofs.","Committee","http://legistar.council.nyc.gov/LegislationDetail.aspx?ID=1681099&GUID=A3118E31-1861-430B-920A-C5C5799EDCE1&Options=Advanced&Search="
"Int 0163-2014","A Local Law to amend the administrative code of the City of New York, in relation to information required to be provided upon the signing of a lease.","Laid Over in Committee","http://legistar.council.nyc.gov/LegislationDetail.aspx?ID=1681087&GUID=5165D186-6D27-4662-9090-2C6F3DA75407&Options=Advanced&Search="
"Int 0151-2014","A Local Law to amend the administrative code of the city of New York, in relation to establishing minimum neighborhood service standards and requiring environmental mitigation reports on certain large-scale developments.","Committee","http://legistar.council.nyc.gov/LegislationDetail.aspx?ID=1681073&GUID=A5C3B7D3-7722-42E9-B9F2-1E13EAF074A9&Options=Advanced&Search="
"Int 0152-2014","A Local Law to amend the administrative code of the city of New York, in relation to requiring a certification of no harassment prior to approval of construction documents or issuance of permits for demolition or renovation of certain buildings","Enacted (Mayor's Desk for Signature)","http://legistar.council.nyc.gov/LegislationDetail.aspx?ID=1681072&GUID=7D25EC9E-252A-437E-A169-5736A26BD901&Options=Advanced&Search="
"Int 0150-2014","A Local Law to amend the New York city charter, in relation to instant run-off voting.","Committee","http://legistar.council.nyc.gov/LegislationDetail.aspx?ID=1681065&GUID=C2D94A92-80CF-4E75-806F-D9C49E96C6BD&Options=Advanced&Search="
"Res 0115-2014","Resolution calling upon the New York State Legislature to pass and the Governor to sign into law A.2448 and S.4142, which would allow sixteen and seventeen year olds to be appointed to New York City Community Boards.","Adopted","http://legistar.council.nyc.gov/LegislationDetail.aspx?ID=1681058&GUID=072C7989-B9BD-4D8B-AEE0-7C560CA3902F&Options=Advanced&Search="
"Int 0108-2014","A Local Law to amend the administrative code of the city of New York, in relation to prohibiting employment discrimination based on an individual's actual or perceived status as a caregiver","Enacted","http://legistar.council.nyc.gov/LegislationDetail.aspx?ID=1681058&GUID=072C7989-B9BD-4D8B-AEE0-7C560CA3902F&Options=Advanced&Search="
"Int 0097-2014","A Local Law to amend the administrative code of the city of New York, in relation to student pedestrian safety near schools located in proximity to parking garages.","Committee","http://legistar.council.nyc.gov/LegislationDetail.aspx?ID=1672735&GUID=787E2C81-240A-40B8-BB7E-0F309AF35408&Options=Advanced&Search="
"Int 0072-2014","A Local Law to amend the administrative code of the city of New York, in relation to reporting and posting online information pertaining to mobile food vendors.","Laid Over in Committee","http://legistar.council.nyc.gov/LegislationDetail.aspx?ID=1672706&GUID=22EE2F97-8363-4412-A421-F6F53DFB5FE3&Options=Advanced&Search="
"Int 0089-2014","A Local Law to amend the administrative code of the city of New York, in relation to requiring the department of social services to provide semiannual reports to the council regarding referrals to adult protective services","Enacted","http://legistar.council.nyc.gov/LegislationDetail.aspx?ID=1672696&GUID=322F90FD-E7CF-4FEC-B853-AFFD026008E9&Options=Advanced&Search="
"Int 0001-2014","A Local Law to amend the New York city charter and the administrative code of the city of New York, in relation to the provision of sick time earned by employees, and section 7 of local law number 46 for the year 2013, relating to such sick time, in relation to the effective date of such local law, and to repeal section 6 of local law number 46 for the year 2013, relating to a determination of the Independent Budget Office.","Enacted","http://legistar.council.nyc.gov/LegislationDetail.aspx?ID=1636850&GUID=FD23CC16-F69E-4F06-B448-251F1CFC922D&Options=Advanced&Search="
