"objectid","globalid","seating_interest_sidewalk","restaurant_name","legal_business_name","doing_business_as_dba","bulding_number","street","borough","zip","business_address","food_service_establishment","sidewalk_dimensions_length","sidewalk_dimensions_width","sidewalk_dimensions_area","roadway_dimensions_length","roadway_dimensions_width","roadway_dimensions_area","approved_for_sidewalk_seating","approved_for_roadway_seating","qualify_alcohol","sla_serial_number","sla_license_type","landmark_district_or_building","landmarkdistrict_terms","healthcompliance_terms","time_of_submission","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"1059","24e91288-b49c-4ea5-850c-378a7779d72d","sidewalk","Paris Oven","Paris Oven Inc","Paris Oven Inc","38-12","30th avenue","Queens","11103","38-12 30th avenue, Queens, NY","50091036","20","20","400",,,,"yes","no","no",,,"no",,"yes","2020-06-19T15:08:00.000","40.764201","-73.915672","1","22","155","4436905","4006600045","Astoria"
"10590","{C80CE64C-C153-48CE-88B0-8CE3D06260D3}","openstreets","VEGETARIAN DIM SUM HOUSE","28 VEGETARIAN RESTAURANT","VEGETARIAN DIM SUM HOUSE","24","Pell Street","Manhattan","10013","24 Pell Street, Manhattan, NY","41327349",,,,,,,"no","no","no",,,"no",,"yes","2020-08-24T14:29:00.000","40.714862","-73.998186","3","1","29","1001781","1001630008","Chinatown"
"10591","{4DB1F11A-F550-40F4-8B9F-5BE6819A207E}","both","PIPA","ABC HOME FURNISHINGS INC","PIPA","38","EAST 19 ST.","Manhattan","10003","38 EAST 19 ST., Manhattan, NY","41138123","68","6","408","68","8","544","yes","yes","yes","Jan-04","OP","yes","yes","yes","2020-08-24T14:31:00.000","40.738258","-73.989456","5","2","52","1080755","1008470027","Hudson Yards-Chelsea-Flatiron-Union Square"
"10592","{2F7E19F6-3A93-4AB8-841B-9AC3D01363C9}","sidewalk","ELIO'S RESTAURANT","1621 RESTAURANTS INC","1621 RESTAURANTS INC","1623","2ND AVENUE","Manhattan","10028","1623 2ND AVENUE, Manhattan, NY","40374192","21","19","399",,,,"yes","no","yes","Aug-13","OP","no",,"yes","2020-08-24T14:53:00.000","40.77676","-73.952571","8","5","14601","1048738","1015300023","Yorkville"
"10593","{C2846C4F-E2A8-4A9F-8514-802A53ABB708}","sidewalk","Corto Cafe","Corto Cafe LLC","Corto Cafe LLC","260","Halsey Street","Brooklyn","11216","260  Halsey Street, Brooklyn, NY","50103233","24","7","168",,,,"yes","no","no",,,"no",,"yes","2020-08-24T15:01:00.000","40.682567","-73.943152","3","36","269","3331248","3018460009","Bedford"
"10594","{57083B86-9C03-48CD-89FB-2AC5980D4F5B}","both","Vida Verde","AHASCRA LLC","Vida Verde","248","West 55th Street","Manhattan","10019","248 West 55th Street, Manhattan, NY","50067743","20","5","100","30","8","240","yes","yes","yes","Nov-53","OP","no",,"yes","2020-08-24T15:13:00.000","40.765002","-73.982867","5","3","137","1000000","1010260055","Midtown-Midtown South"
"10595","{D6B3565B-E628-4189-871A-89AFDB7F87B4}","both","ELI'S TASTE","EBAR TENANT CORP","ELI'S TASTE","1411","3RD AVE","Manhattan","10028","1411  3RD AVE, Manhattan, NY","40680918","72","6","432","52","8","416","yes","yes","yes","Oct-10","OP","no",,"yes","2020-08-24T15:17:00.000","40.775058","-73.956717","8","5","138","1048523","1015267501","Yorkville"
"10596","{4551ABD9-C2CF-43CB-8C09-A07B2B23541B}","both","Spicy Empire Skewer Hot Pot","Feng Ta Inc","Feng Ta Inc","147-10","45th Ave","Queens","11355","147-10 45th Ave, Queens, NY","50085976","18","10","180","18","8","144","yes","yes","yes","May-98","RW","no",,"yes","2020-08-24T15:38:00.000","40.75552","-73.814983","7","20","1189","4122813","4054300002","East Flushing"
"10597","{1C4B8155-CA9A-4675-8014-8A6D945DDB7D}","sidewalk","Danny's Pizzeria","Antola Pizzeria Corp.","Danny's Pizzeria","241","241 BUSHWICK AVENUE","Brooklyn","11206","241 241 BUSHWICK AVENUE, Brooklyn, NY","40887949","25","5","125",,,,"yes","no","no",,,"no",,"yes","2020-08-24T16:35:00.000",,,,,,,,
"10598","{620F68B0-4217-4829-855A-377F3EED47D9}","sidewalk","Dengji Restaurant","Dengji restaurant","Dengji restaurant","46-22","kissena blvd","Queens","11355","46-22  kissena blvd, Queens, NY","50037698","8","14","112",,,,"yes","no","no",,,"no",,"yes","2020-08-24T17:12:00.000","40.750121","-73.8186","7","20","845","4314741","4051490137","Flushing"
"10599","{207F251A-3508-43FB-80EF-91724D87E3CE}","both","La Contenta Next Door","106 La Contenta LLC","La Contenta Next Door","106","Norfolk","Manhattan","10002","106 Norfolk , Manhattan, NY","50105507","15","5","75","18","8","144","yes","yes","yes","Apr-09","OP","no",,"yes","2020-08-24T18:01:00.000","40.71891","-73.987078","3","1","1402","1004300","1003530051","Lower East Side"
"106","47119f16-4e52-4f5e-830d-3151749d2adb","both","Il Piccolo Bufalo Restaurant","Buffanna Inc.","Il Piccolo Bufalo Restaurant","141","Mulberry Street","Manhattan","10013","141 Mulberry Street, Manhattan, NY","41025692","25","20","500","25","12","300","yes","yes","yes","1167865","OP","no",,"yes","2020-06-19T11:03:00.000","40.718705","-73.997619","2","1","41","1003079","1002360025","SoHo-TriBeCa-Civic Center-Little Italy"
"1060","8e70838c-e737-47f0-87e8-f062d915a8dd","both","Graziellas Restaurant","232 Vanderbilt Ave Restaurant Corp","Graziella's Restaurant","228-232","Vanderbilt Ave","Brooklyn","11205","228-232 Vanderbilt Ave, Brooklyn, NY","41017770","50","10","500","50","8","400","yes","yes","yes","1302264","OP","no",,"yes","2020-06-19T14:51:00.000","40.690562","-73.969331","2","35","183","3058576","3020920048","Fort Greene"
"10600","{7E7C2C98-7430-476F-8BC6-4083DB8479C8}","sidewalk","Arts and Crafts Beer Parlor","ACBP SoHa, LLC","Arts and Crafts Beer Parlor","1135","Amsterdam Ave","Manhattan","10025","1135  Amsterdam Ave, Manhattan, NY","50044876","120","6","720",,,,"yes","no","yes","Feb-27","TW","no",,"yes","2020-08-24T18:28:00.000","40.806654","-73.961161","9","7","20101","1056058","1018670074","Morningside Heights"
"10601","{6324D310-7E7E-4369-8374-788EA1A3F868}","both","Lhasa Fast food","Lhasa Fresh Food Inc","Lhasa Fresh Food Inc","3750","74th St","Queens","11373","3750 74th St, Queens, NY","50076681","24","8","192","24","8","192","yes","yes","no",,,"no",,"yes","2020-08-24T19:17:00.000","40.747737","-73.891617","3","25","289","4029807","4012840061","Jackson Heights"
"10602","{5FDD0DE9-310E-44D5-84B6-1F78DB034ED3}","roadway","Panorama Restaurant","Panorama Corp.","Panorama Corporation","87-10","Astoria Blvd","Queens","11369","87-10 Astoria Blvd, Queens, NY","50091771",,,,"20","6","120","no","yes","no",,,"no",,"yes","2020-08-24T19:59:00.000","40.764147","-73.882056","3","22","329","4314418","4010990055","Jackson Heights"
"10603","{C7D196E4-9292-4296-8854-8E9A76FADBF8}","both","BAREBURGER","EAST 87 BURGERS LLC","BAREBURGER","undefined","1681 1 AVENUE","Manhattan","10128","1681 1 AVENUE, Manhattan, NY","50000999","25","14","350","32","8","256","yes","yes","yes","Oct-70","RW","no",,"yes","2020-08-24T20:48:00.000","40.777788","-73.948721","8","5","14602","1050050","1015500023","Yorkville"
"10604","{9618A7DF-EF29-4E35-8AC6-A18725B8A4E0}","both","FLAVA II LOUNGE","8920 AVENUE D INC","FLAVA II LOUNGE","undefined","8920 AVENUE D","Brooklyn","11236","8920 AVENUE D, Brooklyn, NY","50105156","40","6","240","40","4","160","yes","yes","yes","Apr-98","OP","no",,"yes","2020-08-24T20:54:00.000","40.645905","-73.912787","18","45","962","3222229","3079460046","Canarsie"
"10605","{09D067D4-B638-48B3-8390-91DE1A7BA764}","both","DENGJI IIII RESTAURANT","DENGJI IIII RESTAURANT INC","DENGJI IIII RESTAURANT","undefined","4009 PRINCE ST","Queens","11354","4009 PRINCE ST, Queens, NY","50105498","44","6","264","44","8","352","yes","yes","no",,,"no",,"yes","2020-08-24T21:15:00.000","40.758831","-73.831823","7","20","871","4438131","4050360058","Flushing"
"10606","{48608506-B844-4C95-8676-3AD64389230E}","both","DENG JI RESTAURANT","DENGJI RESTAURANT INC","DENG JI RESTAURANT","undefined","4622 KISSENA BLVD","Queens","11355","4622 KISSENA BLVD, Queens, NY","50037698","12","12","144","16","8","128","yes","yes","no",,,"no",,"yes","2020-08-24T21:35:00.000","40.750121","-73.8186","7","20","845","4314741","4051490137","Flushing"
"10607","{16A798C5-7AFA-47BF-8301-BF1EF80112C3}","both","Cozy Royale","COZY ROYALE LLC","Cozy Royale","undefined","434 HUMBOLDT STREET","Brooklyn","11211","434 HUMBOLDT STREET, Brooklyn, NY","50105648","70","8","560","70","8","560","yes","yes","yes","E575612","OP","no",,"yes","2020-08-24T21:41:00.000","40.716912","-73.943061","1","34","477","3070105","3028750001","East Williamsburg"
"10608","{29177B00-9171-420A-888B-C3FCE3617222}","both","GOWANUS CORNER CAFE","VIVAS BROOKLYN LLC","GOWANUS CORNER CAFE","undefined","400 4 AVENUE","Brooklyn","11215","400 4 AVENUE, Brooklyn, NY","50105694","19","17","323","50","8","400","yes","yes","no",,,"no",,"yes","2020-08-25T08:00:00.000","40.672123","-73.987253","6","39","119","3021560","3009920033","Park Slope-Gowanus"
"10609","{7155CC87-D7E6-45A4-8719-5BA37236E3A5}","sidewalk","LENWICH","LENWICH 43RD LLC","LENWICH","undefined","613 9 AVENUE","Manhattan","10036","613 9 AVENUE, Manhattan, NY","50049229","19","7","133",,,,"yes","no","no",,,"no",,"yes","2020-08-25T08:30:00.000","40.75942","-73.991922","4","3","121","1026365","1010530032","Clinton"
"1061","2c577af6-ca25-42c7-8821-fd1fd52af895","sidewalk","Pho 60","Sonovi Inc.","Pho 60","1001","60th Street","Brooklyn","11219","1001 60th Street, Brooklyn, NY","50072930","60","10","600",,,,"yes","no","no",,,"no",,"yes","2020-06-19T14:44:00.000","40.632642","-74.004813","12","38","214","3140937","3057090001","Borough Park"
"10611","{1E93C9CF-EAA8-4573-8260-C8AC791AC063}","both","LENWICH","LENWICH 23RD LLC","LENWICH","undefined","16 WEST   23 STREET","Manhattan","10010","16 WEST   23 STREET, Manhattan, NY","50047320","15","12","180","15","8","120","yes","yes","no",,,"yes","yes","yes","2020-08-25T08:50:00.000","40.741884","-73.990394","5","3","58","1015569","1008240048","Hudson Yards-Chelsea-Flatiron-Union Square"
"10612","{25A4AE67-6A83-4002-86FA-FF132EDFFF05}","sidewalk","PELICAN REEF CATERERS","PELICAN REEF CATERERS LLC","pelicanrfeef caterers","undefined","1260 FLATBUSH AVENUE","Brooklyn","11226","1260 FLATBUSH AVENUE, Brooklyn, NY","50035731","5","8","40",,,,"yes","no","yes","Mar-14","OP","no",,"yes","2020-08-25T09:30:00.000","40.639498","-73.954661","14","40","51601","3120714","3052230100","Flatbush"
"10613","{DA617109-DD60-49CD-8DCB-2835907770A1}","sidewalk","MULBERRY &amp; VINE","MIDTOWN EAST M &amp; V. LLC","Mulberry & Vine","undefined","155 EAST   44 STREET","Manhattan","10017","155 EAST   44 STREET, Manhattan, NY","50058520","30","10","300",,,,"yes","no","no",,,"no",,"yes","2020-08-25T10:50:00.000","40.752386","-73.974241","6","4","92","1036177","1012990033","Turtle Bay-East Midtown"
"10614","{C67FF591-2983-4FE1-8FBD-A400D3FFDE2B}","both","SOJU HAUS","gogi inc","ktm inc","undefined","315 5 AVENUE","Manhattan","10016","315 5 AVENUE, Manhattan, NY","50005710","40","3","120","30","8","240","yes","yes","yes","Jul-79","RW","no",,"yes","2020-08-25T10:51:00.000","40.747002","-73.985596","5","4","74","1017004","1008610075","Midtown-Midtown South"
"10615","{EF036394-C668-4481-8AEA-26A2A3D9B11C}","roadway","MEMORIES BAR SHEVROJA","BAR CAFE SHEVROJA INC","MEMORIES BAR SHEVROJA","undefined","2611 BATH AVENUE","Brooklyn","11214","2611 BATH AVENUE, Brooklyn, NY","50007382",,,,"40","8","320","no","yes","yes","Apr-86","OP","yes","yes","yes","2020-08-25T11:28:00.000","40.592799","-73.988377","13","47","302","3186393","3068820004","Bensonhurst East"
"10616","{C88A09A9-9F8C-4043-88FB-74720843B3F7}","both","R &amp; J LOUNGE","R &amp; J LOUNGE CORP","R &amp; J LOUNGE","undefined","109 EAST  116 STREET","Manhattan","10029","109 EAST  116 STREET, Manhattan, NY","50033938","36","16","576","32","8","256","yes","yes","yes","Mar-07","OP","no",,"yes","2020-08-25T11:51:00.000","40.799043","-73.94259","11","8","182","1052283","1016440007","East Harlem North"
"10617","{8AE0329A-C777-40B5-829A-C0BC80D88C7C}","sidewalk","CHOLULA DELI GROCERY","CHOLULA DELI GROCERY CORP.","CHOLULA DELI GROCERY","undefined","222 WYCKOFF AVENUE","Brooklyn","11237","222 WYCKOFF AVENUE, Brooklyn, NY","41239887","35","6","210",,,,"yes","no","no",,,"yes","yes","yes","2020-08-25T12:00:00.000","40.701128","-73.913981","4","37","441","3338489","3033190030","Bushwick North"
"10618","{A69ECC84-651A-408D-83FD-372098A81911}","sidewalk","XI'AN FAMOUS FOODS","LIAO DE HEN INC","XI'AN FAMOUS FOODS","undefined","45 BAYARD STREET","Manhattan","10013","45 BAYARD STREET, Manhattan, NY","50055661","19","5","95",,,,"yes","no","yes","Oct-63","RW","no",,"yes","2020-08-25T12:38:00.000","40.715153","-73.997168","3","1","29","1001800","1001630032","Chinatown"
"10619","{ABA9D22F-D002-4D7F-8B1C-DFC1BC784FEE}","sidewalk","KEUR COUMBA RESTAURANT","KEUR COUMBA RESTAURANT INC","KEUR COUMBA RESTAURANT","undefined","125 WEST  116 STREET","Manhattan","10026","125 WEST  116 STREET, Manhattan, NY","41639194","44","19","836",,,,"yes","no","no",,,"no",,"yes","2020-08-25T12:44:00.000","40.80242","-73.950602","10","9","218","1057402","1019010019","Central Harlem South"
"1062","dcc132cc-20e0-415d-8c85-bddcdc74fae8","sidewalk","La Nonna Ristorante & Bar","184 Kent Avenue Inc","La Nonna Ristorante & Bar","184","Kent Ave","Brooklyn","11249","184 Kent Ave , Brooklyn, NY","50005984","40","10","400",,,,"yes","no","yes","1272599","RW","no",,"yes","2020-06-19T14:50:00.000","40.718491","-73.963698","1","33","555","3062358","3023487501","North Side-South Side"
"10620","{7EA632D4-F01B-46CF-8295-3378F4C8CA6C}","roadway","MALA PROJECT","MALA MIDTOWN LLC","MALA PROJECT","undefined","41 WEST   46 STREET","Manhattan","10036","41 WEST   46 STREET, Manhattan, NY","50072791",,,,"20","8","160","no","yes","yes","Jul-76","OP","no",,"yes","2020-08-25T12:52:00.000","40.75663","-73.980426","5","4","96","1034321","1012620018","Midtown-Midtown South"
"10621","{72FFAB94-F5DD-439B-84AF-2567D37CE824}","roadway","MALA PROJECT","MALA PROJECT EAST VILLAGE LLC","MALA PROJECT","undefined","122 1 AVENUE","Manhattan","10009","122 1 AVENUE, Manhattan, NY","50083465",,,,"24","8","192","no","yes","yes","Jun-12","OP","yes","yes","yes","2020-08-25T12:57:00.000","40.727188","-73.985572","3","2","32","1005815","1004350004","East Village"
"10622","{86DEF9C6-303A-46DE-8B86-EB1A87C6AB18}","sidewalk","KEUR COUMBA RESTAURANT","KEUR COUMBA RESTAURANT INC","KEUR COUMBA RESTAURANT","undefined","125 WEST  116 STREET","Manhattan","10026","125 WEST  116 STREET, Manhattan, NY","41639194","44","19","836",,,,"yes","no","no",,,"no",,"yes","2020-08-25T13:09:00.000","40.80242","-73.950602","10","9","218","1057402","1019010019","Central Harlem South"
"10623","{C0401311-6AE6-46FB-85B2-7E2955B00B9C}","sidewalk","HARU","HARU AMSTERDAM AVENUE CORP","HARU","undefined","433 AMSTERDAM AVENUE","Manhattan","10024","433 AMSTERDAM AVENUE, Manhattan, NY","40733383","30","10","300",,,,"yes","no","yes","Dec-14","RW","no",,"yes","2020-08-25T13:21:00.000","40.784234","-73.977521","7","6","165","1031999","1012110063","Upper West Side"
"10624","{72324A6B-4752-4242-8EDC-4379A712B982}","both","PURPLE DOUGH","PURPLE OVEN LLC","PURPLE DOUGH","undefined","3805 69TH ST","Queens","11377","3805 69TH ST, Queens, NY","50078455","5","12","60","8","8","64","yes","yes","no",,,"no",,"yes","2020-08-25T13:53:00.000","40.746899","-73.896426","2","26","263","4029698","4012820008","Woodside"
"10625","{65715220-9522-41E1-84BA-CBE971A3A1C0}","both","GOLDEN RING","GOLDEN RING INC","GOLDEN RING","undefined","595 BEDFORD AVENUE","Brooklyn","11211","595 BEDFORD AVENUE, Brooklyn, NY","41327047","32","16","512","32","8","256","yes","yes","no",,,"no",,"yes","2020-08-25T14:07:00.000","40.703553","-73.960457","1","33","535","3423903","3200169999","Williamsburg"
"10626","{E95A661B-377A-452E-8CA0-9773CDFF61F0}","sidewalk","MINNIE'S","AVIR, LLC.","MINNIE'S","undefined","29 CLINTON STREET","Manhattan","10002","29 CLINTON STREET, Manhattan, NY","41090212","36","2","72",,,,"yes","no","yes","Nov-52","OP","no",,"yes","2020-08-25T14:13:00.000","40.720466","-73.984365","3","2","3001","1004252","1003500030","Chinatown"
"10627","{754738E6-1581-4F79-8571-F2CBD2782D85}","sidewalk","FUKUOKA SHABU SHABU","FUKUOKA FOOD, INC.","Fukuoka Food inc","undefined","45-68 KISSENA BOULEVARD","Queens","11355","45-68 KISSENA BOULEVARD, Queens, NY","41376978","32","36","1152",,,,"yes","no","yes","Sep-36","RW","no",,"yes","2020-08-25T14:32:00.000","40.750844","-73.819374","7","20","845","4438154","4051480034","Flushing"
"10628","{FE2421F6-6492-4FDC-8043-D0681262E574}","roadway","DELI EL BIGOTES","DELI EL BIGOTE CORP","DELI EL BIGOTES","undefined","3 EAST   31 STREET","Brooklyn","11226","3 EAST   31 STREET, Brooklyn, NY","41714411",,,,"8","6","48","no","yes","no",,,"no",,"yes","2020-08-25T14:56:00.000","40.650541","-73.948549","17","40","824","3327763","3048850001","Erasmus"
"10629","{B33E9F63-8325-47FF-8522-DE8A001157EC}","sidewalk","BURGER KING","RACKSON RESTAURANTS, LLC","BURGER KING","undefined","106 LIBERTY STREET","Manhattan","10006","106 LIBERTY STREET, Manhattan, NY","50054573","64","18","1152",,,,"yes","no","yes","Jan-52","EB","no",,"yes","2020-08-25T15:20:00.000","40.709831","-74.012","1","1","13","1001043","1000520030","Battery Park City-Lower Manhattan"
"1063","a59cb5df-b9d5-4133-84ad-9f2c528ce88b","both","Someday Bar","364 Atlantic Ave","Someday Bar","364","Atlantic Ave","Brooklyn","11217","364 Atlantic Ave, Brooklyn, NY","50093727","25","10","250","25","8","200","yes","yes","yes","1317022","OP","yes","yes","yes","2020-06-19T13:27:00.000","40.687466","-73.98623","2","33","41","3000879","3001830016","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"10630","{186EA49B-B218-4DEB-8388-55E29B4FD812}","roadway","MR. CHOW TRIBECCA","MC TRIBECA, LLC","MR. CHOW TRIBECCA","undefined","121 HUDSON STREET","Manhattan","10013","121 HUDSON STREET, Manhattan, NY","41185792",,,,"38","8","304","no","yes","yes","Jan-03","OP","yes","yes","yes","2020-08-25T15:39:00.000","40.720052","-74.008575","1","1","39","1002127","1001887503","SoHo-TriBeCa-Civic Center-Little Italy"
"10631","{0D3B5258-92E4-4D5C-85B1-B8347BBCB8D9}","sidewalk","XI'AN FAMOUS FOODS","ZHANG BA GOU INC","XI'AN FAMOUS FOODS","undefined","313 6 AVENUE","Manhattan","10014","313 6 AVENUE, Manhattan, NY","50079921","14","8","112",,,,"yes","no","yes","Dec-92","RW","yes","yes","yes","2020-08-25T15:56:00.000","40.730861","-74.001537","2","3","67","1010077","1005890037","West Village"
"10632","{53991CB4-082F-4D87-8985-74CD3ACB71DA}","roadway","CHINESE RESTAURANT","TASTE GOOD PLACE INC","CHINESE RESTAURANT","undefined","4626 KISSENA BLVD","Queens","11355","4626 KISSENA BLVD, Queens, NY","50059253",,,,"25","8","200","no","yes","no",,,"no",,"yes","2020-08-25T16:14:00.000","40.750047","-73.81852","7","20","845","4314742","4051490138","Flushing"
"10633","{EA889FEB-AFB1-4AE1-8842-55FACDAF6BB4}","both","ALADDIN HOOKAH LOUNGE","HAMIZ LAMIZ ANIS CORP.","ALADDIN HOOKAH LOUNGE","undefined","25-57 STEINWAY STREET","Queens","11103","25-57 STEINWAY STREET, Queens, NY","50002191","12","20","240","12","8","96","yes","yes","no",,,"no",,"yes","2020-08-25T16:35:00.000","40.767542","-73.912014","1","22","143","4011380","4006840023","Astoria"
"10634","{6C842D1A-9350-4DB3-8C20-1E27D5266B54}","roadway","TASTE OF LAHORE","TASTE OF LAHORE INC.","TASTE OF LAHORE","undefined","7310 NORTHERN BOULEVARD","Queens","11372","7310 NORTHERN BOULEVARD, Queens, NY","41700337",,,,"35","8","280","no","yes","no",,,"no",,"yes","2020-08-25T16:48:00.000","40.754694","-73.89353","3","25","289","4028633","4012460001","Jackson Heights"
"10635","{CB8D87EB-8492-478B-8779-7210E31BB241}","both","BOLERO","BOLERO PROTO LLC","BOLERO","undefined","177 BEDFORD AVENUE","Brooklyn","11211","177 BEDFORD AVENUE, Brooklyn, NY","50099657","21","15","315","18","8","144","yes","yes","yes","Oct-15","OP","no",,"yes","2020-08-25T17:21:00.000","40.718058","-73.957472","1","33","553","3061940","3023200004","North Side-South Side"
"10636","{298A66F6-3B54-442B-8FDD-EF448FD92123}","both","CAFE SELECT","212 LAFAYETTE ASSOCIATES, LLC","CAFE SELECT","undefined","212 LAFAYETTE STREET","Manhattan","10012","212 LAFAYETTE STREET, Manhattan, NY","41337465","25","6","150","25","8","200","yes","yes","yes","Feb-04","OP","no",,"yes","2020-08-25T18:12:00.000","40.721782","-73.99759","2","1","45","1007222","1004820031","SoHo-TriBeCa-Civic Center-Little Italy"
