"property_id","property_name","year_ending","energy_star_score","custom_property_id_1_id","address_1","address_2","city","state_province","postcode","county","property_floor_area_buildings","year_built","primary_property_type_self","date_property_last_modified","service_and_product_provider","energy_star_certification","metered_areas_energy","energy_star_certification_1","energy_star_certification_2","energy_star_certification_3","energy_star_certification_4","target_energy_star_score","energy_alerts","space_alerts","direct_ghg_emissions_mtco2e","indirect_ghg_emissions_mtco2e","total_ghg_emissions_mtco2e","egrid_output_emissions_rate","energy_current_date","water_current_date","electricity_onsite_renewable","electricity_sourced_from","avoided_emissions_offsite","onsite_renewable_system","green_power_offsite_kwh","onsite_renewable_system_1","site_eui_kbtu_ft","site_energy_use_kbtu","national_median_site_eui","target_site_eui_kbtu_ft","weather_normalized_site_eui","electricity_use_grid_purchase","electricity_use_grid_purchase_1","natural_gas_use_kbtu","natural_gas_use_therms","district_steam_use_kbtu","fuel_oil_2_use_kbtu","fuel_oil_4_use_kbtu","fuel_oil_5_6_use_kbtu","diesel_2_use_kbtu","other_use_kbtu","district_chilled_water_use","district_hot_water_use_kbtu","estimated_data_flag","estimated_data_flag_1","estimated_data_flag_natural","estimated_data_flag_district","estimated_data_flag_fuel","estimated_data_flag_fuel_1","estimated_data_flag_fuel_2","estimated_data_flag_diesel","estimated_data_flag_other","estimated_data_flag_district_1","estimated_data_flag_district_2","percent_better_than_national","source_eui_kbtu_ft","source_energy_use_kbtu","weather_normalized_source","national_median_source_eui","percent_better_than_national_1","bank_branch_gross_floor_area","bank_branch_percent_that","bank_branch_computer_density","bank_branch_weekly_operating","bank_branch_worker_density","bank_branch_number_of_workers","hospital_general_medical","hospital_general_medical_1","hospital_general_medical_2","hospital_general_medical_3","hospital_general_medical_4","hospital_general_medical_5","hospital_general_medical_6","hotel_gross_floor_area_ft","hotel_full_service_spa_floor","hotel_gym_fitness_center","hotel_number_of_rooms","hotel_room_density_number","hotel_amount_of_laundry","hotel_type_of_laundry_facility","hotel_percent_that_can_be","hotel_cooking_facilities","hotel_worker_density_number","worship_facility_gross_floor","worship_facility_computer","worship_facility_weekly","worship_facility_cooking","k_12_school_gross_floor_area","k_12_school_high_school","k_12_school_weekend_operation","k_12_school_computer_density","k_12_school_percent_that","k_12_school_refrigeration","k_12_school_cooking_facilities","medical_office_gross_floor","medical_office_number_of","medical_office_percent_that","medical_office_weekly","multifamily_housing_gross","multifamily_housing_number","multifamily_housing_number_1","multifamily_housing_number_2","multifamily_housing_government","multifamily_housing_maximum","multifamily_housing_number_3","multifamily_housing_percent","multifamily_housing_percent_1","multifamily_housing_number_4","multifamily_housing_primary","multifamily_housing_resident","office_gross_floor_area_ft","office_percent_that_can_be","office_computer_density_number","office_weekly_operating_hours","office_worker_density_number","parking_completely_enclosed","parking_gross_floor_area","parking_open_parking_lot","parking_partially_enclosed","residence_hall_dormitory","residence_hall_dormitory_1","residence_hall_dormitory_2","residence_hall_dormitory_3","residence_hall_dormitory_4","retail_store_gross_floor","retail_store_cash_register","retail_store_exterior_entrance","retail_store_worker_density","retail_store_weekly_operating","retail_store_walk_in","retail_store_percent_that","retail_store_computer_density","retail_store_open_or_closed","retail_store_number_of_walk","retail_store_number_of_open","senior_care_community_gross","senior_care_community_average","senior_care_community_number","senior_care_community_number_1","senior_care_community_number_2","senior_care_community_number_3","senior_care_community_number_4","senior_care_community_percent","senior_care_community_number_5","senior_care_community_maximum","senior_care_community_number_6","supermarket_grocery_gross","supermarket_grocery_number","supermarket_grocery_number_1","supermarket_grocery_number_2","supermarket_grocery_percent","supermarket_grocery_cooking","supermarket_grocery_walk","supermarket_grocery_weekly","supermarket_grocery_worker","swimming_pool_approximate","swimming_pool_location_of","swimming_pool_months_in_use","refrigerated_warehouse_gross","refrigerated_warehouse_weekly","refrigerated_warehouse_worker","non_refrigerated_warehouse","non_refrigerated_warehouse_1","non_refrigerated_warehouse_2","non_refrigerated_warehouse_3","non_refrigerated_warehouse_4","non_refrigerated_warehouse_5","data_center_pue","data_center_pdu_input_site","data_center_ups_output_site","data_center_it_source_energy","data_center_national_median","data_center_gross_floor_area","data_center_it_site_energy","data_center_it_energy","indoor_water_use_all_water","indoor_water_intensity_all","outdoor_water_use_all_water","water_alerts","generation_date","release_date","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"1241646","0524 Washingtonville","2012-12-31T00:00:00.000","28","Not Available","60 Brotherhood Plaza Dr.","Not Available","Washingtonville","New York","10992","ORANGE","41685","Not Available","Supermarket/Grocery","29-MAR-13","Not Available","Not Available","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","75","Not Available","Not Available","196.97","715.33","912.3","Not Available","28-FEB-13","01-JAN-00","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","276.8","11539009.2","239.5","200.6","286.6","7836493.67","2296744.9","3702515.51","37025.2","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","Not Available","No","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","15.6","720.9","30050422.6","723.7","623.8","15.6","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","41685","8","45","8","70","1","0.19","168","0.74","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","2013-05-15T10:33:11.000","2013-05-15T06:33:10.000",,,,,,,,,
"1241648","0527 Nanuet","2012-12-31T00:00:00.000","55","Not Available","32 South Middltown Rd.","Not Available","Nanuet","New York","10954","ROCKLAND","63985","Not Available","Supermarket/Grocery","26-APR-13","Not Available","Not Available","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","75","Not Available","Not Available","332.69","915.41","1248.1","Not Available","31-MAR-13","01-JAN-00","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","254.5","16281999.3","264","221.1","259.4","10028503.87","2939186.4","6253495.45","62535","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","Not Available","No","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","-3.6","625.8","40042612.7","622","649.3","-3.6","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","63985","12","39","12","70","1","0.19","168","0.75","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","2013-05-15T10:33:11.000","2013-05-15T06:33:10.000",,,,,,,,,
"1241649","0528 Newburgh","2012-12-31T00:00:00.000","81","Not Available","Rt. 87 & Meadow Hill Rd.","Not Available","Newburgh","New York","12550","ORANGE","74389","Not Available","Supermarket/Grocery","26-APR-13","Not Available","Not Available","No Selection Made","Eligible","No Status Available","Not Available","Not Available","75","Not Available","Not Available","182.7","979.77","1162.47","Not Available","31-MAR-13","01-JAN-00","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","190.5","14167770.1","242","202.6","192.9","10733520.78","3145815","3434249.34","34342.5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","Not Available","No","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","-21.3","530.3","39445618.5","527.1","673.7","-21.3","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","74389","14","47","14","70","1","0.19","168","0.75","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","2013-05-15T10:33:11.000","2013-05-15T06:33:10.000",,,,,,,,,
"1241650","0529 New Rochelle","2012-12-31T00:00:00.000","71","Not Available","2425 Palmer Ave.","Not Available","New Rochelle","New York","10801","WESTCHESTER","80480","0","Supermarket/Grocery","05-APR-13","Not Available","Not Available","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","75","Not Available","Not Available","394.04","1086.97","1481.01","Not Available","28-FEB-13","01-JAN-00","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","235.9","18984084.7","274.8","230.1","242.9","11577378.27","3393135.5","7406706.45","74067.1","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","Not Available","No","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","-14.2","576.8","46423265.1","576.4","672","-14.2","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","80480","15","39","15","70","1","0.19","168","0.75","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","2013-05-15T10:33:11.000","2013-05-15T06:33:10.000",,,,,,,,,
"1241651","0530 Dobbs Ferry","2012-12-31T00:00:00.000","10","Not Available","390 Broadway","Not Available","Dobbs Ferry","New York","10522","WESTCHESTER","27164","Not Available","Supermarket/Grocery","05-APR-13","Not Available","Not Available","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","75","Not Available","Not Available","186.02","520.82","706.83","Not Available","28-FEB-13","01-JAN-00","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","332.9","9043822.7","241.6","202.3","353","5547229.6","1625800","3496593.06","34965.9","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","Not Available","No","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","37.8","816.8","22188679.8","839.5","592.7","37.8","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","27164","5","45","5","70","1","0.18","168","0.74","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","2013-05-15T10:33:11.000","2013-05-15T06:33:10.000",,,,,,,,,
"1241653","0532 Eastchester","2012-12-31T00:00:00.000","7","Not Available","420 White Plains Rd.","Not Available","Eastchester","New York","10709","WESTCHESTER","24500","Not Available","Supermarket/Grocery","11-APR-13","Not Available","Not Available","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","75","Not Available","Not Available","133.51","525.61","659.12","Not Available","28-FEB-13","01-JAN-00","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","330.9","8107830.2","232.3","194.5","336.4","5598249.04","1640752.9","2509581.18","25095.8","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","Not Available","No","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","42.4","870.4","21325683.3","867.8","611.1","42.4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","24500","5","49","5","70","1","0.2","168","0.73","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","2013-05-15T10:33:11.000","2013-05-15T06:33:10.000",,,,,,,,,
"1241654","0533 Mount Ivy","2012-12-31T00:00:00.000","36","Not Available","1581 US Hwy. 202","Not Available","Mount Ivy","New York","10970","ROCKLAND","51809","Not Available","Supermarket/Grocery","26-APR-13","Not Available","Not Available","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","75","Not Available","Not Available","227.8","866.26","1094.06","Not Available","31-MAR-13","01-JAN-00","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","265.8","13772022","243.5","203.9","273.9","9489982.22","2781354.7","4282039.75","42820.4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","Not Available","No","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","9.2","698.3","36179836.3","698.2","639.7","9.2","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","51809","10","17","10","70","1","0.19","168","0.75","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","2013-05-15T10:33:11.000","2013-05-15T06:33:10.000",,,,,,,,,
"1241656","0535 Central Nyack","2012-12-31T00:00:00.000","4","Not Available","313 Rt. 59","Not Available","Central Nyack","New York","10960","ROCKLAND","29070","Not Available","Supermarket/Grocery","17-APR-13","Not Available","Not Available","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","75","Not Available","Not Available","197.29","622.54","819.83","Not Available","31-MAR-13","01-JAN-00","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","362.2","10528484.9","233","195.1","373.7","6819978.28","1998821.3","3708506.6","37085.1","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","Not Available","No","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","55.5","917.1","26661533.9","916.4","589.9","55.5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","29070","5","32","5","70","1","0.17","168","0.76","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","2013-05-15T10:33:11.000","2013-05-15T06:33:10.000",,,,,,,,,
"1241657","0540 Poughkeepsie","2012-12-31T00:00:00.000","83","Not Available","59 Burnett Blvd.","Not Available","Poughkeepsie","New York","12603","DUTCHESS","82569","Not Available","Supermarket/Grocery","17-APR-13","Not Available","Not Available","No Selection Made","Eligible","No Status Available","Not Available","Not Available","75","Not Available","Not Available","321.99","976.48","1298.46","Not Available","28-FEB-13","01-JAN-00","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","202.9","16749841.2","263.9","221","190.6","10697449.12","3135243","6052392.06","60523.9","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","Not Available","No","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","-23.1","509.5","42066334.5","490.3","662.7","-23.1","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","82569","15","23","15","70","1","0.18","168","0.75","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","2013-05-15T10:33:11.000","2013-05-15T06:33:10.000",,,,,,,,,
"1241658","0542 Glen Cove","2012-12-31T00:00:00.000","63","Not Available","179 Forest Ave.","Not Available","Glen Cove","New York","11542","NASSAU","54509","Not Available","Supermarket/Grocery","26-APR-13","Not Available","Not Available","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","75","Not Available","Not Available","248.88","1537.45","1786.33","Not Available","28-FEB-13","01-JAN-00","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","234.8","12796573.8","257.4","215.5","249.9","8118379.86","2379361","4678193.94","46781.9","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","Not Available","No","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","-8.8","587.3","32013457.8","608.9","643.9","-8.8","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","54509","10","50","10","70","1","0.18","168","0.75","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","2013-05-15T10:33:11.000","2013-05-15T06:33:10.000",,,,,,,,,
"1241659","0547 North Bellmore","2012-12-31T00:00:00.000","17","Not Available","2450 Jerusalem Ave.","Not Available","North Bellmore","New York","11710","NASSAU","40634","Not Available","Supermarket/Grocery","26-APR-13","Not Available","Not Available","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","75","Not Available","Not Available","316.18","1416.1","1732.28","Not Available","31-MAR-13","01-JAN-00","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","330.3","13420821.3","260.8","218.4","342.7","7477605.94","2191560.9","5943215.37","59432.2","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","Not Available","No","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","26.6","767.8","31197750.3","775.3","606.3","26.6","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","40634","7","49","7","70","1","0.17","168","0.74","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","2013-05-15T10:33:11.000","2013-05-15T06:33:10.000",,,,,,,,,
